DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;AREA;CLASE;P7250;P7260;P7280;P7280S1;P7310;P7320;P7350;P7350S1;P7360;P9460;P7390;P7390S1;P7420;P7420S1;P7420S2;P7420S3;P7420S4;P7420S5;P7420S6;P7420S7;P7420S7A1;P7420S8;P7422;P7422S1;P1806;P1519;P1883;RAMA2D_D_R4;OFICIO1;OFICIO2;DSI;DSCY;MES;RAMA4D_D_R4;DPTO;fex_c_2011
5544574;1;1;1;70;;1;12;48;1;;2;3;1;;2;2;1;;;;;;;;;;;1;1;500000;908526;2;;45;84;84;1;1;09;4542;68;2537.9604021
5544577;1;1;1;70;;1;18;48;1;;2;3;1;;7;2;1;;;1;;;;;;;;;1;150000;908526;2;;42;98;98;1;2;09;4290;68;2537.9604021
5544577;1;3;1;70;;1;2;24;1;;1;;;;;;;;.;;;;;;;;.;;;;454226;;;;53;;1;1;09;.;68;2537.9604021
5544579;1;1;1;70;;1;24;48;1;;2;104;1;;3;2;1;;;;;;;;;;;1;2;;908500;2;;56;55;55;1;2;09;5611;68;5301.7411548
5544580;1;1;1;70;;1;48;48;1;;2;18;1;;9;2;2;;;;;;;;;;;1;2;;1500000;2;;06;95;95;1;2;09;0610;68;3484.3350591
5544583;1;3;1;70;;1;16;48;1;;2;48;1;;9;2;8;;;;;;;;;;;1;2;;1000000;2;;36;39;39;1;2;09;3600;68;1907.4866122
5544589;1;1;1;70;;1;50;48;1;;2;52;1;;8;2;1;;;;;;;;;;;1;2;;908526;2;;86;55;55;1;2;09;8610;68;3862.2943895
5544589;1;2;1;70;;1;4;48;4;;2;4;4;;1;2;1;;;;;;;;;;;1;1;300000;908526;2;;41;95;95;1;1;09;4111;68;3862.2943895
5544592;1;1;1;70;;1;36;48;3;;2;36;3;;1;2;2;;;;;;;;;;;1;2;;908526;2;;97;54;54;1;2;09;9700;68;2855.3305632
5544593;1;2;1;70;;1;2;48;1;;2;24;1;;9;2;1;;;;;;;;;;;1;2;;1000000;2;;86;59;59;1;1;09;8610;68;3484.3350591
5544593;1;3;1;70;;1;3;48;1;;2;4;4;;1;2;1;;;;;;;;;;;1;1;400000;1200000;2;;56;33;53;1;1;09;5619;68;3484.3350591
5544594;1;2;1;70;;1;52;48;4;;2;156;1;;4;2;1;;;;;;;;;;;1;2;;700000;2;;74;59;16;1;2;09;7420;68;2005.7473907
5544594;1;3;1;70;;1;2;48;4;;2;3;4;;1;2;1;;;;;;;;;;;1;1;800000;908526;2;;41;95;95;1;1;09;4111;68;2005.7473907
5544834;1;2;1;70;;1;10;48;1;;2;20;1;;2;2;1;;;;;;;;;;;1;2;;600000;2;;41;95;95;1;1;09;4111;17;1199.7790403
5544834;1;3;1;70;;1;48;48;1;;2;15;1;;2;2;1;;;;;;;;;;;1;2;;600000;2;;41;95;95;1;2;09;4111;17;1199.7790403
5544838;1;1;1;70;05;1;60;48;1;;2;86;4;;2;2;1;;;;;;;;;;;1;2;;908526;2;;56;53;53;1;2;09;5619;05;880.2585807
5544843;1;2;1;70;05;1;12;48;4;;2;36;1;;3;2;2;;;;;;;;;;;1;2;;1000000;2;;69;03;32;1;1;09;6910;05;1194.591743
