DIRECTORIO SECUENCIA_P ORDEN HOGAR REGIS AREA P7430 P7450 P7450S1 P7452 P7454 P7456 P7458 P7458S1 P7460 P7470 P7472 P7472S1 P744 P1884 P1807 P6921 INI MES p7440 DPTO fex_c_2011
5544979 1 1 1 80 05 1 4  2   4  2  2     2 1 09 4 05 1194.591743
5544981 1 2 1 80 05 2    2   . 2  2     2 1 09  05 1071.3857186
5544982 1 5 1 80 05 1 2  2   2  2  2     2 1 09 2 05 701.76280792
5544984 1 2 1 80 05 2    2   .   2      1 09  05 979.94689872
5544986 1 7 1 80 05 2    2   . 2  2     2 1 09  05 1478.7394522
5544987 1 3 1 80 05 1 4  2   4  2  2     2 1 09 2 05 971.69740056
5544988 1 1 1 80 05 1 9 "SE VA A REALIZAR UNA CIRUGIA" 2   4  2  1 1200000    2 1 09 1.1 05 1025.6650993
5544988 1 3 1 80 05 2    2   .   2      1 09  05 1025.6650993
5544994 1 3 1 80 05 2    2   . 2  2     2 1 09  05 918.01259462
5544995 1 4 1 80 05 2    2   . 2  2     2 1 09  05 1323.7777287
5544998 1 2 1 80 05 1 4  2   4  1 2 2     1 1 09 1.3 05 1152.7759041
5544998 1 4 1 80 05 2    2   .   2      1 09  05 1152.7759041
5545001 1 2 1 80 05 1 4  2   9  2  2     2 1 09 4 05 1049.1852244
5545002 1 2 1 80 05 1 6  2   9  2  2     2 1 09 4 05 1773.1790343
5545002 1 5 1 80 05 1 9 "CAMBIO DE CIUDAD" 2   8  2  2     2 1 09 4 05 1773.1790343
5545002 1 6 1 80 05 1 4  2   4  2  2     2 1 09 4 05 1773.1790343
5545007 1 1 1 80 05 1 5  2   10  3  2     3 1 09 4 05 1194.2577768
5545007 1 4 1 80 05 2    2   . 2  2     2 1 09  05 1194.2577768
5545008 1 1 1 80 05 1 3  2   9  2  2     2 1 09 4 05 1111.1195285
5545009 1 3 1 80 05 2    2   . 2  2  1 48 908526 2 1 09  05 1039.6160953
5545009 1 4 1 80 05 2    2   .   2      1 09  05 1039.6160953
5545010 1 2 1 80 05 1 3  2   9  2  2  2  908526 2 1 09 2 05 1576.8323225
5545011 1 4 1 80 05 1 3  2   9  2  2     2 1 09 4 05 995.21510695
5545012 1 1 1 80 05 1 4  2   4  2  2     2 1 09 4 05 1055.8253507
5545012 1 2 1 80 05 1 2  2   2  2  2     2 1 09 3 05 1055.8253507
5545012 1 3 1 80 05 1 2  2   2  2  2     2 1 09 1.2 05 1055.8253507
5545014 1 1 1 80 05 1 7  2   11  2  2     2 1 09 4 05 1361.4363577
5545014 1 2 1 80 05 1 5  2   9  3  2     3 1 09 4 05 1361.4363577
5545015 1 2 1 80 05 2    2   . 2  2     2 1 09  05 1361.4363577
5545019 1 1 1 80 05 1 7  2   11  2  2     2 1 09 4 05 1111.1195285
5545023 1 1 1 80 05 1 5  2   10  3  2     3 1 09 3 05 1361.4363577
5545025 1 2 1 80 05 1 3  1  2 9  2  2  1 48 908526 2 1 09 4 05 1458.8527202
5545025 1 3 1 80 05 2    2   .   2      1 09  05 1458.8527202
5545026 1 1 1 80 05 1 4  2   4  2  2     2 1 09 4 05 1331.7419153
5545027 1 2 1 80 05 1 3  2   9  2  2     2 1 09 4 05 1117.1039191
5545027 1 3 1 80 05 2    2   .   2      1 09  05 1117.1039191
5545029 1 3 1 80 05 2    2   . 2  2     2 1 09  05 428.3692278
5545029 1 4 1 80 05 2    2   .   2      1 09  05 428.3692278
5545031 1 1 1 80 05 1 3  2   11  2  2     2 1 09 4 05 1111.1195285
5545043 1 2 1 80 05 2    2   . 2  2     2 1 09  05 902.45907488
5545043 1 3 1 80 05 2    2   .   2      1 09  05 902.45907488
5545044 1 1 1 80 05 2    2   . 2  2     2 1 09  05 1299.5020536
5545044 1 2 1 80 05 2    2   . 3  2     3 1 09  05 1299.5020536
5545045 1 3 1 80 05 2    2   . 2  2     2 1 09  05 1254.2122849
5545048 1 2 1 80 05 2    2   .   2      1 09  05 1071.3857186
5545049 1 2 1 80 05 2    2   . 2  2     2 1 09  05 1399.1903717
5545050 1 1 1 80 05 1 5  2   11  3  2     3 1 09 4 05 941.24498951
5545050 1 2 1 80 05 2    2   . 2  2     2 1 09  05 941.24498951
5545052 1 1 1 80 05 1 4  2   8  2  2     2 1 09 2 05 1111.1195285
5545054 1 2 1 80 05 2    2   .   2      1 09  05 1208.4940844
5545055 1 3 1 80 05 2    2   . 2  2     2 1 09  05 1444.0503209
5545055 1 4 1 80 05 2    2   . 2  2     2 1 09  05 1444.0503209
5545055 1 5 1 80 05 2    2   . 2  2     2 1 09  05 1444.0503209
5545058 1 3 1 80 05 2    2   . 2  2     2 1 09  05 1198.9181072
5545060 1 3 1 80 05 2    2   . 2  2     2 1 09  05 1025.6650993
5545062 1 2 1 80 05 1 8  2   9  2  2     2 1 09 4 05 1522.8203985
5545063 1 2 1 80 05 2    2   . 2  2     2 1 09  05 771.279597
5545063 1 6 1 80 05 2    2   . 2  2     2 1 09  05 771.279597
5545064 1 3 1 80 05 1 4  2   4  2  2  1 48 908526 2 1 09 4 05 1269.7658047
5545066 1 2 1 80 05 2    1 4 8  2  2     2 1 09  05 1711.441505
5545067 1 2 1 80 05 1 7  2   9  2  2     2 1 09 4 05 818.98444168
5545067 1 4 1 80 05 2    2   . 2  2     2 1 09  05 818.98444168
5545070 1 2 1 80 05 2    2   . 2  2     2 1 09  05 1238.6101105
5545071 1 1 1 80 05 1 4  2   4  2  2     2 1 09 4 05 1248.2741302
5545072 1 1 1 80 05 1 8  2   8  2  2     2 1 09 2 05 1086.9392383
5545076 1 4 1 80 05 2    2   . 2  2     2 1 09  05 906.83409371
5545076 1 5 1 80 05 2    2   .   2      1 09  05 906.83409371
5545079 1 2 1 80 05 1 4  2   4  2  2     2 1 09 1.2 05 1224.7077692
5545085 1 1 1 80 05 1 4  2   4  2  2  2  908526 2 1 09 4 05 1461.1246758
5545095 1 2 1 80 05 1 7  2   8  2  2     2 1 09 4 05 1230.263728
5545095 1 3 1 80 05 2    2   . 2  2  2  1000000 2 1 09  05 1230.263728
5545098 1 1 1 80 05 2    2   . 3  2     3 1 09  05 1361.4363577
5545098 1 2 1 80 05 1 1  2   8  2  2     2 1 09 4 05 1361.4363577
5545099 1 3 1 80 05 2    2   . 2  2     2 1 09  05 1117.1039191
5545102 1 3 1 80 05 2    2   .   2      1 09  05 1025.6650993
5545103 1 1 1 80 05 1 4  2   4  2  2  2  908526 2 1 09 4 05 1111.1195285
5545104 1 2 1 80 05 1 8  2   4  2  2  1 24 980000 2 1 09 4 05 856.73845559
5545106 1 1 1 80 05 1 9 "SE SENTIA CANSADA" 2   8  2  2  1 48 908526 2 1 09 3 05 1111.1195285
5545107 1 1 1 80 05 1 3  2   11  2  2     2 1 09 4 05 1011.4312105
5545107 1 2 1 80 05 2    2   . 2  2     2 1 09  05 1011.4312105
5545108 1 3 1 80 05 2    2   .   2      1 09  05 1117.1039191
5545109 1 1 1 80 05 1 7  2   8  2  2     2 1 09 4 05 1361.4363577
5545109 1 2 1 80 05 1 3  2   4  2  2     2 1 09 4 05 1361.4363577
5545110 1 2 1 80 05 1 9 "LA POLICIA LE HIZO CERRAR EL NEGOCIO POR FALTA DE PAPELES" 2   9  2  2  1 48 908526 2 1 09 2 05 1039.6160953
5545110 1 4 1 80 05 2    2   . 2  2     2 1 09  05 1039.6160953
5545111 1 2 1 80 05 1 3  2   9  2  2     2 1 09 4 05 1436.6104194
5545112 1 1 1 80 05 1 4  2   10  3  2     3 1 09 4 05 987.2509203
5545115 1 3 1 80 08 2    2   .   2      1 09  08 716.43383295
5545116 1 1 1 80 08 1 1  2   8  2  2     2 1 09 4 08 628.6772805
5545116 1 4 1 80 08 2    2   . 2  2     2 1 09  08 628.6772805
5545116 1 5 1 80 08 2    2   . 2  2     2 1 09  08 628.6772805
5545117 1 2 1 80 08 1 9 PANDEMIA 2   9  2  2  1 20 1000000 2 1 09 2 08 501.42665841
5545120 1 1 1 80 08 1 5  2   10  3  2     3 1 09 4 08 333.54440398
5545120 1 2 1 80 08 1 3  2   9  2  2     2 1 09 4 08 333.54440398
5545120 1 4 1 80 08 2    2   .   2      1 09  08 333.54440398
5545121 1 2 1 80 08 2    2   .   2      1 09  08 620.81286497
5545122 1 1 1 80 08 1 7  2   8  2  2  2  4000000 2 1 09 3 08 553.09305198
5545122 1 2 1 80 08 1 7  1  1 6  2  2  1 20 4000000 2 1 09 2 08 553.09305198
5545124 1 2 1 80 08 1 9 PANDEMIA 2   9  2  2  1 40 2000000 2 1 09 3 08 463.29251248
5545124 1 3 1 80 08 1 5  2   8  3  2     3 1 09 4 08 463.29251248
5545124 1 4 1 80 08 1 5  2   8  3  2     3 1 09 4 08 463.29251248
5545125 1 1 1 80 08 1 5  2   10  3  2     3 1 09 4 08 709.02883382
5545126 1 2 1 80 08 2    2   . 2  2     2 1 09  08 633.11441632
5545126 1 3 1 80 08 2    2   . 2  2     2 1 09  08 633.11441632
5545130 1 3 1 80 08 2    2   . 2  2     2 1 09  08 713.89195936
5545132 1 3 1 80 08 2    2   .   2      1 09  08 716.43383295
5545133 1 1 1 80 08 1 4  2   8  1 2 2  1 48 3000000 1 1 09 4 08 652.08744031
5545133 1 2 1 80 08 1 5  2   10  3  2     3 1 09 4 08 652.08744031
5545135 1 2 1 80 08 2    2   . 2  2     2 1 09  08 853.18391948
5545139 1 2 1 80 08 1 3  2   9  2  2     2 1 09 4 08 652.08744031
5545145 1 3 1 80 08 2    2   . 2  2     2 1 09  08 773.64094429
5545146 1 2 1 80 08 1 3  2   9  2  2  2  700000 2 1 09 3 08 674.23468155
5545147 1 2 1 80 08 1 3  2   1  2  2  1 48 500000 2 1 09 3 08 669.01097273
5545148 1 2 1 80 08 2    2   . 2  2     2 1 09  08 677.52722933
5545149 1 2 1 80 08 2    2   . 2  2     2 1 09  08 583.05716676
5545149 1 3 1 80 08 2    2   . 2  2     2 1 09  08 583.05716676
5545150 1 5 1 80 08 2    2   . 2  2     2 1 09  08 600.01292146
5545151 1 1 1 80 08 1 4  2   4  2  2     2 1 09 3 08 553.09305198
5545151 1 2 1 80 08 1 9 PANDEMIA 2   12 PANDEMIA 2  2     2 1 09 2 08 553.09305198
5545156 1 5 1 80 08 2    1 2 2  2  2     2 1 09  08 669.73050634
5545156 1 6 1 80 08 2    2   . 2  2     2 1 09  08 669.73050634
5545156 1 7 1 80 08 2    2   .   2      1 09  08 669.73050634
5545159 1 2 1 80 08 2    2   . 2  2     2 1 09  08 577.14187282
5545160 1 1 1 80 08 1 4  2   4  2  2     2 1 09 3 08 499.25936098
5545162 1 1 1 80 08 1 3  2   8  2  2     2 1 09 4 08 367.92668184
5545165 1 4 1 80 08 2    2   . 2  2     2 1 09  08 664.45550639
5545166 1 5 1 80 08 2    2   .   2      1 09  08 642.04254732
5545167 1 4 1 80 08 2    2   . 2  2     2 1 09  08 750.78776009
5545167 1 8 1 80 08 2    2   . 2  2     2 1 09  08 750.78776009
5545168 1 4 1 80 08 2    2   .   2      1 09  08 685.42497544
5545170 1 2 1 80 08 2    2   . 2  2     2 1 09  08 603.20796295
5545173 1 1 1 80 08 1 9 EDAD 2   8  2  2     2 1 09 4 08 577.28428027
5545176 1 2 1 80 08 2    2   . 2  2     2 1 09  08 492.23280957
5545177 1 1 1 80 08 1 4  2   4  2  2  2  900000 2 1 09 3 08 719.8072533
5545177 1 3 1 80 08 2    2   .   2      1 09  08 719.8072533
5545180 1 2 1 80 08 1 9 "CAMBIO DE PAIS" 2   9  2  2     2 1 09 3 08 647.66927723
5545180 1 3 1 80 08 2    2   . 2  2     2 1 09  08 647.66927723
5545180 1 4 1 80 08 2    2   . 2  2     2 1 09  08 647.66927723
5545180 1 5 1 80 08 2    2   .   2      1 09  08 647.66927723
5545181 1 4 1 80 08 2    2   . 2  2     2 1 09  08 793.34749477
5545181 1 6 1 80 08 2    2   . 2  2     2 1 09  08 793.34749477
5545182 1 2 1 80 08 1 7  2   8  2  2  1 24 400000 2 1 09 4 08 553.09305198
5545184 1 1 1 80 08 1 3  2   9  2  2  2  800000 2 1 09 4 08 589.709142
5545184 1 2 1 80 08 1 4  2   4  2  2     2 1 09 4 08 589.709142
5545184 1 4 1 80 08 1 3  2   9  2  2  2  800000 2 1 09 4 08 589.709142
5545184 1 6 1 80 08 2    2   . 2  2     2 1 09  08 589.709142
5545188 1 3 1 80 08 2    2   . 2  2  1 48 908000 2 1 09  08 562.11991999
5545188 1 4 1 80 08 2    2   . 2  2     2 1 09  08 562.11991999
5545188 1 5 1 80 08 2    2   . 2  2     2 1 09  08 562.11991999
5545188 1 6 1 80 08 1 9 EDAD 2   8  2  2     2 1 09 4 08 562.11991999
5545191 1 3 1 80 08 2    2   .   2      1 09  08 713.0604126
5545192 1 1 1 80 08 1 3  2   9  2  2     2 1 09 4 08 492.23280957
5545192 1 2 1 80 08 2    2   . 2  2     2 1 09  08 492.23280957
5545193 1 4 1 80 08 1 4  2   4  2  2     2 1 09 4 08 577.28428027
5545195 1 1 1 80 08 1 3  2   9  2  2     2 1 09 3 08 598.25374931
5545196 1 4 1 80 08 2    2   .   2      1 09  08 846.15736808
5545197 1 2 1 80 08 1 3  2   9  2  2     2 1 09 4 08 553.09305198
5545200 1 4 1 80 08 2    2   . 2  2     2 1 09  08 445.84141595
5545200 1 7 1 80 08 2    2   . 2  2     2 1 09  08 445.84141595
5545201 1 1 1 80 08 2    2   . 2  2  1 48 908526 2 1 09  08 614.89757103
5545203 1 2 1 80 08 1 7  2   4  2  2     2 1 09 1.3 08 674.64655596
5545203 1 3 1 80 08 2    2   . 2  2     2 1 09  08 674.64655596
5545206 1 2 1 80 08 2    2   . 2  2     2 1 09  08 363.95276447
5545206 1 3 1 80 08 2    2   .   2      1 09  08 363.95276447
5545208 1 1 1 80 08 1 3  2   9  2  2     2 1 09 4 08 330.17098363
5545208 1 4 1 80 08 1 3  2   9  2  2     2 1 09 4 08 330.17098363
5545209 1 3 1 80 08 2    2   . 2  2     2 1 09  08 603.52874926
5545209 1 4 1 80 08 1 4  2   4  2  2     2 1 09 4 08 603.52874926
5545211 1 1 1 80 08 1 3  2   9  2  2     2 1 09 4 08 492.23280957
5545211 1 2 1 80 08 2    2   . 2  2     2 1 09  08 492.23280957
5545215 1 2 1 80 08 1 7  2   9  2  2  1 48 1300000 2 1 09 2 08 811.77509022
5545215 1 4 1 80 08 2    2   . 2  2     2 1 09  08 811.77509022
5545215 1 5 1 80 08 2    2   . 2  2     2 1 09  08 811.77509022
5545217 1 1 1 80 08 1 7  2   1  2  2  1 48 800000 2 1 09 1.4 08 704.1127842
5545217 1 3 1 80 08 2    2   . 2  2     2 1 09  08 704.1127842
5545218 1 2 1 80 08 2    1 3 9  2  2     2 1 09  08 818.80164163
5545218 1 3 1 80 08 2    2   . 2  2     2 1 09  08 818.80164163
5545219 1 3 1 80 08 2    2   . 2  2     2 1 09  08 466.77866272
5545220 1 1 1 80 08 1 4  2   8  2  2     2 1 09 3 08 531.01232547
5545220 1 2 1 80 08 1 3  2   9  2  2     2 1 09 4 08 531.01232547
5545220 1 4 1 80 08 2    2   .   2      1 09  08 531.01232547
5545221 1 3 1 80 08 2    2   . 2  2     2 1 09  08 686.5362329
5545222 1 4 1 80 08 2    2   . 2  2     2 1 09  08 688.07722922
5545228 1 2 1 80 08 1 3  2   9  2  2  2  800000 2 1 09 4 08 687.64749037
5545230 1 2 1 80 08 1 4  2   4  2  2  2  906000 2 1 09 4 08 751.08182864
5545232 1 2 1 80 08 1 3  2   9  2  2     2 1 09 3 08 717.54509041
5545234 1 3 1 80 08 2    2   .   2      1 09  08 487.55025551
5545234 1 4 1 80 08 2    2   .   2      1 09  08 487.55025551
5545234 1 6 1 80 08 1 3  2   9  2  2     2 1 09 4 08 487.55025551
5545234 1 7 1 80 08 1 3  2   9  2  2     2 1 09 3 08 487.55025551
5545235 1 2 1 80 08 1 3  2   1  2  2  1 24 900000 2 1 09 4 08 686.5362329
5545235 1 3 1 80 08 2    2   .   2      1 09  08 686.5362329
5545237 1 4 1 80 08 1 3  2   9  2  2  2  750000 2 1 09 4 08 733.22006211
5545238 1 1 1 80 08 1 3  2   9  2  2  1 40 800000 2 1 09 3 08 779.61532729
5545240 1 4 1 80 08 2    2   .   2      1 09  08 725.08225324
5545240 1 5 1 80 08 2    2   . 2  2     2 1 09  08 725.08225324
5545241 1 5 1 80 08 1 3  2   9  2  2     2 1 09 4 08 729.84664176
5545242 1 1 1 80 08 2    2   . 2  2     2 1 09  08 539.7467579
5545243 1 1 1 80 08 1 7  1  4 9  2  2     2 1 09 4 08 709.54968899
5545246 1 2 1 80 08 1 3  2   9  2  2     2 1 09 3 08 565.77305105
5545246 1 3 1 80 08 2    2   . 2  2     2 1 09  08 565.77305105
5545246 1 4 1 80 08 2    2   . 2  2     2 1 09  08 565.77305105
5545246 1 6 1 80 08 1 9 PANDEMIA 2   9  2  2     2 1 09 3 08 565.77305105
