DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;P7495;P7500S1;P7500S1A1;P7500S2;P7500S2A1;P7500S3;P7500S3A1;P7505;P7510S1;P7510S1A1;P7510S2;P7510S2A1;P7510S3;P7510S3A1;P750S1;P750S1A1;P750S2;P750S2A1;P1661S1;P1661S1A1;P1661S2;P1661S2A1;P1661S3;P1661S3A1;P1661S4;P1661S4A1;P1661S4A2;P750S3;P750S3A1;P750S4;P7510S5;P7510S5A1;P7510S6;P7510S6A1;P7510S7;P7510S7A1;AREA;MES;DPTO;fex_c_2011
5544906;1;2;1;95;1;2;;1;835844;2;;1;2;;2;;2;;;;;;;;;;;;;;;;;;2;;2;;1;1786329;05;09;05;1194.591743
5544907;1;1;1;95;2;;;;;;;1;1;1000000;2;;2;;;;;;;;;;;;;;;;;;2;;1;200000;2;;05;09;05;902.45907488
5544907;1;2;1;95;2;;;;;;;1;1;300000;2;;2;;;;;;;;;;;;;;;;;;2;;2;;2;;05;09;05;902.45907488
5544907;1;3;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;05;09;05;902.45907488
5544908;1;1;1;95;2;;;;;;;1;2;;2;;2;;;;;;;;;;;;;;;;;;2;;1;300000;2;;05;09;05;1194.591743
5544908;1;2;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;05;09;05;1194.591743
5544909;1;1;1;95;2;;;;;;;1;1;6000000;2;;2;;;;;;;;;;;;;;;;;;2;;2;;2;;05;09;05;1461.1246758
5544910;1;1;1;95;2;;;;;;;1;2;;2;;2;;;;;;;;;;;;;;;;;;2;;1;230000;2;;05;09;05;761.41019927
5544910;1;2;1;95;2;;;;;;;1;2;;2;;2;;;;;;;;;;;;;;;;;;2;;1;150000;2;;05;09;05;761.41019927
5544911;1;1;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;05;09;05;1361.4363577
5544911;1;2;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;05;09;05;1361.4363577
5544912;1;1;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;05;09;05;1094.903425
5544912;1;2;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;05;09;05;1094.903425
5544912;1;3;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;05;09;05;1094.903425
5544913;1;1;1;95;2;;;;;;;1;2;;2;;2;;;;;;;;;;;;;;;;;;2;;2;;1;800000;05;09;05;1522.8203985
5544913;1;2;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;05;09;05;1522.8203985
5544914;1;1;1;95;2;;;;;;;1;2;;2;;2;;;;;;;;;;;;;;;;;;2;;1;168000;2;;05;09;05;1308.2242089
5544914;1;2;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;05;09;05;1308.2242089
5544914;1;3;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;05;09;05;1308.2242089
5544915;1;1;1;95;1;1;600000;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;05;09;05;1461.1246758
5544916;1;1;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;05;09;05;1331.7001088
5544916;1;2;1;95;2;;;;;;;1;2;;2;;2;;;;;;;;;;;;;;;;;;2;;2;;1;2000000;05;09;05;1331.7001088
5544917;1;1;1;95;2;;;;;;;1;2;;2;;1;1760000;;;1;1760000;;;;;;;1;"INGRESO;SOLIDARIO";1760000;;;;2;;2;;2;;05;09;05;2632.1958688
5544918;1;1;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;05;09;05;1622.04051
