DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;AREA;CLASE;P7430;P7450;P7450S1;P7452;P7454;P7456;P7458;P7458S1;P7460;P7470;P7472;P7472S1;P744;P1884;P1807;P6921;INI;MES;p7440;DPTO;fex_c_2011
5544591;1;2;1;80;;1;1;9;"POR;LA;PANDEMIA;DEL;COVID;19";2;;;4;;2;;2;;2;;908526;2;1;09;2;68;2160.0010716
5544594;1;1;1;80;;1;1;7;;2;;;8;;1;;2;;1;48;1000000;2;1;09;1.3;68;2005.7473907
5544595;1;3;1;80;;1;2;;;;2;;;.;2;;2;;;;;2;1;09;;68;2258.2618502
5544597;1;2;1;80;;1;1;2;;2;;;2;;2;;2;;;;;2;1;09;2;68;4545.2486678
5544603;1;2;1;80;;1;1;2;;2;;;2;;2;;2;;;;;2;1;09;2;68;4114.8088489
5544603;1;3;1;80;;1;2;;;;2;;;.;2;;2;;;;;2;1;09;;68;4114.8088489
5544826;1;2;1;80;;1;1;1;;2;;;9;;2;;2;;;;;2;1;09;2;17;5336.4600503
5544827;1;2;1;80;;1;2;;;;2;;;.;2;;2;;;;;2;1;09;;17;1199.7790403
5544829;1;1;1;80;;1;2;;;;2;;;.;2;;2;;;;;2;1;09;;17;1199.7790403
5544829;1;2;1;80;;1;2;;;;2;;;.;2;;2;;;;;2;1;09;;17;1199.7790403
5544832;1;2;1;80;;1;2;;;;2;;;.;;;2;;;;;;1;09;;17;5638.9614895
5544832;1;5;1;80;;1;2;;;;2;;;.;2;;2;;;;;2;1;09;;17;5638.9614895
5544834;1;1;1;80;;1;2;;;;2;;;.;2;;2;;;;;2;1;09;;17;1199.7790403
5544836;1;1;1;80;;1;2;;;;2;;;.;2;;2;;;;;2;1;09;;17;1199.7790403
5544838;1;2;1;80;05;1;2;;;;2;;;.;2;;2;;;;;2;1;09;;05;880.2585807
5544838;1;3;1;80;05;1;1;5;;2;;;10;;3;;2;;;;;3;1;09;4;05;880.2585807
5544839;1;1;1;80;05;1;2;;;;2;;;.;2;;2;;;;;2;1;09;;05;1049.1852244
5544841;1;2;1;80;05;1;1;3;;2;;;9;;2;;2;;1;24;908526;2;1;09;2;05;1185.0157658
5544842;1;1;1;80;05;1;1;3;;2;;;9;;2;;2;;;;;2;1;09;4;05;1049.1852244
5544846;1;2;1;80;05;1;2;;;;2;;;.;2;;2;;;;;2;1;09;;05;1071.3788705
5544855;1;3;1;80;05;1;2;;;;2;;;.;;;2;;;;;;1;09;;05;1268.1146263
5544856;1;3;1;80;05;1;2;;;;2;;;.;2;;2;;;;;2;1;09;;05;2051.3301986
5544857;1;1;1;80;05;1;1;1;;2;;;9;;2;;2;;;;;2;1;09;2;05;1216.7853891
5544858;1;1;1;80;05;1;1;9;"PRACTICAS;DE;ESTUDIO";2;;;1;;2;;2;;1;48;1114000;2;1;09;1.4;05;979.94689872
5544858;1;2;1;80;05;1;2;;;;2;;;.;;;2;;;;;;1;09;;05;979.94689872
5544859;1;1;1;80;05;1;1;4;;2;;;4;;2;;2;;;;;2;1;09;4;05;2222.239057
5544860;1;1;1;80;05;1;1;7;;1;;4;10;;3;;2;;;;;3;1;09;4;05;680.71817887
5544860;1;2;1;80;05;1;1;3;;2;;;9;;2;;2;;;;;2;1;09;4;05;680.71817887
5544861;1;4;1;80;05;1;2;;;;2;;;.;;;2;;;;;;1;09;;05;2385.9647423
5544863;1;1;1;80;05;1;1;3;;2;;;9;;2;;2;;;;;2;1;09;4;05;2313.6754581
5544863;1;2;1;80;05;1;1;6;;2;;;6;;2;;2;;;;;2;1;09;2;05;2313.6754581
5544864;1;2;1;80;05;1;2;;;;2;;;.;2;;2;;;;;2;1;09;;05;2342.134377
5544865;1;1;1;80;05;1;1;4;;2;;;4;;2;;2;;;;;2;1;09;4;05;2126.2676034
5544865;1;4;1;80;05;1;2;;;;2;;;.;;;2;;;;;;1;09;;05;2126.2676034
5544867;1;2;1;80;05;1;1;3;;2;;;9;;2;;2;;;;;2;1;09;4;05;547.45171249
5544868;1;1;1;80;05;1;1;8;;2;;;4;;2;;2;;;;;2;1;09;4;05;726.43637944
5544868;1;2;1;80;05;1;2;;;;2;;;.;2;;2;;;;;2;1;09;;05;726.43637944
5544869;1;2;1;80;05;1;2;;;;2;;;.;2;;2;;1;15;500000;2;1;09;;05;489.97344936
5544870;1;2;1;80;05;1;2;;;;2;;;.;;;2;;;;;;1;09;;05;699.80718707
5544871;1;1;1;80;05;1;1;5;;2;;;10;;3;;2;;;;;3;1;09;4;05;1407.1545583
5544871;1;2;1;80;05;1;2;;;;2;;;.;2;;2;;;;;2;1;09;;05;1407.1545583
5544872;1;2;1;80;05;1;1;3;;2;;;9;;2;;2;;;;;2;1;09;4;05;2722.8727155
5544873;1;3;1;80;05;1;1;4;;2;;;4;;2;;2;;;;;2;1;09;4;05;485.84870028
5544874;1;1;1;80;05;1;1;4;;2;;;4;;2;;2;;;;;2;1;09;2;05;528.57470553
5544876;1;1;1;80;05;1;1;5;;1;;4;8;;3;;2;;;;;3;1;09;4;05;603.23035503
5544876;1;2;1;80;05;1;2;;;;2;;;.;2;;2;;;;;2;1;09;;05;603.23035503
5544876;1;3;1;80;05;1;2;;;;1;2;2;;2;;2;;;;;2;1;09;;05;603.23035503
5544878;1;1;1;80;05;1;1;5;;2;;;10;;3;;2;;;;;3;1;09;4;05;1156.8377291
5544879;1;1;1;80;05;1;1;4;;2;;;4;;2;;2;;;;;2;1;09;4;05;3013.20859
5544879;1;5;1;80;05;1;2;;;;2;;;.;2;;2;;;;;2;1;09;;05;3013.20859
5544881;1;2;1;80;05;1;1;3;;2;;;9;;2;;2;;;;;2;1;09;4;05;1025.6650993
5544881;1;3;1;80;05;1;2;;;;2;;;.;2;;2;;;;;2;1;09;;05;1025.6650993
5544882;1;2;1;80;05;1;1;9;"CAMBIO;DE;MUNICIPIO";2;;;8;;2;;2;;;;;2;1;09;4;05;2722.8727155
5544884;1;2;1;80;05;1;1;3;;2;;;9;;2;;2;;;;;2;1;09;4;05;1156.8377291
5544885;1;2;1;80;05;1;2;;;;2;;;.;2;;2;;;;;2;1;09;;05;1347.9580188
5544891;1;1;1;80;05;1;1;7;;1;;4;9;;3;;2;;;;;3;1;09;4;05;1049.1852244
5544892;1;1;1;80;05;1;1;3;;2;;;9;;2;;2;;;;;2;1;09;4;05;1202.5559296
5544893;1;1;1;80;05;1;1;3;;2;;;9;;2;;2;;;;;2;1;09;4;05;1558.4923835
5544893;1;3;1;80;05;1;2;;;;2;;;.;;;2;;;;;;1;09;;05;1558.4923835
5544895;1;1;1;80;05;1;2;;;;2;;;.;2;;2;;;;;2;1;09;;05;1487.8845788
5544895;1;4;1;80;05;1;1;3;;2;;;9;;2;;2;;;;;2;1;09;1.3;05;1487.8845788
5544895;1;5;1;80;05;1;1;4;;2;;;8;;2;;2;;;;;2;1;09;4;05;1487.8845788
5544896;1;1;1;80;05;1;1;5;;2;;;10;;3;;2;;;;;3;1;09;4;05;2599.0041073
5544896;1;2;1;80;05;1;2;;;;2;;;.;2;;2;;;;;2;1;09;;05;2599.0041073
5544897;1;1;1;80;05;1;1;5;;2;;;10;;3;;2;;;;;3;1;09;4;05;1267.7324304
5544897;1;2;1;80;05;1;1;3;;2;;;9;;2;;2;;;;;2;1;09;4;05;1267.7324304
5544897;1;5;1;80;05;1;2;;;;2;;;.;;;2;;;;;;1;09;;05;1267.7324304
5544899;1;1;1;80;05;1;1;8;;2;;;4;;1;;2;;2;;908526;2;1;09;1.3;05;2358.0764465
5544902;1;2;1;80;05;1;2;;;;2;;;.;2;;2;;;;;2;1;09;;05;1361.4363577
5544903;1;1;1;80;05;1;1;5;;2;;;10;;3;;2;;;;;3;1;09;4;05;1071.3832999
5544903;1;2;1;80;05;1;2;;;;2;;;.;2;;2;;;;;2;1;09;;05;1071.3832999
5544905;1;1;1;80;05;1;1;7;;2;;;8;;2;;2;;;;;2;1;09;1.4;05;1006.7068017
5544905;1;2;1;80;05;1;1;7;;2;;;8;;2;;2;;;;;2;1;09;1.4;05;1006.7068017
5544905;1;4;1;80;05;1;1;1;;2;;;9;;2;;2;;;;;2;1;09;2;05;1006.7068017
5544905;1;6;1;80;05;1;2;;;;2;;;.;2;;2;;;;;2;1;09;;05;1006.7068017
5544906;1;2;1;80;05;1;1;4;;2;;;4;;2;;2;;;;;2;1;09;4;05;1194.591743
5544907;1;2;1;80;05;1;2;;;;2;;;.;2;;2;;;;;2;1;09;;05;902.45907488
5544907;1;3;1;80;05;1;2;;;;2;;;.;;;2;;;;;;1;09;;05;902.45907488
5544908;1;2;1;80;05;1;1;3;;2;;;9;;2;;2;;;;;2;1;09;4;05;1194.591743
5544909;1;1;1;80;05;1;1;4;;2;;;4;;2;;2;;;;;2;1;09;4;05;1461.1246758
5544912;1;2;1;80;05;1;1;4;;2;;;4;;2;;2;;;;;2;1;09;4;05;1094.903425
5544913;1;2;1;80;05;1;1;3;;1;;1;9;;1;;2;;;;908526;2;1;09;3;05;1522.8203985
5544915;1;1;1;80;05;1;1;1;;2;;;5;;1;;2;;;;;2;1;09;4;05;1461.1246758
5544918;1;2;1;80;05;1;2;;;;2;;;.;2;;2;;;;;2;1;09;;05;1622.04051
5544918;1;3;1;80;05;1;2;;;;2;;;.;;;2;;;;;;1;09;;05;1622.04051
5544922;1;1;1;80;05;1;1;9;"POR;LA;CUARENTENA";1;;2;4;;2;;2;;2;;908526;2;1;09;2;05;2922.2493515
5544923;1;2;1;80;05;1;1;9;EMBARAZO;2;;;9;;2;;2;;2;;908526;2;1;09;3;05;2325.5469301
5544923;1;3;1;80;05;1;2;;;;2;;;.;;;2;;;;;;1;09;;05;2325.5469301
5544925;1;2;1;80;05;1;1;4;;2;;;4;;2;;2;;;;;2;1;09;4;05;1361.4363577
5544926;1;2;1;80;05;1;1;4;;2;;;9;;2;;2;;;;;2;1;09;4;05;2234.2078383
5544926;1;3;1;80;05;1;2;;;;2;;;.;2;;2;;;;;2;1;09;;05;2234.2078383
5544927;1;2;1;80;05;1;1;3;;2;;;9;;2;;2;;;;;2;1;09;4;05;2643.4050956
5544927;1;3;1;80;05;1;2;;;;1;1;2;;2;;2;;1;24;908526;2;1;09;;05;2643.4050956
5544928;1;2;1;80;05;1;1;4;;2;;;4;;2;;2;;;;;2;1;09;4;05;1375.3849351
5544929;1;2;1;80;05;1;2;;;;2;;;.;2;;2;;;;;2;1;09;;05;2067.2634093
5544932;1;1;1;80;05;1;2;;;;2;;;.;2;;2;;;;;2;1;09;;05;1469.8399829
5544936;1;2;1;80;05;1;1;4;;2;;;1;;2;;2;;;;;2;1;09;3;05;1086.9392383
5544937;1;1;1;80;05;1;2;;;;2;;;.;2;;2;;;;;2;1;09;;05;1565.7964051
5544939;1;2;1;80;05;1;1;3;;2;;;9;;2;;2;;;;;2;1;09;4;05;1299.5020536
5544943;1;1;1;80;05;1;1;9;PANDEMIA;2;;;9;;2;;2;;2;;908526;2;1;09;1.4;05;1109.1328844
5544945;1;3;1;80;05;1;2;;;;2;;;.;;;2;;;;;;1;09;;05;1308.2242089
5544947;1;1;1;80;05;1;1;3;;2;;;4;;2;;2;;;;;2;1;09;4;05;971.69740056
5544947;1;3;1;80;05;1;2;;;;2;;;.;;;2;;;;;;1;09;;05;971.69740056
5544948;1;2;1;80;05;1;2;;;;2;;;.;2;;2;;;;;2;1;09;;05;1267.7324304
5544948;1;5;1;80;05;1;1;4;;2;;;4;;2;;2;;;;;2;1;09;4;05;1267.7324304
5544949;1;4;1;80;05;1;1;8;;2;;;9;;2;;2;;1;48;980000;2;1;09;1.1;05;1050.1112402
5544949;1;5;1;80;05;1;2;;;;2;;;.;;;2;;;;;;1;09;;05;1050.1112402
5544949;1;8;1;80;05;1;1;9;"LA;PANDEMIA";2;;;8;;2;;1;60000;1;48;908526;2;1;09;2;05;1050.1112402
5544949;1;10;1;80;05;1;2;;;;2;;;.;2;;2;;;;;2;1;09;;05;1050.1112402
5544950;1;1;1;80;05;1;1;5;;2;;;10;;2;;2;;;;;2;1;09;4;05;1407.1545583
5544950;1;2;1;80;05;1;1;5;;2;;;10;;3;;2;;;;;3;1;09;4;05;1407.1545583
5544951;1;1;1;80;05;1;1;4;;2;;;4;;2;;2;;;;;2;1;09;1.3;05;1361.4363577
5544951;1;2;1;80;05;1;1;5;;2;;;10;;3;;2;;;;;3;1;09;4;05;1361.4363577
5544952;1;1;1;80;05;1;1;5;;2;;;10;;3;;2;;;;;3;1;09;4;05;1078.6828921
5544953;1;3;1;80;05;1;2;;;;2;;;.;2;;2;;;;;2;1;09;;05;818.3242766
5544956;1;3;1;80;05;1;2;;;;2;;;.;;;2;;;;;;1;09;;05;948.17727545
5544956;1;4;1;80;05;1;2;;;;2;;;.;;;2;;;;;;1;09;;05;948.17727545
5544957;1;2;1;80;05;1;1;9;"LA;GENTE;NO;CANCELO;CUENTAS";2;;;9;;2;;2;;;;;2;1;09;1.2;05;1299.5020536
5544957;1;3;1;80;05;1;1;8;;1;;3;1;;2;;2;;1;48;1000000;2;1;09;3;05;1299.5020536
5544959;1;2;1;80;05;1;1;4;;2;;;4;;2;;2;;;;;2;1;09;1.4;05;1156.8377291
5544961;1;2;1;80;05;1;2;;;;2;;;.;2;;2;;;;;2;1;09;;05;1156.8377291
5544962;1;1;1;80;05;1;2;;;;2;;;.;2;;2;;;;;2;1;09;;05;1033.6317047
5544963;1;1;1;80;05;1;1;4;;2;;;4;;2;;2;;;;;2;1;09;4;05;1156.8377291
5544964;1;3;1;80;05;1;2;;;;2;;;.;;;2;;;;;;1;09;;05;1429.1164712
5544964;1;6;1;80;05;1;1;4;;2;;;4;;2;;2;;;;;2;1;09;4;05;1429.1164712
5544965;1;1;1;80;05;1;1;8;;2;;;8;;3;;2;;;;;3;1;09;2;05;1111.1195285
5544969;1;4;1;80;05;1;1;9;PANDEMIA;2;;;9;;2;;2;;;;;2;1;09;2;05;1286.0237147
5544970;1;1;1;80;05;1;1;1;;2;;;8;;2;;2;;;;;2;1;09;3;05;1082.5828351
5544970;1;3;1;80;05;1;2;;;;2;;;.;2;;2;;;;;2;1;09;;05;1082.5828351
5544970;2;1;2;80;05;1;1;4;;2;;;4;;2;;2;;;;;2;1;09;2;05;1082.5828351
5544970;2;2;2;80;05;1;2;;;;2;;;.;2;;2;;;;;2;1;09;;05;1082.5828351
5544970;2;3;2;80;05;1;1;8;;2;;;1;;2;;2;;;;;2;1;09;1.3;05;1082.5828351
5544970;2;4;2;80;05;1;2;;;;2;;;.;2;;2;;;;;2;1;09;;05;1082.5828351
5544970;2;6;2;80;05;1;1;3;;2;;;9;;2;;2;;;;;2;1;09;3;05;1082.5828351
5544973;1;3;1;80;05;1;2;;;;2;;;.;;;2;;;;;;1;09;;05;1367.8447509
5544973;1;4;1;80;05;1;2;;;;2;;;.;;;2;;;;;;1;09;;05;1367.8447509
5544979;1;1;1;80;05;1;1;4;;2;;;4;;2;;2;;;;;2;1;09;4;05;1194.591743
5544981;1;2;1;80;05;1;2;;;;2;;;.;2;;2;;;;;2;1;09;;05;1071.3857186
5544982;1;5;1;80;05;1;1;2;;2;;;2;;2;;2;;;;;2;1;09;2;05;701.76280792
5544984;1;2;1;80;05;1;2;;;;2;;;.;;;2;;;;;;1;09;;05;979.94689872
5544986;1;7;1;80;05;1;2;;;;2;;;.;2;;2;;;;;2;1;09;;05;1478.7394522
5544987;1;3;1;80;05;1;1;4;;2;;;4;;2;;2;;;;;2;1;09;2;05;971.69740056
5544988;1;1;1;80;05;1;1;9;"SE;VA;A;REALIZAR;UNA;CIRUGIA";2;;;4;;2;;1;1200000;;;;2;1;09;1.1;05;1025.6650993
5544988;1;3;1;80;05;1;2;;;;2;;;.;;;2;;;;;;1;09;;05;1025.6650993
5544994;1;3;1;80;05;1;2;;;;2;;;.;2;;2;;;;;2;1;09;;05;918.01259462
5544995;1;4;1;80;05;1;2;;;;2;;;.;2;;2;;;;;2;1;09;;05;1323.7777287
5544998;1;2;1;80;05;1;1;4;;2;;;4;;1;2;2;;;;;1;1;09;1.3;05;1152.7759041
5544998;1;4;1;80;05;1;2;;;;2;;;.;;;2;;;;;;1;09;;05;1152.7759041
5545001;1;2;1;80;05;1;1;4;;2;;;9;;2;;2;;;;;2;1;09;4;05;1049.1852244
5545002;1;2;1;80;05;1;1;6;;2;;;9;;2;;2;;;;;2;1;09;4;05;1773.1790343
5545002;1;5;1;80;05;1;1;9;"CAMBIO;DE;CIUDAD";2;;;8;;2;;2;;;;;2;1;09;4;05;1773.1790343
5545002;1;6;1;80;05;1;1;4;;2;;;4;;2;;2;;;;;2;1;09;4;05;1773.1790343
5545007;1;1;1;80;05;1;1;5;;2;;;10;;3;;2;;;;;3;1;09;4;05;1194.2577768
5545007;1;4;1;80;05;1;2;;;;2;;;.;2;;2;;;;;2;1;09;;05;1194.2577768
5545008;1;1;1;80;05;1;1;3;;2;;;9;;2;;2;;;;;2;1;09;4;05;1111.1195285
5545009;1;3;1;80;05;1;2;;;;2;;;.;2;;2;;1;48;908526;2;1;09;;05;1039.6160953
5545009;1;4;1;80;05;1;2;;;;2;;;.;;;2;;;;;;1;09;;05;1039.6160953
5545010;1;2;1;80;05;1;1;3;;2;;;9;;2;;2;;2;;908526;2;1;09;2;05;1576.8323225
5545011;1;4;1;80;05;1;1;3;;2;;;9;;2;;2;;;;;2;1;09;4;05;995.21510695
5545012;1;1;1;80;05;1;1;4;;2;;;4;;2;;2;;;;;2;1;09;4;05;1055.8253507
5545012;1;2;1;80;05;1;1;2;;2;;;2;;2;;2;;;;;2;1;09;3;05;1055.8253507
5545012;1;3;1;80;05;1;1;2;;2;;;2;;2;;2;;;;;2;1;09;1.2;05;1055.8253507
5545014;1;1;1;80;05;1;1;7;;2;;;11;;2;;2;;;;;2;1;09;4;05;1361.4363577
5545014;1;2;1;80;05;1;1;5;;2;;;9;;3;;2;;;;;3;1;09;4;05;1361.4363577
5545015;1;2;1;80;05;1;2;;;;2;;;.;2;;2;;;;;2;1;09;;05;1361.4363577
5545019;1;1;1;80;05;1;1;7;;2;;;11;;2;;2;;;;;2;1;09;4;05;1111.1195285
5545023;1;1;1;80;05;1;1;5;;2;;;10;;3;;2;;;;;3;1;09;3;05;1361.4363577
5545025;1;2;1;80;05;1;1;3;;1;;2;9;;2;;2;;1;48;908526;2;1;09;4;05;1458.8527202
5545025;1;3;1;80;05;1;2;;;;2;;;.;;;2;;;;;;1;09;;05;1458.8527202
5545026;1;1;1;80;05;1;1;4;;2;;;4;;2;;2;;;;;2;1;09;4;05;1331.7419153
5545027;1;2;1;80;05;1;1;3;;2;;;9;;2;;2;;;;;2;1;09;4;05;1117.1039191
5545027;1;3;1;80;05;1;2;;;;2;;;.;;;2;;;;;;1;09;;05;1117.1039191
5545029;1;3;1;80;05;1;2;;;;2;;;.;2;;2;;;;;2;1;09;;05;428.3692278
5545029;1;4;1;80;05;1;2;;;;2;;;.;;;2;;;;;;1;09;;05;428.3692278
5545031;1;1;1;80;05;1;1;3;;2;;;11;;2;;2;;;;;2;1;09;4;05;1111.1195285
5545043;1;2;1;80;05;1;2;;;;2;;;.;2;;2;;;;;2;1;09;;05;902.45907488
5545043;1;3;1;80;05;1;2;;;;2;;;.;;;2;;;;;;1;09;;05;902.45907488
5545044;1;1;1;80;05;1;2;;;;2;;;.;2;;2;;;;;2;1;09;;05;1299.5020536
5545044;1;2;1;80;05;1;2;;;;2;;;.;3;;2;;;;;3;1;09;;05;1299.5020536
5545045;1;3;1;80;05;1;2;;;;2;;;.;2;;2;;;;;2;1;09;;05;1254.2122849
5545048;1;2;1;80;05;1;2;;;;2;;;.;;;2;;;;;;1;09;;05;1071.3857186
5545049;1;2;1;80;05;1;2;;;;2;;;.;2;;2;;;;;2;1;09;;05;1399.1903717
5545050;1;1;1;80;05;1;1;5;;2;;;11;;3;;2;;;;;3;1;09;4;05;941.24498951
5545050;1;2;1;80;05;1;2;;;;2;;;.;2;;2;;;;;2;1;09;;05;941.24498951
5545052;1;1;1;80;05;1;1;4;;2;;;8;;2;;2;;;;;2;1;09;2;05;1111.1195285
5545054;1;2;1;80;05;1;2;;;;2;;;.;;;2;;;;;;1;09;;05;1208.4940844
5545055;1;3;1;80;05;1;2;;;;2;;;.;2;;2;;;;;2;1;09;;05;1444.0503209
5545055;1;4;1;80;05;1;2;;;;2;;;.;2;;2;;;;;2;1;09;;05;1444.0503209
5545055;1;5;1;80;05;1;2;;;;2;;;.;2;;2;;;;;2;1;09;;05;1444.0503209
5545058;1;3;1;80;05;1;2;;;;2;;;.;2;;2;;;;;2;1;09;;05;1198.9181072
5545060;1;3;1;80;05;1;2;;;;2;;;.;2;;2;;;;;2;1;09;;05;1025.6650993
5545062;1;2;1;80;05;1;1;8;;2;;;9;;2;;2;;;;;2;1;09;4;05;1522.8203985
5545063;1;2;1;80;05;1;2;;;;2;;;.;2;;2;;;;;2;1;09;;05;771.279597
5545063;1;6;1;80;05;1;2;;;;2;;;.;2;;2;;;;;2;1;09;;05;771.279597
5545064;1;3;1;80;05;1;1;4;;2;;;4;;2;;2;;1;48;908526;2;1;09;4;05;1269.7658047
5545066;1;2;1;80;05;1;2;;;;1;4;8;;2;;2;;;;;2;1;09;;05;1711.441505
5545067;1;2;1;80;05;1;1;7;;2;;;9;;2;;2;;;;;2;1;09;4;05;818.98444168
5545067;1;4;1;80;05;1;2;;;;2;;;.;2;;2;;;;;2;1;09;;05;818.98444168
5545070;1;2;1;80;05;1;2;;;;2;;;.;2;;2;;;;;2;1;09;;05;1238.6101105
5545071;1;1;1;80;05;1;1;4;;2;;;4;;2;;2;;;;;2;1;09;4;05;1248.2741302
5545072;1;1;1;80;05;1;1;8;;2;;;8;;2;;2;;;;;2;1;09;2;05;1086.9392383
5545076;1;4;1;80;05;1;2;;;;2;;;.;2;;2;;;;;2;1;09;;05;906.83409371
5545076;1;5;1;80;05;1;2;;;;2;;;.;;;2;;;;;;1;09;;05;906.83409371
5545079;1;2;1;80;05;1;1;4;;2;;;4;;2;;2;;;;;2;1;09;1.2;05;1224.7077692
5545085;1;1;1;80;05;1;1;4;;2;;;4;;2;;2;;2;;908526;2;1;09;4;05;1461.1246758
5545095;1;2;1;80;05;1;1;7;;2;;;8;;2;;2;;;;;2;1;09;4;05;1230.263728
5545095;1;3;1;80;05;1;2;;;;2;;;.;2;;2;;2;;1000000;2;1;09;;05;1230.263728
5545098;1;1;1;80;05;1;2;;;;2;;;.;3;;2;;;;;3;1;09;;05;1361.4363577
5545098;1;2;1;80;05;1;1;1;;2;;;8;;2;;2;;;;;2;1;09;4;05;1361.4363577
5545099;1;3;1;80;05;1;2;;;;2;;;.;2;;2;;;;;2;1;09;;05;1117.1039191
5545102;1;3;1;80;05;1;2;;;;2;;;.;;;2;;;;;;1;09;;05;1025.6650993
5545103;1;1;1;80;05;1;1;4;;2;;;4;;2;;2;;2;;908526;2;1;09;4;05;1111.1195285
5545104;1;2;1;80;05;1;1;8;;2;;;4;;2;;2;;1;24;980000;2;1;09;4;05;856.73845559
5545106;1;1;1;80;05;1;1;9;"SE;SENTIA;CANSADA";2;;;8;;2;;2;;1;48;908526;2;1;09;3;05;1111.1195285
5545107;1;1;1;80;05;1;1;3;;2;;;11;;2;;2;;;;;2;1;09;4;05;1011.4312105
5545107;1;2;1;80;05;1;2;;;;2;;;.;2;;2;;;;;2;1;09;;05;1011.4312105
5545108;1;3;1;80;05;1;2;;;;2;;;.;;;2;;;;;;1;09;;05;1117.1039191
5545109;1;1;1;80;05;1;1;7;;2;;;8;;2;;2;;;;;2;1;09;4;05;1361.4363577
5545109;1;2;1;80;05;1;1;3;;2;;;4;;2;;2;;;;;2;1;09;4;05;1361.4363577
5545110;1;2;1;80;05;1;1;9;"LA;POLICIA;LE;HIZO;CERRAR;EL;NEGOCIO;POR;FALTA;DE;PAPELES";2;;;9;;2;;2;;1;48;908526;2;1;09;2;05;1039.6160953
5545110;1;4;1;80;05;1;2;;;;2;;;.;2;;2;;;;;2;1;09;;05;1039.6160953
5545111;1;2;1;80;05;1;1;3;;2;;;9;;2;;2;;;;;2;1;09;4;05;1436.6104194
5545112;1;1;1;80;05;1;1;4;;2;;;10;;3;;2;;;;;3;1;09;4;05;987.2509203
5545115;1;3;1;80;08;1;2;;;;2;;;.;;;2;;;;;;1;09;;08;716.43383295
5545116;1;1;1;80;08;1;1;1;;2;;;8;;2;;2;;;;;2;1;09;4;08;628.6772805
5545116;1;4;1;80;08;1;2;;;;2;;;.;2;;2;;;;;2;1;09;;08;628.6772805
5545116;1;5;1;80;08;1;2;;;;2;;;.;2;;2;;;;;2;1;09;;08;628.6772805
5545117;1;2;1;80;08;1;1;9;PANDEMIA;2;;;9;;2;;2;;1;20;1000000;2;1;09;2;08;501.42665841
5545120;1;1;1;80;08;1;1;5;;2;;;10;;3;;2;;;;;3;1;09;4;08;333.54440398
5545120;1;2;1;80;08;1;1;3;;2;;;9;;2;;2;;;;;2;1;09;4;08;333.54440398
5545120;1;4;1;80;08;1;2;;;;2;;;.;;;2;;;;;;1;09;;08;333.54440398
5545121;1;2;1;80;08;1;2;;;;2;;;.;;;2;;;;;;1;09;;08;620.81286497
5545122;1;1;1;80;08;1;1;7;;2;;;8;;2;;2;;2;;4000000;2;1;09;3;08;553.09305198
5545122;1;2;1;80;08;1;1;7;;1;;1;6;;2;;2;;1;20;4000000;2;1;09;2;08;553.09305198
