DIRECTORIO SECUENCIA_P ORDEN HOGAR REGIS CLASE P7430 P7450 P7450S1 P7452 P7454 P7456 P7458 P7458S1 P7460 P7470 P7472 P7472S1 P744 P1884 P1807 P6921 INI MES p7440 DPTO fex_c_2011
5550968 1 1 1 80 2 1 3  2   9  2  2     2 1 09 2 15 2844.0401055
5550968 1 3 1 80 2 2    2   .   2      1 09  15 2844.0401055
5550969 1 1 1 80 2 1 4  2   8  2  2     2 1 09 4 15 711.01002639
5550969 1 2 1 80 2 2    2   . 2  2     2 1 09  15 711.01002639
5550970 1 1 1 80 2 1 4  2   4  2  2  2  800000 2 1 09 2 15 711.01002639
5550971 1 2 1 80 2 1 4  1  2 4  2  2     2 1 09 3 15 711.01002639
5550971 1 3 1 80 2 2    2   . 2  2     2 1 09  15 711.01002639
5550974 1 1 1 80 2 1 8  2   9  2  2     2 1 09 1.4 15 711.01002639
5550974 1 3 1 80 2 2    2   . 2  2     2 1 09  15 711.01002639
5550975 1 1 1 80 2 1 4  2   8  2  2     2 1 09 4 15 711.01002639
5550976 1 3 1 80 2 2    2   . 2  2     2 1 09  15 730.59251697
5550977 1 1 1 80 2 2    2   . 2  2     2 1 09  15 711.01002639
5550977 1 2 1 80 2 1 5  2   8  2  2     2 1 09 4 15 711.01002639
5550977 1 3 1 80 2 1 3  1  1 9  2  2  1 48 98 2 1 09 2 15 711.01002639
5550978 1 1 1 80 2 1 4  2   4  2  2     2 1 09 4 15 711.01002639
5550978 1 2 1 80 2 2    2   . 2  2     2 1 09  15 711.01002639
5550978 1 3 1 80 2 2    2   .   2      1 09  15 711.01002639
5550979 1 2 1 80 2 2    2   . 2  2     2 1 09  15 2844.0401055
5550981 1 1 1 80 2 1 3  2   9  2  2     2 1 09 4 15 711.01002639
5550981 1 2 1 80 2 2    2   . 2  2     2 1 09  15 711.01002639
5550982 1 1 1 80 2 1 8  2   8  2  2     2 1 09 4 15 711.01002639
5550982 1 2 1 80 2 2    2   . 2  2     2 1 09  15 711.01002639
5550983 1 1 1 80 2 1 4  2   1  2  1 400000    2 1 09 1.2 15 711.01002639
5550983 1 2 1 80 2 1 3  2   9  2  2     2 1 09 3 15 711.01002639
5550984 1 2 1 80 2 1 9 "PANDEMIA COVID 19" 2   1  2  2     2 1 09 2 15 1926.4328915
5550984 1 3 1 80 2 2    2   . 2  2     2 1 09  15 1926.4328915
5550986 1 2 1 80 2 1 3  2   9  2  2     2 1 09 4 15 711.01002639
5550988 1 2 1 80 2 2    2   . 2  2     2 1 09  15 1376.5728414
5550988 1 3 1 80 2 2    2   .   2      1 09  15 1376.5728414
5550988 1 5 1 80 2 2    2   . 2  2     2 1 09  15 1376.5728414
5550990 1 1 1 80 2 1 4  2   4  2  2     2 1 09 3 15 711.01002639
5550990 1 2 1 80 2 2    2   . 2  2     2 1 09  15 711.01002639
5551040 1 1 1 80 2 2    2   . 2  2     2 1 09  17 561.49145353
5551041 1 2 1 80 2 2    2   . 2  2     2 1 09  17 751.10693226
5551041 1 3 1 80 2 1 3  2   9  2  2     2 1 09 2 17 751.10693226
5551042 1 2 1 80 2 2    2   . 2  2     2 1 09  17 559.63719952
5551043 1 1 1 80 2 1 3  2   7  2  2     2 1 09 3 17 1206.7384138
5551044 1 2 1 80 2 2    2   . 2  2     2 1 09  17 663.6429175
5551046 1 2 1 80 2 1 2  2   2  2  2     2 1 09 1.3 17 1325.1600034
5551048 1 2 1 80 2 2    2   . 2  2     2 1 09  17 1643.7191741
5551049 1 1 1 80 2 1 3  2   1  2  2     2 1 09 4 17 1112.8541029
5551049 1 2 1 80 2 2    2   . 2  2     2 1 09  17 1112.8541029
5553733 1 2 1 80 2 1 3  2   9  2  2     2 1 09 3 68 684.74959295
5553733 1 3 1 80 2 2    2   .   2      1 09  68 684.74959295
5553734 1 2 1 80 2 1 3  2   9  2  2     2 1 09 4 68 684.74959295
5553734 1 3 1 80 2 1 5  2   10  3  2     3 1 09 4 68 684.74959295
5553734 1 4 1 80 2 1 3  2   8  2  2     2 1 09 4 68 684.74959295
5553735 1 2 1 80 2 2    2   . 2  2     2 1 09  68 2738.9983718
5553735 1 3 1 80 2 2    2   .   2      1 09  68 2738.9983718
5553736 1 2 1 80 2 1 4  2   4  2  2     2 1 09 4 68 684.74959295
5553740 1 2 1 80 2 1 7  2   11  2  2     2 1 09 2 68 684.74959295
5553741 1 2 1 80 2 1 3  2   9  1 2 2     1 1 09 4 68 684.74959295
5553742 1 2 1 80 2 1 3  2   9  2  2     2 1 09 4 68 684.74959295
5553873 1 3 1 80 2 2    2   .   2      1 09  68 2105.2640588
5553873 1 4 1 80 2 2    2   .   2      1 09  68 2105.2640588
5553875 1 3 1 80 2 2    2   . 2  2     2 1 09  68 526.3160147
