DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;P6016;P6020;P6030;P6040;P6050;P6070;P6090;P6140;P6150;P6100;P6110;P6120;P6125;P6160;P6170;P6175;P6210;P6210S1;P6220;AREA;ESC;DPTO;fex_c_2011;P6030S1;P6030S3
1075731;1;3;1;10;3;1;1;19;3;6;1; ; ;1;5; ;2;1;1;1;6;2;2;52;13;52;130,16154844435;11;1989
1075731;1;4;1;10;4;1;1;18;3;6;1; ; ;1;5; ;2;1;1;1;6;0;2;52;11;52;130,16154844435;1;1991
1075732;1;1;1;10;1;2;1;20;1;6;1; ; ;3; ; ;2;1;1;1;6;2;2;52;13;52;154,549174753625;6;1988
1075733;1;1;1;10;1;1;1;23;1;2;1; ; ;3; ; ;2;1;2; ;4;6; ;52;6;52;155,592142402369;4;1985
1075733;1;2;1;10;2;2;1;21;2;2;1; ; ;3; ; ;2;1;2; ;3;5; ;52;5;52;155,592142402369;5;1987
1075733;1;3;1;10;2;2;1;0;3; ;1; ; ;3; ; ;2; ; ; ; ; ; ;52; ;52;155,592142402369;6;2008
1075734;1;1;1;10;1;1;1;27;1;3;1; ; ;3; ; ;2;1;2; ;3;3; ;52;3;52;190,762256488385;12;1981
1075734;1;2;1;10;2;2;1;33;2;3;1; ; ;3; ; ;2;1;2; ;3;5; ;52;5;52;190,762256488385;10;1975
1075734;1;3;1;10;2;1;1;7;3; ;1; ; ;3; ; ;2;2;1;1;3;0; ;52;0;52;190,762256488385;5;2001
1075734;1;4;1;10;2;2;1;6;3; ;1; ; ;3; ; ;2;2;1;1;2;0; ;52;0;52;190,762256488385;10;2002
1075735;1;1;1;10;1;1;1;40;1;2;1; ; ;3; ; ;2;1;2; ;4;8; ;52;8;52;186,94533249835;2;1969
1075735;1;2;1;10;2;2;1;36;2;2;1; ; ;3; ; ;1;1;2; ;3;4; ;52;4;52;186,94533249835;12;1972
1075735;1;3;1;10;2;2;1;15;3;6;1; ; ;3; ; ;2;1;1;1;4;8; ;52;8;52;186,94533249835;12;1993
1075735;1;4;1;10;2;1;1;2;3; ;1; ; ;3; ; ;2; ; ; ; ; ; ;52; ;52;186,94533249835;1;2007
1075736;1;1;1;10;1;1;1;28;1;6;1; ; ;1;3;62200;2;1;2; ;6;1;2;52;12;52;200,789630110036;11;1980
1075736;1;2;1;10;2;1;1;25;9;6;2;2; ; ; ; ;2;1;2; ;6;5;4;52;16;52;200,789630110036;4;1983
1075736;1;3;1;10;3;1;1;46;9;4;1; ; ;3; ; ;2;1;2; ;4;6; ;52;6;52;200,789630110036;11;1962
1075737;1;1;1;10;1;2;1;43;1;6;1; ; ;1;3;62200;2;1;2; ;5;11;2;52;11;52;131,779962275231;7;1965
1075737;1;2;1;10;1;2;1;17;3;6;1; ; ;1;5; ;2;1;2; ;5;11;2;52;11;52;131,779962275231;7;1991
1075737;1;3;1;10;3;2;1;37;5;4;1; ; ;1;5; ;2;1;2; ;6;5;4;52;16;52;131,779962275231;2;1972
1075737;1;4;1;10;3;1;1;15;5;6;1; ; ;1;5; ;2;1;1;2;4;0; ;52;5;52;131,779962275231;7;1993
1075737;1;5;1;10;3;2;1;7;5; ;1; ; ;1;5; ;2;1;1;2;3;1; ;52;1;52;131,779962275231;6;2001
1075738;1;1;1;10;1;2;1;46;1;4;1; ; ;1;3;90000;2;1;2; ;6;10;5;52;21;52;147,639258804757;3;1962
1075738;1;2;1;10;2;1;1;23;3;6;2;2; ; ; ; ;2;1;2; ;5;11;2;52;11;52;147,639258804757;7;1985
1075738;1;3;1;10;1;1;1;13;3;6;1; ; ;1;5; ;2;1;1;2;4;7; ;52;7;52;147,639258804757;3;1995
1075739;1;1;1;10;1;1;1;45;1;2;1; ; ;3; ; ;2;1;2; ;3;5; ;52;5;52;209,97626918935;2;1964
1075739;1;2;1;10;2;2;1;47;2;2;1; ; ;3; ; ;2;2;2; ;1;0; ;52;0;52;209,97626918935;11;1961
1075739;1;3;1;10;3;2;1;22;3;6;1; ; ;3; ; ;2;1;2; ;4;9; ;52;9;52;209,97626918935;1;1987
1075739;1;4;1;10;3;1;1;2;4; ;1; ; ;3; ; ;2; ; ; ; ; ; ;52; ;52;209,97626918935;12;2006
1075739;1;5;1;10;3;1;1;0;4; ;1; ; ;3; ; ;2; ; ; ; ; ; ;52; ;52;209,97626918935;10;2008
1075739;1;6;1;10;6;2;1;19;3;6;1; ; ;3; ; ;2;1;2; ;5;11;2;52;11;52;209,97626918935;11;1989
1075739;1;7;1;10;3;2;1;13;3;6;1; ; ;3; ; ;2;1;1;1;4;0; ;52;5;52;209,97626918935;12;1995
1075740;1;1;1;10;1;1;1;27;1;2;2;1;24; ; ; ;2;1;2; ;5;11;2;52;11;52;190,460028097444;1;1982
1075740;1;2;1;10;2;2;1;25;2;2;1; ; ;3; ; ;2;1;2; ;5;11;2;52;11;52;190,460028097444;2;1984
1075740;1;3;1;10;1;1;1;5;3; ;1; ; ;3; ; ;2;2;1;1;2;0; ;52;0;52;190,460028097444;1;2004
1075742;1;1;1;10;1;1;1;22;1;1;1; ; ;1;1;19800;2;1;2; ;5;11;2;52;11;52;147,200747937894;5;1986
1075742;1;2;1;10;2;2;1;25;2;1;1; ; ;3; ; ;2;1;2; ;4;8; ;52;8;52;147,200747937894;1;1984
1075742;1;3;1;10;2;2;1;1;3; ;1; ; ;3; ; ;2; ; ; ; ; ; ;52; ;52;147,200747937894;8;2007
1075743;1;1;1;10;1;1;1;65;1;3;1; ; ;3; ; ;2;1;2; ;3;2; ;52;2;52;141,287333554567;4;1943
1075743;1;2;1;10;2;2;1;65;2;3;1; ; ;3; ; ;2;1;2; ;3;1; ;52;1;52;141,287333554567;11;1943
1075743;1;3;1;10;3;1;1;25;3;6;1; ; ;3; ; ;2;1;2; ;5;11;2;52;11;52;141,287333554567;9;1983
1075743;1;4;1;10;4;1;1;24;3;6;1; ; ;3; ; ;2;1;2; ;5;11;2;52;11;52;141,287333554567;1;1985
1075743;2;1;2;10;1;2;1;36;1;4;1; ; ;3; ; ;2;1;2; ;3;5; ;52;5;52;141,287333554567;10;1972
1075743;2;2;2;10;1;1;1;12;3;6;1; ; ;3; ; ;2;1;1;1;4;0; ;52;5;52;141,287333554567;7;1996
1075743;2;3;2;10;1;1;1;10;3;6;1; ; ;3; ; ;2;1;1;1;3;3; ;52;3;52;141,287333554567;6;1998
1075743;3;1;3;10;1;2;1;41;1;4;1; ; ;3; ; ;2;1;2; ;3;4; ;52;4;52;141,287333554567;6;1967
1075743;3;2;3;10;1;1;1;17;3;6;1; ; ;3; ; ;2;1;1;1;5;10;1;52;10;52;141,287333554567;1;1992
1075743;3;3;3;10;1;2;1;15;3;6;1; ; ;3; ; ;2;1;1;1;4;7; ;52;7;52;141,287333554567;12;1993
1075744;1;1;1;10;1;2;1;67;1;5;1; ; ;1;2;200000;2;1;2; ;6;7;5;54;18;54;390,65264403562;5;1941
1075744;1;2;1;10;2;1;1;31;3;6;1; ; ;1;3;364000;2;1;2; ;6;12;5;54;23;54;390,65264403562;8;1977
1075745;1;1;1;10;1;1;1;30;1;2;1; ; ;1;5; ;2;1;2; ;4;7; ;54;7;54;409,461153951466;12;1978
1075745;1;2;1;10;2;2;1;34;2;2;1; ; ;1;3;63000;2;1;2; ;3;2; ;54;2;54;409,461153951466;9;1974
1075745;1;3;1;10;2;1;1;17;3;6;1; ; ;1;5; ;2;1;1;1;5;10;1;54;10;54;409,461153951466;7;1991
1075745;1;4;1;10;2;2;1;15;3;6;1; ; ;1;5; ;2;1;1;1;4;8; ;54;8;54;409,461153951466;9;1993
1075745;1;5;1;10;2;1;1;8;3; ;1; ; ;1;5; ;2;1;1;1;3;1; ;54;1;54;409,461153951466;1;2001
1075745;1;6;1;10;2;1;1;6;3; ;1; ; ;1;5; ;2;2;1;1;3;0; ;54;0;54;409,461153951466;1;2003
1075745;1;7;1;10;2;2;1;1;3; ;1; ; ;1;5; ;2; ; ; ; ; ; ;54; ;54;409,461153951466;2;2008
1075747;1;1;1;10;2;1;1;44;1;2;2;2; ; ; ; ;2;1;2; ;3;3; ;54;3;54;429,817708809703;8;1964
1075747;1;2;1;10;2;2;1;50;2;2;2;2; ; ; ; ;2;1;2; ;4;8; ;54;8;54;429,817708809703;9;1958
1075747;1;3;1;10;3;2;1;18;3;6;2;2; ; ; ; ;2;1;2; ;5;11;2;54;11;54;429,817708809703;6;1990
1075747;1;4;1;10;2;1;1;15;3;6;2;2; ; ; ; ;2;1;2; ;4;8; ;54;8;54;429,817708809703;9;1993
1075747;1;5;1;10;2;1;1;6;3; ;1; ; ;3; ; ;2;2;2; ;1;0; ;54;0;54;429,817708809703;11;2002
1075748;1;1;1;10;1;1;1;47;1;3;1; ; ;3; ; ;2;1;2; ;3;4; ;54;4;54;453,234541252418;11;1961
1075748;1;2;1;10;2;2;1;51;2;3;1; ; ;3; ; ;2;1;2; ;4;9; ;54;9;54;453,234541252418;11;1957
1075748;1;3;1;10;3;1;1;17;3;6;1; ; ;3; ; ;2;1;1;2;4;7; ;54;7;54;453,234541252418;5;1991
1075749;1;1;1;10;1;1;1;61;1;3;1; ; ;2;5; ;2;1;2; ;3;5; ;54;5;54;482,727246835044;4;1947
1075749;1;2;1;10;2;2;1;56;2;3;1; ; ;2;2;85000;2;1;2; ;6;7;5;54;18;54;482,727246835044;2;1953
1075750;1;1;1;10;1;2;1;39;1;3;1; ; ;3; ; ;2;1;2; ;4;9; ;54;9;54;423,069912914926;5;1969
1075750;1;2;1;10;2;1;1;39;2;3;1; ; ;3; ; ;2;1;2; ;4;6; ;54;6;54;423,069912914926;7;1969
1075750;1;3;1;10;3;2;1;17;3;6;1; ; ;3; ; ;2;1;2; ;5;11;2;54;11;54;423,069912914926;10;1991
1075750;1;4;1;10;1;1;1;13;3;6;1; ; ;3; ; ;2;1;1;2;4;6; ;54;6;54;423,069912914926;6;1995
1075751;1;1;1;10;2;2;1;51;1;6;1; ; ;1;5; ;2;1;2; ;4;9; ;54;9;54;283,035540232912;8;1957
1075751;1;2;1;10;2;2;1;83;5;5;1; ; ;1;5; ;2;1;2; ;3;5; ;54;5;54;283,035540232912;8;1925
1075752;1;1;1;10;1;1;1;42;1;2;1; ; ;3; ; ;2;1;2; ;3;3; ;54;3;54;372,686584087518;9;1966
1075752;1;2;1;10;2;2;1;27;2;2;1; ; ;3; ; ;2;1;2; ;5;10;1;54;10;54;372,686584087518;6;1981
1075752;1;3;1;10;1;2;1;9;3; ;1; ; ;3; ; ;2;1;1;2;3;4; ;54;4;54;372,686584087518;8;1999
1075752;1;4;1;10;1;2;1;1;3; ;2;2; ; ; ; ;2; ; ; ; ; ; ;54; ;54;372,686584087518;12;2007
1075753;1;1;1;10;1;2;1;40;1;4;2;1;192; ; ; ;2;1;2; ;4;6; ;54;6;54;341,541633850911;6;1968
1075753;1;2;1;10;1;2;1;15;3;6;2;2; ; ; ; ;2;1;2; ;4;8; ;54;8;54;341,541633850911;2;1994
1075753;1;3;1;10;1;1;1;11;3;6;2;2; ; ; ; ;2;1;1;1;3;2; ;54;2;54;341,541633850911;5;1997
1075753;1;4;1;10;1;1;1;2;3; ;2;2; ; ; ; ;2; ; ; ; ; ; ;54; ;54;341,541633850911;4;2006
1075754;1;1;1;10;1;1;1;64;1;6;1; ; ;3; ; ;2;2;2; ;1;0; ;54;0;54;557,902377000982;9;1944
1075755;1;1;1;10;1;2;1;58;1;5;1; ; ;3; ; ;2;1;2; ;3;2; ;54;2;54;264,699049750419;1;1951
1075755;1;2;1;10;2;2;1;18;3;6;1; ; ;3; ; ;2;1;2; ;5;11;2;54;11;54;264,699049750419;1;1991
1075755;1;3;1;10;1;2;1;4;4; ;2;1;3; ; ; ;2;2;1;1;2;0; ;54;0;54;264,699049750419;12;2004
1075757;1;1;1;10;1;2;1;77;1;5;1; ; ;3; ; ;2;2;2; ;1;0; ;54;0;54;321,968028840925;8;1931
1075758;1;1;1;10;1;1;1;72;1;3;1; ; ;2;2;139000;2;1;2; ;6;5;4;54;16;54;482,727246835044;8;1936
1075758;1;2;1;10;2;2;1;61;2;3;1; ; ;2;5; ;2;1;2; ;5;11;2;54;11;54;482,727246835044;8;1947
1075759;1;1;1;10;1;2;1;72;1;6;1; ; ;1;2;63000;2;1;2; ;3;5; ;54;5;54;246,792898674987;7;1936
1075759;1;2;1;10;2;2;1;75;5;6;2;2; ; ; ; ;2;1;2; ;4;6; ;54;6;54;246,792898674987;12;1933
1075761;1;1;1;10;2;1;1;51;1;3;1; ; ;1;5; ;2;1;2; ;5;11;2;54;11;54;449,409168573798;11;1957
1075761;1;2;1;10;2;2;1;42;2;3;1; ; ;1;3;63000;2;1;2; ;5;10;1;54;10;54;449,409168573798;10;1966
1075761;1;3;1;10;2;1;1;14;3;6;1; ; ;1;5; ;2;1;1;1;4;9; ;54;9;54;449,409168573798;7;1994
1075761;1;4;1;10;4;1;1;22;3;3;2;1;2; ; ; ;2;1;2; ;5;11;2;54;11;54;449,409168573798;10;1986
1075761;1;5;1;10;5;2;1;16;5;3;2;1;2; ; ; ;2;1;2; ;5;11;2;54;11;54;449,409168573798;4;1992
1075762;1;1;1;10;1;2;1;35;1;4;2;2; ; ; ; ;2;1;2; ;3;3; ;54;3;54;364,958466293626;4;1973
1075762;1;2;1;10;1;1;1;9;3; ;2;2; ; ; ; ;2;1;1;1;3;3; ;54;3;54;364,958466293626;4;1999
1075763;1;1;1;10;1;1;1;29;1;6;1; ; ;1;1;92000;2;1;2; ;6;5;4;54;16;54;465,827774201558;12;1979
1075764;1;1;1;10;1;1;1;22;1;1;1; ; ;1;1;19800;2;1;2; ;5;11;2;54;11;54;400,06558222302;9;1986
1075764;1;2;1;10;2;2;1;24;2;1;1; ; ;1;5; ;2;1;2; ;6;2;2;54;13;54;400,06558222302;9;1984
1075764;1;3;1;10;1;1;1;4;3; ;1; ; ;1;5; ;2;1;1;2;2;0; ;54;0;54;400,06558222302;11;2004
1075765;1;1;1;10;1;2;1;28;1;1;2;2; ; ; ; ;2;1;2; ;5;11;2;54;11;54;358,210670398849;10;1980
1075766;1;1;1;10;1;1;1;34;1;2;1; ; ;1;1;19800;2;1;2; ;3;5; ;54;5;54;372,686584087518;1;1975
1075766;1;2;1;10;2;2;1;32;2;2;1; ; ;1;5; ;2;2;2; ;1;0; ;54;0;54;372,686584087518;12;1976
1075766;1;3;1;10;2;2;1;10;3;6;1; ; ;1;5; ;2;1;1;1;4;0; ;54;5;54;372,686584087518;4;1998
1075766;1;4;1;10;2;2;1;4;3; ;1; ; ;1;5; ;2;2;1;1;2;0; ;54;0;54;372,686584087518;11;2004
1075767;1;1;1;10;1;1;1;48;1;3;1; ; ;1;1;56000;2;1;2; ;6;3;3;54;14;54;465,827774201558;7;1960
1075768;1;1;1;10;2;1;1;34;1;3;2;1;24; ; ; ;2;1;1;1;4;9; ;54;9;54;369,626306503039;2;1975
1075768;1;2;1;10;2;2;1;33;2;3;2;1;6; ; ; ;2;1;2; ;5;11;2;54;11;54;369,626306503039;5;1975
1075768;1;3;1;10;2;2;1;13;3;6;1; ; ;3; ; ;2;1;1;1;4;8; ;54;8;54;369,626306503039;3;1996
1075768;1;4;1;10;2;2;1;9;3; ;1; ; ;3; ; ;2;1;1;1;3;4; ;54;4;54;369,626306503039;5;1999
1075769;1;1;1;10;1;1;1;21;1;2;1; ; ;1;1;20000;2;1;2; ;3;5; ;54;5;54;379,709027364783;8;1987
1075769;1;2;1;10;2;2;1;24;2;2;1; ; ;1;1;9800;2;1;2; ;4;8; ;54;8;54;379,709027364783;7;1984
1075769;1;3;1;10;3;1;1;8;3; ;1; ; ;1;5; ;2;1;1;1;3;1; ;54;1;54;379,709027364783;11;2000
1075769;1;4;1;10;2;1;1;5;3; ;1; ; ;1;5; ;2;2;1;1;2;0; ;54;0;54;379,709027364783;10;2003
1075769;1;5;1;10;2;2;1;4;3; ;1; ; ;1;5; ;2;2;2; ;1;0; ;54;0;54;379,709027364783;10;2004
1075770;1;1;1;10;1;2;1;49;1;4;1; ; ;3; ; ;2;2;2; ;1;0; ;54;0;54;380,724553379103;7;1959
1075770;1;2;1;10;2;1;1;24;3;6;1; ; ;3; ; ;2;1;2; ;3;5; ;54;5;54;380,724553379103;9;1984
1075770;1;3;1;10;1;1;1;15;3;6;1; ; ;3; ; ;2;1;2; ;4;6; ;54;6;54;380,724553379103;2;1994
1075770;1;4;1;10;1;2;1;12;3;6;1; ; ;3; ; ;2;1;1;1;4;0; ;54;5;54;380,724553379103;12;1996
1075771;1;1;1;10;1;1;1;40;1;3;1; ; ;1;1;19800;2;1;2; ;4;6; ;54;6;54;366,566028918561;9;1968
1075771;1;2;1;10;2;2;1;42;2;3;1; ; ;3; ; ;2;1;2; ;3;5; ;54;5;54;366,566028918561;3;1966
1075771;1;3;1;10;2;2;1;14;3;6;1; ; ;3; ; ;2;1;1;1;4;8; ;54;8;54;366,566028918561;12;1994
1075771;1;4;1;10;2;2;1;12;3;6;1; ; ;3; ; ;1;1;1;1;4;7; ;54;7;54;366,566028918561;3;1996
1075772;1;1;1;10;2;1;1;47;1;2;2;2; ; ; ; ;2;1;2; ;3;5; ;54;5;54;396,730657256053;5;1961
1075772;1;2;1;10;2;2;1;47;2;2;2;1;252; ; ; ;2;1;2; ;4;7; ;54;7;54;396,730657256053;8;1961
1075772;1;3;1;10;2;2;1;20;3;6;2;2; ; ; ; ;2;1;1;2;6;2;2;54;13;54;396,730657256053;6;1988
1075773;1;1;1;10;1;1;1;39;1;3;1; ; ;1;1;62000;2;1;2; ;6;3;1;54;14;54;342,521955750025;3;1969
1075773;1;2;1;10;2;2;1;38;2;3;1; ; ;1;5; ;2;1;2; ;4;9; ;54;9;54;342,521955750025;4;1970
1075773;1;3;1;10;2;2;1;13;3;6;1; ; ;1;5; ;2;1;1;1;4;7; ;54;7;54;342,521955750025;9;1995
1075773;1;4;1;10;2;2;1;11;3;6;1; ; ;1;5; ;2;1;1;2;4;6; ;54;6;54;342,521955750025;12;1997
1075773;1;5;1;10;2;2;1;8;3; ;1; ; ;1;5; ;2;1;1;2;3;3; ;54;3;54;342,521955750025;12;2000
1075774;1;1;1;10;1;2;1;40;1;5;1; ; ;3; ; ;2;1;2; ;4;6; ;54;6;54;297,881413723865;10;1968
1075774;1;2;1;10;2;2;1;17;3;6;1; ; ;3; ; ;2;1;1;1;6;0;2;54;11;54;297,881413723865;4;1991
1075774;1;3;1;10;3;2;1;20;5;6;2;2; ; ; ; ;2;1;1;2;6;0;2;54;11;54;297,881413723865;7;1988
1075775;1;1;1;10;1;1;1;44;1;3;2;1;24; ; ; ;2;1;2; ;6;5;4;54;16;54;453,234541252418;12;1964
1075775;1;2;1;10;2;2;1;46;2;3;2;1;24; ; ; ;2;1;2; ;6;5;4;54;16;54;453,234541252418;11;1962
1075775;1;3;1;10;1;1;1;14;3;6;2;1;24; ; ; ;2;1;1;2;4;9; ;54;9;54;453,234541252418;1;1995
1075776;1;1;1;10;1;1;1;60;1;2;2;1;6; ; ; ;2;1;2; ;6;5;4;54;16;54;518,204793298828;8;1948
1075776;1;2;1;10;2;2;1;36;2;2;2;1;6; ; ; ;2;1;2; ;4;8; ;54;8;54;518,204793298828;1;1973
1075776;1;3;1;10;2;1;1;13;3;6;2;1;6; ; ; ;2;1;1;2;4;8; ;54;8;54;518,204793298828;4;1995
1075776;1;4;1;10;2;2;1;9;3; ;2;1;6; ; ; ;2;1;1;2;3;3; ;54;3;54;518,204793298828;2;2000
1075777;1;1;1;10;1;1;1;25;1;3;2;1;48; ; ; ;2;1;2; ;3;5; ;54;5;54;408,558795111052;2;1984
1075777;1;2;1;10;2;2;1;24;2;3;2;1;48; ; ; ;2;1;2; ;5;11;2;54;11;54;408,558795111052;5;1984
1075777;1;3;1;10;2;2;1;3;3; ;2;2; ; ; ; ;2;2;1;2;2;0; ;54;0;54;408,558795111052;8;2005
1075779;1;1;1;10;1;1;1;46;1;2;2;1;24; ; ; ;2;1;2; ;4;8; ;54;8;54;403,47845315083;1;1963
1075779;1;2;1;10;2;2;1;40;2;2;1; ; ;3; ; ;2;1;2; ;6;5;4;54;16;54;403,47845315083;4;1968
1075779;1;3;1;10;2;2;1;16;3;6;1; ; ;1;5; ;2;1;1;1;4;9; ;54;9;54;403,47845315083;1;1993
1075779;1;4;1;10;2;1;1;2;3; ;2;1;3; ; ; ;2; ; ; ; ; ; ;54; ;54;403,47845315083;1;2007
1075780;1;1;1;10;1;2;1;50;1;6;2;1;4; ; ; ;2;1;2; ;5;11;2;54;11;54;319,278181790836;1;1959
1075780;1;2;1;10;2;2;1;32;5;6;1; ; ;3; ; ;2;1;2; ;5;11;2;54;11;54;319,278181790836;10;1976
1075781;1;1;1;10;1;2;1;66;1;5;1; ; ;1;2;63000;2;1;2; ;3;5; ;54;5;54;198,571579503431;6;1942
1075781;1;2;1;10;2;2;1;28;3;6;2;2; ; ; ; ;2;1;2; ;5;11;2;54;11;54;198,571579503431;4;1980
1075781;1;3;1;10;3;2;1;38;3;5;1; ; ;3; ; ;2;1;2; ;4;8; ;54;8;54;198,571579503431;1;1971
1075781;1;4;1;10;4;2;1;20;4;6;1; ; ;1;1;19000;2;1;1;1;6;2;2;54;13;54;198,571579503431;11;1988
1075781;1;5;1;10;3;2;1;14;3;6;1; ; ;3; ; ;2;1;1;1;4;0; ;54;5;54;198,571579503431;5;1994
1075781;1;6;1;10;3;2;1;12;4;6;1; ; ;3; ; ;2;1;1;1;3;5; ;54;5;54;198,571579503431;5;1996
1075782;1;1;1;10;1;1;1;30;1;2;1; ; ;1;1;28000;2;1;2; ;6;4;3;54;15;54;433,643081488322;1;1979
1075782;1;2;1;10;2;2;1;26;2;2;1; ; ;1;5; ;2;1;2; ;5;11;2;54;11;54;433,643081488322;2;1983
1075782;1;3;1;10;3;1;1;3;3; ;1; ; ;1;5; ;2;1;1;2;2;0; ;54;0;54;433,643081488322;3;2005
1075783;1;1;1;10;1;1;1;48;1;2;1; ; ;1;1;19000;2;1;2; ;3;5; ;54;5;54;440,390877383099;2;1961
1075783;1;2;1;10;2;2;1;29;2;2;1; ; ;1;5; ;2;1;2; ;5;11;2;54;11;54;440,390877383099;4;1979
1075783;1;3;1;10;2;1;1;4;3; ;1; ; ;1;5; ;2;1;1;1;2;0; ;54;0;54;440,390877383099;6;2004
1075783;1;4;1;10;2;1;1;2;3; ;1; ; ;1;5; ;2; ; ; ; ; ; ;54; ;54;440,390877383099;7;2006
1075784;1;1;1;10;1;2;1;77;1;5;2;2; ; ; ; ;2;1;2; ;1;0; ;54;0;54;390,65264403562;1;1932
1075784;1;2;1;10;2;1;1;46;3;6;1; ; ;3; ; ;2;2;2; ;1;0; ;54;0;54;390,65264403562;5;1962
1075785;1;1;1;10;1;2;1;56;1;6;1; ; ;1;2;59000;2;1;2; ;3;5; ;54;5;54;289,783336127688;6;1952
1075785;1;2;1;10;2;2;1;32;3;6;1; ; ;1;1;110000;2;1;2; ;6;5;4;54;16;54;289,783336127688;5;1976
1075785;1;3;1;10;2;1;1;1;4; ;1; ; ;1;5; ;2; ; ; ; ; ; ;54; ;54;289,783336127688;9;2007
1075786;1;1;1;10;1;1;1;60;1;3;1; ; ;3; ; ;2;1;2; ;3;5; ;54;5;54;482,727246835044;10;1948
1075786;1;2;1;10;2;2;1;64;2;3;1; ; ;3; ; ;2;1;2; ;3;5; ;54;5;54;482,727246835044;4;1944
1075787;1;1;1;10;1;1;1;31;1;2;1; ; ;3; ; ;2;1;2; ;4;6; ;54;6;54;369,626306503039;1;1978
1075787;1;2;1;10;2;2;1;37;2;2;1; ; ;3; ; ;2;1;2; ;3;5; ;54;5;54;369,626306503039;1;1972
1075787;1;3;1;10;2;2;1;13;3;6;1; ; ;3; ; ;2;1;1;1;4;7; ;54;7;54;369,626306503039;10;1995
1075787;1;4;1;10;2;2;1;0;3; ;1; ; ;3; ; ;2; ; ; ; ; ; ;54; ;54;369,626306503039;1;2009
1075788;1;1;1;10;1;2;1;66;1;5;1; ; ;3; ; ;2;2;2; ;1;0; ;54;0;54;427,15256651708;5;1942
1075788;1;2;1;10;2;1;1;47;3;6;2;2; ; ; ; ;2;1;2; ;3;4; ;54;4;54;427,15256651708;12;1961
1075788;1;3;1;10;3;1;1;29;3;6;2;2; ; ; ; ;2;1;2; ;4;9; ;54;9;54;427,15256651708;10;1979
1075788;1;4;1;10;4;2;1;33;3;6;2;1;24; ; ; ;2;1;2; ;4;7; ;54;7;54;427,15256651708;6;1975
1075788;1;5;1;10;4;1;1;6;3; ;2;2; ; ; ; ;2;2;1;1;3;0; ;54;0;54;427,15256651708;8;2002
1075789;1;1;1;10;1;2;1;53;1;3;1; ; ;1;5; ;2;1;2; ;4;9; ;54;9;54;328,046042061357;1;1956
1075789;1;2;1;10;2;2;1;22;3;6;2;1;60; ; ; ;2;1;1;2;6;5;2;54;16;54;328,046042061357;4;1986
1075790;1;1;1;10;1;1;1;33;1;4;2;1;24; ; ; ;2;1;2; ;5;11;2;54;11;54;465,827774201558;1;1976
1075791;1;1;1;10;1;2;1;21;1;2;1; ; ;3; ; ;2;1;2; ;4;9; ;54;9;54;400,06558222302;1;1988
1075791;1;2;1;10;2;1;1;23;2;2;1; ; ;3; ; ;2;1;2; ;3;5; ;54;5;54;400,06558222302;8;1985
1075791;1;3;1;10;1;1;1;1;3; ;1; ; ;3; ; ;2; ; ; ; ; ; ;54; ;54;400,06558222302;9;2007
1075793;1;1;1;10;1;1;1;45;1;2;1; ; ;3; ; ;2;1;2; ;3;3; ;54;3;54;326,868445216407;1;1964
1075793;1;2;1;10;2;2;1;40;2;2;1; ; ;3; ; ;2;1;2; ;3;5; ;54;5;54;326,868445216407;12;1968
1075793;1;3;1;10;3;1;1;18;3;6;1; ; ;3; ; ;2;1;2; ;5;11;2;54;11;54;326,868445216407;3;1991
1075793;1;4;1;10;4;2;1;16;3;6;1; ; ;3; ; ;2;1;1;1;5;10;1;54;10;54;326,868445216407;11;1992
1075793;1;5;1;10;2;2;1;14;3;6;1; ; ;3; ; ;2;1;1;1;4;7; ;54;7;54;326,868445216407;3;1994
1075793;1;6;1;10;6;2;1;38;5;6;1; ; ;3; ; ;2;1;2; ;3;5; ;54;5;54;326,868445216407;1;1971
1075793;1;7;1;10;6;2;1;9;6; ;1; ; ;3; ; ;2;1;1;1;3;4; ;54;4;54;326,868445216407;11;1999
1075794;1;1;1;10;1;2;1;54;1;5;1; ; ;3; ; ;2;1;2; ;5;11;2;54;11;54;319,278181790836;8;1954
1075794;1;2;1;10;2;2;1;28;3;6;1; ; ;1;1;19000;2;1;2; ;6;3;2;54;14;54;319,278181790836;11;1980
1075795;1;1;1;10;1;1;1;54;1;3;1; ; ;1;1;19000;2;1;2; ;3;4; ;54;4;54;465,827774201558;3;1955
1075796;1;1;1;10;1;2;1;43;1;4;1; ; ;1;1;19000;2;1;2; ;3;5; ;54;5;54;384,549926057722;1;1966
1075796;1;2;1;10;2;1;1;19;3;6;2;1;24; ; ; ;2;1;2; ;4;6; ;54;6;54;384,549926057722;8;1989
1075797;1;1;1;10;1;1;1;49;1;2;1; ; ;3; ; ;2;1;2; ;4;7; ;54;7;54;475,497993312493;5;1959
1075797;1;2;1;10;2;2;1;24;2;2;2;2; ; ; ; ;2;1;2; ;3;4; ;54;4;54;475,497993312493;12;1984
1075797;1;3;1;10;1;1;1;13;3;6;1; ; ;3; ; ;2;1;1;1;4;6; ;54;6;54;475,497993312493;10;1995
1075797;1;4;1;10;1;1;1;11;3;6;1; ; ;3; ; ;2;1;1;1;3;4; ;54;4;54;475,497993312493;7;1997
1075797;1;5;1;10;1;1;1;1;3; ;1; ; ;3; ; ;2; ; ; ; ; ; ;54; ;54;475,497993312493;7;2007
