DIRECTORIO;SECUENCIA_P;P5000;P5010;P5020;P5030;P5040;P5050;P5070;P5080;P5090;P5090S1;P5100;P5110;P5130;P5140;P5210S1;P5210S2;P5210S3;P5210S4;P5210S5;P5210S6;P5210S7;P5210S8;P5210S9;P5210S10;P5210S11;P5210S14;P5210S15;P5210S16;P5210S17;P5210S18;P5210S19;P5210S20;P5210S21;P5210S22;P5210S24;HOGAR;P4000;P4010;P4020;P4030S1;P4030S2;P4030S3;P4030S4;P4030S5;P4030S1A1;P4030S4A1;P4040;REGIS;CLASE;DPTO;ORDEN;fex_c_2011
1073941;1;3;2;2;1;3;2;1;5;4; ; ; ;50000; ;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;5;2;2;2;2;2;2; ; ; ;01;2;18;1;1153,9334954501
1073942;1;3;2;2;1;4;2;1;5;4; ; ; ;30000; ;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;5;2;2;2;2;2;2; ; ; ;01;2;18;1;1224,89857060192
1073943;1;5;4;2;1;4;2;1;4;1; ; ;40000000;150000; ;2;2;2;2;1;1;1;2;2;2;1;2;1;2;2;2;2;2;1;2;2;1;1;1;2;1;2;2;2;2;1; ; ;01;2;18;1;1078,03317087526
1073944;1;3;1;2;1;4;2;1;4;1; ; ;20000000;200000; ;2;2;2;2;1;1;1;2;2;2;1;2;2;2;2;2;2;1;2;2;2;1;1;1;2;1;2;2;2;2;1; ; ;01;2;18;1;871,875606039326
1073945;1;3;2;2;1;4;2;1;4;4; ; ; ;200000; ;2;1;2;1;1;1;1;2;2;2;1;1;2;1;2;2;2;2;1;2;2;1;1;1;2;1;2;2;2;2;1; ; ;01;2;18;1;692,674914581127
1073946;1;4;3;2;1;3;2;1;4;3; ; ; ; ;70000;2;2;2;2;1;1;1;2;2;2;1;2;2;2;2;2;2;2;1;2;2;1;1;1;2;1;2;2;2;2;1; ; ;01;2;18;1;1106,25941232184
1073947;1;4;3;2;1;3;2;1;4;1; ; ;15000000;150000; ;2;2;2;2;1;1;1;2;2;2;1;1;1;2;2;2;2;2;2;2;2;1;1;5;2;1;2;2;2;2;1; ; ;01;2;18;1;1704,81699264534
1073948;1;3;1;2;1;4;6;1;4;4; ; ; ;180000; ;2;2;2;2;1;2;1;2;2;2;1;2;1;1;2;2;2;2;1;2;2;1;1;1;2;1;2;2;2;2;1; ; ;01;2;18;1;654,364590379983
1073949;1;4;2;2;1;4;6;1;4;1; ; ;80000000;250000; ;1;2;2;2;1;1;1;1;2;2;1;2;1;2;2;2;2;2;2;2;2;1;1;1;2;1;2;2;2;2;1; ; ;01;2;18;1;851,479124293429
1073950;1;4;1;2;1;4;6;1;4;1; ; ;15000000;150000; ;2;2;2;2;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1;1;2;1;2;2;2;2;1; ; ;01;2;18;1;1647,05882676251
1073951;1;6;2;2;1;4;6;1;4;1; ; ;9000000;600000; ;2;2;2;2;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1;1;2;1;2;2;2;2;1; ; ;01;2;18;1;764,407623738912
1073952;1;2;2;2;1;4;6;1;5;3; ; ; ; ;170000;2;2;2;2;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1;5;2;1;2;2;2;2;1; ; ;01;2;18;1;1649,63387782103
1073953;1;3;2;2;1;4;6;1;4;1; ; ;25000000;200000; ;2;2;2;2;1;1;1;2;2;2;1;2;2;2;2;2;2;2;1;2;2;1;1;1;2;1;2;2;2;2;1; ; ;01;2;18;1;1500,19342703585
1073954;1;10;2;2;1;4;6;1;4;1; ; ;50000000;400000; ;2;2;2;2;1;1;1;1;2;2;1;2;1;2;2;2;1;1;1;1;1;1;1;1;2;1;2;2;2;2;1; ; ;01;2;18;1;1912,24392555012
1078119;1;1;1;2;1;4;3;2;4;3; ; ; ; ;150000;2;2;2;1;1;1;1;2;1;2;1;1;2;2;2;2;2;2;2;2;2;1;1;1;2;1;1;2;2;2;0; ; ;01;2;63;1;922,269818544038
1078120;1;4;3;2;1;3;1;1;4;1; ; ;20000000;300000; ;2;2;2;1;1;1;1;2;1;2;1;1;1;2;2;2;2;2;2;2;2;1;1;5;4;1;2;2;2;1;2; ;1;01;2;63;1;871,653432103055
1078122;1;4;1;2;1;4;1;1;4;2; ;2500000;70000000;500000; ;2;1;1;1;1;1;1;2;1;2;1;1;1;1;2;2;2;2;2;1;2;1;1;1;5;1;2;2;2;1;4; ;1;01;2;63;1;922,269818544038
1078123;1;1;1;2;1;4;1;2;4;4; ; ; ;100000; ;2;2;2;2;2;2;1;2;2;2;1;2;1;2;2;2;2;2;2;2;2;1;1;4;2;1;2;2;2;1;2; ;1;01;2;63;1;574,44351346518
1078127;1;5;2;2;1;1;1;1;4;1; ; ;25000000;250000; ;2;1;2;1;1;1;1;2;1;1;1;1;1;1;2;2;2;2;2;2;2;1;1;1;4;1;2;2;1;1;2;1;1;01;2;63;1;804,191183510156
1078128;1;2;1;2;1;4;1;1;5;4; ; ; ;150000; ;2;2;2;2;2;2;1;2;2;1;1;1;2;2;2;2;2;1;2;2;2;1;1;1;2;1;2;2;2;1;2; ;1;01;2;63;1;624,193144108202
1078129;1;3;2;2;1;4;1;1;4;4; ; ; ;200000; ;2;2;2;2;2;1;1;2;2;2;1;2;1;2;2;2;2;1;2;2;2;1;1;1;4;1;2;2;2;1;2; ;1;01;2;63;1;414,936975027243
1078130;1;1;1;2;1;4;1;1;4;4; ; ; ;80000; ;2;2;2;2;1;1;1;2;2;2;1;1;1;2;2;2;2;1;2;2;2;1;1;1;2;1;2;2;2;1;2; ;1;01;2;63;1;1015,20544819274
1078131;1;1;1;2;1;4;1;2;5;4; ; ; ;50000; ;2;2;2;2;1;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;1;1;4;2;1;2;2;2;1;2; ;1;01;2;63;1;640,3632146462
1078132;1;3;1;2;1;4;1;1;4;4; ; ; ;50000; ;2;2;2;2;1;2;1;2;2;2;1;2;1;2;2;2;2;2;2;2;2;1;1;1;2;1;2;2;2;1;3; ;1;01;2;63;1;391,987724662159
1078133;1;5;4;2;1;3;1;1;6;4; ; ; ;400000; ;2;2;2;1;1;2;1;2;2;2;1;1;1;2;2;2;2;1;2;2;2;1;1;1;4;1;2;2;2;1;3; ;1;01;2;63;1;537,082691444044
1078135;1;3;1;2;1;4;1;1;4;4; ; ; ;150000; ;2;2;2;1;1;1;1;2;2;2;1;1;1;1;2;2;2;1;2;2;2;1;1;1;4;1;2;2;2;1;3; ;1;01;2;63;1;391,987724662159
1080767;1;3;1;1;1;1;1;1;4;4; ; ; ;60000; ;2;2;2;2;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1;1;2;1;2;1;1;1;2;2;1;01;2;63;1;704,74036841534
1080768;1;2;1;1;1;1;1;3;4;1; ; ;98;40000; ;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;2;1;2;1;1;1;2;1;1;01;2;63;1;704,74036841534
