DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;P7495;P7500;P7500S1;P7500S2;P7500S3A1;P7500S2A1;P7500S1A1;P7500S3;P7505;P7510S3;P7510S4;P7510S6;P7510S2A1;P7510S4A1;P7510S6A1;P7510S5A1;P7510S3A1;P7510S1A1;P7510S5;P7510S1;P7510S2;P7510S7A1;P7510S7;AREA;DPTO;fex_c_2011
1075668;1;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;52;52;187,686071756153
1075668;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;52;52;187,686071756153
1075668;1;3;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;52;52;187,686071756153
1075668;1;4;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;52;52;187,686071756153
1075669;1;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;52;52;142,945313080997
1075669;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;52;52;142,945313080997
1075670;1;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;52;52;154,111048267871
1075670;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;52;52;154,111048267871
1075670;1;3;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;52;52;154,111048267871
1075670;1;4;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;52;52;154,111048267871
1075670;1;5;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;52;52;154,111048267871
1075671;1;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;52;52;146,15778028915
1075672;1;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;52;52;161,442667857
1075672;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;52;52;161,442667857
1075672;1;3;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;52;52;161,442667857
1075673;1;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;52;52;218,861053596308
1075673;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;52;52;218,861053596308
1075674;1;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;52;52;160,701928599197
1075674;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;52;52;160,701928599197
1075675;1;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;52;52;160,399700208256
1075675;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;52;52;160,399700208256
1075676;1;1;1;95;1; ;1;1; ;1500000;720000;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;52;52;139,567454059501
1075677;1;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;52;52;172,305790271825
1075679;1;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;52;52;117,835247324983
1075679;1;2;1;95;1; ;2;1; ;99; ;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;52;52;117,835247324983
1075679;1;3;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;52;52;117,835247324983
1075679;1;4;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;52;52;117,835247324983
1075680;1;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;52;52;139,870066831551
1075680;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;52;52;139,870066831551
1075680;1;3;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;52;52;139,870066831551
1075680;1;4;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;52;52;139,870066831551
1075680;1;5;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;52;52;139,870066831551
1075680;1;6;1;95;2; ; ; ; ; ; ; ;1;2; ;2; ; ; ; ; ;1200000;2;1;2; ;2;52;52;139,870066831551
1075681;1;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;52;52;123,108449631905
1075681;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;52;52;123,108449631905
1075682;1;1;1;95;2; ; ; ; ; ; ; ;1;2; ;2; ; ; ; ; ;4000000;2;1;2; ;2;52;52;143,247541471937
1075682;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;52;52;143,247541471937
1075683;1;1;1;95;2; ; ; ; ; ; ; ;1;2; ;2; ; ; ; ; ;1200000;2;1;2; ;2;52;52;153,370309010068
1075683;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;52;52;153,370309010068
1075683;1;3;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;52;52;153,370309010068
1075683;1;4;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;52;52;153,370309010068
1075684;1;1;1;95;2; ; ; ; ; ; ; ;1;2; ;2; ; ; ; ; ;3400000;2;1;2; ;2;52;52;158,804609610522
1075685;1;1;1;95;1; ;2;1; ;1300000; ;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;52;52;139,567454059501
1075686;1;1;1;95;2; ; ; ; ; ; ; ;1;2; ;2; ; ; ; ; ; ;2;2;2;1000000;1;52;52;161,004156990137
1075686;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;52;52;161,004156990137
1075687;1;1;1;95;1; ;2;1; ;2120000; ;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;52;52;118,575048100001
1075687;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;52;52;118,575048100001
1075687;1;3;1;95;2; ; ; ; ; ; ; ;1;2; ;2;500000; ; ; ; ; ;2;2;1; ;2;52;52;118,575048100001
1075688;1;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;52;52;130,16154844435
1075688;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;52;52;130,16154844435
1075688;1;3;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;52;52;130,16154844435
1075688;1;4;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;52;52;130,16154844435
1075689;1;1;1;95;1; ;1;2; ; ;1095000;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;52;52;139,128389090962
1075689;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;52;52;139,128389090962
1075689;1;3;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;52;52;139,128389090962
1075690;1;1;1;95;2; ; ; ; ; ; ; ;1;2; ;1; ; ;46000; ; ; ;2;2;2; ;2;52;52;142,945313080997
1075690;1;2;1;95;1; ;2;2;840000; ; ;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;52;52;142,945313080997
1075691;1;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;52;52;157,625743866965
1075691;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;52;52;157,625743866965
1075691;1;3;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;52;52;157,625743866965
1075691;1;4;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;52;52;157,625743866965
1075692;1;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;52;52;172,305790271825
1075693;1;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;52;52;146,762237071032
1075694;1;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;52;52;186,94533249835
1075694;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;52;52;186,94533249835
1075694;1;3;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;52;52;186,94533249835
1075695;1;1;1;95;2; ; ; ; ; ; ; ;1;2; ;1; ; ;40000; ; ; ;2;2;2; ;2;52;52;160,701928599197
1075695;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;52;52;160,701928599197
1075697;1;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;52;52;169,18871698015
1075697;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;52;52;169,18871698015
1075697;1;4;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;52;52;169,18871698015
1075698;1;1;1;95;2; ; ; ; ; ; ; ;1;2; ;1; ; ;40000; ; ; ;2;2;2; ;2;52;52;168,791094672731
1075698;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;52;52;168,791094672731
1075699;1;1;1;95;2; ; ; ; ; ; ; ;1;2; ;2; ; ; ; ; ;3500000;2;1;2; ;2;52;52;154,549174753625
1075700;1;1;1;95;2; ; ; ; ; ; ; ;1;2; ;1; ; ;80000; ; ; ;2;2;2; ;2;52;52;141,766447337439
1075700;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;52;52;141,766447337439
1075700;1;3;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;52;52;141,766447337439
1075700;1;5;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;52;52;141,766447337439
1075700;1;6;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;52;52;141,766447337439
1075701;1;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;52;52;190,460028097444
1075701;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;52;52;190,460028097444
1075702;1;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;52;52;169,395551454612
1075702;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;52;52;169,395551454612
1075703;1;1;1;95;1; ;2;1; ;2700000; ;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;52;52;115,755273932364
1075703;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;52;52;115,755273932364
1075703;1;3;1;95;2; ; ; ; ; ; ; ;1;2; ;1; ; ;40000; ; ; ;2;2;2; ;2;52;52;115,755273932364
1075704;1;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;52;52;161,140439466059
1075704;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;52;52;161,140439466059
1075704;1;3;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;52;52;161,140439466059
1075705;1;1;1;95;2; ; ; ; ; ; ; ;1;2; ;2; ; ; ; ; ;500000;2;1;2; ;2;52;52;176,218108178338
1075706;1;1;1;95;2; ; ; ; ; ; ; ;1;2; ;2; ; ; ; ; ;10800000;2;1;2; ;2;52;52;132,218473142094
1075706;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;52;52;132,218473142094
1075706;1;3;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;52;52;132,218473142094
1075706;1;4;1;95;2; ; ; ; ; ; ; ;1;2; ;2;720000; ; ; ; ; ;2;2;1;600000;1;52;52;132,218473142094
1075706;1;5;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;52;52;132,218473142094
1075707;1;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;52;52;207,01917532533
1075707;1;4;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;52;52;207,01917532533
1075708;1;1;1;95;2; ; ; ; ; ; ; ;1;2; ;2; ; ; ; ; ;4000000;2;1;2; ;2;52;52;158,804609610522
1075709;1;1;1;95;2; ; ; ; ; ; ; ;1;2; ;1; ; ;130000; ; ; ;2;2;2; ;2;52;52;190,460028097444
1075709;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;52;52;190,460028097444
1075710;1;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;52;52;161,140439466059
1075710;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;52;52;161,140439466059
1075710;1;3;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;52;52;161,140439466059
1075711;1;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;52;52;161,004156990137
1075711;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;52;52;161,004156990137
1075712;1;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;52;52;158,668711515709
1075712;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;52;52;158,668711515709
1075712;1;3;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;52;52;158,668711515709
1075712;1;4;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;52;52;158,668711515709
1075712;1;5;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;52;52;158,668711515709
1075713;1;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;52;52;157,625743866965
1075713;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;52;52;157,625743866965
1075713;1;3;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;52;52;157,625743866965
1075713;1;4;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;52;52;157,625743866965
1075714;1;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;52;52;172,305790271825
1075715;1;1;1;95;1; ;1;2; ; ;300000;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;52;52;171,963611804227
1075715;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;52;52;171,963611804227
1075715;1;3;1;95;2; ; ; ; ; ; ; ;1;2; ;2; ; ; ; ; ;1800000;2;1;2; ;2;52;52;171,963611804227
1075716;1;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;52;52;124,887407654642
1075716;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;52;52;124,887407654642
1075716;1;3;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;52;52;124,887407654642
1075716;1;4;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;52;52;124,887407654642
1075717;1;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;52;52;185,214343805803
1075717;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;52;52;185,214343805803
1075717;1;3;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;52;52;185,214343805803
1075717;1;4;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;52;52;185,214343805803
1075717;1;5;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;52;52;185,214343805803
1075717;1;6;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;52;52;185,214343805803
1075718;1;1;1;95;2; ; ; ; ; ; ; ;1;2; ;2; ; ; ; ; ;1800000;2;1;2; ;2;52;52;187,549789280232
1075718;2;1;2;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;52;52;187,549789280232
1075718;2;2;2;95;2; ; ; ; ; ; ; ;1;2; ;2; ; ; ; ; ; ;2;2;2;200000;1;52;52;187,549789280232
1075720;1;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;52;52;110,485882026467
1075720;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;52;52;110,485882026467
1075720;1;3;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;52;52;110,485882026467
1075722;1;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;52;52;192,795857952981
1075722;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;52;52;192,795857952981
1075722;1;3;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;52;52;192,795857952981
1075722;1;4;1;95;2; ; ; ; ; ; ; ;1;2; ;2; ; ; ; ; ;2400000;2;1;2; ;2;52;52;192,795857952981
1075723;1;1;1;95;1; ;1;2; ; ;500000;2;1;2; ;2; ; ; ;3000000; ; ;1;2;2; ;2;52;52;110,183653635526
1075723;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;52;52;110,183653635526
1075723;1;3;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;52;52;110,183653635526
1075724;1;1;1;95;1; ;2;1; ;4300000; ;2;1;2; ;2; ; ; ;6000000; ; ;1;2;2; ;2;52;52;120,910877955538
1075724;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;52;52;120,910877955538
1075724;1;3;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;52;52;120,910877955538
1075724;1;4;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;52;52;120,910877955538
1075724;1;5;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;52;52;120,910877955538
1075725;1;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;52;52;122,089743699095
1075725;1;2;1;95;1; ;1;2; ; ;300000;2;1;2; ;2; ; ; ; ; ;3600000;2;1;2; ;2;52;52;122,089743699095
1075726;1;1;1;95;1; ;2;1; ;3800000; ;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;52;52;127,661363995932
1075726;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;52;52;127,661363995932
1075727;1;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;52;52;124,727801945572
1075727;1;2;1;95;1; ;1;2; ; ;60000;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;52;52;124,727801945572
1075727;2;1;2;95;2; ; ; ; ; ; ; ;1;2; ;2; ; ; ; ; ;1200000;2;1;2; ;2;52;52;124,727801945572
1075727;2;2;2;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;52;52;124,727801945572
1075728;1;1;1;95;2; ; ; ; ; ; ; ;1;2; ;2; ; ; ; ; ;10200000;2;1;2; ;2;52;52;155,289914011428
1075728;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;52;52;155,289914011428
1075729;1;1;1;95;2; ; ; ; ; ; ; ;1;2; ;2; ; ; ; ; ;4800000;2;1;2; ;2;52;52;154,549174753625
1075730;1;1;1;95;1; ;2;1; ;99; ;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;52;52;122,089743699095
1075730;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;52;52;122,089743699095
1075731;1;1;1;95;1; ;1;2; ; ;800000;2;1;2; ;2; ; ; ;6000000; ; ;1;2;2; ;2;52;52;130,16154844435
1075731;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;52;52;130,16154844435
1075731;1;3;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;52;52;130,16154844435
1075731;1;4;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;52;52;130,16154844435
1075732;1;1;1;95;2; ; ; ; ; ; ; ;1;2; ;2; ; ; ; ; ;4800000;2;1;2; ;2;52;52;154,549174753625
1075733;1;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;52;52;155,592142402369
1075733;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;52;52;155,592142402369
1075734;1;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;52;52;190,762256488385
1075734;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;52;52;190,762256488385
1075735;1;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;52;52;186,94533249835
1075735;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;52;52;186,94533249835
1075735;1;3;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;52;52;186,94533249835
1075736;1;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;52;52;200,789630110036
1075736;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;52;52;200,789630110036
1075736;1;3;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;52;52;200,789630110036
1075737;1;1;1;95;1; ;1;2; ; ;1000000;2;1;2; ;2; ; ; ; ; ;1200000;2;1;2; ;2;52;52;131,779962275231
1075737;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;52;52;131,779962275231
1075737;1;3;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;52;52;131,779962275231
1075737;1;4;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;52;52;131,779962275231
1075738;1;1;1;95;1; ;1;2; ; ;250000;2;1;2; ;2; ; ; ; ; ;12000000;2;1;2; ;2;52;52;147,639258804757
1075738;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;52;52;147,639258804757
1075738;1;3;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;52;52;147,639258804757
1075739;1;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;52;52;209,97626918935
1075739;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;52;52;209,97626918935
1075739;1;3;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;52;52;209,97626918935
1075739;1;6;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;52;52;209,97626918935
1075739;1;7;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;52;52;209,97626918935
1075740;1;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;52;52;190,460028097444
1075740;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;52;52;190,460028097444
1075742;1;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;52;52;147,200747937894
1075742;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;52;52;147,200747937894
1075743;1;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;52;52;141,287333554567
1075743;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;52;52;141,287333554567
1075743;1;3;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;52;52;141,287333554567
1075743;1;4;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;52;52;141,287333554567
1075743;2;1;2;95;2; ; ; ; ; ; ; ;1;2; ;2; ; ; ; ; ;600000;2;1;2; ;2;52;52;141,287333554567
1075743;2;2;2;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;52;52;141,287333554567
1075743;3;1;3;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;52;52;141,287333554567
1075743;3;2;3;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;52;52;141,287333554567
