DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;AREA;P7250;P7260;P7280;P7280S1;P7310;P7320;P7350;P7350S1;P7360;P7390;P7390S1;P7420;P7420S1;P7420S2;P7420S3;P7420S4;P7420S5;P7420S6;P7420S7;P7420S8;P7420S7A1;P7422;P7422S1;P9460;OFICIO1;OFICIO2;RAMA2D_D;DSI;DSCY;RAMA4D_D;DPTO;fex_c_2011
1072339;1;2;1;70;05;6;48;1; ;2;36;1; ;3;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;92;53;55;1;1;5521;05;726,938402368292
1072340;1;2;1;70;05;4;48;3; ;2;150;3; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;54;54;95;1;1;9500;05;747,494086500993
1072342;1;2;1;70;05;5;60;1; ;2;20;4; ;1;8; ; ; ; ; ; ; ; ; ;1; ;2; ;2;93;93;45;1;1;4559;05;1178,55651507795
1072348;1;3;1;70;05;12;48;1; ;2;52;1; ;2;1; ; ; ; ;1; ; ; ; ; ; ;2; ;2;03;81;36;1;1;3611;05;1148,87620900277
1072348;1;4;1;70;05;48;48;1; ;2;96;1; ;4;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;53;45;52;1;2;5239;05;1148,87620900277
1072349;1;4;1;70;05;32;48;1; ;2;32;1; ;8;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;33;55;1;2;5511;05;1084,06683119647
1072351;1;1;1;70;05;20;48;1; ;2;20;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;77;77;55;1;2;5521;05;934,525580577587
1072361;1;5;1;70;05;1;35;1; ;2;1;1; ;4;2; ; ; ; ; ; ; ; ; ;1; ;1;70000;2;79;79;17;1;1;1730;05;991,311668571576
1072370;1;3;1;70;05;8;48;1; ;2;8;1; ;9;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;79;79;18;1;1;1810;05;931,214624524932
1072370;1;5;1;70;05;5;72;1; ;2;5;1; ;9;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;39;24;1;1;2429;05;931,214624524932
1072370;1;6;1;70;05;28;60;1; ;2;28;1; ;9;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;45;66;1;2;6602;05;931,214624524932
1072377;1;3;1;70;05;1;20;4; ;2;48;1; ;5;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;34;39;55;1;1;5521;05;1147,47548347139
1072379;1;1;1;70;05;3;48;1; ;2;3;1; ;9;8; ; ; ; ; ; ; ; ; ;1; ;1;496900;2;97;97;15;1;1;1551;05;844,578788047675
1072379;1;2;1;70;05;8;48;1; ;2;52;1; ;9;8; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;33;65;1;1;6599;05;844,578788047675
1072380;1;2;1;70;05;36;24;1; ;2;36;1; ;9;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;97;24;1;2;2424;05;950,246700513997
1072382;1;1;1;70;05;3;48;4; ;2;3;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;1;100000;2;95;95;45;1;1;4521;05;892,703358881257
1072382;1;3;1;70;05;12;48;1; ;2;8;1; ;6;7; ; ; ; ; ; ; ; ; ;1; ;2; ;2;33;98;18;1;1;1810;05;892,703358881257
1072388;1;1;1;70;05;16;48;1; ;2;16;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;53;55;1;2;5521;05;934,525580577587
1072398;1;2;1;70;05;12;48;1; ;2;12;1; ;3;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;95;95;45;1;1;4521;05;1103,4817020234
1072399;1;3;1;70;05;8;60;4; ;2;12;1; ;9;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;53;45;52;1;1;5234;05;935,926306108969
1072399;1;4;1;70;05;8;60;4; ;2;13;1; ;4;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;53;92;17;1;1;1749;05;935,926306108969
1072400;1;1;1;70;05;8;60;4; ;2;2;1; ;9;7; ; ; ; ; ; ; ; ; ;1; ;1;1300000;2;53;97;15;1;1;1551;05;1060,91612939857
1072404;1;2;1;70;05;48;48;1; ;2;48;1; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;98;98;60;1;2;6042;05;1154,35348026255
1072405;1;2;1;70;05;12;48;1; ;2;12;1; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;79;79;18;1;1;1810;05;1093,87364137803
1072408;1;2;1;70;05;4;48;1; ;2;4;1; ;9;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;53;58;80;1;1;8043;05;1041,80757100507
1072416;1;1;1;70;05;36;48;4; ;2;36;4; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;93;93;50;1;2;5020;05;908,424478817667
1072417;1;1;1;70;05;8;48;1; ;2;8;1; ;2;7; ; ; ; ; ; ; ; ; ;1; ;2; ;2;95;95;45;1;1;4521;05;1066,01060582047
1072418;1;2;1;70;05;24;48;1; ;2;28;1; ;9;6; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;44;64;1;2;6421;05;967,778171935807
1072423;1;4;1;70;05;4;24;1; ;2;12;1; ;4;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;92;17;1;1;1730;05;1147,11427520513
1072426;1;3;1;70;05;10;48;1; ;2;12;1; ;6;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;92;92;17;1;1;1730;05;1036,33029974529
1072427;1;7;1;70;05;2;48;1; ;2;48;1; ;8;7; ; ; ; ; ; ; ; ; ;1; ;2; ;2;55;97;15;1;1;1551;05;472,357306757858
1072427;1;11;1;70;05;12;24;1; ;2;12;1; ;8;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;92;92;22;1;1;2233;05;472,357306757858
1072430;1;2;1;70;05;10;48;1; ;2;15;4; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;79;79;18;1;1;1810;05;1243,57785625994
1072436;1;2;1;70;05;3;48;1; ;2;12;1; ;6;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;79;55;80;1;1;8045;05;1093,87364137803
1072437;1;1;1;70;05;14;48;1; ;2;14;1; ;9;8; ; ; ; ; ; ; ; ; ;1; ;2; ;2;55;89;26;1;2;2695;05;1274,61047017874
1072437;1;4;1;70;05;8;48;1; ;2;8;1; ;3;6; ; ; ; ; ; ; ; ; ;1; ;2; ;2;83;83;28;1;1;2899;05;1274,61047017874
1072438;1;2;1;70;05;6;24;4; ;2;15;4; ;1;2; ; ; ; ; ; ; ;1; ; ; ;2; ;2;45;54;74;1;1;7493;05;976,23325569865
1072440;1;1;1;70;05;10;48;4; ;2;12;1; ;4;7; ; ; ; ; ; ; ; ; ;1; ;2; ;2;98;37;45;1;1;4530;05;746,046960761788
1072446;1;2;1;70;05;48;48;1; ;2;48;1; ;3;8; ; ; ; ; ; ; ; ; ;1; ;2; ;2;93;93;45;1;2;4552;05;1095,68399286343
1072451;1;2;1;70;05;48;48;1; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;53; ; ;1;2; ;05;950,246700513997
1072453;1;3;1;70;05;3;48;1; ;2;4;1; ;6;2; ; ; ; ; ; ; ; ; ;1; ;1;490000;2;95;95;45;1;1;4521;05;1010,36533113225
1072457;1;1;1;70;05;20;48;4; ;2;20;4; ;1;6; ; ; ; ; ; ; ; ; ;1; ;2; ;2;98;98;60;1;2;6031;05;1009,19076767812
1072457;1;2;1;70;05;10;48;1; ;2;10;1; ;4;9;POR COBERTURA   DE  LA EPS; ; ; ; ; ; ; ; ;1; ;2; ;2;53;53;55;1;1;5521;05;1009,19076767812
1072459;1;2;1;70;05;10;48;1; ;2;14;1; ;3;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;92;92;17;1;1;1730;05;593,938105018759
1072463;1;4;1;70;05;52;48;1; ;2;12;3; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;55;54;95;1;2;9500;05;613,727177163674
1072463;1;5;1;70;05;8;48;4; ;2;8;4; ;1;6; ; ; ; ; ; ; ; ; ;1; ;2; ;2;80;80;19;1;1;1921;05;613,727177163674
1072468;1;6;1;70;05;8;16;1; ;2;52;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;53;55;1;1;5529;05;725,231364403473
1072469;1;4;1;70;05;2;48;1; ;2;2;1; ;9;3; ; ; ; ; ; ; ; ; ;1; ;1;690000;2;37;58;80;1;1;8050;05;1010,72653939851
1072479;1;1;1;70;05;12;48;1; ;2;12;4; ;1;8; ; ; ; ; ; ; ; ; ;1; ;2; ;2;55;55;74;1;1;7493;05;913,901750077442
1072481;1;2;1;70;05;12;48;1; ;2;12;1; ;4;4; ; ; ; ; ; ; ; ; ;1; ;1;20000;2;53;53;55;1;1;5521;05;1158,10212698589
1072482;1;2;1;70;05;75;50;1; ;2;156;1; ;9;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;55;52;1;2;5239;05;702,93164107713
1072486;1;2;1;70;05;52;50;1; ;2;240;1; ;3;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;45;52;1;2;5233;05;726,938402368292
1072488;1;2;1;70;05;5;50;1; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;95; ; ;1;1; ;05;755,954414808377
1072489;1;1;1;70;05;9;50;3; ;2;13;3; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;54;54;95;1;1;9500;05;848,327434771023
1072492;1;2;1;70;05;13;50;1; ;2;16;1; ;8;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;59;59;63;1;1;6340;05;1060,91612939857
1072493;1;2;1;70;05;52;40;4; ;2;52;4; ;1;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;54;54;85;1;2;8532;05;1206,05834236925
1072493;1;4;1;70;05;8;50;1; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;34; ; ;1;1; ;05;1206,05834236925
1072496;1;1;1;70;05;13;60;1; ;2;13;4; ;1;6; ; ; ; ; ; ; ; ; ;1; ;2; ;2;58;98;60;1;1;6031;05;1104,13907662628
1072496;1;5;1;70;05;162;60;1; ;2;162;1; ;2;7; ; ; ; ; ; ; ; ; ;1; ;2; ;2;95;95;45;1;2;4521;05;1104,13907662628
1072498;1;3;1;70;05;12;48;1; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;34; ; ;1;1; ;05;891,550381998734
1072502;1;2;1;70;05;23;50;1; ;2;25;1; ;4;1; ; ; ; ; ; ; ; ; ;1; ;1;80000;2;92;92;17;1;2;1730;05;1178,55651507795
1072507;1;2;1;70;05;13;60;4; ;2;13;4; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;95;95;45;1;1;4521;05;1208,22990212091
1072507;1;3;1;70;05;250;50;1; ;2;300;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;55;99;50;1;2;5020;05;1208,22990212091
1072508;1;2;1;70;05;21;60;3; ;2;45;3; ;1;1; ; ; ; ; ; ; ; ; ;1; ;1;5000;2;54;54;95;1;2;9500;05;1178,55651507795
1072510;1;1;1;70;05;4;48;1; ;2;104;1; ;4;8; ; ; ; ; ; ; ; ; ;1; ;2; ;2;55;55;74;1;1;7493;05;1078,15252144162
1072510;1;2;1;70;05;2;60;1; ;2;3;4; ;1;8; ; ; ; ; ; ; ; ; ;1; ;1;240000;2;55;55;74;1;1;7493;05;1078,15252144162
1072510;1;3;1;70;05;9;50;1; ;2;8;1; ;2;8; ; ; ; ; ; ; ; ; ;1; ;2; ;2;95;95;45;1;1;4521;05;1078,15252144162
1072511;1;8;1;70;05;12;50;1; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;45; ; ;1;1; ;05;469,052392446422
1072511;1;10;1;70;05;52;50;1; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;53; ; ;1;2; ;05;469,052392446422
1072512;1;2;1;70;05;13;50;4; ;2;13;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;41;41;52;1;1;5219;05;962,683695513901
1072514;1;1;1;70;05;24;60;1; ;2;24;1; ;6;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;80;80;19;1;2;1931;05;903,330002395761
1072519;1;3;1;70;05;20;50;1; ;2;20;1; ;8;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;77;77;15;1;2;1551;05;1034,51994825989
1072523;1;1;1;70;05;64;48;4; ;2;12;4; ;1;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;93;53;55;1;2;5529;05;1134,56273362996
1072526;1;1;1;70;05;5;48;1; ;2;5;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;1;300000;2;98;98;60;1;1;6031;05;936,697140329248
1072527;1;2;1;70;05;12;24;4; ;2;16;4; ;1;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;54;54;74;1;1;7493;05;526,150914709385
1072529;1;1;1;70;05;40;48;1; ;2;40;1; ;8;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;97;55;70;1;2;7010;05;1050,65069415032
1072530;1;2;1;70;05;20;48;1; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;45; ; ;1;2; ;05;981,327732120556
1072541;1;1;1;70;05;16;48;1; ;2;18;1; ;6;1; ; ; ; ; ; ; ; ; ;1; ;1;145000;2;39;39;52;1;2;5244;05;950,246700513997
1072544;1;2;1;70;05;12;48;1; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;37; ; ;1;1; ;05;1019,2084542775
1072547;1;2;1;70;05;3;48;1; ;2;39;1; ;9;2; ; ; ; ; ; ;1; ; ; ; ;2; ;2;97;97;52;1;1;5211;05;700,951847183639
1072549;1;1;1;70;05;7;48;1; ;2;28;1; ;4;1; ; ; ; ;1; ; ; ; ; ; ;2; ;2;58;58;63;1;1;6320;05;1259,10317470479
1072550;1;1;1;70;05;4;48;1; ;2;6;1; ;9;9;TIENE  SALUD   POR  COBERTURA; ; ; ; ; ; ; ; ;1; ;1;250000;2;98;98;74;1;1;7492;05;981,327732120556
1072550;1;2;1;70;05;5;48;1; ;2;8;1; ;8;8; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;45;52;1;1;5229;05;981,327732120556
1072570;1;2;1;70;08;156;48;1; ;2;156;1; ;4;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;59;59;85;1;2;8512;08;558,624221052498
1072575;1;3;1;70;08;52;48;1; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;58; ; ;1;2; ;08;703,297414756261
1072581;2;3;2;70;08;102;48;1; ;2;60;1; ;9;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;59;39;64;1;2;6421;08;457,211672270579
1072585;1;4;1;70;08;4;48;1; ;2;4;1; ;4;9;COTIZA EPS; ; ; ; ; ; ; ; ;1; ;2; ;2;33;33;52;1;1;5243;08;627,814198897318
1072586;1;3;1;70;08;12;48;1; ;2;8;1; ;6;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;45;52;1;1;5233;08;510,406248960218
1072587;1;2;1;70;08;4;48;1; ;2;4;1; ;7;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;98;98;60;1;1;6021;08;446,853793845412
1072600;1;6;1;70;08;2;48;1; ;2;104;1; ;9;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;45;24;1;1;2429;08;541,14528701558
1072604;1;3;1;70;08;52;48;1; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;12; ; ;1;2; ;08;434,424828922239
1072635;1;3;1;70;08;9;60;1; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;07; ; ;1;1; ;08;482,078345407071
1072638;1;3;1;70;08;66;50;1; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;03; ; ;1;2; ;08;628,686059608399
1072640;1;4;1;70;08;36;60;1; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;58; ; ;1;2; ;08;702,332267139317
1072640;1;5;1;70;08;14;70;1; ;2;40;4; ;1;8; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;98;60;1;2;6031;08;702,332267139317
1072643;1;2;1;70;08;26;50;4; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;58; ; ;1;2; ;08;778,683885185002
1072655;1;8;1;70;08;44;56;1; ;2;135;5; ;3;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;13;13;80;1;2;8043;08;722,360190573532
1072656;1;4;1;70;08;24;48;1; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;45; ; ;1;2; ;08;527,482823202733
1072659;1;6;1;70;08;12;48;1; ;2;12;1; ;9;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;32;32;64;1;1;6412;08;586,246920797814
1072667;1;4;1;70;08;24;48;1; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;32; ; ;1;2; ;08;695,240256097456
1072670;2;2;2;70;08;12;60;1; ;2;12;1; ;9;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;13;13;80;1;1;8044;08;507,574582670283
1072671;1;3;1;70;08;8;60;4; ;2;8;1; ;8;3; ; ; ; ; ; ; ; ; ;1; ;2; ;2;93;93;74;1;1;7430;08;671,939588574529
1072688;1;2;1;70;08;4;48;1; ;2;5;1; ;9;7; ; ; ; ; ; ; ; ; ;1; ;2; ;2;60;62;63;1;1;6332;08;626,751539110835
1072691;1;4;1;70;08;2;48;1; ;2;2;1; ;3;2; ; ; ; ; ; ; ;1; ; ; ;1;400000;2;34;34;51;1;1;5134;08;486,735383429586
1072696;1;2;1;70;08;8;48;1; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;45; ; ;1;1; ;08;592,264595007273
1072701;1;3;1;70;08;8;48;2; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;58; ; ;1;1; ;08;510,916130185174
1072704;1;4;1;70;08;48;7;1; ;2;8;1; ;5;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;03;03;36;1;2;3613;08;631,705972975969
1072708;1;4;1;70;08;52;48;1; ;2;60;1; ;7;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;43;44;85;1;2;8511;08;484,205913322784
1072709;1;5;1;70;08;52;48;1; ;2;108;1; ;4;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;13;13;80;1;2;8011;08;653,928360716861
1072711;1;6;1;70;08;6;48;1; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;87; ; ;1;1; ;08;679,714632691995
1072717;2;5;2;70;08;9;50;3; ;2;10;3; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;54;54;95;1;1;9500;08;434,623327124458
1072720;1;3;1;70;08;12;48;1; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;59; ; ;1;1; ;08;406,096925369092
1072724;1;2;1;70;08;12;48;1; ;2;12;1; ;4;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;16;37;45;1;1;4521;08;572,200269183884
1072734;1;4;1;70;08;1;48;1; ;2;2;1; ;9;7; ; ; ; ; ; ; ; ; ;1; ;2; ;2;08;33;51;1;1;5153;08;465,511652389511
1072735;1;2;1;70;08;24;48;1; ;2;24;1; ;9;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;85;85;40;1;2;4010;08;376,835473634399
1072750;1;1;1;70;11;8;60;1; ;2;8;1; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;05;95;45;1;1;4521;11;2498,03160997242
1072750;1;2;1;70;11;12;48;3; ;2;12;3; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;04;54;95;1;1;9500;11;2498,03160997242
1072751;1;2;1;70;11;8;60;1; ;2;12;1; ;5;8; ; ; ; ; ; ; ; ; ;1; ;2; ;2;77;77;55;1;1;5521;11;2618,10219391299
1072752;1;3;1;70;11;28;60;1; ;2;12;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;38;21;64;1;2;6422;11;2234,46027409701
1072752;1;5;1;70;11;12;60;1; ;2;12;1; ;3;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;53;55;1;1;5529;11;2234,46027409701
1072753;1;3;1;70;11;14;60;1; ;2;46;1; ;7;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;30;30;85;1;2;8512;11;3202,49513599184
1072754;1;1;1;70;11;4;60;1; ;2;48;1; ;9;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;00;97;22;1;1;2220;11;2179,17281830549
1072762;1;4;1;70;11;8;60;1; ;2;8;1; ;6;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;97;59;74;1;1;7499;11;2390,28387699574
1072764;1;2;1;70;11;46;60;1; ;2;60;1; ;7;1; ; ; ; ; ; ; ; ; ;1; ;1;100000;2;39;55;74;1;2;7493;11;3074,21125409687
1072769;1;1;1;70;11;8;48;1; ;2;8;1; ;3;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;98;98;74;1;1;7421;11;2491,22563095751
1072771;1;1;1;70;11;32;60;1; ;2;32;1; ;5;8; ; ; ; ; ; ; ; ; ;1; ;2; ;2;58;55;36;1;2;3691;11;2653,85521287114
1072773;1;4;1;70;11;32;60;1; ;2;32;1; ;5;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;99;95;45;1;2;4521;11;2336,61281393468
1072774;1;4;1;70;11;12;60;1; ;2;12;1; ;9;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;97;52;1;1;5211;11;3267,22140475469
1072774;1;8;1;70;11;48;60;1; ;2;48;1; ;4;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;53;55;1;2;5530;11;3267,22140475469
1072774;1;9;1;70;11;60;60;1; ;2;4;1; ;3;1; ; ; ; ; ; ; ; ; ;1; ;1;600000;2;95;95;45;1;2;4521;11;3267,22140475469
1072780;1;2;1;70;11;3;48;1; ;2;4;1; ;9;2; ; ; ; ; ; ; ; ; ;1; ;1;700000;2;32;32;25;1;1;2529;11;2734,89461372687
1072781;1;1;1;70;11;6;55;1; ;2;4;4; ;7;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;98;98;60;1;1;6021;11;2764,43012445419
1072807;1;2;1;70;11;48;48;1; ;2;156;1; ;4;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;13;13;80;1;2;8041;11;2326,23910837323
1072816;1;3;1;70;11;8;48;1; ;2;8;1; ;4;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;45;52;1;1;5233;11;2616,68233424611
1072822;1;3;1;70;11;16;48;1; ;2;16;1; ;3;7; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;45;52;1;2;5233;11;2846,39293717961
