DIRECTORIO,SECUENCIA_P,P5000,P5010,P5020,P5030,P5040,P5050,P5080,P5090,P5090S1,P5100,P5110,P5130,P5140,P5210S1,P5210S2,P5210S3,P5210S4,P5210S5,P5210S6,P5210S7,P5210S8,P5210S9,P5210S10,P5210S11,P5210S14,P5210S15,P5210S16,P5210S17,P5210S18,P5210S19,P5210S20,P5210S21,P5210S22,P5210S24,HOGAR,P4000,P4010,P4020,P4030S1,P4030S2,P4030S3,P4030S4,P4030S5,P4030S1A1,P4030S4A1,P4040,REGIS,CLASE,P5070,DPTO,ORDEN,fex_c_2011
638710,1,3,2,2,1,4,2,4,4,,,,200000,,2,2,2,2,2,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,1,2,1,2,2,2,2,2,,,1,2,1,25,1,189.616.956.816.808
638712,1,4,2,2,1,4,2,5,1,,,20000000,150000,,1,2,2,2,1,1,1,2,2,1,1,2,1,2,2,2,2,2,1,2,2,1,1,1,2,1,2,2,2,2,2,,,1,2,1,25,1,220.065.624.534.318
638713,1,3,2,2,1,4,1,4,4,,,,250000,,1,2,2,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,2,2,1,1,1,2,1,2,2,2,1,2,,1,1,2,1,25,1,222.148.016.226.531
638717,1,2,1,2,1,4,2,4,4,,,,100000,,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,1,2,1,2,2,2,2,2,,,1,2,1,25,1,332.114.092.808.916
638723,1,2,1,2,1,4,2,4,4,,,,200000,,2,2,2,2,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,1,4,1,2,2,2,2,2,,,1,2,1,25,1,26.000.703.153.104
638753,1,4,2,1,1,4,1,4,1,,,15000000,300000,,2,2,2,2,1,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,1,1,4,1,2,1,2,1,2,,1,1,2,1,25,1,238.752.836.859.572
638759,1,3,2,2,1,4,1,4,1,,,40000000,150000,,1,2,2,2,1,1,1,2,2,2,1,2,2,1,2,2,2,1,2,2,2,1,1,1,3,1,2,2,2,1,2,,1,1,2,1,25,1,239.630.595.219.798
638762,1,3,2,2,1,4,1,4,1,,,40000000,100000,,1,2,2,2,1,1,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,1,1,1,4,1,2,2,2,1,2,,1,1,2,1,25,1,227.555.353.471.691
638764,1,3,2,2,1,1,1,4,3,,,,,200000,2,2,2,2,1,1,1,2,2,2,1,2,1,2,2,2,2,1,2,1,2,1,1,1,4,1,2,2,1,1,2,1,1,1,2,1,25,1,203.635.511.844.727
638778,1,1,1,2,1,4,1,4,4,,,,150000,,2,2,2,2,2,2,1,2,2,1,1,1,1,2,2,2,2,2,2,2,2,1,1,1,4,1,2,2,2,1,2,,1,1,2,1,25,1,249.199.966.028.557
638798,1,3,1,1,1,4,1,4,1,,,30000000,150000,,1,1,2,2,1,1,1,2,2,2,1,2,1,2,2,2,2,2,2,2,2,1,1,1,4,1,2,1,2,1,2,,1,1,2,1,25,1,146.839.958.491.146
638803,1,3,1,2,1,4,1,4,1,,,2000000,20000,,2,2,2,2,1,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,1,4,1,2,2,2,1,2,,1,1,2,1,25,1,146.839.958.491.146
638805,1,2,1,1,1,4,1,4,4,,,,250000,,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,2,2,1,2,1,2,1,1,1,4,1,2,1,2,1,3,,1,1,2,1,25,1,158.037.441.879.026
645737,1,3,2,2,1,1,1,4,4,,,,200000,,1,2,2,1,1,1,1,1,2,1,1,1,1,2,2,2,2,2,2,2,2,1,1,1,4,1,2,2,1,1,3,1,1,1,2,1,25,1,181.650.530.119.448
645739,1,4,2,1,1,1,1,4,1,,,50000000,500000,,1,2,2,1,1,1,1,2,2,1,1,2,2,2,2,2,2,2,2,1,2,1,2,1,4,1,2,1,1,1,2,1,1,1,2,1,25,1,147.454.971.558.058
645740,1,5,3,2,1,1,1,4,3,,,,,650000,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,2,1,1,1,2,1,4,1,2,1,1,1,2,1,1,1,2,3,25,1,26.000.703.153.104
645741,1,2,2,2,2,4,2,4,4,,,,200000,,2,2,2,2,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,1,2,1,2,1,3,1,2,2,2,2,2,,,1,2,3,25,1,240.157.570.227.964
645742,1,4,3,2,1,1,1,4,1,,,200000,600000,,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,4,1,2,2,1,1,3,1,1,1,2,3,25,1,158.037.441.879.026
645749,1,4,2,1,1,1,1,4,3,,,,,750000,1,1,2,1,1,1,1,2,1,1,1,2,1,2,2,2,2,2,2,1,2,1,1,1,7,1,2,1,1,1,2,1,1,1,2,1,25,1,131.593.729.724.668
645751,1,4,3,1,1,4,1,4,1,,,98,150000,,1,2,2,2,1,1,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,1,1,1,6,1,2,1,2,1,2,,1,1,2,1,25,1,249.759.340.847.808
645752,1,3,2,1,1,4,1,4,1,,,20000000,100000,,1,2,2,2,1,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,1,2,1,2,1,2,1,2,,1,1,2,1,25,1,314.804.473.394.608
645754,1,4,3,2,1,1,2,4,4,,,,180000,,1,2,2,2,1,1,1,2,2,2,1,2,1,2,2,2,2,1,2,2,2,1,1,1,4,1,2,2,1,2,3,1,,1,2,1,25,1,189.485.661.336.321
645755,1,4,3,2,1,1,2,4,1,,,5000000,600000,,1,2,2,1,1,1,1,1,1,1,2,1,1,2,2,2,2,2,2,1,2,1,1,2,6,1,2,2,1,1,3,1,1,1,2,1,25,1,131.593.729.724.668
645758,1,3,2,2,1,4,2,5,4,,,,150000,,1,2,2,2,1,1,1,2,2,1,1,2,1,2,2,2,2,1,2,1,2,1,1,1,2,1,2,2,2,2,2,,,1,2,1,25,1,31.867.216.562.849
646419,1,5,3,2,1,4,1,5,1,,,70000000,200000,,2,2,2,1,1,2,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,1,1,1,2,1,2,2,2,1,1,,2,1,2,1,25,1,195.343.254.767.719
646420,1,1,1,2,1,4,1,5,3,,,,,80000,2,2,2,2,1,1,1,2,2,2,2,2,1,2,2,2,2,1,2,2,2,1,1,1,4,1,2,2,2,1,2,,1,1,2,1,25,1,370.767.586.522.765
646421,1,4,4,2,1,1,1,5,1,,,10000000,100000,,2,2,2,2,1,1,1,1,2,2,1,2,1,2,2,2,2,1,2,2,2,1,1,3,4,1,2,2,1,1,2,1,1,1,2,1,25,1,687.588.290.267.059
646422,1,3,2,3,1,4,1,5,1,,,20000000,200000,,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,4,1,2,2,2,1,2,,1,1,2,1,25,1,401.255.601.264.534
646423,1,3,1,6,,4,6,5,1,,,5000000,20000,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,3,1,1,2,2,2,2,1,,,1,2,2,25,1,246.175.347.845.021
646424,1,1,1,3,1,4,1,5,3,,,,,60000,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,1,3,2,1,2,2,2,1,2,,1,1,2,1,25,1,405.013.651.627.577
646425,1,2,1,2,1,4,2,5,4,,,,100000,,2,2,2,2,1,1,1,2,2,1,1,2,1,2,2,2,2,2,2,2,2,1,1,1,6,1,2,2,2,2,2,,,1,2,1,25,1,204.983.906.370.691
646426,1,3,2,2,1,4,4,5,4,,,,99,,2,2,2,2,1,1,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,1,1,3,6,1,2,2,2,2,2,,,1,2,1,25,1,282.957.518.843.023
646427,1,4,2,1,1,4,1,5,1,,,30000000,200000,,2,1,2,2,1,1,1,1,2,1,1,1,2,2,2,2,2,1,1,2,2,1,1,1,4,1,2,1,2,1,2,,1,1,2,2,25,1,186.157.607.264.699
646428,1,1,1,4,1,4,6,5,4,,,,80000,,2,2,2,2,1,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,1,1,3,1,1,2,2,2,2,2,,,1,2,5,25,1,239.070.802.135.239
646429,1,4,3,2,1,1,1,6,1,,,99,200000,,2,2,2,1,1,1,1,2,2,1,1,2,2,2,2,2,2,1,1,2,2,1,1,1,4,1,2,2,1,1,2,1,1,1,2,1,25,1,348.726.326.366.654
646430,1,2,2,2,1,1,1,5,4,,,,250000,,2,2,2,2,2,1,1,2,2,1,2,2,2,2,2,2,2,1,2,2,2,1,1,1,2,1,2,2,1,1,2,1,1,1,2,1,25,1,510.250.607.113.111
646431,1,4,1,2,1,1,1,4,4,,,,200000,,1,2,2,2,1,2,1,2,2,1,1,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,2,2,1,1,3,1,1,1,2,1,25,1,316.983.638.029.336
646444,1,3,1,2,1,4,1,4,4,,,,100000,,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,1,2,2,2,1,2,,1,1,2,1,25,1,228.732.997.885.254
646445,1,3,2,2,1,1,1,4,1,,,30000000,150000,,2,1,2,2,1,1,1,2,2,2,1,2,2,2,2,2,2,1,1,1,2,1,1,1,4,1,2,2,2,1,2,,1,1,2,1,25,1,342.919.298.954.405
646446,1,4,1,2,1,4,1,4,4,,,,80000,,2,2,2,2,1,1,1,2,2,1,1,1,2,2,2,2,2,2,2,2,2,1,1,1,3,1,2,2,2,1,2,,1,1,2,1,25,1,204.983.906.370.691
646447,1,3,3,2,1,4,2,6,1,,,20000000,100000,,2,2,2,2,1,1,2,2,2,2,1,2,1,2,2,2,2,1,1,1,2,1,1,1,2,1,2,2,2,1,2,,2,1,2,1,25,1,186.157.607.264.699
646448,1,1,1,2,1,4,2,5,3,,,,,100000,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,1,2,2,2,2,2,,,1,2,1,25,1,217.188.711.319.392
646449,1,4,2,2,1,4,2,5,1,,,40000000,200000,,2,2,2,2,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,1,4,1,2,2,2,2,2,,,1,2,1,25,1,396.483.301.529.336
646450,1,1,1,2,1,4,2,4,4,,,,100000,,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,1,1,2,1,2,2,2,2,2,,,1,2,1,25,1,347.198.836.458.666
646451,1,3,1,2,1,4,2,4,4,,,,150000,,2,2,2,1,1,1,1,2,2,2,1,2,2,2,2,2,2,1,2,2,2,1,1,1,4,1,2,2,2,2,2,,,1,2,1,25,1,23.891.059.878.342
646452,1,3,2,2,1,4,1,4,4,,,,200000,,1,2,2,2,1,1,1,1,2,1,1,1,1,2,2,2,2,2,1,2,2,1,1,1,4,1,2,2,2,1,2,,1,1,2,1,25,1,533.819.357.177.211
646453,1,3,2,2,1,4,1,4,1,,,30000000,250000,,2,2,2,2,1,1,1,2,2,1,1,2,1,2,2,2,2,1,2,2,2,1,1,1,2,1,2,2,1,1,2,1,1,1,2,1,25,1,551.581.079.829.061
646454,1,4,3,2,1,1,1,5,1,,,25000000,150000,,2,2,2,2,1,1,2,2,2,2,1,2,2,2,2,2,2,1,1,2,2,1,1,1,4,1,2,2,1,1,2,1,1,1,2,1,25,1,355.124.103.903.105
646455,1,3,1,2,1,1,1,4,2,,163300,10000000,100000,,2,2,2,2,1,1,1,2,2,1,2,2,2,2,2,2,2,1,2,2,2,1,1,1,2,1,2,2,1,1,2,1,1,1,2,1,25,1,221.468.248.823.653
646470,1,5,1,2,1,1,1,6,1,,,200000000,250000,,2,1,2,1,1,1,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,1,1,1,4,1,2,2,2,1,3,,1,1,2,1,25,1,228.732.997.885.254
646471,1,3,2,2,1,4,1,4,3,,,,,150000,2,1,2,2,1,1,1,2,2,1,1,2,1,2,2,2,2,1,2,2,2,1,1,1,2,1,2,2,2,1,2,,1,1,2,1,25,1,330.714.494.005.704
646472,1,4,3,2,1,4,1,5,4,,,,150000,,2,1,2,2,2,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,1,6,1,2,2,2,1,3,,2,1,2,1,25,1,314.230.151.552.743
646473,1,3,1,3,1,4,2,5,3,,,,,50000,2,2,2,2,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,4,1,2,2,2,2,2,,,1,2,1,25,1,641.788.222.160.373
646474,1,2,1,2,1,4,2,5,4,,,,70000,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,1,2,2,2,2,2,,,1,2,1,25,1,228.732.997.885.254
646475,1,3,2,2,1,4,2,5,4,,,,100000,,2,2,2,2,1,1,1,2,2,2,1,2,2,2,2,2,2,1,2,2,2,1,1,1,4,1,2,2,2,2,2,,,1,2,1,25,1,317.203.583.947.834
646476,1,3,2,2,1,4,6,5,4,,,,50000,,2,2,2,2,1,1,2,2,2,2,1,2,2,2,2,2,2,1,2,1,2,1,1,3,6,1,2,2,2,1,2,,2,1,2,1,25,1,222.426.256.330.459
646477,1,2,1,2,1,4,3,4,4,,,,100000,,2,2,2,2,1,1,1,2,2,2,1,2,2,2,2,2,2,1,2,2,2,1,1,1,2,1,2,2,2,2,2,,,1,2,1,25,1,304.998.778.999.134
646478,1,3,2,2,1,4,4,4,4,,,,150000,,1,2,2,2,1,1,1,1,2,1,1,2,1,1,2,2,2,2,1,2,2,1,1,3,6,1,2,2,2,2,2,,,1,2,1,25,1,186.157.607.264.699
646479,1,2,1,2,1,4,6,5,4,,,,200000,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,1,1,1,1,2,2,1,2,2,1,,1,2,1,25,1,389.757.564.489.165
646480,1,3,1,2,1,4,1,4,3,,,,,100000,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,1,2,1,2,2,1,1,2,1,2,1,2,1,25,1,368.035.677.025.137
646481,1,2,2,2,1,4,1,5,3,,,,,150000,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,1,1,1,2,1,2,2,1,1,2,1,1,1,2,1,25,1,329.408.388.896.535
646483,1,3,2,2,1,4,2,4,4,,,,150000,,1,2,2,2,1,1,1,2,2,2,1,2,1,1,2,2,2,1,2,2,2,1,1,1,2,1,2,2,2,2,1,,,1,2,1,25,1,357.231.170.588.945
646484,1,3,2,2,1,4,2,4,1,,,30000000,150000,,1,2,2,2,2,2,1,2,2,1,1,1,1,2,2,2,2,2,2,2,2,1,1,1,2,1,2,2,2,2,2,,,1,2,1,25,1,337.253.197.566.784
646490,1,3,2,2,1,4,2,5,3,,,,,150000,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,1,1,4,1,2,2,2,1,1,,2,1,2,1,25,1,353.873.965.020.441
646491,1,2,1,2,1,4,1,5,3,,,,,250000,2,1,2,2,1,1,1,2,2,2,1,2,2,2,2,2,2,1,1,2,2,1,1,1,4,1,2,2,2,1,3,,2,1,2,1,25,1,462.252.109.052.967
646492,1,3,2,2,1,4,2,5,4,,,,150000,,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,1,1,4,1,2,2,2,1,2,,1,1,2,1,25,1,460.946.003.943.797
646493,1,4,3,2,1,4,2,5,1,,,6000000,500000,,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,1,1,3,1,1,2,2,2,2,1,,,1,2,1,25,1,186.157.607.264.699
646494,1,3,2,2,1,4,2,5,1,,,98,30000,,2,2,2,2,1,2,1,2,2,2,1,2,1,2,2,2,2,1,2,2,2,1,1,3,2,1,2,2,2,2,1,,,1,2,1,25,1,227.185.369.878.622
646495,1,3,2,2,1,4,2,5,3,,,,,100000,2,2,2,2,2,1,2,2,2,2,1,1,2,2,2,2,2,1,2,2,2,1,1,3,2,1,2,2,2,2,1,,,1,2,1,25,1,453.020.736.499.358
646496,1,2,1,2,1,4,2,5,4,,,,50000,,2,2,2,2,1,1,1,2,2,2,1,2,2,2,2,2,2,1,2,2,2,1,1,3,2,1,2,2,2,2,2,,,1,2,1,25,1,186.157.607.264.699
646497,1,1,1,2,1,4,2,5,4,,,,98,,2,2,2,2,2,1,1,2,2,2,1,2,2,2,2,2,2,1,2,2,2,1,1,1,2,1,2,2,2,2,2,,,1,2,1,25,1,610.265.479.741.554
646498,1,4,3,2,1,4,2,4,3,,,,,100000,2,2,2,2,1,1,1,2,2,1,1,2,2,2,2,2,2,1,2,2,2,1,1,1,2,1,2,2,2,2,1,,,1,2,1,25,1,189.457.571.424.536
646499,1,4,3,2,1,1,1,5,1,,,30000000,150000,,2,2,2,2,2,1,1,2,2,2,1,2,2,2,2,2,2,1,2,2,2,1,1,1,2,1,2,2,1,1,2,1,2,1,2,1,25,1,298.282.758.394.975
646500,1,4,2,2,1,1,1,4,3,,,,,150000,2,2,2,2,1,1,1,2,2,2,1,2,1,2,2,2,2,2,1,2,2,1,1,1,2,1,2,2,1,1,2,1,2,1,2,1,25,1,217.188.711.319.392
646501,1,4,3,2,1,1,1,5,1,,,20000000,100000,,2,2,2,2,1,1,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,1,1,1,2,1,2,2,1,1,2,1,2,1,2,1,25,1,186.157.607.264.699
649713,1,3,2,2,1,1,6,4,3,,,,,100000,2,2,2,2,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,1,2,1,2,2,1,2,2,2,,1,2,1,50,1,321.576.907.421.191
649720,1,3,2,2,1,1,1,4,1,,,50000000,300000,,2,2,2,1,1,1,1,2,2,2,1,2,1,2,2,2,1,1,2,1,2,1,1,1,2,1,2,2,1,1,2,2,1,1,2,1,50,1,610.920.135.356.238
649724,1,2,1,2,1,1,1,4,1,,,98,98,,2,2,2,2,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,1,2,1,2,2,1,1,2,2,1,1,2,1,50,1,375.733.702.254.934
649725,1,2,1,2,1,1,1,4,1,,,15000000,150000,,2,2,2,2,1,1,1,2,2,2,1,2,1,2,2,2,2,2,2,2,2,1,1,1,2,1,2,2,1,1,2,2,1,1,2,1,50,1,348.655.304.838.062
649732,1,3,2,2,1,1,1,4,1,,,98,250000,,2,2,2,2,1,1,1,2,2,2,1,2,1,2,2,2,2,1,2,2,2,1,1,1,2,1,2,2,1,1,2,2,1,1,2,1,50,1,543.256.033.764.165
649741,1,2,1,2,1,1,1,4,3,,,,,170000,2,2,2,2,1,1,1,2,2,2,1,1,2,2,2,2,2,1,1,2,2,1,1,1,2,1,2,2,1,1,2,2,1,1,2,1,50,1,609.050.199.351.695
649745,1,3,1,2,1,1,1,4,4,,,,100000,,2,2,2,2,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,1,2,1,2,2,1,1,2,2,1,1,2,1,50,1,404.385.793.501.065
649747,1,4,3,2,1,1,1,4,1,,,50000000,250000,,2,2,2,2,1,1,1,2,2,2,1,1,1,2,2,2,2,1,1,2,2,1,1,1,4,1,2,2,1,1,2,2,1,1,2,1,50,1,541.110.529.124.521
649749,1,4,3,2,1,1,1,4,1,,,15000000,150000,,2,2,2,2,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,1,2,1,2,2,1,1,2,2,1,1,2,1,50,1,521.062.015.831.415
649750,1,6,1,2,1,1,1,4,1,,,30000000,300000,,2,2,2,1,1,1,1,2,2,2,1,1,2,1,2,2,1,1,1,1,2,1,1,1,2,1,2,2,1,1,2,2,1,1,2,1,50,1,444.758.388.722.377
654989,1,3,2,2,1,4,3,4,4,,,,1500000,,2,2,2,2,1,1,1,2,2,2,1,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,2,2,2,2,4,,,1,2,1,50,1,501.013.502.538.309
654992,1,1,1,6,,4,3,5,4,,,,100000,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,1,5,1,2,2,2,2,2,,,,1,2,5,50,1,584.514.049.909.632
654994,1,2,1,2,1,5,3,4,1,,,50000000,150000,,2,2,2,2,1,1,1,2,2,2,1,2,1,2,2,2,1,1,2,1,2,1,1,1,2,1,2,2,2,2,2,,,1,2,1,50,1,404.385.793.501.065
654996,1,2,1,2,1,4,3,4,4,,,,60000,,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,1,2,2,2,2,9,,,1,2,1,50,1,640.244.538.572.634
654997,1,2,1,2,1,4,3,4,4,,,,100000,,2,2,2,2,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,1,2,1,2,2,2,2,2,,,1,2,1,50,1,404.385.793.501.065
655001,1,3,1,2,1,4,3,4,1,,,98,80000,,2,2,2,2,1,1,1,2,2,2,1,2,1,2,2,2,2,1,2,2,2,1,1,1,2,1,2,2,2,2,2,,,1,2,1,50,1,404.385.793.501.065
655003,1,3,2,2,1,4,3,4,4,,,,50000,,2,2,2,2,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,8,2,1,2,2,2,2,0,,,1,2,5,50,1,603.401.573.643.483
655006,1,3,2,6,,4,4,4,1,,,98,120000,,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,1,2,2,2,1,1,1,2,1,2,2,2,2,0,,,1,2,1,50,1,664.780.688.014.698
