DIRECTORIO;SECUENCIA_P;ORDEN;REGIS;P7250;P7260;P7280;P7280S1;P7310;P7320;P7350;P7350S1;P7360;P7390;P7390S1;P7420;P7420S1;P7420S2;P7420S3;P7420S4;P7420S5;P7420S6;P7420S7;P7420S8;P7420S7A1;P7422;P7422S1;P9460;CLASE;DSI;OFICIO1;OFICIO2;RAMA4D_D;RAMA2D_D;DPTO;AREA;fex_c_2011
642801;1;5;70;144;48;1;;2;3;1;;2;1;;;;;;;;;;1;;1;200000;2;1;1;58;36;6022;60;41;41;102.612.570.039.847
642802;1;1;70;3;48;4;;2;3;4;;1;1;;;;;;;;;;1;;2;;2;1;1;56;56;9301;93;41;41;101.530.400.624.981
642804;1;2;70;16;24;3;;2;16;1;;5;8;;;;;;;;;;1;;2;;2;1;1;56;53;8012;80;41;41;152.888.471.341.119
642806;1;2;70;24;48;1;;2;20;3;;1;1;;;;;;;;;;1;;2;;2;1;1;45;54;9500;95;41;41;143.134.339.651.839
642809;1;1;70;8;50;1;;2;8;4;;1;1;;;;;;;;;;1;;2;;2;1;1;99;58;7492;74;41;41;138.319.893.870.314
642809;1;5;70;8;48;1;;2;12;4;;1;1;;;;;;;;;;1;;2;;2;1;1;53;45;5262;52;41;41;138.319.893.870.314
642821;1;2;70;8;48;4;;1;;;.;;;.;.;;;;;;;;;.;;;;1;1;39;;;;44;44;662.688.929.635.015
642823;1;2;70;40;48;1;;2;40;1;;9;2;;;;;;;;;;1;;2;;2;1;1;7;7;8511;85;44;44;48.723.318.598.309
642825;1;3;70;8;48;1;;2;8;1;;6;4;;;;;;;;;;1;;2;;2;1;1;45;39;5511;55;44;44;5.711.997.529.484
642836;1;4;70;20;48;4;;2;22;1;;4;1;;;;;;;;;;1;;2;;2;1;1;21;21;6601;66;44;44;572.008.153.879.331
642847;1;2;70;8;36;2;;2;17;2;;9;1;;;;;;;;;;1;;2;;2;1;1;13;13;8045;80;44;44;312.549.954.230.414
642850;1;7;70;16;48;1;;2;16;4;;1;1;;;;;;;;;;1;;2;;2;1;1;98;98;6031;60;44;44;687.798.302.471.369
642863;1;1;70;8;48;1;;2;8;1;;8;8;;;;;;;;;;1;;2;;2;1;1;39;32;4100;41;44;44;60.998.237.964.375
642868;1;4;70;16;48;1;;2;20;1;;2;1;;;;;;;;;;1;;2;;2;1;1;59;57;9302;93;44;44;49.981.125.451.193
642869;1;4;70;20;48;2;;1;;;.;;;.;.;;;;;;;;;.;;;;1;1;19;;;;44;44;608.618.047.702.277
642873;1;6;70;4;36;1;;1;;;.;;;.;.;;;;;;;;;.;;;;1;1;45;;;;44;44;64.595.020.970.441
642874;1;5;70;40;48;1;;2;40;1;;9;1;;;;;;;;;;1;;2;;2;1;1;32;32;8512;85;44;44;36.343.024.658.409
642882;1;5;70;48;48;1;;1;;;.;;;.;.;;;;;;;;;.;;;;1;1;33;;;;44;44;564.413.234.783.558
642888;1;4;70;24;48;1;;2;24;1;;9;1;;;;;;;;;;1;;2;;2;1;1;39;98;4521;45;44;44;346.911.326.307.751
642893;1;1;70;12;48;1;;2;12;4;;1;8;;;;;;;;;;1;;2;;2;1;1;58;98;6031;60;44;44;556.166.547.221.959
642895;1;1;70;48;48;1;;2;16;4;;6;2;;;;;;;;;;1;;2;;2;1;1;2;2;4530;45;44;44;491.564.566.950.332
642901;1;1;70;24;40;1;;2;96;1;;9;1;;;;;;;;;;1;;2;;2;1;1;55;55;8012;80;44;44;636.869.576.058.738
642902;1;1;70;12;40;1;;2;12;1;;7;1;;;;;;;;;;1;;1;100000;2;1;1;95;58;8012;80;44;44;506.597.772.676.772
642902;1;3;70;2;40;3;;1;;;.;;;.;.;;;;;;;;;.;;;;1;1;54;;;;44;44;506.597.772.676.772
642911;1;3;70;26;50;4;;2;26;1;;7;4;;;;;;;;;;1;;2;;2;1;1;98;77;1530;15;44;44;369.630.579.904.362
642912;1;1;70;13;48;2;;2;21;1;;7;1;;;;;;;;;;1;;2;;2;1;1;19;19;7491;74;44;44;604.503.872.072.504
642915;1;2;70;2;40;3;;2;96;1;;4;8;;;;;;;;;;1;;2;;2;1;1;54;53;5521;55;44;44;554.680.832.672.061
642915;1;3;70;4;60;4;;1;;;.;;;.;.;;;;;;;;;.;;;;1;1;98;;;;44;44;554.680.832.672.061
642936;1;6;70;16;48;1;;2;22;2;;9;3;;;;;;;;;;1;;2;;2;1;1;3;3;8511;85;44;44;466.037.322.402.789
642942;1;2;70;48;40;1;;2;137;1;;7;1;;;;;;;;;;1;;2;;2;1;1;32;32;8012;80;44;44;662.396.820.606.281
642948;1;2;70;2;40;4;;2;2;4;;2;8;;;;;;;;;;1;;1;20000;2;1;1;95;95;4521;45;44;44;676.100.893.137.839
642948;1;3;70;4;40;3;;2;12;3;;1;1;;;;;;;;;;1;;2;;2;1;1;54;54;9500;95;44;44;676.100.893.137.839
642950;1;3;70;3;16;1;;1;;;.;;;.;.;;;;;;;;;.;;;;1;1;37;;;;44;44;731.025.497.313.922
642951;1;2;70;4;48;1;;2;8;1;;8;1;;;;;;;;;;1;;2;;2;1;1;58;97;5211;52;44;44;645.945.829.630.381
642952;1;2;70;8;40;1;;2;48;1;;2;2;;;;;;;;;;1;;2;;2;1;1;32;32;7411;74;44;44;569.421.929.369.767
642955;1;2;70;4;40;2;;1;;;.;;;.;.;;;;;;;;;.;;;;1;1;44;;;;44;44;556.166.547.221.959
642958;1;2;70;56;40;1;;2;56;3;;1;1;;;;;;;;;;1;;2;;2;1;1;79;54;9500;95;44;44;103.397.521.726.637
642958;1;4;70;12;40;1;;2;12;1;;2;1;;;;;;;;;;1;;2;;2;1;1;45;45;5233;52;44;44;103.397.521.726.637
642964;1;1;70;16;48;1;;2;20;4;;1;1;;;;;;;;;;1;;2;;2;1;1;58;98;6031;60;44;44;312.145.753.764.949
642967;1;2;70;8;48;1;;2;16;2;;9;1;;;;;;;;;;1;;2;;2;1;1;6;6;8511;85;44;44;390.735.314.710.266
642975;1;4;70;1;40;4;;2;2;4;;1;1;;;;;;;;;;1;;1;150000;2;1;1;54;54;8532;85;44;44;57.701.684.846.554
642976;1;1;70;16;48;1;;2;16;4;;1;4;;;;;;;;;;1;;2;;2;1;1;98;98;6021;60;44;44;62.361.419.391.093
642977;1;2;70;4;40;1;;2;48;4;;1;1;;;;;;;;;;1;;2;;2;1;1;98;98;6042;60;44;44;727.258.242.785.688
642979;1;1;70;48;40;3;;2;48;3;;1;4;;;;;;;;;;1;;2;;2;1;1;54;54;9500;95;44;44;368.714.840.843.743
642979;1;2;70;8;40;4;;2;16;8;;4;4;;;;;;;;;;1;;2;;2;1;1;95;62;115;1;44;44;368.714.840.843.743
642980;1;5;70;12;40;4;;2;12;4;;2;4;;;;;;;;;;1;;2;;2;1;1;95;95;4530;45;44;44;330.455.553.028.191
642985;1;2;70;48;40;1;;1;;;.;;;.;.;;;;;;;;;.;;;;1;1;59;;;;44;44;561.827.010.273.994
642986;1;1;70;5;60;4;;2;7;4;;1;1;;;;;;;;;;1;;2;;2;1;1;45;45;5221;52;44;44;950.744.176.194.127
642989;1;2;70;12;48;1;;2;240;3;;1;1;;;;;;;;;;1;;2;;2;1;1;45;54;9500;95;44;44;587.067.160.585.612
642993;1;2;70;50;40;1;;2;77;1;;6;1;;;;;;;;1;;;;2;;2;1;1;55;55;8045;80;44;44;581.656.692.740.443
642998;1;2;70;96;40;2;;2;96;2;;9;2;;;;;;;;;;1;;2;;2;1;1;13;13;8043;80;44;44;419.108.225.675.152
643000;1;3;70;20;44;4;;2;27;2;;9;6;;;;;;;;;;1;;2;;2;1;1;98;37;7512;75;44;44;419.108.225.675.152
643011;1;3;70;104;40;1;;1;;;.;;;.;.;;;;;;;;;.;;;;1;1;12;;;;44;44;773.125.404.373.336
643014;1;1;70;14;50;3;;2;15;3;;1;1;;;;;;;;;;1;;2;;2;1;1;54;54;9500;95;44;44;446.672.735.709.107
643014;1;2;70;84;40;1;;1;;;.;;;.;.;;;;;;;;;.;;;;1;1;84;;;;44;44;446.672.735.709.107
643014;1;3;70;96;40;4;;2;96;4;;3;1;;;;;;;;;;1;;2;;2;1;1;17;17;9219;92;44;44;446.672.735.709.107
643015;1;1;70;4;30;3;;2;50;3;;1;1;;;;;;;;;;1;;2;;2;1;1;54;54;9500;95;44;44;833.050.441.341.002
643019;1;1;70;3;60;4;;2;4;1;;4;1;;;;;;;;;;1;;1;410000;2;1;1;41;45;5235;52;44;44;706.480.250.916.575
643020;1;4;70;8;40;3;;2;8;3;;1;8;;;;;;;;;;1;;2;;2;1;1;54;54;9500;95;44;44;698.957.641.195.269
643020;1;5;70;1;40;3;;2;6;3;;1;4;;;;;;;;;;1;;2;;2;1;1;54;54;9500;95;44;44;698.957.641.195.269
643021;1;2;70;16;40;3;;2;112;3;;1;1;;;;;;;;;;1;;1;10000;2;1;1;54;54;9500;95;44;44;728.358.752.745.353
643022;1;2;70;16;44;2;;2;18;1;;5;4;;;;;;;;1;;;;2;;1;1;1;13;13;8043;80;44;44;622.128.479.361.031
643022;1;4;70;4;40;1;;1;;;.;;;.;.;;;;;;;;;.;;;;1;1;45;;;;44;44;622.128.479.361.031
643025;1;3;70;150;48;1;;2;150;1;;2;1;;;;;;;;1;;;;2;;2;1;1;33;21;6421;64;47;47;132.892.474.622.522
643026;1;3;70;150;48;1;;2;150;1;;3;4;;;;;;;;;;1;;2;;2;1;1;44;42;5241;52;47;47;685.562.789.280.361
643029;1;4;70;104;48;1;;2;104;4;;2;4;;;;;;;;;;1;;2;;2;1;1;45;57;9302;93;47;47;149.665.125.074.681
643041;1;3;70;75;48;1;;2;75;9;ORGANIZACION  NO  GUBERNAMENTAL;6;3;;;;;;;;;;1;;2;;2;1;1;21;19;8532;85;47;47;115.154.326.327.216
643057;1;3;70;18;40;1;;2;78;1;;9;4;;;;;;;;;;1;;2;;1;1;1;19;19;7491;74;47;47;646.379.567.905.579
643062;1;2;70;16;40;1;;2;16;1;;3;1;;;;;;;;;;1;;2;;2;1;1;45;45;5233;52;47;47;910.043.532.146.238
643062;1;3;70;6;40;1;;2;6;1;;3;4;;;;;;;;;;1;;2;;2;1;1;45;45;5235;52;47;47;910.043.532.146.238
643069;1;4;70;24;48;1;;2;24;1;;9;2;;;;;;;;;;1;;2;;2;1;1;19;19;7491;74;47;47;727.177.013.893.777
643070;1;2;70;104;48;4;;2;104;5;;2;4;;;;;;;;;;1;;2;;2;1;1;41;41;5243;52;47;47;135.673.788.778.416
643071;1;2;70;12;48;1;;1;;;.;;;.;.;;;;;;;;;.;;;;1;1;45;;;;47;47;140.113.007.836.783
643073;1;3;70;2;48;1;;1;;;.;;;.;.;;;;;;;;;.;;;;1;1;45;;;;47;47;143.476.824.358.338
643073;1;5;70;48;48;1;;2;104;1;;9;1;;;;;;;;;;1;;2;;2;1;1;32;33;6022;60;47;47;143.476.824.358.338
643074;1;3;70;2;48;1;;2;2;1;;2;1;;;;;;;;;;1;;1;461500;2;1;1;45;45;5235;52;47;47;90.755.622.648.905
643078;1;2;70;8;48;1;;2;8;4;;1;4;;;;;;;;;;1;;2;;2;1;1;15;45;5231;52;47;47;137.392.822.048.942
643081;1;3;70;32;48;2;;2;32;2;;9;1;;;;;;;;;;1;;2;;2;1;1;58;58;7524;75;47;47;233.992.889.303.257
643082;1;6;70;52;48;1;;2;52;4;;9;1;;;;;;;;;;1;;2;;2;1;1;13;30;9233;92;47;47;158.184.543.533.809
643085;1;5;70;52;52;1;;2;104;1;;5;4;;;;;;;;;;1;;2;;2;1;1;45;45;5233;52;47;47;124.783.945.104.744
643088;1;10;70;36;48;1;;1;;;.;;;.;.;;;;;;;;;.;;;;1;1;45;;;;47;47;103.388.867.316.506
643088;1;11;70;42;48;1;;2;380;1;;9;1;;;;;;;;;;1;;2;;2;1;1;97;97;4010;40;47;47;103.388.867.316.506
643090;1;2;70;8;48;4;;2;8;4;;1;1;;;;;;;;;;1;;2;;2;1;1;95;95;4521;45;47;47;184.333.924.823.267
643096;1;1;70;13;40;1;;2;13;4;;1;8;;;;;;;;;;1;;2;;2;1;1;85;85;4542;45;47;47;135.982.023.903.578
643097;1;1;70;50;48;1;;2;16;4;;2;4;;;;;;;;;;1;;2;;2;1;1;39;17;9214;92;47;47;133.763.726.174.328
643099;1;2;70;52;48;1;;2;36;1;;6;4;;;;;;;;;;1;;2;;2;1;1;54;54;5511;55;47;47;736.791.473.405.435
643103;1;2;70;48;48;1;;2;96;4;;1;6;;;;;;;;;;1;;2;;2;1;1;8;8;6422;64;47;47;871.656.787.751.486
643110;1;3;70;48;48;3;;2;96;3;;1;1;;;;;;;;;;1;;2;;2;1;1;54;54;9500;95;47;47;646.804.284.991.508
643117;1;4;70;36;48;1;;1;;;.;;;.;.;;;;;;;;;.;;;;1;1;45;;;;47;47;147.012.707.950.752
643117;1;5;70;48;48;3;;1;;;.;;;.;.;;;;;;;;;.;;;;1;1;54;;;;47;47;147.012.707.950.752
643119;1;2;70;36;48;1;;2;48;1;;9;4;;;;;;;;;;1;;2;;2;1;1;37;37;8511;85;47;47;110.419.759.179.731
643120;1;4;70;96;48;1;;1;;;.;;;.;.;;;;;;;;;.;;;;1;1;32;;;;47;47;147.544.956.087.131
643128;1;2;70;36;48;1;;2;40;1;;9;2;;;;;;;;;;1;;2;;2;1;1;39;32;8511;85;47;47;138.913.624.727.507
643136;1;1;70;96;48;1;;2;96;1;;9;1;;;;;;;;;;1;;2;;2;1;1;21;45;5211;52;47;47;12.596.813.335.235
643143;1;2;70;96;48;1;;2;144;1;;9;1;;;;;;;;;;1;;2;;2;1;1;21;21;8511;85;47;47;8.423.407.795.122
643144;1;2;70;48;48;1;;2;50;1;;9;1;;;1;;;;;;;;;2;;2;1;1;6;6;8511;85;47;47;736.791.473.405.435
643156;1;1;70;12;48;1;;2;12;4;;1;2;;;;;;;;;;1;;2;;2;1;1;58;85;5272;52;47;47;144.072.315.203.754
643160;1;2;70;104;48;1;;2;30;3;;1;1;;;;;;;;;;1;;2;;2;1;1;59;59;9500;95;47;47;14.762.643.701.377
643164;1;5;70;8;48;1;;2;8;1;;9;1;;;;;;;;;;1;;2;;2;1;1;32;44;6512;65;47;47;963.107.067.590.387
643165;1;3;70;52;48;1;;2;52;1;;2;3;;;;;;;;;;1;;2;;2;1;1;98;98;6112;61;47;47;167.680.835.283.876
643170;1;2;70;4;48;1;;2;24;1;;4;3;;;;;;;;;;1;;2;;2;1;1;21;11;7412;74;47;47;129.016.624.193.636
643173;1;5;70;12;48;1;;2;13;1;;9;3;;;;;;;;;;1;;2;;2;1;1;39;2;4530;45;47;47;12.622.326.685.667
643174;1;8;70;5;48;1;;2;36;4;;1;4;;;;;;;;;;1;;2;;2;1;1;53;98;6031;60;47;47;986.543.001.690.213
643177;1;4;70;16;48;3;;2;16;3;;1;3;;;;;;;;;;1;;2;;2;1;1;54;54;9500;95;47;47;368.226.803.655.477
643180;1;3;70;20;48;1;;2;16;1;;3;1;;;;;;;;;;1;;2;;2;1;1;53;53;5529;55;47;47;115.409.459.831.535
643180;1;4;70;24;48;1;;2;40;4;;1;1;;;;;;;;;;1;;2;;2;1;1;3;59;6340;63;47;47;115.409.459.831.535
643181;1;1;70;1;60;4;;2;1;4;;1;3;;;;;;;;;;1;;1;450000;2;1;1;95;95;4521;45;47;47;115.154.326.327.216
643186;1;3;70;3;48;1;;2;4;1;;9;3;;;;;;;;;;1;;2;;2;1;1;45;55;5125;51;47;47;102.208.834.952.059
643193;1;5;70;52;48;1;;2;52;1;;5;1;;;;;;;;;;1;;2;;2;1;1;32;32;5125;51;47;47;436.532.704.888.923
643203;1;1;70;13;48;2;;2;13;2;;9;4;;;;;;;;;;1;;2;;2;1;1;13;30;7512;75;47;47;152.153.814.580.861
643203;1;2;70;52;48;2;;2;52;2;;9;4;;;;;;;;;;1;;2;;2;1;1;32;17;8531;85;47;47;152.153.814.580.861
643207;1;4;70;4;30;3;;2;20;3;;2;1;;;;;;;;;;1;;2;;2;1;1;54;54;9500;95;47;47;322.789.438.240.689
643209;1;1;70;52;48;1;;2;52;4;;1;4;;;;;;;;;;1;;2;;2;1;1;55;56;9301;93;47;47;138.015.343.035.029
643215;1;2;70;52;48;1;;2;104;1;;3;4;;;;;;;;;;1;;2;;2;1;1;53;53;5521;55;47;47;151.765.100.342.817
643215;1;4;70;13;48;2;;2;13;4;;1;1;;;;;;;;;1;;ES   PENIONADA  DEL  EJERCITO;2;;2;1;1;55;45;5262;52;47;47;151.765.100.342.817
643215;1;8;70;52;48;1;;2;104;1;;4;4;;;;;;;;;;1;;2;;2;1;1;45;53;5521;55;47;47;151.765.100.342.817
643224;1;2;70;24;48;3;;2;24;3;;1;1;;;;;;;;;;1;;2;;2;1;1;54;54;9500;95;47;47;263.059.240.802.169
643226;1;4;70;4;48;1;;1;;;.;;;.;.;;;;;;;;;.;;;;1;1;59;;;;47;47;133.517.384.593.078
643227;1;3;70;52;30;1;;1;;;.;;;.;.;;;;;;;;;.;;;;1;1;13;;;;47;47;109.977.397.633.366
643227;1;4;70;62;40;1;;2;260;1;;9;1;;;;;;;;;1;;ESTUDIANDO;2;;2;1;1;33;44;6421;64;47;47;109.977.397.633.366
643232;1;2;70;104;48;1;;2;13;4;;1;1;;;;;;;;;;1;;2;;2;1;1;39;59;9219;92;47;47;986.188.910.783.027
643240;1;3;70;60;40;1;;2;240;1;;9;4;;;;;;;;;;1;;2;;2;1;1;58;58;8512;85;47;47;478.568.555.681.713
643254;2;6;70;5;48;4;;2;20;4;;4;4;;;;;;;;;;1;;2;;2;1;1;95;95;4521;45;47;47;416.161.376.780.701
643258;1;3;70;4;48;1;;2;6;1;;8;4;;;;;;;;;;1;;2;;2;1;1;53;95;4521;45;47;47;131.126.823.828.598
643259;1;1;70;2;48;4;;2;2;4;;4;4;;;;;;;;;;1;;1;160000;2;1;1;95;95;4521;45;47;47;330.295.325.705.931
643261;1;3;70;4;40;1;;2;4;4;;1;2;;;;;;;;;;1;;2;;2;1;1;95;95;4521;45;47;47;14.290.636.517.375
643267;1;3;70;5;48;1;;2;20;1;;4;4;;;;;;;;;;1;;2;;2;1;1;32;55;5237;52;47;47;556.675.032.927.305
643273;1;8;70;12;48;1;;2;48;1;;9;4;;;;;;;;;;1;;2;;2;1;1;33;45;5211;52;47;47;646.379.567.905.579
643310;1;2;70;7;48;1;;2;7;1;;3;4;;;;;;;;;;1;;2;;2;1;1;33;33;5141;51;50;50;129.211.524.031.909
643311;1;1;70;4;60;1;;2;4;4;;1;2;;;;;1;;;;;;;1;600000;2;1;1;95;61;117;1;50;50;1.228.757.463.327
643327;1;1;70;13;30;1;;2;26;1;;5;1;;;;;;;;;;1;;2;;2;1;1;45;32;6601;66;50;50;18.027.614.912.021
643337;1;4;70;3;48;1;;2;6;1;;3;1;;;;;;;;;;1;;2;;2;1;1;53;53;5530;55;50;50;110.743.937.438.368
643351;1;4;70;8;48;1;;2;8;1;;8;4;;;;;;;;;;1;;2;;2;1;1;45;59;5239;52;50;50;126.569.164.644.227
643354;1;1;70;12;48;1;;2;12;1;;2;2;;;;;;;;;;1;;2;;2;1;1;95;97;5125;51;50;50;181.436.378.089.224
643356;1;3;70;1;48;1;;2;8;1;;9;2;;;;;;;;;;1;;2;;2;1;1;39;39;8511;85;50;50;157.738.726.420.265
643364;1;1;70;3;90;4;;2;48;4;;1;1;;;;;;;;;;1;;2;;2;1;1;98;98;6031;60;50;50;936.848.965.505.338
643368;1;3;70;8;60;1;;2;20;1;;4;2;;;;;;;;;;1;;2;;2;1;1;39;95;4521;45;50;50;132.305.880.722.924
643370;1;2;70;30;48;1;;2;30;1;;2;1;;;;;;;;;;1;;2;;2;1;1;53;50;5529;55;50;50;156.161.847.788.274
643378;1;2;70;2;48;1;;2;108;1;;5;1;;;;;;;;;;1;;2;;2;1;1;33;33;9191;91;50;50;886.342.184.945.914
643379;1;6;70;4;48;1;;2;6;4;;1;1;;;;;;;;;;1;;2;;2;1;1;85;84;5272;52;50;50;121.802.168.023.723
643388;1;3;70;12;48;1;;1;;;.;;;.;.;;;;;;;;;.;;;;1;1;45;;;;50;50;108.165.708.996.701
643392;1;2;70;3;60;4;;1;;;.;;;.;.;;;;;;;;;.;;;;1;1;51;;;;50;50;114.743.280.225.168
643399;1;5;70;3;48;1;;2;4;1;;4;1;;;;;;;;;;1;;2;;2;1;1;58;58;7492;74;50;50;142.855.065.054.222
643402;1;2;70;12;48;1;;2;12;4;;9;1;;;;;;;;;;1;;2;;2;1;1;45;55;8511;85;50;50;295.731.159.280.434
643421;1;1;70;8;44;1;;2;42;1;;3;2;;;;;;;;;;1;;2;;2;1;1;95;95;4521;45;50;50;117.194.010.025.045
643423;1;1;70;16;48;1;;2;16;4;;6;1;;;;;;;;;;1;;2;;2;1;1;3;11;7512;75;50;50;54.710.231.244.962
643423;1;2;70;3;35;2;;2;4;4;;9;2;;;;;;;;;;1;;2;;2;1;1;13;30;7512;75;50;50;54.710.231.244.962
643425;1;4;70;104;40;1;;2;64;4;;9;1;;;;;;;;;;1;;2;;2;1;1;32;39;8060;80;50;50;99.198.219.126.984
643427;1;1;70;2;30;1;;2;3;1;;3;5;;;;;;;;;;1;;1;240000;2;1;1;55;55;7020;70;50;50;170.185.847.101.517
643443;1;3;70;1;48;1;;2;26;1;;9;2;;;;;;;;;;1;;2;;2;1;1;45;45;5135;51;50;50;131.175.598.206.672
643445;1;1;70;104;48;1;;2;104;1;;3;2;;;;;;;;;;1;;2;;2;1;1;53;45;5261;52;50;50;122.622.898.710.249
643447;1;6;70;104;48;1;;2;104;1;;5;4;;;;;;;;;;1;;2;;2;1;1;45;40;5233;52;50;50;127.295.366.136.929
643447;1;7;70;12;48;1;;2;52;4;;1;4;;;;;;;;;;1;;2;;2;1;1;37;85;5272;52;50;50;127.295.366.136.929
643452;1;1;70;52;48;1;;2;52;4;;1;8;;;1;;;;;;;;;1;200000;2;1;1;3;93;4552;45;50;50;140.897.899.957.606
643454;1;4;70;4;48;1;;2;8;3;;1;1;;;;;;;;;;1;;2;;2;1;1;98;98;9500;95;50;50;115.187.524.718.665
643454;1;5;70;4;48;1;;2;5;1;;9;1;;;;;;;;;;1;;2;;2;1;1;58;58;6421;64;50;50;115.187.524.718.665
643474;1;1;70;12;48;4;;2;1;4;;1;1;;;;;;;;;;1;;2;;2;1;1;98;98;6042;60;50;50;11.587.356.274.142
643474;1;3;70;52;48;4;;2;52;4;;1;4;;;;;;;;;;1;;2;;2;1;1;98;98;6042;60;50;50;11.587.356.274.142
643481;1;2;70;4;48;1;;2;10;3;;1;8;;;;;;;;;;1;;2;;2;1;1;53;54;9500;95;50;50;122.606.357.972.921
643482;1;3;70;20;48;1;;2;20;1;;6;4;;;;;;;;;;1;;2;;2;1;1;95;53;1551;15;50;50;132.305.880.722.924
643484;1;2;70;14;40;2;;2;24;1;;7;4;;;;;;;;;;1;;2;;2;1;1;13;13;8043;80;50;50;127.657.036.028.863
643494;1;2;70;8;30;2;;2;16;2;;6;1;;;;;;;;;;1;;2;;2;1;1;5;5;7512;75;50;50;600.740.267.542.782
643505;1;2;70;6;48;1;;2;6;1;;6;4;;;;;;;;;;1;;1;800000;2;1;1;21;21;8511;85;52;52;107.215.619.290.946
643506;1;1;70;24;48;4;;2;24;4;;1;1;;;;;;;;;;1;;1;100000;2;1;1;98;98;6031;60;52;52;125.079.813.120.233
643509;1;3;70;18;48;2;;2;108;4;;9;1;;;;;;;;;;1;;2;;2;1;1;58;34;4010;40;52;52;111.838.982.842.585
643510;1;1;70;54;48;4;;2;54;4;;9;7;;;;;;;;;;1;;2;;2;1;1;58;59;7512;75;52;52;149.119.790.048.353
643511;1;1;70;8;48;1;;2;20;1;;5;4;;;;;;;;;;1;;2;;2;1;1;21;21;9241;92;52;52;11.979.029.789.632
643514;1;4;70;12;48;1;;2;12;1;;3;1;;;;;;;;;;1;;1;30000;2;1;1;37;37;5252;52;52;52;115.752.185.894.284
643518;1;2;70;12;48;1;;2;8;1;;2;1;;;;;;;;;;1;;1;200000;2;1;1;79;79;1810;18;52;52;122.970.270.816.013
643521;1;2;70;54;48;4;;1;;;.;;;.;.;;;;;;;;;.;;;;1;1;98;;;;52;52;138.558.499.866.952
643531;1;2;70;2;48;1;;2;2;1;;9;2;;;;;;;;;;1;;1;360000;2;1;1;45;45;5211;52;52;52;173.026.525.590.446
643533;1;3;70;12;72;1;;2;12;1;;2;1;;;;;;;;;;1;;2;;2;1;1;53;53;5521;55;52;52;117.088.605.824.836
643533;1;6;70;16;48;1;;2;16;1;;4;8;;;;;;;;;;1;;2;;2;1;1;37;99;5020;50;52;52;117.088.605.824.836
643533;1;7;70;12;48;1;;2;12;1;;2;8;;;;;;;;;;1;;2;;2;1;1;95;58;6331;63;52;52;117.088.605.824.836
643539;1;2;70;8;48;1;;2;12;1;;2;4;;;;;;;;;;1;;2;;2;1;1;44;45;5233;52;52;52;128.133.693.090.833
643544;1;1;70;12;48;5;;2;60;2;;9;9;PENSION;;;;1;;;;;;;2;;2;1;1;21;33;7530;75;52;52;661.824.882.508.468
643544;1;3;70;12;48;1;;2;12;4;;9;4;;;;;;;;;;1;;2;;2;1;1;32;33;6421;64;52;52;661.824.882.508.468
643551;1;4;70;12;48;1;;2;12;3;;1;2;;;;;;;;;;1;;2;;2;1;1;45;54;9500;95;52;52;117.205.034.312.035
643551;3;1;70;12;48;1;;2;2;1;;4;6;;;;;;;;;;1;;1;461500;2;1;1;58;58;8043;80;52;52;117.205.034.312.035
643564;1;3;70;26;48;1;;2;6;1;;9;7;;;;;;;;;;1;;2;;2;1;1;5;5;7310;73;52;52;10.046.659.638.083
643566;1;3;70;1;48;1;;2;12;1;;5;1;;;;;;;;;;1;;2;;2;1;1;45;45;5233;52;52;52;191.468.836.464.972
643568;1;7;70;1;48;1;;2;3;1;;2;4;;;;;;;;;;1;;2;;2;1;1;34;45;5233;52;52;52;777.907.308.924.652
643569;1;2;70;8;50;4;;2;72;1;;2;1;;;;;;;;;;1;;2;;2;1;1;77;53;5521;55;52;52;135.478.573.312.614
643569;1;3;70;4;30;1;;2;34;8;;6;1;;;;;;;;;;1;;2;;2;1;1;77;62;111;1;52;52;135.478.573.312.614
643570;1;2;70;13;60;4;;2;60;1;;5;8;;;;;;;;;;1;;2;;2;1;1;57;33;5211;52;52;52;19.836.884.102.754
643573;1;3;70;4;40;1;;1;;;.;;;.;.;;;;;;;;;.;;;;1;1;33;;;;52;52;160.891.396.292.797
643574;1;2;70;3;48;1;;2;3;4;;1;1;;;;;;;;;;1;;2;;2;1;1;37;93;4552;45;52;52;815.510.920.603.752
643580;1;2;70;3;48;1;;1;;;.;;;.;.;;;;;;;;;.;;;;1;1;53;;;;52;52;187.555.633.413.272
643581;1;2;70;13;48;1;;2;48;1;;2;7;;;;;;;;;;1;;2;;2;1;1;53;45;5030;50;52;52;144.596.472.862.069
643581;1;3;70;4;48;1;;2;13;1;;2;7;;;;;;;;;;1;;2;;2;1;1;45;38;6421;64;52;52;144.596.472.862.069
643583;1;1;70;60;48;4;;2;60;2;;9;4;;;;;;;;;;1;;2;;2;1;1;5;5;7513;75;52;52;153.991.391.730.229
643586;1;1;70;13;48;3;;2;13;1;;2;4;;;;;;;;;;1;;2;;2;1;1;54;45;5211;52;52;52;131.658.495.304.384
643588;1;1;70;5;40;3;;2;5;3;;1;1;;;;;;;;;;1;;2;;2;1;1;54;55;9500;95;52;52;143.526.692.712.448
643599;1;9;70;13;48;1;;2;13;1;;5;1;;;;;;;;;;1;;2;;2;1;1;13;13;8532;85;52;52;157.273.058.064.136
643600;1;4;70;1;60;4;;2;3;1;;6;1;;;;;;;;;;1;;2;;2;1;1;38;45;9219;92;52;52;127.635.397.759.067
