DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;P7495;P7500;P7500S1;P7500S2;P7500S3A1;P7500S2A1;P7500S1A1;P7500S3;P7505;P7510S3;P7510S6;P7510S2A1;P7510S6A1;P7510S5A1;P7510S3A1;P7510S1A1;P7510S5;P7510S1;P7510S2;CLASE;P7510S7A1;P7510S7;DPTO;fex_c_2011
914821;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;18;518.229.409.841.789
914822;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;18;460.337.443.579.841
914823;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;18;200.757.721.917.389
914823;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;18;200.757.721.917.389
914823;1;3;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;18;200.757.721.917.389
914823;1;4;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;18;200.757.721.917.389
914827;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;18;404.850.261.271.256
914828;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;18;356.761.616.911.181
914828;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;18;356.761.616.911.181
914830;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;18;325.491.157.994.952
914830;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;18;325.491.157.994.952
914832;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;18;404.850.261.271.256
914833;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;18;478.051.814.972.311
914833;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;18;478.051.814.972.311
914836;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;18;604.000.136.659.308
914836;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;18;604.000.136.659.308
914836;1;3;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;18;604.000.136.659.308
914836;1;4;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;18;604.000.136.659.308
914836;1;5;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;18;604.000.136.659.308
914840;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;18;322.156.340.558.473
914841;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;18;336.528.598.973.853
914843;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;18;513.682.456.982.713
914843;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;18;513.682.456.982.713
914843;1;3;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;18;513.682.456.982.713
914843;1;4;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;18;513.682.456.982.713
914844;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;18;518.229.409.841.789
914844;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;18;518.229.409.841.789
914847;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;18;542.136.328.822.392
914847;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;18;542.136.328.822.392
914847;1;3;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;18;542.136.328.822.392
914849;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;18;460.337.443.579.841
914850;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;18;239.753.064.836.771
914850;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;18;239.753.064.836.771
914851;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;18;123.021.073.825.917
914851;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;18;123.021.073.825.917
914852;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;18;174.888.756.215.438
914852;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;18;174.888.756.215.438
914852;1;3;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;18;174.888.756.215.438
914852;1;4;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;18;174.888.756.215.438
914853;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;18;121.908.131.631.603
914853;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;18;121.908.131.631.603
914853;1;3;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;18;121.908.131.631.603
914853;1;4;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;18;121.908.131.631.603
914853;1;5;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;18;121.908.131.631.603
914853;1;6;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;18;121.908.131.631.603
914853;1;7;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;18;121.908.131.631.603
914904;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;18;404.850.261.271.256
914905;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;18;339.863.416.410.331
914905;1;3;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;18;339.863.416.410.331
914906;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;18;355.859.285.900.336
914906;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;18;355.859.285.900.336
914906;1;3;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;18;355.859.285.900.336
914906;1;4;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;18;355.859.285.900.336
914907;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;18;305.856.385.474.554
914907;1;2;1;95;2;;;;;;;;1;2;2;;;;;800000;2;1;2;2;;2;18;305.856.385.474.554
914908;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;18;239.753.064.836.771
914908;1;2;1;95;2;;;;;;;;1;2;2;;;300000;;900000;1;1;2;2;;2;18;239.753.064.836.771
914909;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;18;237.534.723.177.151
914909;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;18;237.534.723.177.151
914911;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;18;374.178.047.771.958
914911;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;18;374.178.047.771.958
914913;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;18;393.812.820.292.355
914913;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;18;393.812.820.292.355
914914;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;18;438.560.502.153.731
914914;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;18;438.560.502.153.731
914914;1;3;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;18;438.560.502.153.731
914914;1;4;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;18;438.560.502.153.731
914918;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;18;337.126.844.390.783
914918;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;18;337.126.844.390.783
914920;1;1;1;95;2;;;;;;;;1;2;2;;;5000000;;;1;2;2;2;;2;18;325.491.157.994.952
914920;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;18;325.491.157.994.952
914921;1;1;1;95;2;;;;;;;;1;2;2;;;10000000;;;1;2;2;2;;2;18;460.337.443.579.841
914922;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;18;415.590.912.196.856
914922;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;18;415.590.912.196.856
914922;1;3;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;18;415.590.912.196.856
914925;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;18;376.396.389.431.578
914925;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;18;376.396.389.431.578
914926;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;18;325.491.157.994.952
914926;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;18;325.491.157.994.952
914928;1;1;1;95;2;;;;;;;;1;2;2;;;5000000;;;1;2;2;2;;2;18;49.435.177.005.623
914929;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;18;288.439.954.613.777
914929;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;18;288.439.954.613.777
914931;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;18;44.930.000.260.094
914931;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;18;44.930.000.260.094
914933;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;18;25.383.467.826.107
914938;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;18;302.521.568.038.076
914939;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;18;380.978.340.303.536
914939;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;18;380.978.340.303.536
914941;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;18;390.478.002.855.877
914942;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;18;356.761.616.911.181
914942;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;18;356.761.616.911.181
914944;1;1;1;95;2;;;;;;;;1;2;2;;;3000000;;3700000;1;1;2;2;;2;18;362.024.131.016.198
914944;1;2;1;95;2;;;;;;;;1;2;2;;;;;800000;2;1;2;2;;2;18;362.024.131.016.198
914946;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;18;393.812.820.292.355
914946;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;18;393.812.820.292.355
914947;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;18;551.031.600.895.581
914947;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;18;551.031.600.895.581
914947;1;3;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;18;551.031.600.895.581
914947;1;4;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;18;551.031.600.895.581
914947;1;5;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;18;551.031.600.895.581
914950;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;18;304.739.909.697.696
914951;1;1;1;95;2;;;;;;;;1;2;2;;;3000000;;;1;2;2;2;;2;18;398.692.711.696.006
914951;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;18;398.692.711.696.006
914951;1;3;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;18;398.692.711.696.006
914954;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;18;553.173.769.801.293
914954;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;18;553.173.769.801.293
914958;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;18;531.396.828.375.184
914958;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;18;531.396.828.375.184
914958;1;3;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;18;531.396.828.375.184
914958;1;4;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;18;531.396.828.375.184
914958;1;5;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;18;531.396.828.375.184
914961;1;1;1;95;2;;;;;;;;1;2;2;;;;;3600000;2;1;2;2;;2;18;294.300.714.135.725
914961;1;2;1;95;2;;;;;;;;1;2;2;;;;;1500000;2;1;2;2;;2;18;294.300.714.135.725
914961;1;3;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;18;294.300.714.135.725
914963;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;18;426.628.353.175.757
914963;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;18;426.628.353.175.757
914965;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;18;239.753.064.836.771
914965;1;2;1;95;2;;;;;;;;1;2;2;;;;;1700000;2;1;2;2;;2;18;239.753.064.836.771
914968;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;18;305.856.385.474.554
914968;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;18;305.856.385.474.554
914969;1;1;1;95;1;;2;2;100000;;;1;1;2;2;;;;;1000000;2;1;2;2;;2;18;370.843.230.335.479
914971;1;1;1;95;2;;;;;;;;1;2;2;;;;;2700000;2;1;2;2;;2;18;282.886.795.517.678
914973;1;1;1;95;2;;;;;;;;1;2;2;;;;;;2;2;2;2;8000000;1;18;446.263.125.696.154
914973;1;2;1;95;2;;;;;;;;1;2;2;;;;;780000;2;1;2;2;;2;18;446.263.125.696.154
914976;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;18;518.229.409.841.789
914976;1;2;1;95;2;;;;;;;;1;2;2;;;1800000;;950000;1;1;2;2;;2;18;518.229.409.841.789
914977;1;1;1;95;2;;;;;;;;1;2;2;;;1100000;;600000;1;1;2;2;;2;18;518.229.409.841.789
914977;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;18;518.229.409.841.789
914982;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;18;404.850.261.271.256
914984;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;18;460.337.443.579.841
914985;1;1;1;95;1;;2;2;150000;;;1;1;2;2;;;;;1000000;2;1;2;2;;2;18;414.992.666.779.925
914985;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;18;414.992.666.779.925
914987;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;18;257.169.495.697.548
914987;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;18;257.169.495.697.548
914990;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;18;268.583.414.315.595
914990;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;18;268.583.414.315.595
914990;1;3;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;18;268.583.414.315.595
914990;1;4;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;18;268.583.414.315.595
914993;1;1;1;95;2;;;;;;;;1;2;2;;;3200000;;;1;2;2;2;4000000;1;18;483.314.329.077.329
914993;1;2;1;95;2;;;;;;;;1;2;2;;;;;800000;2;1;2;2;;2;18;483.314.329.077.329
914995;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;18;460.337.443.579.841
914996;1;1;1;95;2;;;;;;;;1;2;2;;;3000000;;;1;2;2;2;;2;18;397.576.235.919.148
914996;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;18;397.576.235.919.148
914998;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;18;305.856.385.474.554
914998;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;18;305.856.385.474.554
915003;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;18;483.314.329.077.329
915003;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;18;483.314.329.077.329
915005;1;1;1;95;1;;2;2;100000;;;1;1;2;2;;;8000000;;1400000;1;1;2;2;;2;18;274.067.696.198.397
915005;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;18;274.067.696.198.397
915007;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;18;393.812.820.292.355
915007;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;18;393.812.820.292.355
915009;1;1;1;95;2;;;;;;;;1;2;2;;;4800000;;;1;2;2;2;;2;18;288.439.954.613.777
915009;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;18;288.439.954.613.777
915011;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;18;449.907.747.544.386
915011;1;2;1;95;2;;;;;;;;1;2;2;;;2000000;;1200000;1;1;2;2;;2;18;449.907.747.544.386
915013;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;18;116.887.472.593.754
915013;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;18;116.887.472.593.754
915015;1;1;1;95;2;;;;;;;;1;2;2;;;4500000;;;1;2;2;2;;2;18;113.090.775.753.426
915015;1;2;1;95;2;;;;;;;;1;2;2;;;;;350000;2;1;2;2;;2;18;113.090.775.753.426
915017;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;18;815.114.320.651.444
915017;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;18;815.114.320.651.444
915066;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;18;502.645.016.003.812
915066;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;18;502.645.016.003.812
915066;1;3;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;18;502.645.016.003.812
915066;1;4;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;18;502.645.016.003.812
915066;1;5;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;18;502.645.016.003.812
915067;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;18;393.812.820.292.355
915067;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;18;393.812.820.292.355
915068;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;18;325.491.157.994.952
915068;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;18;325.491.157.994.952
915069;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;18;408.185.078.707.735
915069;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;18;408.185.078.707.735
915070;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;18;305.856.385.474.554
915070;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;18;305.856.385.474.554
915071;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;18;46.701.437.399.341
915071;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;18;46.701.437.399.341
915071;1;3;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;18;46.701.437.399.341
915072;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;18;531.396.828.375.184
915072;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;18;531.396.828.375.184
915072;1;3;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;18;531.396.828.375.184
915072;1;4;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;18;531.396.828.375.184
915072;1;5;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;18;531.396.828.375.184
915073;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;18;460.337.443.579.841
915075;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;18;394.420.565.235.801
915075;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;18;394.420.565.235.801
915077;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;18;497.686.587.492.708
915077;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;18;497.686.587.492.708
915078;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;18;391.085.747.799.323
915079;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;18;370.843.230.335.479
915080;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;18;257.169.495.697.548
915080;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;18;257.169.495.697.548
915082;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;18;237.534.723.177.151
915082;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;18;237.534.723.177.151
915083;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;18;486.649.146.513.807
915083;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;18;486.649.146.513.807
915083;1;3;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;18;486.649.146.513.807
915085;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;18;200.757.721.917.389
915085;1;3;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;18;200.757.721.917.389
915085;1;4;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;18;200.757.721.917.389
915087;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;18;285.105.137.177.299
915089;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;18;376.396.389.431.578
915089;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;18;376.396.389.431.578
915091;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;18;459.407.410.096.726
915093;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;18;404.850.261.271.256
915094;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;18;397.576.235.919.148
915094;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;18;397.576.235.919.148
915096;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;18;640.533.109.680.555
915096;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;18;640.533.109.680.555
915096;1;3;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;18;640.533.109.680.555
915096;1;4;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;18;640.533.109.680.555
915096;1;5;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;18;640.533.109.680.555
915098;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;18;45.486.045.723.765
915098;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;18;45.486.045.723.765
915098;1;3;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;18;45.486.045.723.765
915099;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;18;497.686.587.492.708
915099;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;18;497.686.587.492.708
915101;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;18;376.396.389.431.578
915101;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;18;376.396.389.431.578
915102;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;18;426.406.585.397.972
915102;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;18;426.406.585.397.972
915102;1;3;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;18;426.406.585.397.972
915102;1;4;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;18;426.406.585.397.972
915104;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;18;460.337.443.579.841
915106;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;18;458.195.274.674.129
915106;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;18;458.195.274.674.129
915106;1;3;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;18;458.195.274.674.129
915106;1;4;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;18;458.195.274.674.129
915108;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;18;370.843.230.335.479
915112;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;18;45.486.045.723.765
915112;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;18;45.486.045.723.765
915112;1;3;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;18;45.486.045.723.765
915114;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;18;362.024.131.016.198
915114;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;18;362.024.131.016.198
915116;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;18;435.225.684.717.253
915116;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;18;435.225.684.717.253
915116;1;3;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;18;435.225.684.717.253
915119;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;18;325.491.157.994.952
915119;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;18;325.491.157.994.952
915121;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;18;35.454.327.525.156
915121;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;18;35.454.327.525.156
915123;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;18;391.085.747.799.323
915124;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;18;342.389.358.495.801
915124;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;18;342.389.358.495.801
915126;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;18;374.178.047.771.958
915126;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;18;374.178.047.771.958
915127;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;18;460.337.443.579.841
915129;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;18;420.846.130.761.261
915129;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;18;420.846.130.761.261
915129;1;3;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;18;420.846.130.761.261
915133;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;18;404.850.261.271.256
915135;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;18;672.321.798.956.711
915135;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;18;672.321.798.956.711
915135;1;3;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;18;672.321.798.956.711
915135;1;4;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;18;672.321.798.956.711
915135;1;5;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;18;672.321.798.956.711
915136;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;18;288.439.954.613.777
915136;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;18;288.439.954.613.777
915140;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;18;46.701.437.399.341
915140;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;18;46.701.437.399.341
915140;1;4;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;18;46.701.437.399.341
915142;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;18;542.136.328.822.392
915142;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;18;542.136.328.822.392
915142;1;3;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;18;542.136.328.822.392
915144;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;18;49.435.177.005.623
915145;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;18;390.478.002.855.877
915146;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;18;355.859.285.900.336
915146;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;18;355.859.285.900.336
915146;1;3;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;18;355.859.285.900.336
915146;1;4;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;18;355.859.285.900.336
915149;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;18;305.856.385.474.554
915149;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;18;305.856.385.474.554
915151;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;18;257.169.495.697.548
915151;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;18;257.169.495.697.548
915155;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;18;297.037.286.155.273
915155;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;18;297.037.286.155.273
915155;1;4;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;18;297.037.286.155.273
915159;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;18;286.221.612.954.157
915159;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;18;286.221.612.954.157
915161;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;18;518.229.409.841.789
915161;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;18;518.229.409.841.789
915163;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;18;356.761.616.911.181
915163;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;18;356.761.616.911.181
