DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;P7495;P7500;P7500S1;P7500S2;P7500S3A1;P7500S2A1;P7500S1A1;P7500S3;P7505;P7510S3;P7510S6;P7510S2A1;P7510S6A1;P7510S5A1;P7510S3A1;P7510S1A1;P7510S5;P7510S1;P7510S2;CLASE;P7510S7A1;P7510S7;DPTO;fex_c_2011
912561;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;5;53.543.582.781.494
912561;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;5;53.543.582.781.494
912574;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;5;33.193.390.162.521
912574;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;5;33.193.390.162.521
912574;1;3;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;5;33.193.390.162.521
912576;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;5;447.314.124.610.995
912576;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;5;447.314.124.610.995
912793;1;1;1;95;2;;;;;;;;1;2;2;;;;;100000;2;1;2;2;;2;25;152.881.009.624.918
912793;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;25;152.881.009.624.918
912794;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;25;221.793.166.196.746
912794;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;25;221.793.166.196.746
912794;1;3;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;25;221.793.166.196.746
912794;1;4;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;25;221.793.166.196.746
912797;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;25;231.318.915.895.742
912797;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;25;231.318.915.895.742
912798;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;25;142.253.387.151.848
912798;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;25;142.253.387.151.848
912799;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;25;18.726.083.179.765
912799;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;25;18.726.083.179.765
912799;1;3;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;25;18.726.083.179.765
912799;1;4;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;25;18.726.083.179.765
912802;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;25;243.543.638.477.408
912802;1;2;1;95;2;;;;;;;;1;1;2;;;;470000;;2;2;2;2;;2;25;243.543.638.477.408
912802;1;3;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;25;243.543.638.477.408
912802;1;4;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;25;243.543.638.477.408
912802;1;7;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;25;243.543.638.477.408
912805;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;25;279.599.256.033.086
912805;1;2;1;95;2;;;;;;;;1;2;2;;;500000;;;1;2;2;2;;2;25;279.599.256.033.086
912805;1;3;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;25;279.599.256.033.086
912807;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;25;162.649.679.180.019
912807;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;25;162.649.679.180.019
912809;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;25;142.755.553.846.674
912809;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;25;142.755.553.846.674
912810;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;25;920.753.272.820.957
912810;1;2;1;95;1;;2;1;;500000;;2;2;;;;;;;;;;;2;;;25;920.753.272.820.957
912813;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;25;209.066.276.920.254
912815;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;25;246.718.994.584.528
912815;1;2;1;95;2;;;;;;;;1;1;2;;;;345000;;2;2;2;2;;2;25;246.718.994.584.528
912816;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;25;134.804.431.154.868
912816;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;25;134.804.431.154.868
912817;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;25;204.170.463.657.159
912817;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;25;204.170.463.657.159
912817;1;4;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;25;204.170.463.657.159
912817;1;5;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;25;204.170.463.657.159
912817;1;6;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;25;204.170.463.657.159
912817;1;7;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;25;204.170.463.657.159
912817;1;8;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;25;204.170.463.657.159
912823;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;25;120.097.381.794.194
912823;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;25;120.097.381.794.194
912825;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;25;149.702.343.148.827
912825;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;25;149.702.343.148.827
912826;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;25;20.840.149.700.454
912826;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;25;20.840.149.700.454
912826;1;3;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;25;20.840.149.700.454
912826;1;4;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;25;20.840.149.700.454
912829;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;25;241.434.165.642.267
912829;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;25;241.434.165.642.267
912829;1;3;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;25;241.434.165.642.267
912829;1;4;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;25;241.434.165.642.267
912829;1;5;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;25;241.434.165.642.267
912833;1;1;1;95;2;;;;;;;;1;2;2;;;;;50000;2;1;2;2;;2;25;15.271.839.640.403
912833;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;25;15.271.839.640.403
912833;1;3;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;25;15.271.839.640.403
912833;1;5;1;95;2;;;;;;;;1;2;2;;;;;120000;2;1;2;2;;2;25;15.271.839.640.403
912833;1;6;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;25;15.271.839.640.403
912835;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;25;257.346.617.057.598
912835;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;25;257.346.617.057.598
912838;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;25;264.185.660.943.612
912838;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;25;264.185.660.943.612
912838;1;4;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;25;264.185.660.943.612
912840;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;25;140.092.570.466.099
912840;1;3;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;25;140.092.570.466.099
912842;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;25;120.097.381.794.194
912842;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;25;120.097.381.794.194
912844;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;25;214.299.443.389.542
912844;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;25;214.299.443.389.542
912844;1;5;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;25;214.299.443.389.542
912844;1;6;1;95;2;;;;;;;;1;1;2;;;;120000;;2;2;2;2;;2;25;214.299.443.389.542
912844;1;7;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;25;214.299.443.389.542
912859;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;25;573.562.676.912.342
912859;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;25;573.562.676.912.342
912859;1;3;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;25;573.562.676.912.342
912859;1;4;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;25;573.562.676.912.342
912862;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;25;608.063.745.000.677
912862;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;25;608.063.745.000.677
912862;1;3;1;95;2;;;;;;;;1;2;2;;;;;60000;2;1;2;2;;2;25;608.063.745.000.677
912862;1;4;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;25;608.063.745.000.677
912862;1;5;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;25;608.063.745.000.677
912862;1;6;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;25;608.063.745.000.677
912866;1;1;1;95;2;;;;;;;;1;2;2;;;;;60000;2;1;2;2;;2;25;340.201.702.201.708
912866;1;2;1;95;2;;;;;;;;1;2;2;;;;;98;2;1;2;2;;2;25;340.201.702.201.708
912868;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;25;291.645.256.992.698
912868;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;25;291.645.256.992.698
912869;1;1;1;95;1;;2;1;;800000;;2;2;;;;;;;;;;;2;;;25;359.264.836.995.175
912869;1;2;1;95;2;;;;;;;;1;2;2;;;;;200000;2;1;2;2;;2;25;359.264.836.995.175
912871;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;25;38.786.520.869.296
912871;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;25;38.786.520.869.296
912871;1;3;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;25;38.786.520.869.296
912872;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;25;306.312.353.338.869
912872;1;2;1;95;2;;;;;;;;1;2;2;;;600000;;;1;2;2;2;;2;25;306.312.353.338.869
912872;1;3;1;95;2;;;;;;;;1;1;2;;;;960000;2160000;2;1;2;2;;2;25;306.312.353.338.869
912872;1;4;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;25;306.312.353.338.869
912872;1;5;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;25;306.312.353.338.869
912875;1;1;1;95;2;;;;;;;;1;1;2;;;;540000;;2;2;2;2;;2;25;184.579.593.989.755
912875;1;2;1;95;2;;;;;;;;1;1;2;;;;3600000;;2;2;2;2;;2;25;184.579.593.989.755
912875;1;3;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;25;184.579.593.989.755
912875;1;4;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;25;184.579.593.989.755
912875;1;5;1;95;2;;;;;;;;1;2;2;;;;;60000;2;1;2;2;;2;25;184.579.593.989.755
912876;1;1;1;95;2;;;;;;;;1;2;2;;;;;6000000;2;1;2;2;;2;25;368.686.248.722.063
912876;1;2;1;95;2;;;;;;;;1;2;2;;;;;250000;2;1;2;2;;2;25;368.686.248.722.063
912876;1;3;1;95;2;;;;;;;;1;2;2;;;;;60000;2;1;2;2;;2;25;368.686.248.722.063
912878;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;25;290.378.997.935.607
912879;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;25;23.660.146.524.617
912879;1;2;1;95;2;;;;;;;;1;2;1;;24800;;;;2;2;2;2;;2;25;23.660.146.524.617
912879;1;3;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;25;23.660.146.524.617
912905;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;25;166.807.186.189.048
912905;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;25;166.807.186.189.048
912907;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;25;191.303.341.654.674
912908;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;25;21.814.170.757.224
912908;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;25;21.814.170.757.224
912908;1;3;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;25;21.814.170.757.224
912910;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;25;20.548.236.296.993
912910;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;25;20.548.236.296.993
912911;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;25;215.828.461.871.832
912911;1;2;1;95;2;;;;;;;;1;2;2;;;;;1200000;2;1;2;2;;2;25;215.828.461.871.832
912914;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;25;269.951.895.493.012
912915;1;1;1;95;2;;;;;;;;1;2;2;;;;;800000;2;1;2;2;;2;25;127.886.437.088.878
912915;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;25;127.886.437.088.878
912916;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;25;20.548.236.296.993
912916;1;2;1;95;2;;;;;;;;1;2;2;;;;;80000;2;1;2;2;;2;25;20.548.236.296.993
912918;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;25;260.092.701.180.741
912918;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;25;260.092.701.180.741
912918;1;3;1;95;2;;;;;;;;1;2;2;;;;;540000;2;1;2;2;;2;25;260.092.701.180.741
912918;1;5;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;25;260.092.701.180.741
912920;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;25;259.395.225.414.738
912920;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;25;259.395.225.414.738
912920;1;3;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;25;259.395.225.414.738
912920;1;4;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;25;259.395.225.414.738
912924;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;25;208.623.962.201.451
912924;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;25;208.623.962.201.451
912927;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;25;127.886.437.088.878
912927;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;25;127.886.437.088.878
912927;1;3;1;95;2;;;;;;;;1;2;2;;;;;50000;2;1;2;2;;2;25;127.886.437.088.878
912927;1;4;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;25;127.886.437.088.878
912927;1;5;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;25;127.886.437.088.878
912929;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;25;332.329.991.544.108
912929;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;25;332.329.991.544.108
912930;1;1;1;95;2;;;;;;;;1;2;2;;;;;500000;2;1;2;2;;2;25;269.951.895.493.012
912931;1;1;1;95;2;;;;;;;;1;2;2;;;;;720000;2;1;2;2;;2;25;166.807.186.189.048
912931;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;25;166.807.186.189.048
912933;1;1;1;95;2;;;;;;;;1;2;2;;;;;1200000;2;1;2;2;;2;25;127.886.437.088.878
912933;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;25;127.886.437.088.878
912944;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;25;15.070.667.653.848
912944;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;25;15.070.667.653.848
912946;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;25;231.318.915.895.742
912946;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;25;231.318.915.895.742
912947;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;25;142.755.553.846.674
912947;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;25;142.755.553.846.674
912949;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;25;222.804.076.626.783
912949;1;2;1;95;2;;;;;;;;1;1;2;;;;180000;;2;2;2;2;;2;25;222.804.076.626.783
912949;1;3;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;25;222.804.076.626.783
912949;1;4;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;25;222.804.076.626.783
912949;1;5;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;25;222.804.076.626.783
912953;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;25;213.339.876.810.114
912953;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;25;213.339.876.810.114
912953;1;3;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;25;213.339.876.810.114
912953;1;4;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;25;213.339.876.810.114
912955;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;25;195.211.954.489.456
912955;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;25;195.211.954.489.456
912955;1;3;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;25;195.211.954.489.456
912955;1;4;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;25;195.211.954.489.456
912957;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;25;142.755.553.846.674
912957;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;25;142.755.553.846.674
912959;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;25;246.718.994.584.528
912959;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;25;246.718.994.584.528
912961;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;25;98.596.406.410.021
912961;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;25;98.596.406.410.021
912961;1;3;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;25;98.596.406.410.021
912961;1;4;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;25;98.596.406.410.021
912964;1;1;1;95;2;;;;;;;;1;2;2;;;5600000;;;1;2;2;2;;2;25;26.102.051.086.821
912964;1;2;1;95;2;;;;;;;;1;1;2;;;;150000;;2;2;2;2;;2;25;26.102.051.086.821
912964;1;4;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;25;26.102.051.086.821
912967;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;25;147.942.629.819.344
912967;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;25;147.942.629.819.344
912968;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;25;149.798.976.766.661
912968;1;2;1;95;2;;;;;;;;1;1;2;;;;400000;;2;2;2;2;;2;25;149.798.976.766.661
912968;1;3;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;25;149.798.976.766.661
912971;1;1;1;95;2;;;;;;;;1;2;2;;;4000000;;;1;2;2;2;;2;25;237.193.244.885.532
912971;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;25;237.193.244.885.532
912971;1;3;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;25;237.193.244.885.532
912971;1;4;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;25;237.193.244.885.532
912978;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;25;150.204.509.843.654
912978;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;25;150.204.509.843.654
912980;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;25;134.804.431.154.868
912980;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;25;134.804.431.154.868
912981;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;25;147.942.629.819.344
912981;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;25;147.942.629.819.344
912983;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;25;920.753.272.820.957
912983;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;25;920.753.272.820.957
912984;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;25;142.755.553.846.674
912984;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;25;142.755.553.846.674
912986;1;1;1;95;2;;;;;;;;1;2;2;;;;;1200000;2;1;2;2;;2;25;125.288.887.487.591
912988;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;25;20.840.149.700.454
912988;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;25;20.840.149.700.454
912988;1;3;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;25;20.840.149.700.454
912988;1;4;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;25;20.840.149.700.454
912990;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;25;103.787.912.103.418
912990;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;25;103.787.912.103.418
912990;1;5;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;25;103.787.912.103.418
912992;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;25;177.893.265.598.815
912992;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;25;177.893.265.598.815
912992;1;3;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;25;177.893.265.598.815
912992;1;4;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;25;177.893.265.598.815
912994;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;25;114.498.651.793.633
912994;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;25;114.498.651.793.633
912994;2;1;2;95;2;;;;;;;;1;1;2;;;;480000;;2;2;2;2;;2;25;114.498.651.793.633
912994;2;2;2;95;2;;;;;;;;2;;;;;;;;;;;2;;;25;114.498.651.793.633
912996;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;25;293.890.566.285.049
912996;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;25;293.890.566.285.049
912996;1;3;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;25;293.890.566.285.049
912996;1;4;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;25;293.890.566.285.049
912996;1;5;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;25;293.890.566.285.049
912996;1;6;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;25;293.890.566.285.049
912996;1;7;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;25;293.890.566.285.049
913014;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;25;53.099.484.390.463
913014;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;25;53.099.484.390.463
913014;1;3;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;25;53.099.484.390.463
913014;1;4;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;25;53.099.484.390.463
913014;1;5;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;25;53.099.484.390.463
913017;1;1;1;95;2;;;;;;;;1;2;2;;;;;700000;2;1;2;2;;2;25;445.578.282.115.159
913017;1;2;1;95;2;;;;;;;;1;2;2;;;;;700000;2;1;2;2;;2;25;445.578.282.115.159
913017;1;3;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;25;445.578.282.115.159
913020;1;1;1;95;2;;;;;;;;1;1;2;;;;500000;600000;2;1;2;2;;2;25;334.474.272.452.553
913021;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;25;461.212.218.444.592
913021;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;25;461.212.218.444.592
913021;1;3;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;25;461.212.218.444.592
913021;1;4;1;95;2;;;;;;;;1;2;2;;;;;50000;2;1;2;2;;2;25;461.212.218.444.592
913023;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;25;291.645.256.992.698
913023;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;25;291.645.256.992.698
913025;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;25;471.983.202.495.232
913027;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;25;327.359.950.571.518
913027;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;25;327.359.950.571.518
913028;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;25;519.295.398.468.522
913028;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;25;519.295.398.468.522
913028;1;3;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;25;519.295.398.468.522
913028;1;4;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;25;519.295.398.468.522
913031;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;25;339.746.174.550.133
913031;1;2;1;95;2;;;;;;;;1;2;2;;;;;2000000;2;1;2;2;;2;25;339.746.174.550.133
913032;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;25;290.378.997.935.607
913034;1;1;1;95;1;;2;2;160000;;;1;2;;;;;;;;;;;2;;;25;19.388.168.271.629
913034;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;25;19.388.168.271.629
913036;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;25;127.886.437.088.878
913036;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;25;127.886.437.088.878
913036;1;3;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;25;127.886.437.088.878
913038;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;25;127.886.437.088.878
913038;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;25;127.886.437.088.878
913038;1;3;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;25;127.886.437.088.878
913038;1;4;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;25;127.886.437.088.878
913038;1;5;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;25;127.886.437.088.878
913038;1;6;1;95;2;;;;;;;;1;2;2;;;;;1000000;2;1;2;2;;2;25;127.886.437.088.878
913060;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;25;289.455.663.342.308
913060;1;2;1;95;2;;;;;;;;1;2;2;;;;;1200000;2;1;2;2;;2;25;289.455.663.342.308
913060;1;3;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;25;289.455.663.342.308
913060;1;4;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;25;289.455.663.342.308
913063;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;25;240.088.486.727.782
913063;1;2;1;95;2;;;;;;;;1;2;2;;;;;700000;2;1;2;2;;2;25;240.088.486.727.782
913063;1;3;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;25;240.088.486.727.782
913064;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;25;17.715.328.509.095
913064;1;2;1;95;2;;;;;;;;1;2;2;;;;;300000;2;1;2;2;;2;25;17.715.328.509.095
913066;1;1;1;95;2;;;;;;;;1;2;2;;;;;300000;2;1;2;2;;2;25;191.303.341.654.674
913068;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;25;187.234.288.631.644
913068;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;25;187.234.288.631.644
913069;1;1;1;95;2;;;;;;;;1;2;2;;;;;1200000;2;1;2;2;;2;25;201.649.440.556.576
913072;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;25;208.623.962.201.451
913072;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;25;208.623.962.201.451
913074;1;1;1;95;2;;;;;;;;1;2;2;;;400000;;;1;2;2;2;;2;25;201.995.341.488.318
913074;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;25;201.995.341.488.318
913076;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;25;187.234.288.631.644
913076;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;2;;;25;187.234.288.631.644
