DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;P6016;P6020;P6030;P6030S1;P6030S3;P6040;P6050;P6070;P6090;P6140;P6150;P6100;P6110;P6120;P6125;P6160;P6170;P6175;P6210;P6210S1;P6220;AREA;ESC;DPTO;fex_c_2011
896389;1;1;1;10;1;1;1;8;1951;57;1;2;1;;;1;1;18460;2;1;2;;3;5;;5;5;5;747.615.690.468.255
896389;1;2;1;10;2;2;1;9;1954;54;2;2;1;;;1;1;18460;2;1;2;;3;5;;5;5;5;747.615.690.468.255
896389;1;3;1;10;3;1;1;1;1984;24;3;6;1;;;3;;;2;1;1;1;5;10;1;5;10;5;747.615.690.468.255
896389;1;4;1;10;4;2;1;4;1976;32;3;2;1;;;1;1;18460;2;1;2;;5;11;2;5;11;5;747.615.690.468.255
896389;1;5;1;10;5;1;1;11;1971;36;5;2;1;;;1;5;;1;1;2;;3;5;;5;5;5;747.615.690.468.255
896389;1;6;1;10;4;2;1;7;1994;14;4;6;1;;;1;5;;1;1;1;1;4;7;;5;7;5;747.615.690.468.255
896391;1;1;1;10;1;2;1;11;1954;53;1;4;1;;;1;5;;2;1;2;;6;5;4;5;16;5;938.687.847.378.356
896391;1;2;1;10;2;1;1;8;1980;28;3;6;1;;;1;1;24000;2;1;1;2;6;4;2;5;15;5;938.687.847.378.356
896391;1;3;1;10;1;1;1;1;1978;30;5;6;1;;;3;;;2;1;2;;5;10;1;5;10;5;938.687.847.378.356
896391;1;4;1;10;1;1;1;6;1980;28;5;4;1;;;3;;;2;1;2;;5;10;1;5;10;5;938.687.847.378.356
896392;1;1;1;10;1;1;1;3;1948;60;1;3;1;;;1;1;461500;1;1;2;;5;11;2;5;11;5;771.000.762.473.557
896392;1;2;1;10;2;2;1;1;1959;49;2;3;1;;;1;5;;1;1;2;;3;5;;5;5;5;771.000.762.473.557
896392;1;3;1;10;3;1;1;12;1980;27;3;6;1;;;1;1;52000;1;1;2;;6;2;3;5;13;5;771.000.762.473.557
896392;1;4;1;10;4;1;1;8;1987;21;7;6;1;;;1;3;57700;2;1;1;2;6;0;2;5;11;5;771.000.762.473.557
896392;1;5;1;10;5;2;1;6;1991;17;7;6;1;;;1;5;;2;1;1;2;6;0;2;5;11;5;771.000.762.473.557
896393;1;1;1;10;1;1;1;12;1933;74;1;3;1;;;1;2;57700;2;1;2;;3;3;;5;3;5;737.208.266.307.182
896393;1;2;1;10;2;2;1;2;1931;77;2;3;1;;;1;5;;2;1;2;;4;8;;5;8;5;737.208.266.307.182
896393;1;3;1;10;3;1;1;11;1968;39;3;4;1;;;1;1;24000;2;1;1;2;6;5;3;5;16;5;737.208.266.307.182
896393;1;4;1;10;4;2;1;12;1971;36;3;5;1;;;1;1;32000;2;1;2;;5;11;2;5;11;5;737.208.266.307.182
896393;1;5;1;10;5;1;1;2;1990;18;4;6;1;;;1;5;;2;1;1;2;6;0;2;5;11;5;737.208.266.307.182
896393;1;6;1;10;4;1;1;3;1996;12;4;6;1;;;1;2;35000;2;1;1;1;4;6;;5;6;5;737.208.266.307.182
896394;1;1;1;10;1;1;1;6;1946;62;1;3;1;;;2;5;;2;1;2;;3;2;;5;2;5;827.757.355.069.124
896394;1;2;1;10;2;2;1;12;1948;59;2;3;1;;;2;2;194000;2;1;2;;6;7;5;5;18;5;827.757.355.069.124
896394;1;3;1;10;3;1;1;3;1974;34;3;6;1;;;1;3;74000;2;1;1;2;6;4;2;5;15;5;827.757.355.069.124
896395;1;1;1;10;1;2;1;9;1947;61;1;6;1;;;1;2;57700;1;1;2;;6;2;3;5;13;5;667.872.208.901.462
896395;1;2;1;10;2;1;1;7;1989;19;3;6;1;;;3;;;1;1;2;;5;11;2;5;11;5;667.872.208.901.462
896396;1;1;1;10;1;2;1;10;1959;49;1;6;1;;;1;1;28000;2;1;2;;6;3;3;5;14;5;67.806.914.527.448
896396;1;2;1;10;2;2;1;10;1931;76;5;5;1;;;1;5;;2;1;2;;3;5;;5;5;5;67.806.914.527.448
896397;1;1;1;10;1;2;1;10;1927;81;1;5;1;;;1;5;;2;1;2;;3;3;;5;3;5;701.454.217.279.782
896398;1;1;1;10;1;1;1;2;1976;32;1;2;1;;;1;1;18460;2;1;2;;5;11;2;5;11;5;840.821.737.310.079
896398;1;2;1;10;2;2;1;2;1980;28;2;2;1;;;1;5;;2;1;2;;6;1;2;5;12;5;840.821.737.310.079
896398;1;3;1;10;1;2;1;1;1999;9;3;;1;;;1;5;;2;1;1;1;3;3;;5;3;5;840.821.737.310.079
896398;1;4;1;10;1;1;1;5;2002;6;3;;1;;;1;5;;2;2;1;1;2;0;;5;0;5;840.821.737.310.079
896399;1;1;1;10;1;2;1;1;1953;55;1;5;1;;;1;5;;2;1;2;;4;7;;5;7;5;771.752.811.337.701
896399;1;2;1;10;2;1;1;4;1972;36;3;6;1;;;1;3;65000;2;1;2;;6;7;5;5;18;5;771.752.811.337.701
896400;1;1;1;10;1;2;1;4;1981;27;1;4;1;;;1;1;28000;2;1;2;;6;3;3;5;14;5;727.792.065.204.598
896401;1;1;1;10;1;2;1;6;1968;40;1;4;1;;;1;1;18500;2;1;2;;5;11;2;5;11;5;644.697.624.684.214
896401;1;2;1;10;1;1;1;12;1989;18;3;6;1;;;3;;;2;1;2;;4;8;;5;8;5;644.697.624.684.214
896401;1;3;1;10;1;2;1;6;1992;16;3;6;1;;;1;5;;2;1;2;;4;8;;5;8;5;644.697.624.684.214
896402;1;1;1;10;1;1;1;5;1973;35;1;6;1;;;1;1;70000;2;1;2;;6;12;5;5;23;5;821.475.731.267.819
896403;1;1;1;10;1;1;1;11;1961;46;1;6;1;;;1;1;60000;2;1;2;;6;5;3;5;16;5;821.475.731.267.819
896404;1;1;1;10;1;1;1;6;1979;29;1;2;1;;;1;1;18500;2;1;2;;5;10;1;5;10;5;796.430.784.542.548
896404;1;2;1;10;2;2;1;8;1981;27;2;2;1;;;1;5;;2;1;2;;5;11;2;5;11;5;796.430.784.542.548
896404;1;3;1;10;1;2;1;6;2002;6;3;;1;;;1;5;;2;1;1;1;2;0;;5;0;5;796.430.784.542.548
896404;1;4;1;10;1;2;1;10;2007;1;3;;1;;;1;5;;2;;;;;;;5;;5;796.430.784.542.548
896405;1;1;1;10;1;2;1;1;1948;60;1;5;1;;;1;2;110000;2;1;2;;6;8;5;5;19;5;701.454.217.279.782
896406;1;1;1;10;1;2;1;10;1962;45;1;6;1;;;3;;;2;1;2;;3;5;;5;5;5;678.279.633.062.534
896406;1;2;1;10;1;2;1;7;1995;13;3;6;1;;;3;;;2;1;1;1;4;6;;5;6;5;678.279.633.062.534
896407;1;1;1;10;1;1;1;7;1954;54;1;3;1;;;1;1;40000;2;1;2;;5;11;2;5;11;5;708.834.314.219.562
896407;1;2;1;10;2;2;1;7;1962;46;2;3;1;;;1;1;40000;2;1;2;;5;11;2;5;11;5;708.834.314.219.562
896407;1;3;1;10;3;1;1;5;1988;20;3;6;1;;;1;5;;2;1;1;1;6;4;2;5;15;5;708.834.314.219.562
896407;1;4;1;10;2;2;1;8;1996;12;3;6;1;;;1;5;;2;1;1;1;3;4;;5;4;5;708.834.314.219.562
896407;1;5;1;10;2;1;1;8;1999;9;3;;1;;;1;5;;2;1;1;1;3;2;;5;2;5;708.834.314.219.562
896407;1;6;1;10;6;2;1;10;1951;57;6;6;1;;;1;4;;2;1;2;;3;2;;5;2;5;708.834.314.219.562
896408;1;1;1;10;1;2;1;9;1959;49;1;6;1;;;3;;;2;1;2;;4;9;;5;9;5;694.210.056.826.278
896408;1;2;1;10;2;1;1;5;1988;20;3;6;1;;;3;;;2;1;2;;5;11;2;5;11;5;694.210.056.826.278
896409;1;1;1;10;2;1;1;5;1944;64;1;3;1;;;1;2;300000;2;1;2;;6;5;4;5;16;5;820.513.194.615.621
896409;1;2;1;10;2;2;1;3;1959;49;2;3;1;;;1;5;;2;1;2;;6;1;2;5;12;5;820.513.194.615.621
896409;1;3;1;10;3;1;1;11;1981;26;3;6;2;1;4;;;;2;1;2;;6;3;3;5;14;5;820.513.194.615.621
896409;1;4;1;10;4;1;1;8;1989;19;3;6;1;;;1;5;;2;1;1;1;6;1;2;5;12;5;820.513.194.615.621
896410;1;1;1;10;1;1;1;1;1940;68;1;3;1;;;1;2;60000;2;1;2;;3;5;;5;5;5;898.055.949.127.043
896410;1;2;1;10;2;2;1;1;1947;61;2;3;1;;;1;5;;2;1;2;;3;5;;5;5;5;898.055.949.127.043
896410;1;3;1;10;3;1;1;9;1973;35;3;6;1;;;3;;;2;1;2;;6;3;3;5;14;5;898.055.949.127.043
896410;1;4;1;10;4;1;1;3;1976;32;3;4;1;;;3;;;2;1;2;;5;11;2;5;11;5;898.055.949.127.043
896411;1;1;1;10;1;2;1;3;1967;41;1;6;1;;;1;2;57800;2;1;2;;3;5;;5;5;5;627.046.040.069.638
896411;1;2;1;10;1;1;1;5;1993;15;3;6;1;;;3;;;2;2;2;;1;0;;5;0;5;627.046.040.069.638
896411;1;3;1;10;1;1;1;3;1995;13;3;6;1;;;3;;;2;1;1;1;4;6;;5;6;5;627.046.040.069.638
896411;1;4;1;10;1;1;1;3;1995;13;3;6;1;;;3;;;2;1;1;1;4;6;;5;6;5;627.046.040.069.638
896412;1;1;1;10;1;1;1;5;1964;44;1;3;1;;;3;;;2;1;2;;4;7;;5;7;5;763.678.713.524.213
896412;1;2;1;10;2;2;1;8;1962;46;2;3;1;;;3;;;1;1;2;;3;5;;5;5;5;763.678.713.524.213
896412;1;3;1;10;2;1;1;7;1993;15;3;6;1;;;3;;;2;1;1;1;4;6;;5;6;5;763.678.713.524.213
896412;1;4;1;10;2;2;1;7;1998;10;3;6;1;;;3;;;2;1;1;1;3;4;;5;4;5;763.678.713.524.213
896413;1;1;1;10;1;2;1;1;1943;65;1;3;1;;;1;5;;2;1;2;;3;5;;5;5;5;818.666.333.390.318
896413;1;2;1;10;2;1;1;10;1963;44;2;3;1;;;1;2;90000;2;1;2;;4;9;;5;9;5;818.666.333.390.318
896413;1;3;1;10;3;2;1;6;1966;42;3;3;1;;;1;5;;2;1;2;;3;5;;5;5;5;818.666.333.390.318
896413;1;4;1;10;4;1;1;10;1963;44;5;3;1;;;1;1;25000;2;1;2;;4;9;;5;9;5;818.666.333.390.318
896414;1;1;1;10;1;2;1;1;1963;45;1;4;1;;;3;;;2;1;2;;3;3;;5;3;5;888.565.196.722.681
896414;1;2;1;10;2;1;1;2;1979;29;3;6;1;;;3;;;2;1;1;1;6;2;2;5;13;5;888.565.196.722.681
896414;1;3;1;10;3;2;1;1;1981;27;3;2;1;;;1;5;;2;1;2;;5;11;2;5;11;5;888.565.196.722.681
896414;1;4;1;10;4;1;1;8;1982;26;5;2;1;;;1;1;18500;2;1;2;;5;11;2;5;11;5;888.565.196.722.681
896414;1;5;1;10;3;1;1;12;2004;3;4;;1;;;1;5;;2;2;2;;1;0;;5;0;5;888.565.196.722.681
896415;1;1;1;10;1;2;1;11;1937;70;1;6;1;;;1;2;60000;2;1;2;;3;5;;5;5;5;601.388.927.847.614
896415;1;2;1;10;2;2;1;1;1947;61;5;6;1;;;1;2;103000;2;1;2;;3;5;;5;5;5;601.388.927.847.614
896415;1;3;1;10;2;2;1;1;1992;16;5;6;1;;;1;2;24000;2;1;1;1;5;10;1;5;10;5;601.388.927.847.614
896415;1;4;1;10;3;2;1;10;2007;0;5;;1;;;1;5;;2;;;;;;;5;;5;601.388.927.847.614
896416;1;1;1;10;1;1;1;12;1937;70;1;3;1;;;1;2;100000;2;1;2;;3;5;;5;5;5;830.710.130.988.639
896416;1;2;1;10;2;2;1;10;1953;54;2;3;1;;;1;5;;2;1;2;;3;5;;5;5;5;830.710.130.988.639
896416;1;3;1;10;3;2;1;3;1983;25;3;2;1;;;1;5;;2;1;1;1;6;4;3;5;15;5;830.710.130.988.639
896416;1;4;1;10;4;1;1;2;1982;26;5;2;1;;;1;1;28000;2;1;2;;5;11;2;5;11;5;830.710.130.988.639
896417;1;1;1;10;1;2;1;12;1944;63;1;5;1;;;1;2;59000;2;1;2;;3;5;;5;5;5;75.751.680.900.164
896417;1;2;1;10;2;1;1;8;1978;30;3;6;1;;;1;1;46000;2;1;2;;6;3;3;5;14;5;75.751.680.900.164
896417;1;3;1;10;2;1;1;3;2000;8;4;;1;;;1;5;;2;1;1;1;3;2;;5;2;5;75.751.680.900.164
896417;1;4;1;10;4;2;1;9;1981;27;3;6;1;;;1;1;28000;2;1;2;;6;3;3;5;14;5;75.751.680.900.164
896417;1;5;1;10;4;2;1;1;2008;0;4;;1;;;1;5;;2;;;;;;;5;;5;75.751.680.900.164
896417;1;6;1;10;6;1;1;11;1984;23;3;6;1;;;1;1;28000;2;1;2;;6;3;3;5;14;5;75.751.680.900.164
896418;1;1;1;10;1;2;1;9;1948;60;1;6;1;;;3;;;2;2;2;;1;0;;5;0;5;84.205.140.539.562
896418;1;2;1;10;2;1;1;5;1981;27;3;6;2;1;12;;;;2;1;2;;4;6;;5;6;5;84.205.140.539.562
896418;1;3;1;10;3;1;1;5;1983;25;3;6;1;;;3;;;2;1;2;;4;7;;5;7;5;84.205.140.539.562
896419;1;1;1;10;1;1;1;7;1960;48;1;3;1;;;1;1;24000;2;1;2;;3;5;;5;5;5;748.578.227.120.454
896419;1;2;1;10;2;2;1;7;1963;45;2;3;1;;;1;5;;2;1;2;;3;4;;5;4;5;748.578.227.120.454
896419;1;3;1;10;3;2;1;6;1988;20;3;6;1;;;1;1;18500;2;1;1;1;6;4;3;5;15;5;748.578.227.120.454
896420;1;1;1;10;1;1;1;5;1958;50;1;3;1;;;1;1;20000;2;1;2;;3;5;;5;5;5;839.052.764.580.617
896420;1;2;1;10;2;2;1;7;1956;52;2;3;1;;;3;;;2;1;2;;3;1;;5;1;5;839.052.764.580.617
896420;1;3;1;10;3;2;1;11;1989;18;3;6;1;;;3;;;2;1;1;1;5;10;1;5;10;5;839.052.764.580.617
896420;1;4;1;10;4;1;1;3;1979;29;3;2;1;;;3;;;2;1;2;;3;5;;5;5;5;839.052.764.580.617
896420;1;5;1;10;5;2;1;10;1981;26;5;2;1;;;3;;;2;1;2;;5;11;2;5;11;5;839.052.764.580.617
896420;1;6;1;10;5;1;1;6;2005;3;4;;2;1;6;;;;1;2;2;;1;0;;5;0;5;839.052.764.580.617
896421;1;1;1;10;1;1;1;9;1968;40;1;1;1;;;1;4;;2;1;2;;4;6;;5;6;5;631.071.840.861.765
896421;1;2;1;10;2;2;1;12;1971;36;2;1;1;;;1;5;;2;1;2;;3;5;;5;5;5;631.071.840.861.765
896421;1;3;1;10;3;1;1;2;1989;19;3;6;1;;;3;;;2;1;2;;4;8;;5;8;5;631.071.840.861.765
896421;1;4;1;10;2;2;1;3;1992;16;3;6;1;;;3;;;2;1;1;1;4;0;;5;5;5;631.071.840.861.765
896421;1;5;1;10;2;2;1;10;1994;13;3;6;1;;;1;5;;2;1;1;1;4;0;;5;5;5;631.071.840.861.765
896421;1;6;1;10;2;1;1;11;1995;12;3;6;1;;;1;5;;2;1;1;1;3;4;;5;4;5;631.071.840.861.765
896421;1;7;1;10;2;2;1;7;2003;5;3;;1;;;1;5;;2;2;1;1;2;0;;5;0;5;631.071.840.861.765
896422;1;1;1;10;1;2;1;2;1960;48;1;4;1;;;2;1;72000;2;1;2;;6;5;4;5;16;5;620.482.615.318.928
896422;1;2;1;10;2;2;1;12;1984;23;3;6;1;;;1;5;;2;1;1;1;6;3;3;5;14;5;620.482.615.318.928
896422;1;3;1;10;1;1;1;2;1987;21;3;6;1;;;1;5;;2;2;2;;1;0;;5;0;5;620.482.615.318.928
896422;1;4;1;10;1;2;1;11;1997;10;3;6;1;;;1;5;;2;1;1;1;3;4;;5;4;5;620.482.615.318.928
896422;1;5;1;10;5;2;1;3;1968;40;6;6;1;;;3;;;2;1;2;;4;9;;5;9;5;620.482.615.318.928
896423;1;1;1;10;1;2;1;7;1939;69;1;5;1;;;1;5;;2;1;2;;3;5;;5;5;5;64.448.713.689.616
896423;1;2;1;10;2;2;1;9;1974;34;3;3;1;;;1;5;;2;1;1;1;6;6;4;5;17;5;64.448.713.689.616
896423;1;3;1;10;1;1;1;5;1991;17;4;6;1;;;1;5;;2;1;1;1;4;8;;5;8;5;64.448.713.689.616
896424;1;1;1;10;1;1;1;1;1953;55;1;6;2;1;24;;;;2;1;2;;4;7;;5;7;5;807.181.680.941.323
896425;1;1;1;10;1;1;1;11;1954;53;1;4;1;;;3;;;2;1;2;;5;11;2;5;11;5;821.475.731.267.819
896426;1;1;1;10;1;1;1;3;1959;49;1;4;1;;;1;1;18500;2;1;2;;3;4;;5;4;5;821.475.731.267.819
896427;1;1;1;10;1;1;1;3;1930;78;1;4;1;;;3;;;1;1;2;;3;3;;5;3;5;807.181.680.941.323
896428;1;1;1;10;1;1;1;5;1958;50;1;3;1;;;3;;;2;1;2;;3;5;;5;5;5;798.090.659.262.518
896428;1;2;1;10;2;2;1;11;1965;42;2;3;1;;;3;;;2;1;2;;3;5;;5;5;5;798.090.659.262.518
896429;1;1;1;10;1;1;1;4;1944;64;1;6;1;;;1;2;57700;2;1;2;;3;3;;5;3;5;10.550.768.432.745
896429;1;2;1;10;2;1;1;1;1957;51;5;6;1;;;3;;;2;2;2;;1;0;;5;0;5;10.550.768.432.745
896429;1;3;1;10;3;1;1;2;1971;37;5;6;2;1;9;;;;1;1;2;;4;6;;5;6;5;10.550.768.432.745
896429;1;4;1;10;4;2;1;12;1980;27;5;6;1;;;1;1;18460;2;1;2;;4;6;;5;6;5;10.550.768.432.745
896429;1;5;1;10;4;1;1;12;1998;9;5;;1;;;1;5;;2;1;1;1;3;1;;5;1;5;10.550.768.432.745
896429;1;6;1;10;4;1;1;7;2004;4;5;;1;;;1;5;;2;2;2;;1;0;;5;0;5;10.550.768.432.745
896429;1;7;1;10;4;1;1;7;2004;4;5;;1;;;1;5;;2;2;2;;1;0;;5;0;5;10.550.768.432.745
896430;1;1;1;10;1;2;1;1;1959;49;1;3;1;;;3;;;2;1;2;;4;7;;5;7;5;587.730.544.300.593
896430;1;2;1;10;2;1;1;9;1987;21;5;6;1;;;3;;;2;1;1;1;6;3;2;5;14;5;587.730.544.300.593
896430;1;3;1;10;3;2;1;1;1959;49;5;4;1;;;1;5;;2;1;2;;4;8;;5;8;5;587.730.544.300.593
896430;1;4;1;10;4;2;1;11;1991;16;5;6;1;;;1;5;;2;1;1;2;5;10;1;5;10;5;587.730.544.300.593
896430;1;5;1;10;5;1;1;11;1989;18;5;6;2;2;;;;;2;1;2;;5;11;2;5;11;5;587.730.544.300.593
896431;1;1;1;10;1;2;1;3;1947;61;1;3;1;;;1;2;57700;2;1;2;;3;5;;5;5;5;8.494.315.023.354
896431;1;2;1;10;2;1;1;7;1981;27;3;6;1;;;1;1;29000;2;1;2;;6;6;3;5;17;5;8.494.315.023.354
896431;1;3;1;10;3;1;1;12;1971;36;3;3;1;;;1;1;60000;2;1;2;;4;8;;5;8;5;8.494.315.023.354
896431;1;4;1;10;4;2;1;5;1969;39;5;3;1;;;1;5;;2;1;2;;5;10;1;5;10;5;8.494.315.023.354
896431;1;5;1;10;4;1;1;12;1995;12;4;6;1;;;1;5;;2;1;1;1;4;6;;5;6;5;8.494.315.023.354
896431;1;6;1;10;6;1;1;10;1982;26;3;2;1;;;1;1;40000;2;1;2;;5;11;2;5;11;5;8.494.315.023.354
896431;1;7;1;10;7;2;1;2;1987;21;5;2;1;;;1;5;;2;1;1;1;5;10;1;5;10;5;8.494.315.023.354
896431;1;8;1;10;7;1;1;3;2007;1;4;;1;;;1;5;;2;;;;;;;5;;5;8.494.315.023.354
896432;1;1;1;10;1;2;1;7;1949;59;1;4;1;;;1;2;57700;2;1;2;;4;6;;5;6;5;70.604.006.635.781
896432;1;2;1;10;2;2;1;12;1947;60;5;4;1;;;1;2;57700;2;1;2;;4;6;;5;6;5;70.604.006.635.781
896433;1;1;1;10;1;2;1;1;1978;30;1;4;1;;;1;1;18460;2;1;2;;5;10;1;5;10;5;622.692.371.860.102
896433;1;2;1;10;2;2;1;8;1994;14;3;6;1;;;1;5;;2;1;1;1;4;8;;5;8;5;622.692.371.860.102
896433;1;3;1;10;1;2;1;10;1999;9;3;;1;;;1;5;;2;1;1;1;3;1;;5;1;5;622.692.371.860.102
896433;1;4;1;10;4;2;1;12;1940;67;5;5;1;;;3;;;1;1;2;;3;2;;5;2;5;622.692.371.860.102
896433;1;5;1;10;5;2;1;12;1949;58;5;5;1;;;3;;;1;1;2;;3;2;;5;2;5;622.692.371.860.102
896433;2;1;2;10;1;2;1;8;1981;27;1;4;1;;;1;1;28000;2;1;2;;6;2;3;5;13;5;622.692.371.860.102
896433;2;2;2;10;1;1;1;1;2006;2;3;;1;;;1;5;;2;;;;;;;5;;5;622.692.371.860.102
896433;2;3;2;10;3;2;1;5;1955;53;5;5;1;;;3;;;2;2;2;;1;0;;5;0;5;622.692.371.860.102
896434;1;1;1;10;1;2;2;;;69;1;5;1;;;1;2;660000;2;1;2;;5;11;2;5;11;5;748.367.739.332.399
896434;1;2;1;10;2;2;2;;;53;6;6;1;;;1;1;18460;2;1;2;;3;2;;5;2;5;748.367.739.332.399
896434;1;3;1;10;3;1;2;;;29;9;2;1;;;3;;;2;1;2;;6;2;2;5;13;5;748.367.739.332.399
896435;1;1;1;10;1;1;2;;;70;1;3;1;;;1;3;57700;2;1;2;;6;11;5;5;22;5;734.073.689.005.903
896435;1;2;1;10;2;2;2;;;68;2;3;1;;;1;3;57700;2;1;2;;5;11;2;5;11;5;734.073.689.005.903
896435;1;3;1;10;3;2;2;;;40;6;4;1;;;1;4;;2;1;2;;3;4;;5;4;5;734.073.689.005.903
896438;1;1;1;10;1;1;2;;;64;1;5;1;;;1;2;88100;2;1;2;;3;5;;5;5;5;807.181.680.941.323
896440;1;1;1;10;1;2;2;;;48;1;4;2;1;9;;;;1;1;2;;4;8;;5;8;5;67.744.969.570.255
896440;1;2;1;10;2;2;2;;;14;3;6;2;1;9;;;;1;1;1;1;4;6;;5;6;5;67.744.969.570.255
896440;1;3;1;10;3;2;2;;;1;7;;1;;;1;5;;2;;;;;;;5;;5;67.744.969.570.255
896441;1;1;1;10;1;1;2;;;26;1;2;2;1;3;;;;2;1;2;;5;11;2;5;11;5;88.521.269.007.761
896441;1;2;1;10;2;2;2;;;26;2;2;2;1;3;;;;2;1;2;;4;8;;5;8;5;88.521.269.007.761
896441;1;3;1;10;1;1;2;;;9;3;;2;1;3;;;;2;1;1;1;3;3;;5;3;5;88.521.269.007.761
896441;1;4;1;10;1;1;2;;;4;3;;2;1;3;;;;2;2;2;;1;0;;5;0;5;88.521.269.007.761
896442;1;1;1;10;1;2;2;;;58;1;6;1;;;3;;;2;1;2;;3;1;;5;1;5;701.454.217.279.782
896443;1;1;1;10;2;1;2;;;53;1;3;1;;;9;;;2;1;2;;6;5;4;5;16;5;802.118.249.557.226
896443;1;2;1;10;2;2;2;;;39;2;3;1;;;1;5;;2;1;2;;6;5;4;5;16;5;802.118.249.557.226
896443;1;3;1;10;3;2;2;;;20;3;6;1;;;1;5;;2;1;1;2;6;0;2;5;11;5;802.118.249.557.226
896443;1;4;1;10;4;1;2;;;17;3;6;1;;;1;5;;2;1;1;2;6;0;2;5;11;5;802.118.249.557.226
896443;1;5;1;10;3;1;2;;;7;3;;1;;;1;5;;2;1;1;2;2;0;;5;0;5;802.118.249.557.226
896443;1;6;1;10;3;1;2;;;1;3;;1;;;1;5;;2;;;;;;;5;;5;802.118.249.557.226
896444;1;1;1;10;1;1;2;;;58;1;3;1;;;3;;;2;1;2;;3;5;;5;5;5;737.208.266.307.182
896444;1;2;1;10;2;2;2;;;55;2;3;1;;;3;;;2;1;2;;3;5;;5;5;5;737.208.266.307.182
896444;1;3;1;10;3;2;2;;;32;3;6;1;;;3;;;2;1;2;;5;11;2;5;11;5;737.208.266.307.182
896444;1;4;1;10;4;1;2;;;13;4;6;1;;;3;;;2;1;1;1;4;6;;5;6;5;737.208.266.307.182
896444;1;5;1;10;5;1;2;;;18;3;6;1;;;1;1;18460;2;1;2;;6;2;2;5;13;5;737.208.266.307.182
896444;1;6;1;10;6;1;2;;;51;5;6;1;;;1;1;18460;2;1;2;;3;4;;5;4;5;737.208.266.307.182
896445;1;1;1;10;1;1;2;;;49;1;3;2;1;1;;;;2;1;2;;4;9;;5;9;5;774.705.587.257.216
896445;1;2;1;10;2;2;2;;;48;2;3;1;;;1;5;;2;1;2;;4;9;;5;9;5;774.705.587.257.216
896445;1;3;1;10;3;2;2;;;25;3;6;1;;;1;1;18460;2;1;2;;6;2;3;5;13;5;774.705.587.257.216
896446;1;1;1;10;1;2;2;;;26;1;2;1;;;3;;;2;1;2;;5;11;2;5;11;5;796.430.784.542.548
896446;1;2;1;10;2;1;2;;;34;2;2;1;;;3;;;2;1;2;;4;7;;5;7;5;796.430.784.542.548
896446;1;3;1;10;1;2;2;;;10;3;6;1;;;3;;;2;1;1;1;3;4;;5;4;5;796.430.784.542.548
896446;1;4;1;10;1;2;2;;;4;3;;1;;;3;;;2;2;2;;1;0;;5;0;5;796.430.784.542.548
896447;1;1;1;10;1;2;2;;;28;1;3;1;;;1;1;36000;2;1;2;;6;3;3;5;14;5;912.105.890.844.761
896447;1;2;1;10;2;1;2;;;31;2;3;1;;;1;1;34000;2;1;2;;6;4;3;5;15;5;912.105.890.844.761
896449;1;1;1;10;1;1;2;;;50;1;3;1;;;1;3;164000;2;1;2;;6;5;4;5;16;5;760.554.800.353.756
896449;1;2;1;10;2;2;2;;;45;2;3;1;;;1;5;;2;1;2;;5;11;2;5;11;5;760.554.800.353.756
896449;1;3;1;10;3;2;2;;;20;3;6;1;;;1;5;;2;1;1;1;6;3;2;5;14;5;760.554.800.353.756
896449;1;4;1;10;4;2;2;;;18;3;6;1;;;1;5;;2;1;1;1;6;0;2;5;11;5;760.554.800.353.756
896449;1;5;1;10;5;1;2;;;13;3;6;1;;;1;5;;2;1;1;2;4;7;;5;7;5;760.554.800.353.756
896450;1;1;1;10;1;2;2;;;44;1;3;1;;;1;1;44000;1;1;2;;5;11;2;5;11;5;759.683.482.413.517
896450;1;2;1;10;2;1;2;;;48;2;3;1;;;1;5;;2;1;2;;4;9;;5;9;5;759.683.482.413.517
896450;1;3;1;10;3;1;2;;;24;3;6;1;;;1;1;18460;2;1;2;;6;3;3;5;14;5;759.683.482.413.517
896450;1;4;1;10;4;2;2;;;16;3;6;1;;;1;5;;2;1;1;1;6;0;2;5;11;5;759.683.482.413.517
896451;1;1;1;10;1;1;2;;;69;1;3;1;;;1;2;115000;1;1;2;;4;6;;5;6;5;76.911.904.967.244
896451;1;2;1;10;2;2;2;;;58;2;3;1;;;1;5;;1;1;2;;4;6;;5;6;5;76.911.904.967.244
896451;1;3;1;10;2;1;2;;;12;4;6;1;;;1;5;;1;1;1;1;4;0;;5;5;5;76.911.904.967.244
896452;1;1;1;10;1;1;2;;;47;1;2;1;;;1;5;;1;1;2;;5;11;2;5;11;5;759.683.482.413.517
896452;1;2;1;10;2;2;2;;;41;2;2;1;;;1;5;;1;1;2;;5;11;2;5;11;5;759.683.482.413.517
896452;1;3;1;10;3;2;2;;;19;3;6;1;;;1;1;18460;2;1;1;1;6;1;2;5;12;5;759.683.482.413.517
896452;1;4;1;10;4;1;2;;;16;3;6;2;1;3;;;;2;1;1;1;5;10;1;5;10;5;759.683.482.413.517
896453;1;1;1;10;1;2;2;;;69;1;5;1;;;1;5;;2;1;2;;3;4;;5;4;5;692.464.503.434.017
896453;1;2;1;10;2;2;2;;;62;5;6;1;;;1;2;58000;2;1;2;;3;5;;5;5;5;692.464.503.434.017
