DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;P7495;P7500;P7500S1;P7500S2;P7500S3A1;P7500S2A1;P7500S1A1;P7500S3;P7505;P7510S3;P7510S6;P7510S2A1;P7510S6A1;P7510S5A1;P7510S3A1;P7510S1A1;P7510S5;P7510S1;P7510S2;CLASE;FT;P7510S7A1;P7510S7;DPTO;AREA;fex_c_2011
886619;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;17;17;169.302.468.339.649
886619;1;3;1;95;2;;;;;;;;1;2;2;;;;;600000;2;1;2;1;1;;2;17;17;169.302.468.339.649
886619;1;4;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;17;17;169.302.468.339.649
886620;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;17;17;15.204.987.300.658
886620;1;2;1;95;2;;;;;;;;1;2;2;;;;;1560000;2;1;2;1;1;;2;17;17;15.204.987.300.658
886621;1;1;1;95;2;;;;;;;;1;2;2;;;;;3000000;2;1;2;1;1;;2;17;17;179.340.915.731.531
886622;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;17;17;142.478.286.190.453
886622;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;17;17;142.478.286.190.453
886623;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;17;17;151.457.819.723.685
886623;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;17;17;151.457.819.723.685
886623;1;3;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;17;17;151.457.819.723.685
886624;1;1;1;95;1;;1;1;;1400000;200000;2;2;;;;;;;;;;;1;1;;;17;17;129.849.478.443.979
886624;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;17;17;129.849.478.443.979
886624;1;3;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;17;17;129.849.478.443.979
886624;1;5;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;17;17;129.849.478.443.979
886625;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;17;17;157.422.204.541.627
886625;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;17;17;157.422.204.541.627
886626;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;18;18;573.989.817.929.859
886626;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;18;18;573.989.817.929.859
886627;1;1;1;95;2;;;;;;;;1;2;2;;;;;240000;2;1;2;1;1;;2;18;18;91.513.240.691.617
886629;1;1;1;95;2;;;;;;;;1;2;2;;;;;1200000;2;1;2;1;1;;2;18;18;476.805.028.350.414
886629;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;18;18;476.805.028.350.414
886632;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;18;18;695.523.369.760.975
886632;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;18;18;695.523.369.760.975
886632;1;3;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;18;18;695.523.369.760.975
886632;1;4;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;18;18;695.523.369.760.975
886633;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;18;18;103.874.973.615.937
886633;1;2;1;95;1;;2;1;;500000;;2;2;;;;;;;;;;;1;1;;;18;18;103.874.973.615.937
886633;1;3;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;18;18;103.874.973.615.937
886633;1;4;1;95;1;;2;1;;500000;;2;2;;;;;;;;;;;1;1;;;18;18;103.874.973.615.937
886634;1;1;1;95;2;;;;;;;;1;2;2;;;;;1200000;2;1;2;1;1;;2;18;18;488.854.880.063.008
886635;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;18;18;527.848.703.540.065
886635;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;18;18;527.848.703.540.065
886636;1;1;1;95;2;;;;;;;;1;1;2;;;;960000;2400000;2;1;2;1;1;;2;18;18;526.011.145.332.366
886636;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;18;18;526.011.145.332.366
886637;1;1;1;95;2;;;;;;;;1;1;2;;;;900000;;2;2;2;1;1;;2;18;18;966.268.990.313.221
886637;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;18;18;966.268.990.313.221
886638;1;1;1;95;2;;;;;;;;1;1;2;;;;720000;;2;2;2;1;1;;2;18;18;444.432.083.384.093
886638;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;18;18;444.432.083.384.093
886638;1;3;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;18;18;444.432.083.384.093
886639;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;18;18;840.747.234.727.497
886639;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;18;18;840.747.234.727.497
886639;1;3;1;95;2;;;;;;;;1;2;2;;;;;1200000;2;1;2;1;1;;2;18;18;840.747.234.727.497
886640;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;18;18;708.731.774.537.614
886640;1;2;1;95;2;;;;;;;;1;1;2;;;;300000;;2;2;2;1;1;;2;18;18;708.731.774.537.614
886641;1;1;1;95;2;;;;;;;;1;2;2;;;;;1200000;2;1;2;1;1;;2;18;18;600.348.247.879.141
886641;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;18;18;600.348.247.879.141
886641;1;3;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;18;18;600.348.247.879.141
886641;1;4;1;95;2;;;;;;;;1;1;2;;;;600000;;2;2;2;1;1;;2;18;18;600.348.247.879.141
886642;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;18;18;368.037.243.497.808
886642;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;18;18;368.037.243.497.808
886642;1;3;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;18;18;368.037.243.497.808
886642;1;4;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;18;18;368.037.243.497.808
886642;1;5;1;95;2;;;;;;;;1;1;2;;;;600000;;2;2;2;1;1;;2;18;18;368.037.243.497.808
886643;1;1;1;95;2;;;;;;;;1;2;2;;;;;2400000;2;1;2;1;1;;2;18;18;59.669.652.711.323
886643;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;18;18;59.669.652.711.323
886643;1;3;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;18;18;59.669.652.711.323
886644;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;18;18;72.967.503.522.776
886644;1;2;1;95;2;;;;;;;;1;2;2;;;;;600000;2;1;2;1;1;;2;18;18;72.967.503.522.776
886644;1;3;1;95;2;;;;;;;;1;1;2;;;;960000;;2;2;2;1;1;;2;18;18;72.967.503.522.776
886644;1;4;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;18;18;72.967.503.522.776
886645;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;18;18;549.040.227.273.619
886645;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;18;18;549.040.227.273.619
886645;1;3;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;18;18;549.040.227.273.619
886645;1;4;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;18;18;549.040.227.273.619
886646;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;18;18;660.383.072.667.055
886646;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;18;18;660.383.072.667.055
886646;1;4;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;18;18;660.383.072.667.055
886646;1;5;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;18;18;660.383.072.667.055
886647;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;18;18;693.236.256.395.723
886647;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;18;18;693.236.256.395.723
886647;1;3;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;18;18;693.236.256.395.723
886647;1;4;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;18;18;693.236.256.395.723
886647;1;5;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;18;18;693.236.256.395.723
886648;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;18;18;849.007.831.583.845
886649;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;18;18;725.777.095.257.465
886649;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;18;18;725.777.095.257.465
886651;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;18;18;923.705.486.974.864
886651;1;2;1;95;2;;;;;;;;1;2;2;;;1200000;;;1;2;2;1;1;;2;18;18;923.705.486.974.864
886652;1;1;1;95;2;;;;;;;;1;1;2;;;;100000;700000;2;1;2;1;1;;2;18;18;476.805.028.350.414
886652;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;18;18;476.805.028.350.414
886653;1;1;1;95;2;;;;;;;;1;1;2;;;;300000;;2;2;2;1;1;;2;18;18;526.011.145.332.366
886653;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;18;18;526.011.145.332.366
886654;1;1;1;95;2;;;;;;;;1;2;2;;;18000000;;;1;2;2;1;1;;2;18;18;526.011.145.332.366
886654;1;2;1;95;1;;2;1;;461500;;2;2;;;;;;;;;;;1;1;;;18;18;526.011.145.332.366
886655;1;1;1;95;2;;;;;;;;1;1;2;;;;375000;;2;2;2;1;1;;2;18;18;696.960.026.209.721
886655;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;18;18;696.960.026.209.721
886655;1;3;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;18;18;696.960.026.209.721
886655;1;4;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;18;18;696.960.026.209.721
886655;1;5;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;18;18;696.960.026.209.721
886656;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;18;18;561.939.966.217.265
886656;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;18;18;561.939.966.217.265
886656;1;4;1;95;2;;;;;;;;1;1;2;;;;500000;;2;2;2;1;1;;2;18;18;561.939.966.217.265
886657;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;18;18;776.913.678.654.515
886657;1;2;1;95;2;;;;;;;;1;1;2;;;;120000;;2;2;2;1;1;;2;18;18;776.913.678.654.515
886657;1;3;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;18;18;776.913.678.654.515
886658;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;18;18;539.991.463.460.059
886658;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;18;18;539.991.463.460.059
886659;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;18;18;793.773.804.197.066
886659;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;18;18;793.773.804.197.066
886661;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;18;18;465.702.136.118.718
886661;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;18;18;465.702.136.118.718
886661;1;3;1;95;2;;;;;;;;1;2;2;;;;;2400000;2;1;2;1;1;;2;18;18;465.702.136.118.718
886662;1;1;1;95;2;;;;;;;;1;1;2;;;;390000;;2;2;2;1;1;;2;18;18;496.823.064.692.522
886662;1;6;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;18;18;496.823.064.692.522
886663;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;18;18;499.511.737.533.786
886663;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;18;18;499.511.737.533.786
886663;1;3;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;18;18;499.511.737.533.786
886664;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;18;18;640.735.065.598.014
886664;1;2;1;95;2;;;;;;;;1;2;2;;;;;1200000;2;1;2;1;1;;2;18;18;640.735.065.598.014
886665;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;18;18;91.513.240.691.617
886666;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;18;18;630.310.623.388.899
886666;1;2;1;95;2;;;;;;;;1;1;2;;;;60000;;2;2;2;1;1;;2;18;18;630.310.623.388.899
886666;1;4;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;18;18;630.310.623.388.899
886666;1;5;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;18;18;630.310.623.388.899
886667;1;1;1;95;2;;;;;;;;1;1;2;;;;1100000;;2;2;2;1;1;;2;18;18;483.614.659.915.882
886667;1;2;1;95;2;;;;;;;;1;1;2;;;;400000;;2;2;2;1;1;;2;18;18;483.614.659.915.882
886667;1;6;1;95;2;;;;;;;;1;2;2;;;;;450000;2;1;2;1;1;;2;18;18;483.614.659.915.882
886667;1;7;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;18;18;483.614.659.915.882
886668;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;18;18;516.371.863.076.336
886668;1;2;1;95;2;;;;;;;;1;1;2;;;;200000;;2;2;2;1;1;;2;18;18;516.371.863.076.336
886669;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;18;18;730.958.380.679.522
886669;1;2;1;95;2;;;;;;;;1;1;2;;;;240000;;2;2;2;1;1;;2;18;18;730.958.380.679.522
886669;1;3;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;18;18;730.958.380.679.522
886669;1;4;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;18;18;730.958.380.679.522
886669;1;5;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;18;18;730.958.380.679.522
886670;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;18;18;660.753.101.940.122
886670;1;2;1;95;2;;;;;;;;1;1;2;;;;730000;;2;2;2;1;1;;2;18;18;660.753.101.940.122
886671;1;1;1;95;2;;;;;;;;1;2;2;;;;;1800000;2;1;2;1;1;;2;18;18;789.610.651.330.446
886671;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;18;18;789.610.651.330.446
886672;1;1;1;95;1;;1;2;;;2000000;2;2;;;;;;;;;;;1;1;;;18;18;778.539.088.157.994
886672;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;18;18;778.539.088.157.994
886672;1;3;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;18;18;778.539.088.157.994
886672;1;4;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;18;18;778.539.088.157.994
886673;1;1;1;95;2;;;;;;;;1;1;2;;;;1500000;;2;2;2;1;1;;2;18;18;548.638.653.233.225
886673;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;18;18;548.638.653.233.225
886673;1;3;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;18;18;548.638.653.233.225
886673;1;4;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;18;18;548.638.653.233.225
886674;1;1;1;95;2;;;;;;;;1;1;2;;;;180000;;2;2;2;1;1;;2;18;18;65.903.184.758.931
886674;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;18;18;65.903.184.758.931
886675;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;18;18;591.223.891.704.442
886675;1;2;1;95;2;;;;;;;;1;1;2;;;;200000;;2;2;2;1;1;;2;18;18;591.223.891.704.442
886676;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;18;18;689.430.222.217.353
886676;1;2;1;95;2;;;;;;;;1;1;2;;;;115000;;2;2;2;1;1;;2;18;18;689.430.222.217.353
886677;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;18;18;779.604.951.991.376
886677;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;18;18;779.604.951.991.376
886678;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;18;18;100.664.564.760.779
886679;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;18;18;849.007.831.583.845
886680;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;18;18;793.773.804.197.066
886680;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;18;18;793.773.804.197.066
886681;1;1;1;95;2;;;;;;;;1;2;2;;;;;1200000;2;1;2;1;1;;2;18;18;54.555.994.371.618
886681;1;2;1;95;2;;;;;;;;1;2;2;;;;;600000;2;1;2;1;1;;2;18;18;54.555.994.371.618
886682;1;1;1;95;1;;2;1;;461500;;2;2;;;;;;;;;;;1;1;;;18;18;54.555.994.371.618
886682;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;18;18;54.555.994.371.618
886683;1;1;1;95;1;;1;2;;;200000;2;2;;;;;;;;;;;1;1;;;18;18;596.312.268.919.098
886683;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;18;18;596.312.268.919.098
886683;1;3;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;18;18;596.312.268.919.098
886683;1;4;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;18;18;596.312.268.919.098
886684;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;18;18;545.175.685.522.048
886684;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;18;18;545.175.685.522.048
886684;1;4;1;95;2;;;;;;;;1;2;2;;;;;1200000;2;1;2;1;1;;2;18;18;545.175.685.522.048
886685;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;18;18;573.896.909.722.459
886689;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;18;18;727.402.504.760.944
886689;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;18;18;727.402.504.760.944
886689;1;3;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;18;18;727.402.504.760.944
886690;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;18;18;725.777.095.257.465
886690;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;18;18;725.777.095.257.465
886691;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;18;18;607.895.264.192.259
886692;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;18;18;679.821.797.282.471
886692;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;18;18;679.821.797.282.471
886692;1;3;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;18;18;679.821.797.282.471
886692;1;4;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;18;18;679.821.797.282.471
886693;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;18;18;545.175.685.522.048
886693;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;18;18;545.175.685.522.048
886693;1;3;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;18;18;545.175.685.522.048
886694;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;18;18;386.522.778.543.838
886694;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;18;18;386.522.778.543.838
886694;1;5;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;18;18;386.522.778.543.838
886694;1;6;1;95;2;;;;;;;;1;2;2;;;;;1200000;2;1;2;1;1;;2;18;18;386.522.778.543.838
886694;1;7;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;18;18;386.522.778.543.838
886695;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;18;18;65.903.184.758.931
886695;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;18;18;65.903.184.758.931
886696;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;18;18;677.891.330.867.372
886696;1;2;1;95;2;;;;;;;;1;1;2;;;;480000;;2;2;2;1;1;;2;18;18;677.891.330.867.372
886696;1;3;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;18;18;677.891.330.867.372
886697;1;1;1;95;2;;;;;;;;1;1;2;;;;780000;1200000;2;1;2;1;1;;2;18;18;459.361.742.511.544
886698;1;1;1;95;2;;;;;;;;1;2;2;;;;;1200000;2;1;2;1;1;;2;18;18;442.806.673.880.614
886698;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;18;18;442.806.673.880.614
886699;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;18;18;510.357.348.059.296
886699;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;18;18;510.357.348.059.296
886699;1;5;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;18;18;510.357.348.059.296
886699;1;6;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;18;18;510.357.348.059.296
886699;1;7;1;95;2;;;;;;;;1;2;2;;;;;40000;2;1;2;1;1;;2;18;18;510.357.348.059.296
886700;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;18;18;527.848.703.540.065
886700;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;18;18;527.848.703.540.065
886701;1;1;1;95;2;;;;;;;;1;2;2;;;;;720000;2;1;2;1;1;;2;18;18;54.555.994.371.618
886701;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;18;18;54.555.994.371.618
886702;1;1;1;95;2;;;;;;;;1;2;2;;;;;1200000;2;1;2;1;1;;2;18;18;494.423.360.319.129
886703;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;18;18;524.478.644.036.287
886703;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;18;18;524.478.644.036.287
886704;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;18;18;674.489.633.907.814
886704;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;18;18;674.489.633.907.814
886704;1;6;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;18;18;674.489.633.907.814
886705;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;18;18;549.462.911.287.164
886705;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;18;18;549.462.911.287.164
886705;1;3;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;18;18;549.462.911.287.164
886707;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;18;18;524.478.644.036.287
886707;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;18;18;524.478.644.036.287
886708;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;18;18;591.223.891.704.442
886708;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;18;18;591.223.891.704.442
886709;1;1;1;95;1;;1;2;;;80000;2;2;;;;;;;;;;;1;1;;;18;18;524.385.735.828.887
886710;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;18;18;626.754.747.470.321
886710;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;18;18;626.754.747.470.321
886711;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;18;18;725.777.095.257.465
886711;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;18;18;725.777.095.257.465
886712;1;1;1;95;1;;2;1;;677000;;2;2;;;;;;;;;;;1;1;;;18;18;658.520.415.488.601
886712;1;2;1;95;1;;2;1;;711000;;2;2;;;;;;;;;;;1;1;;;18;18;658.520.415.488.601
886712;1;3;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;18;18;658.520.415.488.601
886713;1;1;1;95;1;;2;1;;2000000;;2;2;;;;;;;;;;;1;1;;;18;18;819.573.026.840.204
886713;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;18;18;819.573.026.840.204
886714;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;18;18;630.217.715.181.499
886714;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;18;18;630.217.715.181.499
886714;1;4;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;18;18;630.217.715.181.499
886715;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;18;18;494.423.360.319.129
886716;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;18;18;828.050.262.051.566
886716;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;18;18;828.050.262.051.566
886716;1;3;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;18;18;828.050.262.051.566
886716;1;4;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;18;18;828.050.262.051.566
886717;1;1;1;95;1;;2;1;;1081000;;2;2;;;;;;;;;;;1;1;;;18;18;51.521.331.001.229
886717;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;18;18;51.521.331.001.229
886717;1;3;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;18;18;51.521.331.001.229
886718;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;18;18;112.001.899.960.433
886718;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;18;18;112.001.899.960.433
886719;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;18;18;619.945.115.904.853
886719;1;4;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;18;18;619.945.115.904.853
886719;1;5;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;18;18;619.945.115.904.853
886722;1;1;1;95;1;;1;2;;;280000;2;2;;;;;;;;;;;1;1;;;18;18;654.905.604.844.954
886722;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;18;18;654.905.604.844.954
886722;1;3;1;95;2;;;;;;;;1;2;2;;;;;680000;2;1;2;1;1;;2;18;18;654.905.604.844.954
886722;1;6;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;18;18;654.905.604.844.954
886722;1;7;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;18;18;654.905.604.844.954
886722;1;10;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;18;18;654.905.604.844.954
886722;1;11;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;18;18;654.905.604.844.954
886723;1;1;1;95;1;;2;1;;840000;;2;2;;;;;;;;;;;1;1;;;18;18;619.945.115.904.853
886723;1;2;1;95;2;;;;;;;;1;2;2;;;;;890000;2;1;2;1;1;;2;18;18;619.945.115.904.853
886723;1;3;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;18;18;619.945.115.904.853
886724;1;1;1;95;2;;;;;;;;1;2;2;;;;;2160000;2;1;2;1;1;;2;18;18;607.895.264.192.259
886725;1;1;1;95;2;;;;;;;;1;2;2;;;;;1400000;2;1;2;1;1;;2;18;18;368.901.604.733.405
886725;1;2;1;95;2;;;;;;;;1;2;2;;;;;1800000;2;1;2;1;1;;2;18;18;368.901.604.733.405
886727;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;18;18;710.264.275.833.693
886727;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;18;18;710.264.275.833.693
886728;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;18;18;147.598.792.978.386
886728;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;18;18;147.598.792.978.386
886728;1;3;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;18;18;147.598.792.978.386
886729;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;18;18;885.613.347.761.228
