DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;CLASE;P7250;P7260;P7280;P7280S1;P7310;P7320;P7350;P7350S1;P7360;P7390;P7390S1;P7420;P7420S1;P7420S2;P7420S3;P7420S4;P7420S5;P7420S6;P7420S7;P7420S8;P7420S7A1;P7422;P7422S1;P9460;OFICIO1;OFICIO2;RAMA2D_D;DSI;DSCY;RAMA4D_D;DPTO;fex_c_2011
905143;1;4;1;70;2;24;60;1;;1;;;.;;;.;.;;;;;;;;;.;;;;62;;;1;2;;13;688.942.192.350.995
905689;1;1;1;70;2;8;40;1;;2;8;1;;9;1;;;;;1;;;;;;;2;;2;97;97;71;1;1;7122;15;103.507.806.132.592
905694;1;2;1;70;2;4;20;8;;1;;;.;;;.;.;;;;;;;;;.;;;;62;;;1;1;;15;177.565.866.279.596
905859;1;2;1;70;2;80;60;1;;2;99;8;;4;1;;;;;;;;;;1;;2;;2;45;62;1;1;2;116;15;579.341.398.626.519
907699;1;1;1;70;2;12;52;8;;2;12;4;;2;1;;;;;;;;;;1;;2;;2;62;41;52;1;1;5221;50;117.345.685.544.633
908594;1;1;1;70;2;4;60;1;;2;4;1;;2;1;;;;;;;;;;1;;2;;2;45;45;90;1;1;9000;66;106.957.174.521.263
908605;1;2;1;70;2;160;60;1;;1;;;.;;;.;.;;;;;;;;;.;;;;45;;;1;2;;66;919.350.209.417.596
908608;1;2;1;70;2;24;48;3;;2;24;3;;1;1;;;;;;;;;;1;;2;;2;54;54;95;1;2;9500;66;181.022.357.447.601
908653;1;1;1;70;2;12;60;1;;2;4;1;;2;1;;;;;;;;;;1;;1;300000;2;95;95;45;1;1;4521;66;201.803.627.561.194
908657;1;4;1;70;2;80;60;8;;2;40;1;;2;1;;;;;;;;;;1;;2;;2;62;95;45;1;2;4521;66;155.081.843.748.623
908664;1;2;1;70;2;60;60;3;;2;72;3;;1;2;;;;;;;;;;1;;2;;2;54;54;95;1;2;9500;66;124.062.819.551.067
908665;1;2;1;70;2;6;54;1;;1;;;.;;;.;.;;;;;;;;;.;;;;95;;;1;1;;66;172.512.457.580.898
908666;1;2;1;70;2;8;60;1;;2;8;1;;2;1;;;;;;;;;;1;;2;;2;95;95;45;1;1;4521;66;175.581.732.063.397
908666;1;3;1;70;2;2;60;1;;2;2;1;;2;1;;;;;;;;;;1;;1;380000;2;95;95;45;1;1;4521;66;175.581.732.063.397
908675;1;3;1;70;2;24;54;8;;2;4;8;;4;1;;;;;;;;;;1;;1;460000;2;62;62;1;1;2;115;66;145.888.114.404.596
910668;1;1;1;70;2;16;48;8;;2;16;8;;2;1;;;;;;;;;;1;;1;30000;2;62;62;1;1;2;118;23;291.837.614.853.528
912200;1;3;1;70;2;8;48;8;;2;8;8;;2;2;;;;;;;;;;1;;2;;2;62;62;1;1;1;114;5;161.153.761.787.898
912201;1;3;1;70;2;8;48;8;;1;;;.;;;.;.;;;;;;;;;.;;;;62;;;1;1;;5;197.417.214.212.184
912232;1;1;1;70;2;2;50;8;;2;2;8;;3;1;;;;;;;;;;1;;1;122000;2;62;62;1;1;1;121;5;173.904.341.222.641
912247;1;1;1;70;2;8;48;1;;2;48;1;;2;1;;;;;;;;;;1;;2;;2;93;45;52;1;1;5225;5;11.428.532.423.124
912284;1;3;1;70;2;8;60;3;;2;104;3;;1;1;;;;;;;;;;1;;2;;2;54;54;95;1;1;9500;5;138.675.134.076.671
912303;1;2;1;70;2;8;48;3;;1;;;.;;;.;.;;;;;;;;;.;;;;54;;;1;1;;5;159.215.070.666.838
912307;1;2;1;70;2;2;48;8;;2;1;8;;2;8;;;;;;;;;;1;;1;240000;2;62;62;1;1;1;114;5;171.835.268.382.689
912352;1;4;1;70;2;48;48;1;;1;;;.;;;.;.;;;;;;;;;.;;;;45;;;1;2;;5;128.424.595.980.923
912354;1;5;1;70;2;20;48;3;;2;20;3;;1;1;;;;;;;;;;1;;2;;2;54;54;95;1;2;9500;5;162.884.711.896.379
912363;1;2;1;70;2;16;48;1;;2;205;3;;1;3;;;;;;;;;;1;;2;;2;45;54;95;1;2;9500;5;108.127.595.829.257
912817;1;2;1;70;2;4;40;3;;2;180;3;;1;2;;;;;;;;;;1;;2;;2;54;54;95;1;1;9500;25;204.170.463.657.159
912835;1;2;1;70;2;4;40;8;;1;;;.;;;.;.;;;;;;;;;.;;;;62;;;1;1;;25;257.346.617.057.598
