DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;CLASE;P7250;P7260;P7280;P7280S1;P7310;P7320;P7350;P7350S1;P7360;P7390;P7390S1;P7420;P7420S1;P7420S2;P7420S3;P7420S4;P7420S5;P7420S6;P7420S7;P7420S8;P7420S7A1;P7422;P7422S1;P9460;OFICIO1;OFICIO2;RAMA2D_D;DSI;DSCY;RAMA4D_D;MES;DPTO;AREA;fex_c_2011
2062868;1;2;1;70;1;104;48;1; ;2;104;1; ;5;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;32;32;92;1;2;9231;01;05;05;1231,03857452716
2062882;1;1;1;70;1;104;40;1; ;2;104;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;95;95;36;1;2;3611;01;15;15;83,5621591369979
2062888;1;1;1;70;1;3;48;1; ;2;3;4; ;1;7; ; ; ; ; ; ; ; ; ;1; ;1;290000;2;95;95;45;1;1;4521;01;18;18;58,8170872774543
2062902;1;1;1;70;1;12;40;2; ;2;48;1; ;4;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;13;39;52;1;1;5243;01;20;20;133,334537038265
2062912;1;2;1;70;1;2;40;1; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;15; ; ;1;1; ;01;20;20;140,18495505065
2062915;1;3;1;70;1;98;48;1; ;2;36;1; ;3;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;32;39;74;1;2;7411;01;20;20;147,490379420374
2062916;1;1;1;70;1;3;48;4; ;2;3;4; ;2;2; ; ; ; ; ; ; ; ; ;1; ;1;320000;2;95;95;45;1;1;4559;01;20;20;106,807186225999
2062916;1;3;1;70;1;3;48;1; ;2;3;4; ;9;4; ; ; ; ; ; ; ; ; ;1; ;1;300000;2;32;32;75;1;1;7530;01;20;20;106,807186225999
2062921;1;1;1;70;1;98;48;1; ;2;98;4; ;2;5; ; ;1; ; ; ; ; ; ; ; ;2; ;2;05;05;74;1;2;7414;01;20;20;106,8289444915
2062928;1;3;1;70;1;20;48;4; ;2;24;4; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;95;95;45;1;2;4521;01;20;20;111,911391645717
2062928;1;4;1;70;1;12;54;4; ;2;98;1; ;3;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;38;53;55;1;1;5522;01;20;20;111,911391645717
2062934;1;1;1;70;1;52;50;1; ;2;99;1; ;9;4; ; ; ; ; ; ; ;1; ; ; ;2; ;2;19;32;74;1;2;7491;01;20;20;123,128287165845
2062936;1;6;1;70;1;52;50;2; ;2;52;4; ;4;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;97;58;45;1;2;4530;01;20;20;131,801760787237
2062937;1;3;1;70;1;20;50;4; ;2;20;4; ;1;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;37;98;60;1;2;6031;01;20;20;119,876829053007
2062937;1;4;1;70;1;14;50;1; ;2;100;4; ;2;4; ; ; ; ; ; ; ;1; ; ; ;2; ;2;45;41;52;1;2;5233;01;20;20;119,876829053007
2062947;1;1;1;70;1;4;48;1; ;2;7;1; ;9;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;97;78;16;1;1;1600;01;47;47;185,20394463925
2062954;1;1;1;70;1;24;48;1; ;2;104;1; ;9;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;21;32;63;1;2;6390;01;47;47;141,991069171284
2062959;1;3;1;70;1;18;48;1; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;21; ; ;1;2; ;01;47;47;153,381857665441
2062964;1;3;1;70;1;8;48;4; ;2;8;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;58;81;36;1;1;3611;01;47;47;172,892618712535
2062966;1;2;1;70;1;16;8;1; ;2;520;4; ;1;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;53;61;01;1;2;0111;01;47;47;162,30265514954
2062969;1;1;1;70;1;5;60;1; ;2;4;1; ;3;3; ; ; ; ;1; ; ; ; ; ; ;1;150000;2;80;80;19;1;1;1921;01;54;54;426,914815636742
2062978;1;3;1;70;1;28;60;1; ;2;5;4; ;1;3; ; ; ; ; ; ; ; ; ;1; ;1;800000;2;95;98;60;1;2;6031;01;54;54;370,831315381292
2062979;1;1;1;70;1;4;50;4; ;2;4;5; ;2;9;CON EL SISBEN; ; ; ; ; ; ; ; ;1; ;1;300000;2;95;95;45;1;1;4521;01;54;54;444,9706734793
2062979;1;2;1;70;1;24;60;2; ;2;36;1; ;8;9;CON EL SISBEN; ; ; ; ; ; ; ; ;1; ;2; ;2;58;03;85;1;2;8511;01;54;54;444,9706734793
2062980;1;2;1;70;1;48;48;4; ;2;288;1; ;4;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;41;45;52;1;2;5233;01;54;54;426,914815636742
2062986;1;3;1;70;1;4;72;2; ;2;104;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;58;81;36;1;1;3611;01;63;63;123,070492720277
2062986;1;4;1;70;1;2;60;4; ;2;16;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;81;81;36;1;1;3611;01;63;63;123,070492720277
2062987;1;3;1;70;1;5;48;4; ;2;5;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;95;95;45;1;1;4552;01;63;63;101,667216796685
2062989;1;4;1;70;1;20;48;1; ;2;4;4; ;1;4; ; ; ; ; ; ; ; ; ;1; ;1;90000;2;03;03;72;1;2;7250;01;63;63;154,255057108891
2062989;1;6;1;70;1;2;40;4; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;97; ; ;1;1; ;01;63;63;154,255057108891
2062996;1;2;1;70;1;2;48;1; ;2;2;1; ;9;2; ; ; ; ; ; ; ; ; ;1; ;1;650000;2;45;45;52;1;1;5211;01;63;63;126,244412929112
2062996;2;1;2;70;1;4;50;1; ;2;4;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;1;650000;2;83;83;28;1;1;2811;01;63;63;126,244412929112
2063000;1;1;1;70;1;20;48;1; ;2;12;4; ;1;1; ; ; ; ; ; ; ; ;1; ;PENSION;2; ;2;58;58;74;1;2;7492;01;63;63;109,273613060673
2063001;1;2;1;70;1;52;70;2; ;2;52;4; ;9;1; ; ; ; ; ; ; ; ; ;1; ;1;80000;2;13;08;75;1;2;7512;01;63;63;100,329756724115
2063006;1;2;1;70;1;24;60;1; ;2;24;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;95;95;45;1;2;4521;01;63;63;80,1820987340312
2063010;1;2;1;70;1;12;48;1; ;2;28;1; ;6;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;21;21;70;1;1;7010;01;68;68;486,528306024561
2063012;1;3;1;70;1;1;48;1; ;2;144;1; ;4;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;32;33;52;1;1;5211;01;68;68;495,189790772442
2063017;1;3;1;70;1;2;48;1; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;17; ; ;1;1; ;01;68;68;384,622602124207
2063029;1;2;1;70;1;24;70;1; ;2;4;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;55;74;1;2;7493;01;68;68;463,482857014665
2063047;1;5;1;70;1;3;48;1; ;2;5;1; ;8;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;59;59;85;1;1;8513;01;05;05;1466,24029574802
2063048;1;3;1;70;1;58;48;1; ;2;156;1; ;5;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;97;17;1;2;1730;01;05;05;1132,45501595217
2063051;1;3;1;70;1;6;48;4; ;2;6;4; ;7;2; ; ; ; ; ; ; ; ; ;1; ;1;1500000;2;13;13;80;1;1;8060;01;05;05;1349,52214553775
2063059;1;1;1;70;1;8;54;4; ;2;8;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;95;95;45;1;1;4521;01;18;18;56,6067441297894
2063066;1;3;1;70;1;4;48;1; ;2;4;1; ;2;7; ; ; ; ; ; ; ; ; ;1; ;1;700000;2;11;33;74;1;1;7412;01;18;18;69,2742437025445
2063073;1;3;1;70;1;8;56;1; ;2;8;1; ;2;7; ; ; ; ; ; ; ; ; ;1; ;2; ;2;95;95;45;1;1;4521;01;18;18;70,8768626028623
2063080;1;2;1;70;1;8;56;1; ;2;8;1; ;3;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;95;95;45;1;1;4521;01;18;18;65,6399477934855
2063094;1;4;1;70;1;4;40;1; ;2;40;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;1;300000;2;95;95;45;1;1;4521;01;18;18;75,7952431960217
2063097;1;2;1;70;1;4;40;1; ;2;4;1; ;3;2; ; ; ; ; ; ; ; ; ;1; ;1;630000;2;45;45;52;1;1;5233;01;18;18;51,9608533778512
2063099;1;1;1;70;1;8;40;1; ;2;8;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;95;64;05;1;1;0501;01;18;18;55,606332668326
2063099;1;2;1;70;1;4;40;1; ;2;4;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;1;400000;2;53;53;55;1;1;5529;01;18;18;55,606332668326
2063100;1;1;1;70;1;10;48;1; ;2;10;1; ;5;1; ; ; ; ; ; ; ;1; ; ; ;2; ;2;97;97;51;1;1;5127;01;18;18;61,3795590894157
2063100;1;6;1;70;1;20;48;1; ;2;20;1; ;3;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;53;55;1;2;5521;01;18;18;61,3795590894157
2063113;1;1;1;70;1;1;48;1; ;2;2;1; ;9;1; ; ; ; ; ; ; ; ; ;1; ;1;700000;2;70;70;18;1;1;1810;01;76;76;902,130512673123
2063121;1;1;1;70;1;32;48;3; ;2;52;1; ;4;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;55;55;70;1;2;7020;01;76;76;994,090951345148
2063126;1;8;1;70;1;52;48;1; ;2;156;1; ;5;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;97;97;19;1;2;1939;01;76;76;707,892372555314
2063131;1;2;1;70;1;1;24;1; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;55; ; ;1;1; ;01;76;76;974,32814133322
2063145;1;2;1;70;1;6;48;1; ;2;24;1; ;4;5; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;45;52;1;1;5219;01;76;76;1154,57463670776
2063161;1;1;1;70;1;52;48;1; ;2;56;1; ;3;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;32;33;52;1;2;5239;01;76;76;748,668296242229
2063165;1;2;1;70;1;16;40;4; ;2;16;1; ;9;1; ; ;1; ; ; ; ; ; ; ; ;2; ;2;19;19;51;1;2;5141;01;76;76;751,229055504353
2063170;1;1;1;70;1;12;48;1; ;2;6;4; ;9;1; ; ; ;1; ; ; ; ; ; ; ;2; ;2;13;39;74;1;1;7413;01;76;76;527,609367882597
2063172;1;4;1;70;1;4;48;1; ;2;24;1; ;5;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;33;51;1;1;5125;01;76;76;738,857556873133
2064082;1;2;1;70;1;2;48;2; ;2;6;2; ;9;1; ; ; ; ; ; ; ; ; ;1; ;1;1000000;2;13;13;80;1;1;8045;01;15;15;71,1917196664239
2064087;1;1;1;70;1;3;48;1; ;2;3;1; ;3;4; ; ; ; ; ; ; ; ; ;1; ;1;1500000;2;21;21;80;1;1;8060;01;15;15;110,765853460831
2064088;1;2;1;70;1;52;40;1; ;2;350;1; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;53;55;1;2;5521;01;15;15;102,987537525607
2064092;3;1;3;70;1;4;48;1; ;2;12;1; ;3;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;93;95;45;1;1;4521;01;15;15;116,45484035617
2064098;1;1;1;70;1;3;50;1; ;2;3;1; ;4;1; ; ; ; ; ; ; ; ; ;1; ;1;700000;2;98;45;52;1;1;5239;01;15;15;95,04689889401
2064098;1;2;1;70;1;3;50;1; ;2;3;1; ;5;1; ; ; ; ; ; ; ; ; ;1; ;1;500000;2;83;83;28;1;1;2811;01;15;15;95,04689889401
2064098;1;3;1;70;1;36;50;1; ;2;36;1; ;4;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;45;52;1;2;5239;01;15;15;95,04689889401
