DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;P7250;P7260;P7280;P7280S1;P7310;P7320;P7350;P7350S1;P7360;P9460;P7390;P7390S1;P7420;P7420S1;P7420S2;P7420S3;P7420S4;P7420S5;P7420S6;P7420S7;P7420S7A1;P7420S8;P7422;P7422S1;P1806;P1519;P1883;clase;MES;DSI;DSCY;RAMA4D_D_R4;RAMA2D_D_R4;OFICIO1;OFICIO2;DPTO;fex_c_2011
5166647;1;4;1;70;8;48;4; ;2;16;4; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;600000;2; ;2;04;1;1;4112;41;95;95;20;1031,10803182007
5166651;1;1;1;70;56;44;1; ;2;58;1; ;6;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;900000;2; ;2;04;1;2;7320;73;39;39;20;1492,90728607536
5166654;1;2;1;70;8;48;2; ;2;8;2; ;9;2;7; ; ; ; ; ; ; ; ; ; ;1;2; ;920000;2; ;2;04;1;1;8610;86;59;59;20;1383,5622083101
5166656;1;1;1;70;4;48;4; ;2;6;4; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;850000;2; ;2;04;1;1;4312;43;95;99;20;1187,96658038315
5166658;1;3;1;70;6;44;1; ;2;6;4; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;2;04;1;1;4220;42;58;95;20;1273,67100505832
5166663;1;1;1;70;3;40;4; ;2;72;1; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;600000;2; ;2;04;1;1;2395;23;95;89;20;1355,9938752661
5166664;1;1;1;70;40;48;4; ;2;60;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;600000;2; ;2;04;1;2;0161;01;61;61;20;1093,6359041681
5166668;1;1;1;70;5;50;8; ;2;5;4; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;1;1300000;700000;2; ;2;04;1;1;9609;96;62;99;20;1691,63026674427
5166670;1;2;1;70;24;40;4; ;2;24;4; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;700000;2; ;2;04;1;2;4112;41;95;95;20;1365,06327212034
5166680;1;1;1;70;24;48;1; ;2;24;1; ;5;2;8; ; ; ; ; ; ; ; ; ; ;1;2; ;877803;2; ;2;04;1;2;0141;01;03;62;25;877,575219028455
5166686;1;4;1;70;8;48;1; ;2;20;1; ;3;2;3; ; ; ; ; ; ; ; ; ; ;1;2; ;877803;2; ;2;04;1;1;6010;60;15;17;25;1376,17384359448
5166686;1;6;1;70;12;48;1; ;2;20;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;877803;2; ;2;04;1;1;5914;59;33;33;25;1376,17384359448
5166703;1;1;1;70;6;50;1; ;2;8;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;1;1200000;700000;2; ;2;04;1;1;4111;41;95;95;50;2840,71945223969
5166709;1;2;1;70;16;48;1; ;2;52;1; ;5;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;940000;2; ;2;04;1;2;5511;55;34;39;50;4659,07766017247
5166745;1;1;1;70;4;48;1; ;2;4;1; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;1000000;2; ;2;04;1;1;5611;56;53;53;50;2842,94256991698
5166745;1;2;1;70;8;48;1; ;2;8;1; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;1800000;2; ;2;04;1;1;4923;49;98;98;50;2842,94256991698
5166749;1;1;1;70;8;50;1; ;2;8;1; ;7;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;1200000;2; ;2;04;1;1;4210;42;95;95;50;5157,43710271354
5166749;1;2;1;70;4;60;1; ;2;4;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;900000;2; ;2;04;1;1;5611;56;53;53;50;5157,43710271354
5166750;1;1;1;70;4;50;1; ;2;4;8; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;1000000;2; ;2;04;1;1;0112;01;62;62;50;1530,09128841745
5166837;1;2;1;70;8;48;3; ;2;28;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;900000;2; ;2;04;1;1;4731;47;54;45;50;3785,26107764418
5166865;1;1;1;70;4;40;1; ;2;4;1; ;9;2;3; ; ;1; ; ; ; ; ; ; ; ;1;21000000;17000000;1;1;2;04;1;1;0610;06;02;02;50;1509,41032807729
5166932;1;2;1;70;8;48;1; ;2;8;8; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;2;04;1;1;0122;01;97;62;05;5122,64213271882
5166933;1;1;1;70;6;48;1; ;2;6;1; ;4;2;8; ; ; ; ; ; ; ; ; ; ;1;1;240000;900000;2; ;2;04;1;1;4111;41;95;95;05;4597,08107946489
5166933;1;4;1;70;2;48;8; ;2;4;8; ;8;2;7; ; ; ; ; ; ; ; ; ; ;1;1;100000;600000;2; ;2;04;1;1;0122;01;62;62;05;4597,08107946489
5166935;1;1;1;70;4;40;1; ;2;4;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;1;320000;800000;2; ;2;04;1;1;4111;41;95;95;05;3298,03577335033
5166938;1;2;1;70;6;48;1; ;2;6;1; ;5;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;877803;2; ;2;04;1;1;4752;47;81;97;05;1025,21720485393
5166939;1;3;1;70;2;48;1; ;2;6;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;1;300000;877803;2; ;2;04;1;1;5320;53;89;97;05;1064,67765884639
5166940;1;2;1;70;20;48;1; ;2;260;1; ;3;2;7; ; ; ; ; ; ; ; ; ; ;1;2; ;900000;2; ;2;04;1;2;4111;41;95;95;05;1144,45755616831
5166940;1;3;1;70;8;60;1; ;2;8;4; ;1;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;900000;2; ;2;04;1;1;5912;59;16;16;05;1144,45755616831
5166961;1;3;1;70;5;48;1; ;2;6;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;2;04;1;1;4111;41;95;95;66;1612,1677082175
5167135;1;3;1;70;52;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;877803; ; ;2;04;1;2;.; ;45; ;66;4748,64567390461
5167143;1;4;1;70;96;60;1; ;2;150;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;720000;2; ;2;04;1;2;5613;56;33;53;66;6634,70561780137
5167144;1;3;1;70;20;50;1; ;2;20;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;2;04;1;2;5511;55;54;54;66;2504,54687269908
5167152;1;1;1;70;24;50;1; ;2;24;1; ;3;2;1; ; ;1; ; ; ; ; ; ; ; ;2; ;1000000;1;1;2;04;1;2;7500;75;59;59;66;3966,18854257787
5167169;1;1;1;70;5;48;1; ;2;5;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;1;878000;878000;2; ;2;04;1;1;8621;86;39;39;05;5889,90647228608
5167173;1;5;1;70;16;48;8; ;2;16;8; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;2;04;1;2;0123;01;62;62;05;5687,61832726743
5167174;1;2;1;70;20;48;8; ;2;20;8; ;8;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;400000;2; ;2;04;1;2;0123;01;62;62;05;2597,20489887412
5167174;1;3;1;70;20;48;8; ;2;20;8; ;8;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;500000;2; ;2;04;1;2;0123;01;62;62;05;2597,20489887412
5167177;1;2;1;70;4;48;8; ;2;4;8; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;878000;2; ;2;04;1;1;0123;01;62;62;05;5810,56571439455
5167195;1;3;1;70;4;48;4; ;2;4;8; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;700000;2; ;2;04;1;1;0123;01;61;62;05;2597,20489887412
5167197;1;3;1;70;4;48;1; ;2;4;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;878000;2; ;2;04;1;1;4771;47;45;45;05;4569,94804025115
5167386;1;3;1;70;14;48;1; ;2;8;3;9;1;2;1; ; ; ; ; ; ; ; ; ; ;1;1;150000;877802;2; ;2;04;1;2;9700;97;53;54;13;1131,15763361006
5167387;1;4;1;70;12;48;3; ;2;12;1; ;2;2;1; ; ; ; ; ; ; ; ;1;CONSEGUIR UN T; ;2; ;600000;2; ;2;04;1;1;4711;47;54;45;13;2137,90506501519
5167432;1;1;1;70;2;45;4; ;2;2;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;1;300000;600000;2; ;2;04;1;1;0161;01;61;61;18;347,982911140793
5167473;1;3;1;70;52;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;877803; ; ;2;04;1;2;.; ;58; ;19;3584,36148489703
5167767;1;2;1;70;52;48;1; ;2;52;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;877803;2; ;2;04;1;2;0161;01;97;61;25;3787,18023767186
5167898;1;1;1;70;4;40;4; ;2;8;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;900000;2; ;2;04;1;1;4111;41;62;95;41;1812,13343679696
5167909;1;2;1;70;8;48;4; ;2;8;4; ;1;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;877000;2; ;2;04;1;1;4112;41;95;95;41;1333,62348326916
5167924;1;2;1;70;4;40;1; ;2;12;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;200000;2; ;2;04;1;1;0161;01;99;61;41;2317,85881354521
5167926;1;1;1;70;8;48;1; ;2;8;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;880000;2; ;2;04;1;1;8299;82;33;99;41;2446,98071641988
5167926;1;6;1;70;40;40;4; ;2;12;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;880000;2; ;2;04;1;2;5611;56;53;53;41;2446,98071641988
5167933;1;1;1;70;48;48;4; ;2;6;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;400000;2; ;2;04;1;2;5611;56;45;53;41;1611,45047421321
5167934;1;3;1;70;48;48;1; ;2;8;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;880000;2; ;2;04;1;2;4390;43;97;97;41;728,788871668376
5167935;1;2;1;70;12;48;4; ;2;12;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;2000000;2; ;2;04;1;1;7500;75;06;06;41;1219,15544637337
5167935;1;3;1;70;52;48;1; ;2;52;2; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;1200000;2; ;2;04;1;2;8424;84;39;58;41;1219,15544637337
5167946;1;1;1;70;8;40;4; ;2;8;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;2;04;1;1;0161;01;61;61;41;1851,7521972806
5167952;1;1;1;70;12;40;1; ;2;12;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;2;04;1;1;3811;38;95;99;41;1812,13343679696
5167955;1;4;1;70;4;48;1; ;2;52;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;9970000;2; ;2;04;1;1;0610;06;58;58;41;728,788871668376
5167956;1;3;1;70;30;48;1; ;2;30;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;877000;2; ;2;04;1;2;0610;06;71;71;41;1368,29023973588
5167956;1;4;1;70;3;48;1; ;2;36;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;877000;2; ;2;04;1;1;0610;06;71;71;41;1368,29023973588
5167958;1;1;1;70;12;48;1; ;2;12;1; ;7;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;877000;2; ;2;04;1;1;7110;71;58;95;41;1370,54076845156
5167972;1;1;1;70;48;48;1; ;2;60;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;877000;2; ;2;04;1;2;0610;06;58;99;41;1151,96426611666
5167975;1;1;1;70;8;48;1; ;2;8;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;1200000;2; ;2;04;1;1;4210;42;95;95;41;1639,23696048925
5167978;1;2;1;70;12;48;1; ;2;12;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;1500000;2; ;2;04;1;1;0610;06;58;58;41;2350,38323733519
5167984;1;1;1;70;14;48;1; ;2;14;1; ;9;2;1; ; ; ; ; ; ; ;1; ; ; ;2; ;877000;2; ;2;04;1;2;8010;80;58;58;41;2136,19959639271
5167993;1;1;1;70;8;50;1; ;2;70;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;600000;2; ;2;04;1;1;4711;47;45;45;44;1661,20656436359
5168035;1;2;1;70;16;48;1; ;2;16;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;877803;2; ;2;04;1;2;5630;56;53;53;68;2516,05430997322
5168036;1;1;1;70;2;60;1; ;2;3;1; ;4;2;7; ; ; ; ; ; ; ; ; ; ;1;1;400000;800000;2; ;2;04;1;1;4111;41;95;95;68;2375,4024593136
5168043;2;1;2;70;16;48;1; ;2;16;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;877803;2; ;2;04;1;2;5611;56;45;53;68;2308,9803128189
5168044;1;3;1;70;4;60;1; ;2;5;1; ;9;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;2;04;1;1;9329;93;59;59;68;1428,57424728592
5168052;1;5;1;70;3;60;1; ;2;4;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;1;500000;1000000;2; ;2;04;1;1;4111;41;95;95;68;1648,95615362025
5168059;1;2;1;70;4;60;8; ;2;5;8; ;3;2;7; ; ; ; ; ; ; ; ; ; ;1;2; ;700000;2; ;2;04;1;1;0113;01;62;62;68;1609,05566919921
5168167;1;2;1;70;8;48;1; ;2;8;1; ;6;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;1000000;2; ;2;04;1;1;8530;85;13;13;54;468,091551677262
5168170;1;1;1;70;8;48;3; ;2;8;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;900000;2; ;2;04;1;1;9700;97;54;54;54;843,969674438249
5168171;1;3;1;70;48;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;877803; ; ;2;04;1;2;.; ;05; ;54;468,091551677262
5168173;1;4;1;70;8;48;1; ;2;8;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;900000;2; ;2;04;1;1;5611;56;53;53;54;821,574854476587
5168357;1;2;1;70;12;45;1; ;2;12;4; ;2;2;7; ; ; ; ; ; ; ; ; ; ;1;2; ;600000;2; ;2;04;1;1;4322;43;87;87;70;1017,17942816341
5168358;1;3;1;70;3;48;3; ;2;20;1; ;3;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;400000;2; ;2;04;1;1;5511;55;54;53;70;1059,03209312007
5168362;1;2;1;70;2;42;4; ;2;24;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;100000;2; ;2;04;1;1;0161;01;61;61;70;953,9029427465
5168376;1;1;1;70;4;48;2; ;2;104;2; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;2;04;1;1;8621;86;59;59;70;1287,42554851997
5168376;1;3;1;70;3;40;1; ;2;5;9;F;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;2;04;1;1;8530;85;13;13;70;1287,42554851997
5168376;1;4;1;70;2;45;4; ;2;12;4; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;600000;2; ;2;04;1;1;4542;45;95;84;70;1287,42554851997
5168384;1;2;1;70;3;48;4; ;2;5;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;1;300000;600000;2; ;2;04;1;1;4921;49;95;98;70;1570,42413988742
5168385;1;2;1;70;8;40;4; ;2;52;1; ;4;2;1; ; ; ; ; ; ; ;1; ; ; ;2; ;300000;2; ;2;04;1;1;5611;56;45;53;70;1227,49049097634
5168390;1;1;1;70;2;42;4; ;2;8;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;400000;2; ;2;04;1;1;4723;47;41;41;70;740,366626621173
5168404;1;2;1;70;5;45;3; ;2;98;4; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;300000;2; ;2;04;1;1;8890;88;54;53;70;1276,71631529205
5168409;1;3;1;70;3;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;500000; ; ;2;04;1;1;.; ;32; ;70;1681,67566759112
5168416;1;1;1;70;5;45;4; ;2;12;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;200000;2; ;2;04;1;1;0161;01;62;62;70;1148,68058509168
5168416;1;2;1;70;3;50;3; ;2;216;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;300000;2; ;2;04;1;1;9700;97;54;54;70;1148,68058509168
5168419;1;2;1;70;6;42;4; ;2;12;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;300000;2; ;2;04;1;1;0161;01;61;61;70;685,377580725154
5168422;1;1;1;70;5;48;4; ;2;45;3; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;300000;2; ;2;04;1;1;9700;97;41;54;70;1137,54878361885
5168434;1;3;1;70;3;40;1; ;2;8;2; ;9;2;5; ; ; ; ; ; ; ; ; ; ;1;2; ;600000;2; ;2;04;1;1;8422;84;59;58;70;792,029797899826
5168567;1;2;1;70;3;48;3; ;2;5;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;1;100000;100000;2; ;2;04;1;1;8121;81;54;54;73;4083,31693255839
5168567;1;4;1;70;16;50;1; ;2;17;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;1000000;2; ;2;04;1;2;3811;38;33;99;73;4083,31693255839
5168567;1;5;1;70;28;50;1; ;2;30;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;1000000;2; ;2;04;1;2;4711;47;33;97;73;4083,31693255839
5168567;1;6;1;70;4;40;1; ;2;5;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;1;900000;1200000;2; ;2;04;1;1;3514;35;97;97;73;4083,31693255839
5168567;1;9;1;70;4;50;1; ;2;5;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;1;300000;1000000;2; ;2;04;1;1;3514;35;95;97;73;4083,31693255839
5168567;1;10;1;70;10;48;2; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;1500000; ; ;2;04;1;1;.; ;05; ;73;4083,31693255839
5168572;1;2;1;70;5;48;1; ;2;5;1; ;4;2;2; ; ; ; ; ; ; ; ; ; ;1;1;450000;877800;2; ;2;04;1;1;4711;47;33;45;73;2084,87911369876
5168573;1;4;1;70;7;50;1; ;2;7;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;1200000;2; ;2;04;1;1;2511;25;87;87;73;1439,85654714733
5168575;1;2;1;70;96;48;1; ;2;99;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;2;04;1;2;8530;85;55;55;73;1822,86123291509
5168586;1;1;1;70;5;48;1; ;2;5;8; ;4;2;8; ; ; ; ; ; ; ; ; ; ;1;1;80000;1000000;2; ;2;04;1;1;0121;01;45;62;73;1656,80016831981
5168586;1;4;1;70;8;48;4; ;2;8;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;2;04;1;1;4330;43;95;95;73;1656,80016831981
5168588;1;2;1;70;8;48;1; ;2;20;1; ;9;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;2;04;1;1;8890;88;53;53;73;3066,10986983033
5168588;1;3;1;70;12;50;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;1000000; ; ;2;04;1;1;.; ;39; ;73;3066,10986983033
5168588;1;5;1;70;4;48;1; ;2;8;1; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;1200000;2; ;2;04;1;1;8621;86;59;59;73;3066,10986983033
5168592;1;1;1;70;3;48;8; ;2;4;8; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;1;1000000;877300;2; ;2;04;1;1;0121;01;62;62;73;3018,86469018403
5168599;1;3;1;70;8;48;1; ;2;24;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;900000;2; ;2;04;1;1;4711;47;98;97;73;1292,70615431391
5168599;1;4;1;70;24;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;300000; ; ;2;04;1;2;.; ;45; ;73;1292,70615431391
5168600;1;3;1;70;34;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;1400000; ; ;2;04;1;2;.; ;02; ;73;1020,8292331396
5168602;1;1;1;70;3;48;8; ;2;4;8; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;1;12000;200000;2; ;2;04;1;1;0163;01;62;62;73;1613,57952090025
5168603;1;1;1;70;6;48;8; ;2;5;8; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;2;04;1;1;0112;01;62;62;73;1020,8292331396
5168606;1;4;1;70;8;48;1; ;2;10;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;2;04;1;1;5611;56;53;53;73;1020,8292331396
5168609;1;1;1;70;5;48;8; ;2;6;8; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;1000000;2; ;2;04;1;1;0121;01;62;62;73;2792,74547827718
5168615;1;4;1;70;36;48;1; ;2;40;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;1000000;2; ;2;04;1;2;4210;42;39;03;73;1162,24004798298
5168618;1;3;1;70;4;50;3; ;2;4;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;1;150000;800000;2; ;2;04;1;1;9700;97;54;54;73;1867,93549252628
5168623;1;3;1;70;8;48;1; ;2;8;1; ;5;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;877300;2; ;2;04;1;1;1410;14;45;45;73;2205,38256361774
5168624;1;1;1;70;1;60;8; ;2;2;8; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;1;500000;900000;2; ;2;04;1;1;0122;01;62;62;73;1613,57952090025
5168628;1;4;1;70;4;40;8; ;2;4;8; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;1;150000;400000;2; ;2;04;1;1;0123;01;62;62;73;908,29897629612
5168630;1;2;1;70;2;30;1; ;2;180;1; ;3;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;400000;2; ;2;04;1;1;0129;01;53;53;73;1423,40008221301
5168630;1;3;1;70;4;50;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;900000; ; ;2;04;1;1;.; ;53; ;73;1423,40008221301
5168638;1;7;1;70;4;48;1; ;2;4;1; ;9;2;3; ; ; ; ;1; ; ; ; ; ; ;1;1000000;950000;2; ;2;04;1;1;2023;20;45;45;73;743,470499274508
5168682;1;3;1;70;13;48;1; ;2;24;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;877800;2; ;2;04;1;1;4111;41;95;95;73;2527,86370289497
5168685;1;3;1;70;5;48;1; ;2;5;8; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;880000;2; ;2;04;1;1;0322;03;64;64;73;2170,83601537486
5168686;1;1;1;70;24;48;1; ;2;24;1; ;6;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;877800;2; ;2;04;1;2;0322;03;64;58;73;2170,83601537486
5168686;1;2;1;70;21;48;1; ;2;99;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;2;04;1;2;5611;56;53;53;73;2170,83601537486
5168701;1;2;1;70;6;50;8; ;2;7;8; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;1;50000;500000;2; ;2;04;1;1;0150;01;62;62;73;2582,81375282408
5168705;1;1;1;70;4;50;8; ;2;4;8; ;2;2;7; ; ; ; ; ; ; ; ; ; ;1;1;100000;600000;2; ;2;04;1;1;0150;01;62;62;73;4004,49418553943
5168714;1;2;1;70;8;50;8; ;2;9;8; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;700000;2; ;2;04;1;1;0150;01;62;62;73;1548,32356411658
5168724;1;1;1;70;8;48;1; ;2;7;8; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;877300;2; ;2;04;1;1;0123;01;62;62;73;2170,83601537486
5168724;1;2;1;70;12;40;3; ;2;240;1; ;6;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;877300;2; ;2;04;1;1;3811;38;54;99;73;2170,83601537486
5168724;1;3;1;70;16;48;1; ;2;24;1; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;877300;2; ;2;04;1;2;1410;14;45;97;73;2170,83601537486
5168730;1;1;1;70;1;48;8; ;2;2;8; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;1;150000;700000;2; ;2;04;1;1;0150;01;62;62;73;2045,36714642135
5168730;1;3;1;70;2;48;8; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;800000; ; ;2;04;1;1;.; ;62; ;73;2045,36714642135
5168730;1;4;1;70;2;50;8; ;2;4;8; ;6;2;1; ; ; ; ; ; ; ; ; ; ;1;1;300000;800000;2; ;2;04;1;1;0150;01;62;62;73;2045,36714642135
5168810;1;1;1;70;6;48;1; ;2;16;1; ;8;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;500000;2; ;2;04;1;1;4771;47;45;45;76;7595,85668416068
5168813;1;1;1;70;2;50;1; ;2;6;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;2;04;1;1;4921;49;98;98;76;7310,5226873989
5168838;1;4;1;70;1;40;1; ;2;5;1; ;4;2;7; ; ; ; ; ; ; ; ; ; ;1;1;300000;500000;2; ;2;04;1;1;8512;85;13;13;76;4871,62371722104
5168843;1;1;1;70;5;40;5; ;2;5;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;1;98;877803;2; ;2;04;1;1;5619;56;77;77;76;3382,93629524964
5168843;1;2;1;70;7;48;1; ;2;7;1; ;6;2;7; ; ; ; ; ; ; ; ; ; ;1;2; ;877803;2; ;2;04;1;1;4921;49;53;36;76;3382,93629524964
5168962;1;3;1;70;16;48;1; ;2;19;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;900000;2; ;2;04;1;2;8544;85;03;03;08;2403,87982127169
5168997;1;3;1;70;12;40;1; ;2;12;1; ;8;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;2;04;1;1;8423;84;32;58;18;249,81156220823
5169097;1;3;1;70;8;60;1; ;2;9;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;500000;2; ;2;04;1;1;4711;47;45;45;44;865,928409951023
