directorio;secuencia_p;orden;Oficio;Rama2d_r4;Rama4d_r4;P6430;P6800;P6850;P6830;P6500;P6750;P6760;Oci;Mes;Area;Fex_c_2011
15174;1;4;53;56;5619;1;48;0;6;100000; ; ;1;04;68;239,97567445259
15178;1;1;03;61;6190;1;48;48; ;900000; ; ;1;04;66;392,075262342182
15179;1;1;11;84;8412;2;50;50; ;4700000; ; ;1;04;76;1026,77895258669
15184;1;1;53;56;5611;1;48;0;6;877803; ; ;1;04;66;651,685389372968
15184;1;2;57;96;9602;4;48;0;6; ;600;1;1;04;66;651,685389372968
15186;1;1;89;43;4330;4;60;0;6; ;150000;1;1;04;68;325,610834494925
15186;1;2;80;15;1522;4;62;0;6; ;80000;1;1;04;68;325,610834494925
15196;1;1;18;93;9311;4;24;0;6; ;400000;1;1;04;68;318,907164663501
15196;1;2;59;85;8559;1;48;0;6;800000; ; ;1;04;68;318,907164663501
15196;1;4;55;81;8121;4;20;0;6; ;0;1;1;04;68;318,907164663501
15197;1;1;85;43;4321;4;48;0;6; ;500000;1;1;04;17;78,3804868234322
15197;1;2;79;14;1410;1;48;0;6;600000; ; ;1;04;17;78,3804868234322
15199;1;1;21;85;8551;5;48;24;6; ;3000000;1;1;04;52;189,69528828686
15200;1;1;14;94;9491;1;48;48; ;877803; ; ;1;04;66;408,822629773375
15203;1;1;54;97;9700;3;48;0;6;455000; ; ;1;04;66;484,084743734472
15207;1;1;21;96;9609;4;40;5;6; ; ;1;1;04;76;1101,20163318474
15207;1;2;32;96;9609;4;15;0;6; ;0;1;1;04;76;1101,20163318474
15207;1;3;16;90;9004;4;80;10;6; ;0;1;1;04;76;1101,20163318474
15207;1;4;12;69;6910;4;40;5;6; ;0;1;1;04;76;1101,20163318474
15207;1;5;15;46;4642;1;48;0;3;1300000; ; ;1;04;76;1101,20163318474
15216;1;1;45;47;4792;4;20;0;6; ;300000;1;1;04;17;122,26891316238
15223;1;1;89;23;2310;4;42;0;7; ;800000;1;1;04;08;989,23085503204
15223;1;2;57;96;9602;1;48;0;7;700000; ; ;1;04;08;989,23085503204
15226;1;3;59;86;8610;1;48;48; ; ; ; ;1;04;17;120,30252030986
15231;1;1;13;85;8544;1;40;40; ;2000000; ; ;1;04;08;430,645500768011
15231;1;3;16;73;7310;4;48;48; ; ;2000000;1;1;04;08;430,645500768011
15233;1;1;45;47;4774;1;48;30;6;1000000; ; ;1;04;66;421,555042301496
15242;1;2;54;88;8890;1;20;20; ;438900; ; ;1;04;54;303,03733363572
15242;1;3;07;84;8413;4;48;48; ; ;2000000;1;1;04;54;303,03733363572
15244;1;1;98;49;4921;4;30;0;6; ;0;1;1;04;68;1626,47510235393
15244;1;2;54;81;8121;4;24;0;6; ;0;1;1;04;68;1626,47510235393
15251;1;2;38;82;8220;1;30;30; ;630000; ; ;1;04;76;970,340527637214
15259;1;1;21;96;9602;1;48;0;6;3000000; ; ;1;04;08;538,933058862401
15259;1;2;44;47;4774;1;48;0;6;1800000; ; ;1;04;08;538,933058862401
15265;1;1;54;97;9700;3;72;72; ;834000; ; ;1;04;73;944,308875823183
15273;1;1;45;45;4530;1;48;0;6;877803; ; ;1;04;68;1894,55113523088
15274;1;1;95;41;4111;1;50;0;6;500000; ; ;1;04;23;162,979558220053
15283;1;1;03;35;3513;4;54;0;7; ;1200000;1;1;04;54;341,00503686002
15283;1;2;45;92;9200;1;48;0;7;877802; ; ;1;04;54;341,00503686002
15290;1;3;39;46;4645;1;48;48; ;1470000; ; ;1;04;08;758,945965440247
15291;1;1;39;45;4542;1;48;0;3;1200000; ; ;1;04;66;505,989799086235
15298;1;2;55;53;5320;1;48;0;3;877800; ; ;1;04;54;486,81602571552
15301;2;1;53;56;5619;4;36;16;6; ;340000;1;1;04;76;1448,88915083212
15302;1;1;95;41;4111;4;54;0;7; ;500000;1;1;04;08;1026,24956371853
15302;1;2;45;47;4792;4;16;0;7; ;300000;1;1;04;08;1026,24956371853
15303;1;1;77;56;5619;4;65;0;7; ;350000;1;1;04;54;413,065251521282
15303;1;3;33;47;4741;1;60;0;7;877800; ; ;1;04;54;413,065251521282
15312;1;1;79;15;1513;4;56;0;5; ;700000;1;1;04;54;284,58704699051
15313;1;2;58;00;0000;1;48;48; ; ; ; ;1;04;66;120,557279399372
15313;1;4;58;80;8010;4;42;0;6; ; ;1;1;04;66;120,557279399372
15317;1;1;98;49;4921;4;48;0;6; ;0;1;1;04;68;1775,14620284944
15318;1;1;79;14;1410;4;20;0;6; ;180000;1;1;04;23;217,350364220035
15323;1;1;45;47;4792;4;10;10; ; ;30000;1;1;04;54;464,239593954538
15323;1;2;98;49;4921;4;60;30;7; ;180000;1;1;04;54;464,239593954538
15325;1;1;57;96;9602;4;50;6;6; ;800000;1;1;04;50;331,02069313756
15326;1;1;45;47;4792;4;12;0;6; ;300000;1;1;04;76;1178,48499827881
15327;1;3;99;45;4520;4;65;0;7; ;200000;1;1;04;54;320,809930104173
15327;1;4;21;45;4520;4;70;0;7; ;400000;1;1;04;54;320,809930104173
15331;1;1;97;27;2750;1;48;0;6;878000; ; ;1;04;05;1156,5638969752
15331;1;4;79;82;8299;1;48;0;5;878000; ; ;1;04;05;1156,5638969752
15331;1;5;97;10;1089;1;48;48; ;878000; ; ;1;04;05;1156,5638969752
15342;1;3;41;47;4719;4;40;5;6; ; ;1;1;04;66;172,439352709605
15346;1;2;41;47;4719;4;40;0;7; ;100000;1;1;04;54;350,476444924746
15354;1;4;77;56;5619;4;20;0;5; ;400000;1;1;04;05;1224,45536445072
15354;1;6;98;49;4921;4;72;72; ; ;1200000;1;1;04;05;1224,45536445072
15357;1;3;21;93;9319;4;40;0;7; ;300000;1;1;04;54;561,073404507454
15358;1;1;45;47;4719;1;48;0;3;940000; ; ;1;04;54;322,523551565269
15358;1;2;45;47;4781;4;84;0;7; ;300000;1;1;04;54;322,523551565269
15359;1;3;03;00;0000;4;40;15;6; ; ;1;1;04;66;165,56352258994
15359;1;4;43;47;4773;1;48;0;6; ; ; ;1;04;66;165,56352258994
15359;1;5;45;47;4711;1;48;48; ; ; ; ;1;04;66;165,56352258994
15363;1;1;13;85;8559;4;32;0;5; ;15000000;1;1;04;17;81,1636473310202
15364;1;2;13;85;8530;2;30;0;7;3600000; ; ;1;04;76;1016,82044100129
15374;1;3;13;85;8530;2;48;0;3; ; ; ;1;04;66;195,603469364829
15376;1;1;39;00;0000;4;40;40; ; ;1200000;1;1;04;08;601,372023217265
15377;1;1;55;81;8121;4;35;0;6; ;0;1;1;04;50;110,342226896479
15377;1;2;84;95;9529;4;48;0;6; ;300000;1;1;04;50;110,342226896479
15377;1;3;39;64;6424;1;45;22;6;1300000; ; ;1;04;50;110,342226896479
15384;1;2;97;23;2395;1;48;0;6;1200000; ; ;1;04;17;95,1165547593051
15384;1;3;33;56;5630;1;60;0;6; ; ; ;1;04;17;95,1165547593051
15385;1;1;58;35;3511;1;48;48; ;877803; ; ;1;04;23;187,363378832058
15385;1;2;98;49;4921;1;48;48; ;1500000; ; ;1;04;23;187,363378832058
15389;1;1;57;96;9602;4;48;0;6; ;1000000;1;1;04;73;597,241758761802
15389;1;2;06;86;8610;1;48;48; ;3400000; ; ;1;04;73;597,241758761802
15392;1;1;58;80;8010;1;48;48; ;1200000; ; ;1;04;73;599,479586955818
15392;1;2;41;47;4721;4;49;0;6; ;800000;1;1;04;73;599,479586955818
15397;1;1;53;56;5611;5;48;30;6; ;1000000;1;1;04;17;220,480441309638
15397;1;2;53;56;5611;1;48;30;6;800000; ; ;1;04;17;220,480441309638
15397;1;3;40;47;4752;1;60;0;6;1400000; ; ;1;04;17;220,480441309638
15403;1;1;07;86;8692;4;32;0;6; ;2600000;1;1;04;76;758,218475014118
15404;1;2;45;47;4752;1;48;0;6;877803; ; ;1;04;23;125,995207065533
15408;1;1;41;47;4759;4;60;40;6; ;600000;1;1;04;73;569,854043902868
15409;1;2;44;65;6511;1;40;0;3;2000000; ; ;1;04;76;1387,5215683789
15414;1;1;37;73;7310;1;48;0;7;870000; ; ;1;04;05;1490,63489627318
15414;1;2;33;69;6920;1;48;48; ;1500000; ; ;1;04;05;1490,63489627318
15414;1;3;11;69;6920;1;48;0;1;870000; ; ;1;04;05;1490,63489627318
15415;1;1;08;86;8621;1;48;48; ;1700000; ; ;1;04;76;821,971647540658
15415;1;2;57;96;9602;4;24;0;6; ; ;1;1;04;76;821,971647540658
15416;1;1;54;97;9700;3;40;40; ;750000; ; ;1;04;73;289,84280245033
15417;1;1;11;52;5229;1;48;5;5;5000000; ; ;1;04;11;1395,70723304849
15422;1;1;41;47;4721;4;36;0;6; ;700000;1;1;04;73;277,429862369668
15422;1;2;45;47;4721;6;36;0;6; ; ; ;1;04;73;277,429862369668
15423;1;1;95;41;4111;4;48;0;7; ;870000;1;1;04;08;1254,22476052946
15423;1;2;45;47;4773;1;48;0;3;870000; ; ;1;04;08;1254,22476052946
15425;1;1;14;94;9491;1;48;0;6;1000000; ; ;1;04;23;264,34800975049
15425;1;2;45;47;4792;4;20;0;6; ;50000;1;1;04;23;264,34800975049
15426;1;2;41;47;4721;5;24;24; ; ;800000;1;1;04;66;335,660830235376
15436;1;1;53;56;5621;4;42;0;6; ;1000000;1;1;04;76;1000,89369653201
15436;1;2;12;69;6910;4;50;0;6; ;2000000;1;1;04;76;1000,89369653201
15440;1;1;93;43;4330;4;30;0;6; ;900000;1;1;04;17;42,5488025449445
15441;1;2;55;33;3312;1;48;0;1;870000; ; ;1;04;05;1840,63286055014
15442;1;1;45;56;5613;4;70;56;6; ;900000;1;1;04;08;435,315732788602
15451;1;2;33;49;4923;1;48;16;6;878000; ; ;1;04;50;445,978973666725
15465;1;1;45;47;4792;4;20;0;7; ;200000;1;1;04;76;1712,06829568302
15468;1;2;44;64;6412;1;43;24;6;3700000; ; ;1;04;52;335,94845628607
15470;1;1;97;15;1522;1;48;0;3;877802; ; ;1;04;17;165,055275481575
15472;1;1;98;49;4921;4;70;0;6; ;1000000;1;1;04;23;235,224749243829
15479;1;1;98;49;4921;1;60;0;7;870000; ; ;1;04;08;942,185968024853
15479;1;2;45;47;4792;4;15;0;7; ;300000;1;1;04;08;942,185968024853
15479;1;4;45;47;4792;4;18;0;7; ;400000;1;1;04;08;942,185968024853
15483;1;1;30;47;4772;1;48;20;1; ; ; ;1;04;76;1832,45266331804
15501;1;1;45;10;1081;1;40;40; ;980000; ; ;1;04;08;387,70879254045
15501;1;2;13;85;8530;1;48;48; ;1400000; ; ;1;04;08;387,70879254045
15502;1;2;45;47;4731;1;48;48; ;877803; ; ;1;04;76;1015,00971375894
15502;2;1;85;49;4921;1;48;0;5;1200000; ; ;1;04;76;1015,00971375894
15507;1;1;98;10;1081;1;48;48; ;1200000; ; ;1;04;68;876,929280807014
15508;1;1;45;47;4792;4;30;20;6; ;300000;1;1;04;08;1156,54156380688
15508;1;4;02;42;4210;4;48;48; ; ;1600000;1;1;04;08;1156,54156380688
15511;1;1;84;10;1090;1;40;40; ;1000000; ; ;1;04;08;1042,25516715185
15516;1;1;19;82;8230;4;12;0;6; ;0;1;1;04;76;1424,99358745646
15517;1;1;45;56;5619;4;72;0;7; ; ;1;1;04;76;1391,01773490147
15518;1;2;32;35;3520;1;48;48; ;2000000; ; ;1;04;50;204,164519771987
15523;1;1;41;47;4711;4;80;30;6; ;1000000;1;1;04;50;255,782508803176
15527;1;1;21;30;3012;1;48;8;6; ; ; ;1;04;13;652,761961349329
15527;1;3;39;86;8610;1;48;16;6;980000; ; ;1;04;13;652,761961349329
15530;1;1;57;96;9602;4;48;0;6; ; ;1;1;04;23;89,65447612251
15535;1;1;94;32;3210;4;40;10;6; ;0;1;1;04;23;150,104701412983
15535;1;3;75;13;1393;4;50;15;6; ;100000;1;1;04;23;150,104701412983
15543;1;2;45;92;9200;4;36;0;6; ;500000;1;1;04;17;49,8052396008801
15543;1;3;45;47;4792;4;32;0;5; ;4000000;1;1;04;17;49,8052396008801
15545;1;1;53;56;5619;1;48;0;5;877803; ; ;1;04;13;724,644984404872
15547;1;2;53;88;8890;1;48;0;6;877803; ; ;1;04;23;218,19691311665
15553;1;1;41;47;4719;5;54;0;6; ;200000;1;1;04;13;706,82194337006
15553;1;2;45;47;4719;1;40;0;5;800000; ; ;1;04;13;706,82194337006
15559;1;2;95;41;4111;1;50;0;6;250000; ; ;1;04;68;344,87333751196
15562;1;3;44;41;4111;1;48;0;3;1000000; ; ;1;04;50;135,943501998641
15567;1;1;97;42;4210;4;48;0;6; ;3000000;1;1;04;68;420,978985107913
15567;1;5;99;38;3830;1;48;0;3;877803; ; ;1;04;68;420,978985107913
15571;1;2;57;96;9602;4;20;20; ; ;800;1;1;04;08;522,565940281958
15576;1;1;41;47;4723;4;60;40;6; ;250000;1;1;04;08;333,236540859403
15576;1;3;95;41;4111;4;48;0;6; ;100000;1;1;04;08;333,236540859403
15582;1;1;03;78;7810;1;40;40; ;1500000; ; ;1;04;08;623,087784929815
15582;1;2;11;69;6920;1;40;40; ;2300000; ; ;1;04;08;623,087784929815
15588;1;2;98;49;4921;4;65;0;6; ;1200000;1;1;04;73;332,533364100218
15591;1;1;41;47;4729;4;30;0;6; ;200000;1;1;04;08;282,750707487053
15591;1;2;84;95;9529;4;40;0;6; ;300000;1;1;04;08;282,750707487053
15591;1;4;99;47;4723;4;40;40; ; ; ;1;1;04;08;282,750707487053
15592;1;3;39;86;8610;1;56;54;4;1160000; ; ;1;04;50;218,384456252834
15594;1;1;12;69;6910;5;40;20;6; ; ;1;1;04;76;1624,42037959032
15594;1;2;39;84;8414;2;40;20;1;3643000; ; ;1;04;76;1624,42037959032
15594;1;3;12;69;6910;4;20;0;6; ;0;1;1;04;76;1624,42037959032
15594;1;4;32;69;6910;1;40;20;1;877803; ; ;1;04;76;1624,42037959032
15597;1;2;59;86;8621;1;48;48; ;1200000; ; ;1;04;54;451,166938717228
15612;1;1;12;84;8415;2;40;40; ;4000000; ; ;1;04;54;316,571836288241
15612;1;2;08;00;0000;1;25;0;7;980657; ; ;1;04;54;316,571836288241
15618;1;1;83;25;2511;4;24;1;5; ;670000;1;1;04;54;290,200075740105
15618;1;2;45;47;4792;4;10;0;5; ;50000;1;1;04;54;290,200075740105
15618;1;4;79;15;1513;4;66;0;5; ;480000;1;1;04;54;290,200075740105
15625;1;3;13;88;8890;1;40;40; ; ; ; ;1;04;76;1134,56884536977
15626;1;1;77;56;5612;4;36;0;6; ;600000;1;1;04;68;395,390841148844
15626;1;2;16;90;9005;4;50;0;6; ;800000;1;1;04;68;395,390841148844
15631;1;1;70;10;1011;1;60;60; ; ; ; ;1;04;05;2458,26044916345
15632;1;2;13;85;8559;4;8;0;6; ;150000;1;1;04;73;428,519666649374
15633;1;1;77;10;1081;4;48;32;5; ;840000;1;1;04;11;2905,82195832418
15633;1;2;99;81;8129;1;48;40;6;980000; ; ;1;04;11;2905,82195832418
15633;1;7;95;41;4111;4;40;30;5; ;700000;1;1;04;11;2905,82195832418
15640;1;1;41;47;4771;4;42;42; ; ;150000;1;1;04;50;414,895633274685
15642;1;1;06;86;8622;5;48;0;5; ;0;1;1;04;76;2693,39832285117
15642;1;2;33;86;8622;5;24;0;5; ;0;1;1;04;76;2693,39832285117
15642;1;5;59;51;5112;1;60;0;5; ; ; ;1;04;76;2693,39832285117
15643;1;2;84;45;4542;4;50;0;7; ;350000;1;1;04;66;127,780229555061
15650;1;1;21;14;1410;4;60;0;6; ;0;1;1;04;68;569,374701775379
15650;1;2;41;47;4771;4;48;0;6; ;0;1;1;04;68;569,374701775379
15653;1;1;98;90;9007;1;30;0;6;400000; ; ;1;04;08;921,197760351511
15653;1;2;55;64;6412;1;48;16;6;878000; ; ;1;04;08;921,197760351511
15653;1;4;53;56;5619;1;48;0;5;878000; ; ;1;04;08;921,197760351511
15656;1;1;45;47;4781;4;49;30;7; ;400000;1;1;04;08;1194,69746838254
15656;1;5;41;47;4759;4;60;30;7; ;300000;1;1;04;08;1194,69746838254
15657;1;1;55;81;8121;4;40;0;6; ;260000;1;1;04;73;280,08579031588
15677;1;1;98;49;4921;4;84;0;6; ;800000;1;1;04;05;1956,28527397363
15677;1;3;33;92;9200;1;48;20;6;1200000; ; ;1;04;05;1956,28527397363
15678;1;1;89;23;2392;4;64;0;5; ;800000;1;1;04;54;313,180735092054
15678;1;2;53;56;5619;4;46;0;5; ;500000;1;1;04;54;313,180735092054
15678;1;3;33;49;4921;4;60;0;5; ;500000;1;1;04;54;313,180735092054
15684;1;2;11;69;6920;4;48;0;6; ;0;1;1;04;68;857,527031139704
15684;1;4;85;61;6120;1;48;48; ;1000000; ; ;1;04;68;857,527031139704
15685;1;1;99;45;4530;1;48;0;6;910000; ; ;1;04;50;158,490962015594
15689;1;4;39;86;8610;1;48;0;7;877803; ; ;1;04;05;1273,26830136189
15693;1;2;79;85;8530;4;30;0;6; ;300000;1;1;04;08;1391,94271461483
15701;1;3;53;55;5511;1;48;0;5;1200000; ; ;1;04;54;771,944367478275
15709;1;1;45;56;5619;1;48;48; ;900000; ; ;1;04;08;566,184344816048
15712;1;2;39;86;8610;1;48;0;5;1100000; ; ;1;04;11;2837,435814849
15713;1;1;45;92;9200;4;42;0;5; ;100000;1;1;04;05;954,186256668059
15713;1;2;79;14;1410;1;48;0;5;877803; ; ;1;04;05;954,186256668059
15717;1;1;62;01;0122;8;48;48; ; ; ; ;1;04;05;2126,83063657138
15727;1;1;98;49;4921;4;78;0;6; ;1200000;1;1;04;08;1053,86930564664
15727;1;2;02;84;8412;4;48;30;6; ;1800000;1;1;04;08;1053,86930564664
15727;1;5;98;46;4649;1;48;0;6;878000; ; ;1;04;08;1053,86930564664
15728;1;2;45;47;4792;4;40;0;6; ;250000;1;1;04;54;321,924396185155
15729;1;1;98;49;4921;4;48;0;6; ;1000000;1;1;04;08;717,802427476405
15729;1;2;54;81;8121;4;36;0;6; ;600000;1;1;04;08;717,802427476405
15729;1;4;41;47;4771;4;10;10; ; ;150000;1;1;04;08;717,802427476405
15731;1;1;55;78;7820;1;48;0;5;877802; ; ;1;04;17;356,191851108136
15736;1;1;41;47;4711;4;60;0;5; ;900000;1;1;04;54;980,328377361444
15736;1;2;41;47;4711;4;60;0;5; ;900000;1;1;04;54;980,328377361444
15741;1;1;58;80;8010;1;48;48; ;1400000; ; ;1;04;11;3522,49216482435
15742;1;1;61;01;0124;5;60;60; ; ; ;1;1;04;76;953,14077701939
15742;1;2;32;01;0124;1;60;60; ; ; ; ;1;04;76;953,14077701939
15745;1;1;98;49;4921;4;96;0;6; ; ;1;1;04;11;5259,83566110013
15751;1;1;98;49;4921;4;60;0;7; ;750000;1;1;04;08;1231,32305228508
15751;1;3;95;41;4111;4;56;0;7; ;500000;1;1;04;08;1231,32305228508
15755;1;1;57;96;9602;1;40;0;6;870000; ; ;1;04;73;399,041059947133
15766;1;1;58;47;4711;1;48;0;1;877803; ; ;1;04;05;730,868581251349
15766;1;3;59;64;6423;1;48;24;6;437000; ; ;1;04;05;730,868581251349
15768;1;1;79;14;1410;1;30;30; ;850000; ; ;1;04;08;546,464347714067
15768;1;2;83;25;2511;1;40;40; ;980000; ; ;1;04;08;546,464347714067
15774;1;1;15;73;7310;1;48;0;3;3200000; ; ;1;04;11;4113,88707482416
15776;1;1;08;84;8413;4;48;63; ; ; ;1;1;04;11;3333,67494324852
15776;1;2;30;78;7810;1;48;74; ; ; ; ;1;04;11;3333,67494324852
15778;1;1;45;47;4781;4;40;20;5; ;500000;1;1;04;11;3604,02698782848
15778;1;2;95;41;4111;4;40;30;5; ;500000;1;1;04;11;3604,02698782848
15783;1;1;41;47;4759;4;70;0;6; ;900000;1;1;04;50;334,087917401486
15783;1;2;45;47;4774;6;9;0;6; ; ; ;1;04;50;334,087917401486
15783;1;3;97;96;9609;4;16;0;6; ;28000;1;1;04;50;334,087917401486
15786;1;1;41;47;4774;4;48;48; ; ;878803;1;1;04;08;385,690904992969
15786;1;2;45;47;4741;4;48;48; ; ;878803;1;1;04;08;385,690904992969
15786;1;5;54;97;9700;3;56;56; ;300000; ; ;1;04;08;385,690904992969
15796;1;3;11;81;8129;1;44;0;1;1000000; ; ;1;04;76;2015,2034062028
15797;1;1;97;46;4631;1;48;48; ;1200000; ; ;1;04;73;293,427077876104
15804;1;1;37;52;5224;1;48;0;3;900000; ; ;1;04;11;3095,22698639668
15815;1;1;08;78;7820;1;48;56; ;2800000; ; ;1;04;11;3388,65674983938
15817;1;2;95;41;4111;4;48;0;6; ;0;1;1;04;68;270,228553267032
15821;1;2;58;80;8010;1;72;0;6; ; ; ;1;04;66;72,2305684221711
15824;1;1;77;10;1081;1;48;48; ;1900000; ; ;1;04;66;944,791053495407
15826;1;1;54;81;8121;4;30;30; ; ;120000;1;1;04;11;2571,48594515589
15826;1;2;38;82;8220;1;56;56; ;880000; ; ;1;04;11;2571,48594515589
15826;1;3;02;41;4111;1;50;50; ;1300000; ; ;1;04;11;2571,48594515589
15826;1;4;97;42;4290;1;54;54; ;1200000; ; ;1;04;11;2571,48594515589
15827;1;1;83;25;2511;5;52;0;6; ;2100000;1;1;04;05;929,441010859428
15827;1;2;45;47;4771;4;24;8;6; ;300000;1;1;04;05;929,441010859428
15827;1;3;56;47;4792;4;24;8;6; ;877803;1;1;04;05;929,441010859428
15838;1;1;85;46;4659;1;44;44; ;1000000; ; ;1;04;08;463,822511686354
15841;1;1;45;47;4729;1;48;0;3;877803; ; ;1;04;68;290,019198243918
15841;1;2;45;47;4723;1;50;50; ;877803; ; ;1;04;68;290,019198243918
15844;1;1;56;96;9601;4;14;0;5; ; ;1;1;04;54;696,759984637828
15847;1;2;54;97;9700;3;48;36;6;877803; ; ;1;04;11;2218,42288321983
15849;1;1;91;17;1702;5;60;0;6; ;300000;1;1;04;76;843,653756813419
15849;1;2;58;70;7010;1;48;48; ;900000; ; ;1;04;76;843,653756813419
15849;1;3;98;49;4921;4;72;0;6; ;800000;1;1;04;76;843,653756813419
15849;1;4;38;82;8220;1;60;60; ;980000; ; ;1;04;76;843,653756813419
15850;1;2;45;47;4781;4;60;0;7; ;500000;1;1;04;50;153,441550443509
15859;1;1;13;85;8553;4;28;0;6; ;1000000;1;1;04;50;270,132075716209
15859;1;2;13;85;8553;4;28;0;6; ;1000000;1;1;04;50;270,132075716209
15861;1;3;02;42;4220;1;48;48; ;2800000; ; ;1;04;68;539,730390502505
15862;1;1;98;49;4921;4;80;40;6; ;400000;1;1;04;54;811,254913447783
15863;1;1;58;42;4290;1;72;72; ;1250000; ; ;1;04;05;2161,57438557997
15863;1;2;45;47;4719;1;60;0;6;1800000; ; ;1;04;05;2161,57438557997
15863;1;3;85;27;2750;1;48;0;6;877803; ; ;1;04;05;2161,57438557997
15871;1;2;21;84;8412;2;40;40; ;3000000; ; ;1;04;08;338,89853414793
15875;1;1;98;49;4921;4;84;3;6; ;1200000;1;1;04;08;1456,91988039075
15877;1;1;97;47;4711;1;48;48; ;900000; ; ;1;04;08;544,619728199908
15880;1;1;55;81;8121;4;40;8;7; ;300000;1;1;04;50;243,1414121137
15882;1;1;21;22;2229;5;36;0;1; ; ;1;1;04;76;953,14077701939
15882;1;2;21;22;2229;1;20;0;6;2400000; ; ;1;04;76;953,14077701939
15885;2;3;53;56;5619;4;8;0;6; ;30000;1;1;04;05;734,308222777033
15885;2;4;54;81;8121;4;24;0;6; ;350000;1;1;04;05;734,308222777033
15890;1;1;21;70;7020;4;40;0;7; ; ;1;1;04;76;1188,73944689125
15892;1;1;02;71;7110;4;40;10;6; ; ;1;1;04;76;903,840392001145
15892;1;2;41;45;4530;5;44;0;6; ; ;1;1;04;76;903,840392001145
15897;1;1;53;56;5619;4;48;0;5; ;700000;1;1;04;73;343,432715785763
15897;1;3;97;53;5320;4;48;0;5; ;800000;1;1;04;73;343,432715785763
15901;1;2;02;36;3600;1;40;40; ;4000000; ; ;1;04;08;247,502895156497
15902;1;3;19;86;8610;1;40;56; ;2633421; ; ;1;04;76;797,912064580206
15905;1;1;13;85;8544;1;20;20; ; ; ; ;1;04;11;2858,30202203746
15905;1;3;53;55;5511;1;48;48; ; ; ; ;1;04;11;2858,30202203746
15915;1;3;59;96;9609;4;30;0;7; ;1000000;1;1;04;76;717,542107147532
15929;1;1;41;47;4724;4;40;40; ; ; ;1;1;04;76;746,552207549755
15929;1;2;11;47;4755;1;45;45; ;877803; ; ;1;04;76;746,552207549755
15931;1;1;79;14;1410;4;48;0;6; ;400000;1;1;04;08;1016,41273601148
15931;1;2;79;14;1410;4;48;0;6; ;400000;1;1;04;08;1016,41273601148
15931;1;3;97;47;4771;1;48;0;6;878803; ; ;1;04;08;1016,41273601148
15932;1;1;41;46;4631;4;40;40; ; ;2000000;1;1;04;08;327,940939436744
15933;1;1;59;96;9609;5;30;0;6; ;2000000;1;1;04;76;1706,52813866024
15933;1;2;21;61;6120;1;60;0;7; ; ; ;1;04;76;1706,52813866024
15939;1;1;58;68;6820;1;48;40;6;877803; ; ;1;04;11;1565,37511305682
15940;1;1;98;49;4921;4;60;0;5; ;800000;1;1;04;13;766,363204763862
15944;1;1;45;47;4759;1;10;0;5; ; ; ;1;04;11;2967,4045227257
15949;1;1;98;47;4711;1;50;50; ;877803; ; ;1;04;76;966,985905567792
15952;1;1;77;10;1089;1;48;48; ;890; ; ;1;04;66;408,358945307565
15952;1;2;00;00;0000;1;48;0;3;890; ; ;1;04;66;408,358945307565
15955;1;2;95;41;4111;4;48;0;7; ; ;1;1;04;17;173,924325139639
15957;1;1;21;86;8621;1;48;48; ;1800000; ; ;1;04;05;1063,82062006717
15957;1;3;39;47;4754;1;48;24;6;877803; ; ;1;04;05;1063,82062006717
15957;1;4;37;53;5320;4;36;20;6; ;877803;1;1;04;05;1063,82062006717
15960;1;1;55;86;8610;1;48;48; ;877803; ; ;1;04;54;384,005927976997
15965;1;2;59;96;9609;4;35;0;5; ;400000;1;1;04;05;1693,93597888227
15965;1;3;21;86;8621;1;48;48; ;1800000; ; ;1;04;05;1693,93597888227
15968;1;1;13;85;8530;2;40;40; ;2200000; ; ;1;04;73;520,9040589764
15971;1;1;45;47;4752;1;48;0;6; ; ; ;1;04;73;525,724218512705
15973;1;1;13;85;8530;2;60;60; ;3500000; ; ;1;04;68;405,61523094011
15978;1;2;57;96;9602;4;60;10;6; ;700000;1;1;04;50;374,02902791475
15980;1;1;53;56;5619;4;48;0;6; ;1200000;1;1;04;13;701,324214041856
15987;1;1;95;41;4111;4;45;0;5; ;1200000;1;1;04;73;450,052690332717
15994;1;1;84;45;4520;4;50;0;6; ;800000;1;1;04;73;597,229863101696
15996;1;2;32;68;6820;1;48;0;6;877803; ; ;1;04;66;214,64626775578
15996;1;3;45;45;4541;1;48;0;6;877803; ; ;1;04;66;214,64626775578
15998;1;1;80;95;9523;4;16;0;7; ;200000;1;1;04;08;1116,45018593438
15998;1;2;85;43;4321;4;40;0;7; ;600000;1;1;04;08;1116,45018593438
15998;1;3;77;10;1081;1;24;12;6;500000; ; ;1;04;08;1116,45018593438
16005;1;1;55;87;8730;1;50;50; ;900000; ; ;1;04;11;2968,50031757027
16005;1;2;55;87;8730;1;50;50; ;900000; ; ;1;04;11;2968,50031757027
16007;1;1;21;68;6820;5;48;0;6; ;2000000;1;1;04;68;458,610746322348
16007;1;2;39;84;8412;4;48;20;6; ;2800000;1;1;04;68;458,610746322348
16009;1;1;97;96;9609;4;20;20; ; ;0;1;1;04;17;142,879811550161
16010;1;1;41;47;4755;4;21;0;6; ;100000;1;1;04;08;351,56610169999
16010;1;2;15;84;8412;2;56;56; ; ; ; ;1;04;08;351,56610169999
16011;1;1;98;10;1011;1;45;45; ;1500000; ; ;1;04;73;255,850023671935
16011;1;2;39;43;4330;1;45;0;5;1000000; ; ;1;04;73;255,850023671935
