directorio;secuencia_p;orden;Oficio;Rama2d_r4;Rama4d_r4;P6430;P6800;P6850;P6830;P6500;P6750;P6760;Oci;Mes;Area;clase;DPTO;Fex_c_2011
30707;1;1;45;47;4792;4;12;1;7; ;100000;1;1;04;73;1;73;377,808847770086
30708;1;1;02;45;4520;4;48;30;6; ;1000000;1;1;04;47;1;47;220,885243102312
30710;1;1;98;49;4921;4;48;0;6; ;480000;1;1;04;08;1;08;817,764173493154
30712;1;3;12;07;0722;1;48;60; ;3600000; ; ;1;04;05;1;05;1239,46416169567
30712;1;4;21;94;9499;1;48;48; ;3600000; ; ;1;04;05;1;05;1239,46416169567
30715;1;1;58;80;8010;1;52;0;7;877803; ; ;1;04;52;1;52;257,592544345165
30715;1;2;77;56;5619;1;48;0;7;0; ; ;1;04;52;1;52;257,592544345165
30716;1;1;98;49;4921;1;60;0;6;500000; ; ;1;04;63;1;63;161,97275681363
30716;1;2;79;14;1410;4;48;12;6; ;200000;1;1;04;63;1;63;161,97275681363
30719;1;1;39;25;2511;1;48;48; ;877803; ; ;1;04;05;1;05;1132,02879236353
30719;1;3;45;47;4773;1;48;48; ;877803; ; ;1;04;05;1;05;1132,02879236353
30720;1;1;77;10;1081;4;48;48; ; ; ;1;1;04;15;1;15;52,483718660816
30720;1;2;50;10;1081;6;48;48; ; ; ; ;1;04;15;1;15;52,483718660816
30721;1;1;88;95;9529;4;50;0;5; ;1500000;1;1;04;11;1;11;1810,30445913557
30721;1;2;41;47;4721;4;42;40;6; ;3500000;1;1;04;11;1;11;1810,30445913557
30721;1;3;98;42;4210;1;50;0;5;900000; ; ;1;04;11;1;11;1810,30445913557
30721;1;6;03;46;4659;1;42;42; ;2000000; ; ;1;04;11;1;11;1810,30445913557
30724;1;1;45;47;4781;4;30;0;7; ;100000;1;1;04;50;1;50;150,237091688357
30725;1;3;21;61;6110;2;48;48; ;2500000; ; ;1;04;11;1;11;2290,38305412059
30725;1;4;21;66;6611;2;48;48; ;6000000; ; ;1;04;11;1;11;2290,38305412059
30727;1;1;95;41;4111;4;48;40;7; ;700000;1;1;04;15;1;15;114,850733249931
30728;1;3;59;86;8610;1;48;48; ;900000; ; ;1;04;23;1;23;128,155191439998
30728;1;4;98;46;4631;1;48;48; ;1040000; ; ;1;04;23;1;23;128,155191439998
30729;1;3;95;41;4112;4;6;6; ; ;20000;1;1;04;70;1;70;156,707788212878
30729;1;4;38;61;6190;4;15;0;7; ;15000;1;1;04;70;1;70;156,707788212878
30729;1;7;95;41;4112;4;48;0;6; ;0;1;1;04;70;1;70;156,707788212878
30729;1;8;95;41;4112;4;6;6; ; ;20000;1;1;04;70;1;70;156,707788212878
30730;1;1;51;56;5619;4;49;0;6; ;0;1;1;04;18;1;18;127,049594927169
30731;1;1;02;64;6412;1;48;0;6;900000; ; ;1;04;05;1;05;641,659333212708
30733;1;4;16;31;3110;1;48;30;6;1300000; ; ;1;04;11;1;11;2347,50088081614
30733;1;5;18;85;8552;4;54;30;6; ;1350000;1;1;04;11;1;11;2347,50088081614
30737;1;1;21;68;6820;1;48;6;6;550000; ; ;1;04;05;1;05;1241,94701688487
30737;1;3;38;96;9603;1;48;72; ;890000; ; ;1;04;05;1;05;1241,94701688487
30738;1;3;98;49;4921;4;60;16;6; ;100000;1;1;04;52;1;52;209,454503125399
30738;1;4;20;84;8412;4;40;40; ; ;1000000;1;1;04;52;1;52;209,454503125399
30741;1;1;97;52;5224;4;6;5;6; ;280000;1;1;04;70;1;70;228,844905511131
30741;1;2;97;52;5224;4;6;4;6; ;216000;1;1;04;70;1;70;228,844905511131
30741;1;3;97;52;5224;4;6;5;6; ;200000;1;1;04;70;1;70;228,844905511131
30742;1;1;07;84;8412;2;44;60; ;5000000; ; ;1;04;05;1;05;722,109639940665
30742;1;2;21;84;8412;2;50;50; ;4400000; ; ;1;04;05;1;05;722,109639940665
30743;1;1;58;47;4711;1;48;48; ;1010000; ; ;1;04;66;1;66;577,527588067163
30743;1;2;45;92;9200;1;48;0;1;1000000; ; ;1;04;66;1;66;577,527588067163
30744;1;1;58;80;8010;4;49;49; ; ;400000;1;1;04;23;1;23;98,4566655489986
30746;1;1;21;84;8413;2;40;40; ; ; ; ;1;04;52;1;52;80,2306555762995
30746;1;2;06;86;8621;2;40;0;5; ; ; ;1;04;52;1;52;80,2306555762995
30747;1;1;13;85;8559;4;50;10;5; ;1200000;1;1;04;11;1;11;1995,33178612999
30748;1;1;56;96;9609;4;3;0;6; ;20000;1;1;04;17;1;17;126,005406985717
30752;1;1;21;68;6820;4;20;16;2; ;2500000;1;1;04;52;1;52;68,3849371006493
30752;1;2;13;85;8530;2;30;24;2;2800000; ; ;1;04;52;1;52;68,3849371006493
30752;1;3;21;68;6820;4;15;12;2; ;1200000;1;1;04;52;1;52;68,3849371006493
30753;1;1;98;49;4921;4;72;60;6; ;900000;1;1;04;47;1;47;331,482544582505
30755;1;1;41;47;4721;4;60;30;6; ;400000;1;1;04;70;1;70;133,598607103893
30755;1;2;45;47;4721;6;10;10; ; ; ; ;1;04;70;1;70;133,598607103893
30756;1;1;45;47;4781;4;42;30;6; ;700000;1;1;04;08;1;08;1702,77989699422
30756;1;2;53;56;5619;4;18;0;7; ;300000;1;1;04;08;1;08;1702,77989699422
30757;1;3;06;86;8622;4;40;0;6; ;0;1;1;04;52;1;52;112,244034240738
30758;1;1;98;49;4921;4;56;0;6; ;700000;1;1;04;08;1;08;790,106426558469
30758;1;2;79;14;1410;4;16;0;6; ;100000;1;1;04;08;1;08;790,106426558469
30759;2;1;53;55;5511;1;60;0;6;400000; ; ;1;04;66;1;66;569,283309567984
30759;2;2;21;47;4711;1;48;48; ;900000; ; ;1;04;66;1;66;569,283309567984
30760;1;2;97;42;4210;1;48;48; ;900000; ; ;1;04;05;1;05;1608,81319652403
30761;1;1;57;96;9602;4;40;10;6; ;320000;1;1;04;44;1;44;186,466779142001
30764;1;1;45;47;4792;4;24;12;6; ;100000;1;1;04;63;1;63;214,998745082069
30765;1;1;62;68;6820;1;48;48; ;877800; ; ;1;04;47;1;47;260,175766005672
30766;1;2;39;73;7320;1;48;48; ;1100000; ; ;1;04;08;1;08;1367,24398875778
30766;1;3;77;10;1012;1;48;36;6;850000; ; ;1;04;08;1;08;1367,24398875778
30767;1;2;54;97;9700;3;12;12; ;120000; ; ;1;04;50;1;50;238,804552055852
30768;1;1;45;47;4711;1;56;56; ; ; ; ;1;04;44;1;44;81,8078086171251
30768;1;2;45;47;4711;6;21;21; ; ; ; ;1;04;44;1;44;81,8078086171251
30768;1;5;45;47;4711;1;56;56; ;200000; ; ;1;04;44;1;44;81,8078086171251
30769;1;2;99;45;4520;4;72;36;6; ;200000;1;1;04;18;1;18;105,507124015606
30772;1;1;07;86;8610;2;48;48; ; ; ; ;1;04;66;1;66;207,073891210736
30774;1;2;45;46;4631;1;48;48; ;877800; ; ;1;04;05;1;05;1094,23781524079
30776;1;1;98;61;6110;1;48;48; ;1300000; ; ;1;04;41;1;41;108,912013661781
30778;1;2;45;47;4759;1;48;0;5;877803; ; ;1;04;17;1;17;210,43540424471
30778;1;3;41;47;4711;4;60;60; ; ;200000;1;1;04;17;1;17;210,43540424471
30779;1;3;12;69;6910;4;40;0;6; ;0;1;1;04;52;1;52;142,121237952102
30780;1;4;39;84;8423;2;48;48; ; ; ; ;1;04;05;1;05;1041,82844973782
30781;1;1;55;81;8121;4;40;0;7; ;500000;1;1;04;70;1;70;89,8890190428541
30781;1;2;98;49;4921;4;48;10;7; ;700000;1;1;04;70;1;70;89,8890190428541
30785;1;1;58;80;8010;1;60;60; ;1800000; ; ;1;04;44;1;44;108,085952922097
30786;1;1;45;56;5619;4;20;0;5; ; ;1;1;04;70;1;70;169,095762570686
30786;1;2;41;47;4721;4;48;12;7; ;150000;1;1;04;70;1;70;169,095762570686
30787;1;1;39;84;8412;2;40;15;7;2900000; ; ;1;04;54;1;54;123,523854244983
30788;1;1;53;56;5619;4;20;20; ; ;300000;1;1;04;41;1;41;49,7094602772753
30789;1;1;57;96;9602;4;30;13;6; ;300000;1;1;04;23;1;23;100,109126174738
30790;1;2;85;95;9521;4;50;0;6; ;150000;1;1;04;23;1;23;155,026057475174
30791;1;1;98;49;4921;4;60;0;6; ;0;1;1;04;52;1;52;157,199263401908
30791;1;2;41;47;4721;4;42;28;6; ;300000;1;1;04;52;1;52;157,199263401908
30792;1;1;85;43;4321;4;48;20;6; ;800000;1;1;04;23;1;23;301,337833814696
30792;1;2;45;47;4792;4;30;12;6; ;100000;1;1;04;23;1;23;301,337833814696
30793;1;1;98;49;4921;4;70;24;6; ;400000;1;1;04;17;1;17;314,85817725773
30793;1;2;33;65;6511;1;48;40;2; ; ; ;1;04;17;1;17;314,85817725773
30794;1;1;41;45;4530;4;54;0;7; ;0;1;1;04;50;1;50;209,870650081262
30797;1;1;61;01;0145;4;84;84; ; ;1100000;1;1;04;41;1;41;401,450955040438
30798;1;2;98;49;4921;4;75;40;7; ; ;1;1;04;54;1;54;216,030268226818
30798;1;3;97;53;5320;4;84;66;6; ;900000;1;1;04;54;1;54;216,030268226818
30798;1;6;98;49;4921;4;75;40;7; ; ;1;1;04;54;1;54;216,030268226818
30803;1;2;77;47;4724;4;21;21; ; ;30000;1;1;04;08;1;08;1028,37448820496
30803;1;3;39;92;9200;1;48;0;7;895000; ; ;1;04;08;1;08;1028,37448820496
30804;1;1;53;56;5619;4;24;24; ; ;180000;1;1;04;76;1;76;926,48291313419
30804;1;2;53;56;5619;4;24;24; ; ;180000;1;1;04;76;1;76;926,48291313419
30805;1;1;79;95;9529;4;20;4;6; ;0;1;1;04;13;1;13;269,307282161808
30806;1;1;16;74;7410;4;48;0;6; ;800000;1;1;04;08;1;08;500,521051253382
30811;1;2;59;86;8691;1;48;30;6;1000000; ; ;1;04;76;1;76;656,288437442776
30813;1;1;59;86;8621;4;48;48; ; ;1200000;1;1;04;41;1;41;424,245861041288
30815;1;3;55;81;8121;4;25;0;6; ;0;1;1;04;23;1;23;85,3112571256921
30816;1;3;03;33;3312;1;48;48; ; ; ; ;1;04;66;1;66;323,505344066803
30817;1;1;98;49;4921;4;12;12; ; ;200000;1;1;04;08;1;08;797,947021527586
30817;1;2;54;81;8121;4;24;0;6; ;400000;1;1;04;08;1;08;797,947021527586
30821;1;1;41;47;4711;4;9;9; ; ;3000000;1;1;04;70;1;70;54,3267263061496
30821;1;5;45;47;4711;6;5;5; ; ; ; ;1;04;70;1;70;54,3267263061496
30822;1;2;58;97;9700;3;36;0;5;0; ; ;1;04;17;1;17;184,824809382108
30823;1;1;97;52;5224;4;48;24;6; ;350000;1;1;04;68;1;68;496,148289500066
30824;1;1;21;84;8415;4;40;40; ; ; ;1;1;04;05;1;05;775,144515144946
30824;1;2;45;17;1702;1;48;48; ;1800000; ; ;1;04;05;1;05;775,144515144946
30828;1;1;81;31;3110;4;45;0;6; ;0;1;1;04;52;1;52;278,094133240416
30828;1;2;55;61;6110;1;45;45; ;1000000; ; ;1;04;52;1;52;278,094133240416
30831;1;1;45;47;4773;1;48;48; ;980657; ; ;1;04;66;1;66;229,737866316209
30831;1;3;58;80;8010;1;48;0;1;980657; ; ;1;04;66;1;66;229,737866316209
30831;1;4;44;47;4711;1;48;48; ;980657; ; ;1;04;66;1;66;229,737866316209
30831;1;5;44;79;7911;4;48;0;6; ;500000;1;1;04;66;1;66;229,737866316209
30832;1;1;06;86;8621;4;44;0;6; ;0;1;1;04;68;1;68;202,233407369841
30832;1;2;21;46;4664;1;44;44; ;4000000; ; ;1;04;68;1;68;202,233407369841
30833;1;1;59;86;8610;1;48;48; ;1300000; ; ;1;04;18;1;18;114,41329933979
30833;1;2;58;84;8422;2;54;54; ;1400000; ; ;1;04;18;1;18;114,41329933979
30835;1;1;44;68;6820;4;40;0;6; ;400000;1;1;04;54;1;54;464,039554816452
30836;1;1;59;86;8610;1;96;96; ;1200000; ; ;1;04;50;1;50;173,8343406202
30836;1;6;84;45;4520;4;80;0;6; ;300000;1;1;04;50;1;50;173,8343406202
30837;1;7;38;82;8220;1;48;48; ;930000; ; ;1;04;05;1;05;1536,90296388569
30840;1;1;34;84;8424;2;48;48; ;950000; ; ;1;04;50;1;50;195,978172578426
30841;1;1;45;47;4711;5;77;63;6; ;1000000;1;1;04;76;1;76;1165,50184649805
30841;1;2;41;47;4711;5;42;42; ; ;1000000;1;1;04;76;1;76;1165,50184649805
30842;1;3;44;64;6412;1;48;48; ;1000000; ; ;1;04;17;1;17;122,278911329429
30842;1;6;37;53;5310;1;55;55; ;900000; ; ;1;04;17;1;17;122,278911329429
30843;1;1;84;95;9529;4;50;50; ; ;600000;1;1;04;15;1;15;84,6753373740514
30844;1;1;32;86;8610;1;40;40; ; ; ; ;1;04;15;1;15;38,2172987767047
30844;1;2;08;62;6201;1;40;40; ; ; ; ;1;04;15;1;15;38,2172987767047
30845;1;1;13;85;8513;2;6;6; ;3500000; ; ;1;04;73;1;73;134,96150618934
30846;1;1;85;95;9522;4;30;20;7; ;1200000;1;1;04;15;1;15;58,883593394898
30848;1;1;08;62;6202;1;48;48; ;2000000; ; ;1;04;11;1;11;2540,63804925598
30852;1;1;54;88;8890;1;40;20;6;800000; ; ;1;04;23;1;23;318,016885605626
30857;1;1;99;45;4520;1;50;0;6;120000; ; ;1;04;76;1;76;1048,9553903966
30858;1;3;57;96;9602;4;48;0;6; ;0;1;1;04;17;1;17;210,017352908545
30859;1;1;02;41;4112;1;84;84; ;400000; ; ;1;04;20;1;20;58,3494697752573
30861;1;1;41;47;4771;4;55;0;6; ;0;1;1;04;18;1;18;99,0562184628574
30864;1;1;93;43;4330;4;48;30;6; ;0;1;1;04;17;1;17;73,0581386829642
30864;1;3;93;43;4330;4;48;30;6; ;0;1;1;04;17;1;17;73,0581386829642
30866;1;1;41;47;4719;4;20;10;6; ;200000;1;1;04;41;1;41;138,94014188779
30868;1;1;37;47;4721;1;48;48; ;877803; ; ;1;04;11;1;11;5010,75275532412
30869;1;1;13;85;8544;1;40;50; ; ; ; ;1;04;11;1;11;2395,94421994237
30869;1;2;13;85;8544;1;40;50; ; ; ; ;1;04;11;1;11;2395,94421994237
30872;1;2;55;81;8121;4;32;0;6; ; ;1;1;04;66;1;66;187,264436650073
30873;1;1;32;46;4645;1;45;45; ;1200000; ; ;1;04;66;1;66;264,996846091099
30875;1;1;06;86;8621;1;48;48; ;3000000; ; ;1;04;15;1;15;126,791508882715
30875;1;2;44;65;6511;1;44;0;5;0; ; ;1;04;15;1;15;126,791508882715
30876;1;1;98;49;4921;4;60;35;6; ;200000;1;1;04;23;1;23;119,62718213182
30876;1;2;54;97;9700;3;42;0;5;0; ; ;1;04;23;1;23;119,62718213182
30876;1;3;98;49;4921;4;60;20;6; ;150000;1;1;04;23;1;23;119,62718213182
30876;1;4;59;86;8610;1;48;48; ;877803; ; ;1;04;23;1;23;119,62718213182
30877;1;1;79;14;1410;4;56;0;6; ;0;1;1;04;11;1;11;1850,78199741287
30877;1;2;58;80;8010;1;48;0;6;877803; ; ;1;04;11;1;11;1850,78199741287
30878;1;1;03;43;4322;4;48;3;6; ;180000;1;1;04;08;1;08;676,378187588286
30878;1;2;13;94;9499;1;48;30;6;2000000; ; ;1;04;08;1;08;676,378187588286
30881;1;1;41;47;4771;4;20;20; ; ;0;1;1;04;52;1;52;244,658713621024
30881;1;5;95;41;4111;4;48;30;6; ;900000;1;1;04;52;1;52;244,658713621024
30883;1;1;99;38;3811;1;48;48; ;877800; ; ;1;04;47;1;47;133,370905285608
30883;1;2;45;47;4792;4;14;14; ; ;30000;1;1;04;47;1;47;133,370905285608
30884;1;1;59;86;8621;1;48;48; ;877800; ; ;1;04;41;1;41;120,1783205984
30884;1;2;79;14;1410;4;20;0;7; ;0;1;1;04;41;1;41;120,1783205984
30886;1;1;41;47;4773;5;77;0;6; ;500000;1;1;04;08;1;08;729,351124345116
30887;2;3;39;86;8610;1;40;50; ;980800; ; ;1;04;63;1;63;49,8830940450948
30888;1;1;83;25;2511;4;48;0;6; ;0;1;1;04;68;1;68;490,236605528509
30889;1;1;30;47;4741;1;40;40; ;1600000; ; ;1;04;15;1;15;86,4487560563963
30889;1;2;13;85;8544;1;40;35;6;1800000; ; ;1;04;15;1;15;86,4487560563963
30895;1;1;41;47;4711;4;72;0;7; ;200000;1;1;04;52;1;52;223,353356462774
30895;1;2;59;86;8610;1;36;36; ;1200000; ; ;1;04;52;1;52;223,353356462774
30897;1;6;95;41;4111;4;50;30;5; ;200000;1;1;04;18;1;18;217,281755113716
30899;1;2;54;88;8890;1;40;0;6;887802; ; ;1;04;23;1;23;58,8955616286547
30899;1;3;97;52;5224;4;30;20;6; ;840000;1;1;04;23;1;23;58,8955616286547
30902;1;1;97;52;5224;4;50;27;6; ; ;1;1;04;13;1;13;431,053646459591
30904;1;2;97;47;4719;1;48;48; ;980657; ; ;1;04;76;1;76;787,553051728747
30906;1;1;45;47;4782;4;30;30; ; ;250000;1;1;04;50;1;50;144,261123320696
30907;1;3;03;95;9512;4;10;2;6; ;100000;1;1;04;15;1;15;57,9209181524363
30912;1;2;84;45;4520;4;40;0;5; ;0;1;1;04;41;1;41;372,151240292224
30913;1;1;81;31;3110;4;60;0;7; ;1300000;1;1;04;08;1;08;1271,24015910149
30914;1;2;16;47;4759;1;48;48; ;2300000; ; ;1;04;11;1;11;1490,96015971295
30914;1;3;54;97;9700;3;48;49; ;600000; ; ;1;04;11;1;11;1490,96015971295
30916;1;1;58;65;6511;1;48;0;5;877803; ; ;1;04;23;1;23;178,987163034959
30917;1;1;44;64;6499;1;45;15;6;900000; ; ;1;04;41;1;41;237,802031820009
30918;1;2;38;61;6190;4;48;48; ; ;20000;1;1;04;54;1;54;153,479628635947
30920;1;2;45;47;4754;1;48;0;7;877803; ; ;1;04;70;1;70;71,935186801912
30922;1;1;54;97;9700;3;54;0;5;870000; ; ;1;04;50;1;50;143,292258489156
30923;1;1;58;99;9900;1;48;48; ;1060000; ; ;1;04;11;1;11;3145,82500597022
30923;1;2;58;85;8530;1;60;60; ;1040000; ; ;1;04;11;1;11;3145,82500597022
30924;1;1;41;47;4711;4;104;70;6; ;1500000;1;1;04;08;1;08;769,44001846859
30924;1;2;45;47;4711;6;46;26;6; ; ; ;1;04;08;1;08;769,44001846859
30924;1;4;98;49;4921;4;102;0;6; ;2500000;1;1;04;08;1;08;769,44001846859
30925;1;2;58;68;6820;1;60;60; ;1000000; ; ;1;04;15;1;15;33,1893653267125
30927;1;3;51;56;5619;4;70;0;7; ;0;1;1;04;54;1;54;134,883783498703
30927;1;4;51;56;5619;4;70;0;7; ;0;1;1;04;54;1;54;134,883783498703
30928;1;3;21;82;8219;5;60;0;6; ;2000000;1;1;04;41;1;41;113,539777317324
30932;1;1;58;80;8010;4;48;48; ; ;700000;1;1;04;54;1;54;483,485924847844
30933;1;1;14;94;9491;1;30;10;6; ; ; ;1;04;18;1;18;113,13470913606
30934;1;1;33;64;6499;4;30;0;7; ;800000;1;1;04;08;1;08;1923,75930811569
30934;1;2;39;61;6110;1;48;0;1;895000; ; ;1;04;08;1;08;1923,75930811569
30935;1;3;41;47;4752;4;30;0;7; ;0;1;1;04;54;1;54;185,204482864363
30936;1;1;98;49;4921;1;30;0;5;650000; ; ;1;04;17;1;17;114,283973777743
30938;1;1;13;85;8530;2;40;40; ; ; ; ;1;04;47;1;47;254,043398037996
30939;1;2;13;85;8530;2;30;30; ; ; ; ;1;04;17;1;17;64,4678826438553
30941;1;2;58;84;8423;2;45;45; ;900000; ; ;1;04;17;1;17;186,714292706803
30941;1;5;97;47;4711;1;48;40;2; ; ; ;1;04;17;1;17;186,714292706803
30943;1;1;97;49;4923;4;50;30;6; ;400000;1;1;04;11;1;11;1805,54907539806
30944;1;1;13;85;8530;1;40;60; ;1800000; ; ;1;04;52;1;52;161,011251944552
30944;1;2;32;85;8544;1;45;60; ;1300000; ; ;1;04;52;1;52;161,011251944552
30945;1;3;98;49;4921;4;70;15;6; ;60000;1;1;04;68;1;68;267,881317556533
30946;1;1;45;47;4773;1;48;48; ;877803; ; ;1;04;23;1;23;132,236452023092
30946;1;2;21;95;9522;4;60;20;6; ;300000;1;1;04;23;1;23;132,236452023092
30948;1;1;45;47;4719;1;48;0;7;433000; ; ;1;04;27;1;27;13,8418681041018
30948;1;2;92;18;1811;1;48;0;7;433000; ; ;1;04;27;1;27;13,8418681041018
30948;1;5;45;47;4772;1;48;0;7;433000; ; ;1;04;27;1;27;13,8418681041018
30949;1;3;90;32;3290;4;48;0;6; ;0;1;1;04;73;1;73;147,712867073626
30951;1;1;32;46;4631;1;48;48; ;1000000; ; ;1;04;52;1;52;187,899758887604
30951;1;2;07;86;8699;4;36;0;6; ;0;1;1;04;52;1;52;187,899758887604
30952;1;1;84;38;3811;1;48;48; ;1000000; ; ;1;04;23;1;23;199,593315854752
30954;1;1;45;47;4781;4;70;0;6; ;200000;1;1;04;66;1;66;171,923552268161
30955;1;1;98;49;4923;1;98;0;3;750000; ; ;1;04;50;1;50;124,404144013791
30957;1;1;98;49;4921;4;50;10;5; ;50000;1;1;04;18;1;18;118,991552304591
30961;1;1;70;41;4111;4;40;32;6; ;2200000;1;1;04;41;1;41;124,616819219855
30961;1;2;70;41;4111;4;40;32;6; ;2000000;1;1;04;41;1;41;124,616819219855
30962;1;3;54;81;8121;4;30;12;6; ;90000;1;1;04;44;1;44;36,269343326499
30962;1;4;32;84;8412;2;40;40; ;877300; ; ;1;04;44;1;44;36,269343326499
30963;1;1;33;64;6412;1;24;24; ;1200000; ; ;1;04;47;1;47;276,445383399938
30965;1;2;41;47;4771;4;40;0;6; ;0;1;1;04;54;1;54;129,519413496096
30966;1;1;02;84;8413;2;48;48; ; ; ; ;1;04;68;1;68;628,781126885796
30966;1;2;13;85;8544;1;48;60; ; ; ; ;1;04;68;1;68;628,781126885796
30968;1;1;21;35;3511;4;30;30; ; ;150000;1;1;04;44;1;44;65,2501104821226
30969;1;1;95;41;4111;4;48;48; ; ;850000;1;1;04;76;1;76;739,864386987508
30970;1;1;98;27;2750;1;48;32;6;877000; ; ;1;04;41;1;41;115,885834916265
30970;1;2;54;88;8890;1;40;40; ;780000; ; ;1;04;41;1;41;115,885834916265
30971;1;1;77;56;5619;4;42;28;6; ;200000;1;1;04;63;1;63;103,108868696482
30971;1;2;57;96;9602;4;30;5;6; ;50000;1;1;04;63;1;63;103,108868696482
30971;1;3;03;01;0145;1;54;54; ; ; ; ;1;04;63;1;63;103,108868696482
30971;1;5;83;25;2599;1;54;36;6;890000; ; ;1;04;63;1;63;103,108868696482
30973;1;2;56;96;9601;4;30;0;6; ;200000;1;1;04;18;1;18;131,809796295984
30974;1;1;53;56;5611;5;42;21;7; ;200000;1;1;04;41;1;41;89,2509433041866
30974;1;2;98;46;4665;1;48;48; ;1000000; ; ;1;04;41;1;41;89,2509433041866
30974;1;3;84;45;4520;4;60;0;7; ;0;1;1;04;41;1;41;89,2509433041866
30974;1;4;53;56;5611;1;42;0;7;0; ; ;1;04;41;1;41;89,2509433041866
30975;1;1;13;85;8530;2;30;50; ;1500000; ; ;1;04;54;1;54;253,25647408787
30978;1;1;30;39;3900;1;48;48; ;2100000; ; ;1;04;18;1;18;92,9312795687876
30980;1;1;55;81;8121;4;40;15;6; ;120000;1;1;04;66;1;66;319,757544931885
30980;1;3;61;01;0161;4;50;20;6; ;300000;1;1;04;66;1;66;319,757544931885
30981;1;2;95;43;4330;4;50;0;6; ;0;1;1;04;11;1;11;3184,68287885172
30982;1;1;41;47;4729;4;45;0;7; ;0;1;1;04;17;1;17;194,736351366318
30985;1;1;09;70;7020;4;48;48; ; ;2300000;1;1;04;15;1;15;61,6874454220345
30985;1;2;32;84;8413;2;40;40; ; ; ; ;1;04;15;1;15;61,6874454220345
30986;1;1;41;47;4722;5;48;40;6; ;600000;1;1;04;05;1;05;579,655225010456
30986;1;3;97;10;1081;1;48;48; ;1100000; ; ;1;04;05;1;05;579,655225010456
30986;1;5;97;47;4722;1;48;16;6;300000; ; ;1;04;05;1;05;579,655225010456
30987;1;1;39;84;8414;2;48;48; ;1500000; ; ;1;04;68;1;68;264,687193331011
30987;1;3;45;47;4773;4;48;48; ; ;250000;1;1;04;68;1;68;264,687193331011
30988;1;1;11;69;6920;4;48;6;6; ;1000000;1;1;04;66;1;66;258,181308676062
30988;1;2;15;74;7410;4;20;0;6; ;200000;1;1;04;66;1;66;258,181308676062
30989;1;1;39;84;8424;2;40;40; ;2800000; ; ;1;04;52;1;52;183,434583436165
30992;1;5;84;45;4541;1;48;0;6;1100000; ; ;1;04;17;1;17;55,9148835745752
30993;1;1;41;47;4721;4;45;0;6; ;300000;1;1;04;41;1;41;357,912175329155
30994;1;2;77;11;1102;4;16;16; ; ;50000;1;1;04;23;1;23;177,086910002303
30995;1;1;45;47;4723;1;48;24;6;500000; ; ;1;04;08;1;08;341,017204746518
30995;1;2;45;47;4792;4;21;7;6; ;200000;1;1;04;08;1;08;341,017204746518
30995;1;3;95;31;3110;1;48;48; ;900000; ; ;1;04;08;1;08;341,017204746518
30997;1;1;41;47;4711;4;84;84; ; ;300000;1;1;04;50;1;50;114,017729903423
30997;1;2;45;56;5619;4;28;0;5; ;0;1;1;04;50;1;50;114,017729903423
30997;1;3;16;73;7310;1;40;0;5;0; ; ;1;04;50;1;50;114,017729903423
30999;1;2;97;52;5224;4;60;30;6; ;400000;1;1;04;63;1;63;192,755654448112
31002;1;2;39;84;8424;4;40;40; ; ;1500000;1;1;04;73;1;73;107,9562404764
31005;1;1;34;82;8219;1;48;0;5;0; ; ;1;04;41;1;41;137,982516242607
31007;1;1;93;43;4330;4;6;6; ; ;70000;1;1;04;52;1;52;306,213901273
31007;1;2;79;13;1392;4;50;12;6; ;0;1;1;04;52;1;52;306,213901273
31007;1;3;90;22;2229;4;15;15; ; ;200000;1;1;04;52;1;52;306,213901273
31007;1;5;90;22;2229;4;15;15; ; ;200000;1;1;04;52;1;52;306,213901273
31007;1;7;79;13;1392;6;20;10;7; ; ; ;1;04;52;1;52;306,213901273
31007;1;8;58;84;8423;2;60;60; ;2000000; ; ;1;04;52;1;52;306,213901273
31007;1;9;58;84;8423;2;70;70; ;1800000; ; ;1;04;52;1;52;306,213901273
31008;1;2;98;49;4921;4;56;2;6; ;950000;1;1;04;11;1;11;2911,26548705937
31010;1;2;45;47;4792;4;20;0;7; ;0;1;1;04;15;1;15;84,3300218366397
31011;1;1;58;84;8422;2;84;84; ;2500000; ; ;1;04;54;1;54;323,433424336795
31011;1;2;57;96;9602;4;50;0;5; ;0;1;1;04;54;1;54;323,433424336795
31012;1;1;13;85;8551;4;40;0;6; ;0;1;1;04;76;1;76;556,56777742823
31014;1;1;59;86;8610;1;46;46; ;1300000; ; ;1;04;15;1;15;309,280515235594
31017;1;1;95;41;4111;4;50;30;6; ;700000;1;1;04;18;1;18;137,275277849304
31017;1;3;84;45;4542;4;65;0;6; ;900000;1;1;04;18;1;18;137,275277849304
31022;1;1;41;47;4771;4;30;12;6; ;65000;1;1;04;68;1;68;452,75625209401
31022;2;1;03;42;4210;1;48;48; ;1600000; ; ;1;04;68;1;68;452,75625209401
31022;3;1;77;10;1081;1;48;48; ;900000; ; ;1;04;68;1;68;452,75625209401
31023;1;1;03;95;9511;1;48;48; ;1200000; ; ;1;04;70;1;70;84,7637167990105
31023;1;2;06;86;8610;1;48;48; ; ; ; ;1;04;70;1;70;84,7637167990105
31025;1;1;54;81;8121;4;36;0;6; ;280000;1;1;04;54;1;54;363,657883676428
31026;1;1;45;45;4530;1;48;48; ;890000; ; ;1;04;18;1;18;111,995220710807
31028;1;1;79;95;9529;4;20;4;6; ;65000;1;1;04;63;1;63;86,6328570100887
