DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;P6016;P6020;P6030S1;P6030S3;P6040;P6050;P6080;P6080S1;P6070;P6081;P6081S1;P6083;P6083S1;P6071;P6071S1;P3147S1;P3147S2;P3147S3;P3147S4;P3147S5;P3147S6;P3147S7;P3147S8;P3147S9;P3147S10;P3147S11;P3147S10A1;P3246;P6090;P6140;P6150;P6100;P6110;P6120;P6125;P6160;P6170;P6175;P6210;P6210S1;P6220;P6269;AREA;ESC;MES;DPTO;fex_c_2011
5476041;1;1;1;10;1;1;6;1974;47;1;6; ;4;3; ;3; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ;2;1; ; ;3; ; ;2;1;2; ;5;11;2; ;13;11;06;13;485,834468027635
5476042;1;1;1;10;1;2;4;1985;36;1;6; ;2;3; ;2; ;1;2; ; ; ;1; ; ; ; ; ; ; ; ;1;1; ; ;1;1;40000;2;1;2; ;5;11;2; ;13;11;06;13;542,073961990811
5476042;1;2;1;10;1;1;11;1988;32;2;6; ;2;2; ;3; ;1;1; ; ; ;1; ; ; ; ; ; ; ; ; ;1; ; ;1;1;36341;2;1;2; ;5;11;2; ;13;11;06;13;542,073961990811
5476042;1;3;1;10;1;2;11;2004;16;3;6; ;6;2; ;1;1; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ;1; ; ;3; ; ;2;1;1;1;5;10;1; ;13;10;06;13;542,073961990811
5476042;1;4;1;10;1;2;5;2010;11;3;6; ;6;2; ;1;1; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ;1; ; ;1;5; ;2;1;1;1;3;4; ; ;13;4;06;13;542,073961990811
5476043;1;1;1;10;1;1;4;1957;64;1;5; ;3;3; ;3; ;1;2; ; ; ;1; ; ; ; ; ; ; ; ;1;1; ; ;3; ; ;2;1;2; ;4;9; ; ;13;9;06;13;514,913140181459
5476043;1;2;1;10;2;2;10;1967;53;2;5; ;3;3; ;2; ;1;1; ; ; ;1; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2;1;2; ;3;3; ; ;13;3;06;13;514,913140181459
5476043;1;3;1;10;2;1;4;1995;26;3;5; ;6;1;1;1;2; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ;1; ; ;3; ; ;2;1;2; ;6;2;2;2;13;13;06;13;514,913140181459
5476043;1;4;1;10;2;1;8;1996;24;3;5; ;6;1;1;1;2; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ;1; ; ;3; ; ;2;1;2; ;5;11;2; ;13;11;06;13;514,913140181459
5476043;1;5;1;10;5;1;5;1999;22;3;5; ;6;1;1;1;2; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ;3; ; ;2;1;2; ;5;11;2; ;13;11;06;13;514,913140181459
5476045;1;1;1;10;2;1;9;1980;40;1;6; ;3;2; ;2; ;1;2; ; ; ; ; ; ; ; ;1; ; ; ;2;1; ; ;1;1;44000;2;1;2; ;5;11;2; ;13;11;06;13;542,073961990811
5476045;1;2;1;10;2;2;2;1984;37;2;6; ;3;2; ;2; ;1;1; ; ; ; ; ; ; ; ;1; ; ; ; ;1; ; ;3; ; ;2;1;2; ;5;10;1; ;13;10;06;13;542,073961990811
5476045;1;3;1;10;2;2;12;2007;13;3;6; ;6;1;1;1;2; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ;1; ; ;3; ; ;2;1;1;1;4;7; ; ;13;7;06;13;542,073961990811
5476045;1;4;1;10;2;2;3;2017;4;3;6; ; ;1;1;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2;2;1;1;2;0; ; ;13;0;06;13;542,073961990811
5476156;1;1;1;10;1;1;10;1956;64;1;6; ;3;3; ;3; ;1;2; ; ; ; ; ; ; ; ; ; ;1; ;2;1; ; ;1;2;288000;2;1;2; ;6;6;5; ;17;17;06;17;145,512407235003
5476156;1;2;1;10;2;2;10;1978;42;2;6; ;3;3; ;2; ;1;1; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ;1;1;124000;2;1;2; ;6;5;4; ;17;16;06;17;145,512407235003
5476156;1;3;1;10;3;2;6;1999;21;3;6; ;6;1;1;1;2; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ;1;5; ;2;1;1;2;6;2;2;2;17;13;06;17;145,512407235003
5476156;1;4;1;10;4;1;6;2002;18;4;6; ;6;2; ;2; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ;1; ; ;1;5; ;2;1;1;2;6;1;2;2;17;12;06;17;145,512407235003
5476157;1;1;1;10;1;1;3;1962;59;1;6; ;3;3; ;3; ;1;2; ; ; ; ; ; ; ; ; ; ;1; ;2;1; ; ;1;1;320000;2;1;2; ;6;6;5; ;17;17;06;17;173,478087040109
5476157;1;2;1;10;2;2;3;1962;59;2;6; ;3;2; ;2; ;1;1; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ;1;5; ;2;1;2; ;6;5;4; ;17;16;06;17;173,478087040109
5476158;1;1;1;10;1;1;8;1961;59;1;6; ;3;3; ;3; ;1;2; ; ; ; ; ; ; ; ; ; ;1; ;2;1; ; ;1;3;250000;2;1;2; ;6;6;5; ;17;17;06;17;112,429591249046
5476158;1;2;1;10;2;2;9;1966;54;2;6; ;3;3; ;2; ;1;1; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ;1;3;99;2;1;2; ;6;5;4; ;17;16;06;17;112,429591249046
5476158;1;3;1;10;3;2;12;1993;27;3;6; ;6;1;1;1;2; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ;1;1;100000;2;1;2; ;6;7;5; ;17;18;06;17;112,429591249046
5476159;1;1;1;10;1;1;5;1985;36;1;6; ;3;2; ;2; ;1;2; ; ; ;1; ; ; ; ; ; ; ; ;2;1; ; ;1;3;113566;2;1;2; ;6;6;5; ;17;17;06;17;274,533965674463
5476159;1;2;1;10;2;2;10;1985;35;2;6; ;3;2; ;2; ;1;1; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ;1;1;472000;2;1;2; ;6;7;5; ;17;18;06;17;274,533965674463
5476159;1;3;1;10;2;1;2;2020;1;3;6; ; ;1;1;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;1;5; ;2; ; ; ; ; ; ; ;17; ;06;17;274,533965674463
5476162;1;1;1;10;1;1;6;1944;76;1;6; ;3;3; ;3; ;1;2; ; ; ; ; ; ; ; ; ; ;1; ;2;1; ; ;1;2;120000;2;1;2; ;5;11;2; ;17;11;06;17;173,478087040109
5476162;1;2;1;10;2;2;3;1940;81;2;6; ;3;3; ;3; ;1;1; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ;1;2;120000;2;1;2; ;5;11;2; ;17;11;06;17;173,478087040109
5476165;1;1;1;10;1;1;1;1980;41;1;6; ;6;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;2;1; ; ;1;1;99;2;1;2; ;6;7;5; ;17;18;06;17;248,007000366744
5476173;1;1;1;10;1;1;11;1961;59;1;6; ;4;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;1;1; ; ;3; ; ;2;1;2; ;3;5; ; ;17;5;06;17;166,051319389284
5476174;1;1;1;10;1;2;7;1953;67;1;6; ;5;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;2;1; ; ;1;2;97000;2;1;2; ;5;11;2; ;17;11;06;17;281,960733325288
5476174;1;2;1;10;2;2;9;1982;38;3;6; ;3;2; ;1;1;1;3; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ;1;1;32500;2;1;2; ;6;3;3; ;17;14;06;17;281,960733325288
5476174;1;3;1;10;3;1;8;1989;31;5;6; ;3;2; ;2; ;1;2; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ;1;1;32500;2;1;2; ;6;5;4; ;17;16;06;17;281,960733325288
5476174;1;4;1;10;3;1;2;2016;5;4;6; ; ;1;3;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;1;5; ;2;2;1;2;2;0; ; ;17;0;06;17;281,960733325288
5476177;1;1;1;10;1;2;8;1968;52;1;6; ;4;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;2;1; ; ;1;3;99;2;1;2; ;5;11;2; ;17;11;06;17;200,898228608443
5476177;1;2;1;10;2;1;12;1994;26;3;6; ;6;2; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;2;1;6; ; ; ;2;1;2; ;5;11;2; ;17;11;06;17;200,898228608443
5476178;1;1;1;10;1;1;3;1960;61;1;6; ;2;3; ;3; ;1;2; ; ; ; ; ; ; ; ; ; ;1; ;2;1; ; ;1;5; ;2;1;2; ;4;6; ; ;17;6;06;17;118,942547630983
5476178;1;2;1;10;2;2;12;1967;53;2;6; ;2;2; ;2; ;1;1; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ;1;5; ;2;1;2; ;3;5; ; ;17;5;06;17;118,942547630983
5476181;1;1;1;10;1;2;2;1947;74;1;6; ;3;3; ;3; ;1;2; ; ; ; ; ; ; ; ; ; ;1; ;2;1; ; ;3; ; ;2;2;2; ;1;0; ; ;17;0;06;17;173,478087040109
5476181;1;2;1;10;2;1;5;1951;70;2;6; ;3;3; ;3; ;1;1; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ;3; ; ;2;2;2; ;1;0; ; ;17;0;06;17;173,478087040109
5476183;1;1;1;10;1;2;2;1977;44;1;6; ;2;2; ;2; ;1;2; ; ; ; ; ; ; ; ; ; ;1; ;2;1; ; ;3; ; ;2;1;2; ;6;5;4; ;17;16;06;17;145,512407235003
5476183;1;2;1;10;2;1;5;1964;57;2;6; ;2;2; ;2; ;1;1; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ;3; ; ;2;1;2; ;5;11;2; ;17;11;06;17;145,512407235003
5476183;1;3;1;10;3;1;8;1996;24;3;6; ;6;1;2;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ;3; ; ;2;1;2; ;5;11;2; ;17;11;06;17;145,512407235003
5476183;1;4;1;10;4;2;8;2000;20;3;6; ;6;1;2;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ;3; ; ;2;1;1;2;6;3;2;2;17;14;06;17;145,512407235003
5476184;1;1;1;10;1;1;11;1969;51;1;6; ;2;2; ;2; ;1;2; ; ; ; ; ; ; ; ; ; ;1; ;2;1; ; ;1;1;98;2;1;2; ;5;10;1; ;17;10;06;17;200,898228608443
5476184;1;2;1;10;2;2;1;1973;48;2;6; ;2;2; ;2; ;1;1; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ;1;5; ;2;1;2; ;3;5; ; ;17;5;06;17;200,898228608443
5476185;1;1;1;10;1;2;10;1960;60;1;6; ;6;3; ;2; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ;2;1; ; ;3; ; ;2;1;2; ;3;5; ; ;17;5;06;17;185,177178390616
5476185;1;2;1;10;2;2;11;1989;31;3;6; ;6;2; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ;1;1;36341;2;1;2; ;6;2;3; ;17;13;06;17;185,177178390616
5476187;1;1;1;10;1;1;7;1959;61;1;6; ;3;3; ;2; ;1;2; ; ; ;1; ; ; ; ; ; ; ; ;1;1; ; ;1;3;113566;2;1;2; ;4;7; ; ;17;7;06;17;219,773722777415
5476187;1;2;1;10;2;2;2;1963;58;2;6; ;3;3; ;2; ;1;1; ; ; ;1; ; ; ; ; ; ; ; ; ;1; ; ;1;5; ;2;1;2; ;5;11;2; ;17;11;06;17;219,773722777415
5476187;1;3;1;10;3;1;6;1989;32;3;6; ;6;1;1;1;2; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ;1; ; ;1;1;36341;2;1;2; ;5;11;2; ;17;11;06;17;219,773722777415
5476187;1;4;1;10;4;1;8;1990;30;3;6; ;6;1;1;1;2; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ;1;1;36341;2;1;1;1;6;1;2;2;17;12;06;17;219,773722777415
5476188;1;1;1;10;1;2;1;1956;65;1;6; ;6;3; ;3; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ;2;1; ; ;1;1;32000;2;1;2; ;6;3;3; ;17;14;06;17;185,177178390616
5476188;1;2;1;10;2;2;10;1981;39;3;6; ;6;2; ;1;1; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;1;1;32500;2;1;2; ;5;11;2; ;17;11;06;17;185,177178390616
5476191;1;1;1;10;1;1;12;1956;64;1;6; ;6;3; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;2;1; ; ;1;2;96000;2;1;2; ;6;5;4; ;17;16;06;17;166,051319389284
5476192;1;1;1;10;1;2;10;1947;73;1;6; ;5;3; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;2;1; ; ;1;2;72682;2;1;2; ;3;3; ; ;17;3;06;17;232,285950148916
5476194;1;1;1;10;1;1;8;1995;25;1;6; ;2;2; ;2; ;1;2; ; ; ; ; ; ; ; ; ; ;1; ;2;1; ; ;1;1;36341;2;1;2; ;4;8; ; ;17;8;06;17;430,361398791013
5476194;1;2;1;10;2;2;7;1996;24;2;6; ;2;2; ;2; ;1;1; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ;1;5; ;2;1;2; ;4;8; ; ;17;8;06;17;430,361398791013
5476194;1;3;1;10;2;1;11;2015;5;3;6; ; ;1;1;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;1;5; ;2;2;1;1;2;1; ; ;17;0;06;17;430,361398791013
5476194;2;1;2;10;1;1;10;1999;21;1;6; ;2;2; ;2; ;1;2; ; ; ;1; ; ; ; ; ; ; ; ;1;1; ; ;3; ; ;2;1;2; ;5;11;2; ;17;11;06;17;430,361398791013
5476194;2;2;2;10;2;2;2;2001;20;2;6; ;2;2; ;2; ;1;1; ; ; ;1; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2;1;2; ;4;8; ; ;17;8;06;17;430,361398791013
5476194;2;3;2;10;2;2;10;2019;1;3;6; ; ;1;1;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2; ; ; ; ; ; ; ;17; ;06;17;430,361398791013
5476198;1;1;1;10;1;1;6;1957;64;1;6; ;4;3; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;2;1; ; ;1;2;99;2;1;2; ;6;5;4; ;17;16;06;17;166,051319389284
5476199;1;1;1;10;1;2;6;1955;65;1;6; ;5;3; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;2;1; ; ;1;1;120000;2;1;2; ;6;6;5; ;17;17;06;17;232,285950148916
5476201;1;1;1;10;1;2;2;1969;52;1;6; ;6;2; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;2;1; ; ;1;1;36341;2;1;2; ;5;11;2; ;17;11;06;17;177,75041073979
5476202;1;1;1;10;1;1;7;1993;27;1;6; ;6;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;2;1; ; ;1;1;36341;2;1;2; ;6;3;3; ;17;14;06;17;248,007000366744
5476204;1;1;1;10;1;1;4;1958;63;1;6; ;3;3; ;2; ;1;2; ; ; ; ; ; ; ; ; ; ;1; ;2;1; ; ;1;2;72682;2;1;2; ;5;11;2; ;17;11;06;17;149,517133150461
5476204;1;2;1;10;2;2;12;1962;58;2;6; ;3;3; ;3; ;1;1; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ;1;5; ;2;1;2; ;4;9; ; ;17;9;06;17;149,517133150461
5476204;1;3;1;10;3;1;11;1983;37;3;6; ;6;1;1;1;2; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ;1; ; ;1;1;36341;2;1;2; ;4;9; ; ;17;9;06;17;149,517133150461
5476204;1;4;1;10;4;2;5;1991;30;3;6; ;6;1;1;1;2; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ;1;5; ;2;1;2; ;5;11;2; ;17;11;06;17;149,517133150461
5476205;1;1;1;10;1;1;8;1966;54;1;6; ;3;2; ;2; ;1;2; ; ; ; ; ; ; ; ; ; ;1; ;2;1; ; ;1;1;36341;2;1;2; ;3;5; ; ;17;5;06;17;213,087203835254
5476205;1;2;1;10;2;2;11;1967;53;2;6; ;3;3; ;2; ;1;1; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ;1;5; ;2;1;2; ;5;11;2; ;17;11;06;17;213,087203835254
5476205;1;3;1;10;3;1;9;1997;23;3;6; ;6;1;1;1;2; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ;1;5; ;2;1;1;1;6;0;2;2;17;11;06;17;213,087203835254
5476206;1;1;1;10;1;1;11;1990;30;1;6; ;6;2; ;2; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ;2;1; ; ;1;1;36341;2;1;2; ;5;11;2; ;17;11;06;17;248,007000366744
5476207;1;1;1;10;1;2;12;1980;40;1;6; ;6;2; ;3; ; ; ; ;1;1;1; ; ; ; ; ; ; ; ;2;1; ; ;3; ; ;2;1;2; ;5;11;2; ;17;11;06;17;169,400473812321
5476207;1;2;1;10;2;2;9;2000;20;3;6; ;6;2; ;1;1; ; ; ;1; ;1;1; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2;1;2; ;5;11;2; ;17;11;06;17;169,400473812321
5476207;1;3;1;10;1;1;8;2007;13;3;6; ;6;2; ;1;1; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ;1; ; ;3; ; ;2;1;1;1;4;6; ; ;17;6;06;17;169,400473812321
5476207;1;4;1;10;4;2;7;1978;42;9;6; ;6;3; ;3; ; ; ; ;1;1;1;1;1;1; ; ; ; ; ; ;1; ; ;3; ; ;2;1;2; ;5;11;2; ;17;11;06;17;169,400473812321
5476207;1;5;1;10;5;1;1;2003;18;9;6; ;6;2; ;1;4; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ;3; ; ;2;1;2; ;5;10;1; ;17;10;06;17;169,400473812321
5476208;1;1;1;10;1;1; ; ;32;1;6; ;2;2; ;2; ;1;2; ; ; ;1;1; ; ; ; ; ; ; ;1;1; ; ;3; ; ;2;1;2; ;4;9; ; ;17;9;06;17;268,666145985462
5476208;1;2;1;10;2;2;11;1987;33;2;6; ;2;2; ;2; ;1;1; ;1;1;1; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2;1;2; ;4;8; ; ;17;8;06;17;268,666145985462
5476208;1;3;1;10;2;2;9;2013;7;3;6; ; ;1;1;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2;2;1;1;3;1; ; ;17;1;06;17;268,666145985462
5476209;1;1;1;10;1;2;4;1946;75;1;6; ;6;3; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;1;1; ; ;3; ; ;2;1;2; ;3;5; ; ;17;5;06;17;255,433768017569
5476209;1;2;1;10;2;1;6;1991;30;3;6; ;6;2; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ;1;1;36341;2;1;2; ;3;5; ; ;17;5;06;17;255,433768017569
5476210;1;1;1;10;1;1;7;1970;50;1;6; ;4;3; ;3; ; ; ; ;1;1;1;1; ; ; ; ; ; ; ;1;1; ; ;3; ; ;2;1;2; ;3;2; ; ;17;2;06;17;260,195975593555
5476210;1;2;1;10;1;1;8;2004;16;3;6; ;6;1;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ;3; ; ;2;1;2; ;5;10;1; ;17;10;06;17;260,195975593555
5476211;1;1;1;10;1;2;10;1976;44;1;6; ;2;2; ;2; ;1;2; ;1;1;1;1; ; ; ; ; ; ; ;2;1; ; ;1;5; ;2;1;2; ;5;10;1; ;17;10;06;17;200,898228608443
5476211;1;2;1;10;2;1;5;1980;41;2;6; ;2;2; ;2; ;1;1; ;1;1;1; ; ; ; ; ; ; ; ; ;1; ; ;1;1;98;2;1;2; ;3;5; ; ;17;5;06;17;200,898228608443
5476213;1;1;1;10;1;1;9;1923;97;1;6; ;5;3; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;1;1; ; ;3; ; ;2;2;2; ;1;0; ; ;17;0;06;17;173,478087040109
5476213;1;2;1;10;2;2;2;1962;59;3;6; ;6;1;1;3; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ;3; ; ;2;2;2; ;1;0; ; ;17;0;06;17;173,478087040109
5476214;1;1;1;10;1;1;11;1974;46;1;6; ;4;2; ;2; ; ; ; ;1;1;1; ; ; ; ; ; ; ; ;2;2;1;12; ; ; ;2;1;2; ;3;5; ; ;17;5;06;17;359,171439678626
5476214;1;2;1;10;2;1;1;1994;27;3;6; ;2;1;1;2; ;1;3; ;1;1;1; ; ; ; ; ; ; ; ; ;1; ; ;1;5; ;2;1;2; ;3;5; ; ;17;5;06;17;359,171439678626
5476214;1;3;1;10;3;2;5;1997;24;5;6; ;2;2; ;2; ;1;2; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ;1;5; ;2;1;1;2;6;4;3; ;17;15;06;17;359,171439678626
5476214;1;4;1;10;3;1;1;2016;5;4;6; ; ;1;2;1;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;1;5; ;2;2;1;1;2;0; ; ;17;0;06;17;359,171439678626
5476215;1;1;1;10;1;2;10;1988;32;1;6; ;2;2; ;2; ;1;2; ; ; ; ; ; ; ; ; ; ;1; ;2;1; ; ;1;1;36341;2;1;2; ;6;2;3; ;17;13;06;17;268,666145985462
5476215;1;2;1;10;2;1;6;1988;32;2;6; ;2;2; ;2; ;1;1; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ;1;5; ;2;1;2; ;5;11;2; ;17;11;06;17;268,666145985462
5476215;1;3;1;10;1;2;1;2015;6;3;6; ; ;1;2;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;1;5; ;2;1;1;1;3;0; ; ;17;0;06;17;268,666145985462
5476216;1;1;1;10;1;1;8;1978;42;1;6; ;2;3; ;3; ;1;2; ;1;1;1;1; ; ; ;1; ; ; ;1;1; ; ;3; ; ;2;1;2; ;3;5; ; ;17;5;06;17;286,722940901273
5476216;1;2;1;10;2;2;5;1988;33;2;6; ;2;2; ;2; ;1;1; ;1;1;1;1; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2;1;2; ;4;9; ; ;17;9;06;17;286,722940901273
5476216;1;3;1;10;2;1;9;2006;14;3;6; ;6;1;1;1;2; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ;1; ; ;3; ; ;2;1;1;1;4;7; ; ;17;7;06;17;286,722940901273
5476216;1;4;1;10;2;1;12;2016;4;3;6; ; ;1;1;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2;2;1;1;2;0; ; ;17;0;06;17;286,722940901273
5476217;1;1;1;10;1;2;6;1956;65;1;6; ;4;3; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;2;1; ; ;3; ; ;2;1;2; ;5;11;2; ;17;11;06;17;255,433768017569
5476217;1;2;1;10;2;1;1;1984;37;3;6; ;6;2; ;1;1; ; ; ; ; ;1; ; ;1; ; ; ; ; ; ;1; ; ;3; ; ;2;1;2; ;6;5;4; ;17;16;06;17;255,433768017569
5476218;1;1;1;10;1;1;6;1963;57;1;6; ;2;3; ;2; ;1;2; ; ; ; ; ; ; ; ; ; ;1; ;2;1; ; ;1;1;32500;2;1;2; ;6;3;3; ;17;14;06;17;179,619067745499
5476218;1;2;1;10;2;2;7;1968;52;2;6; ;2;2; ;2; ;1;1; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ;1;5; ;2;1;2; ;5;11;2; ;17;11;06;17;179,619067745499
5476218;1;3;1;10;3;1;2;1990;31;3;6; ;6;1;1;1;2; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ;1;1;1100000;2;1;2; ;6;3;3; ;17;14;06;17;179,619067745499
5476218;1;4;1;10;4;1;7;1994;26;3;6; ;6;1;1;1;2; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ;1;1;32000;2;1;2; ;6;3;3; ;17;14;06;17;179,619067745499
5476218;1;5;1;10;5;2;3;2004;17;3;6; ;6;1;1;1;2; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ;1; ; ;1;5; ;2;1;1;1;5;10;1; ;17;10;06;17;179,619067745499
5476219;1;1;1;10;1;1;5;1974;47;1;6; ;4;2; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;2;1; ; ;1;1;36341;2;1;2; ;5;11;2; ;17;11;06;17;248,007000366744
5476220;1;1;1;10;1;1;8;1963;57;1;6; ;6;3; ;1;3; ; ; ;1;1;1; ; ; ; ; ; ; ; ;1;1; ; ;3; ; ;2;1;2; ;3;5; ; ;17;5;06;17;197,85603749373
5476220;1;2;1;10;2;1;8;2003;17;3;6; ;6;1;1;2; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ;1; ; ;3; ; ;2;1;1;1;4;6; ; ;17;6;06;17;197,85603749373
5476220;1;3;1;10;3;2;4;1944;77;5;6; ;5;3; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ;3; ; ;2;1;2; ;3;2; ; ;17;2;06;17;197,85603749373
5476220;1;4;1;10;4;1;11;1999;21;5;6; ;6;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ;1;1;32500;2;1;2; ;5;11;2; ;17;11;06;17;197,85603749373
5476221;1;1;1;10;1;1;10;1955;65;1;6; ;3;3; ;3; ;1;2; ; ; ; ; ; ; ; ; ; ;1; ;2;1; ; ;3; ; ;2;1;2; ;4;6; ; ;17;6;06;17;231,66593490469
5476221;1;2;1;10;2;2;10;1955;65;2;6; ;3;3; ;3; ;1;1; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ;3; ; ;2;1;2; ;4;7; ; ;17;7;06;17;231,66593490469
5476221;1;3;1;10;2;2;1;1976;45;3;6; ;6;2; ;1;2; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ;1;4; ;2;1;2; ;4;7; ; ;17;7;06;17;231,66593490469
5476221;1;4;1;10;4;2;6;1999;22;4;6; ;6;2; ;1;3; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ;3; ; ;2;1;2; ;5;11;2; ;17;11;06;17;231,66593490469
5476221;1;5;1;10;4;2;7;2015;5;5;6; ; ;2; ;1;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2;2;1;1;2;0; ; ;17;0;06;17;231,66593490469
5476221;1;6;1;10;6;1;2;1981;40;3;6; ;6;1;1;1;2; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ;3; ; ;2;1;2; ;4;7; ; ;17;7;06;17;231,66593490469
5476222;1;1;1;10;1;2;11;1956;64;1;6; ;6;3; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;2;1; ; ;3; ; ;2;1;2; ;4;6; ; ;17;6;06;17;255,433768017569
5476222;1;2;1;10;2;1;3;1984;37;3;6; ;6;2; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ;1;1;36341;2;1;2; ;5;11;2; ;17;11;06;17;255,433768017569
5476223;1;1;1;10;1;1;1;1998;23;1;6; ;2;2; ;2; ;1;2; ; ; ;1; ; ; ; ; ; ; ; ;2;1; ; ;1;1;36341;2;1;2; ;6;2;3; ;17;13;06;17;277,95600740983
