DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;P6016;P6020;P6030S1;P6030S3;P6040;P6050;P6080;P6080S1;P6070;P6081;P6081S1;P6083;P6083S1;P6071;P6071S1;P3147S1;P3147S2;P3147S3;P3147S4;P3147S5;P3147S6;P3147S7;P3147S8;P3147S9;P3147S10;P3147S11;P3147S10A1;P3246;P6090;P6140;P6150;P6100;P6110;P6120;P6125;P6160;P6170;P6175;P6210;P6210S1;P6220;P6269;CLASE;ESC;MES;DPTO;fex_c_2011
5475201;1;3;1;10;2;2;7;2019;1;3;6; ; ;1;2;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;1;5; ;2; ; ; ; ; ; ; ;2; ;06;15;3095,61506113821
5475202;1;1;1;10;1;1;11;1972;48;1;6; ;4;3; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;2;1; ; ;1;1;98;2;1;2; ;5;11;9; ;2;11;06;15;6089,85646299904
5475202;1;2;1;10;2;1;4;1998;23;3;6; ;6;1;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ;1;1;36341;2;1;2; ;5;11;2; ;2;11;06;15;6089,85646299904
5475203;1;1;1;10;1;1;6;1986;34;1;6; ;2;2; ;2; ;1;2; ; ; ; ; ; ; ; ; ; ;1; ;2;1; ; ;3; ; ;2;1;2; ;5;11;2; ;2;11;06;15;6089,85646299904
5475203;1;2;1;10;2;2;11;1993;27;2;6; ;2;2; ;2; ;1;1; ; ; ; ; ; ; ; ; ; ;1; ; ;2;1;60; ; ; ;2;1;2; ;4;8; ; ;2;8;06;15;6089,85646299904
5475203;1;3;1;10;3;1;8;2009;11;3;6; ;6;1;1;1;2; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ;1; ; ;3; ; ;2;1;1;1;4;0; ; ;2;5;06;15;6089,85646299904
5475203;1;4;1;10;4;2;9;2010;10;3;6; ;6;1;1;1;2; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ;1; ; ;3; ; ;2;1;1;1;3;4; ; ;2;4;06;15;6089,85646299904
5475203;1;5;1;10;2;2;7;2018;2;3;6; ; ;1;1;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2; ; ; ; ; ; ; ;2; ;06;15;6089,85646299904
5475204;1;1;1;10;1;1;2;1991;30;1;6; ;2;2; ;2; ;1;2;1;1; ; ; ; ; ; ; ; ; ; ;2;1; ; ;3; ; ;2;1;2; ;4;6; ; ;2;6;06;15;6089,85646299904
5475204;1;2;1;10;2;2;5;1996;25;2;6; ;2;2; ;2; ;1;1; ;1; ; ; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2;1;2; ;5;11;2; ;2;11;06;15;6089,85646299904
5475204;1;3;1;10;2;1;5;2018;3;3;6; ; ;1;1;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;0;06;15;6089,85646299904
5475204;1;4;1;10;2;2;8;2020;0;3;6; ; ;1;1;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2; ; ; ; ; ; ; ;2; ;06;15;6089,85646299904
5479640;1;1;1;10;1;2;5;1978;43;1;6; ;6;1;2;1;3; ; ; ; ; ; ; ; ; ; ;1; ; ; ;2;1; ; ;3; ; ;2;1;2; ;6;5;4; ;2;16;06;15;1194,08950254883
5479640;1;2;1;10;1;1;10;1945;75;5;6; ;3;3; ;3; ;1;3; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ;3; ; ;2;1;2; ;3;3; ; ;2;3;06;15;1194,08950254883
5479640;1;3;1;10;3;2;5;1946;75;5;6; ;3;3; ;3; ;1;2; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ;3; ; ;2;1;2; ;3;2; ; ;2;2;06;15;1194,08950254883
5479641;1;1;1;10;1;2;7;1945;75;1;6; ;5;3; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;2;1; ; ;1;2;72682;2;1;2; ;3;3; ; ;2;3;06;15;1194,08950254883
5479642;1;1;1;10;1;2;3;1961;60;1;6; ;5;3; ;2; ; ; ; ; ;1;1; ; ; ; ; ; ; ; ;1;1; ; ;3; ; ;2;1;2; ;6;5;4; ;2;16;06;15;4585,44720990456
5479642;1;2;1;10;2;1;6;1985;36;3;6; ;6;3; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ;3; ; ;2;1;2; ;5;11;2; ;2;11;06;15;4585,44720990456
5479642;1;3;1;10;2;2;9;2012;8;4;6; ; ;1;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2;1;1;1;3;2; ; ;2;2;06;15;4585,44720990456
5479643;1;1;1;10;1;2;10;1960;60;1;6; ;5;3; ;2; ; ; ; ; ;1; ; ; ;1; ;1; ; ; ;1;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;06;15;6089,85646299904
5479643;1;2;1;10;1;1;1;2000;21;3;6; ;6;3; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ;3; ; ;2;1;2; ;5;11;2; ;2;11;06;15;6089,85646299904
5479643;1;3;1;10;3;1;1;2003;18;3;6; ;6;3; ;1;1; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ;1; ; ;1;1;36341;2;1;2; ;4;7; ; ;2;7;06;15;6089,85646299904
5480238;1;1;1;10;1;1;6;1970;51;1;6; ;2;3; ;2; ;1;2; ; ; ; ; ; ; ; ; ; ;1; ;2;1; ; ;1;1;36341;2;1;2; ;3;5; ; ;2;5;06;15;1194,08950254883
5480238;1;2;1;10;2;2;6;1973;47;2;6; ;2;3; ;2; ;1;1; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ;1;1;36341;2;1;2; ;3;5; ; ;2;5;06;15;1194,08950254883
5480238;1;3;1;10;3;2;11;1999;21;3;6; ;6;1;1;1;2; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ;1; ; ;1;5; ;1;1;1;1;6;2;2;2;2;13;06;15;1194,08950254883
5480238;1;4;1;10;4;2;8;2003;17;3;6; ;6;1;1;1;2; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ;1; ; ;1;5; ;2;1;1;1;6;0;2;2;2;11;06;15;1194,08950254883
5480239;1;1;1;10;1;1;12;1975;45;1;6; ;2;3; ;2; ;1;2; ; ;1;1; ; ;1; ; ; ; ; ;2;1; ; ;1;1;40000;2;1;2; ;3;5; ; ;2;5;06;15;1194,08950254883
5480239;1;2;1;10;2;2;2;1972;49;2;6; ;2;3; ;2; ;1;1; ; ; ; ; ; ;1; ; ; ; ; ; ;1; ; ;1;5; ;2;1;2; ;5;11;2; ;2;11;06;15;1194,08950254883
5480239;1;3;1;10;3;2;4;1998;23;3;6; ;6;2; ;1;2; ; ; ; ; ;1;1; ;1; ;1; ; ; ; ;2;1;12; ; ; ;2;1;2; ;6;3;3; ;2;14;06;15;1194,08950254883
5480240;1;1;1;10;1;2;5;1975;46;1;6; ;4;2; ;2; ; ; ; ; ;1;1; ; ; ; ; ; ; ; ;2;1; ; ;3; ; ;2;1;2; ;5;11;2; ;2;11;06;15;1194,08950254883
5480241;1;1;1;10;1;1;5;1950;71;1;6; ;2;3; ;3; ;1;2; ;1;1;1; ; ; ; ; ; ; ; ;2;1; ; ;3; ; ;2;1;2; ;3;3; ; ;2;3;06;15;1194,08950254883
5480241;1;2;1;10;2;2;5;1963;58;2;6; ;2;3; ;3; ;1;1; ; ;1;1; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2;1;2; ;5;11;2; ;2;11;06;15;1194,08950254883
5480241;1;3;1;10;3;2;8;1992;28;3;6; ;6;3; ;1;2; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;06;15;1194,08950254883
5480241;1;4;1;10;3;1;6;2019;2;4;6; ; ;2; ;1;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2; ; ; ; ; ; ; ;2; ;06;15;1194,08950254883
5480241;1;5;1;10;3;2;6;2019;2;4;6; ; ;2; ;1;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2; ; ; ; ; ; ; ;2; ;06;15;1194,08950254883
5480242;1;1;1;10;1;1;3;1976;45;1;6; ;3;2; ;2; ;1;2; ; ; ; ; ; ; ; ; ; ;1; ;2;1; ; ;1;1;36341;2;1;2; ;3;5; ; ;2;5;06;15;3151,97027664981
5480242;1;2;1;10;2;2;9;1979;41;2;6; ;3;2; ;2; ;1;1; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ;1;5; ;2;1;2; ;3;5; ; ;2;5;06;15;3151,97027664981
5480242;1;3;1;10;3;1;1;1999;22;3;6; ;6;1;1;1;2; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ;1; ; ;1;1;36341;2;1;2; ;5;11;2; ;2;11;06;15;3151,97027664981
5480242;1;4;1;10;4;2;2;2001;20;3;6; ;6;1;1;1;2; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ;1; ; ;1;5; ;2;1;1;1;6;0;2;2;2;11;06;15;3151,97027664981
5480242;1;5;1;10;5;2;11;2003;17;3;6; ;6;1;1;1;2; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ;1; ; ;1;5; ;2;1;1;1;4;9; ; ;2;9;06;15;3151,97027664981
5480243;1;1;1;10;1;1;2;1946;75;1;6; ;5;3; ;3; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ;2;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;06;15;1194,08950254883
5480244;1;1;1;10;1;1;2;1978;43;1;6; ;2;2; ;2; ;1;2; ; ; ; ; ; ; ; ; ; ;1; ;2;1; ; ;1;1;36341;2;1;2; ;5;11;2; ;2;11;06;15;1194,08950254883
5480244;1;2;1;10;2;2;6;1979;41;2;6; ;2;2; ;3; ;1;1; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ;1;5; ;2;1;2; ;5;11;2; ;2;11;06;15;1194,08950254883
5480244;1;3;1;10;3;2;11;2004;16;3;6; ;6;1;1;1;2; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ;1; ; ;1;5; ;2;1;1;1;5;10;1; ;2;10;06;15;1194,08950254883
5480245;1;1;1;10;1;1;9;1984;36;1;6; ;3;2; ;2; ;1;2; ; ; ; ; ; ; ; ; ; ;1; ;2;1; ; ;1;1;56000;2;1;2; ;6;2;3; ;2;13;06;15;6089,85646299904
5480245;1;2;1;10;2;2;9;1988;32;2;6; ;3;2; ;2; ;1;1; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ;1;1;36341;2;1;2; ;6;2;3; ;2;13;06;15;6089,85646299904
5480245;1;3;1;10;3;1;8;2007;13;3;6; ;6;2; ;1;2; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ;1; ; ;1;5; ;2;1;1;1;4;7; ; ;2;7;06;15;6089,85646299904
5480245;1;4;1;10;1;2;8;2011;9;3;6; ; ;1;1;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;1;5; ;2;1;1;1;3;3; ; ;2;3;06;15;6089,85646299904
5480250;1;1;1;10;1;1;9;1961;59;1;6; ;3;3; ;3; ;1;2;1; ;1; ; ; ;1; ;1; ; ; ;1;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;06;15;1194,08950254883
5480250;1;2;1;10;2;2;3;1962;59;2;6; ;3;3; ;2; ;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;06;15;1194,08950254883
5480251;1;1;1;10;1;2;9;1975;45;1;6; ;3;2; ;2; ;1;2; ; ; ; ; ; ; ; ;1; ; ; ;1;1; ; ;1;5; ;2;1;2; ;5;11;2; ;2;11;06;15;1598,11626884172
5480251;1;2;1;10;2;1;3;1971;50;2;6; ;3;3; ;2; ;1;1;1; ;1; ; ; ;1; ;1; ; ; ; ;1; ; ;1;1;36341;2;1;2; ;3;5; ; ;2;5;06;15;1598,11626884172
5480251;1;3;1;10;3;1;6;2001;20;3;6; ;1;1;2;1;1;1;4; ; ;1; ; ; ;1; ; ; ; ; ; ;2;1;12; ; ; ;2;1;2; ;6;2;3; ;2;13;06;15;1598,11626884172
5480251;1;4;1;10;4;2;9;2003;17;5;6; ;1;2; ;2; ;1;3; ; ; ; ; ; ; ;1; ; ; ; ; ;2;1;15; ; ; ;2;1;1;1;5;10;1; ;2;10;06;15;1598,11626884172
5480252;1;1;1;10;1;2;12;1963;57;1;6; ;5;3; ;3; ; ; ;1; ; ; ; ; ; ; ;1; ; ; ;2;1; ; ;1;2;72682;2;1;2; ;3;3; ; ;2;3;06;15;6089,85646299904
5480252;1;2;1;10;2;1;10;1986;34;3;6; ;4;3; ;1;1; ; ; ; ; ; ; ; ; ; ;1;1; ;TRATAMIENTO MEDICO SUSPENDIDO; ;1; ; ;2;1;92000;2;1;2; ;5;11;2; ;2;11;06;15;6089,85646299904
5480252;1;3;1;10;3;2;4;2009;12;4;6; ;6;1;2;2; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ;1; ; ;2;5; ;2;1;1;1;3;4; ; ;2;4;06;15;6089,85646299904
5480252;1;4;1;10;2;2;10;2017;3;4;6; ; ;1;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;2;5; ;2;2;2; ;1;0; ; ;2;0;06;15;6089,85646299904
5480253;1;1;1;10;1;2;9;1972;48;1;6; ;3;3; ;2; ;1;2;1; ;1; ;1; ;1; ;1; ; ; ;1;1; ; ;3; ; ;2;1;2; ;3;4; ; ;2;4;06;15;1194,08950254883
5480253;1;2;1;10;2;1;2;1966;55;2;6; ;3;2; ;2; ;1;1;1; ; ; ; ; ; ; ;1; ; ; ; ;1; ; ;3; ; ;2;1;2; ;3;1; ; ;2;1;06;15;1194,08950254883
5480253;1;3;1;10;3;2;11;1998;22;3;6; ;6;1;2;1;1; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2;1;2; ;5;11;2; ;2;11;06;15;1194,08950254883
5480253;1;4;1;10;4;1;3;2008;13;3;6; ;6;1;2;1;1; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ;1; ; ;3; ; ;2;1;1;1;4;8; ; ;2;8;06;15;1194,08950254883
5480266;1;1;1;10;1;1;12;1959;61;1;6; ;2;3; ;2; ;1;2; ; ; ; ; ; ; ; ; ; ;1; ;2;1; ; ;3; ; ;2;1;2; ;5;11;2; ;2;11;06;68;1326,2449649647
5480266;1;2;1;10;2;2;7;1973;47;2;6; ;2;3; ;2; ;1;1; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;06;68;1326,2449649647
5480266;1;3;1;10;2;1;10;2011;9;3;6; ; ;1;1;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2;1;1;1;3;3; ; ;2;3;06;68;1326,2449649647
5480266;1;4;1;10;2;1;2;2015;6;3;6; ; ;1;1;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2;2;1;1;2;0; ; ;2;0;06;68;1326,2449649647
5480267;1;1;1;10;1;1;2;1990;31;1;6; ;6;2; ;2; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ;2;1; ; ;3; ; ;2;1;2; ;5;10;1; ;2;10;06;68;6763,84932131998
5480267;1;2;1;10;1;2;10;2011;9;3;6; ; ;1;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2;1;1;1;3;1; ; ;2;1;06;68;6763,84932131998
5480267;1;3;1;10;1;1;4;2016;5;3;6; ; ;1;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;0;06;68;6763,84932131998
5480268;1;1;1;10;1;1;8;1994;26;1;6; ;6;2; ;2; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ;1;1; ; ;3; ; ;2;1;2; ;5;11;2; ;2;11;06;68;2551,37582678721
5480269;1;1;1;10;1;2;1;1935;86;1;6; ;5;3; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;1;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;0;06;68;1326,2449649647
5480270;1;1;1;10;1;1;2;1970;51;1;6; ;6;3; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;1;1; ; ;3; ; ;2;1;2; ;3;3; ; ;2;3;06;68;2551,37582678721
5480271;1;1;1;10;1;2;11;1997;23;1;6; ;2;2; ;2; ;1;2; ; ; ; ; ; ; ; ; ; ;1; ;2;1; ; ;3; ; ;2;1;2; ;3;4; ; ;2;4;06;68;6763,84932131998
5480271;1;2;1;10;2;1;7;1991;29;2;6; ;2;2; ;2; ;1;1; ; ; ;1; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2;1;2; ;3;2; ; ;2;2;06;68;6763,84932131998
5480271;1;3;1;10;1;2;11;2014;6;3;6; ; ;1;2;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2;2;1;1;2;0; ; ;2;0;06;68;6763,84932131998
5480271;1;4;1;10;1;1;11;2016;4;3;6; ; ;1;2;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;0;06;68;6763,84932131998
5480272;1;1;1;10;1;1;6;1939;82;1;6; ;5;3; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;1;1; ; ;3; ; ;2;1;2; ;3;3; ; ;2;3;06;68;1326,2449649647
5480273;1;1;1;10;1;1;3;1984;37;1;6; ;3;2; ;2; ;1;2; ; ; ;1; ; ; ; ; ; ; ; ;2;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;06;68;1326,2449649647
5480273;1;2;1;10;2;2;2;1986;35;2;6; ;3;2; ;3; ;1;1; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;06;68;1326,2449649647
5480273;1;3;1;10;3;1;10;2004;16;3;6; ;6;1;1;1;2; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ;1; ; ;3; ; ;2;1;1;1;4;9; ; ;2;9;06;68;1326,2449649647
5480273;1;4;1;10;4;1;12;1946;74;5;6; ;6;3; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;0;06;68;1326,2449649647
5481170;1;1;1;10;1;1;12;1969;51;1;6; ;2;3; ;2; ;2; ; ;1;1;1; ; ; ; ; ; ; ; ;1;1; ; ;3; ; ;2;1;2; ;3;2; ; ;2;2;06;47;2809,17934174464
5481171;1;1;1;10;1;1;1;1965;56;1;6; ;2;2; ;3; ;1;2; ; ; ; ; ; ; ; ; ; ;1; ;1;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;0;06;47;2548,37721519584
5481171;1;2;1;10;2;2;1;1970;51;2;6; ;2;3; ;3; ;1;1; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ;3; ; ;2;1;2; ;3;3; ; ;2;3;06;47;2548,37721519584
5481171;1;3;1;10;2;1;4;2018;3;4;6; ; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;0;06;47;2548,37721519584
5481172;1;1;1;10;2;1;7;1948;72;1;6; ;2;3; ;3; ;1;2; ; ; ; ; ; ; ; ; ; ;1; ;1;2;1;120; ; ; ;9;2;2; ;1;0; ; ;2;0;06;47;3535,55862128888
5481172;1;2;1;10;2;2;10;1995;25;2;1;150_01;2;2; ;2; ;1;1; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;0;06;47;3535,55862128888
5481172;1;3;1;10;2;2;10;2012;8;3;1;150_01; ;1;1;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2;2;1;1;3;0; ; ;2;0;06;47;3535,55862128888
5481172;1;4;1;10;2;2;11;2013;7;3;1;150_01; ;1;1;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2;2;1;1;3;0; ; ;2;0;06;47;3535,55862128888
5481172;1;5;1;10;2;1;10;2014;6;3;6; ; ;1;1;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2;2;1;1;3;0; ; ;2;0;06;47;3535,55862128888
5481173;1;1;1;10;1;1;5;1981;40;1;6; ;2;2; ;2; ;1;2; ; ; ; ; ; ; ; ; ; ;1; ;1;1; ; ;3; ; ;2;1;2; ;4;6; ; ;2;6;06;47;2655,63424845055
5481173;1;2;1;10;2;2;12;1998;22;2;6; ;2;2; ;3; ;1;1; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ;3; ; ;2;1;2; ;4;6; ; ;2;6;06;47;2655,63424845055
5481173;1;3;1;10;2;1;1;2019;2;3;6; ; ;1;1;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2; ; ; ; ; ; ; ;2; ;06;47;2655,63424845055
5481177;1;1;1;10;1;1;8;1983;37;1;6; ;2;2; ;2; ;1;2; ; ; ; ; ; ; ; ; ; ;1; ;1;1; ; ;3; ; ;2;1;2; ;5;11;2; ;2;11;06;47;2505,36516551845
5481177;1;2;1;10;1;2;6;1997;24;2;6; ;2;2; ;2; ;1;1; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ;3; ; ;2;1;2; ;3;3; ; ;2;3;06;47;2505,36516551845
5481179;1;1;1;10;1;1;9;1978;42;1;6; ;2;2; ;2; ;1;2; ; ; ; ; ; ; ; ; ; ;1; ;1;1; ; ;3; ; ;2;1;2; ;3;3; ; ;2;3;06;47;2309,7898398456
5481179;1;2;1;10;2;2;11;1975;45;2;6; ;2;2; ;2; ;1;1; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;06;47;2309,7898398456
5481179;1;3;1;10;2;2;10;2000;20;3;6; ;6;1;1;1;2; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ;3; ; ;2;1;2; ;5;11;2; ;2;11;06;47;2309,7898398456
5481179;1;4;1;10;2;1;7;2004;16;3;6; ;6;1;1;1;2; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;06;47;2309,7898398456
5481179;1;5;1;10;2;2;3;2009;12;3;6; ;6;1;1;1;2; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ;1; ; ;3; ; ;2;1;1;1;4;0; ; ;2;5;06;47;2309,7898398456
5481179;1;6;1;10;2;2;11;2010;10;3;6; ;6;1;1;1;2; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ;1; ; ;3; ; ;2;1;1;1;3;3; ; ;2;3;06;47;2309,7898398456
