Directorio;Secuencia_p;Orden;Hogar;Regis;Area;P7430;P7440;P7450;P7450s1;P7460;P7470;P7472;P7472s1;P7454;P7456;P7458s1;P7458;P7452;Ini;Mes;Dpto;Fex_c_2011
2861554;1;2;1;80;73;1;4;3; ;2; ;2; ; ; ; ;9;2;1;01;73;220,823023840237
2861555;1;1;1;80;73;1;4;5; ;3; ;2; ; ; ; ;10;2;1;01;73;160,801574711824
2861555;1;2;1;80;73;1;4;3; ;2; ;2; ; ; ; ;9;2;1;01;73;160,801574711824
2861561;1;1;1;80;73;1;1;4; ;2; ;2; ; ; ; ;4;2;1;01;73;181,826833756138
2861565;1;2;1;80;73;1;4;4; ;2; ;2; ; ; ; ;4;2;1;01;73;479,38480024392
2861566;1;3;1;80;73;2; ; ; ;2; ;2; ;2; ;.; ; ;1;01;73;300,540944004135
2861567;1;1;1;80;73;1;4;4; ;2; ;2; ; ; ; ;4;2;1;01;73;293,428781170898
2861570;1;4;1;80;73;1;1;8; ;2; ;1;50000; ; ; ;2;2;1;01;73;591,16932786698
2861571;1;1;1;80;73;1;2;8; ;2; ;2; ; ; ; ;9;2;1;01;73;219,383409761707
2861571;1;4;1;80;73;1;2;6; ;2; ;2; ; ;1; ;9;1;1;01;73;219,383409761707
2861574;1;1;1;80;73;1;4;3; ;2; ;2; ; ; ; ;9;2;1;01;73;206,240767415738
2861575;1;1;1;80;73;1;4;3; ;2; ;2; ; ; ; ;9;2;1;01;73;555,001538804975
2861576;1;2;1;80;73;2; ; ; ;2; ;2; ;2; ;.; ; ;1;01;73;571,218448402692
2861577;1;3;1;80;73;2; ; ; ;2; ;2; ;2; ;.; ; ;1;01;73;277,500769402488
2861606;1;2;1;80;23;1;4;3; ;2; ;2; ; ; ; ;9;2;1;01;23;144,477955338655
2861606;1;3;1;80;23;1;4;4; ;2; ;2; ; ; ; ;4;2;1;01;23;144,477955338655
2861627;1;1;1;80;17;1;4;5; ;3; ;2; ; ; ; ;10;2;1;01;17;111,093871098269
2861627;1;2;1;80;17;1;4;5; ;3; ;2; ; ; ; ;4;2;1;01;17;111,093871098269
2861629;1;1;1;80;17;2; ; ; ;2; ;2; ;2; ;.; ; ;1;01;17;92,4312953976303
2861629;1;5;1;80;17;2; ; ; ;2; ;2; ;2; ;.; ; ;1;01;17;92,4312953976303
2861630;1;2;1;80;17;1;4;3; ;2; ;2; ; ; ; ;9;2;1;01;17;167,232869068495
2861630;1;3;1;80;17;2; ; ; ;2; ;2; ;2; ;.; ; ;1;01;17;167,232869068495
2861630;1;4;1;80;17;2; ; ; ;2; ;2; ;2; ;.; ; ;1;01;17;167,232869068495
2861635;1;2;1;80;17;1;1;1; ;2; ;1;535600; ; ; ;6;2;1;01;17;123,002062335283
2861636;1;1;1;80;17;1;3;7; ;3; ;2; ; ; ; ;11;2;1;01;17;132,659261163507
2861636;1;2;1;80;17;1;2;5; ;3; ;2; ; ; ; ;11;2;1;01;17;132,659261163507
2861637;1;2;1;80;17;1;1;8; ;2; ;1;600000; ; ; ;9;2;1;01;17;127,835735322976
2861637;1;4;1;80;17;1;4;5; ;3; ;2; ; ; ; ;11;2;1;01;17;127,835735322976
2861638;1;3;1;80;17;1;1;2; ;2; ;2; ; ; ; ;11;2;1;01;17;164,330054703895
2861639;1;2;1;80;17;1;2;9;CAMBIO DE CIUDAD;2; ;2; ; ;1; ;8;1;1;01;17;180,730318743123
2861639;1;3;1;80;17;2; ; ; ;2; ;2; ;2; ;.; ; ;1;01;17;180,730318743123
2861639;1;4;1;80;17;2; ; ; ;2; ;2; ;2; ;.; ; ;1;01;17;180,730318743123
2861642;1;1;1;80;73;1;4;3; ;2; ;2; ; ; ; ;9;2;1;01;73;206,240767415738
2861643;1;4;1;80;73;2; ; ; ;2; ;2; ;2; ;.; ; ;1;01;73;292,513418266086
2861644;1;1;1;80;73;1;4;5; ;3; ;2; ; ; ; ;10;2;1;01;73;293,428781170898
2861645;1;1;1;80;73;1;4;4; ;2; ;2; ; ; ; ;4;2;1;01;73;225,587775072932
2861647;1;1;1;80;73;1;4;4; ;2; ;2; ; ; ; ;4;2;1;01;73;195,080302171806
2861647;1;4;1;80;73;1;2;8; ;2; ;2; ; ; ; ;8;2;1;01;73;195,080302171806
2861649;1;3;1;80;73;1;1;8; ;2; ;2; ; ; ; ;2;2;1;01;73;262,480781448648
