Directorio;Secuencia_p;Orden;Hogar;Regis;P7480;P7480s1;P7480s3;P7480s4;P7480s5;P7480s6;P7480s7;P7480s8;P7480s9;P7480s10;P7480s11;P7480s1a1;P7480s3a1;P7480s4a1;P7480s5a1;P7480s6a1;P7480s7a1;P7480s8a1;P7480s9a1;P7480s10a1;P7480s11a1;Area;Fex_c_2011;Mes;Dpto
2861579;1;3;1;90; ;2;2;1;2;2;2;2;2;2;2; ; ;7; ; ; ; ; ; ; ;73;308,011037595397;01;73
2861606;1;1;1;90; ;2;1;2;2;1;2;2;2;2;2; ;14; ; ;14; ; ; ; ; ;23;144,477955338655;01;23
2861606;1;2;1;90; ;2;1;2;2;1;2;2;2;2;2; ;35; ; ;35; ; ; ; ; ;23;144,477955338655;01;23
2861606;1;3;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;23;144,477955338655;01;23
2861626;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;21; ; ; ; ; ; ; ; ;17;157,645845077471;01;17
2861627;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;14; ; ; ; ; ; ; ; ;17;111,093871098269;01;17
2861627;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;5; ; ; ; ; ; ; ; ;17;111,093871098269;01;17
2861627;1;3;1;90; ;2;1;2;2;2;2;2;2;2;2; ;21; ; ; ; ; ; ; ; ;17;111,093871098269;01;17
2861628;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;21; ; ; ; ; ; ; ; ;17;147,929790664668;01;17
2861628;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;21; ; ; ; ; ; ; ; ;17;147,929790664668;01;17
2861629;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;7; ; ; ; ; ; ; ; ;17;92,4312953976303;01;17
2861629;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;21; ; ; ; ; ; ; ; ;17;92,4312953976303;01;17
2861629;1;3;1;90; ;2;1;2;2;2;2;2;2;2;2; ;21; ; ; ; ; ; ; ; ;17;92,4312953976303;01;17
2861629;1;4;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;17;92,4312953976303;01;17
2861629;1;5;1;90; ;2;1;2;2;2;2;2;2;2;2; ;7; ; ; ; ; ; ; ; ;17;92,4312953976303;01;17
2861630;1;1;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;17;167,232869068495;01;17
2861630;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;14; ; ; ; ; ; ; ; ;17;167,232869068495;01;17
2861630;1;3;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;17;167,232869068495;01;17
2861630;1;4;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;17;167,232869068495;01;17
2861631;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;21; ; ; ; ; ; ; ; ;17;169,495180729906;01;17
2861634;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;2; ; ; ; ; ; ; ; ;17;169,495180729906;01;17
2861635;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;12; ; ; ; ; ; ; ; ;17;123,002062335283;01;17
2861635;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;11; ; ; ; ; ; ; ; ;17;123,002062335283;01;17
2861635;1;3;1;90; ;2;1;2;2;2;2;2;2;2;2; ;2; ; ; ; ; ; ; ; ;17;123,002062335283;01;17
2861636;1;1;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;17;132,659261163507;01;17
2861636;1;2;1;90; ;2;1;1;2;2;2;2;2;2;2; ;2;2; ; ; ; ; ; ; ;17;132,659261163507;01;17
2861637;1;1;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;17;127,835735322976;01;17
2861637;1;2;1;90; ;2;1;2;1;2;2;2;2;2;2; ;2; ;4; ; ; ; ; ; ;17;127,835735322976;01;17
2861637;1;4;1;90; ;2;1;2;2;1;2;2;2;2;2; ;5; ; ;11; ; ; ; ; ;17;127,835735322976;01;17
2861637;1;5;1;90; ;2;1;2;1;2;2;2;2;2;2; ;4; ;2; ; ; ; ; ; ;17;127,835735322976;01;17
2861638;1;1;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;17;164,330054703895;01;17
2861638;1;2;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;17;164,330054703895;01;17
2861638;1;3;1;90; ;2;1;2;2;2;2;2;2;2;2; ;2; ; ; ; ; ; ; ; ;17;164,330054703895;01;17
2861639;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;6; ; ; ; ; ; ; ; ;17;180,730318743123;01;17
2861639;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;6; ; ; ; ; ; ; ; ;17;180,730318743123;01;17
2861639;1;3;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;17;180,730318743123;01;17
2861639;1;4;1;90; ;2;1;2;2;2;2;2;2;2;2; ;2; ; ; ; ; ; ; ; ;17;180,730318743123;01;17
2861640;1;1;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;17;166,132842465758;01;17
2861641;1;1;1;90; ;2;1;2;1;2;2;2;2;2;2; ;21; ;6; ; ; ; ; ; ;73;381,097221593314;01;73
2861641;1;2;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;73;381,097221593314;01;73
2861641;1;3;1;90; ;2;1;2;2;2;2;1;2;2;2; ;2; ; ; ; ;6; ; ; ;73;381,097221593314;01;73
2861641;1;4;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;73;381,097221593314;01;73
2861642;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;18; ; ; ; ; ; ; ; ;73;206,240767415738;01;73
2861643;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;24; ; ; ; ; ; ; ; ;73;292,513418266086;01;73
2861643;1;4;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;73;292,513418266086;01;73
2861644;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;12; ; ; ; ; ; ; ; ;73;293,428781170898;01;73
2861645;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;1; ; ; ; ; ; ; ; ;73;225,587775072932;01;73
2861645;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;15; ; ; ; ; ; ; ; ;73;225,587775072932;01;73
2861646;1;1;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;73;225,587775072932;01;73
2861646;1;2;1;90; ;2;1;2;1;2;2;2;2;2;2; ;35; ;35; ; ; ; ; ; ;73;225,587775072932;01;73
2861647;1;1;1;90; ;2;1;2;1;2;2;2;2;2;2; ;35; ;35; ; ; ; ; ; ;73;195,080302171806;01;73
2861647;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;15; ; ; ; ; ; ; ; ;73;195,080302171806;01;73
2861647;1;3;1;90; ;2;1;2;1;2;2;2;2;2;2; ;20; ;35; ; ; ; ; ; ;73;195,080302171806;01;73
2861647;1;4;1;90; ;2;1;2;2;2;2;2;2;2;2; ;20; ; ; ; ; ; ; ; ;73;195,080302171806;01;73
2861649;1;1;1;90; ;2;2;2;1;2;2;2;2;2;2; ; ; ;15; ; ; ; ; ; ;73;262,480781448648;01;73
2861649;1;2;1;90; ;2;1;2;1;1;2;2;2;2;2; ;15; ;20;25; ; ; ; ; ;73;262,480781448648;01;73
2861649;1;3;1;90; ;2;2;2;1;2;2;2;2;2;2; ; ; ;35; ; ; ; ; ; ;73;262,480781448648;01;73
2861650;1;1;1;90; ;2;1;2;1;2;2;2;2;2;2; ;15; ;25; ; ; ; ; ; ;73;265,07439574058;01;73
2861650;1;2;1;90; ;2;1;2;1;2;2;2;2;2;2; ;35; ;20; ; ; ; ; ; ;73;265,07439574058;01;73
2861650;1;3;1;90; ;2;1;2;2;2;2;2;2;2;2; ;25; ; ; ; ; ; ; ; ;73;265,07439574058;01;73
2861650;1;4;1;90; ;2;1;2;2;2;2;2;2;2;2; ;15; ; ; ; ; ; ; ; ;73;265,07439574058;01;73
2861651;1;1;1;90; ;2;1;2;1;2;2;2;2;2;2; ;35; ;35; ; ; ; ; ; ;73;182,322334463626;01;73
2861651;1;2;1;90; ;2;1;2;1;2;2;2;2;2;2; ;25; ;30; ; ; ; ; ; ;73;182,322334463626;01;73
2861653;1;1;1;90; ;2;1;2;1;2;2;2;2;2;2; ;25; ;25; ; ; ; ; ; ;73;265,821689723027;01;73
2861653;1;2;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;73;265,821689723027;01;73
2861654;1;1;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;73;235,311421530117;01;73
2861654;1;2;1;90; ;2;1;2;1;2;2;2;2;2;2; ;35; ;38; ; ; ; ; ; ;73;235,311421530117;01;73
2861655;1;1;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;73;352,1044749554;01;73
2861655;1;2;1;90; ;2;1;2;1;2;2;2;2;2;2; ;35; ;15; ; ; ; ; ; ;73;352,1044749554;01;73
2861655;1;3;1;90; ;2;1;2;2;2;2;2;2;2;2; ;35; ; ; ; ; ; ; ; ;73;352,1044749554;01;73
2861655;1;4;1;90; ;2;1;2;2;2;2;2;2;2;2; ;15; ; ; ; ; ; ; ; ;73;352,1044749554;01;73
2861655;1;5;1;90; ;2;1;2;2;2;2;2;2;2;2; ;20; ; ; ; ; ; ; ; ;73;352,1044749554;01;73
2861655;1;6;1;90; ;2;1;2;2;2;2;2;2;2;2; ;20; ; ; ; ; ; ; ; ;73;352,1044749554;01;73
2861656;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;20; ; ; ; ; ; ; ; ;73;243,382771774629;01;73
2861657;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;14; ; ; ; ; ; ; ; ;73;160,801574711824;01;73
2861657;1;2;1;90; ;2;2;1;2;2;2;2;2;2;2; ; ;2; ; ; ; ; ; ; ;73;160,801574711824;01;73
2861658;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;1; ; ; ; ; ; ; ; ;73;303,404220903043;01;73
2861658;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;2; ; ; ; ; ; ; ; ;73;303,404220903043;01;73
2861659;1;1;1;90; ;2;1;2;1;2;2;2;2;2;2; ;7; ;28; ; ; ; ; ; ;73;183,838954021687;01;73
2861660;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;14; ; ; ; ; ; ; ; ;73;183,838954021687;01;73
2861661;1;1;1;90; ;2;1;2;1;2;2;2;2;2;2; ;14; ;28; ; ; ; ; ; ;73;349,671590495592;01;73
2861661;1;2;1;90; ;1;1;2;2;2;2;1;2;2;2;2;2; ; ; ; ;2; ; ; ;73;349,671590495592;01;73
2861661;1;3;1;90; ;2;1;2;1;2;2;2;2;2;2; ;3; ;35; ; ; ; ; ; ;73;349,671590495592;01;73
2861661;1;5;1;90; ;2;1;2;1;2;2;2;2;2;2; ;7; ;7; ; ; ; ; ; ;73;349,671590495592;01;73
2861661;1;6;1;90; ;2;1;1;2;2;2;2;2;2;2; ;2;1; ; ; ; ; ; ; ;73;349,671590495592;01;73
2861663;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;1; ; ; ; ; ; ; ; ;73;160,801574711824;01;73
2861663;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;21; ; ; ; ; ; ; ; ;73;160,801574711824;01;73
2861664;1;1;1;90; ;2;2;2;1;2;2;2;2;2;2; ; ; ;14; ; ; ; ; ; ;73;227,014233185094;01;73
2861664;1;2;1;90; ;2;1;2;1;2;2;2;2;2;2; ;14; ;14; ; ; ; ; ; ;73;227,014233185094;01;73
2861664;1;4;1;90; ;1;1;1;1;2;2;2;2;2;2;7;3;21;3; ; ; ; ; ; ;73;227,014233185094;01;73
2861665;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;2; ; ; ; ; ; ; ; ;73;206,240767415738;01;73
2861666;1;1;1;90; ;2;2;2;1;2;2;2;2;2;2; ; ; ;3; ; ; ; ; ; ;73;287,035682313507;01;73
2861666;1;2;1;90; ;2;1;2;1;2;2;2;2;2;2; ;28; ;14; ; ; ; ; ; ;73;287,035682313507;01;73
2861666;1;3;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;73;287,035682313507;01;73
2861666;1;4;1;90; ;2;1;2;1;2;2;2;2;2;2; ;14; ;28; ; ; ; ; ; ;73;287,035682313507;01;73
2861667;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;14; ; ; ; ; ; ; ; ;73;205,052946612167;01;73
2861667;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;7; ; ; ; ; ; ; ; ;73;205,052946612167;01;73
2861667;1;3;1;90; ;2;1;2;2;2;2;2;2;2;2; ;3; ; ; ; ; ; ; ; ;73;205,052946612167;01;73
2861668;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;7; ; ; ; ; ; ; ; ;73;311,701409248067;01;73
2861669;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;5; ; ; ; ; ; ; ; ;73;293,428781170898;01;73
2861670;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;35; ; ; ; ; ; ; ; ;73;205,800240594613;01;73
2861671;1;1;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;73;308,360500973687;01;73
2861671;1;2;1;90; ;2;1;2;1;2;2;2;2;2;2; ;35; ;60; ; ; ; ; ; ;73;308,360500973687;01;73
2861672;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;14; ; ; ; ; ; ; ; ;73;273,371584085604;01;73
2861672;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;35; ; ; ; ; ; ; ; ;73;273,371584085604;01;73
2861672;1;3;1;90; ;2;1;2;2;2;2;2;2;2;2; ;7; ; ; ; ; ; ; ; ;73;273,371584085604;01;73
2861673;1;1;1;90; ;2;1;2;1;2;2;2;2;2;2; ;7; ;70; ; ; ; ; ; ;73;293,428781170898;01;73
2861674;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;35; ; ; ; ; ; ; ; ;73;144,244302576122;01;73
2861674;1;2;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;73;144,244302576122;01;73
2861674;1;3;1;90; ;2;1;2;2;2;2;2;2;2;2; ;8; ; ; ; ; ; ; ; ;73;144,244302576122;01;73
2861674;1;5;1;90; ;2;1;2;2;2;2;2;2;2;2; ;28; ; ; ; ; ; ; ; ;73;144,244302576122;01;73
2861674;1;6;1;90; ;2;1;2;2;2;2;2;2;2;2; ;14; ; ; ; ; ; ; ; ;73;144,244302576122;01;73
2861675;1;1;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;73;247,989588466984;01;73
2861675;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;14; ; ; ; ; ; ; ; ;73;247,989588466984;01;73
2861676;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;7; ; ; ; ; ; ; ; ;73;225,587775072932;01;73
2861676;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;28; ; ; ; ; ; ; ; ;73;225,587775072932;01;73
2861679;1;1;1;90; ;2;1;2;1;2;2;2;2;2;2; ;14; ;35; ; ; ; ; ; ;73;360,832055739524;01;73
2861679;1;4;1;90; ;2;1;2;2;2;2;2;2;2;2; ;21; ; ; ; ; ; ; ; ;73;360,832055739524;01;73
2861680;1;1;1;90; ;2;1;2;1;2;2;2;2;2;2; ;14; ;28; ; ; ; ; ; ;73;232,448144631209;01;73
2861680;1;2;1;90; ;2;1;2;1;2;2;2;2;2;2; ;35; ;60; ; ; ; ; ; ;73;232,448144631209;01;73
2861680;2;1;2;90; ;2;1;2;1;2;2;2;2;2;2; ;35; ;14; ; ; ; ; ; ;73;232,448144631209;01;73
2861680;3;1;3;90; ;2;1;2;2;2;2;2;2;2;2; ;21; ; ; ; ; ; ; ; ;73;232,448144631209;01;73
2861681;1;1;1;90; ;2;1;2;2;2;2;2;2;1;2; ;7; ; ; ; ; ; ;1; ;73;281,191141055157;01;73
2861682;1;1;1;90; ;2;1;2;1;2;2;2;2;2;2; ;14; ;49; ; ; ; ; ; ;73;287,305344920482;01;73
2861683;1;1;1;90; ;2;1;2;1;2;2;2;2;2;2; ;7; ;14; ; ; ; ; ; ;73;213,350134957191;01;73
2861683;1;2;1;90; ;2;1;2;1;2;2;2;2;2;2; ;28; ;10; ; ; ; ; ; ;73;213,350134957191;01;73
2861684;1;1;1;90; ;2;1;2;1;2;2;2;2;2;2; ;21; ;21; ; ; ; ; ; ;73;317,545950506417;01;73
2861684;1;2;1;90; ;2;1;2;1;2;2;2;2;2;2; ;4; ;7; ; ; ; ; ; ;73;317,545950506417;01;73
2861684;1;4;1;90; ;2;1;2;1;2;2;2;2;2;2; ;3; ;3; ; ; ; ; ; ;73;317,545950506417;01;73
2861684;1;5;1;90; ;2;1;2;1;2;2;2;2;2;2; ;14; ;3; ; ; ; ; ; ;73;317,545950506417;01;73
2861685;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;14; ; ; ; ; ; ; ; ;73;322,939962106402;01;73
2861685;1;2;1;90; ;2;1;2;2;1;2;2;2;2;2; ;10; ; ;14; ; ; ; ; ;73;322,939962106402;01;73
2861686;1;1;1;90; ;2;1;2;1;2;2;2;2;2;2; ;14; ;10; ; ; ; ; ; ;73;185,515492251897;01;73
2861686;1;2;1;90; ;2;1;2;1;2;2;2;2;2;2; ;1; ;6; ; ; ; ; ; ;73;185,515492251897;01;73
2861686;1;3;1;90; ;2;1;2;1;2;2;2;2;2;2; ;14; ;21; ; ; ; ; ; ;73;185,515492251897;01;73
2861686;1;5;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;73;185,515492251897;01;73
2861686;1;6;1;90; ;2;1;2;1;2;2;2;2;2;2; ;14; ;3; ; ; ; ; ; ;73;185,515492251897;01;73
2861687;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;14; ; ; ; ; ; ; ; ;73;293,428781170898;01;73
2861688;1;1;1;90; ;2;1;2;1;2;2;2;2;2;2; ;28; ;12; ; ; ; ; ; ;73;167,470415432151;01;73
2861688;1;2;1;90; ;2;1;2;1;2;2;2;2;2;2; ;7; ;38; ; ; ; ; ; ;73;167,470415432151;01;73
