Directorio;Secuencia_p;Orden;Hogar;Regis;Clase;P7250;P7260;P7280;P7280s1;P7310;P7320;P7350;P7350s1;P7360;P7390;P7390s1;P7420;P7420s1;P7420s2;P7420s3;P7420s4;P7420s5;P7420s6;P7420s7;P7420s8;P7420s7a1;P7422;P7422s1;P9460;Oficio1;Oficio2;Rama2d_d;Dsi;Dscy;Rama4d_d;Mes;Dpto;Fex_c_2011
2871210;1;3;1;70;2;6;48;2; ;2;10;2; ;9;1; ; ; ; ;1; ; ; ; ; ; ;2; ;2;19;19;80;1;1;8043;01;13;960,139516153385
2871221;1;3;1;70;2;10;48;1; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;45; ; ;1;1; ;01;13;1744,00477661317
2871279;1;2;1;70;2;6;48;4; ;2;26;4; ;1;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;39;39;74;1;1;7499;01;13;1351,35343437162
2871285;1;2;1;70;2;24;48;1; ;2;210;3; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;54;54;95;1;2;9500;01;13;1369,75505595928
2871835;1;3;1;70;2;96;40;4; ;2;96;4; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;41;41;52;1;2;5233;01;63;783,306580721287
2871856;1;2;1;70;2;2;50;2; ;2;52;2; ;9;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;58;58;80;1;1;8045;01;63;1270,66484254681
2871856;1;4;1;70;2;52;40;1; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;35; ; ;1;2; ;01;63;1270,66484254681
2872695;1;1;1;70;2;2;60;8; ;2;2;8; ;3;1; ; ; ; ; ; ; ; ; ;1; ;1;450000;2;62;62;01;1;1;0111;01;17;793,972840198217
2872700;1;6;1;70;2;3;60;8; ;2;3;8; ;5;7; ; ; ; ; ; ; ; ; ;1; ;1;400000;2;62;62;01;1;1;0111;01;17;1493,83121244798
2872700;1;7;1;70;2;6;48;1; ;2;6;1; ;3;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;45;52;1;1;5239;01;17;1493,83121244798
2872701;1;3;1;70;2;12;48;1; ;2;96;1; ;9;8; ; ; ; ; ; ; ; ; ;1; ;2; ;2;97;97;15;1;1;1581;01;17;1189,49844155683
