Directorio;Secuencia_p;Orden;Hogar;Regis;P7480;P7480s1;P7480s3;P7480s4;P7480s5;P7480s6;P7480s7;P7480s8;P7480s9;P7480s10;P7480s11;P7480s1a1;P7480s3a1;P7480s4a1;P7480s5a1;P7480s6a1;P7480s7a1;P7480s8a1;P7480s9a1;P7480s10a1;P7480s11a1;Clase;Mes;Dpto;Fex_c_2011
2871201;1;1;1;90; ;2;2;2;1;2;2;2;2;2;2; ; ; ;14; ; ; ; ; ; ;2;01;13;1217,81250925484
2871201;1;2;1;90; ;2;1;2;1;2;2;2;2;2;2; ;21; ;35; ; ; ; ; ; ;2;01;13;1217,81250925484
2871204;1;1;1;90; ;1;2;2;1;2;2;2;2;2;2;7; ; ;21; ; ; ; ; ; ;2;01;13;2225,98859038779
2871204;1;2;1;90; ;2;1;2;1;2;2;2;2;2;2; ;24; ;35; ; ; ; ; ; ;2;01;13;2225,98859038779
2871205;1;1;1;90; ;2;2;2;1;2;2;2;2;2;2; ; ; ;14; ; ; ; ; ; ;2;01;13;1525,85256732853
2871205;1;2;1;90; ;1;1;2;1;2;2;2;2;2;2;7;21; ;21; ; ; ; ; ; ;2;01;13;1525,85256732853
2871206;1;1;1;90; ;1;1;2;1;2;2;2;2;2;2;7;21; ;14; ; ; ; ; ; ;2;01;13;2511,012976118
2871206;1;2;1;90; ;2;1;2;1;2;2;2;2;2;2; ;21; ;21; ; ; ; ; ; ;2;01;13;2511,012976118
2871207;1;1;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;2;01;13;1351,35343437162
2871207;1;2;1;90; ;1;1;2;1;2;2;2;2;2;2;7;21; ;21; ; ; ; ; ; ;2;01;13;1351,35343437162
2871207;1;3;1;90; ;2;1;2;2;2;2;2;2;2;2; ;14; ; ; ; ; ; ; ; ;2;01;13;1351,35343437162
2871207;1;4;1;90; ;1;1;2;2;2;2;2;2;2;2;7;7; ; ; ; ; ; ; ; ;2;01;13;1351,35343437162
2871208;1;1;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;2;01;13;913,171013968023
2871208;1;2;1;90; ;1;1;2;1;2;2;2;2;2;2;7;21; ;21; ; ; ; ; ; ;2;01;13;913,171013968023
2871208;1;3;1;90; ;2;1;2;1;2;2;2;2;2;2; ;21; ;35; ; ; ; ; ; ;2;01;13;913,171013968023
2871209;1;1;1;90; ;2;2;2;1;2;2;2;1;2;2; ; ; ;7; ; ; ;14; ; ;2;01;13;1287,42073462192
2871209;1;2;1;90; ;1;1;2;1;2;2;2;2;2;2;7;21; ;21; ; ; ; ; ; ;2;01;13;1287,42073462192
2871209;1;3;1;90; ;1;1;2;2;2;2;2;2;2;2;21;7; ; ; ; ; ; ; ; ;2;01;13;1287,42073462192
2871209;1;4;1;90; ;2;1;2;2;2;2;2;2;2;2; ;7; ; ; ; ; ; ; ; ;2;01;13;1287,42073462192
2871210;1;1;1;90; ;2;1;2;1;2;2;2;2;2;2; ;14; ;14; ; ; ; ; ; ;2;01;13;960,139516153385
2871210;1;2;1;90; ;2;1;2;1;2;2;2;2;2;2; ;7; ;14; ; ; ; ; ; ;2;01;13;960,139516153385
2871210;1;3;1;90; ;2;1;2;2;2;2;2;2;1;2; ;14; ; ; ; ; ; ;4; ;2;01;13;960,139516153385
2871210;1;4;1;90; ;2;1;2;2;2;2;2;2;2;2; ;35; ; ; ; ; ; ; ; ;2;01;13;960,139516153385
2871210;1;5;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;2;01;13;960,139516153385
2871211;1;1;1;90; ;1;1;2;2;1;2;2;2;2;2;4;21; ; ;14; ; ; ; ; ;2;01;13;775,605579338989
2871211;1;2;1;90; ;2;2;2;2;2;2;2;1;2;2; ; ; ; ; ; ; ;40; ; ;2;01;13;775,605579338989
2871211;1;3;1;90; ;2;1;2;2;2;2;2;2;2;2; ;35; ; ; ; ; ; ; ; ;2;01;13;775,605579338989
2871212;1;1;1;90; ;2;2;2;1;2;2;2;2;2;2; ; ; ;7; ; ; ; ; ; ;2;01;13;1182,93464386394
2871212;1;2;1;90; ;2;1;2;1;2;2;2;2;2;2; ;28; ;21; ; ; ; ; ; ;2;01;13;1182,93464386394
2871212;1;3;1;90; ;2;1;2;2;2;2;2;2;2;2; ;7; ; ; ; ; ; ; ; ;2;01;13;1182,93464386394
2871213;1;1;1;90; ;2;2;2;1;2;2;2;2;2;2; ; ; ;7; ; ; ; ; ; ;2;01;13;3102,42231735596
2871213;1;2;1;90; ;2;1;2;1;2;2;2;2;2;2; ;35; ;35; ; ; ; ; ; ;2;01;13;3102,42231735596
2871213;1;3;1;90; ;2;1;2;2;2;2;2;2;2;2; ;14; ; ; ; ; ; ; ; ;2;01;13;3102,42231735596
2871213;1;4;1;90; ;2;1;2;1;2;2;2;2;2;2; ;7; ;7; ; ; ; ; ; ;2;01;13;3102,42231735596
2871213;1;5;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;2;01;13;3102,42231735596
2871213;1;6;1;90; ;2;1;2;1;2;2;2;2;2;2; ;7; ;7; ; ; ; ; ; ;2;01;13;3102,42231735596
2871213;1;7;1;90; ;2;1;2;1;2;2;2;2;2;2; ;7; ;7; ; ; ; ; ; ;2;01;13;3102,42231735596
2871214;1;1;1;90; ;1;1;2;2;2;2;2;2;2;2;7;14; ; ; ; ; ; ; ; ;2;01;13;1445,02162618995
2871215;1;1;1;90; ;2;1;2;1;2;2;2;2;2;2; ;7; ;7; ; ; ; ; ; ;2;01;13;2574,9456758677
2871215;1;2;1;90; ;1;1;2;1;2;2;2;2;2;2;7;21; ;35; ; ; ; ; ; ;2;01;13;2574,9456758677
2871216;1;1;1;90; ;1;1;2;2;2;2;2;2;2;2;7;7; ; ; ; ; ; ; ; ;2;01;13;1481,82486936527
2871216;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;21; ; ; ; ; ; ; ; ;2;01;13;1481,82486936527
2871216;1;3;1;90; ;2;1;2;2;2;2;2;2;2;2; ;14; ; ; ; ; ; ; ; ;2;01;13;1481,82486936527
2871217;1;1;1;90; ;1;1;2;2;2;2;2;2;2;2;7;7; ; ; ; ; ; ; ; ;2;01;13;1640,43649360167
2871218;1;1;1;90; ;1;1;2;2;2;2;2;2;2;2;7;21; ; ; ; ; ; ; ; ;2;01;13;1123,84974605483
2871218;1;2;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;2;01;13;1123,84974605483
2871218;1;3;1;90; ;2;1;2;2;2;2;2;2;2;2; ;21; ; ; ; ; ; ; ; ;2;01;13;1123,84974605483
2871220;1;1;1;90; ;2;1;2;1;2;2;2;2;2;2; ;21; ;21; ; ; ; ; ; ;2;01;13;1589,78526707823
