DIRECTORIO;SECUENCIA_P;ORDEN;AREA;REGIS;P6230;P6240;P6240S1;P6250;P6260;P6270;P6280;P6290;P6290S1;P6300;P6310;P6310S1;P6320;P6330;P6340;P6350;P6351;DPTO;fex_c_2011
448075;1;2;05;50;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;598,13694714006
448075;1;3;05;50;3;4; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;05;598,13694714006
448075;1;4;05;50;4;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;598,13694714006
448075;1;5;05;50;5;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;598,13694714006
448076;1;1;05;50;1;6;JUGAR BILLAR;2;2;2;2; ; ;2; ; ; ; ; ; ; ;05;676,128344633527
448076;1;2;05;50;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;676,128344633527
448076;1;3;05;50;1;3; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;05;676,128344633527
448076;1;4;05;50;1;3; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;05;676,128344633527
448076;1;5;05;50;5;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;676,128344633527
448077;1;1;05;50;1;6;VER  TV;2;2;2;2; ; ;2; ; ; ; ; ; ; ;05;993,175825984238
448077;1;2;05;50;2;4; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;05;993,175825984238
448077;1;3;05;50;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;993,175825984238
448077;1;4;05;50;4;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;993,175825984238
448078;1;1;05;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;820,186153244225
448078;1;2;05;50;2;4; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;05;820,186153244225
448078;1;3;05;50;3;3; ;2;2;2;2; ; ;1;13;LE  FALTA  DE LA LIBRETA  MILITAR; ; ; ; ; ;05;820,186153244225
448078;1;4;05;50;4;3; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;05;820,186153244225
448079;1;1;05;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;765,265492813775
448079;1;2;05;50;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;765,265492813775
448080;1;1;05;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;910,956318305914
448081;1;1;05;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;707,253562272918
448082;1;1;05;50;1;4; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ;05;729,393749406684
448082;1;2;05;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;729,393749406684
448082;1;3;05;50;1;3; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;05;729,393749406684
448083;1;1;05;50;1;4; ;2;2;2;2; ; ;1;9; ; ; ; ; ; ;05;730,308857397744
448083;1;2;05;50;2;4; ;2;2;1; ; ; ; ; ; ; ; ; ; ; ;05;730,308857397744
448083;1;3;05;50;3;4; ;2;2;2;2; ; ;1;12; ; ; ; ; ; ;05;730,308857397744
448083;1;4;05;50;1;3; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;05;730,308857397744
448084;1;1;05;50;1;4; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ;05;629,348387319487
448084;1;2;05;50;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;629,348387319487
448084;1;3;05;50;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;629,348387319487
448084;1;4;05;50;3;2; ;2;2;2;1;1; ; ; ; ; ; ; ; ;1;05;629,348387319487
448085;1;1;05;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;862,637053707853
448085;1;2;05;50;2;4; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ;05;862,637053707853
448086;1;1;05;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;821,005084372656
448086;1;2;05;50;2;4; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;05;821,005084372656
448086;1;3;05;50;2;4; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;05;821,005084372656
448087;1;1;05;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;657,25364575678
448087;1;2;05;50;2;4; ;2;2;2;2; ; ;1;10; ; ; ; ; ; ;05;657,25364575678
448087;1;3;05;50;2;3; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;05;657,25364575678
448087;1;4;05;50;2;3; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;05;657,25364575678
448088;1;1;05;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;719,208266151533
448088;1;2;05;50;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;719,208266151533
448088;1;3;05;50;3;3; ;2;2;2;2; ; ;1;12; ; ; ; ; ; ;05;719,208266151533
448088;1;5;05;50;5;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;719,208266151533
448089;1;1;05;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;844,485085482904
448089;1;2;05;50;2;4; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ;05;844,485085482904
448089;1;3;05;50;3;3; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;05;844,485085482904
448089;1;4;05;50;4;3; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;05;844,485085482904
448090;1;1;05;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;841,411603476039
448090;1;2;05;50;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;841,411603476039
448090;1;3;05;50;3;3; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;05;841,411603476039
448091;1;1;05;50;1;4; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;05;768,33897482064
448091;1;2;05;50;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;768,33897482064
448091;1;3;05;50;3;4; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;05;768,33897482064
448093;1;1;05;50;1;4; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;05;716,213196517758
448095;1;1;05;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;802,051973122818
448095;1;2;05;50;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;802,051973122818
448095;1;3;05;50;3;3; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;05;802,051973122818
448095;1;4;05;50;2;6;VAGO;2;2;2;2; ; ;2; ; ; ; ; ; ; ;05;802,051973122818
448096;1;1;05;50;1;4; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;05;731,774226594987
448096;1;2;05;50;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;731,774226594987
448096;1;3;05;50;3;3; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;05;731,774226594987
448096;1;4;05;50;4;3; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;05;731,774226594987
448097;1;1;05;50;1;6;CAMINAR;2;2;2;2; ; ;2; ; ; ; ; ; ; ;05;827,684892578135
448097;1;2;05;50;2;4; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;05;827,684892578135
448097;1;3;05;50;3;4; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;05;827,684892578135
448097;1;4;05;50;4;3; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;05;827,684892578135
448098;1;1;05;50;1;6;INCAPACITADO;2;1; ; ; ; ; ; ; ; ; ; ; ; ;05;822,344898349138
448098;1;2;05;50;2;4; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ;05;822,344898349138
448099;1;1;05;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;808,631130179356
448099;1;2;05;50;2;4; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ;05;808,631130179356
448099;1;3;05;50;3;3; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;05;808,631130179356
448100;1;1;05;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;681,152897181714
448100;1;2;05;50;1;3; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;05;681,152897181714
448101;1;1;05;50;1;6;CAMINAR;2;2;2;2; ; ;2; ; ; ; ; ; ; ;05;1107,3520540694
448101;1;2;05;50;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;1107,3520540694
448101;1;3;05;50;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;1107,3520540694
448101;1;4;05;50;4;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;1107,3520540694
448102;1;1;05;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;776,274357869666
448102;1;2;05;50;2;4; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;05;776,274357869666
448102;1;3;05;50;3;6;LEER;2;2;2;1;1; ; ; ; ; ; ; ; ;1;05;776,274357869666
448102;1;4;05;50;4;3; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;05;776,274357869666
448102;1;5;05;50;2;3; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;05;776,274357869666
448102;1;6;05;50;2;3; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;05;776,274357869666
448103;1;1;05;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;744,040042581961
448103;1;2;05;50;2;4; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ;05;744,040042581961
448103;1;3;05;50;3;3; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;05;744,040042581961
448104;1;1;05;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;919,716459243216
448104;1;2;05;50;2;4; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;05;919,716459243216
448105;1;1;05;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;1091,77323588863
448105;1;4;05;50;4;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;1091,77323588863
448105;1;6;05;50;6;6;CAMINAR;2;2;2;2; ; ;2; ; ; ; ; ; ; ;05;1091,77323588863
448106;1;1;05;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;919,716459243216
448106;1;2;05;50;2;4; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;05;919,716459243216
448107;1;1;05;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;865,710535714718
448107;1;2;05;50;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;865,710535714718
448107;1;3;05;50;3;4; ;2;2;1; ; ; ; ; ; ; ; ; ; ; ;05;865,710535714718
448108;1;1;05;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;933,816594409514
448108;1;2;05;50;2;6;CAMINAR;2;2;2;2; ; ;2; ; ; ; ; ; ; ;05;933,816594409514
448108;1;3;05;50;2;3; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;05;933,816594409514
448108;1;4;05;50;1;3; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;05;933,816594409514
448108;1;6;05;50;6;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;933,816594409514
448109;1;1;05;50;1;4; ;2;2;2;1;1; ; ; ; ; ; ; ; ;1;05;653,247638744421
448109;1;2;05;50;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;653,247638744421
448110;1;1;05;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;821,005084372656
448110;1;2;05;50;2;6;CAMINAR;2;2;2;2; ; ;2; ; ; ; ; ; ; ;05;821,005084372656
448110;1;3;05;50;3;4; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;05;821,005084372656
448111;1;1;05;50;1;4; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;05;720,219203530118
448111;1;2;05;50;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;720,219203530118
448111;1;3;05;50;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;720,219203530118
448112;1;1;05;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;974,10874976823
448112;1;2;05;50;2;4; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ;05;974,10874976823
448112;1;3;05;50;2;3; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;05;974,10874976823
448112;1;4;05;50;2;3; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;05;974,10874976823
448112;1;6;05;50;6;4; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;05;974,10874976823
448113;1;1;05;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;862,637053707853
448113;1;2;05;50;2;4; ;2;2;2;1;1; ; ; ; ; ; ; ; ;1;05;862,637053707853
448114;1;1;05;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;919,716459243216
448114;1;2;05;50;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;919,716459243216
448115;1;1;05;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;657,25364575678
448115;1;2;05;50;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;657,25364575678
448115;1;3;05;50;2;6;VER TELEVISION;2;2;2;2; ; ;2; ; ; ; ; ; ; ;05;657,25364575678
448115;1;4;05;50;2;3; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;05;657,25364575678
448116;1;1;05;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;764,332967808281
448117;1;1;05;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;823,277423354633
448117;1;2;05;50;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;823,277423354633
448117;1;3;05;50;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;823,277423354633
448118;1;1;05;50;1;4; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;05;591,851114088339
448118;1;2;05;50;2;2; ;2;2;2;1;1; ; ; ; ; ; ; ; ;1;05;591,851114088339
448118;1;3;05;50;3;3; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;05;591,851114088339
448118;1;4;05;50;4;2; ;2;2;2;1;7;DILIGENCIAS PARA EL SERVICIO MILITAR; ; ; ; ; ; ; ;1;05;591,851114088339
448119;1;1;05;50;1;6;INCAPACITADO;2;1; ; ; ; ; ; ; ; ; ; ; ; ;05;822,344898349138
448119;1;2;05;50;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;822,344898349138
448120;1;1;05;50;1;4; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;05;946,281903704027
448120;1;2;05;50;2;6;LEER;1; ; ; ; ; ; ; ; ; ; ; ; ; ;05;946,281903704027
448120;1;3;05;50;3;4; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;05;946,281903704027
448121;1;1;05;50;1;6;CAMINAR VER TELEVISION;2;2;2;2; ; ;2; ; ; ; ; ; ; ;05;976,388575807591
448121;1;2;05;50;2;4; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;05;976,388575807591
448121;1;3;05;50;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;976,388575807591
448121;1;4;05;50;4;2; ;2;2;2;1;2; ; ; ; ; ; ; ; ;1;05;976,388575807591
448122;1;1;05;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;822,344898349138
448122;1;2;05;50;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;822,344898349138
448123;1;1;05;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;893,956632093606
448123;1;2;05;50;1;4; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;05;893,956632093606
448124;1;1;05;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;834,299602227753
448124;1;2;05;50;2;4; ;2;2;2;2; ; ;1;5; ;2; ;2; ; ;05;834,299602227753
448124;1;3;05;50;2;3; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;05;834,299602227753
448124;1;6;05;50;6;4; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;05;834,299602227753
448124;1;7;05;50;2;6;DISCAPACIDAD MENTAL;2;2;2;2; ; ;2; ; ; ; ; ; ; ;05;834,299602227753
448125;1;1;05;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;765,265492813775
448125;1;2;05;50;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;765,265492813775
448126;1;1;05;50;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;744,040042581961
448126;1;2;05;50;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;744,040042581961
448126;1;3;05;50;2;3; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;05;744,040042581961
448127;1;1;05;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;653,247638744421
448127;1;2;05;50;1;3; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;05;653,247638744421
448128;1;1;05;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;865,710535714718
448128;1;2;05;50;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;865,710535714718
448128;1;3;05;50;3;3; ;2;2;2;1;2; ; ; ; ; ; ; ; ;1;05;865,710535714718
448129;1;1;05;50;1;6;VER TV;2;2;2;2; ; ;2; ; ; ; ; ; ; ;05;960,928196879304
448129;1;2;05;50;2;4; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;05;960,928196879304
448129;1;3;05;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;960,928196879304
448130;1;1;05;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;827,283430366992
448130;1;2;05;50;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;827,283430366992
448130;1;3;05;50;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;827,283430366992
448130;1;4;05;50;1;3; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;05;827,283430366992
448130;1;5;05;50;5;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;827,283430366992
448131;1;1;05;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;822,344898349138
448131;1;2;05;50;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;822,344898349138
448132;1;1;05;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;599,241715215923
448132;1;2;05;50;2;4; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;05;599,241715215923
448132;1;3;05;50;3;3; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;05;599,241715215923
448133;1;1;05;50;1;4; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;05;691,38142008733
448133;1;2;05;50;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;691,38142008733
448134;1;1;05;50;1;6;ANDAR LA CALLE;2;2;2;2; ; ;2; ; ; ; ; ; ; ;05;960,928196879304
448134;1;2;05;50;2;4; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;05;960,928196879304
448134;1;3;05;50;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;960,928196879304
448135;1;1;05;50;1;6;HACER ARREGLOS EN LA CASA;2;2;2;2; ; ;2; ; ; ; ; ; ; ;05;824,078566379521
448135;1;2;05;50;2;4; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;05;824,078566379521
448135;1;3;05;50;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;824,078566379521
448135;1;4;05;50;4;3; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;05;824,078566379521
448137;1;1;05;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;599,241715215923
448137;1;2;05;50;2;3; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;05;599,241715215923
448137;1;3;05;50;3;4; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;05;599,241715215923
448138;1;1;05;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;798,96070301241
448138;1;2;05;50;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;798,96070301241
448138;1;3;05;50;3;3; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;05;798,96070301241
448138;1;4;05;50;4;3; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;05;798,96070301241
448138;1;6;05;50;6;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;798,96070301241
448139;1;1;05;50;1;4; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;05;814,105519160031
448139;1;2;05;50;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;814,105519160031
448139;1;3;05;50;3;2; ;2;2;2;1;1; ; ; ; ; ; ; ; ;1;05;814,105519160031
448139;1;4;05;50;4;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;814,105519160031
448140;1;1;05;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;801,119448117324
448140;1;2;05;50;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;801,119448117324
448140;1;3;05;50;2;3; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;05;801,119448117324
448141;1;1;05;50;1;6;HACER MANDADOS;2;2;2;2; ; ;2; ; ; ; ; ; ; ;05;960,928196879304
448141;1;2;05;50;2;4; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;05;960,928196879304
448141;1;3;05;50;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;960,928196879304
448143;1;1;05;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;765,265492813775
448143;1;2;05;50;2;4; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;05;765,265492813775
448146;1;1;05;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;643,577211577475
448146;1;2;05;50;2;2; ;2;2;2;1;3; ; ; ; ; ; ; ; ;1;05;643,577211577475
448146;1;3;05;50;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;643,577211577475
448146;1;4;05;50;4;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;643,577211577475
448147;1;1;05;50;1;4; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;05;774,225127058616
448147;1;2;05;50;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;774,225127058616
448148;1;1;05;50;1;4; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;05;772,466062767448
448148;1;2;05;50;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;772,466062767448
448148;1;3;05;50;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;772,466062767448
448148;1;4;05;50;5;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;772,466062767448
448148;1;5;05;50;5;3; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;05;772,466062767448
448148;1;6;05;50;3;3; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;05;772,466062767448
448149;1;1;05;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;765,265492813775
448149;1;2;05;50;2;2; ;2;2;2;1;3; ; ; ; ; ; ; ; ;1;05;765,265492813775
448150;1;1;05;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;722,713941201206
448150;1;3;05;50;3;4; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;05;722,713941201206
448151;1;1;05;50;1;6;LIMPIAR LOS ARBOLES;2;2;2;2; ; ;2; ; ; ; ; ; ; ;05;960,928196879304
448151;1;2;05;50;2;4; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;05;960,928196879304
448151;1;3;05;50;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;960,928196879304
