DIRECTORIO;SECUENCIA_P;ORDEN;AREA;REGIS;P6016;P6020;P6030;P6030S1;P6030S3;P6050;P6080;P6080S1;P6060;P6060S1;P6070;P6090;P6140;P6150;P6100;P6110;P6120;P6125;P6160;P6170;P6175;P6180;P6180S1;P6180S2;P6190;P6190S1;P6200;P6200S1;P6210;P6210S1;P6220;P6040;DPTO;fex_c_2011
453758;1;1;73;10;1;1;1;12;1940;1;6; ;2; ;6;1; ; ;2;2;38000;2;1;2; ; ; ; ; ; ; ; ;3;5; ;66;73;186,953368156432
453758;1;2;73;10;2;2;1;10;1947;2;6; ;2; ;6;1; ; ;2;5; ;2;1;2; ; ; ; ; ; ; ; ;3;5; ;59;73;186,953368156432
453759;1;1;73;10;1;1;1;1;1981;1;6; ;2; ;2;1; ; ;1;1;25000;2;1;1;2;2; ; ;2; ;1;1900000;6;3;3;26;73;326,179581300117
453759;1;2;73;10;2;2;1;7;1984;2;6; ;2; ;2;1; ; ;1;1;17348;2;1;2; ; ; ; ;2; ;2; ;5;11;2;23;73;326,179581300117
453759;1;3;73;10;1;2;1;10;2004;3;6; ;2; ; ;1; ; ;1;5; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2;73;326,179581300117
453759;1;4;73;10;4;1;1;11;1943;5;6; ;2; ;3;1; ; ;1;5; ;2;1;2; ; ; ; ; ; ; ; ;4;8; ;63;73;326,179581300117
453760;1;1;73;10;1;1;1;5;1976;1;6; ;2; ;2;1; ; ;1;1;17358;2;1;2; ; ; ; ;2; ;2; ;5;11;2;31;73;242,173309885099
453760;1;2;73;10;2;2;1;4;1977;2;6; ;2; ;2;1; ; ;1;5; ;2;1;2; ; ; ; ;2; ;2; ;5;11;2;30;73;242,173309885099
453760;1;3;73;10;2;2;1;2;2006;3;6; ;2; ; ;1; ; ;1;5; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;73;242,173309885099
453761;1;1;73;10;1;1;1;6;1973;1;6; ;2; ;5;1; ; ;1;1;28000;2;1;1;2;2; ; ;2; ;2; ;6;5;2;34;73;264,450139394501
453765;1;1;73;10;1;2;1;11;1971;1;6; ;2; ;4;1; ; ;1;2;54250;2;1;2; ; ; ; ; ; ; ; ;5;10;1;35;73;179,018694579415
453765;1;2;73;10;2;2;1;4;1996;3;6; ;2; ;5;1; ; ;1;5; ;2;1;1;1;2; ; ;2; ;2; ;4;0; ;11;73;179,018694579415
453765;1;3;73;10;3;1;1;3;1992;3;6; ;2; ;1;1; ; ;1;5; ;2;1;1;1;2; ; ;2; ;2; ;4;9; ;15;73;179,018694579415
453765;1;4;73;10;4;2;1;10;1988;5;6; ;2; ;1;1; ; ;1;5; ;2;1;2; ; ; ; ;2; ;2; ;4;9; ;18;73;179,018694579415
453766;1;1;73;10;1;1;1;10;1970;1;6; ;2; ;2;1; ; ;2;1;38000;2;1;2; ; ; ; ; ; ; ; ;5;11;2;36;73;253,932759558362
453766;1;2;73;10;2;2;1;9;1977;2;6; ;2; ;2;1; ; ;2;5; ;2;1;2; ; ; ; ;2; ;2; ;4;9; ;30;73;253,932759558362
453766;1;3;73;10;3;2;1;8;1995;3;6; ;2; ;5;1; ; ;2;5; ;2;1;1;1;1;50;1000;2; ;2; ;3;4; ;12;73;253,932759558362
453766;1;4;73;10;2;2;1;12;1997;3;6; ;2; ; ;1; ; ;2;5; ;2;1;1;1;1;50;1000;2; ;2; ;3;3; ;9;73;253,932759558362
453766;1;5;73;10;2;2;1;12;2000;3;6; ;2; ; ;1; ; ;2;5; ;2;2;1;1;1;50;1000;2; ;2; ;2;0; ;6;73;253,932759558362
453767;1;1;73;10;1;1;1;5;1980;1;6; ;2; ;1;1; ; ;1;1;17300;2;1;2; ; ; ; ;2; ;2; ;5;11;2;27;73;262,638916124582
453767;1;2;73;10;2;2;1;3;1972;2;6; ;2; ;1;2;1;48; ; ; ; ;1;2; ; ; ; ; ; ; ; ;4;9; ;35;73;262,638916124582
453767;1;3;73;10;2;1;1;5;1999;3;6; ;2; ; ;2;1;48; ; ; ; ;1;1;1;1;60;1000;2; ;2; ;3;1; ;8;73;262,638916124582
453767;1;4;73;10;2;2;1;3;2002;3;6; ;2; ; ;2;1;48; ; ; ; ;2;1;1;1;60;1000;2; ;2; ;2;0; ;5;73;262,638916124582
453768;1;1;73;10;1;2;1;1;1975;1;6; ;2; ;3;2;1;1; ; ; ; ;1;2; ; ; ; ;2; ;2; ;3;5; ;32;73;221,156210457404
453768;1;2;73;10;2;2;1;2;1993;3;6; ;2; ;5;2;1;1; ; ; ; ;1;1;1;2; ; ;2; ;2; ;4;6; ;14;73;221,156210457404
453768;1;3;73;10;1;2;1;11;1999;3;6; ;2; ; ;2;1;1; ; ; ; ;1;1;1;2; ; ;2; ;2; ;3;0; ;7;73;221,156210457404
453768;1;4;73;10;1;2;1;1;2001;3;6; ;2; ; ;2;1;1; ; ; ; ;2;1;1;2; ; ;2; ;2; ;2;0; ;6;73;221,156210457404
453768;1;5;73;10;1;1;1;7;2002;3;6; ;2; ; ;2;1;1; ; ; ; ;2;2; ; ; ; ;2; ;2; ;1;0; ;5;73;221,156210457404
453769;1;1;73;10;1;1;1;11;1985;1;6; ;2; ;5;1; ; ;2;1;17000;2;1;2; ; ; ; ;2; ;2; ;5;11;2;21;73;201,561142297193
453770;1;1;73;10;1;1;1;10;1977;1;6; ;2; ;2;1; ; ;1;1;17347;2;1;2; ; ; ; ;2; ;2; ;6;2;2;29;73;250,613848242943
453770;1;2;73;10;2;2;1;7;1981;2;6; ;2; ;1;1; ; ;1;3;54250;2;1;2; ; ; ; ;2; ;2; ;6;5;4;26;73;250,613848242943
453770;1;3;73;10;1;1;1;7;2000;3;6; ;2; ; ;1; ; ;1;5; ;2;1;1;1;1;0;1200;2; ;2; ;3;1; ;7;73;250,613848242943
453771;1;1;73;10;1;2;1;9;1974;1;6; ;2; ;1;1; ; ;1;1;48000;2;1;2; ; ; ; ;2; ;2; ;6;6;4;33;73;230,14824200346
453771;1;2;73;10;2;1;1;8;1977;2;6; ;2; ;1;1; ; ;1;1;17350;2;1;2; ; ; ; ;2; ;2; ;6;3;3;30;73;230,14824200346
453772;1;1;73;10;1;1;1;12;1967;1;6; ;2; ;1;1; ; ;3; ; ;2;1;2; ; ; ; ; ; ; ; ;3;5; ;39;73;230,14824200346
453772;1;2;73;10;2;2;1;7;1977;2;6; ;2; ;1;1; ; ;3; ; ;2;1;2; ; ; ; ;2; ;2; ;5;11;2;30;73;230,14824200346
453773;1;1;73;10;1;2;1;1;1956;1;6; ;2; ;3;1; ; ;1;5; ;2;1;2; ; ; ; ; ; ; ; ;4;8; ;51;73;154,098020736864
453773;1;2;73;10;2;2;1;6;1992;3;6; ;2; ;5;2;2; ; ; ; ; ;1;1;2;2; ; ;2; ;2; ;4;7; ;15;73;154,098020736864
453773;1;3;73;10;3;2;1;10;1986;3;6; ;2; ;3;1; ; ;1;1;17348;2;1;2; ; ; ; ;2; ;2; ;5;11;2;20;73;154,098020736864
453773;1;4;73;10;3;2;1;12;2005;4;6; ;2; ; ;1; ; ;1;5; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;73;154,098020736864
453773;1;5;73;10;5;2;1;7;1969;9;6; ;2; ;5;2;2; ; ; ; ; ;1;2; ; ; ; ; ; ; ; ;5;10;2;38;73;154,098020736864
453775;1;1;73;10;1;2;1;8;1934;1;6; ;2; ;4;1; ; ;1;5; ;1;1;2; ; ; ; ; ; ; ; ;3;1; ;73;73;136,717757715702
453775;1;2;73;10;2;2;1;10;1991;6;6; ;2; ;5;2;2; ; ; ; ; ;1;2; ; ; ; ;2; ;2; ;3;5; ;15;73;136,717757715702
453776;1;1;73;10;1;1;1;11;1951;1;6; ;2; ;2;1; ; ;1;3;54250;2;1;2; ; ; ; ; ; ; ; ;3;3; ;55;73;173,280497990598
453776;1;2;73;10;2;2;1;11;1959;2;6; ;2; ;2;1; ; ;1;5; ;2;1;2; ; ; ; ; ; ; ; ;4;6; ;47;73;173,280497990598
453776;1;3;73;10;3;2;1;6;1980;3;6; ;2; ;5;1; ; ;1;1;36000;2;1;2; ; ; ; ;2; ;2; ;6;6;5;27;73;173,280497990598
453776;1;4;73;10;4;1;1;3;1986;3;6; ;2; ;5;1; ; ;1;5; ;2;1;1;1;2; ; ;2; ;2; ;6;2;2;21;73;173,280497990598
453776;1;5;73;10;5;1;1;2;1992;3;6; ;2; ;5;1; ; ;1;5; ;2;1;1;1;2; ; ;2; ;2; ;4;9; ;15;73;173,280497990598
453777;1;1;73;10;1;2;1;7;1939;1;6; ;2; ;3;1; ; ;2;5; ;2;1;2; ; ; ; ; ; ; ; ;3;5; ;68;73;105,60399202703
453777;1;2;73;10;2;2;1;8;1978;3;6; ;2; ;5;1; ; ;2;1;32000;2;1;2; ; ; ; ;2; ;2; ;6;4;4;29;73;105,60399202703
453777;1;3;73;10;3;2;1;6;1935;5;6; ;2; ;5;2;2; ; ; ; ; ;1;2; ; ; ; ; ; ; ; ;3;4; ;72;73;105,60399202703
453778;1;1;73;10;1;1;1;11;1935;1;6; ;2; ;5;1; ; ;1;2;54250;2;1;2; ; ; ; ; ; ; ; ;3;3; ;71;73;261,177976286413
453779;1;1;73;10;1;2;1;6;1957;1;6; ;2; ;6;1; ; ;1;5; ;2;1;2; ; ; ; ; ; ; ; ;5;11;2;50;73;167,259244906152
453779;1;2;73;10;1;1;1;11;1992;3;6; ;2; ;5;1; ; ;1;5; ;2;1;1;2;2; ; ;2; ;2; ;4;9; ;14;73;167,259244906152
453780;1;1;73;10;1;1;1;5;1980;1;6; ;2; ;6;1; ; ;1;1;29900;2;1;2; ; ; ; ;2; ;2; ;5;11;2;27;73;262,638916124582
453780;1;2;73;10;2;2;1;3;1976;2;6; ;2; ;6;1; ; ;1;5; ;2;1;2; ; ; ; ;2; ;2; ;6;2;2;31;73;262,638916124582
453780;1;3;73;10;1;2;1;4;1999;3;6; ;2; ; ;1; ; ;1;5; ;2;1;1;1;2; ; ;2; ;2; ;3;2; ;8;73;262,638916124582
453780;1;4;73;10;1;1;1;11;2001;3;6; ;2; ; ;1; ; ;1;5; ;2;2;1;2;2; ; ;2; ;2; ;2;0; ;5;73;262,638916124582
453781;1;1;73;10;1;2;1;1;1960;1;6; ;2; ;3;1; ; ;1;3;54000;2;1;2; ; ; ; ; ; ; ; ;6;2;2;47;73;166,728008489399
453781;1;2;73;10;2;2;1;8;1986;3;6; ;2; ;5;2;1;36; ; ; ; ;1;2; ; ; ; ;2; ;2; ;5;11;2;21;73;166,728008489399
453781;1;3;73;10;3;2;1;3;1988;3;6; ;2; ;5;1; ; ;1;5; ;2;1;2; ; ; ; ;2; ;2; ;3;5; ;19;73;166,728008489399
453781;1;4;73;10;4;1;1;6;1990;3;6; ;2; ;5;1; ; ;1;5; ;2;1;1;2;2; ; ;2; ;2; ;4;8; ;17;73;166,728008489399
453782;1;1;73;10;1;2;1;5;1971;1;6; ;2; ;3;1; ; ;1;3;54300;2;1;2; ; ; ; ; ; ; ; ;3;5; ;36;73;216,963618930129
453782;1;2;73;10;2;2;1;6;1991;3;6; ;2; ;5;1; ; ;1;5; ;2;1;1;1;2; ; ;2; ;2; ;4;9; ;16;73;216,963618930129
453782;1;3;73;10;1;1;1;10;1994;3;6; ;2; ;5;1; ; ;1;5; ;2;1;1;1;2; ; ;2; ;2; ;4;0; ;12;73;216,963618930129
453782;1;4;73;10;1;1;1;9;1941;5;6; ;2; ;3;1; ; ;1;5; ;2;1;2; ; ; ; ; ; ; ; ;3;5; ;65;73;216,963618930129
453783;1;1;73;10;1;2;1;9;1953;1;6; ;2; ;3;2;2; ; ; ; ; ;1;2; ; ; ; ; ; ; ; ;4;7; ;53;73;176,906086663019
453784;1;1;73;10;1;1;1;4;1970;1;6; ;2; ;6;1; ; ;1;5; ;2;1;2; ; ; ; ; ; ; ; ;5;11;2;37;73;241,907691676723
453784;1;2;73;10;2;2;1;5;1974;2;6; ;2; ;6;1; ; ;1;1;18752;2;1;2; ; ; ; ;2; ;2; ;5;11;2;33;73;241,907691676723
453784;1;3;73;10;1;2;1;6;1991;3;6; ;2; ;5;1; ; ;1;5; ;2;1;1;1;2; ; ;2; ;2; ;5;10;1;16;73;241,907691676723
453784;1;4;73;10;1;2;1;7;1997;3;6; ;2; ;5;1; ; ;1;5; ;2;1;1;1;2; ; ;2; ;2; ;3;4; ;10;73;241,907691676723
453785;1;1;73;10;1;2;1;10;1942;1;6; ;2; ;2;1; ; ;1;2;54300;2;1;2; ; ; ; ; ; ; ; ;3;5; ;64;73;226,359232345315
453785;1;2;73;10;2;1;1;11;1934;2;6; ;2; ;2;1; ; ;1;5; ;2;1;2; ; ; ; ; ; ; ; ;5;11;2;72;73;226,359232345315
453785;1;3;73;10;3;1;1;12;1964;3;6; ;2; ;6;1; ; ;1;3;54300;2;1;2; ; ; ; ; ; ; ; ;6;3;3;42;73;226,359232345315
453785;1;4;73;10;4;2;1;1;1972;5;6; ;2; ;6;1; ; ;1;5; ;2;1;2; ; ; ; ; ; ; ; ;6;3;3;35;73;226,359232345315
453785;1;5;73;10;1;1;1;9;1999;4;6; ;2; ; ;1; ; ;1;5; ;2;1;1;1;1;0;2000;2; ;2; ;3;1; ;8;73;226,359232345315
453786;1;1;73;10;1;1;1;11;1972;1;6; ;2; ;6;1; ; ;1;3;54300;2;1;2; ; ; ; ;2; ;2; ;6;5;4;34;73;196,854846352445
453786;1;2;73;10;2;2;1;8;1975;2;6; ;2; ;6;1; ; ;1;5; ;2;1;2; ; ; ; ;2; ;2; ;5;11;2;32;73;196,854846352445
453786;1;3;73;10;2;1;1;8;1998;3;6; ;2; ; ;1; ; ;1;5; ;2;1;1;2;2; ; ;2; ;2; ;3;2; ;9;73;196,854846352445
453786;1;4;73;10;2;1;1;9;2002;3;6; ;2; ; ;1; ; ;1;5; ;2;2;2; ; ; ; ;2; ;2; ;2;0; ;4;73;196,854846352445
453786;1;5;73;10;5;2;1;1;1943;5;6; ;2; ;4;1; ; ;1;2;54350;2;1;2; ; ; ; ; ; ; ; ;5;11;2;64;73;196,854846352445
453787;1;1;73;10;1;2;1;7;1926;1;6; ;2; ;4;1; ; ;1;5; ;2;1;2; ; ; ; ; ; ; ; ;3;5; ;81;73;105,60399202703
453787;1;2;73;10;2;2;1;11;1958;3;6; ;2; ;5;1; ; ;1;3;54300;2;1;2; ; ; ; ; ; ; ; ;5;11;2;48;73;105,60399202703
453787;1;3;73;10;3;1;1;11;1983;4;6; ;2; ;5;2;1;8; ; ; ; ;1;2; ; ; ; ;2; ;2; ;6;4;3;23;73;105,60399202703
453788;1;1;73;10;1;1;1;10;1980;1;6; ;2; ;2;1; ; ;1;3;54300;2;1;2; ; ; ; ;2; ;2; ;6;3;2;26;73;201,984980937783
453788;1;2;73;10;2;2;1;7;1983;2;6; ;2; ;2;1; ; ;1;5; ;2;1;2; ; ; ; ;2; ;2; ;6;2;2;24;73;201,984980937783
453788;1;3;73;10;1;2;1;6;2003;3;6; ;2; ; ;1; ; ;1;5; ;2;2;1;2;2; ; ;2; ;2; ;2;0; ;4;73;201,984980937783
453788;1;4;73;10;1;2;1;9;1952;5;6; ;2; ;3;1; ; ;1;5; ;2;1;2; ; ; ; ; ; ; ; ;5;11;2;55;73;201,984980937783
453789;1;1;73;10;1;1;1;10;1951;1;6; ;2; ;2;2;2; ; ; ; ; ;1;2; ; ; ; ; ; ; ; ;3;5; ;55;73;331,336974780642
453789;1;2;73;10;2;2;1;9;1958;2;6; ;2; ;2;2;2; ; ; ; ; ;1;2; ; ; ; ; ; ; ; ;3;3; ;48;73;331,336974780642
453789;1;3;73;10;3;2;1;2;1987;3;6; ;2; ;5;2;2; ; ; ; ; ;1;2; ; ; ; ;2; ;2; ;5;11;2;20;73;331,336974780642
453789;1;4;73;10;2;1;1;6;1990;3;6; ;2; ;5;2;2; ; ; ; ; ;1;2; ; ; ; ;2; ;2; ;4;8; ;17;73;331,336974780642
453789;1;5;73;10;5;2;1;4;1993;3;6; ;2; ;5;2;2; ; ; ; ; ;1;1;1;2; ; ;2; ;2; ;4;0; ;14;73;331,336974780642
453789;1;6;73;10;2;1;1;12;1999;3;6; ;2; ; ;2;2; ; ; ; ; ;1;1;1;1;0;1500;2; ;2; ;3;1; ;7;73;331,336974780642
453789;1;7;73;10;7;1;1;5;1979;3;6; ;2; ;3;2;2; ; ; ; ; ;1;2; ; ; ; ;2; ;2; ;3;5; ;28;73;331,336974780642
453789;1;8;73;10;2;1;1;5;2001;4;6; ;2; ; ;2;2; ; ; ; ; ;2;2; ; ; ; ;2; ;2; ;1;0; ;6;73;331,336974780642
453789;1;9;73;10;7;1;1;10;2003;4;6; ;2; ; ;2;2; ; ; ; ; ;2;2; ; ; ; ;2; ;2; ;1;0; ;3;73;331,336974780642
453796;1;1;73;10;1;1;1;8;1929;1;6; ;2; ;5;1; ; ;1;2;84200;2;1;2; ; ; ; ; ; ; ; ;5;10;1;78;73;261,177976286413
453797;1;1;73;10;1;1;1;8;1958;1;6; ;2; ;6;1; ; ;1;3;54250;2;1;2; ; ; ; ; ; ; ; ;5;11;2;49;73;229,882623795083
453797;1;2;73;10;2;2;1;2;1961;2;6; ;2; ;6;1; ; ;1;5; ;2;1;2; ; ; ; ; ; ; ; ;3;3; ;46;73;229,882623795083
453797;1;3;73;10;3;2;1;8;1989;3;6; ;2; ;5;1; ; ;1;5; ;2;1;2; ; ; ; ;2; ;2; ;6;1;2;18;73;229,882623795083
453799;1;1;73;10;1;2;1;9;1966;1;6; ;2; ;3;1; ; ;1;5; ;2;1;2; ; ; ; ; ; ; ; ;3;2; ;41;73;176,640468454642
453799;1;2;73;10;2;2;1;2;1994;3;6; ;2; ;5;1; ; ;1;5; ;2;1;1;1;2; ; ;2; ;2; ;4;7; ;13;73;176,640468454642
453800;1;1;73;10;1;2;1;6;1960;1;6; ;2; ;2;1; ; ;1;1;16800;2;1;2; ; ; ; ; ; ; ; ;5;11;2;47;73;142,604189271978
453800;1;2;73;10;2;2;1;2;1982;2;6; ;2; ;2;1; ; ;1;1;16800;2;1;2; ; ; ; ;2; ;2; ;5;11;2;25;73;142,604189271978
453801;1;1;73;10;1;2;1;5;1958;1;6; ;2; ;5;1; ; ;1;3;54215;2;1;2; ; ; ; ; ; ; ; ;6;2;3;49;73;176,906086663019
453802;1;1;73;10;1;2;1;1;1955;1;6; ;2; ;3;1; ; ;2;1;89000;2;1;2; ; ; ; ; ; ; ; ;6;9;5;52;73;176,640468454642
453802;1;2;73;10;2;2;1;6;1992;3;6; ;2; ;5;1; ; ;2;5; ;2;1;1;1;2; ; ;2; ;2; ;4;9; ;15;73;176,640468454642
453803;1;1;73;10;2;1;1;3;1914;1;6; ;2; ;2;1; ; ;1;3;54213;2;1;2; ; ; ; ; ; ; ; ;3;2; ;93;73;186,953368156432
453803;1;2;73;10;2;2;1;9;1948;2;6; ;2; ;2;1; ; ;1;5; ;2;1;2; ; ; ; ; ; ; ; ;3;5; ;59;73;186,953368156432
453804;1;1;73;10;1;2;1;3;1958;1;6; ;2; ;4;1; ; ;1;2;152000;2;1;2; ; ; ; ; ; ; ; ;5;11;2;49;73;135,335573639884
453804;1;2;73;10;2;1;1;7;1993;3;6; ;2; ;5;1; ; ;1;2;152000;2;1;1;2;2; ; ;2; ;2; ;4;7; ;14;73;135,335573639884
453804;1;3;73;10;3;2;1;6;1982;3;6; ;2; ;6;1; ; ;1;5; ;2;1;2; ; ; ; ;2; ;2; ;6;3;3;25;73;135,335573639884
453804;1;4;73;10;4;1;1;5;1984;5;6; ;2; ;6;1; ; ;1;1;22000;2;1;2; ; ; ; ;2; ;2; ;5;11;2;23;73;135,335573639884
453804;1;5;73;10;3;2;1;10;2006;4;6; ;2; ; ;1; ; ;1;5; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;0;73;135,335573639884
453805;1;1;73;10;1;2;1;8;1954;1;6; ;2; ;3;1; ; ;3; ; ;1;1;2; ; ; ; ; ; ; ; ;3;5; ;53;73;333,385174245124
453805;1;2;73;10;2;1;1;10;1979;3;6; ;2; ;5;1; ; ;1;3;55000;2;1;2; ; ; ; ;2; ;2; ;4;8; ;27;73;333,385174245124
453805;1;3;73;10;3;2;1;9;1986;3;6; ;2; ;5;1; ; ;3; ; ;1;1;2; ; ; ; ;2; ;2; ;5;10;1;20;73;333,385174245124
453805;1;4;73;10;1;2;1;10;1990;3;6; ;2; ;5;1; ; ;3; ; ;1;1;1;1;2; ; ;1;112000;2; ;4;9; ;16;73;333,385174245124
453805;1;5;73;10;1;1;1;1;1995;3;6; ;2; ;5;1; ; ;3; ; ;1;1;1;1;2; ; ;2; ;2; ;3;4; ;12;73;333,385174245124
453805;1;6;73;10;1;1;1;12;2000;3;6; ;2; ; ;1; ; ;3; ; ;1;1;1;1;2; ; ;2; ;2; ;3;1; ;6;73;333,385174245124
453805;2;1;73;10;1;2;1;8;1965;1;6; ;1;3;3;2;1;48; ; ; ; ;1;2; ; ; ; ; ; ; ; ;4;8; ;42;73;333,385174245124
453805;2;2;73;10;2;1;1;1;1993;3;6; ;2; ;5;1; ; ;1;5; ;2;1;1;1;2; ; ;2; ;2; ;4;0; ;14;73;333,385174245124
453805;2;3;73;10;3;2;1;5;1994;3;6; ;2; ;5;1; ; ;1;5; ;2;1;1;1;2; ; ;2; ;2; ;4;7; ;13;73;333,385174245124
453805;2;4;73;10;1;2;1;2;2000;3;6; ;2; ; ;1; ; ;1;5; ;2;1;1;1;1;0;1000;2; ;2; ;3;0; ;7;73;333,385174245124
453805;3;1;73;10;1;1;1;3;1955;1;6; ;1;3;3;1; ; ;3; ; ;1;1;2; ; ; ; ; ; ; ; ;1;0; ;52;73;333,385174245124
453805;4;1;73;10;1;1;1;2;1977;1;6; ;2; ;2;2;1;170; ; ; ; ;1;2; ; ; ; ;2; ;2; ;4;8; ;30;73;333,385174245124
453805;4;2;73;10;2;2;1;11;1980;2;6; ;2; ;2;2;2; ; ; ; ; ;1;2; ; ; ; ;2; ;2; ;4;8; ;26;73;333,385174245124
453805;4;3;73;10;3;2;1;2;1999;3;6; ;2; ; ;2;2; ; ; ; ; ;1;1;1;2; ; ;2; ;2; ;3;2; ;8;73;333,385174245124
453805;4;4;73;10;2;1;1;3;2000;3;6; ;2; ; ;2;2; ; ; ; ; ;1;1;1;2; ; ;2; ;2; ;3;0; ;7;73;333,385174245124
453805;4;5;73;10;2;1;1;7;2001;3;6; ;2; ; ;2;2; ; ; ; ; ;1;1;1;2; ; ;2; ;2; ;3;0; ;6;73;333,385174245124
453806;1;1;73;10;1;1;1;9;1937;1;6; ;2; ;4;1; ; ;1;5; ;2;1;2; ; ; ; ; ; ; ; ;3;1; ;69;73;314,420131626854
453806;1;2;73;10;2;1;1;8;1978;3;6; ;2; ;3;1; ; ;1;3;54213;2;1;2; ; ; ; ;2; ;2; ;6;5;4;29;73;314,420131626854
453807;1;1;73;10;1;2;1;2;1974;1;6; ;2; ;6;1; ; ;1;1;24000;2;1;2; ; ; ; ;2; ;2; ;6;6;3;33;73;174,829245184724
453807;1;2;73;10;1;2;1;5;1995;3;6; ;2; ;5;1; ; ;1;5; ;2;1;1;1;2; ; ;2; ;2; ;4;6; ;12;73;174,829245184724
453807;1;3;73;10;1;1;1;12;2001;3;6; ;2; ; ;1; ; ;1;5; ;2;2;1;2;2; ; ;2; ;2; ;2;0; ;5;73;174,829245184724
453807;1;4;73;10;4;2;1;10;1980;5;6; ;2; ;3;1; ; ;1;1;22000;2;1;1;2;2; ; ;2; ;2; ;6;6;4;26;73;174,829245184724
453807;1;5;73;10;4;2;1;12;2003;5;6; ;2; ; ;1; ; ;1;5; ;2;2;1;2;2; ; ;2; ;2; ;2;0; ;3;73;174,829245184724
453808;1;1;73;10;1;1;1;8;1959;1;6; ;2; ;6;2;1;84; ; ; ; ;1;2; ; ; ; ; ; ; ; ;5;11;2;48;73;201,20771673286
453808;1;2;73;10;2;2;1;2;1962;2;6; ;2; ;6;2;1;84; ; ; ; ;1;2; ; ; ; ; ; ; ; ;5;11;2;45;73;201,20771673286
453808;1;3;73;10;3;1;1;4;1983;3;6; ;2; ;5;2;1;5; ; ; ; ;1;2; ; ; ; ;2; ;2; ;6;5;4;24;73;201,20771673286
453808;1;4;73;10;4;1;1;11;1987;3;6; ;2; ;5;2;1;84; ; ; ; ;1;1;1;2; ; ;2; ;2; ;6;1;2;19;73;201,20771673286
453808;1;5;73;10;5;1;1;7;1993;3;6; ;2; ;5;2;2; ; ; ; ; ;1;1;1;2; ; ;2; ;2; ;4;7; ;14;73;201,20771673286
453809;1;1;73;10;1;1;1;8;1958;1;6; ;2; ;6;1; ; ;1;1;35000;2;1;2; ; ; ; ; ; ; ; ;3;5; ;49;73;242,173309885099
453809;1;2;73;10;2;2;1;11;1969;2;6; ;2; ;6;1; ; ;1;5; ;2;1;2; ; ; ; ; ; ; ; ;5;11;2;37;73;242,173309885099
453809;1;3;73;10;3;2;1;6;2002;3;6; ;2; ; ;1; ; ;1;5; ;2;2;1;2;2; ; ;2; ;2; ;2;0; ;5;73;242,173309885099
453810;1;1;73;10;1;1;1;7;1942;1;6; ;2; ;5;1; ; ;1;1;22000;2;1;2; ; ; ; ; ; ; ; ;3;4; ;65;73;261,177976286413
453811;1;1;73;10;1;2;1;7;1989;1;6; ;2; ;5;1; ; ;3; ; ;2;1;2; ; ; ; ;2; ;2; ;4;6; ;18;73;222,967433727323
453811;1;2;73;10;1;2;1;5;2006;3;6; ;2; ; ;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;73;222,967433727323
453812;1;1;73;10;1;1;1;12;1946;1;6; ;2; ;4;1; ; ;1;3;54213;2;1;2; ; ; ; ; ; ; ; ;3;3; ;60;73;261,177976286413
453813;1;1;73;10;1;1;1;3;1942;1;6; ;2; ;2;1; ; ;3; ; ;2;1;2; ; ; ; ; ; ; ; ;3;3; ;65;73;186,953368156432
453813;1;2;73;10;2;2;1;4;1950;2;6; ;2; ;2;1; ; ;3; ; ;2;1;2; ; ; ; ; ; ; ; ;3;1; ;57;73;186,953368156432
453814;1;1;73;10;1;1;1;11;1971;1;6; ;2; ;6;1; ; ;1;1;43000;2;1;2; ; ; ; ; ; ; ; ;5;11;2;35;73;250,348230034566
453814;1;2;73;10;2;2;1;2;1969;2;6; ;2; ;6;1; ; ;1;5; ;2;1;2; ; ; ; ; ; ; ; ;6;5;4;38;73;250,348230034566
453814;1;3;73;10;3;2;1;7;1992;3;6; ;2; ;5;1; ; ;1;5; ;2;1;1;1;2; ; ;2; ;2; ;4;9; ;15;73;250,348230034566
453814;1;4;73;10;4;1;1;7;1998;3;6; ;2; ; ;1; ; ;1;5; ;2;1;1;1;2; ; ;2; ;2; ;3;3; ;9;73;250,348230034566
453815;1;1;73;10;1;2;1;9;1941;1;6; ;2; ;4;1; ; ;1;2;85000;2;1;2; ; ; ; ; ; ; ; ;3;5; ;66;73;105,60399202703
453815;1;2;73;10;2;2;1;9;1966;3;6; ;2; ;5;1; ; ;1;1;17000;2;1;2; ; ; ; ; ; ; ; ;6;5;4;41;73;105,60399202703
453816;1;1;73;10;1;2;1;11;1952;1;6; ;2; ;5;1; ; ;2;1;100000;2;1;2; ; ; ; ; ; ; ; ;6;7;5;54;73;230,14824200346
453816;1;2;73;10;2;1;1;7;1956;5;6; ;2; ;5;2;1;72; ; ; ; ;1;2; ; ; ; ; ; ; ; ;6;7;5;51;73;230,14824200346
453817;1;1;73;10;1;1;1;3;1943;1;6; ;2; ;6;1; ; ;1;2;86000;2;1;2; ; ; ; ; ; ; ; ;3;5; ;64;73;186,953368156432
