DIRECTORIO;SECUENCIA_P;ORDEN;REGIS;P6016;P6020;P6030;P6030S1;P6030S3;P6040;P6050;P6080;P6080S1;P6060;P6060S1;P6070;P6090;P6140;P6150;P6100;P6110;P6120;P6125;P6160;P6170;P6175;P6180;P6180S1;P6180S2;P6190;P6190S1;P6200;P6200S1;P6210;P6210S1;P6220;CLASE;DPTO;fex_c_2011
483840;1;4;10;2;2;1;9;1996;11;3;5; ;2; ;5;1; ; ;3; ; ;2;1;1;1;2; ; ;2; ;2; ;3;3; ;2;73;961,299058633905
483840;1;5;10;2;2;1;4;2000;7;3;5; ;2; ; ;1; ; ;3; ; ;2;1;1;1;2; ; ;2; ;2; ;3;1; ;2;73;961,299058633905
483840;1;6;10;6;2;1;6;1939;68;5;5; ;2; ;4;1; ; ;3; ; ;2;2;2; ; ; ; ; ; ; ; ;1;0; ;2;73;961,299058633905
483842;1;1;10;1;2;1;3;1942;65;1;1;PIJAO;2; ;4;2;2; ; ; ; ; ;2;2; ; ; ; ; ; ; ; ;1;0; ;2;73;842,123999184013
483842;1;2;10;1;1;1;2;1971;36;3;1;PIJAO;2; ;5;2;2; ; ; ; ; ;1;2; ; ; ; ; ; ; ; ;3;2; ;2;73;842,123999184013
483842;1;3;10;3;1;1;5;1991;16;4;1;PIJAO;2; ;5;2;2; ; ; ; ; ;1;2; ; ; ; ;2; ;2; ;3;5; ;2;73;842,123999184013
483842;1;4;10;4;2;1;8;1979;28;3;1;PIJAO;2; ;6;2;2; ; ; ; ; ;2;2; ; ; ; ;2; ;2; ;1;0; ;2;73;842,123999184013
483842;1;5;10;5;1;1;5;1963;44;5;1;PIJAO;2; ;6;2;2; ; ; ; ; ;2;2; ; ; ; ; ; ; ; ;1;0; ;2;73;842,123999184013
483842;1;6;10;6;2;1;1;1994;13;4;1;PIJAO;2; ;5;2;2; ; ; ; ; ;1;2; ; ; ; ;2; ;2; ;4;7; ;2;73;842,123999184013
483844;1;1;10;1;1;1;6;1954;53;1;6; ;2; ;2;1; ; ;3; ; ;2;2;2; ; ; ; ; ; ; ; ;1;0; ;2;73;463,882673431565
483844;1;2;10;2;2;1;6;1970;37;2;1;NN;2; ;2;1; ; ;3; ; ;2;1;2; ; ; ; ; ; ; ; ;3;2; ;2;73;463,882673431565
483844;1;3;10;3;2;1;6;1990;17;3;1;NN;2; ;5;1; ; ;3; ; ;2;1;1;1;1;300;2000;2; ;2; ;4;6; ;2;73;463,882673431565
483844;1;4;10;4;2;1;5;1992;15;3;1;NN;2; ;5;1; ; ;3; ; ;2;1;1;1;1;300;2000;2; ;2; ;4;7; ;2;73;463,882673431565
483844;1;5;10;5;2;1;10;1994;12;3;1;NN;2; ;5;1; ; ;3; ; ;2;1;1;1;1;300;2000;2; ;2; ;3;5; ;2;73;463,882673431565
483845;1;1;10;1;1;1;5;1961;46;1;1;TUCANE;2; ;6;2;2; ; ; ; ; ;1;2; ; ; ; ; ; ; ; ;3;3; ;2;73;567,702187830998
483845;1;2;10;2;2;1;6;1971;36;2;1;TUCANE;2; ;6;2;2; ; ; ; ; ;2;2; ; ; ; ; ; ; ; ;1;0; ;2;73;567,702187830998
483845;1;3;10;3;2;1;6;1990;17;3;1;TUCANE;2; ;5;2;2; ; ; ; ; ;1;1;1;1;300;2500;2; ;2; ;4;7; ;2;73;567,702187830998
483845;1;4;10;2;2;1;9;1996;11;3;1;TACUNE;2; ;5;2;2; ; ; ; ; ;1;1;1;1;300;3000;2; ;2; ;3;3; ;2;73;567,702187830998
483846;1;1;10;1;1;1;9;1921;86;1;1;NN;2; ;6;1; ; ;3; ; ;2;2;2; ; ; ; ; ; ; ; ;1;0; ;2;73;1170,63731989539
483846;1;2;10;2;2;1;3;1929;78;2;1;NN;2; ;6;1; ; ;3; ; ;2;2;2; ; ; ; ; ; ; ; ;1;0; ;2;73;1170,63731989539
483846;1;3;10;3;1;1;12;1949;57;3;1;NN;2; ;5;2;2; ; ; ; ; ;2;2; ; ; ; ; ; ; ; ;1;0; ;2;73;1170,63731989539
483847;1;1;10;1;1;1;7;1938;69;1;6; ;2; ;6;2;2; ; ; ; ; ;2;2; ; ; ; ; ; ; ; ;1;0; ;2;73;975,385192628389
483847;1;2;10;2;2;1;9;1943;64;2;6; ;2; ;6;2;2; ; ; ; ; ;1;2; ; ; ; ; ; ; ; ;3;3; ;2;73;975,385192628389
483847;1;3;10;3;2;1;6;1991;16;3;6; ;2; ;5;2;2; ; ; ; ; ;1;1;1;2; ; ;2; ;2; ;5;10;1;2;73;975,385192628389
483848;1;1;10;1;1;1;3;1962;45;1;6; ;2; ;2;2;1;12; ; ; ; ;1;2; ; ; ; ; ; ; ; ;5;11;2;2;73;855,332884521813
483848;1;2;10;2;2;1;11;1969;37;2;6; ;2; ;2;2;1;12; ; ; ; ;1;2; ; ; ; ; ; ; ; ;5;11;2;2;73;855,332884521813
483848;1;3;10;2;2;1;2;2000;7;3;6; ;2; ; ;2;1;12; ; ; ; ;1;1;1;1;300;1500;2; ;2; ;3;1; ;2;73;855,332884521813
483848;1;4;10;2;1;1;1;2007;0;3;6; ;2; ; ;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;73;855,332884521813
483849;1;1;10;1;2;1;7;1935;72;1;6; ;2; ;4;1; ; ;3; ; ;2;2;2; ; ; ; ; ; ; ; ;1;0; ;2;73;987,772094160254
483851;1;1;10;1;1;1;1;1957;50;1;6; ;2; ;2;1; ; ;3; ; ;2;1;2; ; ; ; ; ; ; ; ;5;11;2;2;73;852,174677630332
483851;1;2;10;2;2;1;10;1958;48;2;6; ;2; ;2;1; ; ;3; ; ;2;1;2; ; ; ; ; ; ; ; ;4;8; ;2;73;852,174677630332
483851;1;3;10;2;1;1;12;2004;2;3;6; ;2; ; ;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;73;852,174677630332
483853;1;1;10;1;1;1;6;1930;77;1;6; ;2; ;6;2;2; ; ; ; ; ;1;2; ; ; ; ; ; ; ; ;3;3; ;2;73;1167,06835129587
483853;1;2;10;2;2;1;4;1942;65;2;6; ;2; ;6;2;2; ; ; ; ; ;1;2; ; ; ; ; ; ; ; ;3;2; ;2;73;1167,06835129587
483853;1;3;10;3;2;1;2;1965;42;3;6; ;2; ;6;2;2; ; ; ; ; ;1;2; ; ; ; ; ; ; ; ;4;6; ;2;73;1167,06835129587
483853;1;4;10;4;1;1;8;1962;45;5;6; ;2; ;6;2;2; ; ; ; ; ;1;2; ; ; ; ; ; ; ; ;4;6; ;2;73;1167,06835129587
483853;1;5;10;3;1;1;8;1994;13;4;6; ;2; ;5;2;2; ; ; ; ; ;1;1;1;2; ; ;2; ;2; ;4;6; ;2;73;1167,06835129587
483853;1;6;10;3;1;1;11;1999;7;4;6; ;2; ; ;2;2; ; ; ; ; ;1;1;1;2; ; ;2; ;2; ;3;1; ;2;73;1167,06835129587
483854;1;1;10;1;1;1;12;1956;50;1;6; ;2; ;6;1; ; ;1;1;54240;2;1;2; ; ; ; ; ; ; ; ;3;2; ;2;73;892,817683179697
483854;1;2;10;2;2;1;7;1963;44;2;6; ;2; ;6;1; ; ;1;5; ;2;1;2; ; ; ; ; ; ; ; ;4;6; ;2;73;892,817683179697
483854;1;3;10;3;1;1;5;1990;17;3;6; ;2; ;5;1; ; ;1;5; ;2;1;1;1;2; ; ;2; ;2; ;5;10;1;2;73;892,817683179697
483856;1;1;10;1;1;1;8;1955;52;1;1;PIJAO;2; ;6;1; ; ;3; ; ;1;1;2; ; ; ; ; ; ; ; ;3;5; ;2;73;516,103617588756
483856;1;2;10;2;2;1;2;1954;53;2;1;PAEZ;2; ;6;1; ; ;3; ; ;2;1;2; ; ; ; ; ; ; ; ;3;4; ;2;73;516,103617588756
483856;1;3;10;4;1;1;4;1976;31;3;1;PIJAO;2; ;5;1; ; ;3; ; ;1;1;2; ; ; ; ;2; ;2; ;3;2; ;2;73;516,103617588756
483856;1;4;10;4;1;1;9;1979;28;3;1;PIJAO;2; ;1;1; ; ;3; ; ;2;1;2; ; ; ; ;2; ;2; ;5;11;2;2;73;516,103617588756
483856;1;5;10;5;2;1;2;1989;18;5;1;PIJAO;2; ;1;1; ; ;3; ; ;2;1;2; ; ; ; ;2; ;2; ;4;6; ;2;73;516,103617588756
483856;1;6;10;6;1;1;3;1972;35;5;1;PIJAO;2; ;5;1; ; ;3; ; ;2;1;2; ; ; ; ; ; ; ; ;4;6; ;2;73;516,103617588756
483856;1;7;10;4;2;1;3;2004;3;5;1;PIJAO;2; ; ;1; ; ;3; ; ;2;2;2; ; ; ; ;2; ;2; ;1;0; ;2;73;516,103617588756
483862;1;1;10;1;1;1;2;1975;32;1;1;PIJAO;1;1;2;1; ; ;3; ; ;1;2;2; ; ; ; ;2; ;2; ;3;2; ;2;73;855,332884521813
483862;1;2;10;2;2;1;8;1980;27;2;1;PIJAO;1;1;2;1; ; ;3; ; ;1;1;2; ; ; ; ;2; ;2; ;3;2; ;2;73;855,332884521813
483862;1;3;10;3;2;1;10;1997;9;3;1;PIJAO;1;1; ;1; ; ;3; ; ;1;1;1;1;1;200;3000;2; ;2; ;3;3; ;2;73;855,332884521813
483862;1;4;10;1;1;1;8;1998;9;3;1;PIJAO;1;1; ;1; ; ;3; ; ;1;1;1;1;1;200;3000;2; ;2; ;3;0; ;2;73;855,332884521813
483864;1;1;10;1;1;1;12;1960;46;1;1;PIJAO;2; ;2;2;2; ; ; ; ; ;1;2; ; ; ; ; ; ; ; ;1;0; ;2;73;1167,11927862194
483864;1;2;10;2;2;1;10;1962;44;2;1;PIJAO;2; ;2;2;2; ; ; ; ; ;1;2; ; ; ; ; ; ; ; ;1;0; ;2;73;1167,11927862194
483864;1;3;10;3;1;1;9;1993;14;3;1;PIJAO;2; ;5;2;2; ; ; ; ; ;1;2; ; ; ; ;2; ;2; ;3;5; ;2;73;1167,11927862194
483864;1;4;10;4;1;1;1;1996;11;3;1;PIJAO;2; ;5;2;2; ; ; ; ; ;1;1;1;2; ; ;2; ;2; ;3;4; ;2;73;1167,11927862194
483864;1;5;10;5;2;1;7;1998;9;3;1;PIJAO;2; ; ;2;2; ; ; ; ; ;1;1;1;2; ; ;2; ;2; ;3;3; ;2;73;1167,11927862194
483864;1;6;10;6;1;1;6;2000;7;3;1;PIJAO;2; ; ;2;2; ; ; ; ; ;1;1;1;2; ; ;2; ;2; ;3;2; ;2;73;1167,11927862194
483864;1;7;10;2;1;1;9;2005;2;3;1;PIJAO;2; ; ;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;73;1167,11927862194
483866;1;1;10;1;1;1;11;1977;29;1;1;NN;2; ;6;1; ; ;3; ; ;2;1;2; ; ; ; ;2; ;2; ;3;5; ;2;73;905,180292123313
483866;1;2;10;2;2;1;11;1968;38;2;6; ;2; ;6;1; ; ;3; ; ;2;1;2; ; ; ; ; ; ; ; ;4;8; ;2;73;905,180292123313
483866;1;3;10;3;2;1;9;1995;12;3;6; ;2; ;5;1; ; ;3; ; ;2;1;1;1;1;300;3000;2; ;2; ;3;2; ;2;73;905,180292123313
483866;1;4;10;2;2;1;1;2001;6;3;6; ;2; ; ;1; ; ;3; ; ;2;2;1;1;1;300;3000;2; ;2; ;2;1; ;2;73;905,180292123313
483866;1;5;10;5;1;1;3;2003;4;3;6; ;2; ; ;1; ; ;3; ; ;2;2;2; ; ; ; ;2; ;2; ;1;0; ;2;73;905,180292123313
483866;1;6;10;6;1;1;10;2004;2;3;6; ;2; ; ;1; ; ;3; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2;73;905,180292123313
483866;1;7;10;7;1;1;1;2007;0;3;6; ;2; ; ;1; ; ;3; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2;73;905,180292123313
483867;1;1;10;1;2;1;11;1968;38;1;1;NN;2; ;5;1; ; ;3; ; ;2;2;2; ; ; ; ; ; ; ; ;1;0; ;2;73;945,676447024082
483867;1;2;10;2;1;1;4;1994;13;3;1;NN;2; ;5;1; ; ;3; ; ;2;1;1;1;1;300;2500;2; ;2; ;3;5; ;2;73;945,676447024082
483868;1;1;10;1;2;1;2;1957;50;1;1;NN;1;2;5;1; ; ;3; ; ;2;1;2; ; ; ; ; ; ; ; ;3;5; ;2;73;800,632022130397
483868;1;2;10;2;2;1;5;1978;29;3;1;NO RECUERDA EL NOMBRE;1;2;5;1; ; ;3; ; ;2;2;2; ; ; ; ;2; ;2; ;1;0; ;2;73;800,632022130397
483868;1;3;10;3;2;1;9;1992;15;4;1;NO SABE EL NOMBRE;1;2;5;1; ; ;3; ; ;2;1;1;1;1;300;3000;2; ;2; ;3;4; ;2;73;800,632022130397
483868;1;4;10;4;2;1;4;1996;11;4;1;NO SABE;1;2;5;1; ; ;3; ; ;2;1;1;1;1;300;3000;2; ;2; ;3;2; ;2;73;800,632022130397
483868;1;5;10;2;1;1;4;1998;9;4;1;NN;1;2; ;1; ; ;3; ; ;2;2;1;1;1;300;3000;2; ;2; ;3;1; ;2;73;800,632022130397
483868;1;6;10;2;2;1;8;2000;7;4;1;NN;1;2; ;1; ; ;3; ; ;2;2;1;1;1;300;3000;2; ;2; ;2;1; ;2;73;800,632022130397
483868;1;7;10;2;1;1;4;2003;4;4;1;NN;1;2; ;1; ; ;3; ; ;2;2;2; ; ; ; ;2; ;2; ;1;0; ;2;73;800,632022130397
483868;1;8;10;2;1;1;12;2005;1;4;1;NN;1;2; ;1; ; ;3; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2;73;800,632022130397
483869;1;1;10;1;1;1;3;1966;41;1;6; ;2; ;2;2;2; ; ; ; ; ;1;2; ; ; ; ; ; ; ; ;3;5; ;2;73;775,341216629865
483869;1;2;10;2;2;1;7;1971;36;2;6; ;2; ;2;2;2; ; ; ; ; ;1;2; ; ; ; ; ; ; ; ;4;9; ;2;73;775,341216629865
483870;1;1;10;1;1;1;4;1937;70;1;6; ;2; ;4;2;2; ; ; ; ; ;1;2; ; ; ; ; ; ; ; ;3;3; ;2;73;987,408502938746
483870;1;2;10;2;1;1;4;1960;47;3;6; ;2; ;2;2;2; ; ; ; ; ;1;2; ; ; ; ; ; ; ; ;4;8; ;2;73;987,408502938746
483870;1;3;10;3;2;1;4;1962;45;9;6; ;2; ;2;2;2; ; ; ; ; ;1;2; ; ; ; ; ; ; ; ;5;11;2;2;73;987,408502938746
483870;1;4;10;4;1;1;7;1990;17;4;6; ;2; ;5;2;2; ; ; ; ; ;1;2; ; ; ; ;2; ;2; ;5;11;2;2;73;987,408502938746
483870;1;5;10;5;2;1;3;2000;7;4;6; ;2; ; ;2;2; ; ; ; ; ;1;1;1;1;200;2000;2; ;2; ;3;1; ;2;73;987,408502938746
483875;1;1;10;1;1;1;3;1939;68;1;6; ;2; ;6;1; ; ;3; ; ;2;1;2; ; ; ; ; ; ; ; ;3;2; ;2;73;1079,20470702782
483875;1;2;10;2;2;1;7;1944;63;2;6; ;2; ;6;1; ; ;3; ; ;2;1;2; ; ; ; ; ; ; ; ;3;2; ;2;73;1079,20470702782
483876;1;1;10;1;2;1;8;1946;61;1;6; ;2; ;3;2;2; ; ; ; ; ;1;2; ; ; ; ; ; ; ; ;3;4; ;2;73;676,844988970614
483876;1;2;10;2;1;1;7;1966;41;3;6; ;2; ;6;2;2; ; ; ; ; ;1;2; ; ; ; ; ; ; ; ;3;5; ;2;73;676,844988970614
483876;1;3;10;3;2;1;2;1971;36;9;6; ;2; ;6;2;2; ; ; ; ; ;1;2; ; ; ; ; ; ; ; ;3;5; ;2;73;676,844988970614
483876;1;4;10;4;2;1;4;1989;18;4;6; ;2; ;5;2;2; ; ; ; ; ;1;1;1;2; ; ;2; ;2; ;4;8; ;2;73;676,844988970614
483876;1;5;10;5;2;1;7;1990;17;4;6; ;2; ;5;2;2; ; ; ; ; ;1;1;1;2; ; ;2; ;2; ;5;10;1;2;73;676,844988970614
483876;1;6;10;6;2;1;10;2002;4;4;6; ;2; ; ;2;2; ; ; ; ; ;2;1;1;1;300;3500;2; ;2; ;2;0; ;2;73;676,844988970614
483877;1;1;10;1;1;1;9;1941;66;1;6; ;2; ;6;1; ; ;3; ; ;2;1;2; ; ; ; ; ; ; ; ;4;8; ;2;73;996,004365308167
483877;1;2;10;2;2;1;12;1949;57;2;6; ;2; ;6;1; ; ;3; ; ;2;1;2; ; ; ; ; ; ; ; ;3;5; ;2;73;996,004365308167
483877;1;3;10;3;1;1;12;1976;30;3;6; ;2; ;1;1; ; ;3; ; ;2;1;2; ; ; ; ;2; ;2; ;5;11;2;2;73;996,004365308167
483877;1;4;10;4;2;1;10;1979;27;9;6; ;2; ;1;1; ; ;3; ; ;2;1;2; ; ; ; ;2; ;2; ;5;11;2;2;73;996,004365308167
483877;1;5;10;4;1;1;11;2006;0;4;6; ;2; ; ;1; ; ;3; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2;73;996,004365308167
483877;1;6;10;6;2;1;5;1953;54;9;6; ;2; ;5;1; ; ;3; ; ;2;1;2; ; ; ; ; ; ; ; ;3;5; ;2;73;996,004365308167
483879;1;1;10;1;2;1;12;1935;71;1;1;PIJAO;1;3;2;2;1;48; ; ; ; ;2;2; ; ; ; ; ; ; ; ;1;0; ;2;73;934,913330315869
483879;1;2;10;2;1;1;11;1955;51;2;1;PIJAO;1;3;2;2;2; ; ; ; ; ;2;2; ; ; ; ; ; ; ; ;1;0; ;2;73;934,913330315869
483885;1;1;10;1;1;1;10;1934;72;1;1;PIJAOS;2; ;6;2;2; ; ; ; ; ;1;2; ; ; ; ; ; ; ; ;1;0; ;2;73;1496,25180938276
483885;1;2;10;2;2;1;5;1930;77;2;1;PIJAO;2; ;6;2;2; ; ; ; ; ;1;2; ; ; ; ; ; ; ; ;1;0; ;2;73;1496,25180938276
483885;1;3;10;3;1;1;11;1962;44;3;1;PIJAO;2; ;4;2;2; ; ; ; ; ;1;2; ; ; ; ; ; ; ; ;1;0; ;2;73;1496,25180938276
483885;1;4;10;4;1;1;9;1990;17;4;1;PIJAO;2; ;5;2;2; ; ; ; ; ;1;2; ; ; ; ;2; ;2; ;4;6; ;2;73;1496,25180938276
483885;1;5;10;5;1;1;6;1992;15;4;1;PIJAO;2; ;5;2;2; ; ; ; ; ;1;1;1;2; ; ;2; ;2; ;3;4; ;2;73;1496,25180938276
483885;1;6;10;6;1;1;8;1994;13;4;1;PIJAO;2; ;5;2;2; ; ; ; ; ;1;1;1;2; ; ;2; ;2; ;3;4; ;2;73;1496,25180938276
483885;1;7;10;7;1;1;8;1997;10;4;1;PIJAO;2; ;5;2;2; ; ; ; ; ;1;1;1;2; ; ;2; ;2; ;3;3; ;2;73;1496,25180938276
483888;1;1;10;1;1;1;3;1942;65;1;1;YAIMAS;2; ;6;1; ; ;3; ; ;2;1;2; ; ; ; ; ; ; ; ;3;4; ;2;73;1029,50415007492
483888;1;2;10;2;2;1;1;1952;55;2;1;YAIMAS;2; ;6;1; ; ;3; ; ;2;2;2; ; ; ; ; ; ; ; ;1;0; ;2;73;1029,50415007492
483888;1;3;10;3;1;1;5;1976;31;3;1;YAIMAS;2; ;5;1; ; ;3; ; ;2;1;2; ; ; ; ;2; ;2; ;3;5; ;2;73;1029,50415007492
483888;1;4;10;2;2;1;8;2001;6;4;1;YAIMAS;2; ; ;1; ; ;3; ; ;2;1;1;1;1;200;1000;2; ;2; ;3;0; ;2;73;1029,50415007492
483890;1;1;10;1;1;2; ; ;50;1;1;YAIMA;2; ;2;2;2; ; ; ; ; ;1;2; ; ; ; ; ; ; ; ;3;5; ;2;73;591,676884987079
483890;1;2;10;2;2;2; ; ;35;2;1;YAIMAS;2; ;2;1; ; ;3; ; ;2;2;2; ; ; ; ; ; ; ; ;1;0; ;2;73;591,676884987079
483890;1;3;10;3;2;1;11;1990;16;3;1;YAIMAS;2; ;5;2;2; ; ; ; ; ;2;2; ; ; ; ;2; ;2; ;1;0; ;2;73;591,676884987079
483890;1;4;10;2;2;1;3;1995;12;3;1;YAIMAS;2; ;5;1; ; ;3; ; ;2;1;1;1;1;200;1000;2; ;2; ;3;1; ;2;73;591,676884987079
483890;1;5;10;2;1;1;1;2005;2;4;1;YAIMAS;2; ; ;1; ; ;3; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2;73;591,676884987079
483890;1;6;10;6;1;1;4;1955;52;5;1;YAIMAS;2; ;5;1; ; ;3; ; ;2;1;2; ; ; ; ; ; ; ; ;3;2; ;2;73;591,676884987079
483892;1;1;10;1;1;1;4;1933;74;1;6; ;2; ;6;1; ; ;3; ; ;2;2;2; ; ; ; ; ; ; ; ;1;0; ;2;73;1079,20470702782
483892;1;2;10;2;2;2; ; ;65;2;6; ;2; ;6;1; ; ;3; ; ;2;1;2; ; ; ; ; ; ; ; ;3;3; ;2;73;1079,20470702782
483893;1;1;10;1;1;2; ; ;93;1;6; ;2; ;4;2;2; ; ; ; ; ;1;2; ; ; ; ; ; ; ; ;3;2; ;2;73;973,220112779687
483894;1;1;10;1;1;1;8;1968;39;1;6; ;2; ;2;2;2; ; ; ; ; ;1;2; ; ; ; ; ; ; ; ;3;3; ;2;73;1087,12761073
483894;1;2;10;2;2;1;3;1968;39;2;6; ;2; ;2;2;2; ; ; ; ; ;1;2; ; ; ; ; ; ; ; ;3;5; ;2;73;1087,12761073
483894;1;3;10;3;1;1;8;1989;18;3;6; ;2; ;5;1; ; ;3; ; ;2;1;2; ; ; ; ;2; ;2; ;4;8; ;2;73;1087,12761073
483894;1;4;10;4;1;1;2;1991;16;3;6; ;2; ;5;2;2; ; ; ; ; ;1;1;1;2; ; ;2; ;2; ;4;8; ;2;73;1087,12761073
483894;1;5;10;2;1;1;5;2001;6;3;6; ;2; ; ;2;2; ; ; ; ; ;2;1;1;2; ; ;2; ;2; ;3;0; ;2;73;1087,12761073
483896;1;1;10;1;1;1;12;1950;56;1;6; ;2; ;2;2;2; ; ; ; ; ;1;2; ; ; ; ; ; ; ; ;3;2; ;2;73;999,162572199648
483896;1;2;10;2;2;1;6;1951;56;2;6; ;2; ;2;2;2; ; ; ; ; ;1;2; ; ; ; ; ; ; ; ;3;3; ;2;73;999,162572199648
483896;1;3;10;3;1;1;8;1978;29;3;6; ;2; ;2;2;2; ; ; ; ; ;1;2; ; ; ; ;2; ;2; ;4;8; ;2;73;999,162572199648
483896;1;4;10;4;2;1;9;1981;26;3;6; ;2; ;5;2;2; ; ; ; ; ;1;2; ; ; ; ;2; ;2; ;5;11;2;2;73;999,162572199648
483896;1;5;10;5;2;1;4;1981;26;3;6; ;2; ;5;2;2; ; ; ; ; ;1;2; ; ; ; ;2; ;2; ;5;11;2;2;73;999,162572199648
483896;1;6;10;5;1;1;10;2000;6;3;6; ;2; ; ;2;2; ; ; ; ; ;1;1;1;2; ; ;2; ;2; ;3;1; ;2;73;999,162572199648
483896;1;7;10;5;2;1;5;2007;0;3;6; ;2; ; ;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;73;999,162572199648
483898;1;1;10;1;1;1;9;1977;29;1;6; ;2; ;2;1; ; ;1;1;12000;2;1;2; ; ; ; ;2; ;2; ;3;5; ;2;73;902,022085231832
483898;1;2;10;2;2;1;11;1974;32;2;6; ;2; ;2;1; ; ;3; ; ;2;1;2; ; ; ; ;2; ;2; ;5;11;2;2;73;902,022085231832
483898;1;3;10;3;2;1;2;1997;10;3;6; ;2; ;5;1; ; ;3; ; ;2;1;1;1;1;300;1000;2; ;2; ;3;5; ;2;73;902,022085231832
483898;1;4;10;2;1;1;12;1999;7;3;6; ;2; ; ;1; ; ;3; ; ;2;2;1;1;1;300;1000;2; ;2; ;3;0; ;2;73;902,022085231832
483898;1;5;10;2;1;1;2;2005;2;3;6; ;2; ; ;1; ; ;3; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2;73;902,022085231832
483898;1;6;10;2;1;1;3;2007;0;3;6; ;2; ; ;1; ; ;3; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2;73;902,022085231832
483899;1;1;10;1;1;1;4;1948;59;1;6; ;2; ;2;1; ; ;1;1;350000;2;1;2; ; ; ; ; ; ; ; ;6;6;4;2;73;869,400598380253
483899;1;2;10;2;2;1;5;1987;20;2;6; ;2; ;2;1; ; ;1;5; ;2;1;2; ; ; ; ;2; ;2; ;5;11;2;2;73;869,400598380253
483900;1;1;10;1;1;1;6;1953;54;1;1;PIJAOS;2; ;6;1; ; ;3; ; ;2;1;2; ; ; ; ; ; ; ; ;3;2; ;2;73;741,46269167606
483900;1;2;10;2;2;1;11;1955;51;2;1;PIJAOS;2; ;6;1; ; ;3; ; ;2;1;2; ; ; ; ; ; ; ; ;3;4; ;2;73;741,46269167606
483900;1;3;10;3;2;1;8;1990;17;3;1;PIJAOS;2; ;5;1; ; ;3; ; ;2;1;1;1;2; ; ;2; ;2; ;5;11;1;2;73;741,46269167606
483900;1;4;10;4;2;1;4;1987;20;3;1;PIJAOS;2; ;1;1; ; ;3; ; ;2;1;2; ; ; ; ;2; ;2; ;5;11;2;2;73;741,46269167606
483900;1;5;10;5;1;1;8;1977;30;5;1;PIJAOS;2; ;1;1; ; ;3; ; ;2;1;2; ; ; ; ;2; ;2; ;5;10;1;2;73;741,46269167606
483900;1;6;10;5;2;1;9;2007;0;4;1;PIJAOS;2; ; ;1; ; ;3; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2;73;741,46269167606
483900;1;7;10;7;2;1;9;1930;77;5;1;PIJAOS;2; ;4;1; ; ;3; ; ;2;2;2; ; ; ; ; ; ; ; ;1;0; ;2;73;741,46269167606
483900;1;8;10;1;1;1;7;1995;12;5;1;PIJAOS;2; ;5;1; ; ;3; ; ;2;1;1;1;2; ; ;2; ;2; ;4;6; ;2;73;741,46269167606
483901;1;1;10;1;2;1;5;1926;81;1;1;PIJAOS;2; ;4;1; ; ;3; ; ;2;2;2; ; ; ; ; ; ; ; ;1;0; ;2;73;934,913330315869
483901;1;2;10;2;1;1;2;1960;47;3;1;PIJAOS;2; ;5;1; ; ;3; ; ;2;1;2; ; ; ; ; ; ; ; ;3;4; ;2;73;934,913330315869
483905;1;1;10;1;1;1;1;1967;40;1;1;PIJAOS;2; ;2;1; ; ;3; ; ;2;2;2; ; ; ; ; ; ; ; ;1;0; ;2;73;906,474635330095
483905;1;2;10;2;2;1;12;1955;51;2;1;PIJAOS;2; ;2;1; ; ;3; ; ;2;2;2; ; ; ; ; ; ; ; ;1;0; ;2;73;906,474635330095
483905;1;3;10;3;2;1;10;1992;14;3;1;PIJAOS;2; ;5;1; ; ;3; ; ;2;1;1;1;2; ; ;2; ;2; ;4;8; ;2;73;906,474635330095
483905;1;4;10;2;1;1;3;1993;14;3;1;PIJAOS;2; ;5;1; ; ;3; ; ;2;1;1;1;2; ; ;2; ;2; ;4;6; ;2;73;906,474635330095
483905;1;5;10;2;1;1;9;1997;10;3;1;PIJAOS;2; ;5;1; ; ;3; ; ;2;1;1;1;2; ; ;2; ;2; ;3;2; ;2;73;906,474635330095
483906;1;1;10;1;2;1;8;1944;63;1;1;PIJAOS;2; ;5;1; ; ;3; ; ;2;2;2; ; ; ; ; ; ; ; ;1;0; ;2;73;736,406471495242
483906;1;2;10;2;1;1;7;1962;45;3;1;PIJAOS;2; ;5;1; ; ;3; ; ;2;2;2; ; ; ; ; ; ; ; ;1;0; ;2;73;736,406471495242
483906;1;3;10;2;1;1;11;1995;11;4;1;PIJAOS;2; ;5;1; ; ;3; ; ;2;1;2; ; ; ; ;2; ;2; ;3;2; ;2;73;736,406471495242
