DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;P6016;P6020;P6030S1;P6030S3;P6040;P6050;P6080;P6080S1;P6070;P6081;P6081S1;P6083;P6083S1;P6071;P6071S1;P3147S1;P3147S2;P3147S3;P3147S4;P3147S5;P3147S6;P3147S7;P3147S8;P3147S9;P3147S10;P3147S11;P3147S10A1;P3246;P6090;P6140;P6150;P6100;P6110;P6120;P6125;P6160;P6170;P6175;P6210;P6210S1;P6220;P6269;CLASE;ESC;MES;DPTO;fex_c_2011
5225583;1;1;1;10;1;1;3;1950;70;1;6; ;2;3; ;3; ;1;2; ; ; ; ; ; ; ; ; ; ;1; ;1;1; ; ;3; ; ;2;1;2; ;3;3; ; ;2;3;09;05;3233,18201599458
5225583;1;2;1;10;2;2;12;1947;72;2;6; ;2;3; ;3; ;1;1; ; ; ; ; ; ; ; ;1; ; ; ; ;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;0;09;05;3233,18201599458
5225584;1;1;1;10;1;1;1;1966;54;1;6; ;4;3; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;1;1; ; ;3; ; ;2;1;2; ;3;1; ; ;2;1;09;05;4377,77740690544
5225585;1;1;1;10;1;1;4;2002;18;1;6; ;1;2; ;2; ;1;2; ; ; ;1; ;1; ; ; ; ; ; ;2;1; ; ;1;5; ;2;1;1;1;5;10;1; ;2;10;09;05;6000,63798019992
5225585;1;2;1;10;2;2;9;2001;19;2;6; ;1;2; ;2; ;1;1; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ;3; ; ;2;1;1;1;5;10;1; ;2;10;09;05;6000,63798019992
5225585;1;3;1;10;2;2;7;2019;1;3;6; ; ;1;1;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2; ; ; ; ; ; ; ;2; ;09;05;6000,63798019992
5225586;1;1;1;10;1;1;10;1983;36;1;5; ;6;3; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;1;1; ; ;1;1;36000;2;1;2; ;3;2; ; ;2;2;09;05;4377,77740690544
5225587;1;1;1;10;1;1;4;1994;26;1;5; ;2;2; ;2; ;1;2; ; ; ; ; ; ; ; ; ; ;1; ;1;1; ; ;3; ; ;2;1;2; ;3;2; ; ;2;2;09;05;7421,12813501055
5225587;1;2;1;10;2;2;11;2002;17;2;6; ;2;2; ;2; ;1;1; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;09;05;7421,12813501055
5225587;1;3;1;10;3;1;9;2016;3;3;6; ; ;1;1;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;0;09;05;7421,12813501055
5225587;1;4;1;10;2;2;9;2018;1;3;6; ; ;1;1;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2; ; ; ; ; ; ; ;2; ;09;05;7421,12813501055
5225597;1;1;1;10;1;2;1;1956;64;1;6; ;4;3; ;2; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ;1;1; ; ;3; ; ;2;1;2; ;3;2; ; ;2;2;09;05;3961,12628727809
5225597;1;2;1;10;2;1;11;1979;40;3;6; ;6;2; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;09;05;3961,12628727809
5225597;1;3;1;10;3;1;3;1984;36;3;6; ;6;2; ;1;1; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2;1;2; ;5;11;2; ;2;11;09;05;3961,12628727809
5225598;1;1;1;10;1;1;1;1958;62;1;6; ;5;3; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;1;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;0;09;05;4212,22990389744
5225598;1;2;1;10;2;1;10;1985;34;3;6; ;4;1;1;3; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ;3; ; ;2;1;2; ;5;11;2; ;2;11;09;05;4212,22990389744
5225598;1;3;1;10;2;1;1;2006;14;4;6; ;6;1;2;2; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ;1; ; ;3; ; ;2;1;1;1;4;7; ; ;2;7;09;05;4212,22990389744
5225598;1;4;1;10;4;2;4;1996;24;3;6; ;4;1;1;3; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ;3; ; ;2;1;2; ;5;11;2; ;2;11;09;05;4212,22990389744
5225599;1;1;1;10;1;2;1;1961;59;1;6; ;5;3; ;3; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ;1;1; ; ;3; ; ;2;1;2; ;5;11;2; ;2;11;09;05;3806,3726906348
5225599;1;2;1;10;2;1;1;1991;29;3;6; ;6;3; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ;3; ; ;2;1;2; ;4;7; ; ;2;7;09;05;3806,3726906348
5225600;1;1;1;10;1;1;10;1990;29;1;6; ;2;2; ;2; ;1;2; ; ; ;1; ; ; ; ;1; ; ; ;1;1; ; ;1;1;36000;2;1;2; ;3;1; ; ;2;1;09;05;6391,82592374621
5225600;1;2;1;10;2;2;8;1992;28;2;6; ;2;2; ;2; ;1;1; ; ;1; ; ; ; ; ;1; ; ; ; ;1; ; ;1;5; ;2;1;2; ;4;7; ; ;2;7;09;05;6391,82592374621
5225600;1;3;1;10;2;1;9;2009;11;3;6; ;6;2; ;1;2; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ;1; ; ;3; ; ;2;1;1;1;3;2; ; ;2;2;09;05;6391,82592374621
5225600;1;4;1;10;2;2;7;2014;6;3;6; ; ;1;1;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;1;5; ;2;2;1;1;2;0; ; ;2;0;09;05;6391,82592374621
5225600;1;5;1;10;2;2;12;2019;0;3;6; ; ;1;1;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;1;5; ;2; ; ; ; ; ; ; ;2; ;09;05;6391,82592374621
5225601;1;1;1;10;1;1;12;1970;49;1;6; ;2;2; ;2; ;1;2; ; ; ;1; ; ; ; ; ; ; ; ;1;1; ; ;3; ; ;2;1;2; ;3;4; ; ;2;4;09;05;3184,08127886121
5225601;1;2;1;10;2;2;10;1965;54;2;6; ;2;3; ;2; ;1;1; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ;3; ; ;2;1;2; ;3;3; ; ;2;3;09;05;3184,08127886121
5225601;1;3;1;10;3;1;6;1995;25;3;6; ;6;1;1;1;2; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2;1;2; ;5;11;2; ;2;11;09;05;3184,08127886121
5225602;1;1;1;10;1;1;4;1997;23;1;6; ;2;2; ;2; ;1;2; ; ; ;1; ; ; ; ; ; ; ; ;1;1; ; ;3; ; ;2;1;2; ;5;11;2; ;2;11;09;05;4712,34773215409
5225602;1;2;1;10;2;2;7;1994;26;2;6; ;2;2; ;2; ;1;1; ; ; ;1; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2;1;2; ;5;11;2; ;2;11;09;05;4712,34773215409
5225602;1;3;1;10;2;2;4;2018;2;3;6; ; ;1;1;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2; ; ; ; ; ; ; ;2; ;09;05;4712,34773215409
5225603;1;1;1;10;1;1;12;1987;32;1;6; ;2;2; ;2; ;1;2; ; ; ;1; ; ; ; ; ; ; ; ;1;1; ; ;1;1;36000;2;1;1;1;6;0;2;2;2;11;09;05;3908,31536046809
5225603;1;2;1;10;2;2;11;1976;43;2;6; ;2;2; ;3; ;1;1; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ;3; ; ;2;1;2; ;3;1; ; ;2;1;09;05;3908,31536046809
5225603;1;3;1;10;3;1;8;2004;16;3;6; ;6;2; ;1;2; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ;1; ; ;3; ; ;2;1;1;1;4;6; ; ;2;6;09;05;3908,31536046809
5225603;1;4;1;10;2;2;12;2006;13;3;6; ;6;1;1;1;2; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ;1; ; ;3; ; ;2;1;1;1;4;6; ; ;2;6;09;05;3908,31536046809
5225603;1;5;1;10;2;1;1;2009;11;3;6; ;6;1;1;1;2; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ;1; ; ;3; ; ;2;1;1;1;3;4; ; ;2;4;09;05;3908,31536046809
5225603;1;6;1;10;2;1;4;2010;10;3;6; ;6;1;1;1;2; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ;1; ; ;3; ; ;2;1;1;1;3;3; ; ;2;3;09;05;3908,31536046809
5225604;1;1;1;10;1;2;10;1947;72;1;5; ;4;3; ;3; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ;1;1; ; ;3; ; ;2;1;2; ;3;2; ; ;2;2;09;05;3651,61909399151
5225606;1;1;1;10;1;2;8;1962;58;1;6; ;6;3; ;3; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ;1;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;0;09;05;4119,42174226542
5225606;1;2;1;10;2;1;7;1994;26;3;6; ;6;2; ;1;1; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2;1;2; ;5;11;2; ;2;11;09;05;4119,42174226542
5225606;1;3;1;10;2;1;8;2003;17;3;6; ;6;3; ;1;1; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2;1;2; ;5;11;2; ;2;11;09;05;4119,42174226542
5225607;1;1;1;10;1;1;10;1969;50;1;6; ;2;3; ;2; ;1;2;1; ; ; ; ; ; ; ; ; ; ; ;1;1; ; ;1;1;36000;2;1;2; ;3;5; ; ;2;5;09;05;5174,05191863544
5225607;1;2;1;10;2;2;7;1975;45;2;6; ;2;2; ;3; ;1;1; ; ; ; ; ; ;1; ; ; ; ; ; ;1; ; ;1;5; ;2;1;2; ;3;4; ; ;2;4;09;05;5174,05191863544
5225607;1;3;1;10;2;1;12;2004;15;3;6; ;6;1;1;1;2; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ;1; ; ;1;5; ;2;1;1;1;4;7; ; ;2;7;09;05;5174,05191863544
5225607;1;4;1;10;2;1;6;2009;11;3;6; ;6;1;1;1;2; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ;1; ; ;1;5; ;2;1;1;1;3;4; ; ;2;4;09;05;5174,05191863544
5225607;1;5;1;10;5;2;7;1998;22;3;6; ;5;1;1;1;2; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ;1; ; ;3; ; ;2;1;1;1;4;7; ; ;2;7;09;05;5174,05191863544
5225607;1;6;1;10;5;1;12;2012;7;4;6; ; ;3; ;1;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2;1;1;1;3;1; ; ;2;1;09;05;5174,05191863544
5225609;1;1;1;10;1;1;4;1981;39;1;6; ;2;2; ;2; ;1;2; ; ; ; ; ; ; ; ; ; ;1; ;1;1; ; ;1;1;36000;2;2;2; ;1;0; ; ;2;0;09;05;4806,94185215569
5225609;1;2;1;10;2;2;2;1986;34;2;6; ;2;2; ;3; ;1;1; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;0;09;05;4806,94185215569
5225609;1;3;1;10;2;1;12;2006;13;3;6; ;6;1;1;1;2; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ;1; ; ;1;5; ;2;1;1;1;4;6; ; ;2;6;09;05;4806,94185215569
5225609;1;4;1;10;2;2;10;2009;10;3;6; ;6;1;1;1;2; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ;1; ; ;1;5; ;2;1;1;1;3;3; ; ;2;3;09;05;4806,94185215569
5225609;1;5;1;10;2;2;9;2014;5;3;6; ; ;1;1;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;1;5; ;2;2;1;1;2;0; ; ;2;0;09;05;4806,94185215569
5225618;1;1;1;10;1;1;8;1963;57;1;6; ;3;3; ;3; ;1;2; ; ; ; ; ; ; ; ; ; ;1; ;2;1; ; ;1;1;35200;2;1;2; ;3;5; ; ;2;5;09;05;2350,74898121138
5225618;1;2;1;10;2;2;10;1974;45;2;6; ;3;1;4;3; ;1;1; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ;1;5; ;2;1;2; ;3;5; ; ;2;5;09;05;2350,74898121138
5225618;1;3;1;10;3;1;1;1996;24;3;6; ;6;1;1;1;2; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ;1; ; ;1;5; ;2;1;1;2;6;1;2;2;2;12;09;05;2350,74898121138
5225618;1;4;1;10;2;1;3;1949;71;5;6; ;5;3; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ;3; ; ;2;1;2; ;3;3; ; ;2;3;09;05;2350,74898121138
5225619;1;1;1;10;1;1;10;1987;32;1;6; ;2;2; ;2; ;1;2; ; ; ; ; ; ; ; ; ; ;1; ;1;1; ; ;1;1;35200;2;1;2; ;5;10;1; ;2;10;09;05;4762,86688865917
5225619;1;2;1;10;2;2;4;1986;34;2;6; ;2;2; ;2; ;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;1;5; ;2;1;2; ;5;11;2; ;2;11;09;05;4762,86688865917
5225619;1;3;1;10;2;1;10;2011;8;3;6; ; ;1;1;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;1;5; ;2;1;1;1;3;2; ; ;2;2;09;05;4762,86688865917
5225619;1;4;1;10;4;1;12;1994;25;9;6; ;6;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ;1;1;35200;2;1;2; ;5;11;2; ;2;11;09;05;4762,86688865917
5225620;1;1;1;10;1;1;4;1972;48;1;5; ;2;3; ;2; ;1;2; ;1; ;1; ; ; ; ; ; ; ; ;2;1; ; ;1;1;35200;2;1;2; ;4;6; ; ;2;6;09;05;3342,37673384854
5225620;1;2;1;10;2;2;6;1979;41;2;6; ;2;2; ;2; ;1;1; ; ; ; ;1; ; ; ;1; ; ; ; ;1; ; ;1;5; ;2;1;2; ;6;1;2;2;2;12;09;05;3342,37673384854
5225620;1;3;1;10;3;1;4;2009;11;3;5; ;6;1;1;1;2; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ;1; ; ;1;5; ;2;1;1;1;3;3; ; ;2;3;09;05;3342,37673384854
5225621;1;1;1;10;1;2;4;1969;51;1;6; ;4;3; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;1;1; ; ;3; ; ;2;1;2; ;3;3; ; ;2;3;09;05;2969,16820557624
5225621;1;2;1;10;2;1;5;1993;27;3;6; ;2;2; ;1;1;1;3; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ;3; ; ;2;1;2; ;5;11;2; ;2;11;09;05;2969,16820557624
5225621;1;3;1;10;3;2;8;1999;21;5;6; ;2;2; ;2; ;1;2; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ;3; ; ;2;1;2; ;5;11;2; ;2;11;09;05;2969,16820557624
5225622;1;1;1;10;1;1;5;1958;62;1;6; ;2;2; ;2; ;1;2; ; ; ; ; ; ; ; ; ; ;1; ;2;1; ; ;3; ; ;2;1;2; ;3;1; ; ;2;1;09;05;2648,86710592495
5225622;1;2;1;10;2;2;7;1972;48;2;6; ;2;3; ;3; ;1;1; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;0;09;05;2648,86710592495
5225622;1;3;1;10;3;2;5;1998;22;3;6; ;6;2; ;1;2; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ;3; ; ;2;1;2; ;5;11;2; ;2;11;09;05;2648,86710592495
5225622;1;4;1;10;4;2;10;2005;14;3;6; ;6;1;1;1;2; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ;1; ; ;3; ; ;2;1;1;1;4;6; ; ;2;6;09;05;2648,86710592495
5225622;1;5;1;10;5;1;8;2004;16;3;6; ;6;1;1;1;2; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;09;05;2648,86710592495
5225623;1;1;1;10;1;1;12;1988;31;1;6; ;2;2; ;2; ;1;2; ;1; ; ; ; ; ; ;1; ; ; ;1;1; ; ;3; ; ;2;1;2; ;5;11;2; ;2;11;09;05;4554,05227716676
5225623;1;2;1;10;2;2;8;1981;39;2;6; ;2;2; ;2; ;1;1; ;1; ; ; ; ; ; ;1; ; ; ; ;1; ; ;1;5; ;2;1;2; ;3;3; ; ;2;3;09;05;4554,05227716676
5225623;1;3;1;10;2;2;1;2014;6;3;6; ; ;1;1;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2;2;1;1;2;0; ; ;2;0;09;05;4554,05227716676
5225624;1;1;1;10;1;1;1;1973;47;1;6; ;2;2; ;2; ;1;2; ; ; ;1;1; ; ; ; ;1; ;DESMOVILIZACION;2;1; ; ;1;4; ;2;1;2; ;3;3; ; ;2;3;09;05;4806,94185215569
5225624;1;2;1;10;2;2;6;1978;42;2;6; ;2;3; ;2; ;1;1; ; ; ;1; ; ; ; ; ; ; ; ; ;1; ; ;1;5; ;2;2;2; ;1;0; ; ;2;0;09;05;4806,94185215569
5225624;1;3;1;10;3;1;11;2001;18;3;6; ;1;1;1;1;2;1;4; ; ; ; ; ;1; ; ; ; ; ; ; ;1; ; ;1;1;35200;2;1;1;1;4;9; ; ;2;9;09;05;4806,94185215569
5225624;1;4;1;10;4;2;6;2002;18;5;6; ;1;3; ;2; ;1;3; ; ; ; ; ; ; ; ; ;1; ;CITAS DE LA NINA; ;1; ; ;1;5; ;2;1;2; ;5;11;2; ;2;11;09;05;4806,94185215569
5225624;1;5;1;10;4;2;1;2020;0;4;6; ; ;1;3;1;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;1;5; ;2; ; ; ; ; ; ; ;2; ;09;05;4806,94185215569
5225626;1;1;1;10;1;2;11;1980;39;1;6; ;2;2; ;2; ;1;2; ; ; ; ; ; ; ; ; ; ;1; ;1;1; ; ;1;1;35200;2;1;2; ;6;1;3; ;2;12;09;05;3029,32768221792
5225626;1;2;1;10;2;1;10;1979;40;2;6; ;2;2; ;2; ;1;1; ; ; ;1;1; ; ; ; ; ; ; ; ;2;1;96; ; ; ;2;2;2; ;1;0; ; ;2;0;09;05;3029,32768221792
5225627;1;1;1;10;1;1;8;1983;37;1;6; ;2;2; ;2; ;1;2; ; ; ; ; ; ; ; ; ; ;1; ;1;1; ; ;1;1;35200;2;1;2; ;3;4; ; ;2;4;09;05;4554,05227716676
5225627;1;2;1;10;2;2;7;1993;27;2;6; ;2;2; ;2; ;1;1; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ;1;5; ;2;1;2; ;4;6; ; ;2;6;09;05;4554,05227716676
5225627;1;3;1;10;2;2;9;2013;7;3;6; ; ;1;1;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;1;5; ;2;2;1;1;3;0; ; ;2;0;09;05;4554,05227716676
5225628;1;1;1;10;1;2;10;1969;50;1;6; ;5;3; ;3; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ;2;1; ; ;3; ; ;2;1;2; ;3;3; ; ;2;3;09;05;2874,57408557463
5225629;1;1;1;10;1;1;7;1976;44;1;6; ;3;3; ;2; ;1;2; ; ; ; ; ; ; ; ; ; ;1; ;2;1; ; ;3; ; ;2;1;2; ;4;6; ; ;2;6;09;05;3655,42578547916
5225629;1;2;1;10;2;2;12;1984;35;2;6; ;3;2; ;2; ;1;1; ; ; ; ; ; ; ; ;1; ; ; ; ;1; ; ;3; ; ;2;1;2; ;4;6; ; ;2;6;09;05;3655,42578547916
5225629;1;3;1;10;3;1;10;2001;18;3;6; ;6;1;1;1;2; ; ; ; ; ; ;1; ;1; ; ; ; ; ; ;1; ; ;3; ; ;2;1;2; ;5;10;1; ;2;10;09;05;3655,42578547916
5225629;1;4;1;10;4;1;4;2003;17;3;6; ;6;1;1;1;2; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ;3; ; ;2;1;2; ;4;9; ; ;2;9;09;05;3655,42578547916
5225631;1;1;1;10;1;1;1;1971;49;1;6; ;2;2; ;3; ;1;2; ;1; ;1; ; ;1; ;1; ; ; ;1;1; ; ;3; ; ;2;1;2; ;3;3; ; ;2;3;09;05;4382,4063123662
5225631;1;2;1;10;2;2;10;1985;34;2;6; ;2;3; ;2; ;1;1; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ;3; ; ;2;1;2; ;5;11;2; ;2;11;09;05;4382,4063123662
5225631;1;3;1;10;3;2;5;2000;20;3;6; ;6;1;1;1;2; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;09;05;4382,4063123662
5225631;1;4;1;10;3;1;4;2014;6;4;6; ; ;2; ;1;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2;2;1;1;3;0; ; ;2;0;09;05;4382,4063123662
5225631;1;5;1;10;5;1;1;2005;15;3;6; ;6;1;1;1;2; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ;3; ; ;2;1;2; ;4;6; ; ;2;6;09;05;4382,4063123662
5225631;1;6;1;10;6;2;9;2006;14;3;6; ;6;1;1;1;2; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;09;05;4382,4063123662
5225631;1;7;1;10;7;1;11;1938;81;5;6; ;4;3; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ;3; ; ;2;2;2; ;3;1; ; ;2;1;09;05;4382,4063123662
