DIRECTORIO;SECUENCIA_P;P5000;P5010;P5020;P5030;P5040;P5050;P5070;P5080;P5090;P5090S1;P5100;P5110;P5130;P5140;P5210S1;P5210S2;P5210S3;P5210S4;P5210S5;P5210S6;P5210S7;P5210S8;P5210S9;P5210S10;P5210S11;P5210S14;P5210S15;P5210S16;P5210S17;P5210S18;P5210S19;P5210S20;P5210S21;P5210S22;P5210S24;P5220;P5220S1;P6008;P6007;P6007S1;HOGAR;P4000;P4010;P4020;P4030S1;P4030S1A1;P4030S2;P4030S3;P4030S4;P4030S4A1;P4030S5;P4040;REGIS;AREA;MES;DPTO;fex_c_2011
5214050;1;3;2;1;1;1;1;1;3;1; ; ;45000000;99; ;2;1;2;2;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1;3;2; ;1;2;1;2;1;1;1;1;1;3;1;1;01;68;09;68;471,758307390615
5214051;1;4;2;1;1;1;1;1;3;1; ; ;98;99; ;1;1;2;2;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;3;2; ;1;1;1;4;1;1;1;1;1;3;1;1;01;68;09;68;450,450848657277
5214052;1;4;2;1;1;1;1;1;3;3; ; ; ; ;400000;2;1;2;1;1;1;1;2;2;2;1;2;2;1;2;2;2;2;2;2;2;1;2;3;2; ;1;2;1;2;1;2;1;1;1;3;1;1;01;68;09;68;646,070087202373
5214053;1;5;1;1;1;1;1;1;3;1; ; ;98;98; ;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;2;1;1;1;2;2;2; ;1;1;1;4;1;6;1;1;1;3;1;1;01;68;09;68;501,905751183659
5214054;1;4;3;1;1;1;1;1;3;3; ; ; ; ;450000;2;1;2;1;1;1;2;2;2;2;1;2;2;1;2;2;2;2;2;2;2;1;3;4;2; ;1;2;1;2;1;2;1;1;1;3;1;1;01;68;09;68;699,165985544904
5214055;1;3;2;1;1;1;1;1;3;3; ; ; ; ;500000;2;1;2;2;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;3;3;2; ;1;1;1;4;1;2;1;1;1;3;1;1;01;68;09;68;287,300572117251
5214056;1;3;2;1;1;1;1;1;3;3; ; ; ; ;600000;2;1;2;2;1;1;1;2;2;2;1;2;2;2;2;2;2;2;1;2;2;1;2;4;2; ;1;2;1;4;1;2;1;1;1;3;1;1;01;68;09;68;331,512401850531
5214057;1;4;2;1;1;1;1;1;3;1; ; ;99;700000; ;1;1;2;2;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;3;3;2; ;1;2;1;4;1;2;1;1;1;3;1;1;01;68;09;68;627,817800439214
5214058;1;5;2;1;1;1;1;1;3;4; ; ; ;700000; ;1;1;1;1;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1;2;2; ;1;1;1;4;1;3;1;1;1;3;1;1;01;68;09;68;626,056046760884
5214059;1;4;2;1;1;1;1;1;3;4; ; ; ;700000; ;1;1;1;1;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;4;2; ;1;1;1;4;1;3;1;1;1;3;1;1;01;68;09;68;576,362897912831
5214063;1;6;1;1;1;1;1;1;3;3; ; ; ; ;1200000;2;1;1;1;1;1;1;1;2;2;1;2;2;2;2;2;1;2;2;2;2;1;1;2;2; ;1;1;1;4;1;3;1;1;1;3;1;1;01;68;09;68;501,905751183659
5214066;1;3;1;1;1;1;1;1;3;3; ; ; ; ;350000;2;2;2;1;1;1;1;2;2;2;1;2;2;2;2;2;2;2;1;2;2;1;2;2;2; ;1;2;1;4;1;2;1;1;1;3;1;1;01;68;09;68;322,154166762021
5214067;1;3;2;1;1;1;1;1;3;3; ; ; ; ;460000;2;2;2;1;1;1;1;1;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;3;2; ;1;2;1;4;1;2;1;1;1;3;1;1;01;68;09;68;323,035043601186
5214069;1;3;2;1;1;1;1;1;3;3; ; ; ; ;250000;2;2;2;1;2;2;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1;2;2; ;1;2;1;4;1;2;1;1;1;3;1;1;01;68;09;68;266,807188014024
5214070;1;3;1;1;1;1;1;1;3;3; ; ; ; ;99;2;2;2;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;1;1;2;1;1;1;2; ;1;1;1;4;1;4;1;1;1;3;1;1;01;68;09;68;542,253788460769
5214100;1;6;3;1;1;1;1;1;3;1; ; ;350000000;1800000; ;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;2;2;1;2;1;4;4;2; ;1;1;1;4;1;4;1;1;1;3;1;1;01;76;09;76;1319,87002994022
5214101;1;2;1;1;1;1;1;1;4;3; ; ; ; ;420000;2;1;1;1;1;1;1;2;2;2;2;2;1;1;2;2;1;2;1;1;1;1;1;1;2; ;1;2;1;4;1;4;2;1;1;3;1;1;01;76;09;76;1337,6221999127
5214111;1;3;1;1;1;1;1;1;3;1; ; ;98;1200000; ;2;2;2;1;1;1;1;2;1;1;1;2;2;2;2;2;2;2;2;2;2;1;1;1;2; ;1;2;1;4;1;5;1;1;1;2;1;1;01;05;09;05;1296,13621776251
5214112;1;5;4;1;1;1;1;1;3;1; ; ;800000000;2500000; ;1;1;1;1;1;1;1;1;1;1;1;2;2;1;2;2;1;2;2;1;2;1;4;4;2; ;1;1;1;4;1;5;1;1;1;2;1;1;01;05;09;05;1037,07093980136
5214113;1;3;2;1;1;1;1;1;3;1; ; ;200000000;1200000; ;1;1;1;1;1;1;1;1;1;1;1;2;2;1;2;2;1;2;2;1;2;1;2;3;2; ;1;2;1;4;1;5;1;1;1;2;1;1;01;05;09;05;1157,96332442539
5214114;1;1;1;1;1;1;1;1;4;3; ; ; ; ;400000;2;2;1;2;1;1;1;2;2;2;1;2;2;2;2;2;1;1;2;2;2;1;3;5;2; ;1;3;1;4;1;3;2;1;1;2;1;1;01;05;09;05;1512,6973407405
5214116;1;4;3;1;1;1;1;1;3;1; ; ;250000000;800000; ;1;1;1;1;1;1;1;1;1;1;1;2;2;1;2;2;2;1;2;1;2;1;2;4;2; ;1;2;1;4;1;5;1;1;1;2;1;1;01;05;09;05;1235,90384298277
5214117;1;3;1;1;1;1;1;1;1;2; ;1600000;210000000;900000; ;1;1;1;1;1;1;1;1;2;2;1;1;2;1;2;2;2;1;2;2;2;1;1;1;2; ;1;2;1;4;1;5;2;1;1;2;1;1;01;05;09;05;1109,65847738232
5214118;1;3;1;1;1;1;1;1;3;1; ; ;99;400000; ;2;1;2;2;1;1;1;2;2;2;1;2;1;2;2;2;2;2;2;2;2;1;2;2;2; ;1;2;1;4;1;2;1;1;1;2;1;1;01;17;09;17;167,200557563862
5214119;1;3;1;1;1;1;1;1;3;1; ; ;50000000;300000; ;2;1;2;1;1;1;1;2;2;1;1;2;1;2;2;2;2;2;2;2;2;1;2;2;2; ;1;1;1;4;1;2;1;1;1;2;1;1;01;17;09;17;167,200557563862
5214120;1;4;3;1;1;1;1;1;3;1; ; ;80000000;400000; ;1;1;1;1;1;1;1;2;2;2;1;2;2;2;2;2;2;2;1;2;2;1;3;3;2; ;1;1;1;4;1;2;1;1;1;2;1;1;01;17;09;17;158,190227866323
5214121;1;4;3;1;1;1;1;1;3;1; ; ;120000000;400000; ;1;1;1;1;1;1;1;1;2;1;1;2;1;1;2;2;2;1;2;1;2;1;4;4;2; ;1;2;1;4;1;2;1;1;1;2;1;1;01;17;09;17;99,7992530345444
5214122;1;3;2;1;1;1;1;1;3;3; ; ; ; ;150000;1;1;1;1;1;1;1;2;2;1;1;2;1;1;2;2;2;1;1;1;2;1;2;3;2; ;1;1;1;4;1;2;1;1;1;2;1;1;01;17;09;17;228,202299560986
5214123;1;4;1;1;1;1;1;1;3;1; ; ;70000000;400000; ;2;1;2;1;1;1;1;2;2;2;1;2;1;2;2;2;1;1;2;2;2;1;1;2;2; ;1;1;1;4;1;3;1;1;1;3;1;2;01;54;09;54;392,712009829838
5214124;1;4;1;1;1;1;1;1;3;1; ; ;70000000;350000; ;2;2;2;2;1;1;1;2;2;2;1;2;1;2;2;2;1;2;2;2;2;1;2;2;2; ;1;1;1;4;1;3;1;1;1;3;1;2;01;54;09;54;392,712009829838
5214125;1;4;3;1;1;1;1;1;3;1; ; ;80000000;900000; ;1;1;1;1;1;1;1;1;2;2;1;2;2;1;2;2;2;2;1;2;1;1;2;2;2; ;1;1;1;4;1;3;1;1;1;3;1;1;01;50;09;50;176,232705102151
5214126;1;2;1;1;1;1;1;1;3;3; ; ; ; ;400000;2;1;1;1;1;1;1;2;2;2;1;2;2;2;2;2;1;2;2;2;2;1;1;3;2; ;1;2;1;2;1;2;1;1;1;3;1;2;01;50;09;50;319,45817732387
5214128;1;3;2;1;1;1;1;1;3;5; ; ; ;280000; ;2;2;2;1;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;2;2; ;1;2;1;2;1;2;1;1;1;3;1;1;01;50;09;50;176,232705102151
