DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;AREA;CLASE;P7250;P7260;P7280;P7280S1;P7310;P7320;P7350;P7350S1;P7360;P9460;P7390;P7390S1;P7420;P7420S1;P7420S2;P7420S3;P7420S4;P7420S5;P7420S6;P7420S7;P7420S7A1;P7420S8;P7422;P7422S1;P1806;P1519;P1883;RAMA2D_D_R4;OFICIO1;OFICIO2;DSI;DSCY;MES;RAMA4D_D_R4;DPTO;fex_c_2011
5214054;1;4;1;70;68;1;12;48;1; ;2;27;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;877803;2; ;31;33;45;1;1;09;3110;68;699,165985544904
5214059;1;1;1;70;68;1;5;30;1; ;2;20;1; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;877803;2; ;49;98;98;1;1;09;4921;68;576,362897912831
5214087;1;1;1;70;19;1;8;48;1; ;2;8;1; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;877810;2; ;31;81;81;1;1;09;3110;19;123,757489786702
5214089;1;1;1;70;19;1;20;48;1; ;2;20;1; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;41;95;95;1;2;09;4111;19;146,630604274122
5214091;1;1;1;70;19;1;24;45;1; ;2;24;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;56;53;53;1;2;09;5611;19;145,859740890762
5214092;1;1;1;70;19;1;20;45;1; ;2;20;1; ;9;2;3; ; ; ; ; ; ; ; ; ; ;1;2; ;980000;2; ;93;95;95;1;2;09;9329;19;148,761336008625
5214096;1;2;1;70;19;1;18;40;2; ;2;18;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;1500000;2; ;49;02;98;1;2;09;4921;19;150,338721517912
5214097;1;2;1;70;19;1;8;40;1; ;2;16;1; ;6;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;900000;2; ;55;39;39;1;1;09;5511;19;149,949637963226
5214099;3;2;3;70;19;1;52;48;1; ;2;20;1; ;5;2;1; ; ; ; ; ; ; ; ;1;VIVIR DEL REBUSQUE; ;2; ;900000;2; ;11;98;98;1;2;09;1104;19;158,492620578535
5214099;4;1;4;70;19;1;28;48;1; ;2;28;1; ;2;2;1; ; ; ; ; ; ; ;1; ; ; ;2; ;980000;2; ;47;32;33;1;2;09;4711;19;158,492620578535
