Directorio;Secuencia_p;Orden;Hogar;Regis;Area;P7250;P7260;P7280;P7280s1;P7310;P7320;P7350;P7350s1;P7360;P7390;P7390s1;P7420;P7420s1;P7420s2;P7420s3;P7420s4;P7420s5;P7420s6;P7420s7;P7420s8;P7420s7a1;P7422;P7422s1;P9460;Oficio1;Oficio2;Rama2d_d;Dsi;Dscy;Rama4d_d;Mes;Dpto;Fex_c_2011
3639567;1;4;1;70;17;4;48;1; ;2;4;1; ;9;8; ; ; ; ; ; ; ; ; ;1; ;2; ;2;38;38;64;1;1;6421;01;17;221,999433071129
3639573;1;1;1;70;17;4;48;1; ;2;4;2; ;9;7; ; ; ; ; ; ; ; ; ;1; ;2; ;2;13;13;80;1;1;8043;01;17;170,439010586674
3639573;1;2;1;70;17;4;48;1; ;2;12;1; ;9;6; ; ; ; ; ; ; ; ; ;1; ;2; ;2;79;79;18;1;1;1810;01;17;170,439010586674
3639597;1;1;1;70;17;48;48;1; ;2;48;4; ;1;1; ; ; ;1; ; ; ; ; ; ; ;2; ;2;53;54;85;1;2;8532;01;17;132,191008491264
3639601;2;1;2;70;17;3;48;1; ;2;4;1; ;7;1; ; ; ; ; ; ; ; ; ;1; ;1;344000;2;95;95;45;1;1;4521;01;17;166,290714213235
3639608;1;1;1;70;76;162;40;5; ;2;1;1; ;3;3; ; ; ; ; ; ; ; ; ;1; ;1;620000;2;51;45;52;1;2;5249;01;76;1060,33598280609
3639622;1;3;1;70;76;3;48;1; ;2;4;1; ;9;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;97;95;45;1;1;4522;01;76;1499,02650570873
3639625;1;1;1;70;76;2;50;1; ;2;2;1; ;2;7; ; ; ; ; ; ; ; ; ;1; ;1;550000;2;95;95;45;1;1;4521;01;76;761,638450114967
3639633;1;1;1;70;66;16;48;4; ;2;28;2; ;9;2; ; ; ; ;1; ; ; ; ; ; ;2; ;2;02;02;75;1;2;7512;01;66;329,14012412476
3639635;1;3;1;70;66;14;48;1; ;1; ; ; ; ; ; ;.; ; ; ; ; ; ; ; ;.; ; ; ;53; ; ;1;2; ;01;66;296,650805423051
3639645;1;2;1;70;66;2;50;1; ;2;2;1; ;8;1; ; ; ; ; ; ; ; ; ;1; ;1;350000;2;95;95;45;1;1;4521;01;66;223,644737211574
3639654;1;1;1;70;66;3;48;4; ;2;3;4; ;9;1; ; ;1; ; ; ; ; ; ; ; ;1;2400000;2;18;18;75;1;1;7513;01;66;346,416702911361
3639671;1;1;1;70;50;4;60;4; ;2;3;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;1;170000;2;85;85;45;1;1;4542;01;50;178,716284102935
3639672;1;1;1;70;50;24;48;4; ;2;12;4; ;1;8; ; ; ; ; ; ; ; ; ;1; ;2; ;2;98;98;60;1;2;6021;01;50;157,151598616719
3639721;1;5;1;70;17;99;48;1; ;2;780;1; ;9;1; ; ; ;1; ; ; ; ; ; ; ;2; ;2;45;45;52;1;2;5233;01;17;149,22395731966
3639727;1;1;1;70;17;8;48;4; ;2;8;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;87;95;45;1;1;4521;01;17;171,100889169895
3639739;1;1;1;70;17;192;48;1; ;2;192;1; ;3;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;33;40;52;1;2;5241;01;17;111,940007003369
3639739;1;2;1;70;17;48;48;1; ;2;960;1; ;5;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;79;33;50;1;2;5020;01;17;111,940007003369
3639739;1;3;1;70;17;6;48;1; ;2;6;1; ;9;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;07;07;85;1;1;8511;01;17;111,940007003369
3639751;1;2;1;70;17;2;48;1; ;1; ; ; ; ; ; ;.; ; ; ; ; ; ; ; ;.; ; ; ;45; ; ;1;1; ;01;17;167,870653006506
3639873;1;4;1;70;76;3;30;1; ;1; ; ; ; ; ; ;.; ; ; ; ; ; ; ; ;.; ; ; ;32; ; ;1;1; ;01;76;991,156472180964
3639874;1;1;1;70;76;200;48;1; ;2;200;1; ;9;3; ; ; ; ; ; ; ; ; ;1; ;2; ;2;97;97;15;1;2;1593;01;76;1175,93072058005
3639880;1;2;1;70;76;156;44;1; ;2;156;1; ;4;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;42;50;55;1;2;5521;01;76;527,528733130187
3639888;1;3;1;70;76;7;48;1; ;2;7;1; ;3;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;87;87;28;1;1;2811;01;76;1138,16785799271
3639891;1;1;1;70;76;2;60;1; ;2;2;1; ;6;1; ; ; ; ; ; ; ; ; ;1; ;1;500000;2;95;95;45;1;1;4521;01;76;1052,16559325416
3639891;1;2;1;70;76;98;60;2; ;2;312;1; ;3;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;55;97;15;1;2;1551;01;76;1052,16559325416
3639894;1;1;1;70;76;8;48;1; ;2;24;1; ;9;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;59;70;17;1;1;1720;01;76;1006,55438819876
3639896;1;1;1;70;76;2;48;1; ;2;2;4; ;4;1; ; ; ; ; ; ; ; ; ;1; ;1;600000;2;45;45;52;1;1;5233;01;76;1204,3855166508
3639897;2;1;2;70;76;4;48;3; ;2;4;3; ;1;1; ; ; ; ; ; ; ; ; ;1; ;1;500000;2;54;54;95;1;1;9500;01;76;1248,63837783804
3639899;1;2;1;70;76;12;48;1; ;2;12;1; ;6;7; ; ; ; ; ; ; ; ; ;1; ;2; ;2;32;97;51;1;1;5125;01;76;739,290564069526
3639901;1;1;1;70;76;208;48;1; ;2;4;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;1;50000;2;55;55;74;1;2;7493;01;76;1013,88327113659
3639901;1;2;1;70;76;2;48;4; ;2;2;4; ;5;1; ; ; ; ; ; ; ; ; ;1; ;1;540000;2;80;80;19;1;1;1924;01;76;1013,88327113659
3639916;1;3;1;70;73;24;36;4; ;2;24;4; ;9;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;13;13;80;1;2;8060;01;73;271,199266715492
3639924;1;4;1;70;73;20;45;3; ;2;4;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;54;54;74;1;2;7493;01;73;221,202160607744
3639925;1;1;1;70;73;5;48;4; ;2;300;3; ;1;2; ; ; ; ; ; ; ; ; ;1; ;1;60000;2;94;54;95;1;1;9500;01;73;294,711786195784
3639925;1;3;1;70;73;4;48;1; ;2;4;5; ;2;1; ; ; ; ; ; ; ; ; ;1; ;1;200000;2;03;84;50;1;1;5040;01;73;294,711786195784
3639929;1;2;1;70;66;104;48;1; ;2;104;4; ;1;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;95;45;52;1;2;5262;01;66;361,393840204981
3639934;1;1;1;70;66;26;42;3; ;2;26;3; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;54;54;95;1;2;9500;01;66;280,735578192868
3639942;1;2;1;70;66;8;48;1; ;2;8;1; ;7;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;55;55;15;1;1;1551;01;66;330,001098301187
3639945;1;1;1;70;66;24;48;4; ;2;24;4; ;1;7; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;45;51;1;2;5111;01;66;294,150801304943
3639946;1;3;1;70;66;16;48;1; ;2;16;4; ;9;1; ; ;1; ; ; ; ; ; ; ; ;2; ;2;32;13;80;1;2;8060;01;66;239,195565423534
3639949;1;2;1;70;66;4;48;4; ;2;4;4; ;1;7; ; ; ; ; ; ; ; ; ;1; ;1;600000;2;95;95;45;1;1;4521;01;66;257,906809304904
3639949;1;4;1;70;66;3;48;1; ;2;24;1; ;9;7; ; ; ; ; ; ; ; ; ;1; ;2; ;2;83;83;28;1;1;2811;01;66;257,906809304904
3639949;1;5;1;70;66;20;24;1; ;2;20;1; ;2;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;32;32;74;1;2;7411;01;66;257,906809304904
3639954;1;2;1;70;66;2;48;1; ;2;2;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;1;700000;2;03;93;45;1;1;4521;01;66;347,482041934701
3639968;1;1;1;70;50;4;48;1; ;2;4;1; ;4;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;43;81;45;1;1;4521;01;50;232,284742996939
3639970;1;2;1;70;50;3;48;3; ;2;3;3; ;1;9;ASEGURA QUE CON EL SISBEN; ; ; ; ; ; ; ; ;1; ;2; ;2;54;54;95;1;1;9500;01;50;178,716284102935
3639978;1;2;1;70;50;8;48;1; ;2;52;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;53;54;74;1;1;7493;01;50;173,808303448038
3639978;1;3;1;70;50;6;48;1; ;1; ; ; ; ; ; ;.; ; ; ; ; ; ; ; ;.; ; ; ;39; ; ;1;1; ;01;50;173,808303448038
3639995;1;1;1;70;50;26;60;1; ;2;104;1; ;5;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;53;53;85;1;2;8511;01;50;266,640945198317
3639996;1;2;1;70;50;8;48;1; ;2;20;1; ;6;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;39;52;1;1;5244;01;50;156,157864736387
3639997;1;3;1;70;50;4;60;1; ;2;4;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;95;95;45;1;1;4521;01;50;306,492105096805
3640001;1;2;1;70;50;56;60;1; ;2;156;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;98;98;60;1;2;6042;01;50;251,777908489429
3640009;1;2;1;70;68;8;48;1; ;1; ; ; ; ; ; ;.; ; ; ; ; ; ; ; ;.; ; ; ;32; ; ;1;1; ;01;68;565,127983020011
3640014;1;3;1;70;68;3;1;1; ;2;4;6; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;45;52;1;1;5244;01;68;437,679025954932
3640018;1;3;1;70;68;4;48;1; ;2;4;1; ;6;1; ; ; ; ; ; ; ; ; ;1; ;1;900000;2;13;13;80;1;1;8042;01;68;584,883274847487
3640074;1;2;1;70;17;2;48;1; ;2;4;1; ;8;2; ; ; ; ; ; ; ; ; ;1; ;1;103000;2;97;85;29;1;1;2930;01;17;205,305060690814
3640075;1;3;1;70;17;16;48;1; ;2;20;1; ;6;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;16;13;85;1;2;8532;01;17;166,952592796456
3640079;1;2;1;70;17;250;48;1; ;2;250;1; ;3;8; ; ; ; ; ; ; ; ; ;1; ;2; ;2;53;53;55;1;2;5521;01;17;183,937599515725
