Directorio;Secuencia_p;Orden;Hogar;Regis;Clase;P6440;P6450;P6460;P6460s1;P6400;P6422;P6424s2;P6424s3;P6424s1;P6426;P6430s1;P6480;P6480s1;P6500;P6510;P6510s1;P6510s2;P6590;P6590s1;P6600;P6600s1;P6610;P6610s1;P6620;P6620s1;P6585s2a1;P6585s3a1;P6585s4a1;P6585s3a2;P6585s2a2;P6585s1a2;P6585s2;P6585s3;P6585s1a1;P6585s4;P6585s1;P6580;P6580s1;P6580s2;P6630s3;P6630s4a1;P6630s3a1;P6630s2a1;P6630s1a1;P6630s4;P6630s2;P6630s1;P6640;P6765;P6765s1;P6772;P6750;P6760;P550;P6780;P6780s1;P6790;P6410;P6640s1;P9440;P6630s6;P6630s6a1;P6410s1;P6545s1;P6545;P6545s2;P6585s4a2;P6773s1;P6775;P6772s1;P388;P6800;P6810;P6810s1;P6850;P6830;P6830s1;P6870;P6880;P6880s1;P6920;P6930;P6940;P6960;P6980;P6980s1;P6980s2;P6980s3;P6980s4;P6980s5;P6980s6;P6980s7;P6980s8;P6980s7a1;P6990;P7020;P7026;P7028;P7028s1;P7040;P7045;P7050;P7050s1;P7070;P760;P9450;P6915s1;P6915;P7075;P7077;P390;P7090;P7100;P7110;P7120;P7130;P7140;P7140s1;P7140s2;P7140s3;P7140s4;P7140s5;P7140s6;P7140s7;P7140s8;P7140s9;P7140s9a1;P7150;P7160;P7170s1;P7170s5;P7170s6;P7180;P7240;P7240s1;P514;P515;P6430;Oficio;Rama2d;Oci;Rama4d;Rama4dp8;Rama2dp8;Inglabo;Mes;Dpto;Fex_c_2011
3647204;1;1;1;60;2;1;1; ; ;1;1;2;2;2;24; ;1; ;70000;2; ; ;2; ;1;100000;2; ;1;120000; ; ; ; ; ; ;2;2; ;2;2;2; ; ;2; ; ; ; ;2;2;2;2; ;.; ; ; ; ; ;.;12; ; ;2;2; ; ; ;2; ; ; ; ; ;63;40; ;.;40; ; ;1;1; ;2; ; ; ;1; ; ; ; ; ; ; ;1; ;2;1;72;4; ;1;7;4; ;0;12;2; ;5;1;1;63;1;20;1;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;8; ;1;1;3;54;95;1;9500; ; ;170000;01;63;908,82121600624
3647205;1;2;1;60;2;2; ; ; ; ; ; ; ; ;12; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;7; ;2;100000;1;300000;3; ;12; ; ; ; ; ; ; ; ; ; ; ;2; ;63;24;1; ;24; ; ;1;8; ;2; ; ; ;1; ; ; ; ; ; ; ;1; ;2;1;48;6; ;2; ; ; ; ;12;2; ;2; ; ; ;1;24;2;1;1;1;1;1;2;1;2;2;2;2;2; ;2;1;2;2;1;2;3; ;2;1;4;61;01;1;0123; ; ;100000;01;63;860,542498547724
3647205;1;3;1;60;2;1;2;2;2;1;2;1;1;1;0; ;1; ;616000;2; ; ;2; ;2; ;2; ;2; ;72000; ; ; ;2; ;1;2; ;2;2;2; ; ;2; ; ; ; ;2;2;2;2; ;.; ; ; ; ; ;.;12; ; ;2;2; ; ; ;2; ; ; ; ; ;63;48; ;.;48; ; ;9;7; ;1;1;1;0;1;1; ;1;1; ; ; ; ; ;1;1;12;4; ;1;48;4; ;240000;0;1; ;1;2;8;63;1;12;2;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;10;INGRESOS DE SU SEGUNDO TRA;2;1;2;58;80;1;8043; ; ;856000;01;63;860,542498547724
3647206;1;1;1;60;2;2; ; ; ; ; ; ; ; ;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ; ;300000;1;3000000;3; ;12; ; ; ; ; ; ; ; ; ; ; ;3; ;63;45; ;.;36;6; ;1;8; ;2; ; ; ;1; ; ; ; ; ; ; ;1; ;2;1;1;3; ;1;8;3; ;80000;0;2; ;2;2;1;63;1;18;2;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2;1;2;2; ;1;1;4;61;01;1;0113; ; ;380000;01;63;871,095125349411
3647206;1;2;1;60;2;2; ; ; ; ; ; ; ; ;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ; ;0;1;20000;3; ;2; ; ; ; ; ; ; ; ; ; ; ;3; ;63;4;1; ;4; ; ;1;1; ;2; ; ; ;1; ; ; ; ; ; ; ;1; ;2;1;2;4; ;2; ; ; ; ;6;2; ;6; ; ; ;1;20;2;1;1;1;2;1;2;2;2;2;2;2;2; ;2;1;2;2;1;2;3; ;1;1;4;41;52;1;5211; ; ;0;01;63;871,095125349411
3647207;1;1;1;60;2;2; ; ; ; ; ; ; ; ;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ; ;600000;1;3600000;3; ;12; ; ; ; ; ; ; ; ; ; ; ;3; ;63;40; ;.;40; ; ;1;5; ;2; ; ; ;1; ; ; ; ; ; ; ;1; ;2;1;24;1; ;1;10;6; ; ;0;2; ;2;2;1;63;1;10;1;1;1;1;1;1;2;1;2;2;1;2;2; ;1;1;2;2;1;1;8; ;2;1;4;41;51;1;5125; ; ;600000;01;63;763,168370896768
3647207;1;2;1;60;2;2; ; ; ; ; ; ; ; ;120; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;7; ;2;40000;1;500000;3; ;12; ; ; ; ; ; ; ; ; ; ; ;2; ;63;84; ;.;60;7;ESTUVO LA HIJA DE VACACIONES Y LE AYUDO;2;1; ;2; ; ; ;1; ; ; ; ; ; ; ;1; ;2;1;15;4; ;1;1;4; ;80000;4;2; ;11;1;2;63;2; ; ; ;1;1;1;1;2;2;1;2;2;2;2; ;2;1;2;2;1;1;3; ;1;1;4;41;52;1;5211; ; ;120000;01;63;763,168370896768
3647207;1;3;1;60;2;2; ; ; ; ; ; ; ; ;24; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;.; ; ; ; ; ;.;12; ; ; ; ; ; ; ; ; ; ; ; ; ;63;15;2; ;35; ; ;2;1; ; ; ; ; ;1; ; ; ; ; ; ; ;1; ;2;2; ; ; ;2; ; ; ; ; ;2; ;5; ; ; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;3; ;1;1;6;45;52;1;5211; ; ; ;01;63;763,168370896768
3650448;1;1;1;60;2;1;2;1; ;1;1;1;1;1;60; ;2; ;616000;2; ; ;2; ;2; ;2; ;2; ;72000;63000; ;2;2; ;1;1; ;2;2;2; ; ;1; ;308000;308000; ;2;1;2;2; ;.; ; ; ; ; ;.;12; ; ;2;2; ; ; ;2; ; ; ; ; ;19;52; ;.;52; ; ;9;7; ;1;1;1;8;1;1;1;1; ; ; ; ; ; ;1;1;4;4; ;2; ; ; ; ;0;1; ;1; ; ; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;1; ;1;1;1;97;15;1;1581; ; ;616000;01;19;860,649740287802
3650450;1;1;1;60;2;1;2;1; ;1;1;1;1;1;96; ;1; ;616000;2; ; ;2; ;2; ;2; ;2; ;72000;22000; ;2;2; ;1;1; ;2;2;2; ; ;1; ;308000;308000; ;2;1;2;2; ;.; ; ; ; ; ;.;12; ; ;2;2; ; ; ;2; ; ; ; ; ;19;56; ;.;56; ; ;9;7; ;1;1;1;8;1;1;1;1; ; ; ; ; ; ;1;1;36;4; ;2; ; ; ; ;0;1; ;1; ; ; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;1; ;1;2;1;03;15;1;1581; ; ;616000;01;19;1504,69373015512
