DIRECTORIO;SECUENCIA_P;P5000;P5010;P5020;P5030;P5040;P5050;P5070;P5080;P5090;P5090S1;P5100;P5110;P5130;P5140;P5210S1;P5210S2;P5210S3;P5210S4;P5210S5;P5210S6;P5210S7;P5210S8;P5210S9;P5210S10;P5210S11;P5210S14;P5210S15;P5210S16;P5210S17;P5210S18;P5210S19;P5210S20;P5210S21;P5210S22;P5210S24;P5220;P5220S1;P6006;P6008;P6007;P6007S1;HOGAR;P4000;P4010;P4020;P4030S1;P4030S1A1;P4030S2;P4030S3;P4030S4;P4030S4A1;P4030S5;P4040;REGIS;clase;MES;DPTO;fex_c_2011;AREA
4167693;1;4;3;1;1;1;1;1;3;1; ; ;80000000;450000; ;2;1;1;1;1;1;1;2;2;2;1;2;2;1;2;2;1;1;2;2;2;1;4; ;5;2; ;1;1;1;4;1;2;1;1;1;3;1;2;01;1;10;50;173,429300162236;50
4167694;1;1;1;1;1;1;1;6; ;3; ; ; ; ;250000;2;1;1;2;2;2;2;2;2;2;1;2;2;1;2;2;1;1;2;2;2;1;1; ;1;2; ;1;2;1;4;1;4;2;1;1;3;1;1;01;1;10;50;263,813090596777;50
4167695;1;3;2;1;1;1;1;1;4;3; ; ; ; ;220000;2;2;2;2;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1; ;2;2; ;1;2;1;5;1;2;2;1;1;3;1;1;01;1;10;52;168,193841649818;52
4167696;1;7;3;1;1;1;1;1;4;1; ; ;98;98; ;1;2;2;2;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1; ;3;2; ;1;1;1;4;1;3;2;1;1;3;1;1;01;1;10;52;163,982218119096;52
4167697;1;1;1;1;1;1;1;1;4;1; ; ;50000000;300000; ;1;2;2;2;2;1;1;2;2;2;1;1;1;2;2;2;2;2;2;2;2;1;2; ;3;2; ;1;1;1;2;1;2;2;1;1;3;1;1;01;1;10;52;205,805533017357;52
4167698;1;2;2;1;2;1;1;1;3;3; ; ; ; ;250000;2;1;2;2;1;2;1;2;2;2;1;2;2;2;2;2;2;1;2;2;2;1;2; ;4;2; ;1;1;1;4;1;2;1;1;1;3;1;1;01;1;10;52;292,486363711883;52
4167698;2;1;1;1;2;1;1;1;3;3; ; ; ; ;250000;2;1;2;2;2;2;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2; ;4;2; ;2;1;1;4;1;2;1;1;1;3;1;1;01;1;10;52;292,486363711883;52
4167699;1;4;3;1;1;1;1;1;4;3; ; ; ; ;300000;2;1;1;2;1;1;1;1;2;1;1;1;1;1;2;2;2;2;1;2;2;1;4; ;4;2; ;1;1;1;4;1;2;2;1;1;3;1;1;01;1;10;52;172,290812839147;52
4167700;1;2;1;1;1;1;1;1;4;3; ; ; ; ;250000;2;2;2;2;2;1;1;2;2;2;1;1;1;1;2;2;2;1;2;2;2;1;1; ;4;2; ;1;2;1;4;1;2;2;1;1;3;1;1;01;1;10;52;214,883086044624;52
4167701;1;3;2;1;1;1;1;1;4;4; ; ; ;350000; ;2;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;2;2;2;2;1;2; ;2;2; ;1;2;1;4;1;2;2;1;1;3;1;1;01;1;10;52;189,357892452054;52
4167702;1;2;1;1;1;1;1;1;4;3; ; ; ; ;250000;2;1;1;1;1;1;1;2;2;2;1;2;2;1;2;2;2;2;2;2;2;1;2; ;3;2; ;1;2;1;4;1;2;2;1;1;3;1;1;01;1;10;52;203,139354095477;52
4167703;1;6;5;1;1;1;1;1;4;1; ; ;160000000;600000; ;1;1;1;1;1;1;1;2;2;1;1;1;2;1;2;2;2;2;2;2;2;1;5; ;5;2; ;1;1;1;4;1;2;2;1;1;3;1;1;01;1;10;52;131,85240385493;52
4167704;1;4;2;1;1;1;1;1;4;3; ; ; ; ;350000;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;2;1;2;2;1;2; ;3;2; ;1;2;1;4;1;2;2;1;1;3;1;1;01;1;10;52;161,316039197217;52
4167705;1;4;2;1;1;1;1;1;3;1; ; ;90000000;250000; ;1;1;1;2;1;1;1;2;2;2;1;1;2;1;2;2;2;2;2;2;2;1;1; ;4;2; ;1;1;1;4;1;2;1;1;1;3;1;1;01;1;10;52;170,699139456116;52
4167706;1;4;2;1;1;1;1;1;4;4; ; ; ;350000; ;1;1;1;1;1;1;1;2;2;1;1;1;1;1;2;2;2;1;2;1;2;1;3; ;3;2; ;1;1;1;4;1;2;2;1;1;3;1;1;01;1;10;52;211,90650674755;52
4167707;1;5;3;1;1;1;1;1;3;1; ; ;98;98; ;2;1;1;1;1;1;1;2;1;1;1;2;1;1;2;2;2;2;2;2;2;1;3; ;4;2; ;1;1;1;4;1;2;1;1;1;3;1;1;01;1;10;52;152,077605054368;52
4167708;1;5;4;1;1;1;1;1;4;3; ; ; ; ;400000;2;1;1;2;1;1;1;1;1;1;1;1;1;1;2;2;2;2;2;2;2;1;4; ;7;2; ;1;2;1;4;1;2;2;1;1;3;1;1;01;1;10;52;177,131517156163;52
4167709;1;4;1;1;1;1;1;1;4;3; ; ; ; ;850000;2;1;1;1;1;1;1;2;1;1;1;2;1;2;2;2;2;2;1;2;2;1;2; ;2;2; ;1;2;1;4;1;3;2;1;1;3;1;1;01;1;10;52;186,691713530174;52
4167710;1;3;2;1;1;1;1;1;4;3; ; ; ; ;350000;2;1;1;2;1;1;1;1;1;1;1;1;1;1;2;2;2;2;1;2;2;1;2; ;4;2; ;1;2;1;4;1;2;2;1;1;3;1;1;01;1;10;52;237,121299964926;52
4167711;1;4;2;1;1;1;1;1;4;3; ; ; ; ;600000;1;1;1;1;1;1;1;2;1;1;1;1;1;1;2;2;2;1;2;1;2;1;2; ;3;2; ;1;2;1;4;1;3;2;1;1;3;1;1;01;1;10;52;209,420814603967;52
4167712;1;2;2;1;2;1;1;1;4;3; ; ; ; ;150000;2;2;1;2;2;1;1;2;2;2;1;1;2;2;2;2;2;1;2;2;2;1;1; ;3;2; ;1;4;1;4;1;2;2;1;1;3;1;1;01;1;10;52;222,891875872196;52
4167713;1;4;3;1;1;1;1;1;3;1; ; ;98;400000; ;1;1;1;1;1;1;1;2;2;1;1;1;1;1;2;2;2;2;1;2;2;1;3; ;4;2; ;1;1;1;4;1;2;1;1;1;3;1;1;01;1;10;52;201,774053844149;52
4167714;1;5;3;1;1;1;1;1;4;1; ; ;180000000;500000; ;1;1;1;1;1;1;1;2;1;1;1;2;1;1;2;2;2;2;2;1;2;1;4; ;6;2; ;1;2;1;3;1;3;2;1;1;3;1;1;01;1;10;52;168,571131973078;52
4167715;1;2;2;1;1;1;1;1;4;3; ; ; ; ;98;2;2;1;2;2;1;1;2;2;1;1;2;2;1;2;2;2;2;2;2;2;1;2; ;2;2; ;1;4;1;4;1;3;2;1;1;3;1;1;01;1;10;52;216,298617056568;52
4167716;1;4;2;1;1;1;1;1;4;1; ; ;180000000;450000; ;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;2;1;1;2;1;3; ;3;2; ;1;1;1;4;1;3;1;1;1;3;1;1;01;1;10;52;141,925546488252;52
4167717;1;3;1;1;1;1;1;1;4;3; ; ; ; ;400000;2;2;2;2;1;1;1;1;2;1;1;2;2;1;2;2;2;2;2;2;2;1;1; ;1;2; ;1;2;1;4;1;4;2;1;1;3;1;1;01;1;10;52;174,947981581027;52
4167718;1;1;1;1;2;1;1;2;4;3; ; ; ; ;160000;2;2;2;2;2;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1; ;2;2; ;1;4;1;3;1;3;2;1;1;3;1;1;01;1;10;52;201,754448181434;52
4167719;1;5;4;1;1;1;1;1;4;1; ; ;120000000;500000; ;2;1;1;1;1;1;1;2;2;1;1;2;2;1;2;2;2;1;1;2;2;1;3; ;5;2; ;1;1;1;4;1;2;2;1;1;3;1;1;01;1;10;52;203,158959758192;52
4167720;1;8;2;1;1;1;1;1;4;1; ; ;400000000;800000; ;2;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;2;2;1;2;1;3; ;3;2; ;1;1;1;4;1;4;2;1;1;3;1;1;01;1;10;52;179,044952770356;52
4167721;1;3;1;1;1;1;1;1;4;1; ; ;100000000;500000; ;1;1;1;2;1;1;1;2;2;1;1;2;1;2;2;2;2;2;2;2;2;1;2; ;2;2; ;1;1;1;4;1;2;2;1;1;3;1;1;01;1;10;52;167,301220821209;52
4167722;1;7;2;1;1;1;1;1;4;1; ; ;99;1000000; ;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;2;2;2;1;1;2;1;3; ;3;2; ;1;2;1;4;1;4;2;1;1;3;1;1;01;1;10;52;179,044952770356;52
4167723;1;2;1;1;1;1;1;1;4;3; ; ; ; ;220000;2;2;2;2;2;1;1;2;2;2;1;1;2;2;2;2;2;1;2;2;2;1;2; ;3;2; ;1;2;1;3;1;2;2;1;1;3;1;1;01;1;10;52;199,580554344989;52
4167724;1;5;4;1;1;1;1;1;4;3; ; ; ; ;500000;2;1;1;1;1;1;1;2;1;1;1;1;1;1;2;2;2;1;1;2;2;1;4; ;5;2; ;1;2;1;4;1;2;2;1;1;3;1;1;01;1;10;52;235,127892906777;52
4167725;1;1;1;1;2;1;1;2;4;3; ; ; ; ;170000;2;2;2;2;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2; ;3;2; ;1;4;1;4;1;3;2;1;1;3;1;1;01;1;10;52;161,439701718608;52
4167726;1;1;1;1;2;1;1;1;4;3; ; ; ; ;180000;2;2;2;2;2;1;1;2;2;2;1;2;1;2;2;2;2;2;2;2;2;1;1; ;1;2; ;1;4;1;4;1;3;2;1;1;3;1;1;01;1;10;52;193,569515982775;52
4167727;1;2;1;1;1;1;1;1;4;3; ; ; ; ;350000;2;1;2;2;2;1;1;2;2;2;1;2;1;2;2;2;2;2;2;2;2;2; ; ;3;2; ;1;2;1;4;1;2;2;1;1;3;1;1;01;1;10;52;235,108287244062;52
4167728;1;3;2;1;1;1;1;1;4;3; ; ; ; ;500000;2;2;2;2;2;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2; ;2;2; ;1;2;1;4;1;3;2;1;1;3;1;1;01;1;10;52;216,298617056568;52
4167729;1;1;1;1;1;1;1;1;4;3; ; ; ; ;400000;2;1;1;2;2;1;1;1;2;1;1;1;2;1;2;2;2;2;2;2;2;1;2; ;2;2; ;1;2;1;4;1;4;2;1;1;3;1;1;01;1;10;52;168,193841649818;52
4167730;1;1;1;1;1;1;1;1;4;3; ; ; ; ;150000;2;2;2;2;1;2;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2; ; ;1;2; ;1;2;1;4;1;2;2;1;1;3;1;1;01;1;10;52;177,614160502907;52
4167731;1;3;1;1;1;1;1;1;4;3; ; ; ; ;450000;2;1;1;1;1;1;1;2;2;2;1;1;1;2;2;2;2;2;2;2;2;1;2; ;2;2; ;1;2;1;4;1;2;2;1;1;3;1;1;01;1;10;52;186,691713530174;52
4167732;1;3;2;1;1;1;1;1;4;4; ; ; ;98; ;2;2;2;1;1;1;2;2;2;1;1;2;2;2;2;2;2;1;2;2;2;1;1; ;4;2; ;1;2;1;4;1;3;2;1;1;3;1;1;01;1;10;52;234,635607821343;52
4167733;1;4;3;1;1;1;1;1;3;2; ;260000;98;300000; ;2;2;2;2;1;1;1;2;2;2;1;2;2;2;2;2;1;1;2;2;2;1;2; ;3;2; ;1;2;1;4;1;2;1;1;1;3;1;2;01;1;10;54;309,003743909588;54
4167734;1;2;1;1;1;1;1;1;4;3; ; ; ; ;300000;2;1;1;2;2;1;1;2;2;2;1;2;1;2;2;2;1;2;2;2;2;1;1; ;4;2; ;1;1;1;4;1;2;2;1;1;3;1;2;01;1;10;54;410,654973229104;54
4167735;1;4;2;1;1;1;1;1;4;3; ; ; ; ;300000;1;1;1;1;1;1;1;2;1;2;1;1;1;1;2;2;1;2;1;2;2;1;2; ;3;2; ;1;2;1;4;1;2;1;1;1;3;1;2;01;1;10;54;359,365068804737;54
4167736;1;3;2;1;1;1;1;1;4;3; ; ; ; ;200000;2;1;1;2;1;1;1;1;2;2;1;2;1;1;2;2;1;2;1;2;2;1;2; ;3;2; ;1;1;1;4;1;3;2;1;1;3;1;2;01;1;10;54;718,730137609474;54
4167737;1;5;1;1;1;1;1;1;4;3; ; ; ; ;387000;2;2;2;2;1;1;1;2;2;2;1;2;2;2;2;2;1;2;2;2;2;1;1; ;1;2; ;1;1;1;4;1;3;2;1;1;3;1;2;01;1;10;54;756,480929523217;54
4167738;1;5;2;1;1;1;1;1;3;1; ; ;98;98; ;1;1;2;2;1;1;1;2;2;2;1;2;1;2;2;2;1;2;2;2;2;1;3; ;3;2; ;1;1;1;4;1;3;1;1;1;3;1;2;01;1;10;54;536,363337769908;54
4167739;1;4;4;1;1;1;1;1;3;5; ; ; ;400000; ;2;1;1;2;1;1;1;2;2;2;1;2;2;1;2;2;1;1;1;2;2;1;2; ;7;2; ;1;2;1;4;1;2;1;1;1;3;1;2;01;1;10;54;323,134941185392;54
4167740;1;3;2;1;1;1;1;1;3;2; ;700000;98;300000; ;1;1;1;1;1;1;1;2;2;2;1;1;2;2;2;1;1;1;1;2;2;1;2; ;4;2; ;1;1;1;4;1;3;1;1;1;3;1;2;01;1;10;54;835,93051432492;54
4167741;1;3;2;1;1;1;1;1;4;4; ; ; ;200000; ;1;2;2;2;1;1;1;2;1;2;1;2;2;2;2;2;1;1;2;2;2;1;1; ;5;2; ;1;2;1;4;1;3;2;1;1;3;1;2;01;1;10;54;921,213957575679;54
4167742;1;3;2;1;1;1;1;1;3;4; ; ; ;250000; ;2;2;2;1;1;1;1;2;1;2;1;2;2;2;2;2;1;1;2;2;2;1;2; ;3;2; ;1;1;1;4;1;2;1;1;1;3;1;2;01;1;10;54;359,365068804737;54
4167743;1;3;1;1;1;1;1;1;3;1; ; ;98;300000; ;1;1;2;2;1;1;1;2;2;2;1;2;2;2;2;2;1;2;2;2;2;1;2; ;2;2; ;1;2;1;2;1;2;1;1;1;3;1;2;01;1;10;54;368,605336368905;54
4167744;1;4;2;1;1;1;1;1;4;3; ; ; ; ;430000;2;2;2;2;1;1;1;2;2;2;1;1;2;2;2;2;1;2;2;2;2;1;1; ;4;1;1;1;1;1;4;1;2;2;1;1;3;1;2;01;1;10;54;397,156845618227;54
4167745;1;4;2;1;1;1;1;1;3;1; ; ;98;500000; ;2;1;2;2;1;1;1;2;2;2;1;1;2;1;2;2;1;2;2;1;2;1;2; ;4;2; ;1;1;1;4;1;2;1;1;1;3;1;2;01;1;10;54;417,96525716246;54
4167746;1;4;1;1;1;1;1;1;3;3; ; ; ; ;450000;1;2;1;1;1;1;1;2;2;2;1;2;2;2;2;2;1;2;2;1;2;1;2; ;2;2; ;1;1;1;4;1;2;1;1;1;3;1;2;01;1;10;54;300,764880447013;54
4167747;1;3;2;1;1;1;1;1;3;5; ; ; ;300000; ;2;2;1;1;1;1;1;2;2;2;1;2;2;2;2;2;1;2;2;2;2;1;2; ;4;2; ;1;2;1;2;1;2;1;1;1;3;1;2;01;1;10;54;310,823390510333;54
4167748;1;3;2;1;1;1;1;1;4;5; ; ; ;350000; ;2;2;2;2;1;2;1;2;2;2;1;1;1;2;2;2;1;1;2;2;2;1;2; ;4;2; ;1;1;1;2;1;1;2;1;1;3;1;2;01;1;10;54;402,006790430116;54
4167749;1;3;2;1;1;1;1;4;4;5; ; ; ;250000; ;2;1;2;2;1;1;1;2;2;2;1;1;2;2;2;2;1;2;2;2;2;1;1; ;3;1;1;1;1;1;2;1;1;2;1;1;3;1;2;01;1;10;54;438,660299720077;54
4167750;1;4;2;1;1;1;1;1;3;5; ; ; ;250000; ;2;1;1;1;1;1;1;2;2;2;1;2;2;1;2;2;1;1;1;2;2;1;3; ;4;2; ;1;1;1;4;1;2;1;1;1;3;1;2;01;1;10;54;295,298317788984;54
4167751;1;1;1;1;2;1;1;2;4;5; ; ; ;180000; ;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;1; ;1;2; ;1;1;1;2;1;1;2;1;1;3;1;2;01;1;10;54;329,939402709054;54
4167751;2;1;1;1;2;1;1;2;4;4; ; ; ;150000; ;2;2;2;2;1;1;1;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;1; ;4;2; ;2;1;1;2;1;1;2;1;1;3;1;2;01;1;10;54;329,939402709054;54
4167752;1;6;3;1;1;1;1;1;3;1; ; ;98;300000; ;1;2;2;1;1;2;1;2;2;2;1;2;2;2;2;2;1;2;2;2;2;1;2; ;4;2; ;1;1;1;4;1;2;1;1;1;3;1;2;01;1;10;54;353,800238139934;54
4167753;1;3;2;1;1;1;1;1;3;1; ; ;120000000;350000; ;2;1;2;1;1;1;1;2;2;2;1;1;2;2;2;2;1;1;2;2;2;1;2; ;3;2; ;1;1;1;4;1;1;1;1;1;3;1;2;01;1;10;54;359,365068804737;54
4167754;1;4;2;1;1;1;1;1;3;3; ; ; ; ;600000;1;2;1;1;1;1;1;2;2;2;1;1;1;1;2;2;1;2;1;1;2;1;3; ;3;2; ;1;1;1;4;1;1;1;1;1;3;1;2;01;1;10;54;382,618718490594;54
4167755;1;4;1;1;2;1;1;1;3;5; ; ; ;300000; ;2;2;1;1;1;1;1;2;2;2;1;2;2;2;2;2;1;2;2;2;2;1;1; ;2;2; ;1;1;1;2;1;1;1;1;1;3;1;2;01;1;10;54;340,40037853583;54
4167755;2;3;2;1;2;1;1;1;4;4; ; ; ;200000; ;2;2;2;1;1;1;1;2;2;2;1;2;2;2;2;2;1;2;2;2;2;1;2; ;3;2; ;2;1;1;2;1;1;1;1;1;3;1;2;01;1;10;54;340,40037853583;54
4167756;1;3;1;1;1;1;1;1;4;1; ; ;98;98; ;2;1;2;2;1;2;1;2;2;2;1;2;2;2;2;2;1;2;2;2;2;1;1; ;1;2; ;1;1;1;2;1;1;2;1;1;3;1;2;01;1;10;54;378,240464761609;54
4167757;1;3;1;1;1;1;1;1;4;1; ; ;20000000;200000; ;2;2;2;1;1;1;1;2;2;2;1;2;2;2;2;2;1;2;2;2;2;1;2; ;2;2; ;1;1;1;4;1;1;2;1;1;3;1;2;01;1;10;54;368,605336368905;54
4167758;1;4;2;1;1;1;1;1;3;1; ; ;130000000;600000; ;1;1;1;1;1;1;1;1;2;2;1;1;1;1;2;2;1;1;1;1;2;1;2; ;2;2; ;1;1;1;4;1;4;1;1;1;3;1;2;01;1;10;54;380,060111362354;54
4167759;1;4;3;1;1;1;1;1;3;1; ; ;120000000;600000; ;1;1;1;1;1;1;1;2;2;2;1;2;2;1;2;2;1;1;2;1;2;1;3; ;4;2; ;1;1;1;4;1;4;1;1;1;3;1;2;01;1;10;54;353,800238139934;54
4167760;1;3;2;1;1;1;1;1;3;1; ; ;98;500000; ;1;1;1;1;1;1;1;2;2;2;1;1;1;1;2;2;1;2;1;2;2;1;2; ;2;2; ;1;1;1;4;1;4;1;1;1;3;1;2;01;1;10;54;304,835178174914;54
4167761;1;5;4;1;1;1;1;1;3;2; ;930000;230000000;700000; ;1;1;1;1;1;1;1;1;2;2;1;1;1;1;2;2;1;2;1;1;2;1;3; ;6;2; ;1;1;1;4;1;3;1;1;1;3;1;2;01;1;10;54;500,008714207764;54
4167762;1;4;1;1;1;1;1;1;3;2; ;500000;98;600000; ;2;1;1;1;1;1;1;2;1;2;1;2;2;1;2;2;1;2;2;1;2;1;1; ;1;2; ;1;1;1;4;1;4;1;1;1;3;1;2;01;1;10;54;374,170167033708;54
4167763;1;1;1;1;1;1;1;1;4;3; ; ; ; ;300000;2;1;2;2;1;1;1;2;2;2;1;1;2;2;2;2;1;2;2;2;2;1;1; ;1;2; ;1;2;1;4;1;1;2;1;1;3;1;2;01;1;10;54;374,170167033708;54
4167764;1;2;1;1;1;1;1;1;4;3; ; ; ; ;200000;2;1;2;1;1;1;1;2;2;2;1;1;1;2;2;2;1;2;1;2;2;1;2; ;4;2; ;1;1;1;2;1;1;2;1;1;3;1;2;01;1;10;54;403,344689295748;54
4167765;1;4;3;1;1;1;1;1;3;3; ; ; ; ;500000;2;1;2;2;1;1;1;2;2;2;1;2;1;1;2;2;1;1;1;1;2;1;2; ;4;2; ;1;1;1;4;1;2;1;1;1;3;1;2;01;1;10;54;433,908622914961;54
4167766;1;5;3;1;1;1;1;1;3;3; ; ; ; ;400000;2;2;2;1;2;1;1;2;2;2;1;2;2;2;2;2;1;1;2;2;2;1;1; ;5;2; ;1;1;1;4;1;2;1;1;1;3;1;2;01;1;10;54;460,60697878784;54
4167767;1;3;2;1;1;1;1;3;3;3; ; ; ; ;450000;1;2;1;1;1;1;1;2;2;2;1;2;2;1;2;2;1;2;1;2;2;1;2; ;2;2; ;1;2;1;4;1;2;1;1;1;3;1;2;01;1;10;54;419,272227780554;54
4167768;1;5;3;1;1;1;1;1;4;3; ; ; ; ;450000;2;2;2;2;1;1;1;1;2;2;1;1;1;2;2;2;1;2;2;2;2;1;2; ;5;2; ;1;1;1;4;1;2;2;1;1;3;1;2;01;1;10;54;492,508811272685;54
4167769;1;3;2;1;1;1;1;1;3;5; ; ; ;350000; ;2;1;2;2;1;1;1;2;2;2;1;2;2;2;2;2;1;2;1;2;2;1;3; ;4;2; ;1;2;1;4;1;2;1;1;1;3;1;2;01;1;10;54;270,001315485699;54
4167770;1;4;2;1;1;1;1;1;3;3; ; ; ; ;400000;2;1;2;2;1;1;1;2;2;2;1;2;2;2;2;2;1;2;2;2;2;1;2; ;2;2; ;1;1;1;4;1;2;1;1;1;3;1;2;01;1;10;54;456,024005077288;54
4167771;1;4;1;1;1;1;1;1;3;3; ; ; ; ;375000;2;1;2;2;1;1;1;1;1;2;1;1;1;2;2;2;1;1;2;1;2;1;2; ;3;2; ;1;2;1;4;1;2;1;1;1;3;1;2;01;1;10;54;352,054784871381;54
4167772;1;3;2;1;1;1;1;1;3;1; ; ;98;450000; ;1;1;2;1;1;1;1;2;2;2;1;1;1;1;2;2;1;2;2;1;2;1;3; ;4;2; ;1;1;1;4;1;2;1;1;1;3;1;2;01;1;10;54;349,729940412033;54
4167773;1;7;3;1;1;1;1;1;3;2; ;2000000;98;700000; ;2;1;1;1;1;1;1;2;2;2;1;2;2;1;2;2;1;2;2;2;2;1;3; ;3;2; ;1;1;1;4;1;3;1;1;1;3;1;2;01;1;10;54;411,247057994284;54
4167774;1;4;3;1;1;1;1;1;3;3; ; ; ; ;800000;1;1;1;1;1;1;1;2;1;2;1;2;1;1;2;1;1;1;2;1;2;1;2; ;4;2; ;1;1;1;4;1;3;1;1;1;3;1;2;01;1;10;54;433,908622914961;54
4167775;1;4;1;1;1;1;1;1;3;1; ; ;200000000;800000; ;1;1;2;1;1;1;1;1;2;2;1;2;1;2;2;2;1;2;2;2;2;1;1; ;1;2; ;1;1;1;4;1;3;1;1;1;3;1;2;01;1;10;54;378,240464761609;54
4167776;1;3;2;1;1;1;1;1;3;4; ; ; ;300000; ;1;2;2;1;1;1;1;2;2;2;1;1;1;1;2;2;1;1;2;2;2;1;2; ;2;2; ;1;2;1;4;1;2;1;1;1;3;1;2;01;1;10;54;419,272227780554;54
4167777;1;2;1;1;2;1;1;1;3;4; ; ; ;200000; ;2;2;2;1;1;1;1;1;2;2;1;1;1;2;2;2;1;2;2;2;2;1;1; ;1;1;1;1;4;1;4;1;2;1;1;1;3;1;2;01;1;10;54;337,418389736974;54
4167778;1;5;3;1;1;1;1;1;3;3; ; ; ; ;680000;2;1;1;1;1;1;1;2;2;2;1;1;1;1;2;1;1;1;2;1;2;1;2; ;3;2; ;1;1;1;4;1;3;1;1;1;3;1;2;01;1;10;54;537,877843120869;54
4167779;1;5;3;1;1;1;1;1;4;3; ; ; ; ;98;2;2;2;1;1;1;1;2;1;2;1;1;2;2;2;2;1;1;1;2;2;1;3; ;4;2; ;1;2;1;4;1;2;2;1;1;3;1;2;01;1;10;54;513,203853830301;54
4167780;1;4;2;1;1;1;1;1;3;1; ; ;80000000;400000; ;2;1;2;1;1;1;1;2;2;2;1;2;2;2;2;2;1;2;2;1;2;1;2; ;3;2; ;1;1;1;4;1;2;1;1;1;3;1;2;01;1;10;54;359,365068804737;54
4167781;1;1;1;1;1;1;1;2;4;4; ; ; ;150000; ;2;2;1;2;1;2;1;2;2;2;1;1;2;1;2;2;1;2;1;2;2;1;2; ;3;2; ;1;2;1;2;1;2;2;1;1;3;1;2;01;1;10;54;586,609140416996;54
4167782;1;3;2;1;1;1;1;1;3;3; ; ; ; ;400000;2;2;2;2;1;1;1;2;2;2;1;2;1;2;2;2;1;2;2;2;2;1;2; ;3;2; ;1;1;1;4;1;2;1;1;1;3;1;2;01;1;10;54;501,126065824135;54
4167783;1;4;2;1;1;1;1;1;3;1; ; ;150000000;700000; ;1;1;1;1;1;1;1;1;2;2;1;1;1;1;2;2;1;2;2;2;2;1;1; ;1;2; ;1;1;1;4;1;3;1;1;1;3;1;2;01;1;10;54;378,240464761609;54
4167784;1;3;2;1;1;1;1;1;3;3; ; ; ; ;400000;2;2;2;1;1;1;1;2;2;2;1;1;1;2;2;2;1;2;2;2;2;1;2; ;4;1;1;1;2;1;4;1;2;1;1;1;3;1;2;01;1;10;54;498,598386943432;54
4167785;1;4;1;1;1;1;1;1;3;4; ; ; ;400000; ;2;1;2;1;1;1;1;2;2;2;1;1;2;2;2;2;1;2;1;2;2;1;1; ;1;2; ;1;2;1;2;1;2;1;1;1;3;1;2;01;1;10;54;374,170167033708;54
4167786;1;2;1;1;1;1;1;1;3;3; ; ; ; ;220000;2;2;2;2;1;1;1;2;2;2;1;2;2;2;2;2;1;1;2;2;2;1;1; ;1;2; ;1;2;1;4;1;2;1;1;1;3;1;2;01;1;10;54;401,188547930964;54
4167787;1;3;3;1;1;1;1;1;3;1; ; ;98;200000; ;1;1;1;1;1;1;1;2;2;2;1;2;2;1;2;2;2;2;2;2;2;1;3; ;3;2; ;1;1;1;4;1;2;1;1;1;3;1;1;01;1;10;63;108,285699340188;63
4167788;1;4;3;1;1;1;1;1;3;4; ; ; ;350000; ;2;1;1;1;1;1;1;2;2;2;1;1;1;2;2;2;2;1;1;2;2;1;3; ;4;2; ;1;1;1;4;1;2;1;1;1;3;1;1;01;1;10;63;104,858441872298;63
4167789;1;3;2;1;1;1;1;1;3;3; ; ; ; ;350000;2;1;2;2;1;1;1;2;2;2;1;2;2;2;2;2;2;2;1;2;2;1;2; ;5;2; ;1;2;1;4;1;3;1;1;1;3;1;1;01;1;10;63;252,057595992827;63
4167790;1;3;2;1;1;1;1;1;3;1; ; ;35000000;250000; ;1;1;1;1;1;2;1;2;2;2;1;1;1;2;2;2;2;2;2;2;2;1;3; ;6;2; ;1;1;1;4;1;1;1;1;1;3;1;1;01;1;10;63;214,878920446273;63
4167791;1;4;2;1;1;1;1;1;3;3; ; ; ; ;250000;2;1;2;2;1;1;1;1;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2; ;3;2; ;1;2;1;4;1;1;1;1;1;3;1;1;01;1;10;63;281,287793826944;63
4167792;1;3;3;1;1;1;1;1;3;3; ; ; ; ;180000;2;1;1;2;1;1;1;2;2;2;1;1;2;1;2;2;2;2;2;2;2;1;2; ;7;2; ;1;1;1;2;1;1;1;1;1;3;1;1;01;1;10;63;351,812309472372;63
4167793;1;6;3;1;1;1;1;3;3;1; ; ;80000000;400000; ;1;1;1;1;1;1;1;2;2;2;1;1;1;1;2;2;2;2;2;2;2;1;4; ;4;2; ;1;1;1;4;1;3;1;1;1;3;1;1;01;1;10;63;133,9431739634;63
