DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;CLASE;P7250;P7260;P7280;P7280S1;P7310;P7320;P7350;P7350S1;P7360;P9460;P7390;P7390S1;P7420;P7420S1;P7420S2;P7420S3;P7420S4;P7420S5;P7420S6;P7420S7;P7420S7A1;P7420S8;P7422;P7422S1;OFICIO1;OFICIO2;RAMA2D_D;DSI;DSCY;RAMA4D_D;MES;DPTO;fex_c_2011;AREA
4161812;1;3;1;70;1;4;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;97; ; ;1;1; ;10;05;1022,58893496046;05
4161823;1;1;1;70;1;8;48;1; ;2;102;1; ;9;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;40;39;18;1;1;1810;10;05;1066,85287163022;05
4161824;1;2;1;70;1;12;48;1; ;2;12;1; ;4;2;3; ; ; ; ; ; ; ; ; ; ;1;2; ;39;97;60;1;1;6041;10;05;841,960165070532;05
4161824;1;8;1;70;1;16;48;1; ;2;16;1; ;3;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;45;53;55;1;2;5530;10;05;841,960165070532;05
4161829;1;1;1;70;1;2;70;1; ;2;2;1; ;8;2;1; ; ; ; ; ; ; ; ; ; ;1;1;800000;98;98;60;1;1;6021;10;05;2330,07751928899;05
4161831;1;1;1;70;1;2;48;1; ;2;208;1; ;7;2;1; ; ; ; ;1; ; ; ; ; ; ;2; ;45;55;45;1;1;4521;10;05;2578,23716401408;05
4161836;1;3;1;70;1;4;48;1; ;2;4;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;1;300000;39;45;52;1;1;5233;10;05;2200,39766677979;05
4161841;1;4;1;70;1;6;48;1; ;2;24;1; ;2;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;45;45;52;1;1;5244;10;05;1061,94060114202;05
4161841;1;6;1;70;1;5;48;1; ;2;8;1; ;9;2;4; ; ; ; ; ; ; ; ; ; ;1;1;350000;39;79;18;1;1;1810;10;05;1061,94060114202;05
4161842;1;1;1;70;1;1;48;1; ;2;1;1; ;2;2;7; ; ; ; ; ; ; ; ; ; ;1;1;689454;45;45;52;1;1;5233;10;05;839,674890765203;05
