DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;P7480S1;P7480S1A1;P7480S3;P7480S3A1;P7480S4;P7480S4A1;P7480S5;P7480S5A1;P7480S6;P7480S6A1;P7480S7;P7480S7A1;P7480S8;P7480S8A1;P7480S9;P7480S9A1;P7480S10;P7480S10A1;P7480S11;P7480S11A1;AREA;MES;DPTO;fex_c_2011
4161813;1;1;1;90;2; ;1;8;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;10;05;2233,22578430222
4161813;1;2;1;90;2; ;1;3;2; ;2; ;2; ;2; ;1;2;2; ;2; ;2; ;05;10;05;2233,22578430222
4161813;1;3;1;90;2; ;1;4;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;10;05;2233,22578430222
4161814;1;1;1;90;2; ;1;2;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;10;05;2276,60876020649
4161814;1;2;1;90;2; ;1;2;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;10;05;2276,60876020649
4161814;1;3;1;90;2; ;1;7;2; ;2; ;2; ;2; ;1;4;2; ;2; ;2; ;05;10;05;2276,60876020649
4161815;1;1;1;90;2; ;1;14;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;3;05;10;05;1878,87623071699
4161815;1;2;1;90;2; ;2; ;2; ;1;2;2; ;2; ;1;2;2; ;2; ;2; ;05;10;05;1878,87623071699
4161815;1;3;1;90;2; ;1;9;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;10;05;1878,87623071699
4161815;1;4;1;90;2; ;1;4;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;10;05;1878,87623071699
4161816;1;1;1;90;2; ;1;15;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;10;05;1050,090726142
4161816;1;2;1;90;2; ;1;2;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;10;05;1050,090726142
4161816;1;3;1;90;2; ;1;15;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;10;05;1050,090726142
4161817;1;1;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;10;05;1205,57357732527
4161817;1;2;1;90;2; ;1;6;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;10;05;1205,57357732527
4161818;1;1;1;90;2; ;1;35;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;10;05;1022,58893496046
4161818;1;2;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;10;05;1022,58893496046
4161818;1;3;1;90;2; ;1;2;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;10;05;1022,58893496046
4161819;1;1;1;90;2; ;1;20;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;10;05;1131,16036150355
4161820;1;1;1;90;2; ;1;28;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;10;05;1216,3761167444
4161820;1;2;1;90;2; ;1;7;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;10;05;1216,3761167444
4161821;1;1;1;90;2; ;1;3;1;1;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;10;05;2147,99378045984
4161821;1;2;1;90;2; ;1;35;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;10;05;2147,99378045984
4161821;1;3;1;90;2; ;1;7;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;10;05;2147,99378045984
4161822;1;1;1;90;2; ;1;20;2; ;2; ;2; ;2; ;1;3;2; ;2; ;2; ;05;10;05;972,004947065285
4161822;1;2;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;10;05;972,004947065285
4161823;1;1;1;90;2; ;1;12;2; ;1;60;2; ;2; ;2; ;2; ;2; ;2; ;05;10;05;1066,85287163022
4161824;1;1;1;90;2; ;1;28;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;10;05;841,960165070532
4161824;1;2;1;90;2; ;1;3;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;10;05;841,960165070532
4161824;1;3;1;90;2; ;2; ;2; ;1;14;2; ;2; ;2; ;2; ;2; ;2; ;05;10;05;841,960165070532
4161824;1;6;1;90;2; ;1;7;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;10;05;841,960165070532
4161824;1;7;1;90;2; ;1;7;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;10;05;841,960165070532
4161824;1;8;1;90;2; ;1;7;2; ;1;35;2; ;2; ;2; ;2; ;2; ;2; ;05;10;05;841,960165070532
4161825;1;1;1;90;2; ;1;15;2; ;1;10;1;8;2; ;2; ;2; ;2; ;2; ;05;10;05;1040,0415559276
4161826;1;1;1;90;2; ;1;1;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;10;05;2407,80565353237
4161827;1;1;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;10;05;1890,68233138717
4161827;1;2;1;90;2; ;1;15;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;10;05;1890,68233138717
4161827;1;3;1;90;2; ;1;2;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;1;05;10;05;1890,68233138717
4161828;1;1;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;10;05;979,427121096815
4161828;1;2;1;90;2; ;1;30;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;10;05;979,427121096815
4161828;1;3;1;90;2; ;1;20;2; ;2; ;1;20;2; ;2; ;2; ;2; ;2; ;05;10;05;979,427121096815
4161828;1;4;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;10;05;979,427121096815
4161828;1;5;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;10;05;979,427121096815
4161828;1;6;1;90;2; ;1;10;2; ;1;20;2; ;2; ;2; ;2; ;2; ;2; ;05;10;05;979,427121096815
4161828;1;8;1;90;2; ;1;2;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;10;05;979,427121096815
4161828;1;9;1;90;2; ;1;1;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;10;05;979,427121096815
4161828;1;10;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;10;05;979,427121096815
4161828;1;11;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;10;05;979,427121096815
4161829;1;1;1;90;2; ;2; ;2; ;1;28;2; ;2; ;2; ;2; ;2; ;2; ;05;10;05;2330,07751928899
4161829;1;2;1;90;2; ;1;14;2; ;1;7;2; ;2; ;2; ;2; ;2; ;2; ;05;10;05;2330,07751928899
4161829;1;4;1;90;2; ;1;4;2; ;1;10;2; ;2; ;2; ;2; ;2; ;2; ;05;10;05;2330,07751928899
4161830;1;1;1;90;2; ;1;14;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;10;05;972,004947065285
4161830;1;2;1;90;2; ;1;2;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;3;05;10;05;972,004947065285
4161831;1;1;1;90;2; ;1;20;2; ;1;6;1;3;2; ;1;1;2; ;2; ;2; ;05;10;05;2578,23716401408
4161831;1;3;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;10;05;2578,23716401408
4161832;1;1;1;90;2; ;1;28;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;10;05;1090,62554382278
4161832;1;2;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;10;05;1090,62554382278
4161833;1;1;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;10;05;1162,13360802979
4161833;1;2;1;90;2; ;1;40;2; ;1;10;2; ;2; ;2; ;2; ;2; ;2; ;05;10;05;1162,13360802979
4161833;1;3;1;90;2; ;1;15;2; ;1;8;2; ;2; ;2; ;2; ;2; ;2; ;05;10;05;1162,13360802979
4161834;1;1;1;90;2; ;1;14;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;10;05;1131,16036150355
4161835;1;1;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;10;05;2080,0831118552
4161836;1;1;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;10;05;2200,39766677979
4161836;1;2;1;90;2; ;1;35;2; ;2; ;1;70;2; ;2; ;2; ;2; ;2; ;05;10;05;2200,39766677979
4161836;1;3;1;90;2; ;1;21;2; ;2; ;1;24;2; ;2; ;2; ;2; ;2; ;05;10;05;2200,39766677979
4161836;1;4;1;90;2; ;1;2;2; ;2; ;1;12;2; ;2; ;2; ;2; ;2; ;05;10;05;2200,39766677979
4161836;1;5;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;10;05;2200,39766677979
4161836;1;6;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;10;05;2200,39766677979
4161836;1;7;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;10;05;2200,39766677979
4161837;1;1;1;90;2; ;1;7;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;10;05;2262,3207230071
4161838;1;1;1;90;2; ;1;5;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;10;05;945,341165693587
4161838;1;2;1;90;2; ;1;22;2; ;2; ;2; ;2; ;1;4;2; ;2; ;2; ;05;10;05;945,341165693587
4161838;1;3;1;90;2; ;1;2;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;10;05;945,341165693587
4161839;1;1;1;90;2; ;1;7;2; ;1;14;2; ;2; ;2; ;2; ;2; ;2; ;05;10;05;1163,36800908541
4161839;1;2;1;90;2; ;1;42;2; ;1;10;2; ;2; ;2; ;2; ;2; ;2; ;05;10;05;1163,36800908541
4161840;1;1;1;90;2; ;1;12;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;10;05;2094,3711490546
4161840;1;2;1;90;2; ;1;14;2; ;2; ;1;4;2; ;2; ;2; ;2; ;2; ;05;10;05;2094,3711490546
4161840;1;3;1;90;2; ;1;28;2; ;2; ;1;4;2; ;2; ;2; ;2; ;2; ;05;10;05;2094,3711490546
4161841;1;1;1;90;2; ;1;6;2; ;2; ;2; ;2; ;1;3;2; ;2; ;1;21;05;10;05;1061,94060114202
4161841;1;2;1;90;2; ;1;32;2; ;2; ;2; ;2; ;1;3;2; ;2; ;2; ;05;10;05;1061,94060114202
4161841;1;3;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;10;05;1061,94060114202
4161841;1;4;1;90;2; ;1;29;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;10;05;1061,94060114202
4161841;1;5;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;10;05;1061,94060114202
4161841;1;6;1;90;2; ;1;6;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;4;05;10;05;1061,94060114202
4161842;1;1;1;90;2; ;1;20;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;10;05;839,674890765203
4161842;1;2;1;90;2; ;1;21;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;10;05;839,674890765203
4161842;1;3;1;90;2; ;1;2;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;10;05;839,674890765203
4161842;1;4;1;90;2; ;1;20;2; ;1;8;2; ;2; ;2; ;2; ;2; ;2; ;05;10;05;839,674890765203
4161842;1;5;1;90;2; ;2; ;2; ;1;4;2; ;2; ;2; ;2; ;2; ;2; ;05;10;05;839,674890765203
4161843;1;1;1;90;2; ;1;5;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;10;05;1164,36232660113
4161843;1;2;1;90;2; ;1;15;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;10;05;1164,36232660113
4161843;1;3;1;90;2; ;1;5;2; ;1;20;2; ;2; ;2; ;2; ;2; ;2; ;05;10;05;1164,36232660113
4161843;1;4;1;90;2; ;2; ;2; ;1;8;2; ;2; ;2; ;2; ;2; ;2; ;05;10;05;1164,36232660113
4161843;1;5;1;90;2; ;1;16;2; ;1;30;2; ;2; ;2; ;2; ;2; ;2; ;05;10;05;1164,36232660113
4161844;1;1;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;10;05;1087,72039220807
4161844;1;2;1;90;2; ;1;7;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;10;05;1087,72039220807
4161845;1;1;1;90;2; ;1;28;2; ;1;24;2; ;2; ;2; ;2; ;2; ;2; ;05;10;05;1283,64531396642
4161846;1;1;1;90;2; ;1;1;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;10;05;1211,04684536588
4161846;1;2;1;90;2; ;1;28;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;10;05;1211,04684536588
4161846;1;3;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;10;05;1211,04684536588
4161847;1;1;1;90;2; ;1;14;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;10;05;1163,36800908541
4161847;1;2;1;90;2; ;1;20;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;10;05;1163,36800908541
4161848;1;1;1;90;2; ;1;15;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;10;05;1203,90282676618
4161849;1;1;1;90;2; ;1;28;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;10;05;1090,62554382278
4161849;1;2;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;10;05;1090,62554382278
4161850;1;1;1;90;2; ;1;28;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;10;05;1020,98878257093
4161850;1;2;1;90;2; ;1;6;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;10;05;1020,98878257093
4161850;2;1;2;90;2; ;1;12;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;10;05;1020,98878257093
4161851;1;1;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;10;05;1018,08363095622
4161851;1;2;1;90;2; ;1;50;2; ;2; ;1;20;2; ;2; ;2; ;2; ;2; ;05;10;05;1018,08363095622
4161851;1;3;1;90;2; ;2; ;2; ;2; ;2; ;2; ;1;4;2; ;2; ;2; ;05;10;05;1018,08363095622
4161852;1;1;1;90;2; ;1;8;2; ;1;6;2; ;2; ;2; ;2; ;2; ;2; ;05;10;05;1334,2293018616
4161852;1;2;1;90;2; ;1;30;2; ;1;25;2; ;2; ;2; ;2; ;2; ;2; ;05;10;05;1334,2293018616
4161853;1;1;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;10;05;1151,24465949679
4161853;1;2;1;90;2; ;1;10;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;10;05;1151,24465949679
4161853;1;3;1;90;2; ;1;8;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;10;05;1151,24465949679
4161854;1;1;1;90;2; ;1;30;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;10;05;1040,0415559276
4161855;1;1;1;90;2; ;1;20;2; ;2; ;2; ;2; ;1;15;2; ;1;20;1;30;05;10;05;1040,0415559276
4161856;1;1;1;90;2; ;1;20;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;10;05;1090,62554382278
4161856;1;2;1;90;2; ;1;16;2; ;2; ;1;20;2; ;1;8;2; ;2; ;2; ;05;10;05;1090,62554382278
4161857;1;1;1;90;2; ;1;5;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;10;05;851,317208502935
4161857;1;2;1;90;2; ;1;15;2; ;2; ;2; ;2; ;1;24;2; ;2; ;1;20;05;10;05;851,317208502935
4161857;1;3;1;90;2; ;1;15;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;10;05;851,317208502935
4161858;1;1;1;90;2; ;1;6;2; ;2; ;1;12;2; ;2; ;2; ;2; ;2; ;05;10;05;1294,87354314831
4161858;1;2;1;90;2; ;1;30;2; ;1;20;1;20;2; ;2; ;2; ;2; ;2; ;05;10;05;1294,87354314831
4161858;1;3;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;10;05;1294,87354314831
4161858;1;4;1;90;2; ;1;30;2; ;1;20;2; ;2; ;2; ;2; ;2; ;2; ;05;10;05;1294,87354314831
4161858;1;7;1;90;2; ;1;20;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;10;05;1294,87354314831
4161858;1;8;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;10;05;1294,87354314831
4161858;1;9;1;90;2; ;1;20;2; ;1;40;2; ;2; ;2; ;2; ;2; ;2; ;05;10;05;1294,87354314831
4161858;1;10;1;90;2; ;1;4;2; ;1;12;2; ;2; ;2; ;2; ;2; ;2; ;05;10;05;1294,87354314831
4161859;1;1;1;90;2; ;1;12;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;10;05;1377,81326781917
4161859;2;1;2;90;2; ;1;5;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;10;05;1377,81326781917
4161859;3;1;3;90;2; ;1;7;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;10;05;1377,81326781917
4161860;1;1;1;90;2; ;1;21;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;10;05;1054,79658254232
4161860;1;2;1;90;2; ;1;3;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;10;05;1054,79658254232
4161860;1;3;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;10;05;1054,79658254232
4161860;1;4;1;90;2; ;1;21;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;10;05;1054,79658254232
4161861;1;1;1;90;2; ;1;30;2; ;1;15;2; ;2; ;2; ;2; ;2; ;2; ;05;10;05;974,643661660744
4161861;1;2;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;10;05;974,643661660744
4161861;1;3;1;90;2; ;1;4;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;4;05;10;05;974,643661660744
4161861;1;4;1;90;2; ;1;5;1;1;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;10;05;974,643661660744
4161862;1;1;1;90;2; ;1;5;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;10;05;1087,72039220807
4161862;1;2;1;90;2; ;1;20;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;10;05;1087,72039220807
4161863;1;1;1;90;2; ;1;21;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;10;05;2309,97917886018
4161864;1;1;1;90;2; ;1;20;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;10;05;982,878084653971
4161864;1;2;1;90;2; ;1;14;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;10;05;982,878084653971
4161864;1;3;1;90;2; ;1;10;1;2;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;10;05;982,878084653971
4161865;1;1;1;90;2; ;2; ;2; ;1;17;2; ;2; ;2; ;2; ;2; ;2; ;05;10;05;1424,91832514307
4161865;1;2;1;90;2; ;1;24;2; ;1;24;2; ;2; ;2; ;2; ;2; ;2; ;05;10;05;1424,91832514307
4161865;1;3;1;90;2; ;2; ;2; ;1;20;2; ;2; ;2; ;2; ;2; ;2; ;05;10;05;1424,91832514307
4161865;1;5;1;90;2; ;2; ;2; ;1;10;2; ;2; ;2; ;2; ;2; ;2; ;05;10;05;1424,91832514307
4161866;1;1;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;10;05;1100,67471403718
4161866;1;2;1;90;2; ;1;30;2; ;2; ;1;30;2; ;1;12;2; ;2; ;2; ;05;10;05;1100,67471403718
4161866;1;3;1;90;2; ;1;15;2; ;2; ;1;20;2; ;1;20;2; ;2; ;2; ;05;10;05;1100,67471403718
4161866;1;4;1;90;2; ;2; ;2; ;2; ;2; ;2; ;1;20;2; ;2; ;2; ;05;10;05;1100,67471403718
4161867;1;1;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;10;05;1160,46285747071
4161867;1;2;1;90;2; ;1;42;1;35;2; ;1;30;2; ;1;3;2; ;2; ;2; ;05;10;05;1160,46285747071
4161868;1;1;1;90;2; ;1;42;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;10;05;1090,62554382278
4161868;1;2;1;90;2; ;2; ;2; ;2; ;1;20;2; ;2; ;2; ;2; ;2; ;05;10;05;1090,62554382278
4161869;1;1;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;10;05;1087,72039220807
4161869;1;2;1;90;2; ;1;20;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;10;05;1087,72039220807
4161870;1;1;1;90;2; ;1;4;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;10;05;1066,02890425594
4161870;1;2;1;90;2; ;1;16;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;10;05;1066,02890425594
4161871;1;1;1;90;2; ;1;14;2; ;1;36;2; ;2; ;2; ;2; ;2; ;2; ;05;10;05;1181,04753592798
4161871;1;3;1;90;2; ;1;21;2; ;1;60;2; ;2; ;2; ;2; ;2; ;2; ;05;10;05;1181,04753592798
4161871;1;4;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;10;05;1181,04753592798
4161872;1;1;1;90;2; ;1;2;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;10;05;2302,48931899358
4161872;1;2;1;90;2; ;1;32;2; ;1;13;2; ;2; ;2; ;2; ;2; ;2; ;05;10;05;2302,48931899358
4161872;1;3;1;90;2; ;1;3;2; ;1;2;2; ;2; ;2; ;2; ;2; ;2; ;05;10;05;2302,48931899358
4161874;1;1;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;10;05;1334,2293018616
4161874;1;2;1;90;2; ;1;8;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;10;05;1334,2293018616
4161875;1;1;1;90;2; ;1;12;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;10;05;972,004947065285
4161875;1;2;1;90;2; ;1;7;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;10;05;972,004947065285
4161876;1;1;1;90;2; ;1;48;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;10;05;829,625720550801
4161876;1;2;1;90;2; ;1;14;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;10;05;829,625720550801
4161876;1;3;1;90;2; ;1;14;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;10;05;10;05;829,625720550801
4161877;1;1;1;90;1;2;1;5;2; ;1;8;2; ;2; ;1;3;2; ;2; ;2; ;05;10;05;1334,2293018616
4161877;1;2;1;90;2; ;1;10;2; ;1;20;2; ;2; ;2; ;2; ;2; ;2; ;05;10;05;1334,2293018616
4161878;1;1;1;90;2; ;1;28;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;4;05;10;05;1181,74434939872
4161878;1;2;1;90;2; ;1;6;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;10;05;1181,74434939872
4161880;1;1;1;90;2; ;1;14;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;10;05;965,425463686829
4161880;1;2;1;90;2; ;1;21;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;10;05;965,425463686829
4161880;1;3;1;90;2; ;1;28;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;10;05;965,425463686829
4161880;1;4;1;90;2; ;1;14;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;10;05;965,425463686829
4161880;1;5;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;10;05;965,425463686829
4161881;1;1;1;90;2; ;1;7;2; ;1;35;2; ;2; ;1;10;2; ;2; ;2; ;05;10;05;1165,79212884923
4161882;1;1;1;90;2; ;1;18;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;5;05;10;05;1087,72039220807
4161882;1;2;1;90;2; ;1;8;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;10;05;1087,72039220807
4161883;1;1;1;90;2; ;1;2;2; ;2; ;2; ;1;21;2; ;2; ;2; ;2; ;05;10;05;1122,83319140464
4161883;1;2;1;90;2; ;1;7;2; ;2; ;1;14;2; ;2; ;2; ;2; ;2; ;05;10;05;1122,83319140464
4161883;1;3;1;90;2; ;1;48;2; ;2; ;1;7;1;6;2; ;2; ;2; ;2; ;05;10;05;1122,83319140464
