DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;P7480S1;P7480S1A1;P7480S3;P7480S3A1;P7480S4;P7480S4A1;P7480S5;P7480S5A1;P7480S6;P7480S6A1;P7480S7;P7480S7A1;P7480S8;P7480S8A1;P7480S9;P7480S9A1;P7480S10;P7480S10A1;P7480S11;P7480S11A1;CLASE;MES;DPTO;fex_c_2011
6,000,579;1;1;1;90;1;10;1;20;2;;2;;1;10;2;;2;;2;;2;;2;;2;11;15;1219.3190331
6,000,579;1;2;1;90;1;20;2;;2;;2;;2;;2;;2;;2;;2;;2;;2;11;15;1219.3190331
6,000,579;1;3;1;90;2;;2;;2;;2;;2;;2;;2;;2;;2;;2;;2;11;15;1219.3190331
6,000,580;1;1;1;90;1;12;1;20;2;;2;;2;;2;;2;;2;;2;;2;;2;11;15;841.25504492
6,000,581;1;1;1;90;1;5;1;15;2;;2;;2;;2;;2;;2;;2;;2;;2;11;15;893.66847486
6,000,581;1;2;1;90;1;5;1;15;2;;2;;2;;2;;2;;2;;2;;2;;2;11;15;893.66847486
6,000,581;1;3;1;90;2;;2;;2;;2;;2;;2;;2;;2;;2;;2;;2;11;15;893.66847486
6,000,582;1;1;1;90;1;10;1;20;2;;2;;2;;2;;2;;2;;2;;2;;2;11;15;809.52275679
6,000,583;1;1;1;90;2;;1;15;2;;2;;2;;2;;2;;2;;2;;2;;2;11;15;1327.6482369
6,000,583;1;2;1;90;1;8;1;10;2;;2;;2;;2;;2;;2;;2;;2;;2;11;15;1327.6482369
6,000,583;1;3;1;90;1;5;1;8;2;;2;;2;;2;;2;;2;;2;;2;;2;11;15;1327.6482369
6,000,584;1;1;1;90;1;15;2;;2;;2;;2;;2;;2;;2;;2;;2;;2;11;15;809.52275679
6,000,584;1;2;1;90;1;8;1;30;2;;2;;2;;2;;2;;2;;2;;2;;2;11;15;809.52275679
6,000,584;1;3;1;90;1;10;1;30;2;;2;;1;25;2;;2;;2;;2;;2;;2;11;15;809.52275679
6,000,584;1;4;1;90;2;;2;;2;;2;;2;;2;;2;;2;;2;;2;;2;11;15;809.52275679
6,000,585;1;1;1;90;1;10;1;8;2;;2;;2;;2;;2;;2;;2;;2;;2;11;15;1126.6380954
6,000,585;1;2;1;90;1;10;1;20;2;;2;;2;;2;;2;;2;;2;;2;;2;11;15;1126.6380954
6,000,585;1;3;1;90;2;;1;10;2;;2;;2;;2;;2;;2;;2;;2;;2;11;15;1126.6380954
6,000,585;1;4;1;90;2;;1;9;2;;2;;2;;2;;2;;2;;2;;2;;2;11;15;1126.6380954
6,000,586;1;1;1;90;2;;1;25;2;;2;;2;;2;;2;;2;;2;;2;;2;11;15;1725.6172603
