DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;CLASE;P388;P6440;P6450;P6460;P6460S1;P6400;P6410;P6422;P6424S1;P6424S2;P6424S3;P6426;P6430S1;P6480;P6480S1;P9440;P6500;P6510;P6510S1;P6510S2;P6590;P6590S1;P6600;P6600S1;P6610;P6610S1;P6620;P6620S1;P6585S1;P6585S1A1;P6585S1A2;P6585S2;P6585S2A1;P6585S2A2;P6585S3;P6585S3A1;P6585S3A2;P6585S4;P6585S4A1;P6585S4A2;P6545;P6545S1;P6545S2;P6580;P6580S1;P6580S2;P6630S1;P6630S1A1;P6630S2;P6630S2A1;P6630S3;P6630S3A1;P6630S4;P6630S4A1;P6630S6;P6630S6A1;P6640;P6640S1;P1800;P1800S1;P1801S1;P1801S2;P1801S3;P1802;P6765;P6765S1;P6772;P6772S1;P6773S1;P6775;P6750;P6760;P550;P6780;P6780S1;P1879;P1805;P6790;P6800;P6810;P6810S1;P6850;P6830;P6830S1;P3148;P6870;P6880;P6880S1;P6915;P6915S1;P6920;P6930;P6940;P6960;P6980S1;P6980S2;P6980S3;P6980S4;P6980S5;P6980S6;P6980S7;P6980S7A1;P6980S8;P6990;P9450;P7020;P760;P7026;P7028;P7028S1;P1880;P7040;P390;P7045;P7050;P7050S1;P7070;P7075;P7077;P7090;P7100;P7110;P7120;P7130;P7140S1;P7140S2;P7140S3;P7140S4;P7140S5;P7140S6;P7140S7;P7140S8;P7140S9;P7140S9A1;P7150;P7160;P7170S1;P7170S5;P7170S6;P7180;P514;P515;P1881;P1882;P7240;P7240S1;P6980;P7140;OFICIO;RAMA2D_R4;OCI;MES;P6430;RAMA4D_R4;INGLABO;DPTO;fex_c_2011;RAMA4DP8_R4
6,000,650;1;1;1;60;2;15;2;;;;;;;;;;120;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;0;0;1;2;7;;2;;;2;1,800,000;1;21,600,000;3;;8;2;12;60;;.;60;;;;2;4;;2;;2;;;;;;;;;;;;1;2;2;2;;;;;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;2;1;2;1;1;3;60;3;;1;;98;49;1;11;4;4923;1800000;15;1895.9157255;
6,000,650;1;3;1;60;2;15;2;;;;;;;;;;18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;.;;;;;;;;;.;;;12;40;;.;40;;;;2;4;;2;;2;;;;;;;;;;;;1;2;2;1;0;6;1;;5;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;2;1;2;1;1;3;5;3;;1;;97;49;1;11;6;4923;;15;1895.9157255;
6,000,651;1;1;1;60;2;15;2;;;;;;;;;;240;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;3;2;0;1;2;7;;2;;;2;1,700,000;1;20,000,000;3;;1;2;12;48;;.;48;;;;3;8;;2;;2;;;;;;;;;;;;1;2;2;1;0;18;4;;1;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;2;1;2;1;1;3;16;2;;1;;61;01;1;11;5;0121;1700000;15;809.52275679;
6,000,651;1;3;1;60;2;15;2;;;;;;;;;;24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;.;;;;;;;;;.;;;12;40;;.;40;;;;3;8;;2;;2;;;;;;;;;;;;1;2;2;1;0;2;4;;1;2;;;;;;;;2;;;;1;1;1;2;2;2;2;2;2;2;;1;1;1;2;1;2;1;1;3;16;3;;1;1;62;01;1;11;6;0121;;15;809.52275679;
6,000,653;1;1;1;60;2;15;2;;;;;;;;;;324;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;2;2;0;0;2;7;;2;;;2;1,400,000;1;15,000,000;3;;3;2;12;40;;.;40;;;;2;8;;2;;2;;;;;;;;;;;;1;2;2;1;0;50;1;;8;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;3;16;2;;1;;61;01;1;11;5;0121;1400000;15;809.52275679;
6,005,436;1;1;1;60;2;19;2;;;;;;;;;;24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;2;6;;;;;2;200,000;1;1,600,000;3;;1;1;12;32;2;;0;1;;2;1;8;;2;;2;;;;;;;;;;;;1;2;2;2;;;;;;1;19;0;4;;0;1;5;2;;;;1;2;1;2;2;2;2;1;1;2;;2;1;2;2;1;2;2;1;3;60;5;;1;1;61;01;1;11;4;0161;200000;19;1989.0353007;
6,005,437;1;1;1;60;2;19;2;;;;;;;;;;24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;7;;2;;;3;200,000;1;2,400,000;3;;10;2;12;60;;.;60;;;;1;1;;2;;2;;;;;;;;;;;;1;2;2;1;5;120;3;;10;2;;;;;;;;2;;;;1;2;1;1;2;2;2;2;2;2;;2;1;2;2;2;2;1;1;14;;3;;1;1;41;47;1;11;4;4711;200000;19;638.53295622;
6,005,438;1;2;1;60;2;19;2;;;;;;;;;;264;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;2;6;;;;;3;500,000;1;3,300,000;3;;1;1;12;45;;.;32;6;;2;1;8;;2;;2;;;;;;;;;;;;1;2;2;2;;;;;;2;;;;;;;;2;;;;1;2;1;1;2;2;2;1;2;2;;2;1;1;2;2;2;2;1;3;60;5;;1;1;61;01;1;11;4;0161;500000;19;638.53295622;
6,005,439;1;1;1;60;2;19;2;;;;;;;;;;192;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;2;6;;;;;3;300,000;1;3,600,000;3;;10;1;12;24;1;;24;;;;1;8;;2;;2;;;;;;;;;;;;1;2;2;2;;;;;;2;;;;;;;;1;24;2;1;1;1;1;2;1;2;2;1;2;2;;2;1;2;2;2;2;2;1;3;40;8;;1;1;61;01;1;11;4;0161;300000;19;638.53295622;
6,005,440;1;1;1;60;2;19;2;;;;;;;;;;648;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;2;6;;;;;3;360,000;1;1,900,000;3;;10;1;12;40;;.;24;6;;2;1;8;;2;;2;;;;;;;;;;;;1;2;2;2;;;;;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;2;1;2;2;1;13;120;5;;1;;61;01;1;11;4;0161;360000;19;638.53295622;
6,005,441;1;1;1;60;2;19;2;;;;;;;;;;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;6;;;;;3;420,000;1;5,040,000;3;;1;1;12;56;;.;56;;;;1;4;;2;;2;;;;;;;;;;;;1;2;2;1;7;24;1;;13;2;;;;;;;;2;;;;1;1;1;2;1;2;2;1;1;2;;2;1;2;2;2;2;2;2;11;10;8;;1;1;98;49;1;11;4;4921;420000;19;638.53295622;
6,005,442;1;1;1;60;2;19;2;;;;;;;;;;600;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;2;6;;;;;3;480,000;1;3,800,000;3;;9;2;12;32;1;;32;;;;1;8;;2;;2;;;;;;;;;;;;1;2;2;2;;;;;;2;;;;;;;;1;8;2;1;2;;;;;;;;;;;;;1;1;1;2;1;2;10;40;9;;1;;61;01;1;11;4;0161;480000;19;638.53295622;
6,005,442;1;3;1;60;2;19;1;1;;;1;;1;2;2;2;72;;1;;2;750,000;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;40;;.;40;;;;4;7;;2;;2;;;;;;;;;;;;1;2;2;2;;;;;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;11;25;3;;1;;89;23;1;11;1;2392;750000;19;638.53295622;
6,005,452;1;1;1;60;2;19;2;;;;;;;;;;240;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;2;6;;;;;3;600,000;1;7,200,000;3;;1;2;12;40;;.;40;;;;1;8;;2;;2;;;;;;;;;;;;1;2;2;2;;;;;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;2;2;2;2;2;2;11;45;9;;1;;62;01;1;11;4;0161;600000;19;638.53295622;
6,005,452;1;2;1;60;2;19;2;;;;;;;;;;276;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;2;6;;;;;3;400,000;1;4,800,000;3;;10;1;12;32;1;;32;;;;1;8;;2;;2;;;;;;;;;;;;1;2;2;2;;;;;;2;;;;;;;;2;;;;1;2;1;2;2;2;1;1;2;2;;2;1;2;2;2;2;1;1;3;60;3;;1;1;62;01;1;11;4;0161;400000;19;638.53295622;
6,005,453;1;2;1;60;2;19;2;;;;;;;;;;600;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;2;6;;;;;3;240,000;1;800,000;3;;5;2;11;40;;.;16;1;;2;1;8;;2;;2;;;;;;;;;;;;1;2;2;2;;;;;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;2;1;2;2;1;3;60;5;;1;;62;01;1;11;4;0161;240000;19;638.53295622;
6,005,453;1;3;1;60;2;19;1;1;;;1;;1;2;2;2;5;;1;;2;720,000;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;60;;.;60;;;;3;8;;2;;2;;;;;;;;;;;;1;2;2;1;0;12;1;;3;2;;;;;;;;2;;;;1;2;1;1;2;2;2;1;1;2;;2;1;1;2;2;2;2;1;11;15;5;;1;1;62;01;1;11;8;0127;720000;19;638.53295622;
6,005,453;1;4;1;60;2;19;2;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;2;6;;;;;3;300,000;1;300,000;1;;1;1;12;40;;.;24;6;;2;1;8;;2;;2;;;;;;;;;;;;1;2;2;1;0;12;4;;1;1;19;0;1;;200,000;2;7;2;;;;1;1;1;2;1;2;2;2;1;2;;2;1;1;2;1;2;2;1;3;10;5;;1;1;62;01;1;11;4;0161;500000;19;638.53295622;
6,005,454;1;1;1;60;2;19;2;;;;;;;;;;108;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;2;6;;;;;3;560,000;1;6,720,000;3;;1;1;12;32;1;;32;;;;1;8;;2;;2;;;;;;;;;;;;1;2;2;2;;;;;;2;;;;;;;;1;16;2;1;1;2;1;2;1;2;2;1;2;2;;2;1;2;2;2;2;2;1;3;40;8;;1;1;62;01;1;11;4;0161;560000;19;638.53295622;
6,005,456;1;1;1;60;2;19;2;;;;;;;;;;228;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;2;6;;;;;3;420,000;1;5,040,000;3;;10;1;12;24;1;;24;;;;1;8;;2;;2;;;;;;;;;;;;1;2;2;1;3;72;4;;3;2;;;;;;;;1;24;2;1;1;2;1;2;1;2;2;1;2;2;;2;1;2;2;1;2;2;1;3;60;8;;1;1;62;01;1;11;4;0161;420000;19;2331.8698831;
6,005,456;1;3;1;60;2;19;1;1;;;1;;2;2;2;2;1;;1;;2;360,000;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;1;30;1;;30;;;;2;7;;2;;2;;;;;;;;;;;;1;2;2;2;;;;;;2;;;;;;;;1;16;2;1;1;1;1;2;1;2;2;2;2;2;;2;1;2;2;2;2;2;2;3;4;3;;1;1;45;47;1;11;1;4711;360000;19;2331.8698831;
6,005,457;1;1;1;60;2;19;2;;;;;;;;;;240;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;2;6;;;;;3;1,400,000;1;5,000,000;3;;3;2;12;40;;.;40;;;;1;9;;2;;2;;;;;;;;;;;;1;2;2;1;0;112;4;;8;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;2;1;2;1;1;3;2;5;;1;;95;41;1;11;4;4111;1400000;19;2105.5197335;
6,005,458;1;1;1;60;2;19;2;;;;;;;;;;16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;2;6;;;;;3;600,000;1;4,600,000;3;;1;2;10;24;1;;24;;;;1;8;;2;;2;;;;;;;;;;;;1;2;2;1;0;180;4;;3;2;;;;;;;;1;16;2;2;2;;;;;;;;;;;;;1;1;2;2;1;1;11;30;9;;1;;62;01;1;11;4;0161;600000;19;2745.6917117;
6,005,458;1;2;1;60;2;19;2;;;;;;;;;;24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;2;6;;;;;3;600,000;1;4,500,000;3;;1;2;10;24;1;;24;;;;1;8;;2;;2;;;;;;;;;;;;1;2;2;2;;;;;;2;;;;;;;;1;16;2;1;2;;;;;;;;;;;;;1;1;2;2;1;1;11;45;3;;1;;62;01;1;11;4;0161;600000;19;2745.6917117;
6,005,459;1;1;1;60;2;19;2;;;;;;;;;;576;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;2;6;;;;;3;300,000;1;1,500,000;3;;1;1;12;40;;.;21;6;;2;1;8;;2;;2;;;;;;;;;;;;1;2;2;2;;;;;;2;;;;;;;;2;;;;1;2;1;2;2;2;2;1;1;2;;2;1;1;2;1;2;2;1;3;40;3;;1;1;62;01;1;11;4;0161;300000;19;638.53295622;
6,005,459;1;2;1;60;2;19;2;;;;;;;;;;480;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;2;6;;;;;3;200,000;1;850,000;3;;10;1;12;40;;.;32;6;;2;1;8;;2;;2;;;;;;1;;;;;;;2;2;2;;;;;;2;;;;;;;;2;;;;1;2;1;2;2;2;2;1;1;2;;2;1;2;2;1;2;2;2;3;45;3;;1;1;62;01;1;11;4;0161;200000;19;638.53295622;
6,005,459;1;3;1;60;2;19;2;;;;;;;;;;48;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;2;6;;;;;3;100,000;1;1,200,000;3;;1;1;10;30;1;;15;6;;2;1;8;;2;;2;;;;;;;;;;;;1;2;2;2;;;;;;2;;;;;;;;1;10;2;1;1;2;1;2;2;2;2;1;1;2;;2;1;2;2;2;2;2;1;3;40;3;;1;1;62;01;1;11;4;0161;100000;19;638.53295622;
6,005,460;1;1;1;60;2;19;2;;;;;;;;;;24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;2;6;;;;;3;560,000;1;6,720,000;3;;1;1;12;32;1;;32;;;;1;8;;2;;2;;;;;;;;;;;;1;2;2;1;1;36;1;;1;2;;;;;;;;1;16;2;1;2;;;;;;;;;;;;;1;1;1;2;2;1;11;20;5;;1;;62;01;1;11;4;0161;560000;19;638.53295622;
6,005,460;1;2;1;60;2;19;2;;;;;;;;;;24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;2;6;;;;;3;280,000;1;3,360,000;3;;1;1;12;16;2;;16;;;;1;8;;2;;2;;;;;;;;;;;;1;2;2;1;1;48;4;;13;2;;;;;;;;2;;;;1;2;1;2;1;2;2;1;1;2;;2;1;2;2;1;2;2;1;11;35;3;;1;1;62;01;1;11;4;0161;280000;19;638.53295622;
6,005,460;1;3;1;60;2;19;2;;;;;;;;;;24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;2;6;;;;;3;560,000;1;6,720,000;3;;1;1;12;32;1;;32;;;;1;8;;2;;2;;;;;;;;;;;;1;2;2;1;3;96;1;;13;2;;;;;;;;1;16;2;1;1;1;1;2;1;2;2;1;1;2;;2;1;2;2;2;2;2;1;11;45;3;;1;1;62;01;1;11;4;0161;560000;19;638.53295622;
6,005,461;1;1;1;60;2;19;2;;;;;;;;;;650;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;2;6;;;;;3;240,000;1;1,800,000;3;;9;2;10;24;2;;0;6;;2;1;8;;2;;2;;;;;;;;;;;;1;2;2;2;;;;;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;3;45;3;;1;;62;01;1;11;4;0161;240000;19;1427.2221803;
6,005,462;1;1;1;60;2;19;2;;;;;;;;;;516;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;2;6;;;;;3;400,000;1;1,700,000;3;;10;2;12;40;;.;40;;;;1;8;;2;;2;;;;;;;;;;;;1;2;2;2;;;;;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;2;1;2;1;1;3;30;5;;1;;62;01;1;11;4;0161;400000;19;638.53295622;
6,005,463;1;1;1;60;2;19;2;;;;;;;;;;36;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;0;1;0;1;7;;2;;;3;1,000,000;1;3,500,000;3;;3;1;12;40;;.;40;;;;2;8;;2;;2;;;;;;;;;;;;1;2;2;2;;;;;;2;;;;;;;;2;;;;1;1;1;2;1;2;2;1;1;2;;2;1;1;2;1;2;1;2;11;30;8;;1;1;61;01;1;11;4;0123;1000000;19;638.53295622;
6,005,465;1;1;1;60;2;19;2;;;;;;;;;;120;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;2;1;1;0;2;7;;2;;;2;300,000;1;4,000,000;3;;1;2;12;28;1;;28;;;;2;1;;2;;2;;;;;;;;;;;;1;2;2;1;0;276;4;;8;2;;;;;;;;1;12;2;1;2;;;;;;;;;;;;;1;1;2;2;1;1;14;;4;;1;;41;47;1;11;5;4723;300000;19;2255.6760014;
6,005,465;1;2;1;60;2;19;2;;;;;;;;;;564;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;2;7;;2;;;2;320,000;1;2,000,000;3;;9;2;12;40;;.;40;;;;1;8;;2;;2;;;;;;;;;;;;1;2;2;2;;;;;;1;19;0;5;;300,000;2;1;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;3;20;5;;1;;61;01;1;11;4;0122;620000;19;2255.6760014;
6,005,466;1;1;1;60;2;19;2;;;;;;;;;;516;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;2;6;;;;;3;240,000;1;2,880,000;3;;10;1;12;24;1;;24;;;;1;2;;2;;2;;;;;;;;;;;;1;2;2;2;;;;;;2;;;;;;;;1;24;2;1;1;2;1;2;1;2;2;2;2;2;;2;1;2;2;2;2;2;1;3;5;3;;1;1;55;81;1;11;4;8121;240000;19;638.53295622;
6,005,466;1;2;1;60;2;19;2;;;;;;;;;;84;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;2;6;;;;;3;360,000;1;4,320,000;3;;1;1;12;24;1;;24;;;;1;8;;2;;2;;;;;;;;;;;;1;2;2;2;;;;;;2;;;;;;;;1;24;2;1;1;1;1;2;1;2;2;1;2;2;;2;1;2;2;2;2;2;1;3;45;3;;1;1;62;01;1;11;4;0161;360000;19;638.53295622;
6,005,466;1;3;1;60;2;19;2;;;;;;;;;;24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;2;6;;;;;3;360,000;1;4,320,000;3;;1;1;12;24;1;;24;;;;1;8;;2;;2;;;;;;;;;;;;1;2;2;2;;;;;;2;;;;;;;;1;24;2;1;1;1;1;2;1;2;2;1;2;2;;2;1;2;2;2;2;2;1;3;30;3;;1;1;62;01;1;11;4;0161;360000;19;638.53295622;
6,005,467;1;1;1;60;2;19;2;;;;;;;;;;18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;6;;;;;3;600,000;1;7,200,000;3;;1;2;12;24;2;;25;;;;1;4;;2;;2;;;;;;;;;;;;1;2;2;1;7;60;4;;10;1;19;24;4;;500,000;2;1;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;3;2;5;;1;;98;49;1;11;4;4921;1100000;19;638.53295622;
6,005,467;1;2;1;60;2;19;2;;;;;;;;;;18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;.;;;;;;;;;.;;;12;40;;.;40;;;;2;1;;2;;2;;;;;;;;;;;;1;2;2;1;6;132;4;;3;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;14;;3;;1;;41;47;1;11;6;4759;;19;638.53295622;
6,005,467;1;3;1;60;2;19;2;;;;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;2;6;;;;;3;800,000;1;3,200,000;3;;1;1;4;40;;.;40;;;;1;8;;2;;2;;;;;;;;;;;;1;2;2;2;;;;;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;11;40;3;;1;;62;01;1;11;4;0161;800000;19;638.53295622;
6,005,468;1;1;1;60;2;19;2;;;;;;;;;;442;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;2;6;;;;;3;400,000;1;4,000,000;3;;1;1;12;40;;.;40;;;;1;8;;2;;2;;;;;;;;;;;;1;2;2;1;0;2;4;;3;2;;;;;;;;2;;;;1;2;1;2;2;2;2;1;1;2;;2;1;2;2;1;2;2;1;11;30;5;;1;1;62;01;1;11;4;0161;400000;19;638.53295622;
6,005,469;1;1;1;60;2;19;2;;;;;;;;;;18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;2;6;;;;;3;700,000;1;2,000,000;3;;1;1;11;40;;.;40;;;;1;8;;10;;2;;;;;;;;;;;;1;2;2;1;0;24;1;;3;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;3;90;5;;1;;62;01;1;11;4;0161;700000;19;638.53295622;
6,005,469;1;2;1;60;2;19;2;;;;;;;;;;240;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;2;6;;;;;3;480,000;1;1,900,000;3;;3;2;11;32;2;;32;;;;1;8;;2;;2;;;;;;;;;;;;1;2;2;2;;;;;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;2;1;3;60;3;;1;;62;01;1;11;4;0161;480000;19;638.53295622;
6,005,470;1;1;1;60;2;19;2;;;;;;;;;;144;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;2;6;;;;;3;480,000;1;5,760,000;3;;1;1;12;24;1;;24;;;;1;8;;2;;2;;;;;;;;;;;;1;2;2;2;;;;;;2;;;;;;;;1;24;2;1;1;2;1;2;1;2;2;2;2;2;;2;1;2;2;2;2;2;1;3;30;8;;1;1;84;01;1;11;4;0161;480000;19;857.15678177;
6,005,472;1;1;1;60;2;19;2;;;;;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;7;;2;;;2;1,200,000;1;2,600,000;3;;3;2;10;60;;.;60;;;;1;7;;4;;2;;;;;;;;;;;;1;2;2;1;0;36;4;;3;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;3;5;7;;1;;60;45;1;11;4;4542;1200000;19;2105.5197335;
6,005,474;1;1;1;60;2;19;1;1;;;1;;1;2;1;2;72;;1;;2;600,000;2;;;2;;1;200,000;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;2;;1;800,000;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;56;;.;56;;;;2;8;;2;;2;;;;;;;;;;;;1;2;2;1;0;96;4;;3;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;2;1;2;1;1;3;5;5;;1;;61;01;1;11;1;0141;800000;19;2745.6917117;
6,005,475;1;1;1;60;2;19;2;;;;;;;;;;480;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;2;7;;2;;;2;600,000;1;5,600,000;3;;9;2;12;40;;.;40;;;;1;8;;2;;2;;;;;;;;;;;;1;2;2;2;;;;;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;3;30;7;;1;;61;01;1;11;4;0121;600000;19;2255.6760014;
6,005,475;1;2;1;60;2;19;2;;;;;;;;;;36;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;2;7;;2;;;2;0;1;700,000;3;;3;2;12;40;;.;40;;;;1;8;;2;;2;;;;;;;;;;;;1;2;2;1;0;36;1;;3;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;3;15;7;;1;;61;01;1;11;4;0121;0;19;2255.6760014;
6,005,476;1;1;1;60;2;19;2;;;;;;;;;;144;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;2;7;;2;;;3;800,000;1;9,600,000;3;;3;2;12;44;;.;44;;;;1;8;;2;;2;;;;;;;;;;;;1;2;2;1;5;96;8;;2;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;10;40;5;;1;;61;01;1;11;4;0111;800000;19;2745.6917117;
6,005,476;1;2;1;60;2;19;2;;;;;;;;;;24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;1;6;;;;;3;800,000;1;9,600,000;3;;10;2;12;14;2;;14;;;;1;1;;2;;2;;;;;;;;;;;;1;2;2;2;;;;;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;14;;3;;1;;77;10;1;11;4;1040;800000;19;2745.6917117;
6,005,477;1;1;1;60;2;19;2;;;;;;;;;;36;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;2;7;;2;;;3;800,000;1;9,600,000;3;;3;2;12;44;;.;44;;;;1;8;;2;;2;;;;;;;;;;;;1;2;2;1;5;12;4;;8;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;10;20;5;;1;;61;01;1;11;4;0141;800000;19;2745.6917117;
6,005,478;1;1;1;60;2;19;2;;;;;;;;;;240;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;2;6;;;;;3;300,000;1;2,000,000;3;;1;2;12;24;2;;24;;;;1;8;;2;;2;;;;;;;;;;;;1;2;2;1;0;9;1;;3;1;19;16;4;;210,000;2;8;2;;;;1;2;1;2;2;2;2;1;1;2;;2;1;1;2;1;2;2;1;3;60;9;;1;1;62;01;1;11;4;0161;510000;19;2745.6917117;
