DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;P7495;P7500S1;P7500S1A1;P7500S2;P7500S2A1;P7500S3;P7500S3A1;P7505;P7510S1;P7510S1A1;P7510S2;P7510S2A1;P7510S3;P7510S3A1;P750S1A1;P750S2A1;P750S1;P750S2;P750S3;P750S4;P1661S1;P1661S2;P1661S3;P1661S4;P1661S1A1;P1661S2A1;P1661S3A1;P1661S4A1;P1661S4A2;P750S3A1;P7510S5;P7510S5A1;P7510S6;P7510S6A1;P7510S7;P7510S7A1;AREA;MES;DPTO;fex_c_2011
6,016,405;1;1;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;76;11;76;1839.8034142
6,016,405;1;2;1;95;2;;;;;;;1;1;150,000;2;;2;;;;;;;;;;;;;;;;;;2;;2;;2;;76;11;76;1839.8034142
6,016,406;1;1;1;95;1;1;560,000;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;76;11;76;1044.5870356
6,016,406;1;2;1;95;2;;;;;;;1;2;;2;;1;1,920,000;;1,920,000;;1;;;;;;1;;;;INGRESO SOLIDARIO;1,920,000;;2;;2;;2;;76;11;76;1044.5870356
6,016,406;1;3;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;76;11;76;1044.5870356
6,016,406;1;4;1;95;2;;;;;;;1;2;;2;;2;;;;;;;;;;;;;;;;;;2;;1;98;1;500,000;76;11;76;1044.5870356
6,016,406;1;5;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;76;11;76;1044.5870356
6,016,407;1;1;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;76;11;76;1040.2355902
6,016,407;1;2;1;95;2;;;;;;;1;1;98;2;;2;;;;;;;;;;;;;;;;;;2;;2;;2;;76;11;76;1040.2355902
6,016,408;1;1;1;95;2;;;;;;;1;2;;2;;1;450,000;;450,000;;1;;;1;;;;450,000;;;;;;2;;2;;2;;76;11;76;1259.1938696
6,016,408;1;2;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;76;11;76;1259.1938696
6,016,408;1;3;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;76;11;76;1259.1938696
6,016,408;1;4;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;76;11;76;1259.1938696
6,016,409;1;1;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;76;11;76;1103.8282785
6,016,409;1;2;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;76;11;76;1103.8282785
6,016,411;1;1;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;76;11;76;1193.2552644
6,016,411;1;2;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;76;11;76;1193.2552644
6,016,411;1;3;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;76;11;76;1193.2552644
6,016,412;1;1;1;95;1;1;350,000;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;76;11;76;935.2279749
6,016,412;1;2;1;95;2;;;;;;;1;2;;2;;1;1,920,000;;1,920,000;;1;;;;;;1;;;;INGRESO SOLIDARIO;1,920,000;;2;;2;;2;;76;11;76;935.2279749
6,016,412;1;3;1;95;2;;;;;;;1;2;;1;1,080,000;2;;;;;;;;;;;;;;;;;;2;;2;;2;;76;11;76;935.2279749
6,016,412;1;4;1;95;2;;;;;;;1;2;;1;1,080,000;2;;;;;;;;;;;;;;;;;;2;;2;;2;;76;11;76;935.2279749
6,016,413;1;1;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;76;11;76;1007.6638574
6,016,413;1;2;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;76;11;76;1007.6638574
6,016,413;1;3;1;95;2;;;;;;;1;2;;2;;2;;;;;;;;;;;;;;;;;;2;;2;;1;2,500,000;76;11;76;1007.6638574
6,016,414;1;1;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;76;11;76;1106.4350246
6,016,414;1;2;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;76;11;76;1106.4350246
6,016,414;1;3;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;76;11;76;1106.4350246
6,016,414;1;4;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;76;11;76;1106.4350246
6,016,415;1;1;1;95;1;1;98;2;;2;;1;1;98;2;;2;;;;;;;;;;;;;;;;;;2;;2;;2;;76;11;76;1040.2355902
6,016,415;1;2;1;95;1;1;300,000;2;;2;;1;2;;1;3,600,000;2;;;;;;;;;;;;;;;;;;2;;2;;2;;76;11;76;1040.2355902
6,016,416;1;1;1;95;2;;;;;;;1;2;;2;;1;1,920,000;;1,920,000;;1;;;;;;1;;;;INGRESO SOLIDARIO;1,920,000;;2;;2;;2;;76;11;76;1471.8158464
6,016,416;1;2;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;76;11;76;1471.8158464
6,016,417;1;1;1;95;1;2;;2;;1;150,000;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;76;11;76;1681.7206013
6,016,418;1;1;1;95;2;;;;;;;1;2;;2;;2;;;;;;;;;;;;;;;;;;2;;1;130,000;2;;76;11;76;1300.1741434
6,016,421;1;1;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;76;11;76;1313.7330335
6,016,422;1;1;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;76;11;76;1416.7052926
6,016,423;1;1;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;76;11;76;1471.8158464
6,016,423;1;2;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;76;11;76;1471.8158464
6,016,426;1;1;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;76;11;76;1275.4699815
6,016,426;1;2;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;76;11;76;1275.4699815
6,016,426;1;4;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;76;11;76;1275.4699815
6,016,429;1;1;1;95;2;;;;;;;1;1;98;2;;2;;;;;;;;;;;;;;;;;;2;;2;;2;;76;11;76;1136.4000114
6,016,430;1;1;1;95;1;2;;1;830,000;2;;1;2;;2;;2;;;;;;;;;;;;;;;;;;2;;2;;1;10,800,000;76;11;76;1272.6791661
6,016,430;1;2;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;76;11;76;1272.6791661
6,016,430;1;4;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;76;11;76;1272.6791661
6,016,431;1;1;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;76;11;76;1471.8158464
6,016,431;1;2;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;76;11;76;1471.8158464
6,016,432;1;1;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;76;11;76;1281.9867678
6,016,432;1;2;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;76;11;76;1281.9867678
6,016,433;1;1;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;76;11;76;1129.6625761
6,016,433;1;2;1;95;2;;;;;;;1;1;1,200,000;2;;2;;;;;;;;;;;;;;;;;;2;;2;;2;;76;11;76;1129.6625761
6,016,433;1;3;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;76;11;76;1129.6625761
6,016,434;1;1;1;95;2;;;;;;;1;1;545,000;2;;2;;;;;;;;;;;;;;;;;;2;;2;;2;;76;11;76;1403.6578156
6,016,434;1;2;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;76;11;76;1403.6578156
6,016,434;1;3;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;76;11;76;1403.6578156
6,016,434;1;4;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;76;11;76;1403.6578156
6,016,434;1;5;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;76;11;76;1403.6578156
6,016,435;1;1;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;76;11;76;1533.0523725
6,016,435;1;2;1;95;2;;;;;;;1;1;98;2;;2;;;;;;;;;;;;;;;;;;2;;2;;2;;76;11;76;1533.0523725
6,016,435;1;3;1;95;2;;;;;;;1;2;;2;;2;;;;;;;;;;;;;;;;;;2;;1;130,000;2;;76;11;76;1533.0523725
6,016,437;1;1;1;95;2;;;;;;;1;1;1,200,000;2;;2;;;;;;;;;;;;;;;;;;2;;2;;2;;76;11;76;952.55330369
6,016,437;2;1;2;95;2;;;;;;;1;2;;1;98;2;;;;;;;;;;;;;;;;;;2;;2;;2;;76;11;76;952.55330369
6,016,438;1;1;1;95;2;;;;;;;1;2;;2;;2;;;;;;;;;;;;;;;;;;2;;1;120,000;2;;76;11;76;1048.7177248
6,016,439;1;1;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;76;11;76;1096.3953608
6,016,439;1;2;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;76;11;76;1096.3953608
6,016,440;1;1;1;95;1;1;500,000;2;;1;500,000;1;2;;2;;2;;;;;;;;;;;;;;;;;;2;;1;98;2;;76;11;76;996.21391712
6,016,440;1;2;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;76;11;76;996.21391712
6,016,441;1;1;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;76;11;76;2091.2734496
6,016,441;1;2;1;95;2;;;;;;;1;2;;2;;1;232,000;;232,000;;1;;;;;;1;;;;DEVOLUCION DEL IVA;232,000;;2;;2;;2;;76;11;76;2091.2734496
6,016,441;1;3;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;76;11;76;2091.2734496
6,016,442;1;1;1;95;2;;;;;;;1;2;;2;;2;;;;;;;;;;;;;;;;;;2;;1;200,000;2;;76;11;76;1300.1741434
6,016,443;1;1;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;76;11;76;1403.1600194
6,016,443;1;2;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;76;11;76;1403.1600194
6,016,444;1;1;1;95;2;;;;;;;1;2;;2;;2;;;;;;;;;;;;;;;;;;2;;1;130,000;2;;76;11;76;1282.6822503
6,016,444;1;2;1;95;2;;;;;;;1;2;;2;;1;1,920,000;;1,920,000;;1;;;;;;1;;;;INGRESO SOLIDARIO;1,920,000;;2;;2;;2;;76;11;76;1282.6822503
6,016,444;1;3;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;76;11;76;1282.6822503
6,016,444;1;4;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;76;11;76;1282.6822503
6,016,445;1;1;1;95;2;;;;;;;1;2;;2;;2;;;;;;;;;;;;;;;;;;2;;1;98;2;;76;11;76;1010.2706035
6,016,445;1;2;1;95;2;;;;;;;1;2;;2;;2;;;;;;;;;;;;;;;;;;2;;1;98;1;98;76;11;76;1010.2706035
6,016,445;1;3;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;76;11;76;1010.2706035
6,016,445;1;4;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;76;11;76;1010.2706035
6,016,445;1;5;1;95;2;;;;;;;1;2;;2;;1;1,464,000;;1,464,000;;1;;;;;1;;;;1,464,000;;;;2;;2;;2;;76;11;76;1010.2706035
6,016,446;1;1;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;76;11;76;1300.1741434
6,016,449;1;1;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;76;11;76;774.58950718
6,016,449;1;2;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;76;11;76;774.58950718
6,016,449;1;3;1;95;2;;;;;;;1;2;;2;;2;;;;;;;;;;;;;;;;;;2;;1;98;2;;76;11;76;774.58950718
6,016,449;1;4;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;76;11;76;774.58950718
6,016,449;1;5;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;76;11;76;774.58950718
6,016,449;1;6;1;95;2;;;;;;;1;1;98;2;;2;;;;;;;;;;;;;;;;;;2;;2;;2;;76;11;76;774.58950718
6,016,449;1;7;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;76;11;76;774.58950718
6,016,449;1;8;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;76;11;76;774.58950718
6,016,449;1;9;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;76;11;76;774.58950718
6,016,450;1;1;1;95;2;;;;;;;1;2;;2;;2;;;;;;;;;;;;;;;;;;2;;1;130,000;2;;76;11;76;1247.6703357
6,016,450;1;2;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;76;11;76;1247.6703357
6,016,452;1;1;1;95;2;;;;;;;1;2;;2;;2;;;;;;;;;;;;;;;;;;2;;1;98;1;98;76;11;76;1300.1741434
6,016,453;1;1;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;76;11;76;1300.1741434
6,016,455;1;1;1;95;1;1;98;2;;2;;1;2;;2;;1;1,720,000;;1,720,000;;1;;;;;1;;;;1,720,000;;;;2;;2;;2;;76;11;76;1136.4000114
6,016,456;1;1;1;95;1;2;;1;830,000;2;;1;2;;2;;2;;;;;;;;;;;;;;;;;;2;;2;;1;900,008;76;11;76;1051.3244709
6,016,456;1;2;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;76;11;76;1051.3244709
6,016,456;1;3;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;76;11;76;1051.3244709
6,016,458;1;1;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;76;11;76;793.13061708
6,016,458;1;2;1;95;2;;;;;;;1;2;;2;;1;1,980,000;;1,980,000;;1;;;;;1;;;;1,980,000;;;;2;;2;;2;;76;11;76;793.13061708
6,016,458;1;3;1;95;2;;;;;;;1;2;;2;;2;;;;;;;;;;;;;;;;;;2;;1;98;2;;76;11;76;793.13061708
6,016,458;1;4;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;76;11;76;793.13061708
6,016,458;1;5;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;76;11;76;793.13061708
6,016,460;1;1;1;95;2;;;;;;;1;1;98;2;;2;;;;;;;;;;;;;;;;;;2;;2;;2;;76;11;76;996.21391712
6,016,460;1;2;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;76;11;76;996.21391712
6,016,465;1;1;1;95;2;;;;;;;1;2;;2;;2;;;;;;;;;;;;;;;;;;2;;1;98;2;;76;11;76;1300.1741434
6,016,466;1;1;1;95;2;;;;;;;1;1;1,200,000;2;;2;;;;;;;;;;;;;;;;;;2;;2;;2;;76;11;76;1204.0097223
6,016,466;1;2;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;76;11;76;1204.0097223
6,016,468;1;1;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;76;11;76;1282.6822503
6,016,468;1;2;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;76;11;76;1282.6822503
6,016,468;1;3;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;76;11;76;1282.6822503
6,016,468;1;4;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;76;11;76;1282.6822503
6,016,473;1;1;1;95;2;;;;;;;1;2;;2;;2;;;;;;;;;;;;;;;;;;2;;1;98;2;;76;11;76;1300.1741434
6,016,474;1;1;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;76;11;76;1372.1092362
6,016,474;1;2;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;76;11;76;1372.1092362
6,016,474;1;3;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;76;11;76;1372.1092362
6,016,474;1;4;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;76;11;76;1372.1092362
6,016,474;1;5;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;76;11;76;1372.1092362
6,016,475;1;1;1;95;2;;;;;;;1;2;;2;;2;;;;;;;;;;;;;;;;;;1;5,000,000;2;;2;;76;11;76;1300.1741434
6,016,476;1;1;1;95;2;;;;;;;1;2;;2;;2;;;;;;;;;;;;;;;;;;2;;1;215,000;2;;76;11;76;1615.6579035
6,016,476;1;2;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;76;11;76;1615.6579035
6,016,477;1;1;1;95;1;2;;1;835,844;2;;1;2;;2;;2;;;;;;;;;;;;;;;;;;2;;2;;1;1,817,000;76;11;76;1148.8991685
6,016,479;1;1;1;95;1;1;500,000;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;76;11;76;1136.4000114
6,016,486;1;1;1;95;1;2;;1;835,844;2;;1;2;;2;;2;;;;;;;;;;;;;;;;;;2;;2;;1;1,786,333;76;11;76;1136.4000114
6,016,487;1;1;1;95;2;;;;;;;1;1;4,800,000;2;;2;;;;;;;;;;;;;;;;;;2;;2;;2;;76;11;76;1136.4000114
6,016,488;1;1;1;95;2;;;;;;;1;2;;2;;2;;;;;;;;;;;;;;;;;;2;;1;106,000;2;;76;11;76;1300.1741434
6,016,489;1;1;1;95;2;;;;;;;1;2;;2;;2;;;;;;;;;;;;;;;;;;2;;1;98;2;;76;11;76;1303.4763719
6,016,489;1;2;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;76;11;76;1303.4763719
6,016,489;1;3;1;95;2;;;;;;;1;1;500,000;2;;2;;;;;;;;;;;;;;;;;;2;;2;;2;;76;11;76;1303.4763719
6,016,489;1;4;1;95;2;;;;;;;1;2;;2;;1;1,920,000;;1,920,000;;1;;;;;;1;;;;INGRESO SOLIDARIO;1,920,000;;2;;2;;1;600,000;76;11;76;1303.4763719
6,016,489;1;5;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;76;11;76;1303.4763719
6,016,490;1;1;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;76;11;76;1368.8435872
6,016,490;1;2;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;76;11;76;1368.8435872
6,016,491;1;1;1;95;1;2;;1;98;2;;1;2;;2;;2;;;;;;;;;;;;;;;;;;2;;2;;1;98;76;11;76;1040.2355902
6,016,491;1;2;1;95;1;1;98;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;76;11;76;1040.2355902
6,016,492;1;1;1;95;2;;;;;;;1;2;;2;;2;;;;;;;;;;;;;;;;;;2;;1;98;2;;76;11;76;1801.3562929
6,016,492;1;2;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;76;11;76;1801.3562929
6,016,492;1;3;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;76;11;76;1801.3562929
6,016,492;1;4;1;95;2;;;;;;;1;2;;2;;2;;;;;;;;;;;;;;;;;;2;;1;98;1;800,000;76;11;76;1801.3562929
6,016,492;2;1;2;95;2;;;;;;;1;1;500,000;2;;2;;;;;;;;;;;;;;;;;;2;;2;;2;;76;11;76;1801.3562929
6,016,492;2;2;2;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;76;11;76;1801.3562929
6,016,493;1;1;1;95;2;;;;;;;1;2;;2;;2;;;;;;;;;;;;;;;;;;2;;1;162,000;2;;76;11;76;1300.1741434
6,016,494;1;1;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;76;11;76;1506.1322785
6,016,494;1;2;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;76;11;76;1506.1322785
6,016,495;1;1;1;95;2;;;;;;;1;2;;2;;1;1,440,000;;1,440,000;;1;;;;;;1;;;;INGRESO SOLIDARIO;1,440,000;;2;;2;;2;;76;11;76;1839.8034142
6,016,495;1;2;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;76;11;76;1839.8034142
6,016,496;1;1;1;95;1;2;;1;6,000,000;2;;1;2;;2;;2;;;;;;;;;;;;;;;;;;2;;2;;1;6,000,000;76;11;76;941.79884586
6,016,496;1;2;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;76;11;76;941.79884586
6,016,496;1;3;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;76;11;76;941.79884586
6,016,497;1;1;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;76;11;76;1136.4000114
6,016,499;1;1;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;76;11;76;1140.7514568
6,016,499;1;2;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;76;11;76;1140.7514568
6,016,499;1;3;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;76;11;76;1140.7514568
6,016,499;1;4;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;76;11;76;1140.7514568
6,016,500;1;1;1;95;1;1;98;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;76;11;76;1051.3244709
6,016,500;1;2;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;76;11;76;1051.3244709
6,016,500;1;3;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;76;11;76;1051.3244709
6,016,501;1;1;1;95;1;1;98;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;76;11;76;955.16004976
6,016,501;1;2;1;95;1;1;98;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;76;11;76;955.16004976
6,016,501;1;3;1;95;1;2;;1;98;2;;1;2;;2;;2;;;;;;;;;;;;;;;;;;2;;2;;1;98;76;11;76;955.16004976
6,016,501;1;4;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;76;11;76;955.16004976
6,016,502;1;1;1;95;1;2;;1;850,000;2;;1;1;98;2;;2;;;;;;;;;;;;;;;;;;2;;2;;1;1,700,000;76;11;76;843.88972542
6,016,502;1;2;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;76;11;76;843.88972542
6,016,502;1;3;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;76;11;76;843.88972542
6,016,503;1;1;1;95;2;;;;;;;1;2;;2;;2;;;;;;;;;;;;;;;;;;2;;1;100,000;2;;76;11;76;1561.2428323
6,016,503;1;2;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;76;11;76;1561.2428323
6,016,503;1;3;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;76;11;76;1561.2428323
6,016,504;1;1;1;95;2;;;;;;;1;2;;2;;2;;;;;;;;;;;;;;;;;;2;;1;120,000;2;;76;11;76;955.16004976
6,016,504;1;2;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;76;11;76;955.16004976
6,016,504;1;3;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;76;11;76;955.16004976
6,016,504;1;4;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;76;11;76;955.16004976
6,016,505;1;1;1;95;2;;;;;;;1;2;;2;;1;1,600,000;;1,600,000;;1;;;;;1;;;;1,600,000;;;;1;16,000,000;2;;2;;76;11;76;1040.2355902
6,016,505;1;2;1;95;2;;;;;;;1;1;7,200,000;2;;2;;;;;;;;;;;;;;;;;;2;;2;;2;;76;11;76;1040.2355902
6,016,506;1;1;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;76;11;76;1107.8453011
6,016,506;1;2;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;76;11;76;1107.8453011
6,016,506;1;3;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;76;11;76;1107.8453011
6,016,516;1;1;1;95;2;;;;;;;1;2;;1;78,000,000;2;;;;;;;;;;;;;;;;;;2;;2;;2;;76;11;76;1040.2355902
6,016,516;1;2;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;76;11;76;1040.2355902
6,016,517;1;1;1;95;2;;;;;;;1;2;;2;;2;;;;;;;;;;;;;;;;;;2;;1;800,000;1;800,000;76;11;76;1337.0973216
6,016,517;1;2;1;95;2;;;;;;;1;2;;2;;2;;;;;;;;;;;;;;;;;;1;500,000;2;;2;;76;11;76;1337.0973216
6,016,517;1;3;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;76;11;76;1337.0973216
6,016,518;1;1;1;95;2;;;;;;;1;2;;2;;2;;;;;;;;;;;;;;;;;;2;;1;98;2;;76;11;76;1300.1741434
6,016,519;1;1;1;95;2;;;;;;;1;2;;2;;2;;;;;;;;;;;;;;;;;;2;;1;200,000;1;9,000,000;76;11;76;996.21391712
6,016,519;1;2;1;95;2;;;;;;;1;1;50,000;2;;2;;;;;;;;;;;;;;;;;;2;;2;;2;;76;11;76;996.21391712
6,016,521;1;1;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;76;11;76;1029.4811324
6,016,521;1;2;1;95;2;;;;;;;1;2;;2;;2;;;;;;;;;;;;;;;;;;2;;1;98;1;8,000,000;76;11;76;1029.4811324
6,016,521;1;3;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;76;11;76;1029.4811324
6,016,522;1;1;1;95;2;;;;;;;1;2;;2;;2;;;;;;;;;;;;;;;;;;2;;1;98;2;;76;11;76;1103.8282785
6,016,522;1;2;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;76;11;76;1103.8282785
6,016,523;1;1;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;76;11;76;1136.4000114
6,016,525;1;1;1;95;2;;;;;;;1;2;;2;;2;;;;;;;;;;;;;;;;;;2;;1;120,000;2;;76;11;76;1193.2552644
6,016,525;1;2;1;95;2;;;;;;;1;2;;2;;2;;;;;;;;;;;;;;;;;;2;;2;;1;98;76;11;76;1193.2552644
