DIRECTORIO;SECUENCIA_P;ORDEN;AREA;REGIS;P7430;P7440;P7450;P7450S1;P7460;P7470;P7472;P7472S1;P7490;P7490S1;P7454;P7456;P7458S1;P7458;P7452;INI;DPTO;fex_c_2011
511128;1;1;73;80;1;4;3; ;2; ;2; ;2; ; ; ; ;4;2;1;73;170,887336771921
511129;1;2;73;80;1;2;2; ;2; ;2; ;2; ; ; ; ;9;2;1;73;235,888707974448
511132;1;2;73;80;1;3;2; ;2; ;2; ;2; ; ; ; ;9;2;1;73;246,349161254199
511150;1;2;05;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;05;594,169629980858
511151;1;1;05;80;1;2;1; ;2; ;2; ;2; ; ; ; ;2;2;1;05;353,051561951406
511151;1;2;05;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;05;353,051561951406
511151;1;3;05;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;05;353,051561951406
511151;1;5;05;80;1;1;1; ;2; ;2; ;2; ; ; ; ;2;2;1;05;353,051561951406
511156;1;4;05;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;05;669,898951554349
511157;1;1;05;80;2; ; ; ;3; ;2; ;2; ;2; ;.; ; ;1;05;645,91996074505
511158;1;3;05;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;05;634,03545923804
511160;1;1;05;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;05;645,91996074505
511161;1;2;05;80;1;3;2; ;2; ;2; ;2; ; ;2; ;8;1;1;05;640,61551113361
511161;1;3;05;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;05;640,61551113361
511162;1;3;05;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;05;618,243992160656
511162;1;4;05;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;05;618,243992160656
511164;1;2;05;80;1;4;2; ;2; ;2; ;2; ; ; ; ;9;2;1;05;680,324475921525
511166;1;2;05;80;1;4;2; ;2; ;2; ;2; ; ;4; ;9;1;1;05;521,143915772717
511166;1;3;05;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;05;521,143915772717
511166;1;4;05;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;05;521,143915772717
511166;1;6;05;80;2; ; ; ;2; ;2; ;2; ;1;4; ;5; ;1;05;521,143915772717
511169;1;1;05;80;1;4;4; ;3; ;2; ;2; ; ; ; ;10;2;1;05;833,018530055293
511169;1;2;05;80;1;4;2; ;2; ;2; ;2; ; ; ; ;9;2;1;05;833,018530055293
511171;1;5;05;80;1;1;6; ;2; ;2; ;1;480000; ; ; ;8;2;1;05;685,627100042997
511174;1;2;05;80;1;4;2; ;2; ;2; ;2; ; ; ; ;9;2;1;05;665,647922856776
511174;1;3;05;80;1;2;7; ;2; ;2; ;2; ; ; ; ;2;2;1;05;665,647922856776
511176;1;1;05;80;1;4;2; ;2; ;2; ;2; ; ; ; ;9;2;1;05;706,503854439089
511176;1;3;05;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;05;706,503854439089
511178;1;1;05;80;1;2;4; ;3; ;2; ;2; ; ; ; ;8;2;1;05;1178,35764368779
511178;1;2;05;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;05;1178,35764368779
511178;1;4;05;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;05;1178,35764368779
511178;1;8;05;80;1;4;4; ;3; ;2; ;2; ; ; ; ;10;2;1;05;1178,35764368779
511182;1;5;05;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;05;719,683817437009
511183;1;2;05;80;1;4;2; ;2; ;2; ;2; ; ; ; ;9;2;1;05;893,201693213056
511185;1;2;05;80;1;2;7; ;2; ;2; ;2; ; ;1; ;9;1;1;05;618,243992160656
511185;1;4;05;80;1;3;1; ;2; ;2; ;2; ; ; ; ;2;2;1;05;618,243992160656
511188;1;1;05;80;1;4;2; ;2; ;2; ;2; ; ; ; ;9;2;1;05;787,62424432644
511189;1;1;05;80;1;1;4; ;3; ;2; ;1;433000; ; ; ;10;2;1;05;1112,12150259985
511189;1;2;05;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;05;1112,12150259985
511191;1;2;05;80;1;2;5; ;2; ;2; ;2; ; ; ; ;8;2;1;05;466,540040352018
511191;1;3;05;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;05;466,540040352018
511191;1;4;05;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;05;466,540040352018
511191;1;5;05;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;05;466,540040352018
511193;1;2;05;80;1;4;2; ;2; ;2; ;2; ; ; ; ;9;2;1;05;785,614599359173
511193;1;3;05;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;05;785,614599359173
511195;1;1;05;80;1;1;7; ;2; ;2; ;1;1200000; ; ;ESPERA QUE LO LLAMEN;12;2;1;05;666,638025181907
511195;1;3;05;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;05;666,638025181907
511197;1;2;05;80;1;4;2; ;2; ;2; ;2; ; ; ; ;9;2;1;05;666,638025181907
511197;1;3;05;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;05;666,638025181907
511199;1;2;05;80;1;4;2; ;2; ;2; ;2; ; ; ; ;9;2;1;05;669,898951554349
511199;1;4;05;80;2; ; ; ;2; ;2; ;2; ;1;1;LLEVO LA HOJA DE VIDA ESTA SEMANA;12; ;1;05;669,898951554349
511200;1;2;05;80;1;4;2; ;2; ;2; ;2; ; ; ; ;9;2;1;05;834,070125479193
511201;1;5;05;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;05;705,450433525223
511203;1;2;05;80;1;3;6; ;2; ;2; ;2; ; ;1;NO SE INTERESA;12;1;1;05;778,148338980285
511203;1;3;05;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;05;778,148338980285
511205;1;2;05;80;1;4;2; ;2; ;2; ;2; ; ; ; ;9;2;1;05;1083,26948801465
511207;1;2;05;80;1;4;2; ;2; ;2; ;2; ; ; ; ;9;2;1;05;874,242994020859
511208;1;8;05;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;05;951,093050111205
511211;1;3;05;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;05;613,802896867434
511211;1;4;05;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;05;613,802896867434
511212;1;1;05;80;1;2;0; ;2; ;2; ;2; ; ;1; ;9;1;1;05;505,285178101904
511212;1;2;05;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;05;505,285178101904
511212;1;3;05;80;1;1;0; ;2; ;2; ;1;100000; ; ; ;7;2;1;05;505,285178101904
511212;1;4;05;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;05;505,285178101904
511212;1;8;05;80;1;1;2; ;2; ;2; ;1;200000; ; ; ;9;2;1;05;505,285178101904
511214;1;2;05;80;1;1;2; ;2; ;2; ;1;3000000; ; ; ;9;2;1;05;669,898951554349
511214;1;3;05;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;05;669,898951554349
511214;1;4;05;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;05;669,898951554349
511217;1;1;05;80;1;4;4; ;3; ;2; ;2; ; ; ; ;11;2;1;05;945,84675493188
511218;1;1;05;80;1;4;4; ;2; ;2; ;2; ; ;4; ;9;1;1;05;852,007604916384
511218;1;2;05;80;1;4;4; ;2; ;2; ;2; ; ; ; ;9;2;1;05;852,007604916384
511218;1;4;05;80;2; ; ; ;2; ;2; ;2; ;1;1; ;2; ;1;05;852,007604916384
511219;1;3;05;80;1;1;1; ;2; ;2; ;1;520000; ; ; ;2;2;1;05;543,827445091108
511219;1;4;05;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;05;543,827445091108
511219;1;5;05;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;05;543,827445091108
511221;1;1;05;80;1;4;8;POR DESPLAZAMIENTO;2; ;2; ;2; ; ;3; ;1;1;1;05;651,466450933532
511221;1;4;05;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;05;651,466450933532
511221;1;6;05;80;1;4;8;POR DESPLAZAMIENTO;2; ;2; ;2; ; ; ; ;8;2;1;05;651,466450933532
511224;1;2;05;80;2; ; ; ;2; ;2; ;2; ;1;4; ;5; ;1;05;887,854804984931
511224;1;5;05;80;1;3;3; ;2; ;2; ;2; ; ;1; ;4;1;1;05;887,854804984931
511229;1;3;05;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;05;666,638025181907
511230;1;4;05;80;1;1;1; ;2; ;2; ;1;90000; ; ; ;2;2;1;05;950,403142795232
511230;1;5;05;80;1;2;2; ;2; ;2; ;2; ; ; ; ;2;2;1;05;950,403142795232
511232;1;2;05;80;1;3;5; ;2; ;2; ;2; ; ; ; ;9;2;1;05;618,243992160656
511232;1;4;05;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;05;618,243992160656
511233;1;2;05;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;05;553,409069769043
511235;1;3;05;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;05;637,233067021746
511235;1;5;05;80;1;1;2; ;2; ;2; ;2; ; ; ; ;9;2;1;05;637,233067021746
511236;1;2;05;80;1;3;2; ;2; ;2; ;1;45000; ; ; ;9;2;1;05;597,926658260076
511236;1;3;05;80;2; ; ; ;2; ;2; ;2; ;1;2; ;8; ;1;05;597,926658260076
511236;1;4;05;80;1;4;3; ;3; ;2; ;2; ; ; ; ;4;2;1;05;597,926658260076
511236;1;5;05;80;1;3;3; ;2; ;2; ;2; ; ; ; ;4;2;1;05;597,926658260076
511237;1;2;05;80;1;1;3; ;2; ;2; ;1;2720000; ; ; ;4;2;1;05;766,687017596852
511238;1;1;05;80;1;4;0; ;2; ;2; ;2; ; ; ; ;8;2;1;05;767,687781755359
511238;1;4;05;80;1;4;4; ;1;2;2; ;2; ; ; ; ;10;2;1;05;767,687781755359
511240;1;2;05;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;05;834,070125479193
511242;1;2;05;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;05;766,140084424683
511242;1;3;05;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;05;766,140084424683
511245;1;1;05;80;1;4;4; ;3; ;2; ;2; ; ; ; ;10;2;1;05;493,225906611281
511245;1;2;05;80;1;2;5; ;2; ;2; ;2; ; ; ; ;9;2;1;05;493,225906611281
511252;1;4;05;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;05;697,816960715786
511253;1;1;05;80;2; ; ; ;3; ;2; ;2; ;2; ;.; ; ;1;05;759,148916157914
511255;1;3;05;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;05;760,043647112546
511256;1;2;05;80;1;3;2; ;2; ;2; ;1;2000000; ; ; ;9;2;1;05;950,498514165731
511258;1;1;05;80;1;4;4; ;3; ;2; ;2; ; ; ;ESTA PENSIONADO;12;2;1;05;788,875525731615
511258;1;2;05;80;1;4;2; ;2; ;2; ;2; ; ; ; ;9;2;1;05;788,875525731615
511258;1;3;05;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;05;788,875525731615
511258;1;4;05;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;05;788,875525731615
511259;1;2;05;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;05;382,471348608817
511259;1;3;05;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;05;382,471348608817
511259;1;4;05;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;05;382,471348608817
511337;1;1;05;80;1;4;3; ;2; ;2; ;2; ; ; ; ;4;2;1;05;645,91996074505
511338;1;1;05;80;1;4;3; ;2; ;2; ;2; ; ; ; ;4;2;1;05;793,553431334389
511338;1;2;05;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;05;793,553431334389
511338;1;3;05;80;1;4;2; ;2; ;2; ;2; ; ; ; ;9;2;1;05;793,553431334389
511338;1;6;05;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;05;793,553431334389
511340;1;2;05;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;05;478,992522699495
511341;1;2;05;80;1;4;3; ;2; ;2; ;2; ; ; ; ;4;2;1;05;1086,54952958795
511342;1;3;05;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;05;492,015621228147
511342;1;4;05;80;1;4;3; ;2; ;2; ;2; ; ; ; ;4;2;1;05;492,015621228147
511343;1;1;05;80;1;4;4; ;3; ;2; ;2; ; ; ; ;8;2;1;05;797,804460031962
511343;1;2;05;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;05;797,804460031962
511343;1;6;05;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;05;797,804460031962
511344;1;3;05;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;05;811,698606506239
511346;1;2;05;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;05;646,814691699682
511347;1;1;05;80;1;3;2; ;2; ;2; ;2; ; ; ; ;9;2;1;05;605,064029162737
511348;1;2;05;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;05;831,521939988465
511351;1;1;05;80;1;2;2; ;2; ;2; ;2; ; ; ; ;9;2;1;05;453,360077354099
511351;1;2;05;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;05;453,360077354099
511351;1;3;05;80;1;1;1; ;2; ;1;50000;1;540000; ; ; ;2;2;1;05;453,360077354099
511352;1;2;05;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;05;853,892438196147
511352;1;3;05;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;05;853,892438196147
511352;1;4;05;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;05;853,892438196147
511353;2;2;05;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;05;449,056391901167
511353;2;3;05;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;05;449,056391901167
511354;1;4;05;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;05;744,75866777686
511355;1;2;05;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;05;605,064029162737
511356;1;2;05;80;1;3;7; ;2; ;2; ;2; ; ; ; ;4;2;1;05;669,898951554349
511356;1;4;05;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;05;669,898951554349
511357;1;2;05;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;05;586,631528541919
511357;1;4;05;80;1;3;2; ;2; ;2; ;2; ; ; ; ;9;2;1;05;586,631528541919
511360;1;2;05;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;05;646,814691699682
511361;1;1;05;80;1;4;4; ;3; ;2; ;2; ; ; ; ;10;2;1;05;1238,63617821605
511361;1;2;05;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;05;1238,63617821605
511361;1;4;05;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;05;1238,63617821605
511362;1;1;05;80;1;4;4; ;3; ;2; ;2; ; ; ; ;10;2;1;05;1112,12150259985
511362;1;2;05;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;05;1112,12150259985
511365;1;2;05;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;05;834,070125479193
511366;1;3;05;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;05;718,2929845756
511367;1;2;05;80;1;4;2; ;2; ;2; ;2; ; ; ; ;9;2;1;05;760,043647112546
511368;1;3;05;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;05;640,61551113361
511369;1;2;05;80;1;1;2; ;2; ;1;1100000;1;11000000; ; ; ;9;2;1;05;714,641989500257
511373;1;2;05;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;05;946,247485468157
511376;1;1;05;80;1;4;3; ;2; ;2; ;2; ; ; ; ;4;2;1;05;645,91996074505
511380;1;3;05;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;05;811,698606506239
511381;1;1;05;80;1;4;4; ;3; ;2; ;2; ; ; ; ;4;2;1;05;491,025518903016
511381;1;4;05;80;1;4;2; ;2; ;2; ;2; ; ; ; ;9;2;1;05;491,025518903016
511381;1;7;05;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;05;491,025518903016
511382;1;1;05;80;2; ; ; ;3; ;2; ;2; ;2; ;.; ; ;1;05;759,148916157914
511383;1;2;05;80;1;4;2; ;1;1;2; ;2; ; ; ; ;2;2;1;05;766,687017596852
511384;1;1;05;80;1;4;4; ;3; ;2; ;2; ; ; ; ;11;2;1;05;833,018530055293
511384;1;2;05;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;05;833,018530055293
511386;1;3;05;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;05;618,243992160656
511386;1;4;05;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;05;618,243992160656
511387;1;2;05;80;1;4;0; ;2; ;2; ;2; ; ; ; ;9;2;1;05;566,198964064062
511387;1;3;05;80;1;2;2; ;2; ;2; ;1;1800000; ; ; ;4;2;1;05;566,198964064062
511388;1;1;05;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;05;605,464759699014
511388;1;3;05;80;1;4;4; ;3; ;2; ;2; ; ; ; ;10;2;1;05;605,464759699014
511388;1;4;05;80;2; ; ; ;3; ;2; ;2; ;2; ;.; ; ;1;05;605,464759699014
511389;1;4;05;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;05;696,364634755609
511389;1;5;05;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;05;696,364634755609
511390;1;1;05;80;1;4;4; ;3; ;2; ;2; ; ; ; ;10;2;1;05;885,663591774118
511390;1;2;05;80;1;4;2; ;2; ;2; ;2; ; ; ; ;9;2;1;05;885,663591774118
511392;1;3;05;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;05;540,566518718666
511392;1;4;05;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;05;540,566518718666
511394;1;1;05;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;05;735,66723859286
511394;1;2;05;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;05;735,66723859286
511394;1;4;05;80;1;4;2; ;2; ;2; ;2; ; ; ; ;9;2;1;05;735,66723859286
511394;1;7;05;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;05;735,66723859286
511395;1;2;05;80;1;4;2; ;2; ;2; ;2; ; ; ; ;9;2;1;05;614,592997085313
511395;1;3;05;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;05;614,592997085313
511397;1;2;05;80;1;4;2; ;2; ;2; ;2; ; ; ; ;9;2;1;05;693,260572852434
511399;1;1;05;80;1;4;2; ;3; ;2; ;2; ; ; ; ;9;2;1;05;645,91996074505
511400;1;2;05;80;1;4;2; ;2; ;2; ;2; ; ; ; ;9;2;1;05;492,172485697414
511400;1;3;05;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;05;492,172485697414
511400;1;4;05;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;05;492,172485697414
511400;1;5;05;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;05;492,172485697414
511401;1;3;05;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;05;718,2929845756
511402;1;1;05;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;05;659,099923742969
511402;1;3;05;80;1;3;5; ;2; ;2; ;2; ; ; ; ;2;2;1;05;659,099923742969
511403;1;1;05;80;1;1;3; ;2; ;2; ;1;500000; ; ; ;4;2;1;05;519,848454281808
511404;1;1;05;80;1;4;3; ;3; ;2; ;2; ; ; ; ;8;2;1;05;1304,96769067449
511404;1;2;05;80;1;4;3; ;2; ;2; ;2; ; ; ; ;8;2;1;05;1304,96769067449
511404;1;3;05;80;1;3;4; ;3; ;2; ;2; ; ;3; ;4;1;1;05;1304,96769067449
511404;1;4;05;80;1;4;3; ;2; ;2; ;2; ; ;3; ;4;1;1;05;1304,96769067449
511404;1;5;05;80;1;4;4; ;3; ;2; ;2; ; ; ; ;10;2;1;05;1304,96769067449
511405;1;2;05;80;1;4;2; ;2; ;2; ;2; ; ; ; ;9;2;1;05;909,642582583417
511405;1;4;05;80;1;1;7; ;2; ;2; ;1;1200000; ; ;ESTA HACIENDO LAS VUELTAS PARA SACAR LA LIBRETA MILITAR;12;2;1;05;909,642582583417
511405;1;5;05;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;05;909,642582583417
511408;1;2;05;80;1;1;8;EMBARAZO;2; ;2; ;1;980000; ;1;POR QUE NO LE RESULTO PARA TRABAJAR EN LA CASA;12;1;1;05;531,637584418319
511411;1;1;05;80;1;4;2; ;2; ;2; ;2; ; ; ; ;9;2;1;05;760,848130922544
511411;1;3;05;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;05;760,848130922544
511412;1;1;05;80;1;2;7; ;2; ;2; ;2; ; ; ; ;8;2;1;05;825,660582990402
511414;1;4;05;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;05;618,243992160656
511415;1;1;05;80;1;4;4; ;3; ;2; ;2; ; ; ; ;8;2;1;05;759,148916157914
511416;1;3;05;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;05;734,021133064249
511417;1;1;05;80;1;1;3; ;3; ;2; ;1;800000; ; ; ;4;2;1;05;946,247485468157
511417;1;4;05;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;05;946,247485468157
511418;1;3;05;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;05;692,270470527303
511422;1;1;05;80;1;4;3; ;3; ;2; ;2; ; ; ; ;4;2;1;05;901,672333212137
511422;1;2;05;80;1;4;2; ;2; ;2; ;2; ; ; ; ;9;2;1;05;901,672333212137
511423;1;2;05;80;1;1;1; ;2; ;2; ;2; ; ; ; ;2;2;1;05;774,610341945136
511424;1;3;05;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;05;618,243992160656
511424;1;4;05;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;05;618,243992160656
511425;1;2;05;80;1;3;2; ;2; ;2; ;2; ; ; ; ;9;2;1;05;827,870944913121
511426;1;2;05;80;1;3;2; ;2; ;2; ;2; ; ; ; ;6;2;1;05;766,687017596852
511427;1;1;05;80;1;1;7; ;2; ;2; ;1;2400000; ; ; ;5;2;1;05;436,11603246293
511427;1;3;05;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;05;436,11603246293
511430;1;1;05;80;1;4;8;RENUNCIO PORQUE QUERIA DESCANZAR;2; ;2; ;2; ; ; ; ;9;2;1;05;1397,9315060003
511430;1;2;05;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;05;1397,9315060003
511430;1;3;05;80;1;3;6; ;2; ;2; ;2; ; ;1; ;1;1;1;05;1397,9315060003
511432;1;2;05;80;1;2;7; ;2; ;2; ;2; ; ; ; ;2;2;1;05;777,086395595104
511432;1;3;05;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;05;777,086395595104
511432;1;4;05;80;1;4;5; ;2; ;2; ;2; ; ; ; ;8;2;1;05;777,086395595104
511437;1;2;05;80;1;4;2; ;2; ;2; ;2; ; ; ; ;9;2;1;05;644,709675361916
511437;1;3;05;80;2; ; ; ;2; ;2; ;2; ;1;2; ;2; ;1;05;644,709675361916
511437;1;4;05;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;05;644,709675361916
511437;1;5;05;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;05;644,709675361916
511439;1;1;05;80;1;4;2; ;3; ;2; ;2; ; ; ; ;9;2;1;05;493,225906611281
511440;1;2;05;80;1;4;2; ;2; ;2; ;2; ; ; ; ;9;2;1;05;760,043647112546
511440;1;3;05;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;05;760,043647112546
511444;1;2;05;80;1;4;2; ;2; ;2; ;2; ; ; ; ;9;2;1;05;893,201693213056
511445;1;1;05;80;1;4;4; ;3; ;2; ;2; ; ; ; ;8;2;1;05;885,663591774118
511445;1;2;05;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;05;885,663591774118
511447;1;1;05;80;1;4;4; ;3; ;2; ;2; ; ; ; ;10;2;1;05;593,274899026225
511447;1;2;05;80;1;1;4; ;3; ;2; ;1;15000000; ; ; ;10;2;1;05;593,274899026225
511449;1;1;05;80;1;4;3; ;2; ;2; ;2; ; ; ; ;4;2;1;05;813,089439367647
511449;1;4;05;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;05;813,089439367647
511450;1;1;05;80;1;4;8;CAMBIO DE PAIS Y LLEVAR LA OBLIGACIO CON LA MAMA Y HERMANAS;2; ;2; ;2; ; ; ; ;9;2;1;05;484,697702847212
511450;1;2;05;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;05;484,697702847212
511450;1;3;05;80;2; ; ; ;3; ;2; ;2; ;2; ;.; ; ;1;05;484,697702847212
511450;1;4;05;80;1;3;3; ;3; ;2; ;2; ; ; ; ;4;2;1;05;484,697702847212
511452;1;3;05;80;1;4;3; ;2; ;2; ;1;30000; ; ; ;4;2;1;05;872,377871570777
511455;1;1;05;80;1;4;4; ;3; ;2; ;2; ; ; ; ;10;2;1;05;784,624497034042
511455;1;2;05;80;1;4;2; ;2; ;2; ;2; ; ; ; ;8;2;1;05;784,624497034042
511455;1;3;05;80;2; ; ; ;2; ;2; ;2; ;1;2; ;11; ;1;05;784,624497034042
511455;1;4;05;80;1;4;0; ;2; ;2; ;2; ; ; ; ;8;2;1;05;784,624497034042
511456;1;1;05;80;2; ; ; ;3; ;2; ;2; ;2; ;.; ; ;1;05;784,624497034042
511456;1;2;05;80;2; ; ; ;3; ;2; ;2; ;2; ;.; ; ;1;05;784,624497034042
511456;1;4;05;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;05;784,624497034042
511457;1;1;05;80;1;3;1; ;2; ;2; ;2; ; ; ; ;9;2;1;05;651,065720397255
511457;1;3;05;80;1;1;5; ;2; ;2; ;1;1200000; ; ; ;2;2;1;05;651,065720397255
511459;1;2;05;80;1;2;5; ;2; ;2; ;1;400000; ;1; ;5;1;1;05;766,687017596852
511462;1;2;05;80;1;3;2; ;2; ;2; ;2; ; ; ; ;9;2;1;05;1281,23102226722
511462;1;3;05;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;05;1281,23102226722
511463;1;1;05;80;1;4;2; ;2; ;2; ;2; ; ; ; ;9;2;1;05;1744,75574314155
511465;1;2;05;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;05;1373,87416425925
511465;1;3;05;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;05;1373,87416425925
511465;1;4;05;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;05;1373,87416425925
511466;1;2;05;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;05;1171,96895185376
511467;1;2;05;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;05;1663,04387997693
