DIRECTORIO;SECUENCIA_P;ORDEN;AREA;REGIS;P7430;P7440;P7450;P7450S1;P7460;P7470;P7472;P7472S1;P7490;P7490S1;P7454;P7456;P7458S1;P7458;P7452;INI;DPTO;fex_c_2011
503951;1;3;13;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;13;269,230761585128
503951;1;5;13;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;13;269,230761585128
503953;1;4;13;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;13;268,899317565777
503957;1;4;13;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;13;183,495413821908
504166;1;2;17;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;17;135,011074190837
504167;1;1;17;80;1;4;4; ;3; ;2; ;2; ; ; ; ;10;2;1;17;94,8778103074357
504167;1;2;17;80;1;4;2; ;2; ;2; ;2; ; ;4; ;9;1;1;17;94,8778103074357
504168;1;7;17;80;1;4;6; ;2; ;2; ;2; ; ; ; ;11;2;1;17;172,395496463336
504170;1;4;17;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;17;205,507046077718
504171;1;2;17;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;17;160,310949032469
504171;1;3;17;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;17;160,310949032469
504171;1;4;17;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;17;160,310949032469
504172;1;1;17;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;17;113,962482083275
504173;1;3;17;80;1;1;7; ;2; ;2; ;1;408000; ; ; ;2;2;1;17;104,997019625698
504173;1;5;17;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;17;104,997019625698
504174;1;2;17;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;17;100,381305575085
504176;1;1;17;80;1;3;3; ;2; ;2; ;2; ; ; ; ;4;2;1;17;107,476390747477
504176;1;2;17;80;1;4;2; ;2; ;2; ;2; ; ; ; ;9;2;1;17;107,476390747477
504176;1;5;17;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;17;107,476390747477
504177;1;1;17;80;1;4;8;CANSADO;3; ;2; ;2; ; ; ;CANSADO;12;2;1;17;71,439002245118
504177;1;2;17;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;17;71,439002245118
504177;1;3;17;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;17;71,439002245118
504180;1;1;17;80;1;3;3; ;2; ;2; ;2; ; ; ; ;4;2;1;17;94,8778103074357
504180;1;2;17;80;1;4;3; ;2; ;2; ;2; ; ; ; ;4;2;1;17;94,8778103074357
504181;1;3;17;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;17;166,720282037853
504182;1;4;17;80;1;4;2; ;2; ;2; ;2; ; ; ; ;9;2;1;17;127,46690026105
504183;1;2;17;80;2; ; ; ;2; ;2; ;2; ;1;1; ;4; ;1;17;132,673594790224
504185;1;1;17;80;1;1;7; ;3; ;1;300000;1;900000; ; ; ;8;2;1;17;119,420540832353
504188;1;1;17;80;1;2;3; ;2; ;2; ;2; ; ; ; ;4;2;1;17;110,900029593374
504188;1;2;17;80;1;4;2; ;2; ;2; ;2; ; ; ; ;9;2;1;17;110,900029593374
504189;1;3;17;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;17;142,910175717663
504190;1;2;17;80;1;1;7; ;2; ;2; ;1;300000; ;1; ;9;1;1;17;94,8778103074357
504192;1;1;17;80;1;2;7; ;2; ;2; ;2; ; ; ; ;8;2;1;17;112,377020433684
504192;1;2;17;80;1;4;4; ;3; ;2; ;2; ; ; ; ;10;2;1;17;112,377020433684
504192;2;2;17;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;17;112,377020433684
504192;3;2;17;80;2; ; ; ;2; ;2; ;1;400000;1;1; ;2; ;1;17;112,377020433684
504193;1;2;17;80;1;2;2; ;2; ;2; ;2; ; ; ; ;9;2;1;17;224,189691636644
504193;1;4;17;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;17;224,189691636644
504194;1;2;17;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;17;102,924169736133
504195;1;2;17;80;1;4;5; ;2; ;2; ;2; ; ;2; ;5;1;1;17;109,010746371906
504195;1;3;17;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;17;109,010746371906
504199;1;2;17;80;1;2;2; ;2; ;2; ;2; ; ; ; ;11;2;1;17;135,216458951272
504200;1;1;17;80;1;4;4; ;3; ;2; ;2; ; ; ; ;10;2;1;17;104,381767030148
504200;1;2;17;80;2; ; ; ;3; ;2; ;2; ;2; ;.; ; ;1;17;104,381767030148
504203;1;1;17;80;1;1;5; ;2; ;2; ;1;200000; ; ; ;8;2;1;17;101,466572442119
504203;1;2;17;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;17;101,466572442119
504203;1;3;17;80;1;4;0; ;2; ;2; ;2; ; ; ; ;4;2;1;17;101,466572442119
504203;1;4;17;80;1;4;2; ;2; ;2; ;2; ; ; ; ;9;2;1;17;101,466572442119
504203;1;5;17;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;17;101,466572442119
504204;1;2;17;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;17;135,011074190837
504206;1;2;17;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;17;113,011207826969
504206;1;3;17;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;17;113,011207826969
504207;1;4;17;80;1;1;1; ;2; ;1;40000;1;40000; ;1; ;2;1;1;17;112,310754849669
504207;1;5;17;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;17;112,310754849669
504208;1;2;17;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;17;149,000148887981
504209;1;2;17;80;1;2;1; ;2; ;2; ;1;400000; ; ; ;1;2;1;17;157,216325315141
504210;1;2;17;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;17;164,998055232789
504210;1;3;17;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;17;164,998055232789
504210;1;4;17;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;17;164,998055232789
504211;1;2;17;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;17;151,012377070191
504211;1;4;17;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;17;151,012377070191
504214;1;3;17;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;17;189,711127958799
504215;1;3;17;80;1;1;7; ;2; ;2; ;1;200000; ; ; ;2;2;1;17;165,115426841966
504216;1;2;17;80;1;2;1; ;2; ;2; ;2; ; ; ; ;2;2;1;17;135,011074190837
504218;1;2;17;80;2; ; ; ;2; ;2; ;2; ;1;4; ;9; ;1;17;167,505876834496
504218;1;3;17;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;17;167,505876834496
504219;1;1;17;80;1;4;4; ;3; ;2; ;2; ; ; ; ;10;2;1;17;124,924036100002
504222;1;2;17;80;1;4;2; ;2; ;2; ;2; ; ; ; ;6;2;1;17;149,319508723047
504224;1;2;17;80;1;4;2; ;2; ;2; ;2; ; ; ; ;8;2;1;17;144,51503091355
504224;1;3;17;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;17;144,51503091355
504225;1;1;17;80;1;4;4; ;3; ;2; ;2; ; ; ; ;10;2;1;17;94,8778103074357
504225;1;2;17;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;17;94,8778103074357
504226;1;1;17;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;17;126,381633394017
504227;1;1;17;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;17;110,823271262959
504227;1;2;17;80;1;4;4; ;3; ;2; ;2; ; ; ; ;10;2;1;17;110,823271262959
504227;1;3;17;80;1;4;4; ;3; ;2; ;2; ; ; ; ;4;2;1;17;110,823271262959
504229;1;2;17;80;1;4;2; ;2; ;2; ;2; ; ; ; ;9;2;1;17;144,51503091355
504229;1;3;17;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;17;144,51503091355
504230;1;1;17;80;1;4;4; ;3; ;2; ;2; ; ; ; ;10;2;1;17;135,216458951272
504230;1;2;17;80;1;2;4; ;3; ;2; ;2; ; ;1;NO CUENTA CON LOS RECURSOS SUFICIENTES;12;1;1;17;135,216458951272
504230;1;3;17;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;17;135,216458951272
504231;1;2;17;80;1;2;3; ;2; ;2; ;2; ; ; ; ;5;2;1;17;145,887427825815
504231;1;3;17;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;17;145,887427825815
504231;1;7;17;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;17;145,887427825815
504232;1;1;17;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;17;110,468343665921
504236;1;2;17;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;17;152,264589603772
504237;1;1;17;80;1;4;4; ;3; ;2; ;2; ; ; ; ;10;2;1;17;116,877676671304
504238;1;3;17;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;17;127,901288208154
504238;1;4;17;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;17;127,901288208154
504238;1;5;17;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;17;127,901288208154
504238;1;6;17;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;17;127,901288208154
504239;1;2;17;80;1;4;2; ;2; ;2; ;2; ; ; ; ;9;2;1;17;124,924036100002
504241;1;1;17;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;17;147,914882020948
504242;1;1;17;80;1;1;4; ;3; ;2; ;1;2800000; ; ; ;10;2;1;17;115,42007937729
504244;1;8;17;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;17;191,685552999609
504244;1;9;17;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;17;191,685552999609
504245;1;6;17;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;17;155,391384548527
504245;1;7;17;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;17;155,391384548527
504245;1;8;17;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;17;155,391384548527
504246;1;2;17;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;17;188,106272762912
504246;1;3;17;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;17;188,106272762912
504247;1;2;17;80;1;2;0; ;1;1;2; ;2; ; ; ; ;5;2;1;17;144,51503091355
504247;1;3;17;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;17;144,51503091355
504248;1;1;17;80;1;4;4; ;3; ;2; ;2; ; ; ; ;8;2;1;17;116,877676671304
504249;1;1;17;80;1;4;4; ;3; ;2; ;2; ; ; ; ;11;2;1;17;94,8778103074357
504249;1;2;17;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;17;94,8778103074357
504251;1;1;17;80;1;4;4; ;3; ;2; ;2; ; ; ; ;8;2;1;17;94,8778103074357
504251;1;2;17;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;17;94,8778103074357
504253;1;2;17;80;2; ; ; ;2; ;2; ;2; ;1;1; ;1; ;1;17;172,310354643993
504256;1;2;17;80;1;2;7; ;2; ;2; ;2; ; ; ; ;2;2;1;17;135,011074190837
504257;1;2;17;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;17;154,018987636262
504257;1;4;17;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;17;154,018987636262
504260;1;1;17;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;17;115,42007937729
504262;1;2;17;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;17;214,893631191254
504262;1;5;17;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;17;214,893631191254
504262;1;6;17;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;17;214,893631191254
504263;1;2;17;80;1;1;7; ;2; ;2; ;1;2200000; ; ; ;4;2;1;17;165,115426841966
504263;1;3;17;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;17;165,115426841966
504264;1;1;17;80;1;4;4; ;3; ;2; ;2; ; ; ; ;8;2;1;17;94,8778103074357
504264;1;2;17;80;1;4;4; ;3; ;2; ;2; ; ; ; ;8;2;1;17;94,8778103074357
504265;1;1;17;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;17;115,42007937729
504265;1;2;17;80;1;4;2; ;2; ;2; ;2; ; ; ; ;9;2;1;17;115,42007937729
504268;1;1;17;80;1;4;4; ;3; ;2; ;2; ; ;2; ;8;1;1;17;104,381767030148
504268;1;3;17;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;17;104,381767030148
504269;1;1;17;80;1;3;1; ;2; ;2; ;2; ; ; ; ;2;2;1;17;158,673922609155
504271;1;4;17;80;1;2;1; ;1;1;2; ;2; ; ; ; ;2;2;1;17;189,039125461427
504271;1;6;17;80;1;3;1; ;2; ;2; ;2; ; ; ; ;2;2;1;17;189,039125461427
504272;1;1;17;80;1;4;6; ;2; ;2; ;2; ; ; ; ;8;2;1;17;116,877676671304
504273;1;2;17;80;1;4;2; ;2; ;2; ;2; ; ; ; ;9;2;1;17;193,696345369052
504274;1;1;17;80;1;4;2; ;2; ;2; ;2; ; ; ; ;9;2;1;17;126,381633394017
504275;1;1;17;80;1;4;4; ;3; ;2; ;2; ; ; ; ;8;2;1;17;71,439002245118
504275;1;2;17;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;17;71,439002245118
504275;1;3;17;80;1;3;6; ;3; ;2; ;2; ; ; ; ;8;2;1;17;71,439002245118
504275;1;4;17;80;1;3;4; ;3; ;2; ;2; ; ; ; ;10;2;1;17;71,439002245118
504277;1;1;17;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;17;144,73505792187
504277;2;2;17;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;17;144,73505792187
504278;1;2;17;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;17;166,602910428676
504278;1;3;17;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;17;166,602910428676
504278;1;4;17;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;17;166,602910428676
504279;1;1;17;80;1;4;4; ;3; ;2; ;2; ; ; ; ;10;2;1;17;90,8773488523729
504279;1;2;17;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;17;90,8773488523729
504280;1;1;17;80;1;1;3; ;2; ;2; ;1;500000; ; ; ;4;2;1;17;91,8153578175342
504280;1;2;17;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;17;91,8153578175342
504281;1;3;17;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;17;158,706093836583
504281;1;4;17;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;17;158,706093836583
504283;1;4;17;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;17;142,910175717663
504285;1;1;17;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;17;149,349395015742
504285;1;3;17;80;1;1;1; ;2; ;2; ;1;3500000; ; ; ;2;2;1;17;149,349395015742
504285;1;4;17;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;17;149,349395015742
504286;1;1;17;80;1;4;7; ;2; ;2; ;2; ; ; ; ;4;2;1;17;157,216325315141
504286;1;2;17;80;1;1;7; ;2; ;2; ;1;1350000; ; ;PORQUE NO TIENE LA LIBRETA MILITAR;12;2;1;17;157,216325315141
504287;1;3;17;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;17;166,720282037853
504289;1;1;17;80;1;4;4; ;3; ;2; ;2; ; ; ; ;10;2;1;17;116,862975861012
504289;1;2;17;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;17;116,862975861012
504289;1;6;17;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;17;116,862975861012
504289;1;7;17;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;17;116,862975861012
504290;1;1;17;80;1;1;7; ;2; ;2; ;1;1734800; ;1; ;1;1;1;17;139,815552000335
504291;1;1;17;80;1;4;4; ;3; ;2; ;2; ; ; ;ESTA JUBILADO;12;2;1;17;144,617701712435
504291;1;7;17;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;17;144,617701712435
504291;1;8;17;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;17;144,617701712435
504292;1;2;17;80;1;4;4; ;3; ;2; ;2; ; ; ; ;4;2;1;17;130,38209484908
504294;1;2;17;80;1;1;3; ;2; ;2; ;1;500000; ; ; ;4;2;1;17;117,868656228381
504295;1;1;17;80;1;4;4; ;3; ;2; ;2; ; ; ; ;8;2;1;17;120,177685149067
504295;1;4;17;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;17;120,177685149067
504297;1;2;17;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;17;157,216325315141
504298;1;1;17;80;1;4;4; ;3; ;2; ;2; ; ; ; ;8;2;1;17;126,381633394017
504299;1;2;17;80;1;1;1; ;2; ;2; ;1;360000; ; ; ;2;2;1;17;167,358618932624
504302;1;1;17;80;1;2;3; ;2; ;2; ;2; ; ; ; ;4;2;1;17;160,310949032469
504302;1;2;17;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;17;160,310949032469
504302;1;3;17;80;2; ; ; ;2; ;2; ;1;200000;1;1; ;9; ;1;17;160,310949032469
504303;1;2;17;80;1;4;0; ;2; ;2; ;2; ; ;4; ;9;1;1;17;135,366001787876
504303;1;5;17;80;1;1;1; ;2; ;2; ;1;260000; ; ; ;2;2;1;17;135,366001787876
504304;1;3;17;80;1;1;1; ;2; ;2; ;1;1540000; ; ; ;2;2;1;17;202,444593587817
504307;1;1;17;80;1;4;4; ;3; ;2; ;2; ; ; ; ;10;2;1;17;167,01080861763
504307;1;2;17;80;1;4;8;EDAD;2; ;2; ;2; ; ;4; ;8;1;1;17;167,01080861763
504307;1;3;17;80;2; ; ; ;2; ;2; ;2; ;1;3; ;4; ;1;17;167,01080861763
504307;1;6;17;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;17;167,01080861763
504307;1;8;17;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;17;167,01080861763
504308;1;3;17;80;1;4;0; ;2; ;2; ;2; ; ; ; ;11;2;1;17;116,358088342451
504309;1;2;17;80;2; ; ; ;2; ;2; ;2; ;1;1; ;8; ;1;17;157,216325315141
504310;1;3;17;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;17;125,01204925126
504310;1;4;17;80;1;4;8;EDAD;2; ;2; ;2; ; ; ;EDAD;12;2;1;17;125,01204925126
504311;1;1;17;80;2; ; ; ;3; ;2; ;2; ;2; ;.; ; ;1;17;116,877676671304
504312;1;1;17;80;1;4;8;EDAD;3; ;2; ;2; ; ; ;EDAD;12;2;1;17;115,42007937729
504312;1;2;17;80;1;1;4; ;3; ;1;433700;1;5204400; ; ; ;10;2;1;17;115,42007937729
504313;1;1;17;80;1;4;4; ;3; ;2; ;2; ; ; ; ;4;2;1;17;94,8778103074357
504314;1;1;17;80;1;4;3; ;2; ;2; ;2; ; ;4;FALTA DE ESTUDIO;12;1;1;17;115,42007937729
504315;1;3;17;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;17;167,505876834496
504317;1;1;17;80;1;4;4; ;3; ;2; ;2; ; ;4;EDAD;12;1;1;17;104,381767030148
504317;1;2;17;80;1;4;2; ;2; ;2; ;2; ; ; ; ;9;2;1;17;104,381767030148
504317;1;3;17;80;1;4;3; ;3; ;2; ;2; ; ; ; ;4;2;1;17;104,381767030148
504318;1;3;17;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;17;491,132400419602
504318;1;5;17;80;1;4;2; ;2; ;2; ;2; ; ; ; ;9;2;1;17;491,132400419602
504319;1;3;17;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;17;319,805624464755
504319;1;4;17;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;17;319,805624464755
504320;1;1;17;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;17;456,793768811315
504320;1;2;17;80;1;2;7; ;2; ;2; ;2; ; ; ; ;2;2;1;17;456,793768811315
504321;1;3;17;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;17;160,310949032469
504321;1;4;17;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;17;160,310949032469
504322;1;9;17;80;1;3;0; ;2; ;2; ;2; ; ; ; ;4;2;1;17;184,224559873767
504323;1;1;17;80;1;4;3; ;2; ;2; ;2; ; ; ; ;4;2;1;17;143,168531070013
504323;1;2;17;80;1;4;3; ;2; ;2; ;2; ; ; ; ;5;2;1;17;143,168531070013
504323;1;4;17;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;17;143,168531070013
504325;1;1;17;80;1;4;4; ;3; ;2; ;2; ; ; ; ;9;2;1;17;128,601741185454
504325;1;2;17;80;1;1;7; ;2; ;2; ;1;144000; ; ; ;2;2;1;17;128,601741185454
504325;1;3;17;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;17;128,601741185454
504326;1;1;17;80;1;4;3; ;2; ;2; ;2; ; ; ; ;9;2;1;17;126,381633394017
504327;1;2;17;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;17;129,592720742531
504327;1;3;17;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;17;129,592720742531
504328;1;1;17;80;1;1;5; ;3; ;2; ;1;500000; ; ; ;5;2;1;17;94,8778103074357
504328;1;2;17;80;1;4;7; ;2; ;2; ;2; ; ; ; ;8;2;1;17;94,8778103074357
504329;1;1;17;80;1;4;3; ;2; ;2; ;2; ; ;4; ;4;1;1;17;84,3387967275479
504329;1;2;17;80;1;4;3; ;2; ;2; ;2; ; ; ; ;4;2;1;17;84,3387967275479
504329;2;2;17;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;17;84,3387967275479
504329;2;3;17;80;1;4;3; ;2; ;2; ;2; ; ; ; ;4;2;1;17;84,3387967275479
504333;1;1;17;80;1;4;3; ;2; ;2; ;2; ; ; ; ;4;2;1;17;126,381633394017
504334;1;1;17;80;1;4;4; ;3; ;2; ;2; ; ; ; ;4;2;1;17;189,743299186226
504336;1;2;17;80;1;3;3; ;2; ;2; ;2; ; ; ;NO TIENE DINERO PARA INSTALAR NEGOCIO;12;2;1;17;198,312118275692
504336;1;5;17;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;17;198,312118275692
504337;1;2;17;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;17;135,011074190837
504339;1;2;17;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;17;155,813983547774
504342;1;4;17;80;1;3;1; ;2; ;2; ;2; ; ; ; ;2;2;1;17;184,005968678214
504342;1;6;17;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;17;184,005968678214
504343;1;2;17;80;1;3;3; ;2; ;2; ;2; ; ; ; ;4;2;1;17;118,048085357681
504343;1;3;17;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;17;118,048085357681
504344;1;2;17;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;17;147,861911429032
504346;1;2;17;80;1;4;4; ;3; ;2; ;2; ; ; ; ;8;2;1;17;284,633430922307
504348;1;2;17;80;1;1;7; ;2; ;2; ;1;350000; ; ; ;1;2;1;17;109,21613113234
504348;1;3;17;80;1;4;3; ;2; ;2; ;2; ; ; ; ;8;2;1;17;109,21613113234
504348;1;4;17;80;1;3;7; ;2; ;2; ;2; ; ; ; ;4;2;1;17;109,21613113234
504349;1;2;17;80;2; ; ; ;2; ;2; ;2; ;1;1; ;6; ;1;17;152,264589603772
504353;1;1;17;80;1;1;7; ;2; ;2; ;1;70000; ; ; ;8;2;1;17;167,843275451992
504356;1;1;17;80;1;4;2; ;3; ;2; ;2; ; ; ; ;9;2;1;17;124,924036100002
504358;1;1;17;80;1;4;3; ;2; ;2; ;2; ; ; ; ;4;2;1;17;129,750631668321
504358;1;2;17;80;1;4;2; ;2; ;2; ;2; ; ; ; ;4;2;1;17;129,750631668321
504358;1;4;17;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;17;129,750631668321
504358;1;5;17;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;17;129,750631668321
504358;1;7;17;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;17;129,750631668321
504358;1;9;17;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;17;129,750631668321
504358;1;13;17;80;1;1;8;PORQUE A QUIEN  CUIDABA SE MURIO;2; ;2; ;1;200000; ;1; ;5;1;1;17;129,750631668321
504359;1;1;17;80;2; ; ; ;3; ;2; ;2; ;2; ;.; ; ;1;17;123,319180904115
504361;1;2;17;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;17;157,216325315141
504362;1;1;17;80;1;4;4; ;3; ;2; ;2; ; ; ; ;8;2;1;17;284,633430922307
504362;1;2;17;80;1;3;4; ;3; ;2; ;2; ; ; ; ;11;2;1;17;284,633430922307
504364;1;2;17;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;17;456,793768811315
504365;1;1;17;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;17;476,021767827466
504366;1;1;17;80;1;1;2; ;2; ;2; ;1;2000000; ; ; ;9;2;1;17;536,248721826215
504366;1;2;17;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;17;536,248721826215
504367;1;2;17;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;17;341,887446249825
504368;1;1;17;80;1;4;4; ;3; ;2; ;2; ; ;4; ;11;1;1;17;379,144900182051
504369;1;2;17;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;17;437,917884622694
504370;1;2;17;80;1;4;2; ;2; ;2; ;2; ; ; ; ;9;2;1;17;173,91520983988
504374;1;2;17;80;1;2;4; ;3; ;2; ;2; ; ; ; ;10;2;1;17;111,553610532954
504374;1;3;17;80;1;2;7; ;2; ;2; ;2; ; ; ; ;2;2;1;17;111,553610532954
504377;1;1;17;80;1;3;4; ;3; ;2; ;2; ; ; ; ;10;2;1;17;110,468343665921
504377;1;2;17;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;17;110,468343665921
504379;1;3;17;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;17;165,901021638609
504380;1;1;17;80;1;4;4; ;3; ;2; ;2; ; ; ; ;10;2;1;17;94,8778103074357
504380;1;2;17;80;1;4;4; ;3; ;2; ;2; ; ; ; ;10;2;1;17;94,8778103074357
504381;1;1;17;80;1;4;4; ;3; ;2; ;2; ; ; ; ;10;2;1;17;126,381633394017
504385;1;1;17;80;1;3;4; ;3; ;2; ;2; ; ; ; ;10;2;1;17;116,877676671304
504386;1;2;17;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;17;128,601741185454
504386;1;3;17;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;17;128,601741185454
