DIRECTORIO;SECUENCIA_P;ORDEN;REGIS;P6230;P6240;P6240S1;P6250;P6260;P6270;P6280;P6290;P6290S1;P6300;P6310;P6310S1;P6320;P6330;P6340;P6350;P6351;CLASE;DPTO;AREA;fex_c_2011
502660;1;1;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;825,660582990402
502660;1;2;50;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;825,660582990402
502661;1;1;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;927,763072858798
502661;1;2;50;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;927,763072858798
502661;1;3;50;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;927,763072858798
502661;1;4;50;4;4; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;1;05;05;927,763072858798
502662;1;1;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;953,498261458129
502662;1;2;50;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;953,498261458129
502663;1;1;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;669,898951554349
502663;1;2;50;2;4; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;1;05;05;669,898951554349
502663;1;3;50;3;3; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;669,898951554349
502663;1;4;50;2;3; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;1;05;05;669,898951554349
502664;1;1;50;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;640,61551113361
502664;1;2;50;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;640,61551113361
502664;1;3;50;2;3; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;1;05;05;640,61551113361
502665;1;1;50;1;4; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;805,499425940167
502665;1;2;50;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;805,499425940167
502665;1;3;50;3;6;JUGAR FUTBOL;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;805,499425940167
502665;1;5;50;5;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;805,499425940167
502666;1;1;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;669,898951554349
502666;1;2;50;2;4; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;1;05;05;669,898951554349
502666;1;3;50;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;669,898951554349
502666;1;4;50;2;3; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;1;05;05;669,898951554349
502667;1;1;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;865,81455260201
502667;1;2;50;2;4; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;1;05;05;865,81455260201
502667;1;3;50;2;3; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;1;05;05;865,81455260201
502668;1;1;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;714,561114654478
502668;1;2;50;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;714,561114654478
502668;1;3;50;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;714,561114654478
502668;1;4;50;2;3; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;1;05;05;714,561114654478
502669;1;1;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;1006,43064862592
502669;1;2;50;2;4; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;1;05;05;1006,43064862592
502669;1;3;50;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;1006,43064862592
502670;1;1;50;1;4; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;1;05;05;695,604124125559
502671;1;1;50;1;6;ASISTIENDO A CITAS  MEDICAS CON SU HIJO;2;2;2;1;1; ; ; ; ; ; ; ; ;1;1;05;05;768,899650874651
502672;1;1;50;1;4; ;2;2;2;2; ; ;1;7; ;2; ;1;10;2;1;05;05;924,994015039673
502672;1;2;50;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;924,994015039673
502673;1;1;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;674,228568151868
502673;1;2;50;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;674,228568151868
502673;1;3;50;3;3; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;1;05;05;674,228568151868
502673;1;5;50;5;4; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;1;05;05;674,228568151868
502674;1;1;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;766,687017596852
502674;1;2;50;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;766,687017596852
502675;1;1;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;812,68870883137
502675;1;2;50;2;4; ;2;2;2;2; ; ;1;10; ; ; ; ; ; ;1;05;05;812,68870883137
502676;1;1;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;769,612251332617
502676;1;2;50;2;4; ;2;2;2;2; ; ;1;10; ; ; ; ; ; ;1;05;05;769,612251332617
502677;1;1;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;719,283086900732
502677;1;2;50;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;719,283086900732
502678;1;1;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;708,731628881298
502678;1;2;50;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;708,731628881298
502678;1;3;50;4;3; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;1;05;05;708,731628881298
502678;1;4;50;4;4; ;2;2;2;2; ; ;1;13;LA HIJA NO LO PERMITE; ; ; ; ; ;1;05;05;708,731628881298
502679;1;1;50;1;6;PASEANDO;2;1; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;759,148916157914
502679;1;2;50;2;4; ;2;2;2;2; ; ;1;9; ; ; ; ; ; ;1;05;05;759,148916157914
502680;1;1;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;830,238600815392
502680;1;2;50;2;3; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;830,238600815392
502681;1;1;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;811,698606506239
502681;1;2;50;1;3; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;1;05;05;811,698606506239
502681;1;4;50;4;2; ;2;2;2;1;2; ; ; ; ; ; ; ; ;1;1;05;05;811,698606506239
502682;1;1;50;2;6;PASEAR;2;2;2;2; ; ;2; ; ; ; ; ; ; ;1;05;05;593,274899026225
502682;1;2;50;2;6;PASEANDO;2;2;2;2; ; ;1;5; ;2; ;2; ; ;1;05;05;593,274899026225
502683;1;1;50;1;6;HACIENDO DILIGENCIAS PERSONALES;2;2;2;2; ; ;2; ; ; ; ; ; ; ;1;05;05;560,609014493622
502683;1;2;50;2;4; ;2;2;2;1;2; ; ; ; ; ; ; ; ;1;1;05;05;560,609014493622
502683;1;3;50;3;3; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;1;05;05;560,609014493622
502684;1;1;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;669,898951554349
502684;1;2;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;669,898951554349
502684;1;3;50;3;6;JUGAR FUTBOL;2;2;2;1;2; ; ; ; ; ; ; ; ;1;1;05;05;669,898951554349
502684;1;4;50;1;3; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;1;05;05;669,898951554349
502685;1;1;50;1;6;ENFERMO;2;2;2;2; ; ;2; ; ; ; ; ; ; ;1;05;05;1119,62322441991
502685;1;2;50;2;4; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;1;05;05;1119,62322441991
502685;1;3;50;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;1119,62322441991
502685;1;4;50;4;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;1119,62322441991
502686;1;1;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;1052,38442484432
502686;1;2;50;2;2; ;2;2;2;1;1; ; ; ; ; ; ; ; ;1;1;05;05;1052,38442484432
502687;1;1;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;886,959507727495
502687;1;2;50;2;4; ;2;2;2;2; ; ;1;2; ;2; ;1;3;1;1;05;05;886,959507727495
502687;1;3;50;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;886,959507727495
502687;1;4;50;2;3; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;1;05;05;886,959507727495
502688;1;1;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;714,561114654478
502688;1;2;50;2;4; ;2;2;2;2; ; ;1;10; ; ; ; ; ; ;1;05;05;714,561114654478
502688;1;3;50;3;6;EN LA CALLE;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;714,561114654478
502688;1;4;50;4;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;714,561114654478
502689;1;1;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;660,658006908567
502689;1;4;50;4;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;660,658006908567
502691;1;1;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;545,870968330105
502691;1;2;50;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;545,870968330105
502692;1;1;50;1;6;REZANDO;2;2;2;2; ; ;2; ; ; ; ; ; ; ;1;05;05;540,629837307401
502692;1;2;50;2;4; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;1;05;05;540,629837307401
502692;1;3;50;3;6;CUMPLIENDO CITAS MEDICAS;2;2;2;1;2; ; ; ; ; ; ; ; ;1;1;05;05;540,629837307401
502695;1;1;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;766,687017596852
502695;1;2;50;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;766,687017596852
502698;1;1;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;811,698606506239
502698;1;2;50;2;4; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;811,698606506239
502698;1;3;50;2;3; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;1;05;05;811,698606506239
502699;1;1;50;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;766,687017596852
502699;1;2;50;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;766,687017596852
502700;1;1;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;790,313108135307
502700;1;2;50;2;4; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;1;05;05;790,313108135307
502700;1;3;50;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;790,313108135307
502700;1;5;50;5;3; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;1;05;05;790,313108135307
502700;1;6;50;6;3; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;1;05;05;790,313108135307
502701;1;1;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;651,065720397255
502701;1;2;50;2;4; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;1;05;05;651,065720397255
502702;1;1;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;1119,65960403878
502702;1;2;50;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;1119,65960403878
502702;1;3;50;3;2; ;2;2;2;1;2; ; ; ; ; ; ; ; ;1;1;05;05;1119,65960403878
502702;1;4;50;4;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;1119,65960403878
502703;1;1;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;1131,84946471157
502703;1;2;50;2;6;VA  A  COMFAMA  A  HACER MANUALIDADES;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;1131,84946471157
502703;1;3;50;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;1131,84946471157
502703;1;4;50;3;3; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;1;05;05;1131,84946471157
502703;1;5;50;5;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;1131,84946471157
502703;1;6;50;6;2; ;2;2;2;1;2; ; ; ; ; ; ; ; ;1;1;05;05;1131,84946471157
502703;1;7;50;7;6;HACER  DEPORTES;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;1131,84946471157
502705;1;1;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;740,664503548555
502705;1;2;50;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;740,664503548555
502706;1;1;50;2;6;PASEANDO;2;2;2;2; ; ;2; ; ; ; ; ; ; ;1;05;05;556,669996141485
502706;1;2;50;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;556,669996141485
502706;1;3;50;2;3; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;1;05;05;556,669996141485
502707;1;1;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;353,051561951406
502707;1;2;50;1;3; ;2;2;1; ; ; ; ; ; ; ; ; ; ; ;1;05;05;353,051561951406
502707;1;3;50;1;3; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;1;05;05;353,051561951406
502707;1;4;50;4;2; ;2;2;2;1;2; ; ; ; ; ; ; ; ;2;1;05;05;353,051561951406
502708;1;1;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;539,282775549442
502708;1;2;50;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;539,282775549442
502708;1;3;50;3;3; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;539,282775549442
502709;1;1;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;1075,7273619166
502709;1;2;50;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;1075,7273619166
502709;1;3;50;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;1075,7273619166
502710;1;1;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;875,200724314679
502710;1;2;50;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;875,200724314679
502711;1;1;50;1;4; ;2;2;2;2; ; ;1;9; ; ; ; ; ; ;1;05;05;739,499986628866
502711;1;2;50;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;739,499986628866
502712;1;1;50;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;963,202169569759
502712;1;2;50;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;963,202169569759
502712;1;3;50;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;963,202169569759
502712;1;4;50;4;3; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;963,202169569759
502712;1;5;50;5;3; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;1;05;05;963,202169569759
502712;1;7;50;7;6;CAMINANDO;2;2;2;2; ; ;2; ; ; ; ; ; ; ;1;05;05;963,202169569759
502713;1;1;50;1;6;CAMINAR;2;2;2;2; ; ;2; ; ; ; ; ; ; ;1;05;05;549,556231364612
502713;1;2;50;2;4; ;2;2;2;1;1; ; ; ; ; ; ; ; ;1;1;05;05;549,556231364612
502714;1;1;50;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;497,644264842287
502714;1;2;50;2;4; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;497,644264842287
502714;1;3;50;3;3; ;2;2;2;2; ; ;1;12; ; ; ; ; ; ;1;05;05;497,644264842287
502714;1;4;50;4;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;497,644264842287
502714;1;5;50;5;3; ;2;2;2;2; ; ;1;12; ; ; ; ; ; ;1;05;05;497,644264842287
502715;1;1;50;1;4; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;1;05;05;742,912230759247
502715;1;2;50;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;742,912230759247
502715;1;4;50;4;6;ANDAR  LA  CALLE;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;742,912230759247
502715;1;5;50;5;3; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;742,912230759247
502715;1;6;50;1;6;ESCUCHAR  MUSICA;2;2;2;2; ; ;1;8; ;2; ;2; ; ;1;05;05;742,912230759247
502715;1;7;50;4;3; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;1;05;05;742,912230759247
502716;1;1;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;665,647922856776
502716;1;2;50;2;4; ;2;2;2;2; ; ;1;10; ; ; ; ; ; ;1;05;05;665,647922856776
502716;1;3;50;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;665,647922856776
502716;1;4;50;4;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;665,647922856776
502717;1;1;50;1;6;INCAPACITADO;2;1; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;734,021133064249
502717;1;2;50;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;734,021133064249
502717;1;3;50;3;4; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;1;05;05;734,021133064249
502719;1;1;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;640,61551113361
502719;1;2;50;2;4; ;2;2;2;1;1; ; ; ; ; ; ; ; ;1;1;05;05;640,61551113361
502719;1;3;50;2;3; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;1;05;05;640,61551113361
502720;1;1;50;1;6;PINTANDO  LA  CASA;2;2;2;2; ; ;2; ; ; ; ; ; ; ;1;05;05;885,663591774118
502720;1;2;50;1;4; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;1;05;05;885,663591774118
502721;1;1;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;640,61551113361
502721;1;2;50;2;4; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;1;05;05;640,61551113361
502721;1;3;50;2;3; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;1;05;05;640,61551113361
502723;1;1;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;927,475747409832
502723;1;3;50;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;927,475747409832
502724;1;1;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;766,687017596852
502724;1;2;50;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;766,687017596852
502725;1;1;50;1;4; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;1;05;05;497,476935308854
502725;1;2;50;2;3; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;497,476935308854
502725;1;3;50;1;3; ;2;2;2;2; ; ;1;12; ; ; ; ; ; ;1;05;05;497,476935308854
502726;1;1;50;1;4; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;1;05;05;408,22697070529
502726;1;2;50;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;408,22697070529
502726;1;3;50;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;408,22697070529
502726;1;4;50;4;2; ;2;2;2;1;7;POR  MEDIO  DE  LAS  PRACTICAS  ACADEMICAS; ; ; ; ; ; ; ;1;1;05;05;408,22697070529
502726;1;5;50;5;3; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;408,22697070529
502727;1;1;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;1484,67566632333
502727;1;2;50;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;1484,67566632333
502727;1;3;50;3;6;VAGAR;2;2;2;1;1; ; ; ; ; ; ; ; ;1;1;05;05;1484,67566632333
502727;1;4;50;4;6;JUGAR  FUTBOL;2;2;2;1;1; ; ; ; ; ; ; ; ;1;1;05;05;1484,67566632333
502728;1;1;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;1548,38621297063
502728;1;2;50;2;4; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;1;05;05;1548,38621297063
502729;1;1;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;1556,29667796057
502729;1;2;50;2;6;RECUPERACION  DE  UNA  OPERACION;2;2;2;2; ; ;2; ; ; ; ; ; ; ;1;05;05;1556,29667796057
502729;1;3;50;3;3; ;2;2;2;2; ; ;1;12; ; ; ; ; ; ;1;05;05;1556,29667796057
502730;1;1;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;1702,29296248492
502730;1;2;50;2;4; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;1;05;05;1702,29296248492
502730;1;3;50;2;6;VAGAR  Y  VAGAR;2;2;2;2; ; ;1;9; ; ; ; ; ; ;1;05;05;1702,29296248492
502731;1;1;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;641,058680286573
502731;1;2;50;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;641,058680286573
502731;1;3;50;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;641,058680286573
502731;1;4;50;4;3; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;1;05;05;641,058680286573
502732;1;1;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;470,791069049591
502732;1;2;50;1;3; ;2;2;2;2; ; ;1;12; ; ; ; ; ; ;1;05;05;470,791069049591
502732;1;3;50;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;470,791069049591
502732;1;4;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;470,791069049591
502732;1;5;50;1;3; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;1;05;05;470,791069049591
502733;1;1;50;1;4; ;2;2;2;2; ; ;1;11; ; ; ; ; ; ;1;05;05;473,33925454032
502733;1;3;50;1;3; ;2;2;2;2; ; ;1;12; ; ; ; ; ; ;1;05;05;473,33925454032
502733;1;4;50;3;4; ;2;2;2;2; ; ;1;10; ; ; ; ; ; ;1;05;05;473,33925454032
502734;1;1;50;1;4; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;950,498514165731
502734;1;2;50;2;6;CAMINAR;2;2;2;2; ; ;1;8; ;2; ;2; ; ;1;05;05;950,498514165731
502734;1;3;50;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;950,498514165731
502734;1;4;50;4;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;950,498514165731
502735;1;1;50;1;4; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;1;05;05;837,269558752867
502735;1;2;50;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;837,269558752867
502735;1;3;50;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;837,269558752867
502736;1;1;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;945,84675493188
502737;1;1;50;1;3; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;1;05;05;897,452721910629
502737;1;2;50;1;3; ;2;2;2;2; ; ;1;12; ; ; ; ; ; ;1;05;05;897,452721910629
502739;1;1;50;1;6;ANDAR LA CALLE  TOCAR  GUITARRA    COMER  DONDE LAS  AMIGAS    ETC;2;2;2;2; ; ;2; ; ; ; ; ; ; ;1;05;05;645,91996074505
502740;1;1;50;1;4; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;1;05;05;827,270911290891
502740;1;2;50;2;2; ;2;2;2;1;1; ; ; ; ; ; ; ; ;1;1;05;05;827,270911290891
502740;1;3;50;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;827,270911290891
