DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;CLASE;P7430;P7440;P7450;P7450S1;P7460;P7470;P7472;P7472S1;P7454;P7456;P7458S1;P7458;P7452;INI;MES;DPTO;fex_c_2011
2086617;1;2;1;80;2;1;4;3; ;2; ;2; ; ; ; ;9;2;1;01;63;907,560744704077
2086617;1;3;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;01;63;907,560744704077
2086618;1;2;1;80;2;1;1;8; ;2; ;2; ; ; ; ;9;2;1;01;63;791,636619595089
2086618;1;3;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;01;63;791,636619595089
2086620;1;2;1;80;2;1;2;6; ;2; ;2; ; ;1; ;8;1;1;01;63;1057,31638815378
2086623;1;2;1;80;2;1;4;8; ;2; ;2; ; ;4; ;8;1;1;01;63;1101,34626363771
2086624;1;2;1;80;2;1;1;5; ;3; ;2; ; ; ; ;10;2;1;01;63;1101,34626363771
2086625;1;2;1;80;2;1;4;8; ;2; ;2; ; ; ; ;9;2;1;01;63;799,491581788603
2086626;1;2;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;01;63;1447,39188061225
2086627;1;3;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;01;63;907,560744704077
2086640;1;3;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;01;63;1168,35999871642
2086640;1;4;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;01;63;1168,35999871642
2086641;1;2;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;01;63;1125,21543729589
2086646;1;2;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;01;63;1057,31638815378
2086647;1;1;1;80;2;1;3;4; ;2; ;2; ; ; ; ;4;2;1;01;63;1052,4543145365
2086647;1;2;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;01;63;1052,4543145365
2086647;1;3;1;80;2;1;4;5; ;3; ;2; ; ; ; ;10;2;1;01;63;1052,4543145365
2086648;1;2;1;80;2;1;4;3; ;2; ;2; ; ; ; ;9;2;1;01;63;941,392263044787
2086649;1;3;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;01;63;1362,14551765005
2086650;1;2;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;01;63;1140,81432775311
2086650;1;5;1;80;2;1;3;4; ;2; ;2; ; ; ; ;4;2;1;01;63;1140,81432775311
2086661;1;4;1;80;2;1;1;3; ;2; ;2; ; ; ; ;9;2;1;01;63;1248,74428806133
2086687;1;2;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;01;63;1163,69586659876
2086687;1;3;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;01;63;1163,69586659876
2086688;1;2;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;01;63;887,870035934287
2093554;1;3;1;80;2;1;1;6; ;2; ;1;40000; ;1; ;9;1;1;01;63;1041,62509671962
2093554;1;4;1;80;2;1;3;8; ;2; ;2; ; ; ; ;8;2;1;01;63;1041,62509671962
2093554;1;5;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;01;63;1041,62509671962
2093556;1;2;1;80;2;1;3;3; ;2; ;2; ; ;1; ;9;1;1;01;63;670,215343342471
2093557;1;2;1;80;2;1;1;8; ;2; ;2; ; ; ; ;9;2;1;01;63;1624,14878890361
2093571;1;2;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;01;63;946,908047141289
2093571;1;3;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;01;63;946,908047141289
2093573;1;1;1;80;2;1;4;4; ;2; ;2; ; ; ; ;4;2;1;01;63;920,912858041221
2093573;1;2;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;01;63;920,912858041221
2093575;1;2;1;80;2;1;1;8; ;2; ;2; ; ; ; ;1;2;1;01;63;1362,12707672098
2093575;1;3;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;01;63;1362,12707672098
2093575;1;4;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;01;63;1362,12707672098
2093576;1;2;1;80;2;2; ; ; ;2; ;2; ;1;3; ;9; ;1;01;63;925,700971610632
2093576;1;3;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;01;63;925,700971610632
2093576;1;4;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;01;63;925,700971610632
2093595;1;2;1;80;2;1;1;4; ;2; ;2; ; ; ; ;4;2;1;01;63;1380,26730362754
2093595;1;4;1;80;2;1;1;2; ;2; ;2; ; ; ; ;2;2;1;01;63;1380,26730362754
2093595;1;5;1;80;2;1;1;2; ;2; ;2; ; ; ; ;2;2;1;01;63;1380,26730362754
