DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;CLASE;P7250;P7260;P7280;P7280S1;P7310;P7320;P7350;P7350S1;P7360;P7390;P7390S1;P7420;P7420S1;P7420S2;P7420S3;P7420S4;P7420S5;P7420S6;P7420S7;P7420S8;P7420S7A1;P7422;P7422S1;P9460;OFICIO1;OFICIO2;RAMA2D_D;DSI;DSCY;RAMA4D_D;MES;DPTO;fex_c_2011
2086621;1;2;1;70;2;4;35;4; ;2;4;4; ;1;4; ; ; ; ; ; ; ; ; ;1; ;1;75000;2;53;53;55;1;1;5521;01;63;1104,65785539176
2086623;1;1;1;70;2;8;45;8; ;2;4;8; ;2;1; ; ; ; ; ; ; ; ; ;1; ;1;120000;2;62;62;01;1;1;0111;01;63;1101,34626363771
2086627;1;2;1;70;2;4;40;1; ;2;10;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;45;52;1;1;5211;01;63;907,560744704077
2086664;1;1;1;70;2;2;50;4; ;2;3;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;1;50000;2;56;61;01;1;1;0111;01;63;1150,23821273893
2093599;1;2;1;70;2;25;52;4; ;2;45;4; ;1;5; ; ; ; ; ; ; ; ; ;1; ;2; ;2;41;41;52;1;2;5222;01;63;1217,2703887467
2093618;1;2;1;70;2;2;48;1; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;45; ; ;1;1; ;01;63;1578,91489617845
2093623;1;3;1;70;2;4;48;1; ;2;96;4; ;1;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;53;53;55;1;1;5529;01;63;941,863483901196
2099055;1;2;1;70;2;2;40;1; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;13; ; ;1;1; ;01;19;957,450740549615
2099056;1;2;1;70;2;3;40;1; ;2;3;1; ;9;3; ; ; ; ; ; ; ;1; ; ; ;2; ;2;45;45;52;1;1;5241;01;19;486,646986188792
2099059;1;1;1;70;2;20;48;1; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;45; ; ;1;2; ;01;19;822,689835388918
2099081;1;3;1;70;2;2;48;1; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;97; ; ;1;1; ;01;19;1184,64484656893
2099082;1;1;1;70;2;3;48;1; ;2;3;1; ;9;3; ; ; ; ; ; ; ;1; ; ; ;2; ;2;84;84;50;1;1;5020;01;19;1095,64454264741
2099082;1;2;1;70;2;12;48;5; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;51; ; ;1;1; ;01;19;1095,64454264741
2099804;1;1;1;70;2;4;48;3; ;2;4;3; ;1;1; ; ; ; ; ; ; ; ; ;1; ;1;150000;2;54;54;95;1;1;9500;01;18;698,679298807395
2099817;1;1;1;70;2;7;48;2; ;2;7;2; ;9;7; ; ; ; ; ; ; ; ; ;1; ;1;540000;2;59;59;85;1;1;8511;01;18;956,427960830686
2099819;1;3;1;70;2;4;48;2; ;2;12;2; ;9;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;59;59;85;1;1;8511;01;18;602,988394298404
2099820;1;2;1;70;2;24;48;4; ;2;32;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;54;54;85;1;2;8532;01;18;503,288586160373
2099827;1;1;1;70;2;40;50;1; ;2;40;1; ;4;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;87;85;45;1;2;4542;01;18;1070,59889842807
2099860;1;2;1;70;2;2;48;3; ;2;40;3; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;54;54;95;1;1;9500;01;18;957,808828964363
2099876;1;4;1;70;2;8;48;8; ;2;16;8; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;62;62;01;1;1;0121;01;18;681,921466773798
2099918;1;2;1;70;2;16;56;1; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;06; ; ;1;2; ;01;18;865,737051451562
