DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;AREA;P7250;P7260;P7280;P7280S1;P7310;P7320;P7350;P7350S1;P7360;P7390;P7390S1;P7420;P7420S1;P7420S2;P7420S3;P7420S4;P7420S5;P7420S6;P7420S7;P7420S8;P7420S7A1;P7422;P7422S1;P9460;OFICIO1;OFICIO2;RAMA2D_D;DSI;DSCY;RAMA4D_D;MES;DPTO;fex_c_2011
2062868;1;2;1;70;05;104;48;1; ;2;104;1; ;5;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;32;32;92;1;2;9231;01;05;1231,03857452716
2062969;1;1;1;70;54;5;60;1; ;2;4;1; ;3;3; ; ; ; ;1; ; ; ; ; ; ;1;150000;2;80;80;19;1;1;1921;01;54;426,914815636742
2062978;1;3;1;70;54;28;60;1; ;2;5;4; ;1;3; ; ; ; ; ; ; ; ; ;1; ;1;800000;2;95;98;60;1;2;6031;01;54;370,831315381292
2062979;1;1;1;70;54;4;50;4; ;2;4;5; ;2;9;CON EL SISBEN; ; ; ; ; ; ; ; ;1; ;1;300000;2;95;95;45;1;1;4521;01;54;444,9706734793
2062979;1;2;1;70;54;24;60;2; ;2;36;1; ;8;9;CON EL SISBEN; ; ; ; ; ; ; ; ;1; ;2; ;2;58;03;85;1;2;8511;01;54;444,9706734793
2062980;1;2;1;70;54;48;48;4; ;2;288;1; ;4;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;41;45;52;1;2;5233;01;54;426,914815636742
2063010;1;2;1;70;68;12;48;1; ;2;28;1; ;6;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;21;21;70;1;1;7010;01;68;486,528306024561
2063012;1;3;1;70;68;1;48;1; ;2;144;1; ;4;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;32;33;52;1;1;5211;01;68;495,189790772442
2063017;1;3;1;70;68;2;48;1; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;17; ; ;1;1; ;01;68;384,622602124207
2063029;1;2;1;70;68;24;70;1; ;2;4;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;55;74;1;2;7493;01;68;463,482857014665
2063047;1;5;1;70;05;3;48;1; ;2;5;1; ;8;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;59;59;85;1;1;8513;01;05;1466,24029574802
2063048;1;3;1;70;05;58;48;1; ;2;156;1; ;5;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;97;17;1;2;1730;01;05;1132,45501595217
2063051;1;3;1;70;05;6;48;4; ;2;6;4; ;7;2; ; ; ; ; ; ; ; ; ;1; ;1;1500000;2;13;13;80;1;1;8060;01;05;1349,52214553775
2063113;1;1;1;70;76;1;48;1; ;2;2;1; ;9;1; ; ; ; ; ; ; ; ; ;1; ;1;700000;2;70;70;18;1;1;1810;01;76;902,130512673123
2063121;1;1;1;70;76;32;48;3; ;2;52;1; ;4;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;55;55;70;1;2;7020;01;76;994,090951345148
2063126;1;8;1;70;76;52;48;1; ;2;156;1; ;5;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;97;97;19;1;2;1939;01;76;707,892372555314
2063131;1;2;1;70;76;1;24;1; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;55; ; ;1;1; ;01;76;974,32814133322
2063145;1;2;1;70;76;6;48;1; ;2;24;1; ;4;5; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;45;52;1;1;5219;01;76;1154,57463670776
2063161;1;1;1;70;76;52;48;1; ;2;56;1; ;3;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;32;33;52;1;2;5239;01;76;748,668296242229
