Directorio;Secuencia_p;Orden;Hogar;Regis;P6016;P6020;P6030;P6030s1;P6030s3;P6040;P6050;P6070;P6090;P6140;P6150;P6100;P6110;P6120;P6125;P6160;P6170;P6175;P6210;P6210s1;P6220;Area;Esc;Mes;Dpto;Fex_c_2011
3160003;1;1;1;10;1;2;1;3;1944;69;1;5;1; ; ;1;2;70740;2;1;2; ;6;2;3;17;13;03;17;147,295531904042
3160003;1;2;1;10;2;1;1;11;1970;42;3;4;1; ; ;1;4; ;2;1;2; ;6;7;3;17;18;03;17;147,295531904042
3160003;1;3;1;10;3;2;1;6;1994;18;9;6;2;1;12; ; ; ;2;1;1;1;6;1;2;17;12;03;17;147,295531904042
3160004;1;1;1;10;1;1;1;4;1982;30;1;2;1; ; ;3; ; ;2;1;2; ;6;3;2;17;14;03;17;164,801965396742
3160004;1;2;1;10;2;2;1;11;1988;24;2;2;1; ; ;3; ; ;2;1;2; ;6;1;3;17;12;03;17;164,801965396742
3160005;1;1;1;10;1;2;1;11;1947;65;1;5;1; ; ;1;2;82800;2;1;2; ;3;5; ;17;5;03;17;149,244262189979
3160005;1;2;1;10;1;2;1;9;1988;24;3;6;1; ; ;1;2;86400;2;2;2; ;1;0; ;17;0;03;17;149,244262189979
3160005;1;3;1;10;3;2;1;7;1977;35;3;4;1; ; ;1;1;23580;2;1;2; ;6;2;3;17;13;03;17;149,244262189979
3160005;1;4;1;10;1;2;1;11;2006;6;4; ;1; ; ;1;5; ;2;2;1;2;3;0; ;17;0;03;17;149,244262189979
3160006;1;1;1;10;1;2;1;9;1979;33;1;4;1; ; ;1;1;23580;2;1;2; ;6;4;3;17;15;03;17;136,583934159035
3160006;1;2;1;10;1;2;1;8;1998;14;3;6;1; ; ;1;5; ;2;1;1;1;4;6; ;17;6;03;17;136,583934159035
3160007;1;1;1;10;1;1;1;5;1985;27;1;3;1; ; ;1;1;23580;2;1;2; ;5;11;2;17;11;03;17;205,84506111649
