Directorio;Secuencia_p;Orden;Hogar;Regis;Area;P7430;P7440;P7450;P7450s1;P7460;P7470;P7472;P7472s1;P7454;P7456;P7458s1;P7458;P7452;Ini;Mes;Dpto;Fex_c_2011
2990256;1;1;1;80;17;1;4;5; ;3; ;2; ; ; ; ;10;2;1;07;17;154,711273192621
2990256;1;2;1;80;17;2; ; ; ;2; ;2; ;2; ;.; ; ;1;07;17;154,711273192621
2990259;1;3;1;80;17;1;1;8; ;2; ;2; ; ; ; ;2;2;1;07;17;157,259028075621
2990259;1;4;1;80;17;2; ; ; ;2; ;2; ;2; ;.; ; ;1;07;17;157,259028075621
2990259;1;5;1;80;17;1;4;8; ;2; ;2; ; ; ; ;8;2;1;07;17;157,259028075621
2990262;1;1;1;80;17;1;4;5; ;3; ;2; ; ; ; ;10;2;1;07;17;154,711273192621
2990262;1;2;1;80;17;2; ; ; ;2; ;2; ;2; ;.; ; ;1;07;17;154,711273192621
2990263;1;1;1;80;17;1;2;8; ;2; ;2; ; ; ; ;2;2;1;07;17;155,458854237862
2990268;1;1;1;80;17;1;2;8; ;2; ;2; ; ; ; ;4;2;1;07;17;141,754832989743
2990268;1;2;1;80;17;1;1;6; ;2; ;2; ; ; ; ;11;2;1;07;17;141,754832989743
2990268;1;3;1;80;17;2; ; ; ;2; ;2; ;2; ;.; ; ;1;07;17;141,754832989743
2990271;1;1;1;80;17;1;1;4; ;2; ;2; ; ;1; ;8;1;1;07;17;149,495457619317
2990271;1;2;1;80;17;1;4;8; ;2; ;2; ; ; ; ;8;2;1;07;17;149,495457619317
2990273;1;3;1;80;17;2; ; ; ;2; ;2; ;2; ;.; ; ;1;07;17;169,326854272984
2990274;1;1;1;80;17;1;4;5; ;3; ;2; ; ; ; ;4;2;1;07;17;155,248239834541
2990274;1;2;1;80;17;1;4;6; ;2; ;2; ; ; ; ;11;2;1;07;17;155,248239834541
2990274;1;4;1;80;17;1;1;2; ;2; ;2; ; ; ; ;2;2;1;07;17;155,248239834541
2990276;1;3;1;80;17;1;1;8; ;2; ;2; ; ; ; ;2;2;1;07;17;179,486686101368
2990276;1;4;1;80;17;2; ; ; ;2; ;2; ;2; ;.; ; ;1;07;17;179,486686101368
2990277;1;3;1;80;17;1;1;2; ;2; ;2; ; ; ; ;2;2;1;07;17;161,438857070933
2990278;1;1;1;80;17;1;3;4; ;2; ;2; ; ;1; ;4;1;1;07;17;168,290867694993
2990278;1;2;1;80;17;2; ; ; ;2; ;2; ;2; ;.; ; ;1;07;17;168,290867694993
2990278;1;3;1;80;17;2; ; ; ;2; ;2; ;2; ;.; ; ;1;07;17;168,290867694993
2990282;1;1;1;80;17;1;3;5; ;3; ;2; ; ; ; ;10;2;1;07;17;154,711273192621
2990283;1;1;1;80;17;1;4;3; ;2; ;2; ; ; ; ;9;2;1;07;17;232,787685880327
2990286;1;1;1;80;17;1;4;5; ;3; ;2; ; ; ; ;10;2;1;07;17;154,711273192621
2990286;1;2;1;80;17;1;4;5; ;3; ;2; ; ; ; ;10;2;1;07;17;154,711273192621
2990287;1;2;1;80;17;2; ; ; ;2; ;2; ;2; ;.; ; ;1;07;17;148,606843613802
2990288;1;3;1;80;17;2; ; ; ;2; ;2; ;2; ;.; ; ;1;07;17;164,871105021004
2990289;1;1;1;80;17;2; ; ; ;2; ;2; ;2; ;.; ; ;1;07;17;155,458854237862
2990304;1;2;1;80;17;1;3;4; ;1;4;2; ; ; ; ;8;2;1;07;17;147,859262568561
2990305;1;3;1;80;17;1;1;2; ;2; ;2; ; ; ; ;2;2;1;07;17;131,095981225288
