Directorio;Secuencia_p;Orden;Hogar;Regis;P7480;P7480s1;P7480s3;P7480s4;P7480s5;P7480s6;P7480s7;P7480s8;P7480s9;P7480s10;P7480s11;P7480s1a1;P7480s3a1;P7480s4a1;P7480s5a1;P7480s6a1;P7480s7a1;P7480s8a1;P7480s9a1;P7480s10a1;P7480s11a1;Area;Fex_c_2011;Mes;Dpto
2990256;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;7; ; ; ; ; ; ; ; ;17;154,711273192621;07;17
2990256;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;40; ; ; ; ; ; ; ; ;17;154,711273192621;07;17
2990258;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;21; ; ; ; ; ; ; ; ;17;169,40258137991;07;17
2990259;1;1;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;17;157,259028075621;07;17
2990259;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;20; ; ; ; ; ; ; ; ;17;157,259028075621;07;17
2990259;1;3;1;90; ;2;1;2;2;2;2;2;2;2;2; ;7; ; ; ; ; ; ; ; ;17;157,259028075621;07;17
2990259;1;4;1;90; ;2;1;2;2;2;2;2;2;2;2; ;14; ; ; ; ; ; ; ; ;17;157,259028075621;07;17
2990259;1;5;1;90; ;2;1;2;2;1;2;2;2;2;2; ;21; ; ;2; ; ; ; ; ;17;157,259028075621;07;17
2990259;1;6;1;90; ;2;1;2;2;2;2;2;2;2;2; ;7; ; ; ; ; ; ; ; ;17;157,259028075621;07;17
2990260;1;1;1;90; ;2;1;2;2;1;2;2;2;2;2; ;30; ; ;12; ; ; ; ; ;17;199,223394908145;07;17
2990260;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;40; ; ; ; ; ; ; ; ;17;199,223394908145;07;17
2990261;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;40; ; ; ; ; ; ; ; ;17;176,523027047625;07;17
2990262;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;14; ; ; ; ; ; ; ; ;17;154,711273192621;07;17
2990262;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;36; ; ; ; ; ; ; ; ;17;154,711273192621;07;17
2990263;1;1;1;90; ;2;2;1;2;2;2;2;2;2;2; ; ;40; ; ; ; ; ; ; ;17;155,458854237862;07;17
2990264;1;1;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;17;173,506683268296;07;17
2990265;1;1;1;90; ;2;1;2;2;2;2;2;2;2;1; ;4; ; ; ; ; ; ; ;16;17;164,334138379084;07;17
2990268;1;1;1;90; ;2;1;2;2;1;2;2;2;2;2; ;11; ; ;15; ; ; ; ; ;17;141,754832989743;07;17
2990268;1;2;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;17;141,754832989743;07;17
2990268;1;3;1;90; ;2;1;2;2;2;2;2;2;2;2; ;3; ; ; ; ; ; ; ; ;17;141,754832989743;07;17
2990269;1;1;1;90; ;2;2;1;2;2;2;2;2;2;2; ; ;5; ; ; ; ; ; ; ;17;174,845617571061;07;17
2990269;1;2;1;90; ;2;1;2;2;2;2;2;2;2;1; ;28; ; ; ; ; ; ; ;6;17;174,845617571061;07;17
2990270;1;1;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;17;154,711273192621;07;17
2990270;1;2;1;90; ;2;1;2;1;2;2;2;2;2;2; ;11; ;8; ; ; ; ; ; ;17;154,711273192621;07;17
2990271;1;1;1;90; ;2;1;2;2;2;2;2;1;2;2; ;12; ; ; ; ; ;15; ; ;17;149,495457619317;07;17
2990271;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;11; ; ; ; ; ; ; ; ;17;149,495457619317;07;17
2990271;1;3;1;90; ;2;1;2;2;2;2;2;2;2;2; ;10; ; ; ; ; ; ; ; ;17;149,495457619317;07;17
2990271;1;4;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;17;149,495457619317;07;17
