Directorio;Secuencia_p;Orden;Hogar;Regis;Clase;P7250;P7260;P7280;P7280s1;P7310;P7320;P7350;P7350s1;P7360;P7390;P7390s1;P7420;P7420s1;P7420s2;P7420s3;P7420s4;P7420s5;P7420s6;P7420s7;P7420s8;P7420s7a1;P7422;P7422s1;P9460;Oficio1;Oficio2;Rama2d_d;Dsi;Dscy;Rama4d_d;Mes;Dpto;Fex_c_2011;Area
2990217;1;1;1;70;1;12;60;1; ;2;12;1; ;5;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;98;98;60;1;1;6042;07;15;98,0907649035022;15
2990222;1;2;1;70;1;8;40;1; ;2;18;1; ;9;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;33;44;64;1;1;6421;07;15;82,8120347280023;15
2990229;1;3;1;70;1;45;48;1; ;2;58;1; ;9;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;39;39;85;1;2;8511;07;63;107,14059550734;63
2990229;1;5;1;70;1;24;40;4; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;41; ; ;1;2; ;07;63;107,14059550734;63
2990237;1;1;1;70;1;3;40;4; ;2;3;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;1;50000;2;56;56;93;1;1;9301;07;63;74,6923476532721;63
2990239;1;2;1;70;1;25;40;1; ;2;58;1; ;5;8; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;39;66;1;2;6601;07;63;76,0725901807831;63
2990243;1;1;1;70;1;52;48;2; ;2;624;4; ;1;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;55;53;55;1;2;5529;07;63;66,3033776361746;63
2990243;1;5;1;70;1;2;48;2; ;2;2;2; ;9;1; ; ; ; ; ; ; ; ; ;1; ;1;566700;2;39;39;85;1;1;8511;07;63;66,3033776361746;63
2990246;1;1;1;70;1;52;48;1; ;2;52;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;45;52;1;2;5233;07;63;154,741191235455;63
2990259;1;6;1;70;1;52;48;1; ;2;52;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;95;79;52;1;2;5272;07;17;157,259028075621;17
2990260;1;1;1;70;1;24;48;1; ;2;24;1; ;3;2; ; ; ; ; ; ; ; ; ;1; ;1;800000;2;43;43;70;1;2;7020;07;17;199,223394908145;17
2990260;1;2;1;70;1;104;48;2; ;2;30;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;13;13;80;1;2;8060;07;17;199,223394908145;17
2990261;1;1;1;70;1;1;48;1; ;2;2;1; ;4;1; ; ; ; ; ; ; ; ; ;1; ;1;900000;2;33;42;50;1;1;5051;07;17;176,523027047625;17
2990273;1;2;1;70;1;3;24;1; ;2;12;4; ;9;3; ; ; ; ; ; ; ; ; ;1; ;2; ;2;01;01;75;1;1;7514;07;17;169,326854272984;17
2990275;1;1;1;70;1;6;30;1; ;2;6;1; ;2;5; ; ; ; ;1; ; ; ; ; ; ;2; ;2;45;55;55;1;1;5521;07;17;155,458854237862;17
2990281;1;1;1;70;1;120;24;1; ;2;240;1; ;3;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;45;52;1;2;5233;07;17;209,969836713246;17
2990293;1;2;1;70;1;2;20;1; ;2;68;4; ;1;8; ; ; ; ; ; ; ; ; ;1; ;1;150000;2;59;59;85;1;1;8513;07;63;186,837086950383;63
2990294;1;1;1;70;1;6;48;1; ;2;12;1; ;3;3; ; ; ; ; ; ; ; ; ;1; ;2; ;2;97;59;91;1;1;9191;07;63;167,830964899475;63
2990296;1;2;1;70;1;4;48;1; ;2;4;4; ;1;4; ; ; ; ; ; ; ; ; ;1; ;1;100000;2;33;33;74;1;1;7412;07;63;69,1526909770126;63
2990298;1;3;1;70;1;2;50;4; ;2;3;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;1;40000;2;54;55;74;1;1;7493;07;63;141,100391615559;63
2990300;1;2;1;70;1;8;50;4; ;2;12;4; ;1;8; ; ; ; ; ; ; ; ; ;1; ;2; ;2;98;44;70;1;1;7020;07;63;114,57733412335;63
2990303;1;3;1;70;1;2;25;4; ;2;999;3; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;55;95;1;1;9500;07;63;109,053349206701;63
2990303;1;4;1;70;1;2;50;4; ;2;3;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;1;400000;2;95;95;45;1;1;4530;07;63;109,053349206701;63
2990312;1;1;1;70;1;48;24;1; ;2;576;2; ;9;1; ; ; ; ; ;1; ; ; ; ; ;2; ;2;55;39;75;1;2;7512;07;41;121,368101909099;41
2990323;1;1;1;70;1;4;60;4; ;2;5;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;95;95;45;1;1;4521;07;73;228,77404534993;73
2990327;1;1;1;70;1;240;84;1; ;2;36;1; ;3;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;98;98;60;1;2;6042;07;73;231,736593960547;73
2990330;1;1;1;70;1;20;50;4; ;2;20;2; ;9;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;99;58;75;1;2;7522;07;18;80,6219276222879;18
2990337;1;2;1;70;1;2;48;1; ;2;2;1; ;3;7; ; ; ; ; ; ; ; ; ;1; ;1;360000;2;37;95;45;1;1;4521;07;73;268,969915689794;73
2990339;1;3;1;70;1;3;54;1; ;2;3;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;1;480000;2;95;95;45;1;1;4521;07;18;72,9043238309968;18
2990340;1;1;1;70;1;8;48;1; ;2;8;1; ;3;7; ; ; ; ; ; ; ; ; ;1; ;2; ;2;53;53;55;1;1;5521;07;18;51,7484893829373;18
2990349;1;2;1;70;1;24;48;1; ;2;156;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;32;39;55;1;2;5511;07;20;217,17664760427;20
2990355;1;2;1;70;1;4;48;1; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;32; ; ;1;1; ;07;20;105,287582347061;20
2990373;1;3;1;70;1;26;24;1; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;45; ; ;1;2; ;07;47;92,4867047713516;47
2990383;1;5;1;70;1;4;48;1; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;05; ; ;1;1; ;07;47;161,686304547867;47
2990383;1;7;1;70;1;208;48;1; ;2;204;1; ;6;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;32;03;52;1;2;5237;07;47;161,686304547867;47
2990387;1;3;1;70;1;3;48;1; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;33; ; ;1;1; ;07;47;149,161481537192;47
2990389;1;2;1;70;1;48;48;1; ;2;48;1; ;5;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;13;13;80;1;2;8041;07;47;128,179148207605;47
2990406;1;5;1;70;1;104;48;1; ;2;8;4; ;1;7; ; ; ; ; ; ; ; ; ;1; ;2; ;2;16;16;74;1;2;7430;07;19;108,583153496574;19
2990427;1;2;1;70;1;8;48;1; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;33; ; ;1;1; ;07;70;84,6974338853276;70
2990427;1;3;1;70;1;24;48;1; ;2;24;1; ;9;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;39;39;91;1;2;9111;07;70;84,6974338853276;70
