Directorio;Secuencia_p;Orden;Hogar;Regis;P7480;P7480s1;P7480s3;P7480s4;P7480s5;P7480s6;P7480s7;P7480s8;P7480s9;P7480s10;P7480s11;P7480s1a1;P7480s3a1;P7480s4a1;P7480s5a1;P7480s6a1;P7480s7a1;P7480s8a1;P7480s9a1;P7480s10a1;P7480s11a1;Fex_c_2011;Clase;Mes;Dpto;Area
2990221;1;4;1;90; ;2;1;2;2;2;2;2;2;2;2; ;15; ; ; ; ; ; ; ; ;68,5156710755959;1;07;15;15
2990221;1;5;1;90; ;2;1;2;2;2;2;2;2;2;2; ;25; ; ; ; ; ; ; ; ;68,5156710755959;1;07;15;15
2990222;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;15; ; ; ; ; ; ; ; ;82,8120347280023;1;07;15;15
2990222;1;2;1;90; ;2;1;2;2;2;2;1;2;2;2; ;10; ; ; ; ;18; ; ; ;82,8120347280023;1;07;15;15
2990222;1;4;1;90; ;2;1;2;2;2;2;2;2;2;2; ;6; ; ; ; ; ; ; ; ;82,8120347280023;1;07;15;15
2990223;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;21; ; ; ; ; ; ; ; ;77,7070371152724;1;07;15;15
2990223;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;3; ; ; ; ; ; ; ; ;77,7070371152724;1;07;15;15
2990225;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;7; ; ; ; ; ; ; ; ;92,8080677398675;1;07;15;15
2990226;1;1;1;90; ;2;1;2;2;1;2;2;2;2;2; ;35; ; ;25; ; ; ; ; ;76,0725901807831;1;07;63;63
2990226;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;2; ; ; ; ; ; ; ; ;76,0725901807831;1;07;63;63
2990227;1;1;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;186,837086950383;1;07;63;63
2990227;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;20; ; ; ; ; ; ; ; ;186,837086950383;1;07;63;63
2990228;1;1;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;120,69835527753;1;07;63;63
2990229;1;1;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;107,14059550734;1;07;63;63
2990229;1;2;1;90; ;2;1;2;2;1;2;2;2;2;2; ;35; ; ;20; ; ; ; ; ;107,14059550734;1;07;63;63
2990229;1;3;1;90; ;2;1;2;2;2;2;2;2;2;2; ;35; ; ; ; ; ; ; ; ;107,14059550734;1;07;63;63
2990229;1;4;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;107,14059550734;1;07;63;63
2990229;1;5;1;90; ;2;1;2;2;2;2;2;2;2;2; ;2; ; ; ; ; ; ; ; ;107,14059550734;1;07;63;63
2990229;1;6;1;90; ;2;1;2;2;2;2;2;2;2;2; ;5; ; ; ; ; ; ; ; ;107,14059550734;1;07;63;63
2990229;1;7;1;90; ;2;2;2;2;2;2;1;2;2;2; ; ; ; ; ; ;21; ; ; ;107,14059550734;1;07;63;63
2990230;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;18; ; ; ; ; ; ; ; ;120,69835527753;1;07;63;63
2990231;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;25; ; ; ; ; ; ; ; ;88,5538128895536;1;07;63;63
2990231;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;15; ; ; ; ; ; ; ; ;88,5538128895536;1;07;63;63
2990231;1;4;1;90; ;2;1;2;2;2;2;2;2;2;2; ;32; ; ; ; ; ; ; ; ;88,5538128895536;1;07;63;63
2990232;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;35; ; ; ; ; ; ; ; ;121,653259421364;1;07;63;63
2990233;1;1;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;114,57733412335;1;07;63;63
2990233;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;35; ; ; ; ; ; ; ; ;114,57733412335;1;07;63;63
2990234;1;1;1;90; ;2;1;2;2;2;2;1;2;2;2; ;20; ; ; ; ;1; ; ; ;82,1936113349626;1;07;63;63
2990235;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;12; ; ; ; ; ; ; ; ;167,830964899475;1;07;63;63
2990236;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;5; ; ; ; ; ; ; ; ;85,869367617931;1;07;63;63
2990236;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;6; ; ; ; ; ; ; ; ;85,869367617931;1;07;63;63
2990236;1;3;1;90; ;2;1;2;2;2;2;2;2;2;2; ;30; ; ; ; ; ; ; ; ;85,869367617931;1;07;63;63
2990236;1;4;1;90; ;2;1;2;2;2;2;2;2;2;2; ;25; ; ; ; ; ; ; ; ;85,869367617931;1;07;63;63
2990236;1;5;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;85,869367617931;1;07;63;63
2990237;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;35; ; ; ; ; ; ; ; ;74,6923476532721;1;07;63;63
2990237;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;10; ; ; ; ; ; ; ; ;74,6923476532721;1;07;63;63
2990237;1;3;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;74,6923476532721;1;07;63;63
2990238;1;1;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;159,885848050081;1;07;63;63
2990238;1;2;1;90; ;2;1;2;1;1;2;2;2;2;2; ;35; ;15;3; ; ; ; ; ;159,885848050081;1;07;63;63
2990238;1;3;1;90; ;2;1;2;2;2;2;2;2;2;2; ;1; ; ; ; ; ; ; ; ;159,885848050081;1;07;63;63
2990239;1;1;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;76,0725901807831;1;07;63;63
2990239;1;2;1;90; ;2;1;2;2;1;2;2;2;2;2; ;35; ; ;20; ; ; ; ; ;76,0725901807831;1;07;63;63
2990240;1;1;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;63,8871402877717;1;07;63;63
2990240;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;30; ; ; ; ; ; ; ; ;63,8871402877717;1;07;63;63
2990240;1;3;1;90; ;2;1;2;2;2;2;2;2;2;2; ;8; ; ; ; ; ; ; ; ;63,8871402877717;1;07;63;63
2990240;1;4;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;63,8871402877717;1;07;63;63
2990241;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;18; ; ; ; ; ; ; ; ;82,1936113349626;1;07;63;63
2990242;1;1;1;90; ;2;1;2;1;2;2;2;2;2;2; ;20; ;20; ; ; ; ; ; ;154,790044541525;1;07;63;63
2990242;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;18; ; ; ; ; ; ; ; ;154,790044541525;1;07;63;63
2990243;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;28; ; ; ; ; ; ; ; ;66,3033776361746;1;07;63;63
2990243;1;2;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;66,3033776361746;1;07;63;63
2990243;1;3;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;66,3033776361746;1;07;63;63
2990243;1;5;1;90; ;2;1;2;2;2;2;2;2;2;2; ;18; ; ; ; ; ; ; ; ;66,3033776361746;1;07;63;63
2990243;1;6;1;90; ;2;1;2;2;2;2;2;2;2;2; ;8; ; ; ; ; ; ; ; ;66,3033776361746;1;07;63;63
2990244;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;28; ; ; ; ; ; ; ; ;69,1038376709426;1;07;63;63
2990244;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;20; ; ; ; ; ; ; ; ;69,1038376709426;1;07;63;63
2990245;1;1;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;154,741191235455;1;07;63;63
2990245;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;28; ; ; ; ; ; ; ; ;154,741191235455;1;07;63;63
2990246;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;28; ; ; ; ; ; ; ; ;154,741191235455;1;07;63;63
2990246;1;2;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;154,741191235455;1;07;63;63
2990247;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;30; ; ; ; ; ; ; ; ;63,8871402877717;1;07;63;63
2990247;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;10; ; ; ; ; ; ; ; ;63,8871402877717;1;07;63;63
2990247;1;3;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;63,8871402877717;1;07;63;63
2990248;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;25; ; ; ; ; ; ; ; ;121,653259421364;1;07;63;63
2990249;1;1;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;133,427315623553;1;07;63;63
2990249;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;20; ; ; ; ; ; ; ; ;133,427315623553;1;07;63;63
2990249;1;3;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;133,427315623553;1;07;63;63
2990249;1;4;1;90; ;2;2;2;2;2;2;1;2;2;2; ; ; ; ; ; ;12; ; ; ;133,427315623553;1;07;63;63
2990250;1;1;1;90; ;2;1;2;2;2;1;1;2;2;2; ;25; ; ; ;4;4; ; ; ;121,653259421364;1;07;63;63
2990251;1;1;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;153,764826895902;1;07;63;63
2990251;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;25; ; ; ; ; ; ; ; ;153,764826895902;1;07;63;63
2990251;1;3;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;153,764826895902;1;07;63;63
2990251;1;5;1;90; ;2;1;2;2;2;2;2;2;2;2; ;28; ; ; ; ; ; ; ; ;153,764826895902;1;07;63;63
2990252;1;1;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;121,717784487045;1;07;63;63
2990252;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;35; ; ; ; ; ; ; ; ;121,717784487045;1;07;63;63
2990252;1;3;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;121,717784487045;1;07;63;63
2990252;1;4;1;90; ;2;1;2;2;2;2;2;2;2;2; ;25; ; ; ; ; ; ; ; ;121,717784487045;1;07;63;63
2990253;1;1;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;114,749031977204;1;07;63;63
2990253;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;35; ; ; ; ; ; ; ; ;114,749031977204;1;07;63;63
2990253;1;3;1;90; ;2;1;2;2;2;2;2;2;2;2; ;10; ; ; ; ; ; ; ; ;114,749031977204;1;07;63;63
2990253;1;4;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;114,749031977204;1;07;63;63
2990254;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;15; ; ; ; ; ; ; ; ;160,378554523855;1;07;63;63
2990254;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;30; ; ; ; ; ; ; ; ;160,378554523855;1;07;63;63
2990254;1;3;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;160,378554523855;1;07;63;63
2990255;1;1;1;90; ;2;1;2;2;2;2;2;2;1;2; ;10; ; ; ; ; ; ;12; ;107,501408825336;1;07;63;63
2990255;1;2;1;90; ;2;1;2;2;1;2;2;2;2;2; ;25; ; ;25; ; ; ; ; ;107,501408825336;1;07;63;63
2990255;1;3;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;107,501408825336;1;07;63;63
2990256;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;7; ; ; ; ; ; ; ; ;154,711273192621;1;07;17;17
2990256;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;40; ; ; ; ; ; ; ; ;154,711273192621;1;07;17;17
2990258;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;21; ; ; ; ; ; ; ; ;169,40258137991;1;07;17;17
2990259;1;1;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;157,259028075621;1;07;17;17
2990259;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;20; ; ; ; ; ; ; ; ;157,259028075621;1;07;17;17
2990259;1;3;1;90; ;2;1;2;2;2;2;2;2;2;2; ;7; ; ; ; ; ; ; ; ;157,259028075621;1;07;17;17
2990259;1;4;1;90; ;2;1;2;2;2;2;2;2;2;2; ;14; ; ; ; ; ; ; ; ;157,259028075621;1;07;17;17
2990259;1;5;1;90; ;2;1;2;2;1;2;2;2;2;2; ;21; ; ;2; ; ; ; ; ;157,259028075621;1;07;17;17
2990259;1;6;1;90; ;2;1;2;2;2;2;2;2;2;2; ;7; ; ; ; ; ; ; ; ;157,259028075621;1;07;17;17
2990260;1;1;1;90; ;2;1;2;2;1;2;2;2;2;2; ;30; ; ;12; ; ; ; ; ;199,223394908145;1;07;17;17
2990260;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;40; ; ; ; ; ; ; ; ;199,223394908145;1;07;17;17
2990261;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;40; ; ; ; ; ; ; ; ;176,523027047625;1;07;17;17
2990262;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;14; ; ; ; ; ; ; ; ;154,711273192621;1;07;17;17
2990262;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;36; ; ; ; ; ; ; ; ;154,711273192621;1;07;17;17
2990263;1;1;1;90; ;2;2;1;2;2;2;2;2;2;2; ; ;40; ; ; ; ; ; ; ;155,458854237862;1;07;17;17
2990264;1;1;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;173,506683268296;1;07;17;17
2990265;1;1;1;90; ;2;1;2;2;2;2;2;2;2;1; ;4; ; ; ; ; ; ; ;16;164,334138379084;1;07;17;17
2990268;1;1;1;90; ;2;1;2;2;1;2;2;2;2;2; ;11; ; ;15; ; ; ; ; ;141,754832989743;1;07;17;17
2990268;1;2;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;141,754832989743;1;07;17;17
2990268;1;3;1;90; ;2;1;2;2;2;2;2;2;2;2; ;3; ; ; ; ; ; ; ; ;141,754832989743;1;07;17;17
2990269;1;1;1;90; ;2;2;1;2;2;2;2;2;2;2; ; ;5; ; ; ; ; ; ; ;174,845617571061;1;07;17;17
2990269;1;2;1;90; ;2;1;2;2;2;2;2;2;2;1; ;28; ; ; ; ; ; ; ;6;174,845617571061;1;07;17;17
2990270;1;1;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;154,711273192621;1;07;17;17
2990270;1;2;1;90; ;2;1;2;1;2;2;2;2;2;2; ;11; ;8; ; ; ; ; ; ;154,711273192621;1;07;17;17
2990271;1;1;1;90; ;2;1;2;2;2;2;2;1;2;2; ;12; ; ; ; ; ;15; ; ;149,495457619317;1;07;17;17
2990271;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;11; ; ; ; ; ; ; ; ;149,495457619317;1;07;17;17
2990271;1;3;1;90; ;2;1;2;2;2;2;2;2;2;2; ;10; ; ; ; ; ; ; ; ;149,495457619317;1;07;17;17
2990271;1;4;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;149,495457619317;1;07;17;17
2990272;1;1;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;162,550570755851;1;07;17;17
2990272;1;2;1;90; ;2;1;2;2;1;1;2;2;2;2; ;15; ; ;8;10; ; ; ; ;162,550570755851;1;07;17;17
2990273;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;11; ; ; ; ; ; ; ; ;169,326854272984;1;07;17;17
2990273;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;4; ; ; ; ; ; ; ; ;169,326854272984;1;07;17;17
2990273;1;3;1;90; ;2;1;1;2;2;2;2;2;2;2; ;3;6; ; ; ; ; ; ; ;169,326854272984;1;07;17;17
2990274;1;1;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;155,248239834541;1;07;17;17
2990274;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;13; ; ; ; ; ; ; ; ;155,248239834541;1;07;17;17
2990274;1;3;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;155,248239834541;1;07;17;17
2990274;1;4;1;90; ;1;2;2;2;1;2;2;2;2;2;10; ; ; ;6; ; ; ; ; ;155,248239834541;1;07;17;17
2990275;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;12; ; ; ; ; ; ; ; ;155,458854237862;1;07;17;17
2990276;1;1;1;90; ;2;1;2;2;2;2;2;1;2;2; ;7; ; ; ; ; ;1; ; ;179,486686101368;1;07;17;17
2990276;1;2;1;90; ;2;1;2;2;2;1;2;2;1;2; ;12; ; ; ;5; ; ;8; ;179,486686101368;1;07;17;17
2990276;1;3;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;179,486686101368;1;07;17;17
2990276;1;4;1;90; ;2;1;2;2;2;2;2;2;2;2; ;2; ; ; ; ; ; ; ; ;179,486686101368;1;07;17;17
2990277;1;1;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;161,438857070933;1;07;17;17
2990277;1;2;1;90; ;2;1;1;2;1;2;2;2;2;2; ;35;8; ;8; ; ; ; ; ;161,438857070933;1;07;17;17
2990277;1;3;1;90; ;2;1;2;2;2;2;2;2;2;2; ;35; ; ; ; ; ; ; ; ;161,438857070933;1;07;17;17
2990277;1;4;1;90; ;2;1;2;2;2;2;2;2;2;2; ;7; ; ; ; ; ; ; ; ;161,438857070933;1;07;17;17
2990278;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;35; ; ; ; ; ; ; ; ;168,290867694993;1;07;17;17
2990278;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;14; ; ; ; ; ; ; ; ;168,290867694993;1;07;17;17
2990278;1;3;1;90; ;2;2;2;2;2;2;1;2;2;2; ; ; ; ; ; ;10; ; ; ;168,290867694993;1;07;17;17
2990279;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;3; ; ; ; ; ; ; ; ;154,711273192621;1;07;17;17
2990279;1;2;1;90; ;2;1;1;2;2;2;2;2;2;2; ;28;8; ; ; ; ; ; ; ;154,711273192621;1;07;17;17
2990280;1;1;1;90; ;2;1;2;1;2;2;2;2;2;2; ;30; ;8; ; ; ; ; ; ;172,460679358876;1;07;17;17
2990280;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;7; ; ; ; ; ; ; ; ;172,460679358876;1;07;17;17
2990281;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;35; ; ; ; ; ; ; ; ;209,969836713246;1;07;17;17
2990282;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;7; ; ; ; ; ; ; ; ;154,711273192621;1;07;17;17
2990282;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;8; ; ; ; ; ; ; ; ;154,711273192621;1;07;17;17
2990283;1;1;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;232,787685880327;1;07;17;17
2990285;1;1;1;90; ;2;2;2;1;2;2;2;2;2;2; ; ; ;30; ; ; ; ; ; ;187,034506239603;1;07;17;17
2990285;1;2;1;90; ;2;1;2;1;2;2;2;2;2;2; ;28; ;21; ; ; ; ; ; ;187,034506239603;1;07;17;17
2990286;1;1;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;154,711273192621;1;07;17;17
2990286;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;7; ; ; ; ; ; ; ; ;154,711273192621;1;07;17;17
2990287;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;28; ; ; ; ; ; ; ; ;148,606843613802;1;07;17;17
2990287;1;2;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;148,606843613802;1;07;17;17
2990288;1;1;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;164,871105021004;1;07;17;17
2990288;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;30; ; ; ; ; ; ; ; ;164,871105021004;1;07;17;17
2990288;1;3;1;90; ;2;1;2;2;2;2;2;2;2;2; ;2; ; ; ; ; ; ; ; ;164,871105021004;1;07;17;17
2990289;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;7; ; ; ; ; ; ; ; ;155,458854237862;1;07;17;17
2990291;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;12; ; ; ; ; ; ; ; ;120,69835527753;1;07;63;63
2990292;1;1;1;90; ;2;1;2;1;2;2;2;2;2;2; ;2; ;21; ; ; ; ; ; ;154,297338067752;1;07;63;63
2990292;1;2;1;90; ;2;1;2;1;2;2;2;2;2;2; ;21; ;36; ; ; ; ; ; ;154,297338067752;1;07;63;63
2990293;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;3; ; ; ; ; ; ; ; ;186,837086950383;1;07;63;63
2990293;1;2;1;90; ;2;1;2;1;2;2;2;2;2;2; ;35; ;21; ; ; ; ; ; ;186,837086950383;1;07;63;63
2990294;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;6; ; ; ; ; ; ; ; ;167,830964899475;1;07;63;63
2990295;1;1;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;154,790044541525;1;07;63;63
2990295;1;2;1;90; ;2;1;2;1;2;2;2;2;2;2; ;35; ;14; ; ; ; ; ; ;154,790044541525;1;07;63;63
2990296;1;1;1;90; ;2;1;2;1;2;2;2;2;2;2; ;21; ;7; ; ; ; ; ; ;69,1526909770126;1;07;63;63
2990296;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;15; ; ; ; ; ; ; ; ;69,1526909770126;1;07;63;63
2990297;1;1;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;67,6164223552582;1;07;63;63
2990297;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;21; ; ; ; ; ; ; ; ;67,6164223552582;1;07;63;63
2990297;1;3;1;90; ;2;1;2;2;2;2;2;2;2;2; ;21; ; ; ; ; ; ; ; ;67,6164223552582;1;07;63;63
2990297;1;4;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;67,6164223552582;1;07;63;63
2990298;1;1;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;141,100391615559;1;07;63;63
2990298;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;21; ; ; ; ; ; ; ; ;141,100391615559;1;07;63;63
2990298;1;3;1;90; ;2;1;2;1;2;2;2;2;2;2; ;24; ;7; ; ; ; ; ; ;141,100391615559;1;07;63;63
2990298;1;5;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;141,100391615559;1;07;63;63
2990299;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;2; ; ; ; ; ; ; ; ;167,298453727625;1;07;63;63
