DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;P7495;P7500;P7500S1;P7500S2;P7500S3A1;P7500S2A1;P7500S1A1;P7500S3;P7505;P7510S3;P7510S6;P7510S2A1;P7510S6A1;P7510S5A1;P7510S3A1;P7510S1A1;P7510S5;P7510S1;P7510S2;CLASE;FT;P7510S7A1;P7510S7;DPTO;AREA;fex_c_2011
985074;1;6;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;8;8;444.303.063.407.302
985074;1;7;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;8;8;444.303.063.407.302
985074;1;8;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;8;8;444.303.063.407.302
985076;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;8;8;548.428.273.641.989
985076;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;8;8;548.428.273.641.989
985076;1;3;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;8;8;548.428.273.641.989
985078;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;8;8;646.783.020.802.246
985078;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;8;8;646.783.020.802.246
985078;1;3;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;8;8;646.783.020.802.246
985079;1;1;1;95;2;;;;;;;;1;2;2;;;;;300000;2;1;2;1;1;;2;8;8;495.230.572.232.309
985079;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;8;8;495.230.572.232.309
985079;1;3;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;8;8;495.230.572.232.309
985079;1;4;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;8;8;495.230.572.232.309
985079;1;6;1;95;1;;2;1;;461700;;2;2;;;;;;;;;;;1;1;;;8;8;495.230.572.232.309
985081;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;8;8;536.552.136.777.856
985081;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;8;8;536.552.136.777.856
985083;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;8;8;431.479.149.867.441
985083;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;8;8;431.479.149.867.441
985083;1;3;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;8;8;431.479.149.867.441
985084;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;8;8;491.632.011.021.682
985084;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;8;8;491.632.011.021.682
985084;1;3;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;8;8;491.632.011.021.682
985084;1;4;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;8;8;491.632.011.021.682
985084;1;5;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;8;8;491.632.011.021.682
985084;1;6;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;8;8;491.632.011.021.682
985084;1;7;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;8;8;491.632.011.021.682
985086;1;1;1;95;2;;;;;;;;1;2;2;;;;;300000;2;1;2;1;1;;2;8;8;586.051.853.236.295
985087;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;8;8;505.207.771.924.565
985087;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;8;8;505.207.771.924.565
985087;1;3;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;8;8;505.207.771.924.565
985087;1;4;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;8;8;505.207.771.924.565
985087;1;5;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;8;8;505.207.771.924.565
985088;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;8;8;597.338.753.912.344
985088;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;8;8;597.338.753.912.344
985090;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;8;8;381.979.433.409.002
985090;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;8;8;381.979.433.409.002
985090;1;4;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;8;8;381.979.433.409.002
985090;1;5;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;8;8;381.979.433.409.002
985092;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;8;8;491.766.987.190.372
985092;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;8;8;491.766.987.190.372
985092;1;3;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;8;8;491.766.987.190.372
985092;1;4;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;8;8;491.766.987.190.372
985092;1;5;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;8;8;491.766.987.190.372
985094;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;8;8;523.248.207.547.155
985094;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;8;8;523.248.207.547.155
985095;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;8;8;450.657.528.378.759
985095;1;2;1;95;1;;2;1;;402500;;2;2;;;;;;;;;;;1;1;;;8;8;450.657.528.378.759
985097;1;1;1;95;1;;1;2;;;200000;2;1;2;2;;;;;100000;2;1;2;1;1;;2;8;8;434.433.025.321.448
985097;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;8;8;434.433.025.321.448
985097;1;3;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;8;8;434.433.025.321.448
985099;1;1;1;95;1;;2;1;;408500;;2;1;2;2;;;;;100000;2;1;2;1;1;;2;8;8;495.404.113.183.621
985101;1;1;1;95;2;;;;;;;;1;2;2;;;;;1500000;2;1;2;1;1;;2;8;8;482.406.658.692.448
985102;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;8;8;547.000.481.275.421
985102;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;8;8;547.000.481.275.421
985102;1;3;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;8;8;547.000.481.275.421
985102;1;4;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;8;8;547.000.481.275.421
985104;1;1;1;95;2;;;;;;;;1;2;2;;;;;50000;2;1;2;1;1;;2;8;8;565.896.098.338.183
985104;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;8;8;565.896.098.338.183
985104;2;1;2;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;8;8;565.896.098.338.183
985106;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;8;8;582.146.817.286.139
985106;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;8;8;582.146.817.286.139
985106;1;3;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;8;8;582.146.817.286.139
985107;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;8;8;579.200.027.568.884
985107;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;8;8;579.200.027.568.884
985107;1;7;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;8;8;579.200.027.568.884
985109;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;8;8;541.305.268.431.432
985109;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;8;8;541.305.268.431.432
985111;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;8;8;556.441.755.489.101
985111;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;8;8;556.441.755.489.101
985111;1;3;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;8;8;556.441.755.489.101
985112;1;1;1;95;2;;;;;;;;1;2;2;;;;;150000;2;1;2;1;1;;2;8;8;528.985.801.324.278
985113;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;8;8;497.489.835.040.609
985113;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;8;8;497.489.835.040.609
985113;1;3;1;95;1;;1;2;100000;;264000;1;2;;;;;;;;;;;1;1;;;8;8;497.489.835.040.609
985114;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;8;8;624.929.684.245.857
985114;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;8;8;624.929.684.245.857
985116;1;1;1;95;2;;;;;;;;1;2;2;;;;;350000;2;1;2;1;1;;2;8;8;490.957.456.269.573
985118;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;8;8;484.065.675.568.104
985118;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;8;8;484.065.675.568.104
985118;1;3;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;8;8;484.065.675.568.104
985118;1;4;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;8;8;484.065.675.568.104
985118;1;5;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;8;8;484.065.675.568.104
985118;1;6;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;8;8;484.065.675.568.104
985119;1;1;1;95;1;;2;2;150000;;;1;2;;;;;;;;;;;1;1;;;8;8;468.014.713.462.105
985119;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;8;8;468.014.713.462.105
985119;1;3;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;8;8;468.014.713.462.105
985120;1;1;1;95;1;;2;2;350000;;;1;2;;;;;;;;;;;1;1;;;8;8;5.050.599.866.447
985120;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;8;8;5.050.599.866.447
985120;1;3;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;8;8;5.050.599.866.447
985121;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;8;8;605.309.854.826.321
985121;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;8;8;605.309.854.826.321
985121;1;3;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;8;8;605.309.854.826.321
985121;1;4;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;8;8;605.309.854.826.321
985121;1;5;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;8;8;605.309.854.826.321
985123;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;8;8;387.853.882.689.618
985123;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;8;8;387.853.882.689.618
985123;1;3;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;8;8;387.853.882.689.618
985124;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;8;8;326.882.794.827.445
985124;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;8;8;326.882.794.827.445
985124;1;3;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;8;8;326.882.794.827.445
985124;1;4;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;8;8;326.882.794.827.445
985124;1;5;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;8;8;326.882.794.827.445
985125;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;8;8;446.309.162.185.581
985125;1;2;1;95;1;;2;2;98;;;1;2;;;;;;;;;;;1;1;;;8;8;446.309.162.185.581
985125;1;3;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;8;8;446.309.162.185.581
985125;1;4;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;8;8;446.309.162.185.581
985127;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;8;8;57.400.217.542.085
985127;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;8;8;57.400.217.542.085
985127;1;3;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;8;8;57.400.217.542.085
985127;1;4;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;8;8;57.400.217.542.085
985129;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;8;8;661.625.842.231.562
985129;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;8;8;661.625.842.231.562
985129;1;3;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;8;8;661.625.842.231.562
985129;1;4;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;8;8;661.625.842.231.562
985129;1;5;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;8;8;661.625.842.231.562
985129;1;6;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;8;8;661.625.842.231.562
985129;1;8;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;8;8;661.625.842.231.562
985129;1;9;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;8;8;661.625.842.231.562
985131;1;1;1;95;1;;2;1;;403813;;2;2;;;;;;;;;;;1;1;;;8;8;556.135.280.749.572
985131;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;8;8;556.135.280.749.572
985131;1;3;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;8;8;556.135.280.749.572
985132;1;1;1;95;1;;2;1;;403813;;2;1;2;2;;;;;98;2;1;2;1;1;;2;8;8;495.404.113.183.621
985134;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;8;8;510.405.624.072.599
985134;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;8;8;510.405.624.072.599
985134;1;6;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;8;8;510.405.624.072.599
985134;1;7;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;8;8;510.405.624.072.599
985136;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;8;8;513.271.007.854.899
985136;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;8;8;513.271.007.854.899
985138;1;1;1;95;2;;;;;;;;1;2;2;;;;;98;2;1;2;1;1;;2;8;8;476.225.734.672.304
985138;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;8;8;476.225.734.672.304
985139;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;8;8;530.376.908.243.027
985139;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;8;8;530.376.908.243.027
985139;1;3;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;8;8;530.376.908.243.027
985139;1;5;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;8;8;530.376.908.243.027
985142;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;8;8;599.115.862.170.774
985142;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;8;8;599.115.862.170.774
985142;1;3;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;8;8;599.115.862.170.774
985142;1;4;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;8;8;599.115.862.170.774
985142;1;6;1;95;2;;;;;;;;1;2;2;;;;;300000;2;1;2;1;1;;2;8;8;599.115.862.170.774
985143;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;8;8;587.306.104.651.551
985143;1;2;1;95;2;;;;;;;;1;2;2;;;;;100000;2;1;2;1;1;;2;8;8;587.306.104.651.551
985143;1;3;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;8;8;587.306.104.651.551
985143;1;4;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;8;8;587.306.104.651.551
985145;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;8;8;518.363.915.875.401
985145;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;8;8;518.363.915.875.401
985145;1;5;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;8;8;518.363.915.875.401
985147;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;8;8;473.748.491.088.715
985147;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;8;8;473.748.491.088.715
985147;1;4;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;8;8;473.748.491.088.715
985149;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;8;8;538.384.694.604.823
985149;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;8;8;538.384.694.604.823
985149;1;3;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;8;8;538.384.694.604.823
985152;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;8;8;613.201.332.661.589
985152;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;8;8;613.201.332.661.589
985152;1;3;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;8;8;613.201.332.661.589
985154;1;1;1;95;2;;;;;;;;1;2;2;;;;;300000;2;1;2;1;1;;2;8;8;514.698.800.221.466
985155;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;8;8;586.051.853.236.295
985156;1;1;1;95;1;;1;2;;;50000;2;1;2;2;;;;;100000;2;1;2;1;1;;2;8;8;65.153.754.270.726
985156;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;8;8;65.153.754.270.726
985158;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;8;8;504.803.006.464.166
985158;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;8;8;504.803.006.464.166
985158;1;4;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;8;8;504.803.006.464.166
985159;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;8;8;586.051.853.236.295
985161;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;8;8;762.747.682.453.247
985161;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;8;8;762.747.682.453.247
985161;1;3;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;8;8;762.747.682.453.247
985161;1;4;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;8;8;762.747.682.453.247
985163;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;8;8;585.473.546.824.584
985163;1;2;1;95;2;;;;;;;;1;2;2;;;;;100000;2;1;2;1;1;;2;8;8;585.473.546.824.584
985163;1;3;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;8;8;585.473.546.824.584
985164;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;8;8;666.041.022.392.272
985164;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;8;8;666.041.022.392.272
985164;1;3;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;8;8;666.041.022.392.272
985164;2;1;2;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;8;8;666.041.022.392.272
985164;2;2;2;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;8;8;666.041.022.392.272
985164;3;1;3;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;8;8;666.041.022.392.272
985164;3;2;3;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;8;8;666.041.022.392.272
985166;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;8;8;51.119.852.973.171
985166;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;8;8;51.119.852.973.171
985166;1;3;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;8;8;51.119.852.973.171
985166;2;1;2;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;8;8;51.119.852.973.171
985166;2;2;2;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;8;8;51.119.852.973.171
985168;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;8;8;586.901.339.191.152
985168;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;8;8;586.901.339.191.152
985170;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;8;8;555.810.138.367.882
985170;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;8;8;555.810.138.367.882
985170;1;3;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;8;8;555.810.138.367.882
985170;1;4;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;8;8;555.810.138.367.882
985170;1;7;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;8;8;555.810.138.367.882
985170;1;8;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;8;8;555.810.138.367.882
985172;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;8;8;585.473.546.824.584
985172;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;8;8;585.473.546.824.584
985172;1;3;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;8;8;585.473.546.824.584
985174;1;1;1;95;2;;;;;;;;1;2;2;;;;;500000;2;1;2;1;1;;2;8;8;503.227.428.817.732
985174;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;8;8;503.227.428.817.732
985177;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;8;8;540.861.938.188.412
985177;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;8;8;540.861.938.188.412
985178;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;8;8;326.882.794.827.445
985178;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;8;8;326.882.794.827.445
985178;1;3;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;8;8;326.882.794.827.445
985178;1;4;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;8;8;326.882.794.827.445
985178;1;5;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;8;8;326.882.794.827.445
985180;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;8;8;536.552.136.777.856
985180;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;8;8;536.552.136.777.856
985181;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;8;8;414.849.881.349.731
985181;1;3;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;8;8;414.849.881.349.731
985183;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;8;8;523.248.207.547.155
985183;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;8;8;523.248.207.547.155
985184;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;8;8;510.701.629.254.954
985184;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;8;8;510.701.629.254.954
985184;1;3;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;8;8;510.701.629.254.954
985184;2;1;2;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;8;8;510.701.629.254.954
985184;2;2;2;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;8;8;510.701.629.254.954
985184;2;3;2;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;8;8;510.701.629.254.954
985184;2;4;2;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;8;8;510.701.629.254.954
985184;2;5;2;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;8;8;510.701.629.254.954
985184;2;6;2;95;2;;;;;;;;1;2;2;;;;;300000;2;1;2;1;1;;2;8;8;510.701.629.254.954
985187;1;1;1;95;2;;;;;;;;1;2;2;;;;;400000;2;1;2;1;1;;2;8;8;444.476.604.358.614
985187;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;8;8;444.476.604.358.614
985187;1;3;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;8;8;444.476.604.358.614
985189;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;8;8;432.600.467.494.481
985189;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;8;8;432.600.467.494.481
985190;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;8;8;443.355.286.731.575
985190;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;8;8;443.355.286.731.575
985190;1;3;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;8;8;443.355.286.731.575
985190;1;4;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;8;8;443.355.286.731.575
985192;1;1;1;95;1;;1;2;;;50000;2;2;;;;;;;;;;;1;1;;;8;8;488.884.978.146.384
985192;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;8;8;488.884.978.146.384
985192;2;1;2;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;8;8;488.884.978.146.384
985192;2;2;2;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;8;8;488.884.978.146.384
985193;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;8;8;537.806.388.193.112
985193;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;8;8;537.806.388.193.112
985193;2;1;2;95;2;;;;;;;;1;2;2;;;;;50000;2;1;2;1;1;;2;8;8;537.806.388.193.112
985193;2;2;2;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;8;8;537.806.388.193.112
985193;2;3;2;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;8;8;537.806.388.193.112
985196;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;8;8;57.359.740.996.045
985196;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;8;8;57.359.740.996.045
985197;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;8;8;413.422.088.983.164
985197;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;8;8;413.422.088.983.164
985197;1;3;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;8;8;413.422.088.983.164
985200;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;8;8;479.486.084.865.839
985200;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;8;8;479.486.084.865.839
985201;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;8;8;560.649.882.358.364
985201;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;8;8;560.649.882.358.364
985201;1;3;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;8;8;560.649.882.358.364
985201;1;5;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;8;8;560.649.882.358.364
985201;2;1;2;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;8;8;560.649.882.358.364
985201;2;2;2;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;8;8;560.649.882.358.364
985204;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;8;8;482.406.658.692.448
985205;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;8;8;560.293.480.729.749
985205;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;8;8;560.293.480.729.749
985207;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;8;8;541.848.279.646.761
985207;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;8;8;541.848.279.646.761
985207;1;5;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;8;8;541.848.279.646.761
985208;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;8;8;481.723.408.153.206
985208;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;8;8;481.723.408.153.206
985208;1;3;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;8;8;481.723.408.153.206
985208;1;4;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;8;8;481.723.408.153.206
985208;1;5;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;8;8;481.723.408.153.206
985210;1;1;1;95;2;;;;;;;;1;2;2;;;;;100000;2;1;2;1;1;;2;8;8;468.014.713.462.105
985210;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;8;8;468.014.713.462.105
