DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;P7495;P7500;P7500S1;P7500S2;P7500S3A1;P7500S2A1;P7500S1A1;P7500S3;P7505;P7510S3;P7510S6;P7510S2A1;P7510S6A1;P7510S5A1;P7510S3A1;P7510S1A1;P7510S5;P7510S1;P7510S2;CLASE;FT;P7510S7A1;P7510S7;DPTO;AREA;fex_c_2011
975521;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;18;18;858.128.569.819.926
975521;1;3;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;18;18;858.128.569.819.926
975522;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;18;18;58.944.926.733.937
975522;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;18;18;58.944.926.733.937
975522;1;3;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;18;18;58.944.926.733.937
975522;1;4;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;18;18;58.944.926.733.937
975522;1;5;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;18;18;58.944.926.733.937
975523;1;1;1;95;1;;1;2;;;500000;2;1;2;2;;;;;2400000;2;1;2;1;1;;2;18;18;672.504.219.734.847
975523;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;18;18;672.504.219.734.847
975524;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;18;18;569.669.958.699.436
975524;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;18;18;569.669.958.699.436
975524;1;3;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;18;18;569.669.958.699.436
975525;1;1;1;95;2;;;;;;;;1;2;2;;;;;4800000;2;1;2;1;1;1140000;1;18;18;482.569.550.338.347
975525;1;2;1;95;2;;;;;;;;1;2;2;;;;;400000;2;1;2;1;1;;2;18;18;482.569.550.338.347
975526;1;1;1;95;2;;;;;;;;1;2;2;;;;;1800000;2;1;2;1;1;;2;18;18;559.154.621.539.778
975527;1;1;1;95;1;;1;2;;;270000;2;1;2;2;;;;;3600000;2;1;2;1;1;;2;18;18;477.451.481.151.899
975527;1;2;1;95;2;;;;;;;;1;2;2;;;;;1600000;2;1;2;1;1;;2;18;18;477.451.481.151.899
975528;1;1;1;95;1;;2;2;80000;;;1;1;2;2;;;;;3000000;2;1;2;1;1;;2;18;18;559.154.621.539.778
975529;1;1;1;95;1;;2;1;;1200000;;2;2;;;;;;;;;;;1;1;;;19;19;869.441.807.320.631
975529;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;19;19;869.441.807.320.631
975529;1;3;1;95;2;;;;;;;;1;2;2;;;600000;;1000000;1;1;2;1;1;;2;19;19;869.441.807.320.631
975529;1;5;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;19;19;869.441.807.320.631
975530;1;1;1;95;1;;1;2;1000000;;200000;1;2;;;;;;;;;;;1;1;;;19;19;900.918.480.408.347
975530;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;19;19;900.918.480.408.347
975531;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;19;19;101.844.496.079.882
975531;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;19;19;101.844.496.079.882
975531;1;3;1;95;1;;2;2;200000;;;1;2;;;;;;;;;;;1;1;;;19;19;101.844.496.079.882
975532;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;19;19;454.128.766.891.765
975532;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;19;19;454.128.766.891.765
975532;1;3;1;95;2;;;;;;;;1;1;2;;;;600000;;2;2;2;1;1;;2;19;19;454.128.766.891.765
975532;1;4;1;95;1;;2;2;115000;;;1;1;1;2;;;;360000;;2;2;2;1;1;;2;19;19;454.128.766.891.765
975532;1;6;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;19;19;454.128.766.891.765
975532;1;8;1;95;1;;2;2;270000;;;1;2;;;;;;;;;;;1;1;;;19;19;454.128.766.891.765
975533;1;1;1;95;2;;;;;;;;1;2;2;;;98;;;1;2;2;1;1;;2;19;19;796.476.425.987.766
975533;1;2;1;95;1;;2;2;50000;;;1;2;;;;;;;;;;;1;1;;;19;19;796.476.425.987.766
975533;1;3;1;95;1;;2;2;50000;;;1;2;;;;;;;;;;;1;1;;;19;19;796.476.425.987.766
975534;1;1;1;95;1;;1;2;;;70000;2;2;;;;;;;;;;;1;1;;;19;19;12.083.191.650.257
975534;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;19;19;12.083.191.650.257
975534;2;1;2;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;19;19;12.083.191.650.257
975535;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;19;19;605.254.312.062.875
975535;1;2;1;95;2;;;;;;;;1;2;2;;;;;98;2;1;2;1;1;;2;19;19;605.254.312.062.875
975535;2;1;2;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;19;19;605.254.312.062.875
975536;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;19;19;119.982.021.554.645
975536;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;19;19;119.982.021.554.645
975536;1;4;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;19;19;119.982.021.554.645
975537;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;19;19;101.399.172.714.946
975537;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;19;19;101.399.172.714.946
975538;1;1;1;95;1;;2;2;500000;;;1;2;;;;;;;;;;;1;1;;;19;19;102.725.049.046.473
975538;2;1;2;95;1;;2;2;400000;;;1;2;;;;;;;;;;;1;1;;;19;19;102.725.049.046.473
975539;1;1;1;95;2;;;;;;;;1;2;2;;;;;1000000;2;1;2;1;1;;2;19;19;804.791.424.835.901
975539;2;1;2;95;1;;2;2;500000;;;1;2;;;;;;;;;;;1;1;;;19;19;804.791.424.835.901
975540;1;1;1;95;1;;2;2;550000;;;1;2;;;;;;;;;;;1;1;;;19;19;960.414.958.748.949
975540;1;2;1;95;1;;2;2;600000;;;1;2;;;;;;;;;;;1;1;;;19;19;960.414.958.748.949
975540;1;3;1;95;1;;2;2;500000;;;1;2;;;;;;;;;;;1;1;;;19;19;960.414.958.748.949
975541;1;1;1;95;1;;2;2;500000;;;1;2;;;;;;;;;;;1;1;;;19;19;841.422.002.067.745
975542;1;1;1;95;1;;2;1;;461500;;2;1;2;2;;;1000000;;;1;2;2;1;1;;2;19;19;773.610.524.879.007
975543;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;19;19;791.916.413.530.524
975543;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;19;19;791.916.413.530.524
975543;1;3;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;19;19;791.916.413.530.524
975544;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;19;19;804.791.424.835.901
975544;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;19;19;804.791.424.835.901
975545;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;19;19;841.422.002.067.745
975546;1;1;1;95;1;;2;1;;1080000;;2;2;;;;;;;;;;;1;1;;;19;19;101.399.172.714.946
975546;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;19;19;101.399.172.714.946
975547;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;19;19;915.868.516.668.898
975547;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;19;19;915.868.516.668.898
975547;1;3;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;19;19;915.868.516.668.898
975548;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;19;19;983.952.870.877.385
975548;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;19;19;983.952.870.877.385
975548;1;3;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;19;19;983.952.870.877.385
975548;1;4;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;19;19;983.952.870.877.385
975548;1;5;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;19;19;983.952.870.877.385
975549;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;19;19;12.353.000.078.936
975549;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;19;19;12.353.000.078.936
975549;1;3;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;19;19;12.353.000.078.936
975550;1;1;1;95;1;;2;1;;1500000;;2;2;;;;;;;;;;;1;1;;;19;19;671.306.957.768.836
975550;1;2;1;95;1;;2;1;;98;;2;2;;;;;;;;;;;1;1;;;19;19;671.306.957.768.836
975550;1;3;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;19;19;671.306.957.768.836
975551;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;19;19;864.287.903.176.503
975551;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;19;19;864.287.903.176.503
975551;1;3;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;19;19;864.287.903.176.503
975552;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;19;19;800.504.289.398.408
975552;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;19;19;800.504.289.398.408
975552;1;3;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;19;19;800.504.289.398.408
975552;1;4;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;19;19;800.504.289.398.408
975556;1;1;1;95;1;;1;2;;;50000;2;2;;;;;;;;;;;1;1;;;19;19;567.840.848.821.208
975556;1;2;1;95;1;;2;2;300000;;;1;2;;;;;;;;;;;1;1;;;19;19;567.840.848.821.208
975556;1;3;1;95;1;;2;2;50000;;;1;2;;;;;;;;;;;1;1;;;19;19;567.840.848.821.208
975556;2;1;2;95;1;;2;1;;1000000;;2;2;;;;;;;;;;;1;1;;;19;19;567.840.848.821.208
975556;2;2;2;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;19;19;567.840.848.821.208
975557;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;19;19;952.499.093.900.742
975557;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;19;19;952.499.093.900.742
975558;1;1;1;95;2;;;;;;;;1;1;2;;;;400000;;2;2;2;1;1;;2;19;19;802.795.269.927.784
975558;1;2;1;95;2;;;;;;;;1;1;2;;;;120000;;2;2;2;1;1;;2;19;19;802.795.269.927.784
975558;1;3;1;95;2;;;;;;;;1;1;2;;;;120000;;2;2;2;1;1;;2;19;19;802.795.269.927.784
975559;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;19;19;805.953.966.673.358
975559;1;2;1;95;2;;;;;;;;1;1;2;;;;480000;;2;2;2;1;1;;2;19;19;805.953.966.673.358
975560;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;19;19;986.243.851.406.761
975560;1;2;1;95;2;;;;;;;;1;1;2;;;;160000;;2;2;2;1;1;;2;19;19;986.243.851.406.761
975560;1;3;1;95;2;;;;;;;;1;1;2;;;;240000;;2;2;2;1;1;;2;19;19;986.243.851.406.761
975560;1;4;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;19;19;986.243.851.406.761
975561;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;19;19;923.784.381.517.106
975561;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;19;19;923.784.381.517.106
975561;1;3;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;19;19;923.784.381.517.106
975561;1;4;1;95;2;;;;;;;;1;1;2;;;;240000;;2;2;2;1;1;;2;19;19;923.784.381.517.106
975562;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;19;19;10.031.128.707.522
975562;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;19;19;10.031.128.707.522
975563;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;19;19;114.032.373.720.585
975563;1;2;1;95;2;;;;;;;;1;1;2;;;;600000;;2;2;2;1;1;;2;19;19;114.032.373.720.585
975564;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;19;19;604.471.426.053.051
975564;1;2;1;95;1;;1;1;;98;98;2;1;2;2;;;98;;;1;2;2;1;1;;2;19;19;604.471.426.053.051
975564;1;3;1;95;1;;2;1;;98;;2;2;;;;;;;;;;;1;1;;;19;19;604.471.426.053.051
975564;1;4;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;19;19;604.471.426.053.051
975565;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;19;19;101.399.172.714.946
975565;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;19;19;101.399.172.714.946
975566;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;19;19;109.170.611.526.251
975567;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;19;19;109.170.611.526.251
975568;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;19;19;102.487.058.354.672
975568;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;19;19;102.487.058.354.672
975569;1;1;1;95;2;;;;;;;;1;2;2;;;;;7200000;2;1;2;1;1;;2;19;19;127.515.469.674.148
975569;1;2;1;95;2;;;;;;;;1;2;2;;;;;7200000;2;1;2;1;1;;2;19;19;127.515.469.674.148
975570;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;19;19;108.970.996.035.439
975570;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;19;19;108.970.996.035.439
975571;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;19;19;879.160.767.613.826
975571;1;4;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;19;19;879.160.767.613.826
975572;1;1;1;95;1;;2;1;;2500000;;2;2;;;;;;;;;;;1;1;;;19;19;739.118.434.957.573
975572;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;19;19;739.118.434.957.573
975572;1;3;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;19;19;739.118.434.957.573
975573;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;19;19;864.287.903.176.503
975573;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;19;19;864.287.903.176.503
975573;1;3;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;19;19;864.287.903.176.503
975574;1;1;1;95;1;;2;1;;700000;;2;2;;;;;;;;;;;1;1;;;19;19;12.040.320.295.882
975574;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;19;19;12.040.320.295.882
975574;1;3;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;19;19;12.040.320.295.882
975574;1;4;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;19;19;12.040.320.295.882
975574;1;5;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;19;19;12.040.320.295.882
975575;1;1;1;95;2;;;;;;;;1;2;2;;;;;7200000;2;1;2;1;1;;2;19;19;737.955.893.120.116
975575;2;1;2;95;2;;;;;;;;1;2;2;;;;;6200000;2;1;2;1;1;;2;19;19;737.955.893.120.116
975575;2;2;2;95;2;;;;;;;;1;2;2;;;;;7200000;2;1;2;1;1;;2;19;19;737.955.893.120.116
975576;1;1;1;95;1;;1;2;;;200000;2;2;;;;;;;;;;;1;1;;;19;19;921.404.474.599.092
975576;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;19;19;921.404.474.599.092
975576;1;3;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;19;19;921.404.474.599.092
975576;1;4;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;19;19;921.404.474.599.092
975577;1;1;1;95;1;;1;2;;;220000;2;1;2;2;;;;;3600000;2;1;2;1;1;;2;19;19;949.536.102.351.689
975577;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;19;19;949.536.102.351.689
975577;1;3;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;19;19;949.536.102.351.689
975578;1;1;1;95;2;;;;;;;;1;2;2;;;;;2400000;2;1;2;1;1;;2;19;19;105.507.553.803.066
975578;1;2;1;95;2;;;;;;;;1;2;2;;;;;2400000;2;1;2;1;1;;2;19;19;105.507.553.803.066
975579;1;1;1;95;2;;;;;;;;1;2;2;;;;;12000000;2;1;2;1;1;;2;19;19;109.170.611.526.251
975580;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;19;19;12.042.224.378.725
975580;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;19;19;12.042.224.378.725
975581;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;19;19;12.810.882.294.334
975581;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;19;19;12.810.882.294.334
975582;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;19;19;795.456.216.552.602
975582;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;19;19;795.456.216.552.602
975582;1;3;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;19;19;795.456.216.552.602
975582;1;4;1;95;2;;;;;;;;1;2;2;;;;;98;2;1;2;1;1;;2;19;19;795.456.216.552.602
975582;1;5;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;19;19;795.456.216.552.602
975583;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;19;19;126.748.965.893.683
975583;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;19;19;126.748.965.893.683
975586;1;1;1;95;1;;2;2;600000;;;1;2;;;;;;;;;;;1;1;;;19;19;727.077.036.722.856
975586;1;3;1;95;1;;2;2;3600000;;;1;2;;;;;;;;;;;1;1;;;19;19;727.077.036.722.856
975586;1;4;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;19;19;727.077.036.722.856
975587;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;19;19;11.339.515.204.716
975587;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;19;19;11.339.515.204.716
975587;2;1;2;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;19;19;11.339.515.204.716
975587;2;2;2;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;19;19;11.339.515.204.716
975588;1;1;1;95;2;;;;;;;;1;2;2;;;;;6000000;2;1;2;1;1;;2;19;19;769.323.389.441.515
975588;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;19;19;769.323.389.441.515
975588;1;3;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;19;19;769.323.389.441.515
975589;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;19;19;12.083.191.650.257
975589;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;19;19;12.083.191.650.257
975589;1;3;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;19;19;12.083.191.650.257
975590;1;1;1;95;1;;1;1;;490000;470000;2;1;2;2;;;;;98;2;1;2;1;1;;2;19;19;967.013.156.098.759
975591;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;19;19;105.177.750.258.468
975592;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;19;19;11.891.253.097.803
975592;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;19;19;11.891.253.097.803
975592;1;4;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;19;19;11.891.253.097.803
975592;1;5;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;19;19;11.891.253.097.803
975593;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;19;19;890.223.574.642.199
975593;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;19;19;890.223.574.642.199
975593;1;3;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;19;19;890.223.574.642.199
975594;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;19;19;102.597.877.186.096
975594;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;19;19;102.597.877.186.096
975594;1;3;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;19;19;102.597.877.186.096
975594;1;4;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;19;19;102.597.877.186.096
975595;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;19;19;834.560.809.515.103
975595;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;19;19;834.560.809.515.103
975595;1;3;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;19;19;834.560.809.515.103
975595;1;4;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;19;19;834.560.809.515.103
975595;1;6;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;19;19;834.560.809.515.103
975596;1;1;1;95;1;;2;1;;1800000;;2;2;;;;;;;;;;;1;1;;;19;19;933.261.922.202.698
975596;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;19;19;933.261.922.202.698
975596;1;3;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;19;19;933.261.922.202.698
975597;1;1;1;95;1;;1;2;;;1300000;2;2;;;;;;;;;;;1;1;;;19;19;530.937.394.569.615
975597;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;19;19;530.937.394.569.615
975597;1;3;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;19;19;530.937.394.569.615
975597;1;5;1;95;1;;1;2;;;2000000;2;2;;;;;;;;;;;1;1;;;19;19;530.937.394.569.615
975598;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;19;19;952.499.093.900.742
975598;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;19;19;952.499.093.900.742
975599;1;1;1;95;1;;2;1;;1200000;;2;2;;;;;;;;;;;1;1;;;19;19;671.306.957.768.836
975599;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;19;19;671.306.957.768.836
975599;1;3;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;19;19;671.306.957.768.836
975600;1;1;1;95;1;;2;1;;98;;2;2;;;;;;;;;;;1;1;;;19;19;5.721.279.842.587
975600;1;2;1;95;1;;2;1;;98;;2;2;;;;;;;;;;;1;1;;;19;19;5.721.279.842.587
975600;1;3;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;19;19;5.721.279.842.587
975601;1;1;1;95;1;;2;1;;4000000;;2;2;;;;;;;;;;;1;1;;;19;19;989.402.548.152.335
975601;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;19;19;989.402.548.152.335
975601;1;3;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;19;19;989.402.548.152.335
975602;1;1;1;95;2;;;;;;;;1;1;2;;;;600000;1200000;2;1;2;1;1;;2;19;19;739.901.320.967.397
975602;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;19;19;739.901.320.967.397
975603;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;19;19;101.399.172.714.946
975603;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;19;19;101.399.172.714.946
975604;1;1;1;95;2;;;;;;;;1;2;2;;;;;3600000;2;1;2;1;1;;2;19;19;949.536.102.351.689
975604;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;19;19;949.536.102.351.689
975604;1;3;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;19;19;949.536.102.351.689
975605;1;1;1;95;1;;2;1;;1800000;;2;2;;;;;;;;;;;1;1;;;19;19;671.306.957.768.836
975605;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;19;19;671.306.957.768.836
975605;1;3;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;19;19;671.306.957.768.836
975606;1;1;1;95;1;;1;2;;;4000000;2;2;;;;;;;;;;;1;1;;;19;19;773.610.524.879.007
975607;1;1;1;95;2;;;;;;;;1;2;2;;;;;6000000;2;1;2;1;1;;2;19;19;638.963.515.974.485
975607;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;19;19;638.963.515.974.485
975608;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;19;19;102.487.058.354.672
975608;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;19;19;102.487.058.354.672
975609;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;19;19;107.367.215.612.118
975609;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;19;19;107.367.215.612.118
975609;1;3;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;19;19;107.367.215.612.118
975609;1;4;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;19;19;107.367.215.612.118
975610;1;1;1;95;1;;2;1;;890000;;2;2;;;;;;;;;;;1;1;;;19;19;812.272.810.613.376
975610;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;19;19;812.272.810.613.376
975611;1;1;1;95;1;;2;1;;465200;;2;2;;;;;;;;;;;1;1;;;19;19;108.970.996.035.439
975611;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;19;19;108.970.996.035.439
975612;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;19;19;941.620.237.503.482
975612;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;19;19;941.620.237.503.482
975613;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;19;19;125.389.108.844.025
975613;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;19;19;125.389.108.844.025
975614;1;1;1;95;1;;1;2;;;500000;2;2;;;;;;;;;;;1;1;;;19;19;921.404.474.599.092
975614;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;19;19;921.404.474.599.092
975614;1;3;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;19;19;921.404.474.599.092
975614;1;4;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;19;19;921.404.474.599.092
975615;1;1;1;95;2;;;;;;;;1;2;2;;;;;3600000;2;1;2;1;1;;2;19;19;731.530.270.372.214
975615;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;19;19;731.530.270.372.214
975615;1;3;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;19;19;731.530.270.372.214
975615;1;4;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;19;19;731.530.270.372.214
975620;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;19;19;103.685.762.825.822
975620;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;19;19;103.685.762.825.822
975620;1;3;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;19;19;103.685.762.825.822
975620;1;4;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;19;19;103.685.762.825.822
975621;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;19;19;10.145.365.336.794
975621;1;2;1;95;1;;2;1;;98;;2;2;;;;;;;;;;;1;1;;;19;19;10.145.365.336.794
975621;1;3;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;19;19;10.145.365.336.794
975621;1;4;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;19;19;10.145.365.336.794
975621;1;5;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;19;19;10.145.365.336.794
975621;1;6;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;19;19;10.145.365.336.794
