DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;AREA;P6230;P6240;P6240S1;P6250;P6260;P6270;P6280;P6290;P6290S1;P6300;P6310;P6310S1;P6320;P6330;P6340;P6350;P6351;FT;DPTO;fex_c_2011
984411;1;2;1;50;5;2;4;;2;2;2;2;;;2;;;;;;;;1;5;817.751.385.383.838
984411;1;3;1;50;5;2;3;;2;2;2;2;;;2;;;;;;;;1;5;817.751.385.383.838
984412;1;1;1;50;5;1;4;;2;2;2;2;;;2;;;;;;;;1;5;966.097.972.649.796
984412;1;2;1;50;5;2;1;;;;;;;;;;;;;;;;1;5;966.097.972.649.796
984413;1;1;1;50;5;2;1;;;;;;;;;;;;;;;;1;5;126.626.894.885.613
984413;1;2;1;50;5;2;1;;;;;;;;;;;;;;;;1;5;126.626.894.885.613
984413;1;3;1;50;5;2;3;;2;2;2;2;;;2;;;;;;;;1;5;126.626.894.885.613
984413;1;4;1;50;5;2;3;;2;2;2;2;;;2;;;;;;;;1;5;126.626.894.885.613
984414;1;1;1;50;5;1;6;VACACIONES;2;1;;;;;;;;;;;;;1;5;140.358.274.779.794
984414;1;2;1;50;5;2;1;;;;;;;;;;;;;;;;1;5;140.358.274.779.794
984414;1;3;1;50;5;3;1;;;;;;;;;;;;;;;;1;5;140.358.274.779.794
984417;1;1;1;50;5;1;1;;;;;;;;;;;;;;;;1;5;663.272.675.237.899
984417;1;2;1;50;5;1;3;;2;2;2;2;;;2;;;;;;;;1;5;663.272.675.237.899
984417;1;3;1;50;5;3;4;;1;;;;;;;;;;;;;;1;5;663.272.675.237.899
984419;1;1;1;50;5;1;6;VER TV Y CAMINAR;2;2;2;2;;;2;;;;;;;;1;5;894.707.184.017.135
984419;1;2;1;50;5;1;4;;2;2;2;2;;;2;;;;;;;;1;5;894.707.184.017.135
984419;1;3;1;50;5;3;1;;;;;;;;;;;;;;;;1;5;894.707.184.017.135
984419;1;4;1;50;5;4;6;VER TV;2;2;2;2;;;2;;;;;;;;1;5;894.707.184.017.135
984420;1;1;1;50;5;2;6;CAMINAR;2;2;2;2;;;2;;;;;;;;1;5;866.889.418.375.699
984420;1;2;1;50;5;2;4;;2;2;2;2;;;2;;;;;;;;1;5;866.889.418.375.699
984422;1;1;1;50;5;1;1;;;;;;;;;;;;;;;;1;5;131.612.567.169.992
984422;1;2;1;50;5;2;1;;;;;;;;;;;;;;;;1;5;131.612.567.169.992
984422;1;4;1;50;5;4;4;;2;2;2;1;2;;;;;;;;;1;1;5;131.612.567.169.992
984422;1;5;1;50;5;5;1;;;;;;;;;;;;;;;;1;5;131.612.567.169.992
984422;1;9;1;50;5;9;1;;;;;;;;;;;;;;;;1;5;131.612.567.169.992
984422;1;10;1;50;5;10;6;VAGAR;2;2;2;2;;;2;;;;;;;;1;5;131.612.567.169.992
984424;1;1;1;50;5;2;1;;;;;;;;;;;;;;;;1;5;10.876.838.321.144
984424;1;2;1;50;5;2;4;;2;2;2;2;;;1;6;;1;2;;;;1;5;10.876.838.321.144
984426;1;1;1;50;5;1;1;;;;;;;;;;;;;;;;1;5;108.515.239.988.376
984426;1;2;1;50;5;2;4;;1;;;;;;;;;;;;;;1;5;108.515.239.988.376
984426;1;3;1;50;5;3;2;;2;2;2;1;1;;;;;;;;;1;1;5;108.515.239.988.376
984426;1;4;1;50;5;4;4;;2;2;2;1;2;;;;;;;;;1;1;5;108.515.239.988.376
984426;1;6;1;50;5;2;3;;2;2;2;2;;;2;;;;;;;;1;5;108.515.239.988.376
984428;1;1;1;50;5;1;2;;2;2;2;1;1;;;;;;;;;1;1;5;100.044.701.991.139
984428;1;2;1;50;5;2;1;;;;;;;;;;;;;;;;1;5;100.044.701.991.139
984428;1;3;1;50;5;2;3;;2;2;2;2;;;2;;;;;;;;1;5;100.044.701.991.139
984430;1;1;1;50;5;1;1;;;;;;;;;;;;;;;;1;5;11.566.187.775.981
984430;1;2;1;50;5;2;1;;;;;;;;;;;;;;;;1;5;11.566.187.775.981
984430;1;4;1;50;5;4;4;;2;2;2;2;;;2;;;;;;;;1;5;11.566.187.775.981
984432;1;1;1;50;5;1;4;;2;2;2;2;;;2;;;;;;;;1;5;111.603.203.206.879
984432;1;2;1;50;5;2;1;;;;;;;;;;;;;;;;1;5;111.603.203.206.879
984432;1;3;1;50;5;3;1;;;;;;;;;;;;;;;;1;5;111.603.203.206.879
984433;1;1;1;50;5;2;6;CAMINAR;2;2;2;2;;;2;;;;;;;;1;5;155.131.043.890.105
984433;1;2;1;50;5;2;4;;2;2;2;2;;;2;;;;;;;;1;5;155.131.043.890.105
984433;1;3;1;50;5;3;1;;;;;;;;;;;;;;;;1;5;155.131.043.890.105
984433;1;4;1;50;5;4;1;;;;;;;;;;;;;;;;1;5;155.131.043.890.105
984435;1;1;1;50;5;2;1;;;;;;;;;;;;;;;;1;5;990.561.519.307.863
984435;1;2;1;50;5;2;4;;2;2;2;1;1;;;;;;;;;1;1;5;990.561.519.307.863
984437;1;1;1;50;5;1;1;;;;;;;;;;;;;;;;1;5;125.429.178.872.842
984437;1;2;1;50;5;2;4;;2;2;2;2;;;2;;;;;;;;1;5;125.429.178.872.842
984439;1;1;1;50;5;1;1;;;;;;;;;;;;;;;;1;5;106.485.367.170.545
984439;1;2;1;50;5;2;4;;2;2;2;2;;;2;;;;;;;;1;5;106.485.367.170.545
984439;1;3;1;50;5;2;3;;2;2;2;2;;;2;;;;;;;;1;5;106.485.367.170.545
984440;1;1;1;50;5;1;1;;;;;;;;;;;;;;;;1;5;999.670.821.310.307
984440;1;2;1;50;5;2;4;;2;2;2;2;;;1;6;;1;2;;;;1;5;999.670.821.310.307
984440;1;3;1;50;5;3;6;VER TV;2;2;2;2;;;1;13;NO TIENE LIBRETA MILITAR;;;;;;1;5;999.670.821.310.307
984441;1;1;1;50;5;1;1;;;;;;;;;;;;;;;;1;5;125.429.178.872.842
984441;1;2;1;50;5;2;4;;2;2;2;2;;;2;;;;;;;;1;5;125.429.178.872.842
984445;1;1;1;50;5;1;1;;;;;;;;;;;;;;;;1;5;988.569.568.347.508
984445;1;2;1;50;5;2;6;PASEAR;2;2;2;2;;;1;6;;1;1;;1;1;1;5;988.569.568.347.508
984445;1;3;1;50;5;3;3;;2;2;2;2;;;2;;;;;;;;1;5;988.569.568.347.508
984446;1;1;1;50;5;1;4;;2;2;2;1;1;;;;;;;;;1;1;5;113.958.424.631.889
984446;1;2;1;50;5;2;6;VER TV;2;2;2;1;1;;;;;;;;;1;1;5;113.958.424.631.889
984447;1;1;1;50;5;1;1;;;;;;;;;;;;;;;;1;5;128.765.709.482.136
984447;1;2;1;50;5;2;1;;;;;;;;;;;;;;;;1;5;128.765.709.482.136
984447;1;3;1;50;5;3;1;;;;;;;;;;;;;;;;1;5;128.765.709.482.136
984447;1;5;1;50;5;3;1;;;;;;;;;;;;;;;;1;5;128.765.709.482.136
984447;1;6;1;50;5;6;1;;;;;;;;;;;;;;;;1;5;128.765.709.482.136
984449;1;1;1;50;5;1;6;DESCANSAR;2;2;2;2;;;2;;;;;;;;1;5;938.778.130.220.596
984449;1;2;1;50;5;2;4;;2;2;2;2;;;2;;;;;;;;1;5;938.778.130.220.596
984449;1;3;1;50;5;1;3;;2;2;2;2;;;2;;;;;;;;1;5;938.778.130.220.596
984449;1;4;1;50;5;1;3;;2;2;2;2;;;2;;;;;;;;1;5;938.778.130.220.596
984451;1;1;1;50;5;1;4;;2;2;2;2;;;2;;;;;;;;1;5;812.911.697.999.459
984452;1;1;1;50;5;1;6;DESCANSAR;2;2;2;2;;;2;;;;;;;;1;5;864.996.209.813.545
984452;1;2;1;50;5;2;1;;;;;;;;;;;;;;;;1;5;864.996.209.813.545
984452;1;3;1;50;5;2;3;;2;2;2;2;;;2;;;;;;;;1;5;864.996.209.813.545
984454;1;1;1;50;5;1;1;;;;;;;;;;;;;;;;1;5;102.695.496.889.912
984454;1;2;1;50;5;2;1;;;;;;;;;;;;;;;;1;5;102.695.496.889.912
984454;1;3;1;50;5;3;3;;2;2;2;2;;;2;;;;;;;;1;5;102.695.496.889.912
984454;1;4;1;50;5;2;3;;2;2;2;2;;;2;;;;;;;;1;5;102.695.496.889.912
984456;1;1;1;50;5;1;4;;2;2;2;2;;;2;;;;;;;;1;5;88.681.350.046.459
984457;1;1;1;50;5;1;1;;;;;;;;;;;;;;;;1;5;101.945.273.041.312
984461;1;1;1;50;5;1;1;;;;;;;;;;;;;;;;1;5;96.564.511.743.135
984461;1;2;1;50;5;2;4;;2;2;2;2;;;2;;;;;;;;1;5;96.564.511.743.135
984461;1;3;1;50;5;3;1;;;;;;;;;;;;;;;;1;5;96.564.511.743.135
984462;1;1;1;50;5;1;1;;;;;;;;;;;;;;;;1;5;119.720.628.063.503
984462;1;2;1;50;5;2;1;;;;;;;;;;;;;;;;1;5;119.720.628.063.503
984462;1;3;1;50;5;3;1;;;;;;;;;;;;;;;;1;5;119.720.628.063.503
984462;1;4;1;50;5;4;4;;2;2;2;2;;;2;;;;;;;;1;5;119.720.628.063.503
984464;1;1;1;50;5;1;1;;;;;;;;;;;;;;;;1;5;811.018.489.437.305
984464;1;2;1;50;5;1;3;;2;2;2;2;;;2;;;;;;;;1;5;811.018.489.437.305
984466;1;1;1;50;5;1;6;DESCANSAR;2;2;2;2;;;2;;;;;;;;1;5;993.915.738.291.232
984466;1;2;1;50;5;2;4;;2;2;2;2;;;2;;;;;;;;1;5;993.915.738.291.232
984466;1;3;1;50;5;3;1;;;;;;;;;;;;;;;;1;5;993.915.738.291.232
984466;1;4;1;50;5;4;1;;;;;;;;;;;;;;;;1;5;993.915.738.291.232
984469;1;1;1;50;5;1;1;;;;;;;;;;;;;;;;1;5;118.910.893.833.328
984469;1;2;1;50;5;2;1;;;;;;;;;;;;;;;;1;5;118.910.893.833.328
984471;1;1;1;50;5;1;4;;2;2;2;2;;;2;;;;;;;;1;5;938.044.809.352.837
984471;1;2;1;50;5;2;1;;;;;;;;;;;;;;;;1;5;938.044.809.352.837
984471;1;3;1;50;5;3;1;;;;;;;;;;;;;;;;1;5;938.044.809.352.837
984471;1;4;1;50;5;1;6;DESCANSAR;2;2;2;2;;;2;;;;;;;;1;5;938.044.809.352.837
984473;1;1;1;50;5;1;4;;2;2;2;2;;;2;;;;;;;;1;5;665.165.883.800.053
984473;1;2;1;50;5;2;4;;2;2;2;2;;;2;;;;;;;;1;5;665.165.883.800.053
984474;1;1;1;50;5;1;6;DESCANSAR;2;2;2;2;;;2;;;;;;;;1;5;900.462.267.036.211
984474;1;2;1;50;5;2;4;;2;2;2;2;;;2;;;;;;;;1;5;900.462.267.036.211
984474;1;3;1;50;5;1;3;;2;2;2;2;;;2;;;;;;;;1;5;900.462.267.036.211
984476;1;1;1;50;5;1;1;;;;;;;;;;;;;;;;1;5;941.374.603.678.691
984476;1;2;1;50;5;2;1;;;;;;;;;;;;;;;;1;5;941.374.603.678.691
984476;1;3;1;50;5;3;1;;;;;;;;;;;;;;;;1;5;941.374.603.678.691
984476;1;4;1;50;5;1;3;;2;2;2;2;;;2;;;;;;;;1;5;941.374.603.678.691
984479;1;1;1;50;5;1;4;;2;2;2;2;;;2;;;;;;;;1;5;833.912.193.121.406
984479;1;2;1;50;5;2;1;;;;;;;;;;;;;;;;1;5;833.912.193.121.406
984479;1;3;1;50;5;3;1;;;;;;;;;;;;;;;;1;5;833.912.193.121.406
984482;1;1;1;50;5;1;1;;;;;;;;;;;;;;;;1;5;867.860.980.392.379
984482;1;2;1;50;5;2;1;;;;;;;;;;;;;;;;1;5;867.860.980.392.379
984482;1;4;1;50;5;1;4;;2;2;2;2;;;2;;;;;;;;1;5;867.860.980.392.379
984483;1;1;1;50;5;1;1;;;;;;;;;;;;;;;;1;5;135.460.779.115.142
984483;1;2;1;50;5;2;4;;2;2;2;2;;;2;;;;;;;;1;5;135.460.779.115.142
984483;1;3;1;50;5;2;3;;2;2;2;2;;;2;;;;;;;;1;5;135.460.779.115.142
984486;1;1;1;50;5;1;6;DESCANSAR;2;2;2;2;;;2;;;;;;;;1;5;10.146.352.325.751
984487;1;1;1;50;5;1;1;;;;;;;;;;;;;;;;1;5;941.374.603.678.691
984487;1;2;1;50;5;2;4;;2;2;2;1;1;;;;;;;;;1;1;5;941.374.603.678.691
984487;1;3;1;50;5;3;3;;2;2;2;2;;;2;;;;;;;;1;5;941.374.603.678.691
984487;1;4;1;50;5;2;3;;2;2;2;2;;;2;;;;;;;;1;5;941.374.603.678.691
984489;1;1;1;50;5;1;1;;;;;;;;;;;;;;;;1;5;817.895.535.651.936
984489;1;2;1;50;5;2;1;;;;;;;;;;;;;;;;1;5;817.895.535.651.936
984489;1;3;1;50;5;3;3;;2;2;2;1;2;;;;;;;;;1;1;5;817.895.535.651.936
984489;1;4;1;50;5;2;3;;2;2;2;2;;;2;;;;;;;;1;5;817.895.535.651.936
984489;1;5;1;50;5;2;3;;2;2;2;2;;;2;;;;;;;;1;5;817.895.535.651.936
984491;1;1;1;50;5;1;6;DESCANSANDO;2;2;2;1;1;;;;;;;;;1;1;5;864.996.209.813.545
984491;1;2;1;50;5;2;4;;2;2;2;2;;;2;;;;;;;;1;5;864.996.209.813.545
984491;1;3;1;50;5;2;3;;2;2;2;2;;;2;;;;;;;;1;5;864.996.209.813.545
984494;1;1;1;50;5;1;6;ASISTIENDO AL MEDICO;2;1;;;;;;;;;;;;;1;5;967.752.015.976.419
984494;1;2;1;50;5;2;1;;;;;;;;;;;;;;;;1;5;967.752.015.976.419
984494;1;3;1;50;5;3;1;;;;;;;;;;;;;;;;1;5;967.752.015.976.419
984494;1;4;1;50;5;4;4;;2;2;2;1;2;;;;;;;;;1;1;5;967.752.015.976.419
984494;1;5;1;50;5;4;3;;2;2;2;2;;;2;;;;;;;;1;5;967.752.015.976.419
984494;1;6;1;50;5;6;1;;;;;;;;;;;;;;;;1;5;967.752.015.976.419
984499;1;1;1;50;5;1;1;;;;;;;;;;;;;;;;1;5;133.643.398.642.713
984499;1;2;1;50;5;2;6;DESCANSANDO;2;1;;;;;;;;;;;;;1;5;133.643.398.642.713
984499;1;4;1;50;5;4;1;;;;;;;;;;;;;;;;1;5;133.643.398.642.713
984499;1;5;1;50;5;5;1;;;;;;;;;;;;;;;;1;5;133.643.398.642.713
984499;1;6;1;50;5;6;4;;2;2;2;2;;;1;13;NO TIENE NIVEL EDUCATIVO;;;;;;1;5;133.643.398.642.713
984499;1;9;1;50;5;9;1;;;;;;;;;;;;;;;;1;5;133.643.398.642.713
984501;1;1;1;50;5;1;1;;;;;;;;;;;;;;;;1;5;110.110.551.407.808
984502;1;1;1;50;5;1;6;DESCANSANDO;2;2;2;2;;;2;;;;;;;;1;5;911.581.612.002.508
984502;1;2;1;50;5;2;1;;;;;;;;;;;;;;;;1;5;911.581.612.002.508
984504;1;1;1;50;5;1;4;;2;2;2;2;;;2;;;;;;;;1;5;635.100.287.889.791
984504;1;2;1;50;5;2;1;;;;;;;;;;;;;;;;1;5;635.100.287.889.791
984504;1;3;1;50;5;3;1;;;;;;;;;;;;;;;;1;5;635.100.287.889.791
984504;1;4;1;50;5;4;1;;;;;;;;;;;;;;;;1;5;635.100.287.889.791
984504;1;5;1;50;5;5;1;;;;;;;;;;;;;;;;1;5;635.100.287.889.791
984504;1;6;1;50;5;4;3;;2;2;2;2;;;2;;;;;;;;1;5;635.100.287.889.791
984505;1;1;1;50;5;1;4;;2;2;2;1;1;;;;;;;;;1;1;5;127.489.082.317.196
984505;1;2;1;50;5;2;3;;2;2;2;2;;;2;;;;;;;;1;5;127.489.082.317.196
984505;1;3;1;50;5;1;3;;2;2;2;2;;;2;;;;;;;;1;5;127.489.082.317.196
984507;1;1;1;50;5;1;1;;;;;;;;;;;;;;;;1;5;104.025.888.997.939
984507;1;2;1;50;5;2;6;DESCANSANDO;2;2;2;2;;;2;;;;;;;;1;5;104.025.888.997.939
984508;1;1;1;50;5;1;4;;2;2;2;2;;;1;9;;;;;;;1;5;109.312.429.256.533
984508;1;2;1;50;5;2;4;;2;2;2;2;;;2;;;;;;;;1;5;109.312.429.256.533
984508;1;3;1;50;5;3;6;DILIGENCIAS FAMILIARES;2;2;2;2;;;1;3;;2;;1;1;1;1;5;109.312.429.256.533
984508;1;4;1;50;5;4;1;;;;;;;;;;;;;;;;1;5;109.312.429.256.533
984510;1;1;1;50;5;1;1;;;;;;;;;;;;;;;;1;5;74.916.543.336.802
984510;1;2;1;50;5;2;4;;2;2;2;2;;;1;10;;;;;;;1;5;74.916.543.336.802
984512;1;1;1;50;5;1;1;;;;;;;;;;;;;;;;1;5;107.673.550.981.019
984512;1;2;1;50;5;2;6;EVENTOS DE CAPACITACION;1;;;;;;;;;;;;;;1;5;107.673.550.981.019
984512;1;3;1;50;5;3;1;;;;;;;;;;;;;;;;1;5;107.673.550.981.019
984512;1;4;1;50;5;4;4;;2;2;2;2;;;1;4;;2;;1;10;1;1;5;107.673.550.981.019
984512;1;6;1;50;5;2;3;;2;2;2;2;;;2;;;;;;;;1;5;107.673.550.981.019
984512;1;10;1;50;5;10;1;;;;;;;;;;;;;;;;1;5;107.673.550.981.019
984515;1;1;1;50;5;2;6;FUERA DEL PAIS VISITANDO FAMILIARES;2;2;2;2;;;2;;;;;;;;1;5;771.472.709.431.712
984515;1;2;1;50;5;2;4;;1;;;;;;;;;;;;;;1;5;771.472.709.431.712
984515;1;3;1;50;5;3;1;;;;;;;;;;;;;;;;1;5;771.472.709.431.712
984515;1;4;1;50;5;4;1;;;;;;;;;;;;;;;;1;5;771.472.709.431.712
984515;1;5;1;50;5;5;6;DESCANSANDO;2;2;2;2;;;2;;;;;;;;1;5;771.472.709.431.712
984515;1;6;1;50;5;6;4;;2;2;2;2;;;1;9;;;;;;;1;5;771.472.709.431.712
984515;1;7;1;50;5;7;6;DESCANSANDO;2;2;2;1;1;;;;;;;;;1;1;5;771.472.709.431.712
984517;1;1;1;50;5;1;1;;;;;;;;;;;;;;;;1;5;1.359.604.790.143
984517;1;2;1;50;5;2;1;;;;;;;;;;;;;;;;1;5;1.359.604.790.143
984519;1;1;1;50;5;1;5;;;;;;;;;;;;;;;;1;5;102.007.569.302.604
984519;1;2;1;50;5;2;4;;2;1;;;;;;;;;;;;;1;5;102.007.569.302.604
984519;1;3;1;50;5;3;1;;;;;;;;;;;;;;;;1;5;102.007.569.302.604
984520;1;1;1;50;5;1;6;DESCANSANDO;2;2;2;2;;;1;9;;;;;;;1;5;102.007.569.302.604
984520;1;2;1;50;5;2;4;;2;2;2;2;;;2;;;;;;;;1;5;102.007.569.302.604
984520;1;3;1;50;5;3;1;;;;;;;;;;;;;;;;1;5;102.007.569.302.604
984525;1;1;1;50;5;1;1;;;;;;;;;;;;;;;;1;5;170.090.337.710.722
984525;1;2;1;50;5;2;1;;;;;;;;;;;;;;;;1;5;170.090.337.710.722
984527;1;1;1;50;5;1;1;;;;;;;;;;;;;;;;1;5;938.778.130.220.596
984527;1;2;1;50;5;2;3;;2;2;2;2;;;2;;;;;;;;1;5;938.778.130.220.596
984527;1;3;1;50;5;2;3;;2;2;2;2;;;2;;;;;;;;1;5;938.778.130.220.596
984527;1;4;1;50;5;2;3;;1;;;;;;;;;;;;;;1;5;938.778.130.220.596
984533;1;1;1;50;5;1;4;;2;2;2;1;2;;;;;;;;;1;1;5;116.627.877.792.433
984533;1;2;1;50;5;2;1;;;;;;;;;;;;;;;;1;5;116.627.877.792.433
984533;1;3;1;50;5;3;3;;2;2;2;2;;;2;;;;;;;;1;5;116.627.877.792.433
984535;1;1;1;50;5;1;2;;2;2;2;1;3;;;;;;;;;1;1;5;937.827.351.789.914
984536;1;1;1;50;5;1;6;DILIGENCIAS PERSONALES;2;1;;;;;;;;;;;;;1;5;74.151.714.178.679
984536;1;2;1;50;5;2;1;;;;;;;;;;;;;;;;1;5;74.151.714.178.679
984536;1;3;1;50;5;3;1;;;;;;;;;;;;;;;;1;5;74.151.714.178.679
984536;1;4;1;50;5;1;3;;2;2;2;1;3;;;;;;;;;1;1;5;74.151.714.178.679
984539;1;1;1;50;5;1;1;;;;;;;;;;;;;;;;1;5;116.627.877.792.433
984539;1;2;1;50;5;2;4;;1;;;;;;;;;;;;;;1;5;116.627.877.792.433
984539;1;3;1;50;5;3;3;;2;2;2;2;;;2;;;;;;;;1;5;116.627.877.792.433
984540;1;1;1;50;5;1;1;;;;;;;;;;;;;;;;1;5;842.166.049.404.594
984540;1;2;1;50;5;2;2;;2;2;2;1;1;;;;;;;;;1;1;5;842.166.049.404.594
984540;1;3;1;50;5;3;2;;2;2;2;1;2;;;;;;;;;1;1;5;842.166.049.404.594
984540;1;4;1;50;5;1;3;;1;;;;;;;;;;;;;;1;5;842.166.049.404.594
984542;1;1;1;50;5;1;1;;;;;;;;;;;;;;;;1;5;941.374.603.678.691
984542;1;2;1;50;5;2;1;;;;;;;;;;;;;;;;1;5;941.374.603.678.691
984542;1;3;1;50;5;2;3;;2;2;2;2;;;2;;;;;;;;1;5;941.374.603.678.691
984542;1;4;1;50;5;2;3;;2;2;2;2;;;2;;;;;;;;1;5;941.374.603.678.691
984547;1;1;1;50;5;1;6;ENFERMO;2;1;;;;;;;;;;;;;1;5;125.766.333.455.443
984547;2;1;2;50;5;1;1;;;;;;;;;;;;;;;;1;5;125.766.333.455.443
984547;2;2;2;50;5;2;1;;;;;;;;;;;;;;;;1;5;125.766.333.455.443
984547;2;4;2;50;5;1;3;;2;2;2;2;;;1;9;;;;;;;1;5;125.766.333.455.443
984552;1;1;1;50;5;1;1;;;;;;;;;;;;;;;;1;5;892.268.072.188.594
984552;1;2;1;50;5;2;4;;1;;;;;;;;;;;;;;1;5;892.268.072.188.594
984552;1;3;1;50;5;3;1;;;;;;;;;;;;;;;;1;5;892.268.072.188.594
984552;1;5;1;50;5;5;3;;2;2;2;2;;;1;13;PORQUE  ESTABA  PASEANDO;;;;;;1;5;892.268.072.188.594
984552;1;6;1;50;5;2;3;;2;2;2;2;;;2;;;;;;;;1;5;892.268.072.188.594
984552;1;7;1;50;5;7;6;HACIENDO  DILIGENCIAS  PERSONALES;2;2;2;2;;;2;;;;;;;;1;5;892.268.072.188.594
984554;1;1;1;50;5;1;1;;;;;;;;;;;;;;;;1;5;110.795.440.438.926
984554;1;2;1;50;5;2;1;;;;;;;;;;;;;;;;1;5;110.795.440.438.926
984554;1;5;1;50;5;5;4;;2;2;2;2;;;2;;;;;;;;1;5;110.795.440.438.926
984554;1;6;1;50;5;6;6;ANDAR LA CALLE;2;2;2;1;1;;;;;;;;;1;1;5;110.795.440.438.926
984554;2;1;2;50;5;1;4;;2;2;2;2;;;2;;;;;;;;1;5;110.795.440.438.926
984556;1;1;1;50;5;1;4;;2;2;2;2;;;2;;;;;;;;1;5;109.546.174.508.452
984556;1;2;1;50;5;2;1;;;;;;;;;;;;;;;;1;5;109.546.174.508.452
984556;1;3;1;50;5;3;1;;;;;;;;;;;;;;;;1;5;109.546.174.508.452
984556;1;4;1;50;5;4;3;;2;2;2;2;;;2;;;;;;;;1;5;109.546.174.508.452
984556;1;5;1;50;5;5;1;;;;;;;;;;;;;;;;1;5;109.546.174.508.452
984556;1;6;1;50;5;6;1;;;;;;;;;;;;;;;;1;5;109.546.174.508.452
984556;1;9;1;50;5;9;3;;2;2;2;1;2;;;;;;;;;1;1;5;109.546.174.508.452
984559;1;1;1;50;5;1;6;IR AL  PARQUE;2;2;2;2;;;2;;;;;;;;1;5;10.146.352.325.751
984560;1;1;1;50;5;1;4;;2;2;2;2;;;2;;;;;;;;1;5;827.099.044.928.774
984560;1;2;1;50;5;2;4;;2;2;2;2;;;1;2;;2;;2;;;1;5;827.099.044.928.774
984560;1;3;1;50;5;3;1;;;;;;;;;;;;;;;;1;5;827.099.044.928.774
984560;1;4;1;50;5;4;1;;;;;;;;;;;;;;;;1;5;827.099.044.928.774
984560;1;5;1;50;5;5;6;ANDAR LA CALLE;1;;;;;;;;;;;;;;1;5;827.099.044.928.774
984562;1;1;1;50;5;1;1;;;;;;;;;;;;;;;;1;5;93.449.755.746.406
984563;1;1;1;50;5;1;1;;;;;;;;;;;;;;;;1;5;116.812.194.683.007
984564;1;1;1;50;5;1;6;DESCANSAR;2;2;2;1;2;;;;;;;;;1;1;5;116.857.547.196.767
984564;1;2;1;50;5;2;4;;2;2;2;2;;;2;;;;;;;;1;5;116.857.547.196.767
984565;1;1;1;50;5;1;6;DORMIR;1;;;;;;;;;;;;;;1;5;719.143.604.176.293
984565;1;2;1;50;5;2;1;;;;;;;;;;;;;;;;1;5;719.143.604.176.293
984565;1;3;1;50;5;3;4;;2;2;2;2;;;2;;;;;;;;1;5;719.143.604.176.293
984567;1;1;1;50;5;1;1;;;;;;;;;;;;;;;;1;5;866.889.418.375.699
984567;1;2;1;50;5;2;1;;;;;;;;;;;;;;;;1;5;866.889.418.375.699
984569;1;1;1;50;5;1;6;IR AL  MEDICO;2;2;2;2;;;2;;;;;;;;1;5;100.733.365.267.491
984569;1;2;1;50;5;2;1;;;;;;;;;;;;;;;;1;5;100.733.365.267.491
984569;1;3;1;50;5;2;3;;2;2;2;2;;;2;;;;;;;;1;5;100.733.365.267.491
984569;1;4;1;50;5;2;3;;2;2;2;2;;;2;;;;;;;;1;5;100.733.365.267.491
984571;1;1;1;50;5;1;1;;;;;;;;;;;;;;;;1;5;149.518.319.556.616
984571;1;2;1;50;5;2;1;;;;;;;;;;;;;;;;1;5;149.518.319.556.616
984571;1;3;1;50;5;1;3;;2;2;2;2;;;2;;;;;;;;1;5;149.518.319.556.616
984573;1;1;1;50;5;1;1;;;;;;;;;;;;;;;;1;5;123.561.136.043.013
984574;1;1;1;50;5;1;1;;;;;;;;;;;;;;;;1;5;126.578.517.959.938
984574;1;2;1;50;5;2;1;;;;;;;;;;;;;;;;1;5;126.578.517.959.938
984575;1;1;1;50;5;1;1;;;;;;;;;;;;;;;;1;5;135.197.124.804.884
984575;1;2;1;50;5;2;4;;2;2;2;2;;;2;;;;;;;;1;5;135.197.124.804.884
984579;1;1;1;50;5;1;1;;;;;;;;;;;;;;;;1;5;990.364.718.822.446
984579;1;2;1;50;5;2;1;;;;;;;;;;;;;;;;1;5;990.364.718.822.446
984581;1;1;1;50;5;1;6;DILIGENCIAS PERSONALES;1;;;;;;;;;;;;;;1;5;11.138.437.868.492
984582;1;1;1;50;5;1;6;ENFERMO;2;2;2;2;;;2;;;;;;;;1;5;840.729.463.640.894
984582;1;2;1;50;5;2;5;;;;;;;;;;;;;;;;1;5;840.729.463.640.894
984582;1;3;1;50;5;3;1;;;;;;;;;;;;;;;;1;5;840.729.463.640.894
984583;1;1;1;50;5;2;1;;;;;;;;;;;;;;;;1;5;10.876.838.321.144
984583;1;2;1;50;5;2;4;;2;2;2;2;;;1;7;;2;;2;;;1;5;10.876.838.321.144
984584;1;1;1;50;5;1;1;;;;;;;;;;;;;;;;1;5;818.671.734.253.017
984584;1;2;1;50;5;2;3;;2;2;2;2;;;2;;;;;;;;1;5;818.671.734.253.017
984584;2;1;2;50;5;1;1;;;;;;;;;;;;;;;;1;5;818.671.734.253.017
984584;2;2;2;50;5;2;3;;2;2;2;2;;;2;;;;;;;;1;5;818.671.734.253.017
984584;2;3;2;50;5;3;1;;;;;;;;;;;;;;;;1;5;818.671.734.253.017
984586;1;1;1;50;5;1;4;;2;2;2;2;;;1;3;;1;2;;;;1;5;113.081.272.070.167
984586;1;2;1;50;5;2;1;;;;;;;;;;;;;;;;1;5;113.081.272.070.167
984586;1;3;1;50;5;1;3;;2;2;2;2;;;2;;;;;;;;1;5;113.081.272.070.167
984588;1;1;1;50;5;1;6;VER  TELEVISION;2;2;2;2;;;2;;;;;;;;1;5;105.364.854.168.655
