DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;CLASE;P6440;P6450;P6460;P6460S1;P6400;P6422;P6424;P6424S2;P6424S3;P6424S1;P6426;P6430S1;P6480;P6480S1;P6500;P6510;P6510S1;P6510S2;P6590;P6590S1;P6600;P6600S1;P6610;P6610S1;P6620;P6620S1;P6585;P6585S2A1;P6585S3A1;P6585S4A1;P6585S3A2;P6585S2A2;P6585S1A2;P6585S2;P6585S3;P6585S1A1;P6585S4;P6585S1;P6580;P6580S1;P6580S2;P6630;P6630S3;P6630S4A1;P6630S3A1;P6630S2A1;P6630S1A1;P6630S4;P6630S2;P6630S1;P6640;P6642S2;P6642S1;P6765;P6765S1;P6772;P6750;P6760;P550;P6780;P6780S1;P6790;P6800;P6810;P6810S1;P6850;P6830;P6830S1;P6835;P6835S1;P6835S2;P6836;P6836S1;P6836S2;P6837;P6837S1;P6837S2;P6870;P6880;P6880S1;P6920;P6930;P6940;P6960;P6980;P6980S1;P6980S2;P6980S3;P6980S4;P6980S5;P6980S6;P6980S7;P6980S8;P6980S7A1;P6990;P7020;P7026;P7028;P7028S1;P7040;P7045;P7050;P7050S1;P7070;P760;P6410;P6640S1;P6642S11;P6642S7;P6642S8;P6642S9;P6642S10;P6642S12;P6642S5;P6642S4;P6642S3;P6642S6;P9440;P9450;P6630S6;P6630S6A1;P6410S1;P6545S1;P6545;P6545S2;P6915S1;P6915;P6585S4A2;P6773;P6773S1;P7090;P7100;P7110;P7120;P7130;P7140;P7140S1;P7140S2;P7140S3;P7140S4;P7140S5;P7140S6;P7140S7;P7140S8;P7140S9;P7140S9A1;P7150;P7160;P7170;P7170S1;P7170S2;P7170S3;P7170S4;P7170S5;P7170S6;P7180;P7190;P7200;P7240;P7240S1;OFICIO;RAMA2D;RAMA2DP8;OCI;P6430;P6420S1;RAMA4D;RAMA4DP8;INGLABO;DPTO;fex_c_2011
990959;1;1;1;60;2;1;1;;;1;1;;2;2;2;1;;1;;465000;2;;;2;;2;;2;;2;;;;;;;;;2;2;;2;2;2;;;;2;;;;;2;2;2;2;;;;;;;;;;;7;48;;.;48;;;1;8;18;2;;;;;;4;7;;2;;;;1;;;;;;;;1;;2;1;12;1;;2;;;;;5;;;;;;;;;;;;;2;2;2;;;;2;;;11;;;;2;;;;2;;;;;;;;;;;;;;;2;2;2;2;3;2;2;3;3;3;;40;52;;1;1;;5234;;465000;5;141.665.164.108.341
990961;1;1;1;60;2;2;;;;;;;;;;96;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;;2;1500000;1;2500000;3;;12;50;;.;50;;;1;8;18;2;;;;;;2;7;;2;;;;1;;;;;;;;1;;2;1;24;1;;2;;;;;0;;;;;;;;;;;;;;2;;;;;;;;2;;;;2;;;;2;;;;;;;;;;;;;;;2;2;2;2;3;2;2;3;3;3;;95;45;;1;5;;4522;;1500000;5;191.415.901.749.273
990961;1;2;1;60;2;1;1;;;1;1;;2;2;2;12;;1;;280000;2;;;1;50000;2;;2;;2;;;;;;;;;2;2;;2;2;2;;;;2;;;;;2;2;2;2;;;;;;;;;;;12;50;;.;50;;;1;8;18;2;;;;;;1;2;;2;;;;1;;;;;;;;1;;2;2;;;;2;;;;;;;;;;;;;;;;;;2;2;2;;;;2;;;2;;;;2;;;;2;;;;;;;;;;;;;;;2;2;2;2;4;2;2;3;3;3;;54;95;;1;3;;9500;;330000;5;191.415.901.749.273
990963;1;1;1;60;2;1;1;;;1;1;;2;2;2;155;;2;;250000;2;;;2;;2;;2;;2;;;;;;;;;2;2;;2;2;2;;;;2;;;;;2;2;2;2;;;;;;;;;;;12;50;;.;50;;;1;7;18;2;;;;;;2;8;;2;;;;1;;;;;;;;1;;2;2;;;;2;;;;;;;;;;;;;;;;;;2;2;2;;;;2;;;2;;;;2;;;;2;;;;;;;;;;;;;;;2;2;2;2;3;2;2;3;3;3;;62;1;;1;8;;111;;250000;5;53.652.979.229.921
990964;1;1;1;60;2;1;2;2;12;1;1;;2;1;1;10;;1;;616000;2;;;2;;1;200000;2;;2;;;;;;;;;2;2;;2;2;2;;;;1;;308000;;308000;2;2;1;2;;;;;;;;;;;12;50;;.;50;;;1;6;18;2;;;;;;6;8;;1;2;3;12;1;1;;;;;;;;;1;1;24;1;;2;;;;;0;;;;;;;;;;;;;2;1;2;;;;2;;;1;;;;2;;;;2;;;;;;;;;;;;;;;2;2;2;2;2;2;2;3;3;3;;60;1;;1;1;;111;;816000;5;624.016.421.632.126
990966;1;1;1;60;2;1;2;1;;1;1;;2;2;2;84;;2;;650000;2;;;2;;2;;2;;2;;;;;;;;;2;2;;2;2;2;;;;2;;;;;2;2;2;2;;;;;;;;;;;12;48;;.;48;;;1;6;17;2;;;;;;4;9;;1;1;1;8;1;;;;;;;;1;;1;1;14;1;;2;;;;;0;;;;;;;;;;;;;2;2;2;;;;2;;;1;;;;2;;;;2;;;;;;;;;;;;;;;2;2;2;2;3;2;2;3;3;3;;95;45;;1;1;;4521;;650000;5;110.179.505.903.072
990966;1;2;1;60;2;1;1;;;1;1;;2;2;2;120;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;;;350000;1;4900000;3;;12;48;;.;60;;;1;7;19;2;;;;;;1;2;;2;;;;1;;;;;;;;1;;2;2;;;;2;;;;;;;;;;;;;;;;;;;2;;;;;;;;3;;;;2;;;;2;;;;;;;;;;;;;;;2;2;2;2;3;2;2;3;2;3;;54;74;;1;4;;7493;;350000;5;110.179.505.903.072
990967;1;1;1;60;2;1;1;;;1;1;;2;2;2;1;;2;;440000;2;;;2;;1;15000;2;;2;;;;;;;;;2;2;;2;2;2;;;;2;;;;;2;2;2;2;;;;;;;;;;;12;48;;.;48;;;1;6;16;2;;;;;;6;8;;2;;;;1;;;;;;;;1;;2;1;2;8;;2;;;;;0;;;;;;;;;;;;;2;2;2;;;;2;;;2;;;;2;;;;2;;;;;;;;;;;;;;;2;2;2;2;3;2;2;3;3;9;;62;1;;1;8;;111;;455000;5;660.989.224.102.577
990969;1;1;1;60;2;1;1;;;1;1;;2;2;2;1;;2;;432000;2;;;2;;1;15000;2;;2;;;;;;;;;2;2;;2;2;2;;;;2;;;;;2;2;2;2;;;;;;;;;;;12;48;;.;48;;;1;6;15;2;;;;;;6;8;;2;;;;1;;;1;;;;;;;2;1;3;8;;2;;;;;0;;;;;;;;;;;;;2;2;2;;;;2;;;4;;;;2;;;;2;;;;;;;;;;;;;;;2;2;2;2;3;2;2;3;3;2;;62;1;;1;8;;111;;447000;5;660.989.224.102.577
990982;1;1;1;60;2;2;;;;;;;;;;14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;;2;500000;1;6700000;3;;12;84;;.;84;;;1;8;20;2;;;;;;1;1;;2;;;;1;;;;;;;;1;;2;1;2;1;;2;;;;;0;;;;;;;;;;;;;;2;;;;;;;;2;;;;2;;;;2;;;;;;;;;;;;;;;2;2;2;2;3;2;2;3;3;3;;41;52;;1;4;;5211;;500000;5;190.350.395.810.008
990982;1;3;1;60;2;1;2;1;;1;1;;2;1;2;7;;1;;461500;2;;;2;;2;;2;;2;;;98;32000;;2;2;;1;1;;2;2;2;;;;2;;;;;2;2;2;2;;;;;;;;;;;12;48;;.;40;2;;1;8;18;2;;;;;;4;7;;1;1;1;3;1;1;;;;;;;;;1;1;6;1;;2;;;;;0;;;;;;;;;;;;;2;2;2;;;;2;;;1;;;;2;;;;2;;;;;;;;;;;;;;;2;2;2;2;3;2;2;3;3;3;;45;52;;1;1;;5233;;461500;5;190.350.395.810.008
990985;1;1;1;60;2;2;;;;;;;;;;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;;;400000;1;5600000;1;;12;48;;.;40;2;;1;8;17;2;;;;;;1;2;;2;;;;1;;;;;;;;1;;2;1;7;1;;2;;;;;0;;;;;;;;;;;;;;2;;;;;;;;2;;;;2;;;;2;;;;;;;;;;;;;;;2;2;2;3;3;2;2;2;3;9;;93;45;;1;4;;4552;;400000;5;159.074.325.386.284
990988;1;2;1;60;2;1;1;;;1;2;;2;2;2;6;;1;;500000;2;;;2;;2;;2;;2;;;;;;;;;2;2;;2;2;2;;;;2;;;;;2;2;2;2;;;;;;;;;;;6;60;;.;60;;;1;18;9;2;;;;;;2;7;;2;;;;1;;;;;;;;1;;2;2;;;;2;;;;;;;;;;;;;;;;;;2;2;2;;;;2;;;2;;;;2;;;;2;;;;;;;;;;;;;;;2;2;2;2;3;2;2;3;3;3;;59;85;;1;1;;8532;;500000;5;105.709.560.762.081
990989;1;1;1;60;2;2;;;;;;;;;;24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;;2;450000;1;5400000;3;;12;42;;.;36;2;;1;7;13;2;;;;;;1;5;;2;;;;1;;;;;;;;1;;2;1;24;1;;2;;;;;0;;;;;;;;;;;;;;2;;;;;;;;2;;;;2;;;;2;;;;;;;;;;;;;;;2;2;2;3;3;2;2;3;3;9;;45;52;;1;4;;5269;;450000;5;206.451.787.645.959
990994;1;1;1;60;2;1;2;1;;1;1;;2;1;2;7;;1;;480000;2;;;2;;2;;2;;2;;;;32000;;2;;;2;1;;2;2;2;;;;2;;;;;2;2;2;2;;;;;;;;;;;12;48;;.;48;;;1;7;16;2;;;;;;5;8;;1;1;3;5;1;1;;;;;;;;;1;1;5;8;;2;;;;;0;;;;;;;;;;;;;2;1;2;;;;2;;;1;;;;2;;;;2;;;;;;;;;;;;;;;2;2;2;2;3;2;2;3;3;2;;62;1;;1;8;;111;;480000;5;407.973.931.734.752
990994;1;2;1;60;2;2;;;;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;;2;100000;1;900000;3;;9;16;2;;16;;;2;;;;;;;;;1;1;;2;;;;1;;;;;;;;1;;2;1;4;4;;2;;;;;3;;;;;;;;;;;;;;2;;;;;;;;1;;;;2;;;;2;;;;;;;;;;;;;;;2;2;2;2;3;2;2;3;3;3;;53;55;;1;4;;5521;;100000;5;407.973.931.734.752
990995;1;1;1;60;2;1;1;;;1;1;;2;2;2;1;;1;;392000;2;;;2;;1;50000;2;;2;;;;;;;;;2;2;;2;2;2;;;;2;;;;;2;2;2;2;;;;;;;;;;;12;48;;.;48;;;1;6;16;2;;;;;;6;8;;2;;;;1;;;;;;;;1;;2;1;9;8;;2;;;;;0;;;;;;;;;;;;;2;2;2;;;;2;;;2;;;;2;;;;1;1;2;1;2;2;2;2;2;2;2;;2;1;;2;2;2;3;3;2;2;3;3;8;;62;1;;1;8;;111;;442000;5;831.749.136.212.903
990995;1;6;1;60;2;1;1;;;1;1;;2;2;2;5;;1;;600000;2;;;2;;1;30000;2;;2;;;;;;;;;2;2;;2;2;2;;;;2;;;;;2;2;2;2;;;;;;;;;;;12;84;;.;84;;;1;5;17;2;;;;;;6;8;;2;;;;1;;;;;;;;1;;2;1;4;1;;2;;;;;0;;;;;;;;;;;;;2;2;2;;;;2;;;2;;;;2;;;;2;;;;;;;;;;;;;;;2;2;2;2;3;2;2;3;3;3;;60;1;;1;1;;111;;630000;5;831.749.136.212.903
990997;1;1;1;60;2;1;1;;;1;1;;2;2;2;12;;1;;432000;2;;;2;;1;50000;2;;2;;;;;;;;;2;2;;2;2;2;;;;2;;;;;2;2;2;2;;;;;;;;;;;12;48;;.;48;;;1;7;15;2;;;;;;6;8;;2;;;;1;;;;;;;;1;;2;1;1;8;;2;;;;;0;;;;;;;;;;;;;2;2;2;;;;2;;;2;;;;2;;;;2;;;;;;;;;;;;;;;2;2;2;2;3;2;2;3;3;3;;62;1;;1;8;;111;;482000;5;642.341.478.206.716
990997;1;2;1;60;2;2;;;;;;;;;;12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;;2;100000;1;1200000;3;;12;20;2;;20;;;1;4;10;2;;;;;;1;1;;2;;;;1;;;;;;;;1;;2;1;6;8;;2;;;;;0;;;;;;;;;;;;;;2;;;;;;;;2;;;;2;;;;2;;;;;;;;;;;;;;;2;2;2;2;3;2;2;3;3;3;;53;55;;1;4;;5521;;100000;5;642.341.478.206.716
991010;1;1;1;60;2;1;2;2;3;1;1;;2;2;2;10;;1;;1000000;2;;;2;;2;;2;;2;;;;;;;;;2;2;;2;2;2;;;;2;;;;;2;2;2;2;;;;;;;;;;;10;48;;.;48;;;1;7;17;2;;;;;;3;9;;1;1;1;0;1;1;;;;;;;;;1;2;;;;2;;;;;;;;;;;;;;;;;;2;1;2;;;;2;;;1;;;;1;15;2;1;2;;;;;;;;;;;;;;;2;2;1;2;2;2;2;2;3;8;;95;45;;1;1;;4521;;1000000;5;131.316.645.539.983
991011;1;1;1;60;2;2;;;;;;;;;;12;;1;;80000;2;;;2;;2;;2;;2;;;;;;;;;2;2;;2;2;2;;;;2;;;;;2;2;2;2;;;;;;;;;;;12;48;;.;48;;;1;7;15;2;;;;;;2;8;;2;;;;1;;;;;;;;1;;2;1;360;8;;2;;;;;0;;;;;;;;;;;;;2;2;2;;;;2;;;2;;;;2;;;;2;;;;;;;;;;;;;;;2;2;2;3;3;2;2;3;3;3;;62;1;;1;8;;116;;80000;5;143.639.887.852.467
991011;1;2;1;60;2;2;;;;;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;;2;50000;1;150000;3;;3;20;2;;20;;;2;;;;;;;;;1;1;;2;;;;1;;;;;;;;1;;2;1;12;1;;2;;;;;60;;;;;;;;;;;;;;2;;;;;;;;2;;;;2;;;;2;;;;;;;;;;;;;;;2;2;3;3;3;2;2;3;3;3;;41;52;;1;4;;5224;;50000;5;143.639.887.852.467
991012;1;1;1;60;2;2;;;;;;;;;;24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;;2;300000;1;3600000;3;;12;48;;.;60;;;1;6;18;2;;;;;;2;8;;1;1;2;12;1;;1;;;;;;;;1;1;108;1;;2;;;;;0;;;;;;;;;;;;;;1;;;;;;;;1;;;;1;18;2;1;2;;;;;;;;;;;;;;;2;2;2;2;2;2;1;3;3;5;;61;1;;1;5;;117;;300000;5;199.620.610.475.083
991012;1;2;1;60;2;2;;;;;;;;;;24;;1;;150000;2;;;2;;2;;2;;2;;;;;;;;;2;2;;2;2;2;;;;2;;;;;2;2;2;2;;;;;;;;;;;12;8;2;;8;;;2;;;;;;;;;2;8;;2;;;;1;;;;;;;;1;;2;1;12;1;;2;;;;;12;;;;;;;;;;;;;2;1;2;;;;2;;;1;;;;2;;;;2;;;;;;;;;;;;;;;2;2;2;2;3;2;2;3;3;5;;62;1;;1;8;;117;;150000;5;199.620.610.475.083
991014;1;1;1;60;2;2;;;;;;;;;;600;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;;2;400000;1;4800000;3;;12;60;;.;60;;;1;6;15;2;;;;;;1;8;;2;;;;1;;;;;;;;1;;2;2;;;;2;;;;;;;;;;;;;;;;;;;2;;;;;;;;1;;;;2;;;;2;;;;;;;;;;;;;;;2;2;2;3;3;2;2;2;3;8;;61;1;;1;4;;118;;400000;5;255.910.165.367.615
991014;1;2;1;60;2;2;;;;;;;;;;24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;;2;200000;1;2400000;3;;12;48;;.;48;;;2;;;;;;;;;1;1;;2;;;;1;;;;;;;;1;;2;2;;;;2;;;;;;;;;;;;;;;;;;;2;;;;;;;;1;;;;2;;;;2;;;;;;;;;;;;;;;2;2;2;2;3;2;2;3;3;8;;41;52;;1;4;;5225;;200000;5;255.910.165.367.615
991016;1;1;1;60;2;2;;;;;;;;;;60;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;;1;0;1;0;3;;12;48;;.;48;;;2;;;;;;;;;2;8;;3;;;;;;;;;;;;;;2;1;456;2;;2;;;;;6;;;;;;;;;;;;;;1;;;;;;;;1;;1;2006;1;5;2;1;2;;;;;;;;;;;;;;;2;2;2;2;2;2;2;3;3;2;;61;1;;1;5;;121;;0;5;261.747.685.338.268
991017;1;1;1;60;2;2;;;;;;;;;;12;;1;;440000;2;;;2;;2;;2;;2;;;;;;;;;2;2;;2;2;2;;;;2;;;;;2;2;2;2;;;;;;;;;;;12;48;;.;48;;;1;6;18;2;;;;;;2;8;;2;;;;1;;;;;;;;1;;2;1;360;8;;2;;;;;0;;;;;;;;;;;;;2;2;2;;;;2;;;2;;;;2;;;;2;;;;;;;;;;;;;;;2;2;2;2;3;2;2;3;3;8;;58;1;;1;1;;121;;440000;5;377.360.543.097.275
991017;1;3;1;60;2;2;;;;;;;;;;12;;1;;120000;2;;;2;;2;;2;;2;;;;;;;;;2;2;;2;2;2;;;;2;;;;;2;2;2;2;;;;;;;;;;;12;48;;.;48;;;1;6;18;2;;;;;;2;8;;2;;;;1;;;;;;;;1;;2;1;7;1;;2;;;;;0;;;;;;;;;;;;;2;2;2;;;;2;;;2;;;;2;;;;2;;;;;;;;;;;;;;;2;2;2;2;3;2;2;3;3;8;;62;1;;1;8;;121;;120000;5;377.360.543.097.275
991019;1;1;1;60;2;2;;;;;;;;;;60;;1;;120000;2;;;2;;2;;2;;2;;;;;;;;;2;2;;2;2;2;;;;2;;;;;2;2;2;2;;;;;;;;;;;12;54;;.;54;;;1;7;17;2;;;;;;2;8;;2;;;;1;;;;;;;;1;;2;1;120;8;;2;;;;;0;;;;;;;;;;;;;2;2;2;;;;2;;;2;;;;2;;;;1;1;2;1;2;2;2;2;2;2;2;;2;1;;3;2;2;1;3;2;2;3;3;9;;62;1;;1;8;;118;;120000;5;240.827.504.048.611
991020;1;1;1;60;2;2;;;;;;;;;;360;;1;;336000;2;;;2;;2;;2;;2;;;;;;;;;2;2;;2;2;2;;;;2;;;;;2;2;2;2;;;;;;;;;;;12;48;;.;48;;;1;7;17;2;;;;;;2;8;;2;;;;1;;;;;;;;1;;2;2;;;;2;;;;;;;;;;;;;;;;;;2;2;2;;;;2;;;2;;;;2;;;;2;;;;;;;;;;;;;;;2;2;2;3;2;2;2;3;3;9;;62;1;;1;8;;140;;336000;5;173.962.696.151.227
991022;1;1;1;60;2;2;;;;;;;;;;480;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;;2;50000;1;600000;3;;12;48;;.;48;;;1;7;17;2;;;;;;3;8;;2;;;;1;;;;;;;;1;;2;2;;;;2;;;;;;;;;;;;;;;;;;;2;;;;;;;;2;;;;2;;;;2;;;;;;;;;;;;;;;2;2;2;2;3;2;2;3;3;8;;61;1;;1;5;;118;;50000;5;227.494.275.530.085
991022;1;3;1;60;2;2;;;;;;;;;;240;;1;;80000;2;;;2;;2;;2;;2;;;;;;;;;2;2;;2;2;2;;;;2;;;;;2;2;2;2;;;;;;;;;;;12;48;;.;48;;;1;7;17;2;;;;;;3;8;;2;;;;1;;;;;;;;1;;2;2;;;;2;;;;;;;;;;;;;;;;;;2;2;2;;;;2;;;2;;;;2;;;;2;;;;;;;;;;;;;;;2;2;2;2;3;2;2;3;3;9;;62;1;;1;8;;118;;80000;5;227.494.275.530.085
