DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;AREA;P7250;P7260;P7280;P7280S1;P7310;P7320;P7350;P7350S1;P7360;P7390;P7390S1;P7420;P7420S1;P7420S2;P7420S3;P7420S4;P7420S5;P7420S6;P7420S7;P7420S8;P7420S7A1;P7422;P7422S1;P9460;DSI;DSCY;OFICIO1;OFICIO2;RAMA2D_D;RAMA4D_D;DPTO;fex_c_2011
973955;1;1;1;70;8;20;48;1;;2;20;1;;3;4;;;;;;;;;;1;;2;;2;1;2;98;98;60;6041;8;406.453.954.789.224
973958;1;5;1;70;8;4;48;4;;2;4;1;;5;4;;;;;;;;;;1;;2;;2;1;1;58;93;28;2811;8;599.520.627.631.174
973967;1;2;1;70;8;12;48;1;;1;;;.;;;.;.;;;;;;;;;.;;;;1;1;7;;;;8;656.826.599.839.412
973979;2;2;2;70;8;12;40;1;;2;48;1;;3;4;;;;;;;;;;1;;2;;2;1;1;13;13;80;8011;8;514.273.974.574.936
973986;1;2;1;70;11;8;48;1;;2;9;3;;2;2;;;;;;;;;;1;;2;;2;1;1;54;54;95;9500;11;347.125.176.352.391
974000;1;2;1;70;11;40;48;1;;1;;;.;;;.;.;;;;;;;;;.;;;;1;2;45;;;;11;276.049.163.875.006
974003;1;3;1;70;11;24;48;1;;1;;;.;;;.;.;;;;;;;;;.;;;;1;2;45;;;;11;259.493.665.634.987
974007;1;3;1;70;11;8;48;1;;2;9;1;;3;4;;;;;;;;;;1;;2;;2;1;1;45;33;55;5521;11;200.115.962.934.633
974017;1;3;1;70;11;4;48;4;;2;4;4;;2;1;;;;;;;;;;1;;2;;2;1;1;95;95;45;4521;11;216.095.694.213.695
974018;1;2;1;70;11;4;24;3;;2;4;3;;1;1;;;;;;;;;;1;;1;140000;2;1;1;54;54;95;9500;11;273.481.436.577.825
974019;1;1;1;70;11;108;48;1;;2;108;4;;1;1;;;;;;;;;;1;;2;;2;1;2;58;44;70;7020;11;223.224.838.642.613
974019;1;3;1;70;11;12;48;1;;2;52;1;;3;1;;;;;;;;;;1;;2;;2;1;1;45;97;15;1551;11;223.224.838.642.613
974022;1;3;1;70;11;3;48;1;;2;44;1;;4;1;;;;;;;;;;1;;2;;2;1;1;45;45;52;5237;11;266.217.033.191.406
974023;1;3;1;70;11;24;48;1;;2;2;1;;6;6;;;;;;;;;;1;;1;300000;2;1;2;13;13;80;8041;11;308.845.197.882.918
974025;1;3;1;70;11;4;48;1;;2;4;1;;4;1;;;;;;;;;;1;;1;400000;2;1;1;75;75;18;1810;11;288.075.673.629.192
974026;1;3;1;70;11;3;40;1;;2;3;1;;9;4;;;;;;;;;;1;;1;1300000;2;1;1;16;16;72;7220;11;29.437.196.560.288
974037;1;5;1;70;11;2;48;1;;2;2;1;;3;1;;;;;;;;;;1;;2;;2;1;1;80;80;19;1921;11;209.101.808.742.276
974046;1;3;1;70;11;36;48;1;;2;36;1;;4;8;;;;;;;;;;1;;2;;2;1;2;98;97;51;5155;11;273.450.112.945.334
974047;1;2;1;70;11;2;48;1;;2;2;1;;3;8;;;;;;;;;;1;;2;;2;1;1;53;53;55;5521;11;306.604.792.449.532
974048;1;2;1;70;11;32;48;1;;2;32;4;;9;1;;;;;;;;;;1;;2;;2;1;2;2;2;11;1110;11;302.049.483.821.271
974065;1;2;1;70;11;2;48;3;;2;32;3;;3;2;;;;;;;;;;1;;2;;2;1;1;55;54;95;9500;11;295.698.054.678.874
974068;1;2;1;70;11;48;48;1;;2;48;1;;2;1;;;;;;;;;;1;;2;;2;1;2;80;80;19;1921;11;244.576.737.742.764
974068;1;4;1;70;11;1;48;1;;2;48;1;;9;1;;;;;;;;;;1;;2;;2;1;1;0;95;70;7010;11;244.576.737.742.764
974069;1;2;1;70;11;28;48;1;;2;28;1;;5;1;;;;;;;;;;1;;2;;2;1;2;55;39;45;4521;11;311.642.251.771.331
974074;1;3;1;70;11;2;48;1;;2;1;4;;1;8;;;;;;;;;;1;;2;;2;1;1;45;21;92;9242;11;23.898.854.962.894
974082;1;1;1;70;11;10;90;1;;2;8;1;;3;8;;;;;;;;;;1;;1;2000000;2;1;1;98;98;60;6041;11;334.850.852.250.206
974083;1;4;1;70;11;12;48;1;;2;12;1;;3;8;;;;;;;;;;1;;2;;2;1;1;45;45;52;5233;11;249.530.098.548.548
974085;1;4;1;70;11;12;48;1;;2;2;4;;8;1;;;;;;;;;;1;;1;500000;2;1;1;2;13;80;8050;11;22.390.107.595.681
974102;1;4;1;70;11;26;40;1;;1;;;.;;;.;.;;;;;;;;;.;;;;1;2;33;;;;11;298.589.103.566.074
974124;1;2;1;70;11;1;54;1;;2;40;1;;2;2;;;;;;;;;;1;;2;;2;1;1;97;39;74;7499;11;264.137.480.575.903
974126;1;1;1;70;11;200;48;1;;2;26;1;;6;1;;;;;;;;;;1;;2;;2;1;2;40;97;64;6412;11;226.147.211.162.303
974147;1;1;1;70;11;3;60;1;;2;3;1;;9;8;;;;;;;;;;1;;1;600000;2;1;1;45;85;45;4542;11;256.467.357.790.288
974152;1;3;1;70;11;60;48;1;;2;60;1;;4;6;;;;;;;;;;1;;2;;2;1;2;8;8;72;7250;11;283.845.993.997.923
974175;1;5;1;70;11;32;24;1;;1;;;.;;;.;.;;;;;;;;;.;;;;1;2;45;;;;11;313.463.418.963.451
974183;1;3;1;70;11;24;48;1;;2;32;1;;8;1;;;;;;;;;;1;;2;;2;1;2;2;2;15;1589;11;197.671.213.197.758
974193;1;2;1;70;11;28;20;1;;2;28;1;;9;2;;;;;;;;;;1;;2;;2;1;2;13;13;80;8050;11;2.965.547.780.992
974195;1;1;1;70;11;8;40;4;;2;24;4;;1;1;;;;;1;;;;;;;2;;2;1;1;18;18;92;9241;11;271.131.366.047.321
974201;1;3;1;70;11;8;48;1;;2;4;1;;3;8;;;;;;;;;;1;;1;40000;2;1;1;97;58;70;7020;11;281.575.024.778.537
974203;1;3;1;70;11;8;48;1;;2;8;4;;1;1;;;;;;;;;;1;;2;;2;1;1;45;45;52;5231;11;207.245.107.363.551
974203;1;4;1;70;11;40;52;1;;1;;;.;;;.;.;;;;;;;;;.;;;;1;2;97;;;;11;207.245.107.363.551
974205;1;3;1;70;11;52;48;1;;2;32;1;;9;1;;;;;;;;;;1;;2;;2;1;2;15;38;74;7499;11;25.112.794.347.294
974225;1;2;1;70;11;96;48;4;;2;480;1;;5;2;;;;;;;;;;1;;2;;2;1;2;45;45;52;5222;11;332.961.134.165.322
974226;1;1;1;70;11;140;50;4;;2;140;4;;1;8;;;;;;;;;;1;;2;;2;1;2;81;81;36;3613;11;279.799.084.735.047
974233;1;3;1;70;11;12;48;1;;2;12;2;;9;7;;;;;;;;;;1;;2;;2;1;1;45;58;75;7524;11;219.153.325.690.885
974235;1;2;1;70;11;8;48;1;;2;12;1;;5;2;;;;;;;;;;1;;2;;2;1;1;53;45;52;5233;11;280.475.322.049.243
974237;1;1;1;70;11;8;40;1;;2;9;1;;9;1;;;;;;;;;;1;;2;;2;1;1;95;95;45;4521;11;266.352.292.148.906
974260;1;1;1;70;11;8;48;1;;2;16;1;;2;1;;;;;;;;;;1;;2;;2;1;1;45;38;64;6421;11;263.325.984.304.206
974273;1;3;1;70;11;2;48;1;;1;;;.;;;.;.;;;;;;;;;.;;;;1;1;37;;;;11;259.358.406.677.488
974280;1;1;1;70;11;1;48;1;;2;2;1;;2;4;;;;;;;;;;1;;1;250000;2;1;1;98;50;55;5530;11;312.634.234.149.157
974288;1;5;1;70;11;6;48;1;;2;6;1;;8;4;;;;;;;;;;1;;2;;2;1;1;39;39;74;7492;11;296.837.371.032.513
974311;1;3;1;70;13;26;48;1;;1;;;.;;;.;.;;;;;;;;;.;;;;1;2;32;;;;13;347.319.976.021.228
974311;1;4;1;70;13;13;48;1;;1;;;.;;;.;.;;;;;;;;;.;;;;1;1;37;;;;13;347.319.976.021.228
974326;1;2;1;70;13;52;48;1;;1;;;.;;;.;.;;;;;;;;;.;;;;1;2;53;;;;13;352.157.491.023.796
974332;1;3;1;70;13;52;48;1;;2;52;1;;5;4;;;;;;;;;;1;;2;;2;1;2;21;40;52;5233;13;298.684.735.286.903
974341;1;6;1;70;13;26;26;1;;1;;;.;;;.;.;;;;;;;;;.;;;;1;2;45;;;;13;270.672.554.728.121
974344;1;2;1;70;13;52;48;1;;2;52;1;;8;1;;;;;;;;1;;;;2;;2;1;2;54;54;55;5511;13;366.058.149.026.258
974358;1;1;1;70;13;12;56;1;;2;12;1;;9;4;;;;;;;;;;1;;2;;2;1;1;53;53;55;5511;13;323.236.226.405.158
974358;1;2;1;70;13;12;48;1;;1;;;.;;;.;.;;;;;;;;;.;;;;1;1;39;;;;13;323.236.226.405.158
974360;1;5;1;70;13;12;60;1;;2;12;4;;1;1;;;;;;;;;;1;;2;;2;1;1;45;41;52;5221;13;351.470.185.121.853
974364;1;2;1;70;13;16;56;1;;2;16;1;;9;1;;;;;;;;;;1;;2;;2;1;2;77;77;15;1512;13;309.956.041.698.985
974369;1;3;1;70;13;18;72;1;;2;72;1;;9;4;;;;;;;;;;1;;2;;2;1;2;97;97;63;6332;13;312.466.766.399.617
974374;1;2;1;70;13;24;56;4;;2;24;4;;2;2;;;;;;;;;;1;;2;;2;1;2;34;21;74;7499;13;301.426.798.678.323
974374;1;3;1;70;13;48;30;1;;2;48;1;;9;4;;;;;;;;;;1;;2;;2;1;2;13;13;80;8043;13;301.426.798.678.323
974377;1;2;1;70;13;4;56;1;;2;20;1;;5;4;;;;;;;;;;1;;2;;2;1;1;45;45;52;5233;13;314.799.771.903.482
974386;1;1;1;70;13;48;60;1;;2;48;1;;9;1;;;;;;;;;;1;;2;;2;1;2;93;93;45;4530;13;318.150.677.082.421
974391;1;3;1;70;13;2;48;1;;1;;;.;;;.;.;;;;;;;;;.;;;;1;1;5;;;;13;306.264.313.680.891
974396;1;2;1;70;13;50;48;1;;2;50;1;;9;8;;;;;;;;;;1;;2;;2;1;2;59;59;74;7492;13;365.541.795.644.506
974397;1;1;1;70;13;4;48;4;;2;4;4;;1;8;;;;;;;;;;1;;2;;2;1;1;98;98;60;6031;13;361.194.795.652.929
974406;1;3;1;70;13;8;48;1;;1;;;.;;;.;.;;;;;;;;;.;;;;1;1;8;;;;13;316.793.474.689.211
974410;1;1;1;70;13;4;48;1;;2;4;1;;9;8;;;;;;;;;;1;;1;500000;2;1;1;37;97;15;1551;13;299.654.323.195.629
974430;1;3;1;70;13;8;48;4;;2;8;4;;2;1;;;;;;;;;;1;;2;;2;1;1;95;95;45;4521;13;336.888.850.087.452
974433;1;2;1;70;13;4;48;4;;2;4;4;;2;1;;;;;;;;;;1;;1;100000;2;1;1;95;95;45;4521;13;352.276.117.913.544
974434;1;6;1;70;13;4;48;4;;2;4;4;;1;1;;;;;;;;;;1;;1;120000;2;1;1;54;54;74;7493;13;30.637.672.536.871
974436;1;8;1;70;13;40;48;1;;2;150;2;;8;4;;;;;;;;;;1;;2;;2;1;2;98;98;75;7512;13;348.229.060.081.084
974457;1;4;1;70;13;52;48;1;;1;;;.;;;.;.;;;;;;;;;.;;;;1;2;33;;;;13;323.744.288.013.628
974459;1;3;1;70;13;60;48;1;;2;60;1;;7;2;;;;1;;;;;;;;2;;2;1;2;98;98;60;6021;13;325.715.748.501.198
974463;1;2;1;70;13;26;48;1;;1;;;.;;;.;.;;;;;;;;;.;;;;1;2;2;;;;13;362.459.209.527.152
974465;1;3;1;70;13;104;48;1;;1;;;.;;;.;.;;;;;;;;;.;;;;1;2;54;;;;13;321.749.616.581.528
974466;1;1;1;70;13;52;48;1;;2;52;1;;5;1;;;;;;;;;;1;;2;;2;1;2;45;3;52;5272;13;324.466.510.135.337
974477;1;2;1;70;13;104;48;1;;1;;;.;;;.;.;;;;;;;;;.;;;;1;2;39;;;;13;303.352.266.415.652
974493;1;2;1;70;13;52;48;1;;1;;;.;;;.;.;;;;;;;;;.;;;;1;2;39;;;;13;317.195.465.786.969
974498;1;3;1;70;13;26;48;1;;1;;;.;;;.;.;;;;;;;;;.;;;;1;2;84;;;;13;381.197.382.532.182
974504;1;2;1;70;13;30;48;1;;2;50;4;;3;1;;;;;;;;;;1;;2;;2;1;2;58;58;74;7492;13;393.946.038.348.241
974504;1;3;1;70;13;60;48;1;;1;;;.;;;.;.;;;;;;;;;.;;;;1;2;58;;;;13;393.946.038.348.241
974504;1;4;1;70;13;24;48;1;;2;40;1;;9;1;;;;;;;;;;1;;2;;2;1;2;43;43;52;5237;13;393.946.038.348.241
974506;1;1;1;70;13;4;48;1;;2;8;1;;9;1;;;;;;;;;;1;;2;;2;1;1;87;87;35;3511;13;347.412.764.540.214
974508;1;2;1;70;13;16;48;1;;2;30;1;;6;2;;;;;;;;;;1;;2;;2;1;2;55;55;63;6320;13;343.721.036.522.121
974517;1;1;1;70;13;30;48;4;;2;40;1;;9;1;;;;;;;;;;1;;2;;2;1;2;58;58;74;7492;13;333.419.318.018.765
974535;1;3;1;70;13;30;48;1;;1;;;.;;;.;.;;;;;;;;;.;;;;1;2;45;;;;13;321.522.174.076.563
974540;1;2;1;70;13;156;40;1;;2;156;1;;6;5;;;;;;;;;;1;;2;;2;1;2;55;55;80;8011;13;287.872.210.070.573
974544;1;4;1;70;13;34;40;1;;1;;;.;;;.;.;;;;;;;;;.;;;;1;2;45;;;;13;350.918.915.520.334
974548;1;2;1;70;13;26;48;3;;2;26;3;;1;1;;;;;;;;;;1;;2;;2;1;2;54;54;95;9500;13;343.721.036.522.121
974552;1;3;1;70;13;26;48;1;;1;;;.;;;.;.;;;;;;;;;.;;;;1;2;3;;;;13;350.670.881.200.166
974553;1;3;1;70;13;52;48;1;;1;;;.;;;.;.;;;;;;;;;.;;;;1;2;58;;;;13;294.072.043.659.972
974557;1;4;1;70;13;52;48;1;;2;52;1;;5;5;;;;;;;;;;1;;2;;2;1;2;45;45;52;5233;13;309.082.838.381.847
974561;1;5;1;70;13;52;60;3;;1;;;.;;;.;.;;;;;;;;;.;;;;1;2;54;;;;13;294.817.476.726.212
974568;1;1;1;70;13;8;48;1;;2;8;4;;1;1;;;;;;;;;;1;;2;;2;1;1;98;59;63;6340;13;339.130.587.193.349
974571;1;1;1;70;13;52;48;1;;2;104;1;;5;2;;;;;;;;;;1;;2;;2;1;2;45;32;63;6390;13;32.218.322.793.967
974574;1;3;1;70;13;60;48;1;;1;;;.;;;.;.;;;;;;;;;.;;;;1;2;39;;;;13;299.432.127.246.222
974574;1;4;1;70;13;60;48;1;;1;;;.;;;.;.;;;;;;;;;.;;;;1;2;39;;;;13;299.432.127.246.222
974581;1;1;1;70;13;48;48;1;;2;8;3;;1;1;;;;;;;;;;1;;2;;2;1;2;55;54;95;9500;13;376.379.490.698.446
974581;1;2;1;70;13;40;48;1;;2;40;1;;9;1;;;;;;;;;;1;;2;;2;1;2;77;77;15;1512;13;376.379.490.698.446
974585;1;3;1;70;13;36;48;1;;1;;;.;;;.;.;;;;;;;;;.;;;;1;2;87;;;;13;370.157.114.697.667
974587;1;4;1;70;13;52;48;1;;2;8;1;;3;1;;;;;;;;;;1;;2;;2;1;2;97;55;52;5211;13;337.526.319.126.343
974590;1;4;1;70;13;48;55;1;;1;;;.;;;.;.;;;;;;;;;.;;;;1;2;17;;;;13;286.668.964.454.953
974593;1;2;1;70;13;12;48;1;;1;;;.;;;.;.;;;;;;;;;.;;;;1;1;58;;;;13;315.429.205.506.205
974602;1;3;1;70;13;52;48;1;;1;;;.;;;.;.;;;;;;;;;.;;;;1;2;53;;;;13;367.415.351.419.468
974610;1;1;1;70;13;24;48;1;;2;24;4;;1;1;;;;;;;;;;1;;2;;2;1;2;45;45;52;5262;13;347.412.764.540.214
974610;1;2;1;70;13;24;48;1;;2;4;1;;2;1;;;;;;;;;;1;;2;;2;1;2;45;52;55;5529;13;347.412.764.540.214
974910;1;5;1;70;17;100;48;1;;2;20;4;;1;4;;;;;;;;;;1;;2;;2;1;2;58;37;64;6412;17;226.606.594.859.097
974916;1;2;1;70;17;8;48;1;;2;8;1;;9;2;;;;;;;;;;1;;2;;2;1;1;97;97;18;1810;17;164.272.713.011.317
974916;1;6;1;70;17;12;48;1;;2;50;1;;3;2;;;;;;;;;;1;;2;;2;1;1;13;45;52;5233;17;164.272.713.011.317
974918;1;2;1;70;17;60;48;1;;2;60;2;;9;1;;;;;;;;;;1;;2;;2;1;2;55;97;15;1591;17;140.875.962.579.488
974931;1;8;1;70;17;12;60;1;;2;12;1;;7;4;;;;;;;;;;1;;2;;2;1;1;95;95;45;4521;17;186.340.958.687.815
974937;1;2;1;70;17;100;24;1;;2;100;3;;1;2;;;;;;;;;;1;;2;;2;1;2;45;54;95;9500;17;2.096.640.703.577
974941;1;1;1;70;17;16;48;1;;2;16;1;;2;1;;;;;;;;;;1;;2;;2;1;2;98;98;60;6041;17;152.508.105.869.885
974942;1;3;1;70;17;52;48;1;;2;52;1;;8;7;;;;;;;;;;1;;2;;2;1;2;2;2;45;4522;17;154.941.844.887.887
974953;1;2;1;70;17;96;48;4;;2;96;4;;2;4;;;;;;;;;;1;;2;;2;1;2;98;98;60;6031;17;118.356.793.074.514
974953;1;4;1;70;17;120;48;1;;2;120;1;;2;4;;;;;;;;;;1;;2;;2;1;2;97;38;64;6421;17;118.356.793.074.514
974956;1;6;1;70;17;8;48;1;;2;8;1;;3;4;;;;;;;;;;1;;2;;2;1;1;45;45;52;5237;17;116.784.938.238.997
974959;1;2;1;70;17;1;48;1;;2;4;1;;9;4;;;;;;;;;;1;;1;1600000;2;1;1;15;15;15;1551;17;140.875.962.579.488
974970;1;1;1;70;17;8;48;4;;2;8;1;;9;4;;;;;;;;;;1;;2;;2;1;1;98;98;60;6022;17;182.901.141.784.902
974976;1;5;1;70;17;4;48;4;;2;4;4;;1;1;;;;;;;;;;1;;1;120000;2;1;1;55;55;74;7493;17;183.305.979.593.729
974990;1;3;1;70;17;36;48;1;;1;;;.;;;.;.;;;;;;;;;.;;;;1;2;45;;;;17;202.592.752.700.582
974993;1;2;1;70;17;8;48;1;;2;104;1;;9;2;;;;;;;;1;;;;2;;2;1;1;79;79;18;1810;17;185.080.422.381.891
974994;1;1;1;70;17;12;48;1;;2;12;1;;9;3;;;;;;;;;;1;;2;;2;1;1;45;45;52;5231;17;200.535.790.186.915
975002;1;1;1;70;17;4;48;1;;2;4;1;;2;1;;;;;;;;;;1;;1;60000;2;1;1;95;85;45;4521;17;175.881.253.040.048
975010;1;1;1;70;17;52;48;1;;2;52;1;;2;2;;;;;;;;;;1;;2;;2;1;2;99;95;45;4521;17;22.218.488.746.691
975011;1;2;1;70;17;4;48;1;;2;4;1;;9;2;;;;;;;;;;1;;2;;2;1;1;45;45;52;5233;17;181.586.767.848.267
975025;1;2;1;70;17;52;48;1;;1;;;.;;;.;.;;;;;;;;;.;;;;1;2;55;;;;17;185.080.422.381.891
975025;1;3;1;70;17;2;48;1;;2;2;1;;7;1;;;;;;;;;;1;;1;461500;2;1;1;39;39;52;5233;17;185.080.422.381.891
975025;1;4;1;70;17;1;48;1;;1;;;.;;;.;.;;;;;;;;;.;;;;1;1;45;;;;17;185.080.422.381.891
975039;1;4;1;70;17;8;48;1;;2;8;1;;6;4;;;;;;;;;;1;;2;;2;1;1;59;97;52;5211;17;186.881.297.408.663
975044;1;3;1;70;17;108;48;1;;2;104;1;;9;1;;;;;;;;;;1;;2;;2;1;2;33;53;13;1320;17;123.495.331.042.383
975044;1;4;1;70;17;42;48;1;;2;48;1;;5;3;;;;;;;;;;1;;2;;2;1;2;13;13;80;8045;17;123.495.331.042.383
975048;1;2;1;70;17;16;48;3;;2;16;3;;1;1;;;;;;;;;;1;;2;;2;1;2;54;54;95;9500;17;161.001.502.593.593
975050;2;1;2;70;17;2;48;1;;2;2;1;;9;1;;;1;;;;;;;;;1;461500;2;1;1;95;95;45;4521;17;160.631.508.045.502
975050;2;2;2;70;17;26;48;3;;1;;;.;;;.;.;;;;;;;;;.;;;;1;2;54;;;;17;160.631.508.045.502
975063;1;2;1;70;17;56;48;1;;2;56;1;;9;1;;;;;;;;;;1;;2;;2;1;2;33;32;52;5231;17;148.405.955.676.145
975072;1;1;1;70;17;8;50;1;;2;8;1;;9;7;;;;;;;;;;1;;2;;2;1;1;77;95;45;4530;17;175.749.554.258.461
975083;1;1;1;70;17;2;48;1;;2;2;1;;9;1;;;;;;;;;;1;;1;580000;2;1;1;58;95;45;4530;17;201.564.271.443.749
975084;1;2;1;70;17;12;48;1;;2;18;1;;2;1;;;;;;;;;;1;;2;;2;1;1;97;45;52;5233;17;185.056.819.120.225
975085;1;1;1;70;17;32;48;3;;2;32;1;;8;7;;;;;;;;;;1;;2;;2;1;2;54;55;85;8511;17;154.984.818.326.376
975098;1;2;1;70;17;26;40;1;;1;;;.;;;.;.;;;;;;;;;.;;;;1;2;45;;;;17;167.544.488.801.533
975100;1;1;1;70;17;2;48;1;;2;2;4;;1;7;;;;;;;;;;1;;1;400000;2;1;1;98;98;60;6042;17;200.768.274.412.144
975102;1;1;1;70;17;3;48;1;;2;3;1;;9;7;;;;;;;;;;1;;1;640000;2;1;1;45;90;25;2529;17;177.550.429.285.234
975104;1;1;1;70;17;2;50;1;;2;2;1;;2;2;;;;;;;;;;1;;1;600000;2;1;1;95;93;45;4552;17;160.038.098.966.542
