DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;CLASE;P6290;P6290S1;P6230;P6240;P6240S1;P6250;P6260;P6270;P6280;P6300;P6310;P6310S1;P6320;P6330;P6340;P6350;P6351;MES;DPTO;fex_c_2011
4324323;1;1;1;50;2; ; ;1;6;DESCANSAR;2;2;2;2;2; ; ; ; ; ; ; ;05;76;1671,40884074076
4324323;1;2;1;50;2; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;05;76;1671,40884074076
4324323;1;3;1;50;2; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;05;76;1671,40884074076
4324323;1;4;1;50;2;2; ;4;6;DESCANSAR;2;2;2;1; ; ; ; ; ; ; ;1;05;76;1671,40884074076
4324323;1;5;1;50;2; ; ;3;3; ;2;2;2;2;2; ; ; ; ; ; ; ;05;76;1671,40884074076
4324323;1;6;1;50;2; ; ;6;4; ;2;1; ; ; ; ; ; ; ; ; ; ;05;76;1671,40884074076
4324323;1;7;1;50;2; ; ;7;1; ; ; ; ; ; ; ; ; ; ; ; ; ;05;76;1671,40884074076
4324324;1;1;1;50;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;05;76;1479,32674846451
4324324;1;2;1;50;2; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;05;76;1479,32674846451
4324325;1;1;1;50;2; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;05;76;1418,26771052109
4324325;1;2;1;50;2; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;05;76;1418,26771052109
4324325;1;3;1;50;2;2; ;3;3; ;2;2;2;1; ; ; ; ; ; ; ;1;05;76;1418,26771052109
4324325;1;4;1;50;2; ; ;3;3; ;2;2;2;2;2; ; ; ; ; ; ; ;05;76;1418,26771052109
4324325;1;5;1;50;2; ; ;5;1; ; ; ; ; ; ; ; ; ; ; ; ; ;05;76;1418,26771052109
4324325;1;6;1;50;2; ; ;1;3; ;2;2;2;2;2; ; ; ; ; ; ; ;05;76;1418,26771052109
4324326;1;1;1;50;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;05;76;2457,11696169956
4324326;1;2;1;50;2; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;05;76;2457,11696169956
4324326;1;3;1;50;2; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;05;76;2457,11696169956
4324326;1;5;1;50;2; ; ;5;1; ; ; ; ; ; ; ; ; ; ; ; ; ;05;76;2457,11696169956
4324326;1;6;1;50;2; ; ;6;4; ;2;2;2;2;2; ; ; ; ; ; ; ;05;76;2457,11696169956
4324326;2;1;2;50;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;05;76;2457,11696169956
4324326;2;2;2;50;2;1; ;2;6;DESCANSAR;2;2;2;1; ; ; ; ; ; ; ;1;05;76;2457,11696169956
4324326;2;3;2;50;2; ; ;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ;05;76;2457,11696169956
4324327;1;1;1;50;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;05;76;1355,07102801583
4324327;1;2;1;50;2; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;05;76;1355,07102801583
4324328;1;1;1;50;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;05;76;1952,40307205048
4324328;1;2;1;50;2; ; ;3;5; ; ; ; ; ; ; ; ; ; ; ; ; ;05;76;1952,40307205048
4324328;1;3;1;50;2; ; ;3;4; ;2;2;2;2;1;10; ; ; ; ; ; ;05;76;1952,40307205048
4324328;1;4;1;50;2; ; ;4;1; ; ; ; ; ; ; ; ; ; ; ; ; ;05;76;1952,40307205048
4324329;1;1;1;50;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;05;76;1850,90148155916
4324329;1;2;1;50;2; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;05;76;1850,90148155916
4324330;1;1;1;50;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;05;76;1976,06955995301
4324330;1;2;1;50;2; ; ;2;4; ;2;2;1; ; ; ; ; ; ; ; ; ;05;76;1976,06955995301
4324330;1;3;1;50;2; ; ;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ;05;76;1976,06955995301
4324331;1;1;1;50;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;05;76;1570,42532071922
4324331;1;2;1;50;2; ; ;2;3; ;2;2;2;2;1;12; ; ; ; ; ; ;05;76;1570,42532071922
4324331;1;3;1;50;2; ; ;3;3; ;2;2;2;2;2; ; ; ; ; ; ; ;05;76;1570,42532071922
4324332;1;1;1;50;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;05;76;1105,52824280893
4324332;1;2;1;50;2; ; ;2;4; ;2;2;1; ; ; ; ; ; ; ; ; ;05;76;1105,52824280893
4324333;1;1;1;50;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;05;76;1962,93141194157
4324333;1;2;1;50;2; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;05;76;1962,93141194157
4324333;1;3;1;50;2; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;05;76;1962,93141194157
4324334;1;1;1;50;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;05;76;2187,10200715479
4324334;1;2;1;50;2; ; ;2;4; ;2;2;2;2;1;10; ; ; ; ; ; ;05;76;2187,10200715479
4324335;1;1;1;50;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;05;76;1905,58145345931
4324335;1;2;1;50;2;3; ;2;4; ;2;2;2;1; ; ; ; ; ; ; ;1;05;76;1905,58145345931
4324335;1;3;1;50;2;1; ;3;4; ;2;2;2;1; ; ; ; ; ; ; ;1;05;76;1905,58145345931
4324335;1;4;1;50;2; ; ;4;4; ;2;2;2;2;1;10; ; ; ; ; ; ;05;76;1905,58145345931
4324335;1;5;1;50;2; ; ;5;6;EN LICENCIA POR PATERNIDAD;1; ; ; ; ; ; ; ; ; ; ; ;05;76;1905,58145345931
4324336;1;1;1;50;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;05;76;1762,39974265614
4324336;1;2;1;50;2; ; ;1;4; ;1; ; ; ; ; ; ; ; ; ; ; ;05;76;1762,39974265614
4324336;1;3;1;50;2; ; ;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ;05;76;1762,39974265614
4324337;1;1;1;50;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;05;76;2146,80669656738
4324337;1;2;1;50;2; ; ;2;4; ;1; ; ; ; ; ; ; ; ; ; ; ;05;76;2146,80669656738
4324337;1;3;1;50;2; ; ;3;3; ;2;2;1; ; ; ; ; ; ; ; ; ;05;76;2146,80669656738
4324337;1;4;1;50;2; ; ;4;3; ;2;2;1; ; ; ; ; ; ; ; ; ;05;76;2146,80669656738
4324337;1;5;1;50;2; ; ;5;4; ;1; ; ; ; ; ; ; ; ; ; ; ;05;76;2146,80669656738
4324337;1;6;1;50;2; ; ;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ;05;76;2146,80669656738
4324337;1;7;1;50;2; ; ;7;3; ;2;2;1; ; ; ; ; ; ; ; ; ;05;76;2146,80669656738
4324338;1;1;1;50;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;05;76;1396,61285190455
4324338;1;2;1;50;2;1; ;2;4; ;2;2;2;1; ; ; ; ; ; ; ;1;05;76;1396,61285190455
4324338;1;4;1;50;2; ; ;4;1; ; ; ; ; ; ; ; ; ; ; ; ; ;05;76;1396,61285190455
4324338;1;5;1;50;2; ; ;5;1; ; ; ; ; ; ; ; ; ; ; ; ; ;05;76;1396,61285190455
4324338;1;6;1;50;2; ; ;2;5; ; ; ; ; ; ; ; ; ; ; ; ; ;05;76;1396,61285190455
4324339;1;1;1;50;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;05;76;1502,44760392251
4324339;1;2;1;50;2; ; ;2;4; ;2;2;2;2;1;11; ; ; ; ; ; ;05;76;1502,44760392251
4324339;1;3;1;50;2; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;05;76;1502,44760392251
4324341;1;1;1;50;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;05;76;1559,92454280287
4324341;1;2;1;50;2; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;05;76;1559,92454280287
4324341;1;3;1;50;2; ; ;3;3; ;2;2;2;2;1;12; ; ; ; ; ; ;05;76;1559,92454280287
4324341;1;4;1;50;2; ; ;4;1; ; ; ; ; ; ; ; ; ; ; ; ; ;05;76;1559,92454280287
4324342;1;1;1;50;2; ; ;1;4; ;2;2;2;2;1;10; ; ; ; ; ; ;05;76;1371,90528071976
4324343;1;1;1;50;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;05;76;1137,20634561545
4324343;1;2;1;50;2; ; ;2;4; ;2;2;1; ; ; ; ; ; ; ; ; ;05;76;1137,20634561545
4324343;1;3;1;50;2; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;05;76;1137,20634561545
4324349;1;1;1;50;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;05;76;1857,73371675776
4324349;1;2;1;50;2; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;05;76;1857,73371675776
4324350;1;1;1;50;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;05;76;1627,24895681572
4325089;1;1;1;50;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;05;76;4467,41794961789
4325089;1;2;1;50;2; ; ;2;6;DILIGENCIAS PERSONALES;2;1; ; ; ; ; ; ; ; ; ; ;05;76;4467,41794961789
