DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;CLASE;P7250;P7260;P7280;P7280S1;P7310;P7320;P7350;P7350S1;P7360;P7390;P7390S1;P7420;P7420S1;P7420S2;P7420S3;P7420S4;P7420S5;P7420S6;P7420S7;P7420S8;P7420S7A1;P7422;P7422S1;P9460;OFICIO1;OFICIO2;RAMA2D_D;DSI;DSCY;RAMA4D_D;MES;DPTO;fex_c_2011;AREA
3181768;1;3;1;70;1;75;48;1; ;2;75;1; ;5;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;32;32;85;1;2;8532;04;66;387,202557913468;66
3181780;1;1;1;70;1;3;48;1; ;2;6;1; ;9;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;79;79;18;1;1;1810;04;73;337,230539078871;73
3181795;1;1;1;70;1;32;50;1; ;2;28;1; ;9;3; ; ; ; ; ; ; ; ; ;1; ;2; ;2;21;21;45;1;2;4530;04;17;209,780273359246;17
3181795;1;3;1;70;1;20;40;1; ;2;18;1; ;9;6; ; ; ; ; ; ; ; ; ;1; ;2; ;2;59;39;80;1;2;8050;04;17;209,780273359246;17
3181813;2;3;2;70;1;13;72;4; ;2;2;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;1;500000;2;98;98;60;1;1;6031;04;73;164,080335659628;73
3181822;1;1;1;70;1;52;40;1; ;2;98;1; ;4;2; ; ; ;1; ; ; ; ; ; ; ;2; ;2;18;79;52;1;2;5271;04;73;257,672913400365;73
3181822;1;2;1;70;1;24;60;1; ;2;24;1; ;2;1; ; ; ; ;1; ; ; ; ; ; ;2; ;2;58;60;01;1;2;0140;04;73;257,672913400365;73
3181825;1;1;1;70;1;60;72;4; ;2;156;5; ;6;2; ; ; ; ;1; ; ; ; ; ; ;2; ;2;53;41;36;1;2;3694;04;17;189,942859502897;17
3181832;1;1;1;70;1;8;48;1; ;2;8;1; ;3;5; ; ; ; ; ; ; ; ;1; ;YA ESTA PENSIONADA;2; ;2;79;79;17;1;1;1750;04;17;153,586259371535;17
3181833;1;2;1;70;1;160;48;1; ;2;2;4; ;1;4; ; ; ; ; ; ; ; ; ;1; ;1;450000;2;58;97;63;1;2;6310;04;17;155,05106191409;17
3181839;1;1;1;70;1;4;56;4; ;2;4;4; ;2;1; ; ; ; ; ; ; ;1; ; ; ;2; ;2;93;93;45;1;1;4552;04;27;23,4125634108814;27
3181841;1;1;1;70;1;32;40;3; ;2;52;4; ;6;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;55;05;55;1;2;5529;04;27;28,2961741586391;27
