DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;CLASE;P7250;P7260;P7280;P7280S1;P7310;P7320;P7350;P7350S1;P7360;P7390;P7390S1;P7420;P7420S1;P7420S2;P7420S3;P7420S4;P7420S5;P7420S6;P7420S7;P7420S8;P7420S7A1;P7422;P7422S1;P9460;OFICIO1;OFICIO2;RAMA2D_D;DSI;DSCY;RAMA4D_D;MES;DPTO;fex_c_2011
3191317;1;3;1;70;2;8;48;4; ;2;8;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;93;93;45;1;1;4552;04;13;1998,38443498257
3191391;1;2;1;70;2;12;48;2; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;13; ; ;1;1; ;04;13;1693,29837224907
3191393;1;4;1;70;2;3;48;1; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;59; ; ;1;1; ;04;13;1779,09150222138
3193700;1;1;1;70;2;48;48;2; ;2;60;1; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;03;33;65;1;2;6519;04;73;2496,96711460816
3193702;1;2;1;70;2;4;40;3; ;2;24;4; ;9;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;54;53;80;1;1;8012;04;73;2852,99712139918
3193705;1;1;1;70;2;4;48;3; ;2;4;3; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;54;54;95;1;1;9500;04;73;3566,01762719137
3193705;1;3;1;70;2;2;14;4; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;55; ; ;1;1; ;04;73;3566,01762719137
3193705;1;5;1;70;2;4;48;1; ;2;4;1; ;4;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;95;95;45;1;1;4521;04;73;3566,01762719137
3193711;1;4;1;70;2;6;40;3; ;2;6;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;54;99;50;1;1;5020;04;73;1172,03709665541
3193729;1;2;1;70;2;4;40;3; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;54; ; ;1;1; ;04;73;2693,72682790288
3193730;1;1;1;70;2;8;40;8; ;2;6;8; ;2;1; ; ; ; ; ; ; ; ; ;1; ;1;40000;2;62;62;01;1;1;0121;04;73;2160,016417357
3194815;1;1;1;70;2;12;48;8; ;2;12;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;62;63;02;1;1;0201;04;50;2052,07023956628
3194817;1;1;1;70;2;48;48;8; ;2;192;8; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;62;62;01;1;2;0121;04;50;1262,76274207164
3194823;1;2;1;70;2;4;48;1; ;2;12;1; ;4;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;39;39;55;1;1;5511;04;50;784,268411046532
3194870;1;2;1;70;2;8;28;4; ;2;36;8; ;3;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;53;53;01;1;1;0121;04;50;1453,07822977317
3194966;1;4;1;70;2;4;40;8; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;62; ; ;1;1; ;04;73;3636,97701496304
3195014;1;2;1;70;2;1;40;1; ;2;2;8; ;4;4; ; ; ; ; ; ; ; ; ;1; ;1;80000;2;45;62;01;1;1;0117;04;73;1916,48250933918
3195081;1;1;1;70;2;1;48;8; ;2;3;8; ;2;8; ; ; ; ; ; ; ; ; ;1; ;1;450000;2;62;62;01;1;1;0115;04;73;1797,97428845705
3195081;1;3;1;70;2;4;40;1; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;45; ; ;1;1; ;04;73;1797,97428845705
3195323;1;3;1;70;2;3;48;4; ;2;3;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;61;61;01;1;1;0111;04;05;3709,47430861038
3195324;1;5;1;70;2;4;48;1; ;2;4;8; ;2;4; ; ; ; ; ; ; ; ; ;1; ;1;400000;2;55;62;01;1;1;0121;04;05;4100,6389244796
3195349;1;2;1;70;2;30;48;4; ;2;30;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;54;53;55;1;2;5529;04;05;4058,04913177217
3195369;1;5;1;70;2;1;60;1; ;2;1;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;1;98;2;97;73;02;1;1;0201;04;05;5584,45119864122
3195372;1;2;1;70;2;1;30;1; ;2;104;4; ;1;6; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;56;93;1;1;9301;04;05;6111,26177882635
3195396;1;3;1;70;2;3;48;1; ;2;4;4; ;1;9;POR COBERTURA DEL ANTERIOR TRABAJO; ; ; ; ; ; ; ; ;1; ;1;600000;2;98;98;60;1;1;6022;04;05;5834,46973545601
3195429;1;2;1;70;2;24;48;1; ;2;24;1; ;2;7; ; ; ; ; ; ; ; ; ;1; ;2; ;2;95;95;45;1;2;4521;04;05;1370,19911654778
3195429;1;4;1;70;2;4;48;1; ;2;4;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;98;98;60;1;1;6031;04;05;1370,19911654778
3195432;1;3;1;70;2;20;24;1; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;45; ; ;1;2; ;04;05;6133,41182409546
3195447;1;2;1;70;2;26;48;1; ;2;28;1; ;9;8; ; ; ; ; ; ; ; ; ;1; ;2; ;2;33;33;15;1;2;1551;04;05;1271,11944130444
3195459;1;3;1;70;2;40;48;1; ;2;3;1; ;5;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;59;85;1;2;8513;04;05;1167,45021809093
3195461;1;2;1;70;2;5;76;2; ;2;37;2; ;9;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;59;59;85;1;1;8512;04;05;6581,99227094496
3195483;1;1;1;70;2;1;40;8; ;2;4;8; ;3;1; ; ; ; ; ; ; ; ; ;1; ;1;180000;2;62;62;01;1;1;0121;04;47;2208,75421327518
3195492;1;3;1;70;2;20;40;1; ;2;30;8; ;2;7; ; ; ; ; ; ; ; ; ;1; ;2; ;2;60;62;01;1;2;0121;04;47;1779,09913497139
3195519;1;3;1;70;2;4;72;1; ;2;4;8; ;4;1; ; ; ; ; ; ; ; ; ;1; ;1;200000;2;95;62;01;1;1;0114;04;76;3593,8570440178
3195608;1;5;1;70;2;4;40;3; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;54; ; ;1;1; ;04;47;1465,54467951374
3195636;1;2;1;70;2;16;48;3; ;2;68;3; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;54;54;95;1;2;9500;04;47;1418,35073157737
3195648;1;2;1;70;2;12;48;3; ;2;2;3; ;1;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;54;54;95;1;1;9500;04;47;2085,61224552474
3195707;1;1;1;70;2;14;48;1; ;2;14;1; ;6;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;59;45;52;1;2;5233;04;76;4691,67434597691
3195710;1;1;1;70;2;52;28;8; ;2;32;8; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;62;62;01;1;2;0114;04;76;3338,75352692974
3195710;1;3;1;70;2;1;50;1; ;2;1;1; ;7;1; ; ; ; ; ; ; ; ; ;1; ;1;634000;2;59;59;85;1;1;8512;04;76;3338,75352692974
3195712;1;5;1;70;2;104;40;1; ;2;24;1; ;9;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;97;45;18;1;2;1810;04;76;2118,72072695526
3195713;1;3;1;70;2;52;40;1; ;2;7;8; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;97;62;01;1;2;0117;04;76;4380,54675403326
3195721;1;2;1;70;2;26;48;3; ;2;52;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;54;53;55;1;2;5521;04;76;1172,1556782916
3195724;1;2;1;70;2;156;48;1; ;2;28;8; ;5;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;39;62;01;1;2;0130;04;76;1265,509838789
3195730;1;3;1;70;2;156;48;1; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;45; ; ;1;2; ;04;76;2686,05238991213
3195746;1;4;1;70;2;20;48;8; ;2;20;6; ;2;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;62;62;01;1;2;0117;04;76;2522,14073087849
3195746;1;6;1;70;2;20;54;4; ;2;8;1; ;3;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;98;62;01;1;2;0124;04;76;2522,14073087849
3195766;1;1;1;70;2;3;48;8; ;2;3;8; ;4;1; ; ; ; ; ; ; ; ; ;1; ;1;360000;2;62;62;01;1;1;0114;04;76;2253,26975702063
3195944;1;3;1;70;2;28;48;1; ;2;28;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;32;38;64;1;2;6422;04;19;2940,62982075811
3195983;1;2;1;70;2;52;40;1; ;2;28;3; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;54;95;1;2;9500;04;19;3022,4305427192
3196009;1;2;1;70;2;6;48;1; ;2;6;1; ;9;3; ; ;1; ; ; ; ; ; ; ; ;2; ;2;77;77;15;1;1;1511;04;19;4811,1728170829
3196020;1;4;1;70;2;4;48;1; ;2;192;1; ;9;4; ; ; ; ; ; ; ;1; ; ; ;2; ;2;03;33;52;1;1;5211;04;19;2330,06685039808
3196047;1;2;1;70;2;48;40;1; ;2;68;1; ;9;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;42;21;1;2;2109;04;19;4856,40482939011
3196047;1;3;1;70;2;4;40;1; ;2;16;4; ;9;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;97;61;01;1;1;0140;04;19;4856,40482939011
3196066;1;2;1;70;2;2;44;4; ;2;3;4; ;1;2; ; ; ; ; ;1; ; ; ; ; ;1;120000;2;54;54;74;1;1;7493;04;19;4421,1844921711
3196093;1;2;1;70;2;24;40;3; ;2;24;3; ;1;6; ; ; ; ; ; ; ;1; ; ; ;2; ;2;54;54;95;1;2;9500;04;19;1749,98318695307
3196098;1;2;1;70;2;8;40;2; ;2;8;2; ;9;6; ; ; ; ; ; ; ; ; ;1; ;2; ;2;59;59;85;1;1;8511;04;19;1018,04068243844
3196113;1;1;1;70;2;8;40;1; ;2;8;4; ;1;6; ; ; ; ; ; ; ; ; ;1; ;2; ;2;87;87;28;1;1;2811;04;19;915,83095757338
3196135;1;1;1;70;2;3;40;3; ;2;52;3; ;2;1; ; ; ; ; ; ; ;1; ; ; ;2; ;2;54;54;95;1;1;9500;04;19;1282,1292320311
3196143;1;2;1;70;2;4;40;8; ;2;24;8; ;2;1; ; ; ; ; ; ; ;1; ; ; ;2; ;2;62;62;01;1;1;0111;04;19;1621,98927120564
3196192;1;1;1;70;2;16;48;1; ;2;16;1; ;9;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;95;95;45;1;2;4530;04;19;931,157363013605
3196203;1;2;1;70;2;50;40;1; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;32; ; ;1;2; ;04;19;637,236612175977
3196213;1;2;1;70;2;3;40;4; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;41; ; ;1;1; ;04;19;1294,51649372238
3196216;1;2;1;70;2;4;40;1; ;2;200;3; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;54;95;1;1;9500;04;19;1308,14934085281
3196514;1;1;1;70;2;4;35;8; ;2;6;8; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;63;63;02;1;1;0201;04;27;555,592216676067
3196533;1;1;1;70;2;39;56;1; ;2;3;1; ;7;8; ; ; ; ; ; ; ; ; ;1; ;2; ;2;13;13;80;1;2;8012;04;27;858,913122281023
3196550;1;3;1;70;2;3;40;4; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;38; ; ;1;1; ;04;27;973,157695849142
3196588;1;2;1;70;2;4;40;2; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;44; ; ;1;1; ;04;27;626,629259217268
3196694;1;2;1;70;2;2;5;3; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;54; ; ;1;1; ;04;27;386,030874179309
3197144;1;3;1;70;2;24;48;1; ;2;24;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;95;95;45;1;2;4552;04;68;1149,80335777475
3197163;1;3;1;70;2;24;48;1; ;2;6;4; ;6;8; ; ; ; ; ; ; ; ; ;1; ;2; ;2;40;39;75;1;2;7512;04;68;1475,31591716824
3197188;1;4;1;70;2;2;48;4; ;2;3;3; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;62;62;95;1;1;9500;04;68;637,480062437598
3197305;1;2;1;70;2;9;40;4; ;2;9;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;53;53;55;1;1;5529;04;17;719,598151654319
3197326;1;1;1;70;2;12;55;1; ;2;12;1; ;3;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;95;95;45;1;1;4521;04;17;594,220268596536
3197343;2;2;2;70;2;8;50;1; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;32; ; ;1;1; ;04;17;866,072913282177
3197361;1;1;1;70;2;4;50;1; ;2;28;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;53;41;52;1;1;5233;04;17;714,869566257764
3197369;1;3;1;70;2;4;60;8; ;2;4;8; ;3;8; ; ; ; ; ; ; ; ; ;1; ;2; ;2;62;62;01;1;1;0117;04;17;1011,98428438782
3197372;1;5;1;70;2;4;50;1; ;2;4;1; ;6;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;39;64;1;1;6421;04;17;818,755616027461
3197651;2;3;2;70;2;3;40;4; ;2;3;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;1;200000;2;61;99;63;1;1;6310;04;41;1462,71499265616
3197685;1;1;1;70;2;2;48;1; ;2;4;1; ;9;4; ; ; ; ; ; ; ;1; ; ; ;1;1600000;2;97;59;11;1;1;1110;04;41;2328,05214725644
3197690;1;2;1;70;2;6;48;1; ;2;432;1; ;5;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;33;33;55;1;1;5521;04;41;1577,66131276726
3197703;1;4;1;70;2;16;45;3; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;54; ; ;1;2; ;04;41;1159,86012095673
3197840;1;2;1;70;2;18;48;2; ;2;18;2; ;9;2; ; ; ; ;1; ; ; ; ; ; ;2; ;2;13;32;85;1;2;8511;04;20;1283,07643872472
3197882;1;3;1;70;2;12;48;1; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;62; ; ;1;1; ;04;20;1729,20219985402
3197886;1;2;1;70;2;1;40;4; ;2;1;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;61;61;01;1;1;0140;04;20;989,113241812989
3198020;1;3;1;70;2;54;48;8; ;2;5;8; ;3;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;62;62;01;1;2;0111;04;66;3321,67242919776
