Directorio;Secuencia_p;Orden;Hogar;Regis;Area;P7430;P7440;P7450;P7450s1;P7460;P7470;P7472;P7472s1;P7454;P7456;P7458s1;P7458;P7452;Ini;Mes;Dpto;Fex_c_2011
3181767;1;2;1;80;66;1;1;8; ;2; ;2; ; ; ; ;5;2;1;04;66;253,017688879522
3181769;1;1;1;80;66;1;3;3; ;2; ;2; ; ; ; ;9;2;1;04;66;424,722074080082
3181770;1;1;1;80;66;1;4;3; ;2; ;2; ; ; ; ;9;2;1;04;66;184,057076720961
3181771;1;2;1;80;66;1;2;3; ;2; ;2; ; ; ; ;6;2;1;04;66;368,040637258784
3181771;1;3;1;80;66;2; ; ; ;2; ;2; ;2; ;.; ; ;1;04;66;368,040637258784
3181771;1;4;1;80;66;2; ; ; ; ; ;2; ;2; ;.; ; ;1;04;66;368,040637258784
3181773;1;2;1;80;66;1;4;3; ;2; ;2; ; ; ; ;9;2;1;04;66;336,080101598221
3181774;1;2;1;80;66;2; ; ; ; ; ;2; ;2; ;.; ; ;1;04;66;315,185673861404
3181780;1;3;1;80;73;2; ; ; ; ; ;2; ;2; ;.; ; ;1;04;73;337,230539078871
3181781;1;3;1;80;73;2; ; ; ; ; ;2; ;2; ;.; ; ;1;04;73;348,803415828457
3181791;1;1;1;80;73;1;4;5; ;3; ;2; ; ; ; ;10;2;1;04;73;178,497919791704
3181791;1;2;1;80;73;1;1;9;CAMBIO DE CIUDAD;2; ;2; ; ; ; ;9;2;1;04;73;178,497919791704
3181791;1;3;1;80;73;2; ; ; ; ; ;2; ;2; ;.; ; ;1;04;73;178,497919791704
3181793;1;1;1;80;73;1;3;5; ;3; ;2; ; ; ; ;10;2;1;04;73;245,559285119731
3181793;1;2;1;80;73;1;4;3; ;2; ;2; ; ; ; ;9;2;1;04;73;245,559285119731
3181794;1;1;1;80;17;1;3;2; ;2; ;2; ; ; ; ;2;2;1;04;17;138,562405064555
3181795;1;2;1;80;17;1;4;3; ;2; ;2; ; ; ; ;9;2;1;04;17;209,780273359246
3181796;1;1;1;80;17;1;3;5; ;3; ;2; ; ; ; ;10;2;1;04;17;171,874539170252
3181797;1;1;1;80;17;1;4;3; ;2; ;2; ; ; ; ;9;2;1;04;17;148,714042188762
3181797;1;3;1;80;17;1;4;3; ;2; ;2; ; ; ; ;9;2;1;04;17;148,714042188762
3181800;1;2;1;80;73;2; ; ; ;2; ;2; ;2; ;.; ; ;1;04;73;210,751378597877
3181801;1;2;1;80;17;1;2;2; ;2; ;2; ; ; ; ;2;2;1;04;17;155,149210341569
3181801;1;3;1;80;17;2; ; ; ; ; ;2; ;2; ;.; ; ;1;04;17;155,149210341569
3181802;1;1;1;80;17;1;4;5; ;3; ;2; ; ; ; ;10;2;1;04;17;160,143238562935
3181802;1;2;1;80;17;2; ; ; ;2; ;2; ;2; ;.; ; ;1;04;17;160,143238562935
3181803;1;1;1;80;17;1;4;6; ;2; ;2; ; ; ; ;9;2;1;04;17;153,586259371535
3181805;1;1;1;80;17;1;4;5; ;3; ;2; ; ; ; ;10;2;1;04;17;160,143238562935
3181809;1;1;1;80;17;1;4;4; ;3; ;2; ; ; ; ;4;2;1;04;17;171,874539170252
3181813;1;1;1;80;73;1;4;5; ;2; ;2; ; ; ; ;8;2;1;04;73;164,080335659628
3181813;1;3;1;80;73;1;4;7; ;3; ;2; ; ; ; ;4;2;1;04;73;164,080335659628
3181814;1;1;1;80;73;1;4;7; ;2; ;2; ; ;4; ;1;1;1;04;73;181,546691673237
3181815;1;1;1;80;17;1;4;5; ;3; ;2; ; ; ; ;8;2;1;04;17;157,049014916295
3181815;1;3;1;80;17;1;1;9;CAMBIO DE RESIDENCIA;2; ;2; ; ; ; ;2;2;1;04;17;157,049014916295
3181816;1;1;1;80;17;1;4;5; ;3; ;2; ; ;4; ;10;1;1;04;17;202,73992619152
3181816;1;2;1;80;17;2; ; ; ;2; ;2; ;2; ;.; ; ;1;04;17;202,73992619152
3181816;1;4;1;80;17;2; ; ; ; ; ;2; ;2; ;.; ; ;1;04;17;202,73992619152
3181819;1;1;1;80;17;1;3;4; ;3; ;2; ; ; ; ;4;2;1;04;17;160,143238562935
3181819;1;2;1;80;17;2; ; ; ;2; ;2; ;2; ;.; ; ;1;04;17;160,143238562935
