DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;CLASE;P7250;P7260;P7280;P7280S1;P7310;P7320;P7350;P7350S1;P7360;P9460;P7390;P7390S1;P7420;P7420S1;P7420S2;P7420S3;P7420S4;P7420S5;P7420S6;P7420S7;P7420S7A1;P7420S8;P7422;P7422S1;OFICIO1;OFICIO2;RAMA2D_D;DSI;DSCY;RAMA4D_D;MES;DPTO;fex_c_2011
4212183;1;1;1;70;2;20;48;1; ;2;24;1; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;53;53;55;1;2;5521;12;68;1701,65922474566
4212191;1;1;1;70;2;3;48;1; ;2;4;1; ;8;2;3; ; ; ; ; ; ; ; ; ; ;1;1;1200000;98;98;60;1;1;6042;12;68;928,223839927776
4215948;1;1;1;70;2;6;45;8; ;2;6;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;62;61;01;1;1;0140;12;19;829,880047932956
4216021;1;4;1;70;2;6;50;2; ;2;16;4; ;1;2;5; ; ; ; ; ; ; ; ; ; ;1;2; ;59;59;85;1;1;8532;12;66;1749,63426681095
4216021;1;5;1;70;2;8;48;1; ;2;16;4; ;1;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;98;59;85;1;1;8532;12;66;1749,63426681095
4216056;1;2;1;70;2;50;48;4; ;2;50;4; ;5;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;79;79;18;1;2;1810;12;66;1248,94412145791
4216059;1;1;1;70;2;12;48;2; ;2;12;4; ;9;2;1; ; ; ;1; ; ; ; ; ; ; ;2; ;13;13;75;1;1;7513;12;66;2021,02168495666
4217845;1;4;1;70;2;36;48;8; ;2;36;8; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;62;62;01;1;2;0121;12;20;2939,26438024608
4217852;1;7;1;70;2;48;48;1; ;2;76;3; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;45;54;95;1;2;9500;12;44;2939,26438024608
4217857;1;1;1;70;2;192;48;1; ;2;192;2; ;9;2;1; ; ; ; ; ; ; ; ;1;YA ESTA PENSI; ;2; ;58;87;75;1;2;7522;12;44;1883,26449041139
4217888;1;4;1;70;2;4;48;4; ;2;34;4; ;5;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;95;95;45;1;1;4522;12;44;1264,37103434472
4217892;1;1;1;70;2;1;40;1; ;2;3;1; ;9;2;1; ; ;1; ; ; ; ;1; ; ; ;1;689500;19;13;80;1;1;8043;12;44;1802,60108140098
4217894;1;2;1;70;2;32;40;4; ;2;54;1; ;8;2;8; ; ; ; ; ; ; ; ; ; ;1;2; ;95;95;45;1;2;4530;12;44;1731,60268170223
4217896;1;2;1;70;2;48;48;4; ;2;12;1; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;95;77;15;1;2;1551;12;44;1876,76109910942
4217926;1;2;1;70;2;6;40;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;45; ; ;1;1; ;12;44;1607,77969531315
4217944;1;1;1;70;2;48;48;1; ;2;96;1; ;9;2;8; ; ; ; ; ; ; ;1; ; ; ;2; ;59;59;85;1;2;8511;12;44;2653,58335004551
4218064;1;3;1;70;2;1;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;59; ; ;1;1; ;12;05;4415,27620729948
4218080;1;3;1;70;2;4;48;1; ;2;190;1; ;3;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;03;45;52;1;1;5211;12;05;4214,99386072282
4218117;1;1;1;70;2;2;48;1; ;2;2;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;1;700000;45;33;45;1;1;4549;12;05;1006,2761584503
4218125;1;1;1;70;2;4;48;3; ;2;12;3; ;1;2;5; ; ; ; ; ; ; ; ; ; ;1;2; ;54;54;95;1;1;9500;12;05;965,985770601294
4218125;1;3;1;70;2;24;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;45; ; ;1;2; ;12;05;965,985770601294
4218163;1;1;1;70;2;1;48;8; ;2;1;8; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;1;90000;62;62;01;1;1;0111;12;05;5446,46803449538
4218191;1;1;1;70;2;2;48;8; ;2;2;8; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;1;240000;62;62;01;1;1;0111;12;05;3644,847276433
4218984;1;2;1;70;2;52;32;1; ;2;108;1; ;2;2;1; ; ; ; ; ; ; ;1; ; ; ;2; ;53;53;55;1;2;5521;12;19;2765,08491625699
4218984;1;3;1;70;2;16;40;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;45; ; ;1;2; ;12;19;2765,08491625699
4219061;1;3;1;70;2;52;40;1; ;2;52;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;79;54;95;1;2;9500;12;19;924,990923430684
