DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;CLASE;P7430;P7440;P7450;P7450S1;P7452;P7454;P7456;P7458;P7458S1;P7460;P7470;P7472;P7472S1;INI;MES;DPTO;fex_c_2011;AREA
4206770;1;1;1;80;1;1;4;5; ;2; ; ;10; ;3; ;2; ;1;12;05;1072,17088974916;05
4206770;1;7;1;80;1;1;2;2; ;2; ; ;2; ;2; ;2; ;1;12;05;1072,17088974916;05
4206771;1;1;1;80;1;1;2;6; ;2; ; ;11; ;3; ;2; ;1;12;05;1070,60850340484;05
4206771;1;4;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;12;05;1070,60850340484;05
4206772;1;2;1;80;1;1;4;4; ;2; ; ;4; ;2; ;2; ;1;12;05;1013,01708633195;05
4206772;1;4;1;80;1;1;4;4; ;2; ; ;4; ;2; ;2; ;1;12;05;1013,01708633195;05
4206773;1;1;1;80;1;1;4;9;CAMBIO DE PAIS;2; ; ;10; ;3; ;2; ;1;12;05;1302,27730953961;05
4206773;1;2;1;80;1;1;1;8; ;1; ;1;4; ;1;2;2; ;1;12;05;1302,27730953961;05
4206773;1;3;1;80;1;1;4;9;CAMBIO DE PAIS;2; ; ;8; ;2; ;2; ;1;12;05;1302,27730953961;05
4206774;1;2;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;12;05;1176,94427775376;05
4206774;1;3;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ;1;12;05;1176,94427775376;05
4206776;1;3;1;80;1;2; ; ; ; ;1;1;12;POR LA FALTA DE LA CEDULA;2; ;2; ;1;12;05;935,657051275101;05
4206779;1;1;1;80;1;1;4;3; ;2; ; ;9; ;2; ;2; ;1;12;05;1142,65665484126;05
4206779;1;3;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;12;05;1142,65665484126;05
4206782;1;2;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;12;05;1123,51979572401;05
4206784;1;2;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;12;05;877,230753496779;05
4206784;1;6;1;80;1;1;1;6; ;2; ; ;8; ;2; ;1;50000;1;12;05;877,230753496779;05
4206785;1;1;1;80;1;1;1;4; ;2; ; ;4; ;2; ;2; ;1;12;05;1033,77293163717;05
4206786;1;1;1;80;1;1;1;9;ESTA DE VIAJE;2; ; ;12;ESTA DE VIAJE;2; ;1;50000;1;12;05;1246,43159059487;05
4206788;1;2;1;80;1;1;1;3; ;2; ; ;9; ;2; ;2; ;1;12;05;1244,98899587597;05
4206790;1;2;1;80;1;1;4;8; ;2; ; ;11; ;2; ;2; ;1;12;05;1052,60962840226;05
4206791;1;2;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;12;05;776,358345173172;05
4206791;1;3;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;12;05;776,358345173172;05
4206795;1;4;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;12;05;967,290599859283;05
4206796;1;2;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;12;05;1114,75855151085;05
4206796;1;6;1;80;1;1;2;3; ;2; ; ;9; ;2; ;2; ;1;12;05;1114,75855151085;05
4206797;1;1;1;80;1;1;4;3; ;2; ; ;9; ;2; ;2; ;1;12;05;887,867366329924;05
4206797;1;3;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ;1;12;05;887,867366329924;05
4206800;1;1;1;80;1;1;3;7; ;2; ; ;9; ;2; ;2; ;1;12;05;1325,27107997599;05
4206802;1;1;1;80;1;1;4;5; ;2; ; ;10; ;3; ;2; ;1;12;05;1138,7237759647;05
4206802;1;2;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;12;05;1138,7237759647;05
4206802;1;3;1;80;1;1;4;1; ;2; ; ;11; ;2; ;2; ;1;12;05;1138,7237759647;05
4206802;1;4;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ;1;12;05;1138,7237759647;05
4206803;1;4;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;12;05;1055,61460946549;05
4206807;1;2;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;12;05;991,502770219842;05
4206807;1;3;1;80;1;1;1;8; ;2; ; ;2; ;2; ;2; ;1;12;05;991,502770219842;05
4206807;1;4;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ;1;12;05;991,502770219842;05
4206809;1;5;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ;1;12;05;999,558804219406;05
4206812;1;1;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;12;05;1127,59220646426;05
4206812;1;2;1;80;1;1;3;2; ;2; ; ;2; ;2; ;2; ;1;12;05;1127,59220646426;05
4206814;1;1;1;80;1;1;4;5; ;2; ; ;11; ;3; ;2; ;1;12;05;1329,54075709408;05
4206814;1;2;1;80;1;1;4;4; ;2; ; ;4; ;2; ;2; ;1;12;05;1329,54075709408;05
4206817;1;2;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;12;05;1407,40160427912;05
4206818;1;3;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;12;05;943,713085274665;05
4206818;1;4;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;12;05;943,713085274665;05
4206819;1;1;1;80;1;1;3;3; ;2; ; ;10; ;3; ;2; ;1;12;05;1154,85565401873;05
4206821;1;2;1;80;1;1;4;8; ;2; ; ;11; ;2; ;2; ;1;12;05;996,763909457524;05
4206822;1;1;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;12;05;1060,73621683948;05
4206822;1;4;1;80;1;1;1;4; ;2; ; ;4; ;2; ;2; ;1;12;05;1060,73621683948;05
4206824;1;1;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;12;05;1257,22636185378;05
4206824;1;6;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;12;05;1257,22636185378;05
4206826;1;3;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;12;05;1144,14848674794;05
4206827;1;1;1;80;1;1;4;3; ;2; ; ;8; ;2; ;2; ;1;12;05;1218,82796140069;05
4206827;1;2;1;80;1;1;3;9;PROBLEMAS PERSONALES;2; ; ;12;PROBLEMAS PERSONALES;2; ;2; ;1;12;05;1218,82796140069;05
4206828;1;2;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;12;05;964,038672889348;05
4206828;1;3;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;12;05;964,038672889348;05
4206829;1;4;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;12;05;1115,39320728679;05
4206831;1;2;1;80;1;1;4;3; ;2; ; ;9; ;2; ;2; ;1;12;05;1234,2325914174;05
4206831;1;3;1;80;1;1;3;4; ;2; ; ;4; ;2; ;2; ;1;12;05;1234,2325914174;05
4206832;1;3;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;12;05;1142,58610040361;05
4206834;1;1;1;80;1;1;4;3; ;2; ; ;9; ;2; ;2; ;1;12;05;1213,57964208651;05
4206835;1;1;1;80;1;1;4;5; ;2; ; ;11; ;3; ;2; ;1;12;05;1254,55817903209;05
4206835;1;2;1;80;1;1;4;5; ;2; ; ;11; ;3; ;2; ;1;12;05;1254,55817903209;05
4206837;1;2;1;80;1;1;4;5; ;2; ; ;10; ;3; ;2; ;1;12;05;1246,43159059487;05
4206838;1;1;1;80;1;1;1;3; ;2; ; ;11; ;2; ;2; ;1;12;05;1183,437925409;05
4206840;1;3;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;12;05;1129,15459280859;05
