DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;CLASE;P7430;P7440;P7450;P7450S1;P7452;P7454;P7456;P7458;P7458S1;P7460;P7470;P7472;P7472S1;INI;MES;DPTO;fex_c_2011
4212183;1;3;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ;1;12;68;1701,65922474566
4212184;1;4;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ;1;12;68;2302,09016901389
4212185;1;3;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ;1;12;68;575,522542253473
4212186;1;1;1;80;2;1;1;4; ;2; ; ;4; ;3; ;2; ;1;12;68;939,257910344948
4212186;1;2;1;80;2;1;1;3; ;2; ; ;9; ;1;2;2; ;1;12;68;939,257910344948
4212186;1;4;1;80;2;1;4;4; ;2; ; ;8; ;2; ;2; ;1;12;68;939,257910344948
4212186;1;5;1;80;2;1;1;8; ;2; ; ;8; ;3; ;2; ;1;12;68;939,257910344948
4212188;1;3;1;80;2;1;4;4; ;2; ; ;4; ;2; ;2; ;1;12;68;575,522542253473
4212189;1;4;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ;1;12;68;946,410337301508
4212191;1;2;1;80;2;1;1;8; ;2; ; ;12;ESPERANDO SI LA LLAMAN NUEVAMENTE;2; ;1;300000;1;12;68;928,223839927776
4212191;1;3;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ;1;12;68;928,223839927776
4212191;1;4;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ;1;12;68;928,223839927776
4212192;1;1;1;80;2;1;4;9;EDAD;2; ; ;8; ;2; ;2; ;1;12;68;989,352071766107
4212194;1;4;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ;1;12;68;575,522542253473
4212194;1;5;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ;1;12;68;575,522542253473
4212194;1;6;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ;1;12;68;575,522542253473
4212195;1;2;1;80;2;1;3;3; ;2; ; ;9; ;2; ;2; ;1;12;68;1766,23832515802
4215889;1;3;1;80;2;1;1;2; ;2; ; ;2; ;2; ;2; ;1;12;19;1857,56414151356
4215889;1;5;1;80;2;1;1;3; ;2; ; ;9; ;2; ;2; ;1;12;19;1857,56414151356
4215890;1;6;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ;1;12;19;1763,91846594641
4215890;1;7;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ;1;12;19;1763,91846594641
4215891;1;2;1;80;2;1;1;8; ;2; ; ;1; ;2; ;2; ;1;12;19;1146,3511565728
4215892;1;3;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ;1;12;19;1351,96694957848
4215894;1;2;1;80;2;1;1;8; ;2; ; ;1; ;2; ;2; ;1;12;19;1023,15072901544
4215894;1;3;1;80;2;1;2;3; ;2; ; ;9; ;2; ;2; ;1;12;19;1023,15072901544
