Directorio;Secuencia_p;Orden;Hogar;Regis;Clase;P7430;P7440;P7450;P7450s1;P7460;P7470;P7472;P7472s1;P7454;P7456;P7458s1;P7458;P7452;Ini;Mes;Dpto;Fex_c_2011;Area
3747976;1;3;1;80;1;1;2;7; ;2; ;2; ; ;1; ;1;1;1;06;41;85,0982062897335;41
3747977;1;2;1;80;1;1;3;3; ;2; ;2; ; ; ; ;1;2;1;06;18;46,6661843234744;18
3747977;1;4;1;80;1;1;1;8; ;2; ;2; ; ; ; ;8;2;1;06;18;46,6661843234744;18
3747977;1;5;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;06;18;46,6661843234744;18
3747977;1;6;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;06;18;46,6661843234744;18
3747979;1;1;1;80;1;1;2;5; ;3; ;2; ; ; ; ;8;2;1;06;18;75,3413119860795;18
3747980;1;2;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;06;18;96,8830328520148;18
3747982;1;3;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;06;18;66,5017724466271;18
3747983;1;2;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;06;18;43,1473628299969;18
3747984;1;2;1;80;1;2; ; ; ; ; ;2; ;2; ;.; ; ;1;06;18;43,1473628299969;18
3747986;1;2;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;06;18;42,9049202848543;18
3747988;1;2;1;80;1;2; ; ; ; ; ;2; ;2; ;.; ; ;1;06;18;57,2597385105669;18
3747990;1;2;1;80;1;1;4;3; ;2; ;2; ; ; ; ;9;2;1;06;18;74,8564268957943;18
3747991;1;1;1;80;1;1;1;8; ;2; ;2; ; ; ; ;9;2;1;06;15;93,3491728426217;15
3747993;1;3;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;06;15;59,0720468493281;15
3747994;1;1;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;06;15;86,2597751558462;15
3747995;1;1;1;80;1;1;4;5; ;3; ;2; ; ; ; ;10;2;1;06;15;70,3473341527519;15
3747996;1;3;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;06;15;93,6700181715188;15
3747997;1;1;1;80;1;1;4;4; ;2; ;2; ; ; ; ;4;2;1;06;15;70,8426914963157;15
3747997;1;2;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;06;15;70,8426914963157;15
3748000;1;2;1;80;1;1;3;3; ;2; ;2; ; ;1; ;9;1;1;06;15;88,5667436546052;15
3748001;1;1;1;80;1;1;4;4; ;2; ;2; ; ; ; ;8;2;1;06;15;86,2597751558462;15
3748004;1;1;1;80;1;1;4;4; ;2; ;2; ; ; ; ;4;2;1;06;44;106,434300943407;44
3748005;1;2;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;06;47;236,936254374138;47
3748005;1;3;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;06;47;236,936254374138;47
3748007;1;3;1;80;1;2; ; ; ; ; ;2; ;2; ;.; ; ;1;06;47;160,393790018657;47
3748007;1;4;1;80;1;2; ; ; ; ; ;2; ;2; ;.; ; ;1;06;47;160,393790018657;47
3748008;1;1;1;80;1;1;4;3; ;2; ;2; ; ; ; ;9;2;1;06;47;168,848853435665;47
3748009;1;2;1;80;1;1;1;6; ;2; ;2; ; ;1; ;5;1;1;06;47;237,448839398209;47
3748009;1;4;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;06;47;237,448839398209;47
3748009;1;5;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;06;47;237,448839398209;47
3748009;1;6;1;80;1;2; ; ; ; ; ;2; ;2; ;.; ; ;1;06;47;237,448839398209;47
3748013;1;1;1;80;1;1;1;4; ;2; ;2; ; ; ; ;4;2;1;06;47;163,226829560833;47
3748016;1;2;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;06;47;172,95343382325;47
3748016;1;4;1;80;1;1;1;4; ;2; ;2; ; ; ; ;4;2;1;06;47;172,95343382325;47
3748017;1;1;1;80;1;1;1;4; ;2; ;2; ; ; ; ;4;2;1;06;47;189,771069819351;47
3748017;1;2;1;80;1;1;4;3; ;2; ;2; ; ; ; ;9;2;1;06;47;189,771069819351;47
3748018;1;2;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;06;47;140,19678801615;47
3748019;1;1;1;80;1;1;4;3; ;2; ;2; ; ; ; ;9;2;1;06;47;145,892527651156;47
3748019;1;5;1;80;1;1;4;3; ;2; ;2; ; ; ; ;9;2;1;06;47;145,892527651156;47
3748020;1;3;1;80;1;2; ; ; ; ; ;2; ;2; ;.; ; ;1;06;47;171,432119040955;47
3748022;1;2;1;80;1;1;3;9;TERMINO DE CONTRATO;2; ;2; ; ; ; ;4;2;1;06;47;189,771069819351;47
3748023;1;1;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;06;17;156,191509725792;17
3748023;1;2;1;80;1;1;4;5; ;3; ;2; ; ; ; ;10;2;1;06;17;156,191509725792;17
3748023;1;3;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;06;17;156,191509725792;17
3748032;1;3;1;80;1;2; ; ; ; ; ;2; ;2; ;.; ; ;1;06;17;196,7251172012;17
3748034;1;1;1;80;1;1;4;5; ;3; ;2; ; ; ; ;10;2;1;06;17;199,205200027995;17
3748035;1;1;1;80;1;1;2;5; ;3; ;2; ; ; ; ;10;2;1;06;17;185,748677886921;17
3748037;1;1;1;80;1;1;4;5; ;3; ;2; ; ; ; ;10;2;1;06;17;185,748677886921;17
3748038;1;1;1;80;1;1;4;5; ;3; ;2; ; ; ; ;10;2;1;06;17;187,943019430014;17
3748039;1;1;1;80;1;1;3;3; ;3; ;2; ; ; ; ;10;2;1;06;17;163,149525530197;17
3748039;1;2;1;80;1;1;4;5; ;3; ;2; ; ; ; ;10;2;1;06;17;163,149525530197;17
3748040;1;2;1;80;1;1;4;7; ;2; ;2; ; ; ; ;9;2;1;06;17;177,45189781937;17
3748041;1;1;1;80;1;1;4;3; ;2; ;2; ; ; ; ;9;2;1;06;17;106,98647221603;17
3748041;2;1;2;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;06;17;106,98647221603;17
3748041;3;1;3;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;06;17;106,98647221603;17
3748048;1;1;1;80;1;1;4;5; ;3; ;2; ; ; ; ;9;2;1;06;08;673,847412689047;08
3748049;1;2;1;80;1;1;2;3; ;2; ;2; ; ; ; ;9;2;1;06;08;690,621963290329;08
3748050;1;2;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;06;08;549,594745220374;08
3748050;1;3;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;06;08;549,594745220374;08
3748051;1;3;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;06;08;670,954165885806;08
3748051;1;4;1;80;1;2; ; ; ; ; ;2; ;2; ;.; ; ;1;06;08;670,954165885806;08
